season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437730,2,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,6.0,24.0,16.0,40.0,,3.0,8.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,17.0,,6.4,,,,3.0,1.0,4.0,,10.0,,34.0,22.0,52.0,0,,72.0,,,1.0,
2017-18,7437730,2,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,3.0,26.0,21.0,47.0,,1.0,10.0,,,2.0,2.0,,,,2.0,2.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,14.0,,6.8,,,,,,,,6.0,,38.0,22.0,60.0,2,,69.0,1.0,1.0,,
2017-18,7437730,2,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,7.0,16.0,36.0,52.0,2.0,4.0,1.0,,,,,,,,3.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,16.0,,6.7,,,,4.0,1.0,,,14.0,,26.0,39.0,65.0,1,,77.0,1.0,,,
2017-18,7437730,2,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,9.0,20.0,29.0,1.0,2.0,4.0,,,,3.0,,,,6.0,7.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,9.0,,6.5,,,,4.0,1.0,,,2.0,,14.0,21.0,35.0,0,3.0,57.0,,2.0,1.0,2.0
2017-18,7437730,2,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,2.0,1.0,3.0,4.0,2.0,2.0,,1.0,1.0,,,,2.0,7.0,4.0,,,1.0,,,,,,,,59.0,1.0,,,,,,,9.0,,6.6,,,,1.0,,,,,,6.0,2.0,8.0,2,1.0,18.0,1.0,1.0,,1.0
2017-18,7437730,2,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,8.0,4.0,12.0,,2.0,2.0,,,,1.0,,,4.0,7.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,10.0,,6.5,,,1.0,1.0,,,,,,12.0,4.0,16.0,1,1.0,30.0,1.0,2.0,,1.0
2017-18,7437730,2,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,False,,,,9.0,3.0,12.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,78.0,,,,,,,,15.0,,6.6,,,,,,4.0,,1.0,,20.0,4.0,20.0,0,,31.0,2.0,2.0,,
2017-18,7437730,2,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,3.0,12.0,36.0,48.0,3.0,1.0,4.0,,,,,,,1.0,4.0,4.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,10.0,,7.1,,,,7.0,,,,7.0,,17.0,40.0,57.0,0,3.0,72.0,,,,1.0
2017-18,7437730,2,91,Bournemouth,Home,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,False,2.0,,1.0,16.0,3.0,17.0,1.0,,4.0,,,,1.0,,,4.0,8.0,2.0,,,,,,,,,1.0,,60.0,,,,,,,,11.0,,6.2,,,,2.0,3.0,2.0,,1.0,,19.0,4.0,21.0,0,,35.0,1.0,1.0,1.0,
2017-18,7437730,2,91,Bournemouth,Home,303638,149484,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437730,2,91,Bournemouth,Home,377108,178304,Lys Mousset,lys-mousset,F,True,,,,2.0,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,12.0,,,,,,,,2.0,,6.8,,,,1.0,1.0,1.0,,,,4.0,,3.0,0,,8.0,,2.0,1.0,
2017-18,7437801,3,91,Bournemouth,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,2.0,1.0,3.0,2.0,,3.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,,73.0,1.0,,,,,,,7.0,,6.8,,,,,,,,,,4.0,3.0,7.0,1,1.0,16.0,3.0,3.0,,1.0
2017-18,7437801,3,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437801,3,91,Bournemouth,Home,13918,40349,Asmir Begović,asmir-begovic,G,False,,,5.0,2.0,6.0,8.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,28.0,1.0,7.3,4.0,6.0,,3.0,,,,33.0,,26.0,10.0,36.0,0,,50.0,,,,
2017-18,7437801,3,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,,9.0,15.0,24.0,2.0,,11.0,,,,3.0,,,,5.0,3.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,7.0,,6.9,,,1.0,,1.0,1.0,,2.0,,15.0,15.0,29.0,1,2.0,39.0,1.0,,1.0,1.0
2017-18,7437801,3,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,4.0,8.0,12.0,4.0,1.0,7.0,,,,4.0,,,1.0,10.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.4,,,,1.0,1.0,1.0,,,,6.0,12.0,17.0,0,4.0,31.0,1.0,,,2.0
2017-18,7437801,3,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,6.0,11.0,17.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,1.0,,,3.0,,,90.0,1.0,,,,,,,17.0,,7.2,,,,4.0,,3.0,,8.0,,17.0,15.0,29.0,1,1.0,50.0,,1.0,,
2017-18,7437801,3,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,2.0,7.0,9.0,16.0,,,6.0,,,1.0,,,,2.0,3.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,10.0,,6.9,,,,1.0,,1.0,,4.0,,13.0,10.0,22.0,1,2.0,37.0,1.0,1.0,,1.0
2017-18,7437801,3,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,,3.0,9.0,12.0,,3.0,3.0,,,1.0,,,,,2.0,6.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,24.0,,6.7,,,,3.0,,,,13.0,,19.0,13.0,32.0,1,3.0,55.0,,,,2.0
2017-18,7437801,3,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,4.0,7.0,10.0,,1.0,1.0,,,,3.0,,,,6.0,9.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,6.6,,,1.0,1.0,3.0,2.0,,2.0,,11.0,9.0,18.0,1,3.0,48.0,,3.0,2.0,3.0
2017-18,7437801,3,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,1.0,,1.0,5.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,16.0,,,,,,,,,,6.5,,,,,1.0,,,,,1.0,,1.0,0,,2.0,,,1.0,
2017-18,7437801,3,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,6.0,3.0,9.0,8.0,3.0,5.0,,,1.0,2.0,,,3.0,16.0,17.0,,,1.0,,,,1.0,,,,90.0,1.0,1.0,,,,,,14.0,,7.5,,,1.0,,8.0,1.0,,1.0,,12.0,3.0,14.0,3,2.0,43.0,2.0,6.0,6.0,1.0
2017-18,7437801,3,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437801,3,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,,1.0,15.0,16.0,1.0,3.0,4.0,,,,,,,1.0,5.0,4.0,,1.0,3.0,,,,,,,,90.0,,,,,,,,5.0,,6.0,,,,11.0,,,,2.0,,3.0,17.0,20.0,0,1.0,33.0,,,,1.0
2017-18,7437801,3,91,Bournemouth,Home,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437801,3,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437801,3,91,Bournemouth,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,1.0,5.0,18.0,23.0,,1.0,6.0,,,,,,,1.0,3.0,2.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,6.5,,,,7.0,,,,6.0,,13.0,19.0,32.0,0,1.0,44.0,,,,1.0
2017-18,7437801,3,91,Bournemouth,Home,377108,178304,Lys Mousset,lys-mousset,F,True,,,,,1.0,1.0,1.0,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2017-18,7437801,3,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437773,4,91,Bournemouth,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,2.0,5.0,7.0,1.0,,5.0,,,,1.0,,,1.0,6.0,1.0,,,2.0,,,,1.0,,,,71.0,,,,,,,,5.0,,6.6,,,2.0,,1.0,,,,,4.0,6.0,10.0,2,1.0,16.0,,,,
2017-18,7437773,4,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437773,4,91,Bournemouth,Away,11764,20037,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437773,4,91,Bournemouth,Away,13918,40349,Asmir Begović,asmir-begovic,G,False,,,2.0,2.0,11.0,13.0,,,10.0,,,,,,,,,,,1.0,,,,,,,,,90.0,,,,,,,,19.0,,7.2,3.0,6.0,,,,,,21.0,,16.0,16.0,32.0,0,,43.0,,,,
2017-18,7437773,4,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437773,4,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,True,,,1.0,4.0,10.0,14.0,1.0,2.0,8.0,,,,,,,,2.0,3.0,,,1.0,,,,,1.0,,,45.0,,,,,,,,11.0,,6.5,,,,5.0,,,,5.0,,10.0,14.0,24.0,0,1.0,32.0,,,,
2017-18,7437773,4,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,14.0,20.0,34.0,,1.0,6.0,,,,1.0,,,2.0,3.0,6.0,,,,,,,,3.0,,,90.0,,,,,,,,17.0,,6.5,,,,1.0,1.0,,,3.0,,25.0,22.0,47.0,0,1.0,60.0,2.0,3.0,1.0,
2017-18,7437773,4,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,,14.0,21.0,34.0,1.0,,3.0,,,,,,,,1.0,2.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,19.0,,7.0,,,,1.0,1.0,6.0,,3.0,,24.0,23.0,41.0,0,1.0,65.0,1.0,,1.0,
2017-18,7437773,4,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,False,,,2.0,16.0,27.0,43.0,,,8.0,,,,1.0,,,,1.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.8,,,,,,1.0,,3.0,,21.0,30.0,50.0,0,5.0,62.0,,1.0,,
2017-18,7437773,4,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,,10.0,28.0,38.0,1.0,5.0,4.0,,,,1.0,,,,3.0,7.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,15.0,,6.4,,,,5.0,,,,5.0,,14.0,35.0,49.0,0,,68.0,1.0,2.0,,
2017-18,7437773,4,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,8.0,13.0,20.0,2.0,1.0,5.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,11.0,,6.7,,,,2.0,,3.0,,1.0,,16.0,15.0,28.0,0,1.0,53.0,1.0,1.0,,
2017-18,7437773,4,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,5.0,7.0,12.0,3.0,5.0,5.0,,,,,,,2.0,10.0,11.0,,,2.0,,,,,,,,90.0,1.0,,,,,,,15.0,,6.6,,,,,5.0,,,1.0,,9.0,9.0,18.0,1,,36.0,3.0,4.0,2.0,
2017-18,7437773,4,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,False,,,,1.0,6.0,7.0,2.0,,,,,,1.0,,,2.0,5.0,,,,,,,,,,,,38.0,,,,,,,,7.0,,6.0,,,,1.0,,1.0,,,,3.0,8.0,10.0,0,,15.0,,,,
2017-18,7437773,4,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,False,1.0,,3.0,7.0,24.0,30.0,3.0,2.0,3.0,,,,2.0,,,,5.0,4.0,,,,,,,,5.0,,,90.0,,1.0,,,,,,12.0,,6.6,,,1.0,4.0,1.0,2.0,,5.0,,15.0,28.0,41.0,1,1.0,58.0,,,1.0,
2017-18,7437773,4,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,True,4.0,,1.0,11.0,2.0,9.0,2.0,,2.0,,,,,,,2.0,6.0,3.0,,,2.0,,,,,2.0,2.0,,52.0,,,,,,,,10.0,,6.9,,,1.0,,2.0,6.0,,2.0,,17.0,2.0,13.0,1,,30.0,2.0,1.0,2.0,
2017-18,7437773,4,91,Bournemouth,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,2.0,2.0,25.0,27.0,1.0,1.0,5.0,,,,,,,,1.0,1.0,,,,,,,,,,,45.0,,1.0,,,,,,9.0,,6.3,,,,,,,,7.0,,7.0,28.0,35.0,0,,38.0,1.0,,,
2017-18,7437773,4,91,Bournemouth,Away,377108,178304,Lys Mousset,lys-mousset,F,True,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,19.0,1.0,,,,,,,4.0,,6.6,,,1.0,,2.0,1.0,,,,3.0,1.0,3.0,2,,11.0,,,,
2017-18,7437773,4,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437800,5,91,Bournemouth,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,8.0,2.0,10.0,,1.0,3.0,,,,1.0,,,1.0,2.0,4.0,,,1.0,,1.0,,,1.0,1.0,,78.0,1.0,,,,,,,5.0,,7.4,,,1.0,,1.0,,,,,9.0,2.0,11.0,2,1.0,21.0,3.0,1.0,1.0,
2017-18,7437800,5,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437800,5,91,Bournemouth,Home,11764,20037,Marc Pugh,marc-pugh,M,False,,,,44.0,8.0,52.0,1.0,,2.0,,,1.0,1.0,,,3.0,6.0,3.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,17.0,,6.7,,,2.0,1.0,3.0,2.0,,,,52.0,8.0,58.0,3,,84.0,5.0,1.0,2.0,
2017-18,7437800,5,91,Bournemouth,Home,13918,40349,Asmir Begović,asmir-begovic,G,False,,1.0,3.0,3.0,9.0,12.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.0,,6.5,,,,,,,1.0,10.0,,8.0,11.0,19.0,0,,27.0,,,,
2017-18,7437800,5,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,5.0,55.0,27.0,82.0,3.0,6.0,10.0,,,,1.0,1.0,,,5.0,9.0,,,,,1.0,,,,1.0,,90.0,1.0,2.0,,,,,,16.0,,8.0,,,,,3.0,,,9.0,,67.0,30.0,97.0,1,1.0,107.0,,2.0,2.0,
2017-18,7437800,5,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,7.0,27.0,43.0,70.0,5.0,5.0,6.0,,,1.0,1.0,,,,6.0,9.0,,,,,,,,,,,90.0,,,,,,,,13.0,,7.1,,,,6.0,,,,11.0,,32.0,49.0,81.0,1,4.0,98.0,1.0,,,
2017-18,7437800,5,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0,,2.0,,,,
2017-18,7437800,5,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,1.0,45.0,19.0,63.0,2.0,1.0,8.0,,,,2.0,,,1.0,5.0,4.0,,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,26.0,,6.9,,,,1.0,,9.0,,2.0,,60.0,21.0,72.0,1,2.0,103.0,6.0,1.0,,
2017-18,7437800,5,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,7.0,51.0,29.0,80.0,,2.0,4.0,,,1.0,3.0,,,1.0,7.0,7.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,11.0,,6.6,,,1.0,,5.0,,,8.0,,57.0,30.0,87.0,2,,102.0,1.0,2.0,3.0,
2017-18,7437800,5,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,,32.0,24.0,56.0,1.0,2.0,3.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,,5.0,,6.8,,,,,3.0,1.0,,1.0,,37.0,24.0,60.0,0,1.0,79.0,,2.0,3.0,
