season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025062,2,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,False,,,1.0,13.0,33.0,46.0,4.0,2.0,,3.0,,,,,,,,4.0,5.0,,,0.00330197,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,4.0,,,7.2,,,,,7.0,,,,3.0,,16.0,34.0,50.0,,,0,3.0,62.0,,,,3.0
2025-26,14025062,2,91,Bournemouth,Home,978150,436893,Julián Araujo,julian-araujo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,91,Bournemouth,Home,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,8.0,5.0,13.0,1.0,,,2.0,,,,,,,,4.0,7.0,,,0.018497,,,1.0,0.0,,,,,1.0,1.0,,,,,,,24.0,,,,,,,,6.0,,,7.0,,,,,,4.0,1.0,,1.0,,11.0,5.0,16.0,,,0,3.0,30.0,,2.0,2.0,2.0
2025-26,14025062,2,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,12.0,2.0,14.0,5.0,,,1.0,1.0,,,,,,1.0,7.0,3.0,,,0.0221644,,,1.0,0.0,,,,,,4.0,,,,,,,88.0,,,,,,,,1.0,,,6.8,,,,,,,,,,1.0,12.0,2.0,14.0,,,0,,20.0,,3.0,,
2025-26,14025062,2,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,1.0,,1.0,32.0,15.0,47.0,2.0,1.0,,4.0,,,,,,,1.0,3.0,3.0,,,0.037688,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,18.0,,,7.0,,,,,4.0,1.0,6.0,,3.0,,39.0,16.0,55.0,,,0,,81.0,,1.0,1.0,
2025-26,14025062,2,91,Bournemouth,Home,1104986,503139,Alex Scott,alex-scott,M,False,,,,16.0,13.0,29.0,1.0,,,1.0,,,,,,,,7.0,7.0,,,0.0257018,0.0543,,3.0,0.0,,,,,,1.0,,,,,,,66.0,,,,,,,,12.0,,,6.7,,,1.0,,2.0,4.0,3.0,,1.0,,20.0,13.0,33.0,,,1,3.0,56.0,2.0,3.0,1.0,2.0
2025-26,14025062,2,91,Bournemouth,Home,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,0.00112835,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,2.0,,,6.6,,,,,,,,,1.0,,4.0,,4.0,,,0,,4.0,,,,
2025-26,14025062,2,91,Bournemouth,Home,1201520,575901,Julio Soler,julio-soler,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,1.0,,,6.5,,,,,,,,,,,1.0,,1.0,,,0,,2.0,,,,
2025-26,14025115,3,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,1.0,2.0,3.0,,,,,,,,,,,,1.0,,,,0.00011638,,,1.0,0.0,,,,,,,,,,,,,26.0,,,,,,,,,,,6.6,,,,,,,,,,,1.0,2.0,3.0,,,0,,4.0,,,,
2025-26,14025115,3,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,True,,,,2.0,2.0,4.0,,,,3.0,,,,2.0,,,,2.0,5.0,,,0.00190226,,,,0.0,,,,,,,,,,,,,27.0,,,,,,,,8.0,,,7.0,,,,,2.0,,,,1.0,,6.0,5.0,11.0,,,0,4.0,21.0,1.0,1.0,,2.0
2025-26,14025115,3,91,Bournemouth,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,1.0,14.0,14.0,28.0,1.0,1.0,,7.0,,,,1.0,,,,4.0,5.0,,,0.0120248,0.0284,0.1785,2.0,0.0,,,,,2.0,,,,,,,,90.0,1.0,,,,,,,11.0,,,6.9,,,,,1.0,1.0,,,2.0,,18.0,19.0,37.0,,,1,2.0,51.0,2.0,1.0,1.0,2.0
2025-26,14025115,3,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,4.0,12.0,15.0,27.0,1.0,1.0,,6.0,,,1.0,,,,,1.0,6.0,,,0.0308756,0.1368,,,1.0,,,,,4.0,1.0,,,,,,,90.0,,,,,,,,15.0,,,7.9,,,1.0,,8.0,,,,15.0,,25.0,15.0,40.0,,,2,2.0,62.0,1.0,3.0,,2.0
2025-26,14025115,3,91,Bournemouth,Away,851596,222683,Justin Kluivert,justin-kluivert,M,True,,,,2.0,3.0,5.0,1.0,,,1.0,,,,,,,,3.0,,,,0.00194074,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,4.0,,,6.3,,,,,,2.0,,,,,4.0,3.0,7.0,,,0,,12.0,,,,
2025-26,14025115,3,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,False,1.0,,2.0,8.0,3.0,11.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,3.0,5.0,,,0.31764,0.3367,0.3049,,0.0,,,,1.0,,2.0,,,,,,,64.0,2.0,,,,,,,11.0,,,7.4,,,1.0,,,,4.0,,4.0,,12.0,4.0,16.0,,,4,4.0,33.0,2.0,1.0,,3.0
2025-26,14025115,3,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,7.0,7.0,9.0,16.0,,1.0,,10.0,,,,,,,,,1.0,,,0.00168579,,,,0.0,,0.2161,3.0,,,,,,,,,,90.0,,,,,,,,15.0,,1.0,7.2,1.0,1.0,,,2.0,,,,20.0,,20.0,9.0,29.0,,,0,,41.0,,,,
2025-26,14025115,3,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,1.0,10.0,7.0,17.0,1.0,,,2.0,,1.0,1.0,,,,2.0,5.0,5.0,,,0.0507625,0.313,,,0.0,,,,,,1.0,,,,,,,81.0,,,,,,,,13.0,,,6.3,,,2.0,,,2.0,2.0,,2.0,,15.0,7.0,22.0,,,3,3.0,39.0,2.0,2.0,,
2025-26,14025115,3,91,Bournemouth,Away,913942,441240,Romain Faivre,romain-faivre,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,2.0,14.0,4.0,18.0,,2.0,,8.0,,1.0,1.0,,,,3.0,6.0,9.0,,,0.0598165,0.2137,0.1177,2.0,0.0,,,,,,2.0,,,,,,,90.0,1.0,,,,,,,18.0,,,6.9,,,1.0,,,5.0,1.0,,3.0,2.0,22.0,5.0,27.0,,,3,2.0,48.0,1.0,1.0,4.0,1.0
2025-26,14025115,3,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,False,,,,4.0,16.0,20.0,3.0,3.0,,3.0,,,,,,,,4.0,3.0,,,0.0140142,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,7.0,,,6.7,,,,,6.0,,,,2.0,,8.0,18.0,26.0,,,0,,36.0,1.0,,,
2025-26,14025115,3,91,Bournemouth,Away,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,2.0,5.0,7.0,,,,5.0,,,,,,,,2.0,5.0,,,0.0105434,,,1.0,0.0,,,,,1.0,1.0,,,,,,,26.0,,,,,,,,4.0,,,7.0,,,,,1.0,1.0,1.0,,1.0,,3.0,5.0,8.0,,,0,4.0,20.0,1.0,1.0,,1.0
2025-26,14025115,3,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,7.0,6.0,13.0,3.0,2.0,,3.0,,1.0,,2.0,,,,6.0,3.0,,,0.0629324,0.4965,0.8828,,0.0,1.0,,,,,2.0,,,,,,,81.0,2.0,1.0,,,,,,6.0,,,7.5,,,3.0,,1.0,1.0,,,,1.0,11.0,7.0,18.0,,,5,,29.0,,1.0,,
2025-26,14025115,3,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,2.0,,,7.0,5.0,12.0,3.0,2.0,,,,,,2.0,,,1.0,10.0,12.0,,,0.0958148,0.0118,,3.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,12.0,,,7.3,,,1.0,,4.0,4.0,5.0,,1.0,,12.0,5.0,17.0,,,1,5.0,48.0,1.0,2.0,3.0,1.0
2025-26,14025115,3,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,2.0,,1.0,6.0,8.0,14.0,,1.0,,3.0,,,1.0,,,,1.0,2.0,6.0,,,0.13481,0.0493,,1.0,0.0,,,,,,2.0,,,,,,,63.0,,,,,,,,8.0,,,7.3,,,,,2.0,,4.0,,2.0,,8.0,8.0,16.0,,,1,2.0,34.0,3.0,3.0,,1.0
2025-26,14025115,3,91,Bournemouth,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,1.0,8.0,5.0,13.0,2.0,3.0,,4.0,,,,2.0,,,,6.0,4.0,,,0.00468279,,,2.0,0.0,,,,,1.0,,,,,,,,64.0,,,,,,,,11.0,,,6.7,,,,,4.0,,1.0,,4.0,,12.0,6.0,18.0,,,0,,37.0,,1.0,,
2025-26,14025115,3,91,Bournemouth,Away,1201520,575901,Julio Soler,julio-soler,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025115,3,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,1.0,,1.0,,,0,,2.0,1.0,,,
2025-26,14025121,4,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,True,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,0.00025524,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,2.0,,,6.5,,,,,1.0,,,,,,2.0,,2.0,,,0,,5.0,,,,
2025-26,14025121,4,91,Bournemouth,Home,800419,200785,Tyler Adams,tyler-adams,M,False,,,2.0,15.0,24.0,39.0,1.0,,,5.0,,,,1.0,,,1.0,4.0,4.0,,,0.010085,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,9.0,,,6.6,,,,,3.0,,,,4.0,,21.0,26.0,47.0,,,0,2.0,58.0,,2.0,,2.0
2025-26,14025121,4,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,1.0,,4.0,12.0,25.0,37.0,1.0,4.0,,6.0,,,,,,,1.0,4.0,9.0,,,0.0314451,,,2.0,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,,20.0,,,7.2,,,,,7.0,1.0,2.0,,10.0,,26.0,28.0,54.0,,,0,3.0,75.0,,1.0,1.0,2.0
2025-26,14025121,4,91,Bournemouth,Home,851596,222683,Justin Kluivert,justin-kluivert,M,True,1.0,,,4.0,1.0,5.0,,,,2.0,,,2.0,,,,,,1.0,,,0.323158,0.0913,,,0.0,,,,,,1.0,,,,,,,23.0,,,,,,,,5.0,,,7.0,,,,,1.0,,2.0,,1.0,,8.0,1.0,9.0,,,2,,15.0,,1.0,,
2025-26,14025121,4,91,Bournemouth,Home,855731,111317,David Brooks,david-brooks,M,False,,,,13.0,6.0,19.0,,,,6.0,,,1.0,1.0,,,1.0,6.0,1.0,,,0.0243943,0.0921,,2.0,0.0,,,,,,,,,,,,,67.0,,,,,,,,13.0,,,5.9,,,1.0,,,2.0,3.0,,,,15.0,9.0,24.0,,,2,,39.0,2.0,1.0,,
2025-26,14025121,4,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,1.0,10.0,6.0,17.0,23.0,,,,5.0,,,,,,1.0,,,,1.0,,0.00073098,,,,0.0,,0.2767,,,,,,,,,,,90.0,,,,,,,,9.0,,,6.2,1.0,1.0,,,1.0,,,1.0,19.0,,15.0,17.0,32.0,,,0,,38.0,,,,
