matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695007,11,2013-11-09 15:00:00,20,Southampton,Home,245.0,24.0,3.0,9.0,6.0,1.0,,232.0,2.0,,2.0,9.0,32.0,40.0,468.0,,1.0,16.0,14.0,24.0,6.0,2.0,4.0,,,,,,,,,,,9.0,1.0,,,,1.0,3.0,3.0,7.0,14.0,1.0,111.0,65.0,1.0,,2.0,,12.0,3.0,3.0,,,6.0,9.0,3.0,,11.0,,48.0,61.0,,38.0,27.0,1.0,1.0,84.0,10.0,15.0,1.0,,1.0,,,191.0,3.0,,2.0,3.0,,,6.0,3.0,,,27.0,,23.0,23.0,,2.0,122.0,107.0,66.0,5.0,2.0,4.0,7.0,7.0,536.0,4.0,3.0,,66.0,72.0,28.0,,,,1.0,143.0,143.0,3.0,26.0,31.0,60.5,,,,,12.0,0.0,143.0,,1.0,1.0,,,5.0,,3.0,91.0,448.0,8.0,11.0,260.0,39.0,38.0,24.0,5.0,17.0,12.0,3.0,153.0,12.0,324.0,,,31.0,35.0,74.0,3.0,567.0,,0.0,15.0,12.0,4.0,18.0,1.0,770.0,25.0,6.0,13.0,6.0,8.0,0.0
695020,12,2013-11-23 15:00:00,20,Southampton,Away,207.0,16.0,3.0,4.0,1.0,3.0,,185.0,3.0,3.0,6.0,13.0,9.0,32.0,388.0,,,14.0,30.0,4.0,5.0,1.0,2.0,,,,,,,,,,,7.0,,,,,1.0,2.0,6.0,3.0,3.0,7.0,100.0,57.0,,,,5.0,3.0,5.0,6.0,,,6.0,1.0,6.0,,13.0,,69.0,58.0,5.0,26.0,10.0,1.0,,65.0,14.0,10.0,,,2.0,1.0,,190.0,,,,,,,7.0,,,,10.0,,12.0,12.0,,6.0,99.0,92.0,48.0,5.0,,,6.0,4.0,466.0,1.0,,,36.0,89.0,23.0,1.0,1.0,1.0,,167.0,167.0,2.0,21.0,23.0,50.7,,,,,13.0,0.0,110.0,2.0,,2.0,,,1.0,,2.0,78.0,370.0,3.0,6.0,230.0,36.0,26.0,18.0,6.0,14.0,8.0,,130.0,6.0,283.0,,3.0,37.0,11.0,67.0,7.0,499.0,,0.0,10.0,34.0,1.0,19.0,3.0,699.0,14.0,13.0,10.0,6.0,28.0,0.0
695023,13,2013-12-01 16:10:00,20,Southampton,Away,127.0,21.0,1.0,1.0,,1.0,,139.0,3.0,1.0,5.0,7.0,6.0,31.0,265.0,,,20.0,28.0,12.0,3.0,,,,,1.0,,,2.0,,,,1.0,5.0,,,,,1.0,2.0,12.0,4.0,,,46.0,55.0,,,1.0,1.0,18.0,4.0,13.0,,,4.0,6.0,4.0,,28.0,3.0,87.0,65.0,1.0,47.0,19.0,,,51.0,14.0,14.0,1.0,,4.0,1.0,2.0,144.0,,,,,,,7.0,1.0,2.0,,19.0,,16.0,16.0,2.0,6.0,79.0,93.0,50.0,8.0,,2.0,1.0,1.0,331.0,2.0,3.0,,56.0,49.0,6.0,,,,,174.0,174.0,,25.0,18.0,49.0,,,,,18.0,0.0,89.0,2.0,2.0,4.0,1.0,,4.0,,3.0,59.0,247.0,6.0,3.0,158.0,36.0,47.0,17.0,3.0,14.0,11.0,,91.0,4.0,214.0,2.0,1.0,20.0,6.0,58.0,1.0,358.0,,0.0,9.0,29.0,,27.0,4.0,616.0,,18.0,11.0,4.0,24.0,0.0
695035,14,2013-12-04 19:45:00,20,Southampton,Home,240.0,46.0,4.0,15.0,12.0,3.0,1.0,384.0,2.0,2.0,7.0,3.0,26.0,57.0,609.0,,,27.0,25.0,16.0,12.0,2.0,,,,,,,2.0,,1.0,,,15.0,,,,,,1.0,3.0,3.0,,,91.0,63.0,1.0,,1.0,2.0,9.0,6.0,3.0,,,8.0,15.0,22.0,,18.0,,57.0,47.0,2.0,11.0,6.0,,,91.0,9.0,12.0,2.0,,2.0,2.0,2.0,175.0,2.0,,2.0,2.0,,,4.0,2.0,1.0,,6.0,2.0,15.0,15.0,,7.0,220.0,81.0,54.0,2.0,,6.0,10.0,9.0,689.0,1.0,3.0,,105.0,96.0,44.0,,,,,174.0,174.0,6.0,17.0,32.0,78.1,,,,,9.0,0.0,224.0,,,,1.0,,6.0,1.0,3.0,165.0,590.0,3.0,16.0,258.0,76.0,11.0,12.0,7.0,45.0,39.0,,224.0,13.0,497.0,1.0,2.0,12.0,27.0,77.0,3.0,710.0,,0.0,21.0,16.0,7.0,27.0,3.0,930.0,,11.0,6.0,8.0,12.0,0.0
695046,15,2013-12-07 15:00:00,20,Southampton,Home,200.0,23.0,3.0,9.0,6.0,2.0,1.0,166.0,6.0,1.0,7.0,3.0,26.0,44.0,357.0,,,21.0,22.0,13.0,7.0,2.0,,,,,,,1.0,,,,,12.0,,,,,,,9.0,4.0,,,72.0,45.0,2.0,2.0,,1.0,15.0,3.0,11.0,,,5.0,8.0,8.0,,10.0,1.0,65.0,59.0,1.0,38.0,21.0,,,71.0,6.0,9.0,1.0,,3.0,3.0,1.0,147.0,1.0,,,1.0,,,11.0,1.0,,1.0,21.0,,11.0,11.0,,7.0,99.0,75.0,45.0,4.0,,6.0,4.0,4.0,422.0,1.0,4.0,,56.0,53.0,17.0,,,,,144.0,144.0,1.0,21.0,16.0,54.7,,,,1.0,15.0,0.0,113.0,2.0,,2.0,1.0,,8.0,,3.0,63.0,350.0,6.0,10.0,217.0,44.0,38.0,36.0,5.0,24.0,19.0,1.0,103.0,5.0,238.0,,1.0,9.0,28.0,62.0,6.0,431.0,,0.0,15.0,20.0,,23.0,0.0,681.0,,10.0,18.0,5.0,13.0,0.0
695057,16,2013-12-14 15:00:00,20,Southampton,Away,209.0,20.0,1.0,2.0,1.0,6.0,,189.0,4.0,1.0,6.0,10.0,18.0,50.0,396.0,,,19.0,19.0,12.0,6.0,1.0,,1.0,,,,,,,,,,7.0,,,1.0,,,3.0,6.0,10.0,,,58.0,61.0,2.0,1.0,1.0,6.0,17.0,3.0,10.0,1.0,,3.0,5.0,5.0,,13.0,2.0,64.0,48.0,6.0,35.0,23.0,1.0,1.0,65.0,16.0,10.0,1.0,,,,,178.0,1.0,,1.0,1.0,,1.0,8.0,1.0,3.0,1.0,23.0,1.0,14.0,14.0,2.0,6.0,138.0,105.0,62.0,11.0,,2.0,6.0,3.0,483.0,4.0,1.0,,54.0,66.0,24.0,,,,,166.0,166.0,3.0,25.0,21.0,60.2,1.0,,,,17.0,0.0,133.0,2.0,2.0,3.0,,1.0,2.0,,3.0,68.0,378.0,7.0,8.0,235.0,45.0,35.0,12.0,3.0,13.0,10.0,2.0,124.0,10.0,285.0,3.0,1.0,35.0,21.0,78.0,6.0,507.0,1.0,0.0,8.0,22.0,2.0,22.0,2.0,714.0,,9.0,4.0,3.0,17.0,0.0
695066,17,2013-12-22 13:30:00,20,Southampton,Home,247.0,35.0,,3.0,3.0,6.0,,166.0,4.0,3.0,7.0,5.0,10.0,33.0,410.0,,2.0,25.0,22.0,18.0,5.0,,,,,,,1.0,1.0,1.0,1.0,,,9.0,,,,,,2.0,11.0,3.0,,,80.0,77.0,1.0,,1.0,2.0,14.0,2.0,15.0,,,2.0,8.0,8.0,,16.0,1.0,72.0,76.0,2.0,36.0,18.0,,,60.0,10.0,17.0,1.0,,3.0,4.0,1.0,198.0,2.0,,1.0,2.0,,,5.0,2.0,1.0,,18.0,,20.0,20.0,2.0,7.0,125.0,111.0,69.0,5.0,1.0,1.0,6.0,5.0,496.0,5.0,1.0,1.0,50.0,67.0,22.0,,,,,173.0,173.0,2.0,28.0,39.0,57.2,,,,2.0,14.0,0.0,114.0,1.0,,1.0,,,5.0,,3.0,56.0,391.0,8.0,7.0,273.0,62.0,36.0,22.0,2.0,22.0,20.0,,97.0,10.0,266.0,1.0,3.0,22.0,14.0,66.0,3.0,517.0,,0.0,12.0,30.0,6.0,26.0,1.0,781.0,,15.0,12.0,2.0,21.0,0.0
695072,18,2013-12-26 15:00:00,20,Southampton,Away,218.0,27.0,,3.0,3.0,1.0,,212.0,3.0,,3.0,8.0,19.0,37.0,427.0,,,16.0,21.0,34.0,6.0,,,,,,,,,,,,,8.0,,,,,1.0,3.0,4.0,5.0,,,83.0,60.0,4.0,1.0,3.0,3.0,11.0,,3.0,,,3.0,10.0,5.0,,10.0,1.0,49.0,79.0,3.0,37.0,17.0,,,74.0,13.0,11.0,3.0,,1.0,1.0,,188.0,3.0,,3.0,2.0,1.0,,12.0,2.0,4.0,,17.0,,9.0,9.0,,3.0,126.0,101.0,46.0,6.0,,4.0,5.0,6.0,509.0,1.0,1.0,,57.0,80.0,23.0,,,,,163.0,163.0,5.0,22.0,23.0,60.4,,,,3.0,11.0,0.0,133.0,,,1.0,,,5.0,,3.0,84.0,415.0,8.0,9.0,245.0,46.0,37.0,11.0,1.0,17.0,16.0,1.0,126.0,5.0,302.0,5.0,,23.0,21.0,68.0,2.0,530.0,1.0,0.0,11.0,26.0,,20.0,2.0,740.0,,17.0,8.0,3.0,21.0,0.0
695084,19,2013-12-29 13:30:00,20,Southampton,Away,202.0,32.0,,2.0,2.0,3.0,1.0,156.0,3.0,,6.0,10.0,14.0,57.0,356.0,,,21.0,16.0,20.0,6.0,,,,,,,,,,,,,10.0,,,,,2.0,6.0,5.0,4.0,,,71.0,60.0,1.0,1.0,,2.0,26.0,6.0,12.0,,,3.0,11.0,4.0,,18.0,2.0,67.0,53.0,2.0,14.0,6.0,,,69.0,14.0,9.0,,,1.0,1.0,,175.0,1.0,,,1.0,,,8.0,1.0,1.0,,6.0,,9.0,9.0,1.0,6.0,106.0,81.0,47.0,2.0,1.0,3.0,4.0,2.0,433.0,1.0,3.0,,37.0,63.0,21.0,,,,,164.0,164.0,6.0,20.0,24.0,55.9,,,,,26.0,0.0,97.0,2.0,,2.0,,,4.0,,3.0,75.0,344.0,19.0,7.0,224.0,54.0,14.0,14.0,3.0,19.0,16.0,,119.0,13.0,244.0,1.0,,19.0,15.0,78.0,3.0,449.0,,0.0,12.0,18.0,,24.0,4.0,654.0,,14.0,6.0,3.0,17.0,0.0
695096,20,2014-01-01 15:00:00,20,Southampton,Home,198.0,16.0,3.0,7.0,4.0,,1.0,196.0,3.0,1.0,2.0,4.0,3.0,29.0,387.0,,1.0,24.0,15.0,10.0,9.0,1.0,,,,,,,,,1.0,,,8.0,,,,,1.0,4.0,7.0,4.0,,,68.0,55.0,,,,3.0,10.0,5.0,23.0,,,6.0,8.0,6.0,,29.0,,86.0,46.0,3.0,28.0,12.0,,1.0,63.0,13.0,9.0,,,2.0,1.0,,177.0,,,,,,,5.0,,,,12.0,,17.0,17.0,3.0,2.0,120.0,85.0,49.0,8.0,,5.0,5.0,2.0,459.0,3.0,3.0,,65.0,79.0,14.0,,,,,173.0,173.0,4.0,18.0,31.0,54.4,,,,,10.0,0.0,114.0,,2.0,2.0,,,5.0,1.0,3.0,78.0,368.0,4.0,10.0,222.0,43.0,28.0,15.0,6.0,21.0,15.0,,120.0,1.0,278.0,,1.0,17.0,3.0,50.0,1.0,479.0,1.0,0.0,12.0,18.0,1.0,31.0,4.0,714.0,,19.0,9.0,6.0,11.0,0.0
