matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442106,11,2012-11-10 15:00:00,20,Southampton,Home,157.0,24.0,4.0,8.0,4.0,4.0,,207.0,2.0,1.0,3.0,12.0,10.0,28.0,356.0,,,21.0,17.0,15.0,8.0,2.0,,,,,,,,,,,,12.0,,,,,1.0,4.0,3.0,,,76.0,64.0,1.0,,1.0,1.0,5.0,3.0,,1.0,10.0,15.0,5.0,,9.0,1.0,46.0,51.0,1.0,8.0,3.0,2.0,,68.0,13.0,11.0,,,1.0,1.0,,165.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,8.0,,21.0,17.0,1.0,3.0,93.0,78.0,48.0,6.0,1.0,4.0,7.0,4.0,,1.0,1.0,,59.0,62.0,31.0,,,,,,160.0,151.0,6.0,22.0,30.0,48.4,,,,0.0,115.0,2.0,,,,,7.0,,1.0,100.0,,11.0,173.0,43.0,17.0,12.0,10.0,31.0,21.0,,151.0,5.0,307.0,2.0,1.0,30.0,12.0,57.0,2.0,449.0,1.0,0.0,16.0,19.0,6.0,23.0,2.0,643.0,,14.0,6.0,10.0,14.0,0.0
442115,12,2012-11-17 15:00:00,20,Southampton,Away,97.0,13.0,3.0,7.0,4.0,3.0,,271.0,2.0,,,15.0,10.0,27.0,361.0,,1.0,22.0,17.0,21.0,14.0,2.0,,1.0,,,,,,,,,,14.0,,,,,1.0,9.0,3.0,,,70.0,67.0,1.0,1.0,1.0,3.0,5.0,9.0,,,13.0,12.0,5.0,,22.0,3.0,66.0,64.0,3.0,15.0,7.0,1.0,,88.0,8.0,12.0,1.0,,2.0,2.0,,171.0,1.0,,,1.0,,,8.0,1.0,1.0,,11.0,1.0,19.0,14.0,2.0,,115.0,87.0,46.0,4.0,1.0,5.0,12.0,10.0,,1.0,,,94.0,72.0,31.0,,,,,,196.0,184.0,7.0,22.0,30.0,53.2,,,,0.0,111.0,3.0,1.0,,,1.0,5.0,,3.0,182.0,,17.0,112.0,26.0,27.0,13.0,8.0,27.0,19.0,1.0,255.0,7.0,382.0,1.0,,42.0,10.0,63.0,1.0,467.0,2.0,0.0,20.0,28.0,9.0,26.0,0.0,711.0,,15.0,3.0,13.0,21.0,0.0
442123,13,2012-11-25 15:00:00,20,Southampton,Home,86.0,7.0,3.0,5.0,2.0,5.0,,140.0,6.0,,1.0,11.0,12.0,11.0,221.0,1.0,1.0,17.0,15.0,22.0,10.0,1.0,,,,1.0,1.0,1.0,3.0,,,,,13.0,,2.0,1.0,,,6.0,2.0,,,39.0,65.0,4.0,3.0,2.0,1.0,2.0,7.0,,1.0,4.0,6.0,1.0,,20.0,2.0,62.0,70.0,1.0,28.0,11.0,,1.0,65.0,12.0,12.0,,,4.0,1.0,3.0,171.0,1.0,,1.0,1.0,,,10.0,2.0,2.0,,22.0,3.0,12.0,10.0,,1.0,57.0,90.0,42.0,3.0,2.0,5.0,7.0,8.0,,1.0,4.0,,55.0,54.0,13.0,,,,,,199.0,178.0,7.0,29.0,22.0,49.1,3.0,,1.0,0.0,72.0,3.0,,,2.0,,8.0,,3.0,62.0,,12.0,113.0,24.0,49.0,13.0,4.0,12.0,8.0,,119.0,11.0,238.0,2.0,,43.0,16.0,44.0,2.0,339.0,1.0,0.0,18.0,31.0,8.0,20.0,2.0,582.0,,12.0,5.0,4.0,23.0,0.0
442131,14,2012-11-28 19:45:00,20,Southampton,Home,180.0,18.0,1.0,9.0,8.0,3.0,3.0,216.0,4.0,1.0,2.0,7.0,15.0,26.0,387.0,,1.0,19.0,16.0,16.0,6.0,1.0,,,,1.0,,,1.0,,,,,7.0,,,,,2.0,3.0,8.0,,,83.0,67.0,,,1.0,3.0,2.0,4.0,,1.0,3.0,14.0,7.0,,9.0,,47.0,51.0,2.0,16.0,9.0,1.0,1.0,77.0,11.0,7.0,1.0,,4.0,3.0,1.0,178.0,,,,,,,10.0,,,1.0,17.0,,17.0,10.0,,2.0,107.0,107.0,60.0,7.0,,5.0,2.0,2.0,,3.0,1.0,,73.0,70.0,30.0,,,,,,187.0,172.0,3.0,22.0,35.0,57.8,,,,0.0,130.0,1.0,3.0,,1.0,,6.0,,2.0,83.0,,7.0,202.0,27.0,30.0,10.0,3.0,27.0,24.0,,144.0,12.0,323.0,,1.0,37.0,19.0,49.0,2.0,498.0,1.0,0.0,10.0,26.0,10.0,23.0,1.0,721.0,,13.0,2.0,3.0,21.0,0.0
442141,15,2012-12-01 15:00:00,20,Southampton,Away,91.0,10.0,1.0,3.0,2.0,4.0,,130.0,11.0,1.0,3.0,7.0,10.0,19.0,218.0,,1.0,14.0,15.0,4.0,5.0,2.0,,,,1.0,,,1.0,,1.0,,,5.0,,,,,1.0,17.0,6.0,,,47.0,55.0,,,,4.0,2.0,6.0,,,4.0,5.0,6.0,,11.0,2.0,48.0,53.0,4.0,24.0,1.0,,2.0,50.0,9.0,10.0,,,1.0,1.0,1.0,131.0,,,,,,,18.0,,1.0,1.0,4.0,,20.0,14.0,4.0,3.0,48.0,74.0,38.0,10.0,,4.0,3.0,1.0,,4.0,3.0,,37.0,37.0,17.0,,,,,,158.0,145.0,2.0,25.0,19.0,36.1,,,,0.0,76.0,5.0,2.0,,1.0,,6.0,,2.0,50.0,,7.0,114.0,19.0,37.0,13.0,4.0,16.0,12.0,,86.0,10.0,204.0,1.0,1.0,37.0,14.0,48.0,,302.0,,0.0,9.0,34.0,4.0,18.0,0.0,544.0,,15.0,5.0,4.0,22.0,0.0
442154,16,2012-12-08 15:00:00,20,Southampton,Home,138.0,18.0,3.0,8.0,5.0,7.0,1.0,233.0,1.0,,5.0,11.0,23.0,19.0,363.0,,1.0,31.0,12.0,20.0,11.0,1.0,,,,,,,,,,,,16.0,,,,,,6.0,,,,71.0,45.0,2.0,3.0,,4.0,3.0,4.0,,,7.0,13.0,4.0,,9.0,2.0,42.0,55.0,4.0,20.0,11.0,,1.0,68.0,12.0,12.0,,,2.0,2.0,,187.0,1.0,,1.0,1.0,,,4.0,1.0,3.0,1.0,16.0,,16.0,12.0,,5.0,94.0,95.0,49.0,4.0,1.0,5.0,8.0,5.0,,,3.0,,81.0,64.0,31.0,,,,,,175.0,164.0,1.0,19.0,17.0,65.1,,,1.0,0.0,113.0,2.0,,,,,10.0,,2.0,119.0,,13.0,156.0,39.0,31.0,7.0,6.0,25.0,19.0,,174.0,12.0,334.0,3.0,,38.0,23.0,45.0,2.0,465.0,,0.0,18.0,22.0,6.0,36.0,0.0,686.0,,17.0,1.0,7.0,15.0,0.0
442159,17,2013-01-16 19:45:00,20,Southampton,Away,145.0,12.0,,3.0,3.0,5.0,,179.0,5.0,1.0,7.0,7.0,7.0,29.0,321.0,,,16.0,13.0,7.0,3.0,,,,,,,,,,,,,6.0,,,,,,12.0,6.0,,,63.0,46.0,1.0,1.0,,1.0,1.0,6.0,,,3.0,6.0,7.0,,9.0,1.0,43.0,43.0,1.0,16.0,2.0,,,79.0,11.0,10.0,1.0,,4.0,3.0,,146.0,2.0,,2.0,2.0,,,11.0,2.0,,,7.0,,17.0,14.0,2.0,7.0,95.0,84.0,44.0,4.0,1.0,2.0,3.0,2.0,,6.0,2.0,,68.0,63.0,18.0,,,,,,166.0,138.0,3.0,21.0,12.0,41.4,,,,0.0,96.0,1.0,,,2.0,,3.0,,3.0,80.0,,5.0,162.0,25.0,44.0,9.0,3.0,19.0,16.0,1.0,124.0,6.0,257.0,,1.0,26.0,8.0,52.0,3.0,400.0,,0.0,6.0,21.0,3.0,21.0,0.0,610.0,,14.0,5.0,3.0,20.0,0.0
442173,18,2012-12-22 15:00:00,20,Southampton,Home,138.0,13.0,4.0,7.0,3.0,5.0,,207.0,8.0,1.0,3.0,13.0,15.0,25.0,338.0,,1.0,25.0,16.0,22.0,9.0,1.0,,,,,,,1.0,,,,,8.0,,,,,1.0,6.0,4.0,,,68.0,67.0,,,,2.0,5.0,8.0,,,8.0,8.0,9.0,,10.0,3.0,52.0,58.0,2.0,11.0,5.0,,,80.0,13.0,15.0,,,5.0,7.0,1.0,169.0,,,,,,,10.0,,1.0,1.0,11.0,,22.0,16.0,,3.0,105.0,94.0,54.0,5.0,,4.0,6.0,2.0,,2.0,2.0,,51.0,59.0,29.0,,,,,,182.0,173.0,3.0,26.0,31.0,57.6,,,,0.0,102.0,1.0,3.0,,,,5.0,,3.0,100.0,,10.0,156.0,28.0,20.0,17.0,7.0,31.0,24.0,,160.0,11.0,319.0,2.0,1.0,35.0,19.0,48.0,2.0,444.0,,0.0,12.0,10.0,6.0,28.0,0.0,660.0,,18.0,11.0,8.0,6.0,0.0
442182,19,2012-12-26 15:00:00,20,Southampton,Away,139.0,18.0,,4.0,4.0,6.0,,167.0,8.0,1.0,4.0,9.0,15.0,22.0,302.0,,3.0,25.0,11.0,25.0,6.0,,,,,,,,,,,,,6.0,1.0,,,,,6.0,3.0,,,45.0,66.0,2.0,2.0,1.0,3.0,1.0,3.0,,,5.0,15.0,7.0,,12.0,,45.0,63.0,3.0,27.0,11.0,1.0,2.0,69.0,12.0,13.0,1.0,,2.0,1.0,,176.0,,,,,,,14.0,,2.0,,18.0,,30.0,27.0,1.0,4.0,78.0,102.0,56.0,3.0,,3.0,3.0,3.0,,,2.0,,47.0,65.0,23.0,,,,,1.0,187.0,171.0,1.0,24.0,34.0,49.4,,,1.0,0.0,101.0,,,,1.0,,4.0,,2.0,92.0,,6.0,160.0,28.0,43.0,15.0,5.0,28.0,23.0,,137.0,13.0,268.0,2.0,1.0,32.0,16.0,45.0,3.0,400.0,,0.0,8.0,17.0,7.0,27.0,0.0,647.0,,17.0,8.0,5.0,12.0,0.0
442197,20,2012-12-29 15:00:00,20,Southampton,Away,57.0,13.0,,3.0,3.0,4.0,,104.0,5.0,2.0,2.0,5.0,6.0,14.0,158.0,1.0,3.0,14.0,39.0,18.0,5.0,,,,,,,,,,,,1.0,8.0,,,,,,10.0,3.0,,,38.0,76.0,3.0,3.0,2.0,5.0,2.0,5.0,,,4.0,9.0,7.0,,12.0,1.0,68.0,51.0,4.0,44.0,20.0,,,85.0,9.0,6.0,2.0,,,1.0,,174.0,1.0,,1.0,1.0,,,10.0,2.0,1.0,,33.0,,18.0,14.0,1.0,3.0,30.0,106.0,34.0,7.0,,,6.0,5.0,,4.0,,,48.0,65.0,19.0,,,,,,210.0,185.0,3.0,31.0,31.0,45.1,,,2.0,0.0,42.0,1.0,1.0,,,,1.0,,2.0,57.0,,6.0,76.0,41.0,68.0,9.0,3.0,20.0,17.0,,125.0,15.0,228.0,1.0,2.0,37.0,7.0,50.0,4.0,284.0,1.0,0.0,8.0,21.0,8.0,24.0,2.0,539.0,,7.0,6.0,4.0,15.0,0.0
442203,21,2013-01-01 17:30:00,20,Southampton,Home,144.0,19.0,,4.0,4.0,5.0,,182.0,3.0,1.0,7.0,11.0,14.0,29.0,322.0,,1.0,16.0,15.0,15.0,7.0,,,,,,,,,1.0,,,,9.0,,,,,,3.0,4.0,4.0,5.0,70.0,68.0,,,,1.0,2.0,13.0,,,3.0,10.0,8.0,,16.0,,64.0,57.0,1.0,14.0,7.0,,1.0,71.0,9.0,6.0,,,1.0,,,165.0,,,,,,,9.0,1.0,4.0,,13.0,,18.0,13.0,,7.0,81.0,92.0,47.0,3.0,1.0,2.0,5.0,5.0,404.0,3.0,2.0,1.0,64.0,43.0,28.0,,,,,,173.0,173.0,5.0,23.0,29.0,44.1,,2.0,,0.0,106.0,,1.0,1.0,2.0,,2.0,,3.0,98.0,314.0,7.0,157.0,37.0,30.0,23.0,3.0,21.0,18.0,,150.0,10.0,286.0,6.0,1.0,34.0,16.0,59.0,4.0,422.0,1.0,0.0,9.0,24.0,12.0,23.0,2.0,658.0,26.0,16.0,12.0,3.0,19.0,0.0
