matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128387,11.0,2020-12-07 20:00:00,20,Southampton,Away,151.0,11.0,1.0,5.0,4.0,,1.0,173.0,4.0,,2.0,5.0,2.0,23.0,319.0,,,21.0,13.0,22.0,6.0,1.0,2.0,,0.0,,,,,,,6.0,1.0,,,,1.0,7.0,11.0,1.0,7.0,3.0,,58.0,65.0,1.0,1.0,1.0,2.0,17.0,3.0,15.0,,1.0,3.0,11.0,1.0,1.0,12.0,1.0,60.0,59.0,2.0,11.0,2.0,,,27.0,62.0,12.0,12.0,,,3.0,2.0,,163.0,1.0,1.0,1.0,,1.0,6.0,,,0.0,3.0,,,,1.0,2.0,,15.0,15.0,2.0,0.0,2.0,109.0,61.0,31.0,4.0,0.0,4.0,4.0,3.0,396.0,,,,1.0,0.0,77.0,63.0,29.0,1.0,1.0,1.0,,1.0,162.0,162.0,7.0,22.0,29.0,52.3,,,3.0,1.0,17.0,0.0,,,,90.0,3.0,,3.0,1.0,,4.0,,0.0,2.0,17.0,71.0,306.0,9.0,8.0,172.0,27.0,11.0,20.0,3.0,17.0,14.0,,122.0,3.0,265.0,3.0,,21.0,2.0,59.0,3.0,420.0,,0.0,10.0,15.0,,23.0,3.0,623.0,21.0,22.0,0.0,11.0,3.0,10.0,0.0
2128404,12.0,2020-12-13 12:00:00,20,Southampton,Home,327.0,20.0,5.0,7.0,2.0,1.0,1.0,171.0,4.0,,4.0,1.0,8.0,21.0,491.0,,1.0,17.0,15.0,22.0,7.0,3.0,3.0,,,1.0,,,1.0,,1.0,11.0,,,,,1.0,3.0,3.0,,11.0,5.0,,114.0,54.0,4.0,2.0,2.0,1.0,13.0,3.0,6.0,,,8.0,6.0,1.0,,13.0,,46.0,65.0,1.0,18.0,10.0,,,28.0,45.0,8.0,13.0,1.0,,3.0,4.0,1.0,162.0,3.0,,1.0,2.0,1.0,4.0,,,2.0,,,,,,10.0,,9.0,9.0,1.0,,4.0,148.0,66.0,45.0,4.0,1.0,5.0,8.0,6.0,558.0,,,,1.0,,62.0,48.0,35.0,,,,,,124.0,124.0,7.0,24.0,19.0,68.2,,,,,13.0,0.0,,,,148.0,,,,,,7.0,,,3.0,14.0,71.0,478.0,7.0,13.0,351.0,50.0,18.0,13.0,8.0,19.0,11.0,,113.0,1.0,240.0,,,14.0,9.0,54.0,3.0,572.0,,0.0,16.0,21.0,2.0,19.0,0.0,758.0,27.0,8.0,,9.0,8.0,13.0,0.0
2128406,13.0,2020-12-16 18:00:00,20,Southampton,Away,257.0,28.0,2.0,3.0,1.0,1.0,1.0,289.0,3.0,,3.0,2.0,8.0,28.0,543.0,1.0,2.0,16.0,18.0,11.0,5.0,,1.0,,,,,,,,,10.0,,,1.0,,2.0,9.0,5.0,4.0,5.0,8.0,,110.0,58.0,2.0,1.0,1.0,2.0,17.0,2.0,8.0,,,7.0,9.0,5.0,,3.0,3.0,46.0,41.0,2.0,13.0,8.0,,,33.0,79.0,13.0,11.0,,,4.0,4.0,,182.0,1.0,,1.0,1.0,,4.0,,,1.0,,,,,,8.0,1.0,9.0,9.0,2.0,,3.0,188.0,61.0,29.0,2.0,1.0,2.0,4.0,3.0,615.0,,,2.0,,,77.0,69.0,40.0,,,,,,134.0,134.0,10.0,21.0,22.0,64.8,1.0,2.0,,,17.0,0.0,,,,152.0,2.0,1.0,4.0,,,8.0,,,2.0,18.0,132.0,529.0,6.0,6.0,275.0,55.0,13.0,13.0,7.0,25.0,18.0,,175.0,4.0,382.0,,,13.0,8.0,56.0,1.0,632.0,3.0,0.0,13.0,11.0,2.0,19.0,3.0,791.0,23.0,11.0,,8.0,7.0,8.0,0.0
2128423,14.0,2020-12-19 15:00:00,20,Southampton,Home,249.0,20.0,2.0,6.0,4.0,3.0,,165.0,3.0,1.0,3.0,3.0,4.0,21.0,408.0,,,20.0,14.0,9.0,5.0,2.0,2.0,,,,,,,,,7.0,,,,,,5.0,5.0,6.0,7.0,2.0,,88.0,59.0,,1.0,,3.0,21.0,3.0,16.0,,,6.0,6.0,10.0,,8.0,4.0,52.0,54.0,3.0,4.0,2.0,,,32.0,41.0,9.0,10.0,,,2.0,2.0,,177.0,,,,,,6.0,,,,,,,,1.0,2.0,,10.0,10.0,3.0,,3.0,111.0,63.0,35.0,6.0,,2.0,5.0,3.0,480.0,,,2.0,1.0,,55.0,53.0,32.0,,,,,,140.0,140.0,1.0,26.0,25.0,48.3,,,,,21.0,0.0,,,,122.0,1.0,3.0,4.0,,,3.0,1.0,,3.0,13.0,68.0,396.0,12.0,7.0,281.0,37.0,4.0,15.0,6.0,24.0,18.0,,93.0,5.0,241.0,,1.0,21.0,4.0,54.0,3.0,498.0,,0.0,9.0,26.0,,21.0,2.0,686.0,22.0,13.0,,9.0,6.0,13.0,0.0
2128428,15.0,2020-12-26 15:00:00,20,Southampton,Away,152.0,19.0,1.0,1.0,,3.0,,134.0,1.0,,4.0,3.0,5.0,21.0,285.0,,,21.0,20.0,16.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,6.0,7.0,3.0,1.0,2.0,,50.0,64.0,,1.0,,,11.0,,12.0,,3.0,3.0,7.0,1.0,,11.0,1.0,67.0,72.0,,19.0,10.0,,,34.0,61.0,12.0,13.0,,,3.0,1.0,1.0,163.0,,,,,,3.0,,,,2.0,,,,1.0,10.0,1.0,19.0,19.0,1.0,,4.0,87.0,89.0,38.0,6.0,,1.0,,2.0,375.0,,,5.0,,,66.0,35.0,26.0,,,,,,180.0,180.0,1.0,30.0,25.0,53.3,,,,,11.0,0.0,,,,96.0,1.0,,1.0,,,1.0,,,2.0,17.0,50.0,277.0,5.0,1.0,183.0,52.0,19.0,22.0,3.0,12.0,9.0,,102.0,4.0,225.0,2.0,,14.0,5.0,68.0,4.0,396.0,,0.0,3.0,34.0,,27.0,0.0,616.0,7.0,24.0,,9.0,3.0,17.0,0.0
2128443,16.0,2020-12-29 18:00:00,20,Southampton,Home,231.0,15.0,1.0,2.0,1.0,1.0,,254.0,1.0,,7.0,2.0,3.0,14.0,483.0,,,19.0,21.0,7.0,7.0,,1.0,,,1.0,,,1.0,,,6.0,,,,,,9.0,6.0,2.0,4.0,4.0,,117.0,59.0,1.0,1.0,,1.0,17.0,1.0,8.0,,,4.0,9.0,4.0,,11.0,,58.0,38.0,1.0,11.0,7.0,,,30.0,55.0,16.0,14.0,,,3.0,2.0,1.0,172.0,,,,,,1.0,,,,,,,,,7.0,,11.0,11.0,1.0,,7.0,138.0,83.0,55.0,3.0,,3.0,4.0,3.0,558.0,,,2.0,2.0,,61.0,68.0,31.0,,,,,,147.0,147.0,4.0,17.0,29.0,62.6,,,,,17.0,0.0,,,,149.0,3.0,,3.0,,,4.0,,,2.0,13.0,98.0,468.0,7.0,7.0,258.0,38.0,11.0,6.0,4.0,19.0,15.0,,139.0,2.0,337.0,,,18.0,4.0,41.0,2.0,576.0,,0.0,8.0,15.0,,23.0,3.0,757.0,23.0,14.0,,2.0,4.0,4.0,0.0
2128453,17.0,2021-01-04 20:00:00,20,Southampton,Home,152.0,16.0,,,,1.0,,81.0,4.0,1.0,1.0,7.0,2.0,25.0,233.0,,,13.0,21.0,14.0,6.0,,,,,,,,,,,6.0,,,,,1.0,2.0,12.0,5.0,1.0,6.0,,72.0,75.0,1.0,1.0,,3.0,14.0,1.0,14.0,,,1.0,3.0,,,12.0,1.0,54.0,56.0,3.0,43.0,16.0,,,29.0,43.0,5.0,12.0,1.0,,1.0,,,149.0,1.0,1.0,1.0,,1.0,14.0,,,,,,,,2.0,16.0,,16.0,16.0,3.0,,1.0,58.0,80.0,33.0,10.0,,3.0,4.0,3.0,321.0,,,5.0,2.0,,42.0,29.0,9.0,,,,,,169.0,169.0,2.0,37.0,29.0,33.0,,,,1.0,14.0,0.0,,,,73.0,1.0,,1.0,1.0,,3.0,,,3.0,15.0,32.0,225.0,10.0,7.0,199.0,40.0,43.0,16.0,1.0,4.0,3.0,,64.0,6.0,157.0,,1.0,35.0,2.0,84.0,6.0,352.0,,0.0,7.0,18.0,,17.0,1.0,572.0,5.0,18.0,,12.0,1.0,10.0,0.0
2128459,18.0,2021-02-23 18:00:00,20,Southampton,Away,142.0,10.0,1.0,2.0,1.0,1.0,1.0,133.0,4.0,,7.0,3.0,3.0,10.0,273.0,,,26.0,7.0,12.0,7.0,2.0,3.0,,,,,,,,,8.0,,,,,2.0,8.0,9.0,2.0,8.0,5.0,,67.0,68.0,1.0,2.0,,,17.0,2.0,6.0,,1.0,4.0,8.0,,,20.0,,50.0,64.0,,4.0,1.0,,,20.0,59.0,13.0,11.0,,,2.0,3.0,,155.0,,,,,,8.0,,,,3.0,,,,1.0,1.0,,11.0,11.0,,,8.0,72.0,69.0,36.0,2.0,,4.0,5.0,5.0,342.0,,,,3.0,,62.0,27.0,23.0,,,,,,164.0,164.0,12.0,18.0,28.0,53.3,,,,,17.0,0.0,,,,71.0,4.0,,4.0,1.0,,6.0,1.0,,3.0,11.0,59.0,260.0,9.0,9.0,157.0,29.0,4.0,28.0,4.0,15.0,11.0,,107.0,3.0,223.0,3.0,,10.0,4.0,36.0,2.0,365.0,,0.0,13.0,18.0,,29.0,2.0,582.0,17.0,25.0,,23.0,4.0,9.0,0.0
2128470,19.0,2021-01-16 20:00:00,20,Southampton,Away,204.0,27.0,,2.0,2.0,2.0,,169.0,,,7.0,4.0,10.0,28.0,371.0,,,15.0,24.0,16.0,6.0,,1.0,,,,,,,,,7.0,,,1.0,,,4.0,13.0,3.0,5.0,3.0,,92.0,56.0,,1.0,,2.0,24.0,,15.0,1.0,,5.0,10.0,2.0,,11.0,2.0,71.0,54.0,2.0,13.0,3.0,,,37.0,55.0,11.0,9.0,,,,,,160.0,,,,,,7.0,,,,2.0,,,,1.0,3.0,1.0,8.0,8.0,,,7.0,122.0,77.0,36.0,2.0,,3.0,3.0,3.0,467.0,,,3.0,,,54.0,63.0,32.0,,,,,,189.0,189.0,4.0,22.0,22.0,52.6,1.0,,,2.0,24.0,0.0,,,,119.0,3.0,,2.0,,,5.0,,,3.0,20.0,76.0,359.0,12.0,6.0,237.0,65.0,13.0,27.0,5.0,17.0,12.0,,127.0,5.0,273.0,2.0,,18.0,11.0,65.0,1.0,493.0,2.0,0.0,8.0,13.0,2.0,23.0,2.0,699.0,20.0,21.0,,16.0,5.0,8.0,0.0
2128484,20.0,2021-01-26 20:15:00,20,Southampton,Home,254.0,12.0,1.0,8.0,7.0,2.0,1.0,175.0,4.0,,5.0,3.0,4.0,15.0,421.0,,,20.0,11.0,10.0,7.0,1.0,1.0,,,,,1.0,1.0,,,9.0,,,,,2.0,7.0,7.0,2.0,8.0,5.0,,87.0,49.0,,1.0,,,17.0,3.0,12.0,1.0,,4.0,8.0,6.0,,10.0,,49.0,47.0,,17.0,9.0,,,29.0,45.0,11.0,6.0,,,2.0,1.0,1.0,152.0,1.0,1.0,1.0,,1.0,5.0,,,,,,,,,9.0,,12.0,12.0,2.0,,5.0,120.0,56.0,32.0,5.0,1.0,3.0,6.0,5.0,478.0,,,1.0,,,47.0,57.0,21.0,,,,,,123.0,123.0,5.0,21.0,18.0,58.0,,3.0,,,17.0,0.0,,,,134.0,2.0,,1.0,1.0,,5.0,,,3.0,14.0,68.0,408.0,8.0,9.0,279.0,27.0,17.0,19.0,4.0,19.0,15.0,,96.0,4.0,233.0,,,17.0,4.0,40.0,2.0,493.0,,0.0,13.0,17.0,,23.0,1.0,685.0,22.0,20.0,,14.0,4.0,11.0,0.0
2128493,21.0,2021-01-30 20:00:00,20,Southampton,Home,224.0,19.0,2.0,3.0,1.0,,,174.0,3.0,,6.0,1.0,6.0,15.0,395.0,1.0,1.0,20.0,17.0,11.0,11.0,1.0,7.0,,,,,,1.0,,,12.0,,,,,,7.0,7.0,1.0,11.0,9.0,,67.0,54.0,2.0,4.0,,,15.0,9.0,4.0,,2.0,7.0,9.0,7.0,,10.0,2.0,55.0,57.0,,11.0,3.0,,,27.0,58.0,12.0,10.0,,,2.0,1.0,1.0,170.0,,,,,,5.0,,,,,,,,1.0,3.0,,8.0,8.0,3.0,,6.0,129.0,67.0,41.0,1.0,,3.0,9.0,5.0,466.0,,,1.0,,,52.0,46.0,38.0,,,,,,153.0,153.0,2.0,29.0,15.0,59.8,,,,,15.0,0.0,,,,121.0,3.0,,3.0,,,6.0,2.0,,3.0,15.0,105.0,379.0,8.0,12.0,254.0,34.0,11.0,25.0,7.0,24.0,17.0,,145.0,4.0,257.0,,,17.0,8.0,46.0,4.0,487.0,1.0,0.0,20.0,24.0,1.0,25.0,1.0,695.0,41.0,8.0,,12.0,7.0,13.0,0.0
2128500,22.0,2021-02-02 20:15:00,20,Southampton,Away,107.0,8.0,,,,1.0,,33.0,2.0,,1.0,1.0,1.0,6.0,140.0,,,5.0,12.0,8.0,2.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,5.0,15.0,10.0,1.0,2.0,,37.0,40.0,1.0,1.0,,2.0,10.0,,7.0,,2.0,3.0,,,,7.0,4.0,38.0,40.0,2.0,30.0,15.0,,,28.0,23.0,6.0,10.0,,,2.0,1.0,1.0,99.0,,,,,,10.0,,,,,,,,,15.0,,13.0,13.0,2.0,,2.0,37.0,51.0,16.0,5.0,,2.0,,1.0,181.0,,,5.0,3.0,1.0,39.0,10.0,7.0,1.0,1.0,1.0,,,118.0,118.0,1.0,26.0,7.0,25.4,,,,,10.0,0.0,,,,42.0,2.0,4.0,6.0,,,2.0,,,2.0,16.0,9.0,124.0,4.0,2.0,132.0,25.0,30.0,9.0,3.0,4.0,1.0,,29.0,2.0,87.0,,,14.0,1.0,42.0,2.0,215.0,,2.0,3.0,20.0,,8.0,3.0,385.0,2.0,17.0,,3.0,3.0,10.0,0.0
2128512,23.0,2021-02-06 15:00:00,20,Southampton,Away,200.0,25.0,3.0,4.0,1.0,,,318.0,4.0,1.0,4.0,1.0,8.0,21.0,514.0,,,17.0,19.0,14.0,5.0,3.0,3.0,,1.0,,,,1.0,,,8.0,,,,1.0,2.0,9.0,4.0,2.0,10.0,4.0,,101.0,74.0,1.0,2.0,,,21.0,4.0,12.0,,1.0,7.0,14.0,7.0,,7.0,,60.0,46.0,,9.0,2.0,1.0,,33.0,72.0,14.0,11.0,,1.0,4.0,2.0,1.0,185.0,1.0,,1.0,1.0,,4.0,,,1.0,,,,,,2.0,1.0,11.0,11.0,1.0,,4.0,164.0,70.0,43.0,,2.0,3.0,6.0,5.0,592.0,,,1.0,1.0,,72.0,73.0,42.0,,,,,,158.0,158.0,9.0,28.0,33.0,73.8,1.0,,,1.0,21.0,0.0,,,,160.0,1.0,,1.0,,,5.0,,,1.0,19.0,157.0,497.0,7.0,9.0,226.0,51.0,9.0,13.0,7.0,30.0,23.0,,203.0,1.0,414.0,,1.0,13.0,8.0,45.0,5.0,610.0,,0.0,14.0,17.0,,19.0,1.0,788.0,36.0,11.0,,4.0,7.0,10.0,0.0
2128523,24.0,2021-02-14 12:00:00,20,Southampton,Home,239.0,14.0,,2.0,2.0,4.0,,139.0,5.0,,5.0,2.0,5.0,10.0,376.0,,,11.0,18.0,17.0,4.0,,,,,,,,,,,7.0,,,,,,6.0,6.0,4.0,4.0,3.0,,80.0,62.0,2.0,1.0,1.0,3.0,20.0,1.0,8.0,,,4.0,5.0,2.0,,3.0,,43.0,58.0,3.0,15.0,9.0,,,34.0,43.0,10.0,9.0,1.0,1.0,1.0,1.0,,175.0,1.0,,1.0,1.0,,7.0,,,1.0,2.0,,,,2.0,9.0,,14.0,14.0,1.0,,5.0,114.0,58.0,25.0,6.0,,2.0,3.0,3.0,455.0,,,2.0,,,56.0,38.0,18.0,1.0,1.0,1.0,,,146.0,146.0,3.0,21.0,32.0,51.1,,3.0,,,20.0,0.0,,,,107.0,1.0,1.0,2.0,,,3.0,,,3.0,16.0,43.0,360.0,13.0,5.0,266.0,40.0,15.0,15.0,3.0,11.0,8.0,,81.0,6.0,221.0,2.0,,20.0,5.0,46.0,6.0,476.0,1.0,0.0,7.0,23.0,,17.0,2.0,660.0,16.0,15.0,,9.0,4.0,12.0,0.0
2128533,25.0,2021-02-20 12:30:00,20,Southampton,Home,114.0,13.0,2.0,2.0,,2.0,,82.0,3.0,,3.0,3.0,3.0,13.0,194.0,,1.0,14.0,23.0,10.0,,1.0,3.0,,,,,,,,,1.0,,,1.0,,,5.0,6.0,3.0,4.0,,,52.0,59.0,1.0,,1.0,3.0,21.0,,18.0,,,3.0,5.0,,,11.0,1.0,72.0,39.0,3.0,18.0,7.0,,,35.0,50.0,10.0,10.0,,,,,,151.0,1.0,,1.0,1.0,,6.0,,,1.0,1.0,,,,1.0,7.0,1.0,15.0,15.0,1.0,,3.0,50.0,65.0,25.0,6.0,1.0,1.0,1.0,1.0,272.0,,,1.0,,,73.0,22.0,10.0,1.0,1.0,1.0,,,155.0,155.0,2.0,23.0,28.0,29.1,1.0,2.0,,,21.0,0.0,,,,42.0,1.0,1.0,2.0,1.0,,3.0,,,3.0,23.0,40.0,182.0,11.0,2.0,146.0,44.0,18.0,13.0,3.0,8.0,5.0,,82.0,9.0,157.0,1.0,,17.0,4.0,53.0,,295.0,,0.0,4.0,17.0,1.0,23.0,1.0,486.0,5.0,17.0,,2.0,3.0,8.0,0.0
2128538,26.0,2021-03-01 20:00:00,20,Southampton,Away,209.0,16.0,1.0,1.0,,2.0,,150.0,3.0,,5.0,5.0,4.0,15.0,358.0,,,16.0,38.0,14.0,1.0,1.0,7.0,,,,,,,,,2.0,,,,,,6.0,6.0,1.0,6.0,3.0,,80.0,63.0,1.0,2.0,,,20.0,4.0,14.0,,,10.0,4.0,3.0,,12.0,,81.0,57.0,,13.0,7.0,,,,35.0,9.0,13.0,,,2.0,4.0,,160.0,,,,,,4.0,,,,1.0,,,,,7.0,,16.0,16.0,1.0,,5.0,104.0,71.0,44.0,4.0,,2.0,,1.0,441.0,,,4.0,3.0,,79.0,37.0,32.0,,,,,,174.0,174.0,6.0,26.0,21.0,53.4,,,,,20.0,0.0,,,,118.0,,,,,,4.0,,,3.0,,54.0,345.0,6.0,2.0,239.0,33.0,13.0,12.0,10.0,21.0,11.0,,99.0,9.0,244.0,1.0,,22.0,4.0,46.0,,462.0,,0.0,9.0,26.0,,21.0,2.0,676.0,18.0,22.0,,4.0,10.0,14.0,0.0
2128552,27.0,2021-03-06 15:00:00,20,Southampton,Away,174.0,14.0,1.0,2.0,2.0,2.0,1.0,122.0,3.0,2.0,3.0,5.0,3.0,23.0,294.0,,,13.0,22.0,16.0,8.0,1.0,3.0,2.0,,,,,,,,11.0,1.0,,,,,5.0,4.0,4.0,7.0,8.0,,71.0,58.0,2.0,2.0,1.0,1.0,18.0,4.0,10.0,,,3.0,5.0,,,9.0,,59.0,61.0,1.0,23.0,11.0,,1.0,28.0,45.0,11.0,17.0,,,5.0,3.0,,164.0,1.0,,1.0,1.0,,8.0,,,1.0,2.0,,,,,11.0,,11.0,11.0,2.0,,3.0,80.0,76.0,37.0,7.0,1.0,2.0,8.0,7.0,362.0,,,1.0,,,57.0,37.0,24.0,,,,,1.0,142.0,142.0,3.0,28.0,19.0,49.1,,,,,18.0,0.0,,,,75.0,1.0,1.0,2.0,,2.0,4.0,,,3.0,11.0,49.0,283.0,13.0,10.0,200.0,30.0,23.0,18.0,3.0,10.0,8.0,2.0,90.0,4.0,200.0,2.0,2.0,27.0,3.0,68.0,2.0,390.0,,0.0,15.0,17.0,,19.0,3.0,593.0,27.0,14.0,,11.0,3.0,10.0,0.0
2128564,28.0,2021-03-14 12:00:00,20,Southampton,Home,203.0,12.0,,3.0,3.0,4.0,,192.0,7.0,,4.0,7.0,3.0,29.0,392.0,,,18.0,19.0,17.0,4.0,,2.0,,,,,,1.0,,,6.0,,,,,,5.0,5.0,3.0,5.0,4.0,,73.0,58.0,,,1.0,1.0,17.0,4.0,5.0,,,4.0,7.0,8.0,,16.0,2.0,59.0,45.0,1.0,18.0,12.0,,,,48.0,11.0,10.0,1.0,,2.0,1.0,1.0,175.0,,,,,,10.0,,,,1.0,,,,,12.0,,11.0,11.0,2.0,,4.0,118.0,63.0,36.0,5.0,,1.0,3.0,4.0,468.0,,,2.0,1.0,,65.0,55.0,29.0,,,,,,169.0,169.0,2.0,36.0,14.0,59.4,,,,,17.0,0.0,,,,126.0,3.0,1.0,4.0,1.0,,1.0,,,3.0,,82.0,374.0,8.0,4.0,251.0,28.0,18.0,13.0,4.0,20.0,16.0,,111.0,9.0,261.0,1.0,,27.0,4.0,69.0,1.0,492.0,,0.0,9.0,13.0,,23.0,0.0,690.0,26.0,21.0,,5.0,4.0,9.0,0.0
2128573,29.0,2021-04-21 18:00:00,20,Southampton,Away,177.0,16.0,1.0,4.0,3.0,1.0,,103.0,7.0,,6.0,2.0,6.0,18.0,276.0,,,12.0,17.0,13.0,4.0,,2.0,,,,,,,,,6.0,,,,,2.0,10.0,8.0,4.0,5.0,5.0,,56.0,65.0,1.0,2.0,,3.0,36.0,2.0,11.0,,,5.0,2.0,6.0,,8.0,,59.0,62.0,3.0,16.0,4.0,,,25.0,33.0,14.0,10.0,1.0,,,,,126.0,1.0,1.0,1.0,,1.0,8.0,,,,,,,,,4.0,,7.0,7.0,,,6.0,98.0,51.0,21.0,5.0,,1.0,4.0,5.0,348.0,,,3.0,3.0,,54.0,36.0,24.0,1.0,1.0,1.0,,,146.0,146.0,5.0,19.0,33.0,38.3,,3.0,,,36.0,0.0,,,,91.0,,1.0,1.0,1.0,,3.0,,,3.0,11.0,44.0,258.0,19.0,5.0,202.0,44.0,16.0,20.0,5.0,13.0,8.0,,79.0,5.0,182.0,,,8.0,6.0,50.0,,371.0,1.0,0.0,10.0,29.0,,14.0,1.0,583.0,12.0,19.0,,10.0,5.0,15.0,0.0
2128584,30.0,2021-04-04 12:00:00,20,Southampton,Home,167.0,18.0,1.0,3.0,2.0,1.0,,160.0,1.0,1.0,3.0,3.0,2.0,18.0,324.0,,,13.0,18.0,26.0,10.0,2.0,3.0,2.0,,,,,,,,21.0,,,,,,8.0,5.0,2.0,12.0,12.0,,66.0,67.0,3.0,2.0,2.0,1.0,11.0,12.0,6.0,,,6.0,7.0,6.0,,10.0,2.0,52.0,64.0,1.0,39.0,21.0,,1.0,27.0,53.0,11.0,10.0,2.0,,1.0,1.0,,158.0,3.0,,2.0,3.0,,4.0,,,3.0,2.0,,,,1.0,21.0,1.0,8.0,8.0,2.0,,3.0,104.0,69.0,38.0,7.0,1.0,3.0,12.0,9.0,402.0,,,,1.0,,48.0,43.0,38.0,1.0,1.0,1.0,,,157.0,157.0,6.0,28.0,25.0,53.4,,,3.0,3.0,11.0,0.0,,,,96.0,2.0,1.0,3.0,,2.0,3.0,,,3.0,18.0,90.0,315.0,7.0,15.0,202.0,41.0,39.0,23.0,6.0,20.0,14.0,2.0,129.0,2.0,242.0,2.0,1.0,19.0,3.0,56.0,,424.0,,0.0,24.0,14.0,,18.0,0.0,634.0,34.0,16.0,,15.0,6.0,7.0,0.0
2128594,31.0,2021-04-12 18:00:00,20,Southampton,Away,143.0,14.0,1.0,5.0,4.0,1.0,1.0,202.0,5.0,,4.0,5.0,3.0,16.0,340.0,,,15.0,22.0,21.0,7.0,2.0,2.0,1.0,,1.0,,,1.0,,,9.0,,1.0,,,1.0,5.0,13.0,2.0,8.0,6.0,,63.0,61.0,,1.0,,2.0,12.0,,10.0,,,10.0,11.0,1.0,,7.0,1.0,58.0,59.0,2.0,14.0,10.0,1.0,,37.0,62.0,11.0,12.0,,,4.0,2.0,1.0,177.0,,,,,,11.0,,,,,,,,,10.0,,17.0,17.0,2.0,,4.0,109.0,59.0,32.0,5.0,,6.0,3.0,4.0,414.0,,,2.0,1.0,,77.0,50.0,33.0,1.0,1.0,1.0,,1.0,159.0,159.0,9.0,21.0,27.0,60.5,,,,,12.0,0.0,,,,93.0,3.0,,3.0,,1.0,10.0,,,3.0,18.0,106.0,322.0,5.0,9.0,174.0,29.0,14.0,20.0,9.0,23.0,14.0,1.0,158.0,5.0,291.0,,,15.0,3.0,47.0,2.0,442.0,,0.0,14.0,14.0,,20.0,1.0,634.0,36.0,16.0,,12.0,10.0,9.0,0.0
