matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059808,11.0,2019-11-02 15:00:00,20,Southampton,Away,60.0,7.0,,1.0,1.0,1.0,,80.0,4.0,,1.0,3.0,5.0,16.0,139.0,,,9.0,18.0,24.0,2.0,,,,,,,,,,,,3.0,,,,,,,8.0,19.0,7.0,1.0,2.0,,33.0,54.0,,,1.0,4.0,13.0,,24.0,,,1.0,2.0,,4.0,1.0,60.0,67.0,4.0,76.0,33.0,,1.0,34.0,10.0,9.0,,,,1.0,,112.0,,,,,,,13.0,,,1.0,2.0,,,,,33.0,,11.0,11.0,5.0,1.0,36.0,63.0,21.0,17.0,1.0,,2.0,3.0,189.0,,,13.0,1.0,,27.0,48.0,6.0,,,,,,118.0,118.0,3.0,40.0,2.0,24.7,,3.0,,,13.0,0.0,,,,44.0,2.0,,2.0,,,,,,3.0,33.0,122.0,8.0,2.0,85.0,17.0,76.0,20.0,,4.0,4.0,,58.0,10.0,144.0,3.0,,31.0,5.0,66.0,,225.0,,0.0,3.0,20.0,1.0,13.0,1.0,461.0,4.0,15.0,15.0,,11.0,0.0
1059819,12.0,2019-11-09 15:00:00,20,Southampton,Home,160.0,8.0,,1.0,1.0,1.0,,85.0,4.0,,6.0,4.0,4.0,12.0,244.0,,,14.0,27.0,24.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,3.0,19.0,5.0,1.0,3.0,,50.0,55.0,,,1.0,3.0,15.0,,13.0,,5.0,5.0,,,14.0,,75.0,56.0,3.0,24.0,9.0,,2.0,46.0,12.0,11.0,1.0,1.0,4.0,1.0,1.0,137.0,,,,,,,12.0,,,,,,,,,9.0,,6.0,6.0,,6.0,81.0,69.0,29.0,9.0,,1.0,1.0,3.0,319.0,,,9.0,3.0,,27.0,50.0,17.0,,,,,,165.0,165.0,,27.0,21.0,47.3,,,,1.0,15.0,0.0,,,,77.0,2.0,1.0,3.0,,,,1.0,,3.0,36.0,229.0,9.0,2.0,190.0,31.0,24.0,19.0,5.0,11.0,6.0,,75.0,2.0,166.0,,,19.0,4.0,50.0,2.0,345.0,,0.0,4.0,12.0,,22.0,1.0,547.0,8.0,17.0,10.0,5.0,5.0,0.0
1059823,13.0,2019-11-23 15:00:00,20,Southampton,Away,91.0,12.0,1.0,2.0,1.0,5.0,,146.0,,1.0,4.0,5.0,2.0,19.0,235.0,3.0,,17.0,15.0,9.0,13.0,1.0,3.0,1.0,,,,,,1.0,,1.0,15.0,,,1.0,,,2.0,8.0,12.0,,11.0,10.0,,58.0,62.0,3.0,3.0,2.0,2.0,17.0,4.0,20.0,1.0,8.0,3.0,2.0,,17.0,2.0,79.0,52.0,2.0,21.0,7.0,,,46.0,19.0,12.0,1.0,1.0,3.0,1.0,,132.0,1.0,1.0,1.0,,1.0,,3.0,,,,3.0,,,,,7.0,,16.0,16.0,3.0,4.0,69.0,59.0,31.0,6.0,1.0,7.0,8.0,6.0,293.0,,,4.0,2.0,,61.0,48.0,23.0,,,,,1.0,138.0,138.0,9.0,27.0,18.0,39.0,,2.0,,1.0,17.0,0.0,,,,57.0,3.0,,3.0,,3.0,1.0,11.0,,3.0,74.0,218.0,8.0,15.0,108.0,27.0,21.0,21.0,7.0,13.0,6.0,1.0,106.0,10.0,221.0,3.0,1.0,21.0,2.0,52.0,1.0,316.0,4.0,0.0,21.0,18.0,,20.0,2.0,540.0,35.0,14.0,13.0,8.0,9.0,0.0
1059839,14.0,2019-11-30 17:30:00,20,Southampton,Home,208.0,10.0,,6.0,6.0,1.0,,229.0,2.0,,2.0,7.0,2.0,26.0,431.0,2.0,,40.0,21.0,12.0,5.0,,1.0,,1.0,,,2.0,,,,,8.0,,,,,,,2.0,4.0,2.0,7.0,4.0,,75.0,59.0,2.0,1.0,1.0,,18.0,2.0,7.0,1.0,6.0,14.0,5.0,,11.0,1.0,52.0,59.0,,19.0,10.0,1.0,1.0,64.0,6.0,10.0,1.0,,2.0,,2.0,179.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,10.0,1.0,12.0,12.0,,2.0,147.0,95.0,58.0,7.0,1.0,1.0,5.0,6.0,530.0,,,,3.0,,107.0,74.0,34.0,,,,,,181.0,181.0,6.0,24.0,25.0,62.8,,,3.0,,18.0,0.0,,,,147.0,1.0,1.0,2.0,,,,3.0,,3.0,102.0,416.0,8.0,6.0,232.0,30.0,19.0,27.0,6.0,25.0,19.0,,160.0,7.0,341.0,,,21.0,3.0,57.0,2.0,548.0,4.0,0.0,11.0,17.0,,41.0,1.0,784.0,26.0,21.0,20.0,6.0,11.0,0.0
1059851,15.0,2019-12-04 19:30:00,20,Southampton,Home,88.0,18.0,2.0,6.0,4.0,4.0,2.0,170.0,2.0,,1.0,8.0,4.0,28.0,252.0,,,22.0,28.0,27.0,8.0,1.0,5.0,1.0,,,,,,,,,8.0,,,,,,1.0,6.0,6.0,4.0,9.0,5.0,,55.0,69.0,2.0,,2.0,,16.0,4.0,11.0,,6.0,4.0,9.0,1.0,4.0,1.0,61.0,71.0,,15.0,4.0,,,74.0,12.0,7.0,1.0,,1.0,2.0,,168.0,2.0,1.0,1.0,,2.0,,5.0,,,,,,,,,4.0,,13.0,13.0,1.0,1.0,65.0,81.0,40.0,1.0,,4.0,7.0,5.0,350.0,,,2.0,2.0,,76.0,51.0,38.0,,,,,,167.0,167.0,5.0,16.0,44.0,40.1,,,,,16.0,0.0,,,,78.0,1.0,1.0,2.0,,,1.0,5.0,,3.0,68.0,243.0,11.0,11.0,108.0,36.0,15.0,19.0,6.0,21.0,15.0,1.0,126.0,14.0,279.0,,,35.0,5.0,73.0,3.0,366.0,1.0,0.0,14.0,27.0,,30.0,1.0,582.0,35.0,13.0,11.0,6.0,15.0,0.0
1059857,16.0,2019-12-08 14:00:00,20,Southampton,Away,141.0,20.0,3.0,5.0,2.0,4.0,,161.0,3.0,,2.0,12.0,6.0,29.0,297.0,1.0,,21.0,37.0,33.0,5.0,3.0,10.0,,,1.0,,2.0,,,1.0,1.0,7.0,,,,,,,9.0,7.0,5.0,12.0,7.0,,64.0,57.0,1.0,2.0,,,18.0,5.0,21.0,,12.0,8.0,4.0,,9.0,1.0,91.0,77.0,,17.0,7.0,,,61.0,17.0,11.0,1.0,,4.0,2.0,2.0,171.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,7.0,,7.0,7.0,2.0,2.0,83.0,88.0,48.0,3.0,,5.0,4.0,4.0,390.0,,,6.0,,,48.0,64.0,35.0,,,,,,171.0,171.0,3.0,25.0,21.0,54.7,,3.0,,,18.0,0.0,,,,92.0,2.0,2.0,4.0,,2.0,,10.0,1.0,2.0,73.0,281.0,12.0,9.0,171.0,33.0,17.0,16.0,11.0,25.0,14.0,,124.0,15.0,264.0,1.0,,37.0,6.0,69.0,1.0,410.0,2.0,0.0,19.0,24.0,,25.0,3.0,630.0,32.0,17.0,9.0,12.0,13.0,0.0
1059870,17.0,2019-12-14 17:30:00,20,Southampton,Home,181.0,14.0,,9.0,9.0,1.0,,170.0,1.0,,3.0,11.0,4.0,28.0,342.0,1.0,1.0,22.0,31.0,34.0,8.0,,2.0,,,,1.0,1.0,,,,,8.0,,,,1.0,,,6.0,9.0,2.0,7.0,4.0,,64.0,74.0,,1.0,,1.0,19.0,,12.0,,5.0,11.0,9.0,,7.0,2.0,69.0,68.0,1.0,24.0,9.0,,,71.0,9.0,12.0,,,1.0,1.0,1.0,182.0,,,,,,,4.0,,,,2.0,,,,,9.0,1.0,10.0,10.0,,3.0,118.0,80.0,34.0,8.0,,7.0,1.0,2.0,451.0,,,3.0,,,57.0,55.0,39.0,,,,,,198.0,198.0,6.0,26.0,36.0,57.0,1.0,,,1.0,19.0,0.0,,,,110.0,3.0,,3.0,,,,9.0,,3.0,81.0,328.0,10.0,8.0,216.0,41.0,24.0,18.0,5.0,26.0,21.0,,143.0,9.0,284.0,2.0,,41.0,4.0,68.0,4.0,474.0,4.0,0.0,11.0,15.0,2.0,27.0,1.0,701.0,23.0,23.0,8.0,5.0,8.0,0.0
1059873,18.0,2019-12-21 15:00:00,20,Southampton,Away,122.0,16.0,1.0,4.0,3.0,3.0,1.0,116.0,4.0,,1.0,7.0,1.0,26.0,234.0,1.0,,18.0,35.0,17.0,7.0,1.0,3.0,2.0,,,2.0,2.0,,,,,10.0,,,,,,2.0,9.0,9.0,10.0,11.0,6.0,,44.0,63.0,1.0,2.0,1.0,1.0,16.0,4.0,13.0,,5.0,10.0,4.0,1.0,9.0,2.0,71.0,54.0,1.0,24.0,12.0,,,58.0,15.0,15.0,2.0,,5.0,4.0,2.0,156.0,1.0,1.0,1.0,,1.0,,8.0,,,2.0,3.0,,,,,12.0,,3.0,3.0,,1.0,71.0,76.0,31.0,7.0,,3.0,6.0,8.0,309.0,,,5.0,1.0,,49.0,41.0,28.0,,,,,,166.0,166.0,4.0,22.0,25.0,43.5,,,,,16.0,0.0,,,,70.0,2.0,3.0,5.0,,2.0,2.0,5.0,1.0,3.0,44.0,219.0,10.0,9.0,150.0,34.0,24.0,6.0,4.0,22.0,18.0,2.0,90.0,9.0,213.0,3.0,,37.0,2.0,77.0,3.0,341.0,1.0,0.0,17.0,16.0,1.0,21.0,1.0,543.0,24.0,25.0,6.0,5.0,13.0,0.0
1059884,19.0,2019-12-26 15:00:00,20,Southampton,Away,138.0,13.0,,1.0,1.0,1.0,1.0,91.0,,1.0,2.0,9.0,3.0,17.0,228.0,,1.0,16.0,34.0,27.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,,,,,,1.0,3.0,6.0,4.0,4.0,1.0,,46.0,87.0,1.0,1.0,1.0,4.0,24.0,2.0,16.0,,1.0,3.0,2.0,,13.0,2.0,80.0,79.0,4.0,31.0,14.0,,,62.0,9.0,9.0,1.0,,2.0,2.0,,180.0,1.0,,,1.0,,1.0,7.0,,,2.0,2.0,,,,,14.0,,9.0,9.0,1.0,2.0,72.0,86.0,35.0,8.0,1.0,,3.0,3.0,344.0,,,2.0,3.0,,58.0,48.0,15.0,,,,,,197.0,197.0,1.0,40.0,39.0,33.9,,,,1.0,24.0,0.0,,,,64.0,2.0,1.0,3.0,,1.0,1.0,,,3.0,34.0,223.0,17.0,3.0,180.0,31.0,31.0,19.0,1.0,8.0,7.0,2.0,84.0,8.0,190.0,2.0,1.0,40.0,4.0,72.0,2.0,362.0,,0.0,5.0,32.0,1.0,21.0,2.0,595.0,10.0,25.0,11.0,1.0,16.0,0.0
1059899,20.0,2019-12-28 15:00:00,20,Southampton,Home,185.0,17.0,2.0,7.0,5.0,,1.0,202.0,3.0,,4.0,6.0,1.0,22.0,380.0,,,18.0,28.0,24.0,5.0,3.0,2.0,,,,1.0,1.0,,,,,10.0,,,,,,1.0,11.0,2.0,3.0,10.0,4.0,,62.0,57.0,1.0,1.0,1.0,,18.0,5.0,16.0,,12.0,15.0,9.0,,6.0,1.0,73.0,69.0,,11.0,3.0,,,64.0,13.0,7.0,1.0,,3.0,2.0,1.0,147.0,,,,,,,4.0,,,1.0,,,,,,3.0,,14.0,14.0,2.0,4.0,140.0,64.0,38.0,4.0,,4.0,4.0,5.0,459.0,,,,4.0,,86.0,43.0,42.0,,,,,,156.0,156.0,5.0,21.0,27.0,59.9,,,1.0,,18.0,0.0,,,,122.0,1.0,,1.0,,,,4.0,,2.0,86.0,370.0,8.0,8.0,214.0,32.0,11.0,28.0,12.0,38.0,26.0,,122.0,5.0,295.0,,,19.0,1.0,43.0,2.0,471.0,1.0,0.0,14.0,20.0,1.0,21.0,1.0,682.0,27.0,9.0,18.0,12.0,10.0,0.0
1059909,21.0,2020-01-01 15:00:00,20,Southampton,Home,102.0,17.0,2.0,6.0,4.0,1.0,,121.0,3.0,,1.0,9.0,7.0,24.0,217.0,,1.0,22.0,20.0,21.0,7.0,2.0,2.0,,,,,,,,,,10.0,,,,,,,13.0,6.0,5.0,8.0,4.0,,41.0,77.0,2.0,1.0,1.0,,15.0,5.0,17.0,1.0,6.0,7.0,6.0,,15.0,1.0,80.0,60.0,,37.0,15.0,,,56.0,21.0,8.0,1.0,,1.0,1.0,,155.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,15.0,,13.0,13.0,,1.0,83.0,75.0,31.0,9.0,,3.0,7.0,3.0,320.0,,,4.0,4.0,,49.0,71.0,25.0,,,,,,202.0,202.0,1.0,27.0,40.0,40.9,,,,,15.0,0.0,,,,64.0,3.0,2.0,5.0,,,,4.0,1.0,3.0,53.0,207.0,8.0,10.0,137.0,38.0,37.0,16.0,5.0,19.0,14.0,,98.0,7.0,225.0,,,29.0,9.0,64.0,1.0,343.0,1.0,0.0,12.0,22.0,4.0,27.0,3.0,583.0,18.0,30.0,8.0,6.0,14.0,0.0
1059917,22.0,2020-01-11 15:00:00,20,Southampton,Away,61.0,15.0,1.0,5.0,4.0,5.0,1.0,125.0,1.0,,3.0,7.0,3.0,17.0,181.0,,1.0,24.0,21.0,28.0,9.0,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,12.0,,,,2.0,,1.0,9.0,4.0,1.0,10.0,6.0,,37.0,67.0,3.0,3.0,1.0,1.0,16.0,1.0,9.0,1.0,4.0,6.0,2.0,,11.0,3.0,66.0,67.0,1.0,10.0,5.0,,,65.0,17.0,8.0,1.0,,5.0,5.0,1.0,164.0,2.0,,1.0,2.0,,,6.0,,,2.0,2.0,,,,,5.0,2.0,13.0,13.0,1.0,3.0,58.0,79.0,29.0,2.0,1.0,4.0,8.0,10.0,298.0,,,,2.0,,81.0,52.0,22.0,,,,,,199.0,199.0,8.0,21.0,29.0,41.8,2.0,,3.0,,16.0,0.0,,,,59.0,3.0,1.0,4.0,,1.0,1.0,5.0,,3.0,54.0,174.0,5.0,12.0,97.0,32.0,10.0,18.0,4.0,17.0,13.0,1.0,102.0,14.0,238.0,2.0,,36.0,5.0,66.0,2.0,318.0,,0.0,16.0,23.0,1.0,34.0,3.0,533.0,20.0,16.0,9.0,4.0,16.0,0.0
1059929,23.0,2020-01-18 15:00:00,20,Southampton,Home,128.0,18.0,,7.0,7.0,1.0,1.0,161.0,3.0,,2.0,9.0,2.0,27.0,282.0,,,26.0,31.0,21.0,7.0,,1.0,,,,,,,,,,8.0,,,,1.0,1.0,2.0,6.0,6.0,2.0,9.0,2.0,,56.0,67.0,,,,1.0,15.0,1.0,18.0,,1.0,9.0,8.0,1.0,2.0,1.0,75.0,54.0,1.0,16.0,8.0,,1.0,68.0,13.0,10.0,1.0,,3.0,6.0,,167.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,8.0,2.0,10.0,10.0,,2.0,79.0,88.0,41.0,3.0,,4.0,4.0,5.0,381.0,,,1.0,6.0,,74.0,66.0,31.0,1.0,1.0,1.0,,,185.0,185.0,7.0,17.0,40.0,52.5,2.0,3.0,,,15.0,0.0,,,,100.0,1.0,,1.0,,1.0,,5.0,,3.0,61.0,269.0,10.0,8.0,151.0,40.0,16.0,20.0,1.0,24.0,23.0,,110.0,13.0,275.0,,,42.0,3.0,80.0,2.0,402.0,,0.0,11.0,14.0,,32.0,2.0,607.0,16.0,21.0,9.0,1.0,8.0,0.0
1059940,24.0,2020-01-21 19:30:00,20,Southampton,Away,112.0,23.0,3.0,5.0,2.0,2.0,,210.0,2.0,,4.0,6.0,5.0,33.0,317.0,1.0,1.0,24.0,31.0,28.0,12.0,1.0,3.0,,,,,,,1.0,,1.0,12.0,,,,,,,5.0,6.0,,6.0,9.0,,80.0,67.0,2.0,2.0,,,18.0,3.0,16.0,,8.0,9.0,2.0,,10.0,,79.0,75.0,,16.0,6.0,,1.0,71.0,13.0,12.0,,,,,,199.0,2.0,,,2.0,,,8.0,,,2.0,,,,,,6.0,,11.0,11.0,2.0,4.0,94.0,83.0,39.0,,2.0,6.0,9.0,6.0,426.0,,,1.0,2.0,,92.0,68.0,33.0,,,,,,204.0,204.0,8.0,25.0,28.0,55.6,,,,,18.0,0.0,,,,78.0,,,,,2.0,,6.0,,3.0,109.0,304.0,8.0,16.0,153.0,38.0,16.0,24.0,8.0,19.0,11.0,,165.0,5.0,317.0,,,36.0,6.0,81.0,1.0,451.0,2.0,0.0,15.0,22.0,1.0,33.0,2.0,681.0,18.0,24.0,14.0,8.0,14.0,0.0
1059946,25.0,2020-02-01 15:00:00,20,Southampton,Away,92.0,22.0,2.0,6.0,4.0,4.0,1.0,119.0,1.0,,4.0,3.0,2.0,22.0,205.0,,1.0,12.0,16.0,17.0,9.0,3.0,4.0,,,,,,,,,,12.0,,,,,,1.0,6.0,11.0,5.0,11.0,6.0,,45.0,73.0,,,,,22.0,6.0,8.0,,11.0,6.0,2.0,,10.0,4.0,50.0,52.0,,26.0,15.0,,,58.0,15.0,7.0,,,,1.0,,160.0,,,,,,,4.0,,,,,,,,2.0,15.0,,6.0,6.0,,4.0,51.0,82.0,25.0,6.0,,6.0,6.0,4.0,295.0,,,4.0,2.0,,59.0,37.0,32.0,,,,,,172.0,172.0,8.0,23.0,31.0,38.5,,,,,22.0,0.0,,,,65.0,4.0,1.0,5.0,,1.0,,7.0,1.0,3.0,58.0,187.0,14.0,12.0,116.0,41.0,26.0,14.0,10.0,19.0,9.0,,107.0,7.0,224.0,1.0,,29.0,2.0,68.0,5.0,321.0,1.0,0.0,17.0,18.0,2.0,14.0,2.0,539.0,43.0,20.0,10.0,11.0,11.0,0.0
1059960,26.0,2020-02-15 12:30:00,20,Southampton,Home,161.0,21.0,,6.0,6.0,1.0,,231.0,5.0,1.0,3.0,9.0,3.0,28.0,386.0,,,36.0,23.0,26.0,7.0,,1.0,,,,,,,,,,8.0,,,,1.0,,1.0,1.0,6.0,3.0,6.0,4.0,,79.0,58.0,1.0,1.0,,2.0,16.0,3.0,9.0,1.0,4.0,12.0,10.0,,10.0,1.0,55.0,59.0,2.0,10.0,5.0,2.0,,77.0,8.0,11.0,1.0,,,,,212.0,,,,,,,7.0,,,1.0,,,,,2.0,5.0,1.0,7.0,7.0,,3.0,117.0,90.0,47.0,3.0,,4.0,3.0,2.0,489.0,,,,2.0,,86.0,69.0,41.0,,,,,,202.0,202.0,3.0,25.0,21.0,63.6,1.0,,,1.0,16.0,0.0,,,,110.0,3.0,1.0,4.0,,1.0,,5.0,1.0,3.0,115.0,364.0,7.0,7.0,205.0,41.0,10.0,19.0,4.0,26.0,22.0,,167.0,7.0,339.0,,1.0,33.0,5.0,68.0,1.0,518.0,,0.0,10.0,11.0,,42.0,2.0,731.0,29.0,23.0,11.0,4.0,7.0,0.0
1059970,27.0,2020-02-22 15:00:00,20,Southampton,Home,75.0,12.0,1.0,4.0,3.0,4.0,1.0,163.0,4.0,,3.0,10.0,6.0,31.0,234.0,,,21.0,23.0,32.0,15.0,2.0,5.0,2.0,,,,1.0,,,1.0,,20.0,,,,,,2.0,8.0,3.0,1.0,13.0,15.0,,41.0,59.0,3.0,3.0,2.0,3.0,12.0,8.0,8.0,,9.0,5.0,2.0,,7.0,1.0,57.0,79.0,3.0,15.0,6.0,,,58.0,13.0,17.0,1.0,,4.0,5.0,1.0,148.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,2.0,,,,,6.0,1.0,12.0,12.0,,3.0,76.0,86.0,44.0,6.0,1.0,10.0,9.0,9.0,315.0,,,3.0,2.0,,60.0,68.0,33.0,,,,,,153.0,153.0,4.0,14.0,31.0,45.9,,,,2.0,12.0,0.0,,,,76.0,1.0,,1.0,,1.0,2.0,11.0,2.0,3.0,73.0,222.0,6.0,19.0,95.0,35.0,15.0,20.0,8.0,19.0,12.0,3.0,119.0,9.0,265.0,2.0,,36.0,9.0,74.0,,341.0,,0.0,28.0,17.0,1.0,26.0,1.0,552.0,23.0,11.0,14.0,9.0,12.0,0.0
1059981,28.0,2020-02-29 15:00:00,20,Southampton,Away,202.0,17.0,1.0,7.0,6.0,2.0,,195.0,5.0,,4.0,7.0,6.0,25.0,390.0,,,22.0,34.0,28.0,5.0,1.0,4.0,,,,,,,,,,5.0,,,,,,1.0,6.0,10.0,4.0,7.0,3.0,,78.0,72.0,1.0,,1.0,1.0,23.0,5.0,9.0,,9.0,11.0,7.0,,10.0,2.0,66.0,64.0,1.0,20.0,11.0,1.0,,79.0,11.0,7.0,1.0,,2.0,2.0,,193.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,4.0,11.0,,13.0,13.0,4.0,4.0,130.0,76.0,41.0,4.0,,2.0,5.0,2.0,501.0,,,2.0,3.0,,98.0,54.0,33.0,,,,,,190.0,190.0,4.0,27.0,34.0,66.3,,,,,23.0,0.0,,,,120.0,3.0,1.0,4.0,,1.0,,3.0,1.0,3.0,92.0,375.0,6.0,7.0,236.0,39.0,20.0,19.0,9.0,29.0,20.0,,146.0,10.0,314.0,1.0,,25.0,6.0,61.0,1.0,521.0,,0.0,10.0,17.0,,25.0,1.0,737.0,29.0,14.0,13.0,9.0,8.0,0.0
1059990,29.0,2020-03-07 15:00:00,20,Southampton,Home,79.0,12.0,2.0,4.0,2.0,2.0,,130.0,5.0,,1.0,7.0,3.0,24.0,205.0,,1.0,17.0,14.0,19.0,3.0,2.0,1.0,,,,,,,,,,4.0,,,,,,1.0,8.0,11.0,3.0,4.0,2.0,,36.0,46.0,,,,3.0,20.0,2.0,15.0,2.0,5.0,12.0,3.0,,11.0,5.0,56.0,61.0,3.0,18.0,6.0,1.0,,64.0,14.0,13.0,,,2.0,1.0,,141.0,,,,,,,7.0,,,,1.0,,,,1.0,6.0,,10.0,10.0,,1.0,57.0,64.0,34.0,8.0,,1.0,4.0,3.0,268.0,,,4.0,6.0,,64.0,47.0,23.0,,1.0,1.0,1.0,,158.0,158.0,5.0,19.0,15.0,38.0,,,,,20.0,0.0,,,,64.0,6.0,,6.0,,,,1.0,2.0,2.0,73.0,184.0,14.0,5.0,93.0,25.0,18.0,15.0,5.0,21.0,16.0,,123.0,6.0,226.0,1.0,,27.0,4.0,57.0,,298.0,1.0,1.0,6.0,19.0,1.0,24.0,0.0,502.0,11.0,20.0,11.0,5.0,11.0,0.0
1059998,30.0,2020-06-19 18:00:00,20,Southampton,Away,80.0,7.0,3.0,4.0,1.0,2.0,,154.0,2.0,1.0,,8.0,5.0,19.0,230.0,,1.0,21.0,13.0,23.0,11.0,2.0,4.0,4.0,,,2.0,2.0,,,1.0,,16.0,,,,1.0,,,10.0,5.0,4.0,14.0,8.0,,48.0,74.0,1.0,2.0,,1.0,22.0,7.0,10.0,,7.0,6.0,5.0,,7.0,,56.0,72.0,1.0,16.0,10.0,,,66.0,15.0,7.0,1.0,,3.0,,2.0,146.0,3.0,,,3.0,,,5.0,,,3.0,,,,,,10.0,1.0,17.0,17.0,,,64.0,64.0,25.0,9.0,2.0,4.0,12.0,9.0,315.0,,,5.0,2.0,,59.0,49.0,24.0,,,,,,166.0,166.0,6.0,28.0,37.0,45.0,1.0,,,,22.0,0.0,,,,75.0,,1.0,1.0,,,4.0,6.0,6.0,5.0,86.0,220.0,11.0,16.0,103.0,25.0,16.0,30.0,7.0,18.0,11.0,4.0,140.0,9.0,248.0,,1.0,34.0,5.0,62.0,1.0,333.0,,0.0,22.0,24.0,1.0,27.0,1.0,552.0,33.0,21.0,18.0,7.0,12.0,0.0
1060009,31.0,2020-06-25 18:00:00,20,Southampton,Home,169.0,24.0,1.0,5.0,4.0,1.0,,181.0,3.0,,3.0,,2.0,29.0,345.0,2.0,,23.0,16.0,13.0,7.0,1.0,1.0,,,,,,,,,,9.0,,,,,,1.0,5.0,6.0,4.0,8.0,4.0,,86.0,47.0,,,,2.0,17.0,2.0,8.0,1.0,4.0,7.0,7.0,,4.0,1.0,44.0,53.0,2.0,8.0,2.0,1.0,,67.0,10.0,14.0,,,1.0,1.0,,133.0,,,,,,,3.0,,,,,,,,,2.0,,12.0,12.0,1.0,3.0,113.0,63.0,28.0,6.0,,5.0,3.0,3.0,414.0,,,2.0,3.0,,72.0,58.0,29.0,,,,,,137.0,137.0,8.0,14.0,20.0,52.6,,,,,17.0,0.0,,,,103.0,,3.0,3.0,,,,7.0,2.0,4.0,86.0,330.0,6.0,8.0,188.0,55.0,8.0,15.0,4.0,19.0,15.0,,138.0,6.0,266.0,,,6.0,2.0,63.0,2.0,435.0,3.0,1.0,12.0,17.0,,29.0,0.0,608.0,20.0,12.0,9.0,4.0,10.0,0.0
