matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855276,11,2016-11-06 14:15:00,20,Southampton,Away,212.0,25.0,5.0,11.0,6.0,2.0,1.0,336.0,2.0,1.0,1.0,7.0,26.0,26.0,537.0,1.0,1.0,26.0,17.0,25.0,12.0,3.0,4.0,1.0,,1.0,,,13.0,1.0,,,1.0,,,,8.0,4.0,2.0,13.0,6.0,83.0,51.0,,,1.0,2.0,12.0,7.0,5.0,,,10.0,12.0,8.0,,8.0,,49.0,52.0,2.0,13.0,11.0,,,77.0,15.0,12.0,1.0,,6.0,4.0,1.0,189.0,,,,,,6.0,,,,11.0,1.0,7.0,7.0,,1.0,175.0,87.0,54.0,1.0,,4.0,11.0,7.0,607.0,,2.0,65.0,117.0,48.0,,,,,1.0,137.0,137.0,4.0,16.0,26.0,66.6,1.0,3.0,,,12.0,0.0,178.0,,,,,,5.0,,3.0,156.0,525.0,9.0,15.0,220.0,41.0,13.0,13.0,10.0,34.0,24.0,208.0,7.0,439.0,,1.0,25.0,27.0,58.0,1.0,625.0,1.0,0.0,19.0,8.0,1.0,26.0,5.0,800.0,43.0,10.0,8.0,10.0,6.0,0.0
855286,12,2016-11-19 15:00:00,20,Southampton,Home,145.0,14.0,,2.0,2.0,1.0,,100.0,5.0,,,11.0,6.0,32.0,243.0,,,18.0,18.0,23.0,2.0,,,,,,,,3.0,,,,,,,,2.0,9.0,6.0,1.0,2.0,62.0,68.0,,,,6.0,40.0,1.0,13.0,,,1.0,5.0,2.0,,9.0,3.0,60.0,71.0,6.0,20.0,9.0,,1.0,56.0,8.0,10.0,,1.0,,,,178.0,,,,,,11.0,,,1.0,9.0,,18.0,18.0,3.0,1.0,66.0,79.0,35.0,8.0,,1.0,1.0,,339.0,5.0,1.0,51.0,47.0,16.0,,,,,,177.0,177.0,,38.0,22.0,35.4,,,,,40.0,0.0,62.0,2.0,,2.0,,3.0,2.0,,3.0,43.0,225.0,21.0,2.0,185.0,22.0,20.0,26.0,1.0,8.0,7.0,88.0,7.0,191.0,,,35.0,7.0,73.0,2.0,368.0,,0.0,3.0,25.0,2.0,25.0,1.0,575.0,4.0,12.0,13.0,1.0,21.0,0.0
855299,13,2016-11-27 16:30:00,20,Southampton,Home,146.0,19.0,2.0,8.0,6.0,3.0,,227.0,5.0,,1.0,6.0,19.0,23.0,365.0,,,14.0,23.0,19.0,11.0,1.0,2.0,,,,,,14.0,,,,,,1.0,1.0,9.0,8.0,5.0,11.0,6.0,73.0,70.0,4.0,3.0,1.0,3.0,19.0,3.0,10.0,,,5.0,15.0,4.0,,18.0,,67.0,68.0,3.0,20.0,8.0,,,57.0,11.0,15.0,1.0,,2.0,1.0,,189.0,1.0,,1.0,1.0,,10.0,1.0,,,8.0,1.0,20.0,20.0,1.0,1.0,100.0,91.0,50.0,2.0,,5.0,8.0,7.0,436.0,1.0,2.0,94.0,75.0,31.0,,,,,,148.0,148.0,6.0,32.0,29.0,52.9,1.0,,,,19.0,0.0,99.0,,1.0,1.0,,,7.0,1.0,3.0,106.0,347.0,12.0,13.0,161.0,27.0,20.0,18.0,5.0,25.0,20.0,148.0,8.0,325.0,,,28.0,20.0,59.0,,461.0,1.0,0.0,17.0,22.0,3.0,18.0,0.0,679.0,27.0,6.0,13.0,5.0,18.0,0.0
855303,14,2016-12-03 15:00:00,20,Southampton,Away,151.0,11.0,,6.0,6.0,2.0,,215.0,1.0,,2.0,5.0,14.0,32.0,360.0,,,18.0,22.0,23.0,12.0,,3.0,,,,,,14.0,,,,1.0,,,,7.0,5.0,4.0,12.0,5.0,79.0,64.0,,,,1.0,23.0,4.0,4.0,,,9.0,14.0,7.0,,14.0,,61.0,84.0,1.0,29.0,20.0,1.0,,70.0,13.0,11.0,,,1.0,2.0,,156.0,,,,,,4.0,,1.0,,20.0,1.0,9.0,9.0,,3.0,121.0,56.0,26.0,4.0,,7.0,5.0,3.0,439.0,2.0,1.0,77.0,66.0,45.0,,,,,,156.0,156.0,5.0,27.0,26.0,58.4,1.0,,,,23.0,0.0,102.0,,1.0,1.0,,,10.0,,3.0,117.0,346.0,12.0,12.0,179.0,23.0,29.0,25.0,8.0,31.0,23.0,163.0,7.0,310.0,1.0,,22.0,15.0,64.0,,458.0,,0.0,17.0,34.0,,18.0,1.0,685.0,30.0,9.0,17.0,9.0,24.0,0.0
855319,15,2016-12-11 14:15:00,20,Southampton,Home,197.0,19.0,2.0,9.0,7.0,2.0,1.0,208.0,4.0,,1.0,2.0,20.0,28.0,396.0,,,27.0,17.0,19.0,8.0,2.0,3.0,,,,,,11.0,,,,,,,,8.0,4.0,2.0,10.0,4.0,73.0,72.0,1.0,1.0,,1.0,18.0,5.0,8.0,1.0,,4.0,13.0,7.0,,18.0,1.0,62.0,52.0,1.0,20.0,7.0,,1.0,64.0,14.0,12.0,1.0,,1.0,1.0,,182.0,1.0,,,1.0,,5.0,1.0,,,7.0,,19.0,19.0,,1.0,117.0,102.0,54.0,2.0,,5.0,6.0,3.0,489.0,4.0,2.0,80.0,94.0,30.0,,,,,,172.0,172.0,2.0,25.0,42.0,55.1,,,,1.0,18.0,0.0,138.0,2.0,,1.0,,,6.0,1.0,3.0,70.0,381.0,9.0,11.0,215.0,44.0,20.0,15.0,4.0,25.0,21.0,120.0,9.0,320.0,,,26.0,21.0,71.0,3.0,510.0,,0.0,14.0,11.0,3.0,30.0,4.0,716.0,23.0,11.0,10.0,4.0,7.0,0.0
855330,16,2016-12-14 20:00:00,20,Southampton,Away,130.0,13.0,3.0,5.0,2.0,2.0,,367.0,1.0,,6.0,6.0,16.0,26.0,492.0,,,20.0,17.0,12.0,9.0,2.0,4.0,,1.0,2.0,,,8.0,,,,,,,1.0,4.0,4.0,1.0,5.0,10.0,82.0,60.0,1.0,1.0,,1.0,8.0,4.0,7.0,,,11.0,26.0,5.0,,13.0,,49.0,49.0,1.0,17.0,9.0,,1.0,71.0,10.0,9.0,,,5.0,3.0,2.0,163.0,,,,,,4.0,,1.0,1.0,9.0,,11.0,11.0,,6.0,141.0,57.0,40.0,3.0,,7.0,4.0,4.0,546.0,1.0,3.0,93.0,98.0,58.0,,,,,,145.0,145.0,7.0,15.0,32.0,71.7,,,,,8.0,0.0,174.0,2.0,1.0,3.0,,1.0,7.0,,3.0,215.0,483.0,3.0,12.0,148.0,22.0,17.0,13.0,7.0,41.0,34.0,245.0,5.0,453.0,1.0,,15.0,16.0,44.0,2.0,560.0,1.0,0.0,15.0,19.0,,23.0,2.0,767.0,35.0,17.0,10.0,11.0,10.0,0.0
855332,17,2016-12-18 13:30:00,20,Southampton,Away,179.0,19.0,,4.0,4.0,5.0,,249.0,3.0,1.0,1.0,6.0,15.0,41.0,424.0,,,17.0,18.0,18.0,7.0,,,,,,,,14.0,,,,,,,,9.0,8.0,2.0,7.0,7.0,82.0,78.0,1.0,,1.0,3.0,22.0,2.0,12.0,,,4.0,13.0,7.0,1.0,11.0,,63.0,59.0,3.0,22.0,15.0,,1.0,67.0,12.0,6.0,2.0,,1.0,,,188.0,3.0,,1.0,3.0,,8.0,3.0,3.0,,15.0,,8.0,8.0,1.0,2.0,126.0,83.0,53.0,7.0,,3.0,7.0,8.0,495.0,3.0,1.0,108.0,76.0,31.0,,,,,,155.0,155.0,8.0,32.0,29.0,53.1,,,3.0,,22.0,0.0,123.0,3.0,1.0,4.0,,,4.0,,3.0,116.0,411.0,13.0,10.0,199.0,30.0,22.0,20.0,3.0,23.0,20.0,168.0,8.0,343.0,3.0,1.0,20.0,16.0,72.0,2.0,519.0,,0.0,14.0,25.0,1.0,21.0,3.0,721.0,27.0,12.0,10.0,4.0,18.0,0.0
855349,18,2016-12-28 19:45:00,20,Southampton,Home,124.0,13.0,,3.0,3.0,1.0,3.0,100.0,2.0,,1.0,6.0,5.0,24.0,221.0,,,19.0,10.0,14.0,4.0,1.0,,,,,,,6.0,,,,,,,3.0,5.0,10.0,7.0,5.0,4.0,48.0,69.0,,,,6.0,17.0,4.0,8.0,,,2.0,9.0,2.0,1.0,20.0,,54.0,62.0,6.0,23.0,10.0,,,41.0,7.0,15.0,,,3.0,6.0,,152.0,1.0,1.0,1.0,,1.0,7.0,,,,10.0,,11.0,11.0,,1.0,51.0,73.0,31.0,10.0,,3.0,3.0,2.0,294.0,5.0,3.0,45.0,57.0,28.0,,1.0,1.0,,,160.0,160.0,8.0,32.0,25.0,34.3,,3.0,,,17.0,0.0,68.0,,1.0,1.0,,,3.0,,3.0,46.0,205.0,10.0,6.0,152.0,32.0,23.0,14.0,2.0,19.0,17.0,82.0,8.0,186.0,,,30.0,5.0,71.0,2.0,319.0,,1.0,9.0,28.0,,20.0,1.0,530.0,9.0,11.0,5.0,2.0,20.0,0.0
855359,19,2016-12-31 15:00:00,20,Southampton,Home,218.0,29.0,2.0,3.0,1.0,5.0,1.0,260.0,1.0,,4.0,3.0,17.0,36.0,475.0,,,19.0,16.0,24.0,5.0,1.0,3.0,,,,,,5.0,,,,,,1.0,2.0,4.0,3.0,4.0,5.0,5.0,94.0,69.0,,,,2.0,24.0,2.0,9.0,,,8.0,19.0,8.0,,15.0,1.0,57.0,73.0,2.0,29.0,16.0,,,61.0,13.0,17.0,1.0,1.0,3.0,3.0,,184.0,1.0,1.0,1.0,,1.0,3.0,,1.0,,16.0,1.0,7.0,7.0,,4.0,146.0,71.0,38.0,3.0,,4.0,3.0,1.0,551.0,1.0,4.0,93.0,94.0,43.0,,,,,,179.0,179.0,7.0,24.0,34.0,67.8,1.0,3.0,,2.0,24.0,0.0,148.0,1.0,,1.0,1.0,,7.0,,3.0,126.0,457.0,11.0,7.0,239.0,50.0,29.0,18.0,8.0,38.0,30.0,168.0,10.0,371.0,1.0,,13.0,17.0,62.0,1.0,572.0,1.0,1.0,10.0,22.0,,20.0,1.0,800.0,18.0,18.0,11.0,8.0,17.0,0.0
855364,20,2017-01-02 15:00:00,20,Southampton,Away,126.0,15.0,4.0,6.0,2.0,,,177.0,2.0,,3.0,4.0,16.0,20.0,297.0,,3.0,18.0,20.0,14.0,7.0,1.0,2.0,,,,,,10.0,,,,,,,,4.0,10.0,7.0,7.0,5.0,64.0,69.0,1.0,1.0,,1.0,20.0,3.0,11.0,,,8.0,11.0,7.0,,16.0,2.0,67.0,51.0,1.0,34.0,15.0,1.0,1.0,51.0,14.0,5.0,,,1.0,1.0,,170.0,,,,,,8.0,,1.0,,15.0,,21.0,21.0,1.0,3.0,95.0,91.0,43.0,10.0,,5.0,3.0,3.0,381.0,6.0,2.0,84.0,52.0,26.0,1.0,1.0,1.0,,,178.0,178.0,7.0,27.0,29.0,46.0,,,,,20.0,0.0,74.0,2.0,1.0,3.0,,,6.0,,3.0,83.0,282.0,10.0,8.0,148.0,32.0,34.0,15.0,7.0,26.0,19.0,117.0,8.0,281.0,2.0,,22.0,17.0,51.0,2.0,403.0,,0.0,12.0,24.0,3.0,25.0,1.0,645.0,17.0,18.0,8.0,8.0,17.0,0.0
