matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292917,11.0,2022-10-16 14:00:00,20,Southampton,Home,104.0,21.0,,1.0,1.0,1.0,,131.0,7.0,,2.0,4.0,3.0,29.0,234.0,,1.0,12.0,23.0,23.0,7.0,,1.0,,,,,,,,,,,9.0,,,,,,5.0,16.0,9.0,5.0,5.0,,54.0,58.0,1.0,1.0,,6.0,12.0,1.0,5.0,,,4.0,3.0,8.0,1.0,15.0,2.0,57.0,48.0,6.0,34.0,17.0,,1.0,22.0,53.0,7.0,3.0,,,,,,140.0,,,,,,,13.0,,,1.0,3.0,,,,,17.0,,13.0,13.0,2.0,2.0,70.0,66.0,36.0,14.0,,1.0,6.0,8.0,305.0,,,12.0,1.0,,50.0,42.0,23.0,,,,,,148.0,148.0,2.0,35.0,14.0,39.1,,2.0,,3.0,22.0,0.0,,,,59.0,2.0,1.0,3.0,,,1.0,,,5.0,12.0,72.0,225.0,12.0,7.0,129.0,38.0,34.0,15.0,4.0,15.0,11.0,,114.0,9.0,209.0,3.0,,15.0,3.0,59.0,1.0,323.0,,0.0,10.0,14.0,2.0,18.0,1.0,541.0,17.0,15.0,8.0,4.0,5.0,0.0
2292920,12.0,2022-10-19 19:30:00,20,Southampton,Away,198.0,23.0,1.0,2.0,1.0,,,180.0,10.0,,6.0,3.0,3.0,30.0,376.0,1.0,1.0,15.0,15.0,9.0,5.0,1.0,1.0,,,,,,,,,,,8.0,,,,,,7.0,10.0,5.0,7.0,2.0,,80.0,66.0,1.0,1.0,,1.0,25.0,4.0,4.0,,,3.0,8.0,1.0,,7.0,1.0,44.0,45.0,1.0,24.0,8.0,,,28.0,51.0,13.0,8.0,1.0,,,1.0,,167.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,1.0,8.0,,9.0,9.0,,6.0,116.0,54.0,32.0,7.0,,1.0,6.0,3.0,442.0,,,4.0,2.0,,77.0,58.0,20.0,,,,,,137.0,137.0,5.0,35.0,18.0,46.5,,,,1.0,25.0,0.0,,,,101.0,2.0,1.0,3.0,1.0,,2.0,,,5.0,14.0,88.0,357.0,12.0,7.0,232.0,42.0,24.0,11.0,3.0,13.0,10.0,,126.0,1.0,245.0,3.0,,20.0,3.0,64.0,,464.0,3.0,0.0,9.0,23.0,1.0,19.0,3.0,656.0,14.0,19.0,5.0,3.0,11.0,0.0
2292936,13.0,2022-10-23 14:00:00,20,Southampton,Home,198.0,17.0,1.0,2.0,1.0,,,92.0,7.0,1.0,5.0,2.0,2.0,20.0,288.0,1.0,1.0,7.0,11.0,11.0,6.0,1.0,3.0,,,,,,,,,,,6.0,,,,,,5.0,7.0,5.0,5.0,5.0,,57.0,57.0,1.0,,1.0,,16.0,4.0,3.0,,,9.0,7.0,4.0,,12.0,1.0,40.0,41.0,,17.0,6.0,,,19.0,28.0,11.0,6.0,,,,,,116.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,6.0,,3.0,3.0,,5.0,103.0,46.0,24.0,4.0,1.0,1.0,7.0,3.0,338.0,,,5.0,1.0,,40.0,27.0,34.0,,,,,,136.0,136.0,3.0,28.0,21.0,40.7,,,1.0,1.0,16.0,0.0,,,,82.0,2.0,,2.0,1.0,,3.0,1.0,,3.0,12.0,47.0,272.0,9.0,8.0,227.0,39.0,17.0,7.0,9.0,20.0,11.0,,72.0,4.0,151.0,,1.0,5.0,2.0,39.0,4.0,358.0,1.0,0.0,10.0,21.0,1.0,17.0,2.0,533.0,14.0,17.0,3.0,9.0,14.0,0.0
2292944,14.0,2022-10-29 15:00:00,20,Southampton,Away,212.0,13.0,2.0,6.0,4.0,1.0,1.0,198.0,6.0,1.0,9.0,5.0,2.0,19.0,404.0,,,13.0,18.0,18.0,11.0,1.0,2.0,,,,,,,,,,,11.0,,,,1.0,1.0,10.0,4.0,8.0,10.0,4.0,,83.0,69.0,3.0,3.0,,1.0,5.0,4.0,12.0,,,4.0,13.0,3.0,,12.0,2.0,65.0,56.0,1.0,21.0,10.0,1.0,,29.0,59.0,12.0,13.0,,,1.0,4.0,,180.0,,,,,,,7.0,,,,,,,,,10.0,1.0,6.0,6.0,1.0,9.0,118.0,65.0,35.0,8.0,,6.0,6.0,4.0,474.0,,,5.0,1.0,,89.0,50.0,34.0,,,,,,166.0,166.0,4.0,27.0,28.0,55.6,1.0,,,1.0,14.0,0.0,,,,116.0,1.0,1.0,2.0,,,6.0,,,4.0,13.0,90.0,384.0,5.0,12.0,243.0,26.0,21.0,16.0,4.0,24.0,20.0,,130.0,4.0,278.0,1.0,1.0,22.0,2.0,48.0,3.0,497.0,,0.0,14.0,20.0,,21.0,3.0,703.0,28.0,20.0,5.0,4.0,13.0,0.0
2292956,15.0,2022-11-06 14:00:00,20,Southampton,Home,145.0,18.0,3.0,5.0,2.0,,,226.0,2.0,,2.0,8.0,7.0,33.0,366.0,,1.0,13.0,9.0,8.0,9.0,3.0,3.0,,,,,1.0,1.0,,,,,11.0,,,,,1.0,3.0,5.0,2.0,9.0,7.0,,80.0,69.0,2.0,1.0,1.0,,8.0,5.0,2.0,,,8.0,12.0,5.0,1.0,7.0,,33.0,51.0,,17.0,4.0,,,26.0,70.0,7.0,9.0,,,3.0,1.0,1.0,202.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,4.0,,13.0,13.0,,2.0,99.0,69.0,37.0,2.0,,5.0,8.0,5.0,446.0,,,1.0,1.0,,107.0,52.0,30.0,,,,,,158.0,158.0,3.0,24.0,36.0,55.2,,,,,22.0,0.0,,,,87.0,,,,,,6.0,1.0,,5.0,14.0,127.0,350.0,8.0,13.0,170.0,38.0,17.0,21.0,8.0,26.0,18.0,,175.0,6.0,324.0,2.0,,22.0,8.0,65.0,4.0,468.0,,0.0,16.0,21.0,1.0,19.0,1.0,675.0,29.0,9.0,13.0,8.0,15.0,0.0
2292963,16.0,2022-11-12 15:00:00,20,Southampton,Away,176.0,23.0,,7.0,7.0,,2.0,187.0,3.0,,8.0,6.0,6.0,32.0,356.0,,3.0,13.0,11.0,9.0,8.0,,,,,,,,,,,,,8.0,,,,,1.0,6.0,13.0,2.0,9.0,,,72.0,62.0,3.0,2.0,1.0,,8.0,1.0,8.0,,,,9.0,3.0,,9.0,4.0,39.0,41.0,,18.0,12.0,,,20.0,69.0,8.0,8.0,1.0,,2.0,2.0,,157.0,1.0,1.0,1.0,,1.0,,11.0,,,,,,,,,12.0,,10.0,10.0,1.0,8.0,97.0,69.0,39.0,6.0,,3.0,6.0,5.0,420.0,,,2.0,1.0,,90.0,49.0,27.0,,,,,,135.0,135.0,6.0,23.0,20.0,40.1,,,,,13.0,0.0,,,,119.0,4.0,,4.0,1.0,,3.0,1.0,,5.0,10.0,95.0,342.0,8.0,9.0,196.0,53.0,18.0,10.0,,14.0,14.0,,146.0,1.0,263.0,,,17.0,7.0,69.0,2.0,445.0,,0.0,9.0,16.0,4.0,17.0,2.0,619.0,21.0,20.0,7.0,,8.0,0.0
2292979,17.0,2022-12-26 15:00:00,20,Southampton,Home,131.0,12.0,1.0,7.0,6.0,,1.0,130.0,2.0,1.0,9.0,1.0,,12.0,254.0,,1.0,17.0,17.0,14.0,8.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,7.0,,1.0,,,3.0,7.0,7.0,1.0,10.0,4.0,,55.0,56.0,,1.0,1.0,,14.0,3.0,11.0,,,4.0,7.0,3.0,,6.0,1.0,57.0,49.0,,17.0,8.0,1.0,,19.0,46.0,9.0,9.0,,,4.0,2.0,1.0,120.0,,,,,,,4.0,,,,1.0,,,,,8.0,,12.0,12.0,1.0,9.0,81.0,48.0,20.0,2.0,1.0,6.0,4.0,4.0,314.0,,,1.0,,1.0,59.0,33.0,27.0,,,,,1.0,121.0,121.0,4.0,18.0,25.0,33.6,,,,,23.0,0.0,,,,73.0,2.0,,2.0,,,7.0,,,5.0,7.0,55.0,242.0,14.0,10.0,149.0,36.0,17.0,25.0,4.0,16.0,12.0,,91.0,4.0,196.0,2.0,1.0,16.0,,47.0,,329.0,1.0,0.0,14.0,16.0,1.0,23.0,1.0,515.0,21.0,10.0,10.0,4.0,10.0,0.0
2292982,18.0,2022-12-31 15:00:00,20,Southampton,Away,120.0,17.0,1.0,2.0,1.0,,,106.0,2.0,1.0,7.0,7.0,,21.0,224.0,,,22.0,13.0,19.0,5.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,,1.0,6.0,,,,,,6.0,6.0,3.0,3.0,6.0,,50.0,71.0,1.0,1.0,,1.0,10.0,2.0,1.0,,,4.0,4.0,1.0,,13.0,1.0,44.0,50.0,1.0,16.0,6.0,,,18.0,54.0,13.0,6.0,,,1.0,,1.0,156.0,,,,,,,7.0,,,,,,,,2.0,6.0,,15.0,15.0,,7.0,67.0,76.0,29.0,4.0,1.0,2.0,4.0,3.0,324.0,,,1.0,5.0,1.0,41.0,31.0,23.0,,1.0,1.0,1.0,,176.0,176.0,5.0,29.0,29.0,37.5,,,,,20.0,0.0,,,,69.0,1.0,,1.0,1.0,1.0,4.0,1.0,,5.0,8.0,45.0,211.0,10.0,6.0,152.0,51.0,16.0,10.0,4.0,9.0,5.0,1.0,99.0,9.0,199.0,,1.0,23.0,,67.0,,342.0,,0.0,9.0,21.0,,30.0,1.0,548.0,14.0,19.0,4.0,4.0,14.0,0.0
2292999,19.0,2023-01-04 19:30:00,20,Southampton,Home,185.0,16.0,4.0,7.0,3.0,2.0,1.0,187.0,4.0,,4.0,4.0,4.0,24.0,365.0,,,24.0,30.0,25.0,3.0,3.0,3.0,,,1.0,,,1.0,,,,,3.0,,,,,1.0,7.0,3.0,8.0,7.0,1.0,,72.0,64.0,1.0,1.0,,1.0,5.0,2.0,3.0,,,6.0,8.0,6.0,,20.0,,69.0,59.0,1.0,17.0,9.0,1.0,1.0,23.0,68.0,14.0,17.0,,,6.0,4.0,1.0,187.0,,,,,,,6.0,,,,1.0,,,,,9.0,,9.0,9.0,2.0,4.0,94.0,72.0,36.0,2.0,,4.0,2.0,,448.0,,,1.0,1.0,,52.0,78.0,37.0,,,,,,167.0,167.0,7.0,26.0,27.0,62.5,,,,,14.0,0.0,,,,115.0,,,,,,6.0,,,5.0,12.0,109.0,350.0,5.0,6.0,209.0,48.0,17.0,5.0,6.0,24.0,18.0,,161.0,6.0,283.0,1.0,,18.0,4.0,70.0,1.0,468.0,,0.0,8.0,14.0,,29.0,2.0,673.0,15.0,18.0,3.0,6.0,7.0,0.0
2293004,20.0,2023-01-14 15:00:00,20,Southampton,Away,159.0,14.0,1.0,2.0,1.0,,,104.0,4.0,,7.0,8.0,4.0,25.0,261.0,,,10.0,21.0,26.0,7.0,1.0,2.0,1.0,1.0,,,,2.0,,,,,9.0,,,,,,6.0,8.0,4.0,7.0,6.0,,49.0,64.0,1.0,,1.0,2.0,6.0,6.0,7.0,,,4.0,4.0,2.0,,6.0,1.0,55.0,53.0,2.0,33.0,17.0,,,18.0,47.0,18.0,6.0,,1.0,2.0,,2.0,152.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,1.0,17.0,1.0,5.0,5.0,1.0,7.0,75.0,73.0,31.0,6.0,2.0,1.0,8.0,5.0,346.0,,,3.0,1.0,,45.0,37.0,27.0,,,,,,155.0,155.0,5.0,28.0,21.0,47.8,,,3.0,2.0,15.0,0.0,,,,93.0,2.0,1.0,3.0,1.0,1.0,2.0,,,5.0,8.0,57.0,248.0,6.0,9.0,201.0,32.0,33.0,7.0,4.0,10.0,6.0,1.0,100.0,6.0,178.0,1.0,,31.0,5.0,71.0,2.0,369.0,,0.0,13.0,18.0,,16.0,3.0,543.0,26.0,19.0,3.0,4.0,12.0,0.0
2293018,21.0,2023-01-21 15:00:00,20,Southampton,Home,115.0,21.0,2.0,6.0,4.0,1.0,2.0,119.0,5.0,,2.0,4.0,4.0,27.0,228.0,1.0,,11.0,14.0,23.0,4.0,3.0,2.0,,,,,,,,,,,4.0,,,,,2.0,11.0,11.0,5.0,6.0,2.0,,46.0,72.0,1.0,1.0,,,14.0,1.0,5.0,,1.0,2.0,7.0,1.0,,9.0,2.0,57.0,61.0,,24.0,13.0,,,20.0,55.0,19.0,9.0,,,2.0,3.0,,133.0,,,,,,,10.0,,,,,,,,,13.0,,12.0,12.0,2.0,2.0,65.0,69.0,33.0,2.0,,2.0,5.0,5.0,300.0,,,3.0,2.0,,50.0,38.0,19.0,,,,,,145.0,145.0,3.0,35.0,27.0,36.5,,,,1.0,21.0,0.0,,,,78.0,4.0,,4.0,2.0,,2.0,,,5.0,14.0,53.0,216.0,14.0,7.0,147.0,39.0,24.0,13.0,2.0,13.0,11.0,,93.0,2.0,188.0,,,19.0,5.0,64.0,3.0,322.0,1.0,0.0,8.0,25.0,1.0,16.0,1.0,515.0,13.0,15.0,3.0,2.0,11.0,0.0
2293021,22.0,2023-02-04 15:00:00,20,Southampton,Away,152.0,22.0,1.0,3.0,2.0,4.0,,174.0,4.0,,2.0,7.0,2.0,29.0,323.0,,,11.0,20.0,25.0,10.0,1.0,2.0,,,,,,,,,,,11.0,,,,,1.0,3.0,14.0,,5.0,9.0,,69.0,71.0,1.0,2.0,,,4.0,4.0,3.0,1.0,,4.0,4.0,9.0,,10.0,,46.0,55.0,,29.0,14.0,,,32.0,57.0,9.0,10.0,,,4.0,3.0,,152.0,,,,,,,10.0,,,,2.0,,,,,14.0,,17.0,17.0,2.0,2.0,102.0,61.0,32.0,4.0,,3.0,8.0,6.0,404.0,,,5.0,2.0,,41.0,66.0,28.0,,,,,,157.0,157.0,3.0,28.0,35.0,51.7,,,,,14.0,0.0,,,,104.0,1.0,,,1.0,,4.0,,,5.0,24.0,70.0,308.0,4.0,11.0,190.0,43.0,29.0,8.0,2.0,18.0,16.0,,102.0,6.0,255.0,2.0,,19.0,3.0,59.0,2.0,427.0,,0.0,14.0,16.0,,16.0,2.0,620.0,18.0,15.0,4.0,4.0,10.0,0.0
2293038,23.0,2023-02-11 15:00:00,20,Southampton,Home,69.0,32.0,1.0,4.0,3.0,3.0,1.0,167.0,2.0,,,6.0,2.0,35.0,232.0,,,18.0,15.0,31.0,8.0,3.0,4.0,,,,,,,1.0,,,,5.0,,,,,6.0,5.0,8.0,4.0,12.0,5.0,,52.0,66.0,,1.0,,2.0,6.0,5.0,13.0,1.0,,5.0,14.0,3.0,,11.0,,61.0,74.0,2.0,15.0,8.0,,,26.0,70.0,12.0,13.0,,,4.0,2.0,,148.0,,,,,,,4.0,,,,,,,,,8.0,,10.0,10.0,,,64.0,63.0,38.0,2.0,1.0,8.0,3.0,2.0,305.0,,,7.0,3.0,1.0,38.0,87.0,44.0,,,,,,161.0,161.0,11.0,27.0,25.0,40.9,,3.0,,,17.0,0.0,,,,65.0,1.0,,,1.0,,10.0,2.0,,5.0,15.0,98.0,214.0,6.0,11.0,90.0,51.0,15.0,24.0,3.0,22.0,19.0,,158.0,12.0,261.0,,,22.0,2.0,67.0,,329.0,,0.0,17.0,16.0,,24.0,2.0,536.0,32.0,16.0,14.0,5.0,11.0,0.0
2293043,24.0,2023-02-18 15:00:00,20,Southampton,Away,138.0,15.0,,3.0,3.0,,,106.0,5.0,1.0,6.0,,4.0,18.0,241.0,,,11.0,13.0,12.0,3.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,,,,,3.0,14.0,10.0,7.0,4.0,4.0,,51.0,66.0,,1.0,,2.0,8.0,,17.0,1.0,,2.0,3.0,3.0,,9.0,3.0,72.0,68.0,2.0,27.0,12.0,,,19.0,54.0,25.0,16.0,,,1.0,1.0,1.0,130.0,,,,,,,9.0,,,,3.0,,,,,12.0,,13.0,13.0,1.0,6.0,66.0,72.0,34.0,8.0,1.0,2.0,2.0,5.0,290.0,,,8.0,,,42.0,50.0,11.0,,,,,,124.0,124.0,6.0,32.0,18.0,38.7,,,,,21.0,0.0,,,,73.0,3.0,2.0,4.0,,,3.0,,,6.0,10.0,39.0,221.0,8.0,4.0,163.0,47.0,27.0,17.0,1.0,8.0,7.0,,76.0,,165.0,3.0,1.0,16.0,4.0,65.0,1.0,320.0,,0.0,8.0,31.0,,16.0,6.0,536.0,11.0,17.0,9.0,2.0,22.0,0.0
2293054,25.0,2023-02-25 15:00:00,20,Southampton,Away,167.0,19.0,1.0,2.0,1.0,1.0,,103.0,4.0,,3.0,1.0,8.0,13.0,268.0,,,12.0,12.0,11.0,7.0,1.0,1.0,1.0,,,,,,,,,,7.0,,,,,,7.0,9.0,5.0,5.0,3.0,,48.0,64.0,,,,3.0,9.0,3.0,7.0,,,2.0,4.0,5.0,,10.0,1.0,55.0,61.0,3.0,30.0,11.0,,,25.0,49.0,13.0,14.0,,,,,,138.0,,,,,,,7.0,,,,1.0,,,,,11.0,,11.0,11.0,3.0,3.0,78.0,56.0,27.0,9.0,,3.0,5.0,2.0,317.0,,,3.0,5.0,,56.0,35.0,15.0,,,,,,138.0,138.0,3.0,29.0,24.0,39.4,,,,1.0,21.0,0.0,,,,81.0,3.0,,3.0,,1.0,3.0,,,5.0,13.0,45.0,248.0,9.0,8.0,185.0,43.0,30.0,23.0,1.0,10.0,9.0,1.0,79.0,5.0,170.0,1.0,,9.0,8.0,38.0,3.0,345.0,,0.0,8.0,27.0,,15.0,4.0,563.0,8.0,19.0,10.0,2.0,15.0,0.0
2293068,26.0,2023-03-04 17:30:00,20,Southampton,Home,132.0,15.0,,1.0,1.0,1.0,,96.0,6.0,1.0,5.0,4.0,2.0,18.0,227.0,,2.0,14.0,26.0,12.0,5.0,,,1.0,,,,1.0,1.0,,,,,9.0,,1.0,,,,7.0,6.0,5.0,5.0,6.0,,47.0,75.0,,1.0,,,22.0,4.0,9.0,,1.0,3.0,2.0,2.0,,15.0,,69.0,52.0,,20.0,11.0,,1.0,34.0,51.0,12.0,10.0,,,2.0,,1.0,149.0,1.0,,1.0,1.0,,1.0,14.0,,,1.0,,,,,,11.0,,16.0,16.0,1.0,6.0,61.0,55.0,23.0,4.0,1.0,2.0,4.0,5.0,303.0,,,3.0,2.0,,38.0,49.0,16.0,,,,,1.0,160.0,160.0,4.0,26.0,37.0,34.9,,,,,27.0,0.0,,,,73.0,,,,,1.0,2.0,,,4.0,13.0,47.0,213.0,22.0,6.0,168.0,35.0,20.0,16.0,3.0,7.0,4.0,2.0,86.0,7.0,169.0,,1.0,25.0,2.0,66.0,4.0,330.0,,0.0,11.0,21.0,2.0,20.0,4.0,543.0,11.0,16.0,9.0,3.0,9.0,0.0
2293076,27.0,2023-03-12 14:00:00,20,Southampton,Away,172.0,18.0,1.0,4.0,3.0,,,205.0,4.0,1.0,4.0,2.0,9.0,14.0,373.0,,1.0,15.0,11.0,6.0,12.0,1.0,5.0,2.0,,,1.0,,2.0,,,,,10.0,,,1.0,1.0,,6.0,6.0,4.0,8.0,9.0,,70.0,64.0,,,,1.0,10.0,9.0,11.0,,,8.0,12.0,4.0,,12.0,3.0,52.0,41.0,1.0,19.0,6.0,,,25.0,49.0,9.0,12.0,,,2.0,,2.0,147.0,,,,,,,4.0,,,,1.0,,,,,6.0,2.0,15.0,15.0,2.0,4.0,121.0,61.0,44.0,7.0,,2.0,11.0,4.0,426.0,,,3.0,2.0,,80.0,46.0,26.0,,,,,,133.0,133.0,5.0,30.0,24.0,53.3,2.0,,,,24.0,0.0,,,,106.0,3.0,1.0,4.0,,2.0,4.0,1.0,,4.0,12.0,90.0,357.0,10.0,13.0,197.0,34.0,19.0,17.0,6.0,22.0,16.0,2.0,122.0,7.0,269.0,1.0,1.0,8.0,10.0,32.0,2.0,444.0,2.0,0.0,17.0,15.0,3.0,19.0,0.0,653.0,24.0,15.0,8.0,8.0,10.0,0.0
2293088,28.0,2023-03-18 15:00:00,20,Southampton,Home,143.0,11.0,3.0,6.0,3.0,1.0,,251.0,6.0,,2.0,2.0,4.0,13.0,388.0,,2.0,16.0,14.0,10.0,11.0,2.0,5.0,,,1.0,,,1.0,,,,,12.0,1.0,,,,,7.0,11.0,6.0,11.0,8.0,,80.0,53.0,2.0,,3.0,1.0,6.0,5.0,10.0,,1.0,10.0,12.0,2.0,,11.0,,55.0,48.0,1.0,18.0,8.0,,,23.0,61.0,13.0,7.0,2.0,,2.0,,1.0,146.0,2.0,,2.0,1.0,1.0,,9.0,,,1.0,,,,,1.0,8.0,,8.0,8.0,1.0,2.0,108.0,52.0,27.0,3.0,1.0,5.0,10.0,7.0,433.0,,,5.0,4.0,,66.0,80.0,27.0,,,,,1.0,118.0,118.0,4.0,26.0,21.0,50.4,,,1.0,,10.0,0.0,,,,123.0,,,,,,7.0,,,5.0,11.0,143.0,369.0,6.0,15.0,157.0,30.0,18.0,26.0,6.0,20.0,14.0,,182.0,4.0,320.0,,,15.0,4.0,43.0,2.0,457.0,,0.0,19.0,13.0,3.0,17.0,1.0,645.0,30.0,9.0,18.0,10.0,10.0,0.0
2293099,29.0,2023-04-02 14:00:00,20,Southampton,Away,256.0,20.0,,3.0,3.0,,,202.0,7.0,2.0,6.0,3.0,5.0,23.0,455.0,,,27.0,12.0,19.0,4.0,,2.0,,,,,,,,,,,7.0,,,1.0,,,6.0,9.0,3.0,5.0,4.0,,100.0,63.0,,,,2.0,10.0,2.0,7.0,,,3.0,8.0,4.0,,13.0,2.0,58.0,70.0,2.0,22.0,8.0,,,19.0,55.0,11.0,10.0,,,,,,181.0,,,,,,,8.0,,,,2.0,,,,,8.0,1.0,14.0,14.0,3.0,6.0,126.0,67.0,48.0,5.0,,4.0,,3.0,522.0,,,2.0,,,50.0,85.0,25.0,,,,,,160.0,160.0,3.0,27.0,26.0,57.0,1.0,,,,24.0,0.0,,,,137.0,,1.0,2.0,1.0,,4.0,,,4.0,8.0,73.0,436.0,10.0,4.0,286.0,35.0,22.0,30.0,2.0,14.0,12.0,,113.0,3.0,272.0,2.0,2.0,9.0,5.0,43.0,1.0,544.0,,0.0,9.0,26.0,3.0,28.0,2.0,794.0,18.0,30.0,15.0,3.0,15.0,0.0
2293107,30.0,2023-04-08 17:30:00,20,Southampton,Home,152.0,16.0,,2.0,2.0,2.0,1.0,54.0,3.0,,4.0,,1.0,12.0,204.0,,,10.0,13.0,7.0,2.0,1.0,,,,,,,,,,,,3.0,,,,,1.0,2.0,12.0,1.0,3.0,1.0,,48.0,50.0,1.0,,1.0,3.0,13.0,1.0,8.0,,,,4.0,2.0,,3.0,3.0,36.0,41.0,3.0,22.0,13.0,,,19.0,34.0,6.0,10.0,,,1.0,2.0,,108.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,,13.0,,8.0,8.0,2.0,4.0,57.0,43.0,15.0,10.0,,2.0,2.0,1.0,250.0,,,3.0,1.0,,33.0,27.0,12.0,1.0,1.0,1.0,,,96.0,96.0,2.0,28.0,12.0,27.2,,,,1.0,20.0,0.0,,,,58.0,4.0,,4.0,,,2.0,,1.0,5.0,7.0,27.0,186.0,13.0,4.0,179.0,40.0,22.0,19.0,,8.0,8.0,,51.0,3.0,100.0,1.0,,8.0,1.0,46.0,,271.0,,0.0,4.0,11.0,,10.0,0.0,430.0,8.0,13.0,13.0,,9.0,0.0
2293116,31.0,2023-04-15 15:00:00,20,Southampton,Home,250.0,22.0,,2.0,2.0,1.0,,172.0,8.0,,7.0,,3.0,20.0,420.0,1.0,,11.0,14.0,20.0,8.0,,2.0,,,,,,,,,,,9.0,,,,1.0,,2.0,4.0,6.0,7.0,4.0,,77.0,52.0,1.0,1.0,,,8.0,3.0,13.0,,,6.0,6.0,4.0,,14.0,,55.0,59.0,,7.0,3.0,,,20.0,54.0,6.0,12.0,,,3.0,1.0,,163.0,,,,,,,8.0,,,,1.0,,,,,3.0,1.0,16.0,16.0,2.0,7.0,126.0,74.0,48.0,2.0,,3.0,5.0,4.0,472.0,,,4.0,1.0,,66.0,63.0,25.0,,,,,,139.0,139.0,,21.0,24.0,58.2,1.0,,,,19.0,0.0,,,,133.0,,,,1.0,,4.0,,,4.0,12.0,82.0,395.0,8.0,8.0,272.0,47.0,7.0,20.0,3.0,14.0,11.0,,116.0,4.0,241.0,1.0,,4.0,3.0,39.0,3.0,499.0,1.0,0.0,11.0,15.0,1.0,17.0,3.0,684.0,21.0,16.0,12.0,6.0,7.0,0.0
