matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292914,11,2022-10-15 12:30:00,31,Crystal Palace,Away,253.0,17.0,,1.0,1.0,1.0,1.0,174.0,5.0,1.0,7.0,2.0,4.0,28.0,426.0,,,12.0,9.0,13.0,3.0,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,2.0,7.0,8.0,6.0,2.0,6.0,92.0,65.0,,,,1.0,10.0,2.0,5.0,,,2.0,1.0,3.0,,20.0,3.0,51.0,53.0,1.0,25.0,12.0,,,26.0,57.0,13.0,16.0,,2.0,1.0,,168.0,,,,,,,7.0,,2.0,1.0,12.0,,7.0,7.0,2.0,8.0,119.0,75.0,46.0,9.0,,3.0,1.0,1.0,485.0,4.0,,,81.0,52.0,21.0,,,,,133.0,133.0,,30.0,25.0,46.9,,,,3.0,18.0,0.0,135.0,5.0,,6.0,,1.0,,5.0,,,4.0,9.0,83.0,402.0,10.0,4.0,284.0,42.0,25.0,16.0,2.0,7.0,5.0,,123.0,5.0,237.0,2.0,1.0,14.0,4.0,62.0,1.0,514.0,3.0,0.0,8.0,13.0,,14.0,2.0,700.0,8.0,10.0,11.0,2.0,9.0,0.0
2292924,12,2022-10-18 20:15:00,31,Crystal Palace,Home,186.0,23.0,1.0,4.0,3.0,1.0,,188.0,4.0,1.0,1.0,3.0,6.0,25.0,370.0,,,17.0,12.0,17.0,10.0,1.0,3.0,,,1.0,,,1.0,,,,,,10.0,,,,,,,,7.0,7.0,3.0,9.0,5.0,79.0,68.0,2.0,,2.0,1.0,19.0,5.0,4.0,,,4.0,9.0,2.0,,21.0,1.0,58.0,69.0,1.0,15.0,5.0,,,19.0,61.0,14.0,18.0,1.0,4.0,2.0,1.0,168.0,2.0,,2.0,2.0,,,4.0,2.0,,1.0,5.0,1.0,11.0,11.0,,1.0,102.0,74.0,45.0,3.0,1.0,4.0,9.0,4.0,422.0,1.0,1.0,,58.0,62.0,26.0,,,,,146.0,146.0,8.0,21.0,34.0,51.3,,,3.0,,19.0,0.0,100.0,2.0,1.0,3.0,,2.0,,5.0,,,3.0,10.0,86.0,347.0,7.0,13.0,208.0,38.0,15.0,19.0,4.0,17.0,13.0,,122.0,3.0,258.0,,1.0,18.0,6.0,55.0,,449.0,,0.0,14.0,23.0,,23.0,3.0,663.0,26.0,18.0,11.0,4.0,12.0,0.0
2292932,13,2022-10-22 15:00:00,31,Crystal Palace,Away,245.0,17.0,1.0,2.0,1.0,,,144.0,7.0,,3.0,3.0,7.0,22.0,387.0,,,23.0,12.0,10.0,5.0,1.0,1.0,,,2.0,,,2.0,,,,1.0,,6.0,,,,,,,,8.0,5.0,4.0,5.0,4.0,66.0,48.0,,,,,10.0,3.0,5.0,,,4.0,6.0,3.0,,18.0,1.0,56.0,51.0,,17.0,9.0,1.0,1.0,16.0,32.0,14.0,16.0,,2.0,1.0,2.0,133.0,,,,,,,7.0,,1.0,1.0,9.0,,2.0,2.0,,4.0,143.0,50.0,34.0,3.0,,2.0,4.0,2.0,432.0,2.0,2.0,,65.0,38.0,15.0,,,,,132.0,132.0,3.0,22.0,19.0,54.2,,,,1.0,22.0,0.0,114.0,1.0,2.0,3.0,,,,4.0,1.0,,3.0,7.0,55.0,363.0,10.0,6.0,279.0,26.0,17.0,13.0,4.0,14.0,10.0,,72.0,1.0,191.0,1.0,,14.0,7.0,38.0,2.0,456.0,,0.0,9.0,20.0,,23.0,4.0,648.0,15.0,20.0,5.0,4.0,12.0,0.0
2292944,14,2022-10-29 15:00:00,31,Crystal Palace,Home,102.0,8.0,1.0,2.0,1.0,1.0,,190.0,5.0,,6.0,4.0,3.0,19.0,290.0,,,11.0,18.0,18.0,8.0,1.0,1.0,,,1.0,,,1.0,,,,,,10.0,,,,,,,,8.0,10.0,4.0,4.0,8.0,48.0,75.0,1.0,,1.0,,9.0,5.0,5.0,,,8.0,4.0,4.0,,12.0,2.0,56.0,65.0,,33.0,14.0,,,29.0,66.0,13.0,12.0,1.0,3.0,2.0,1.0,160.0,1.0,,1.0,1.0,,,8.0,1.0,,,14.0,,4.0,4.0,,6.0,94.0,63.0,29.0,4.0,,3.0,7.0,3.0,375.0,4.0,2.0,,72.0,71.0,32.0,,,,,164.0,164.0,10.0,31.0,25.0,44.4,,,,1.0,15.0,0.0,100.0,4.0,,4.0,,1.0,,4.0,,,3.0,16.0,124.0,274.0,9.0,10.0,131.0,22.0,33.0,20.0,5.0,15.0,10.0,,186.0,3.0,286.0,,,22.0,3.0,59.0,5.0,402.0,,0.0,12.0,23.0,1.0,12.0,3.0,601.0,24.0,11.0,12.0,8.0,16.0,0.0
2292958,15,2022-11-06 14:00:00,31,Crystal Palace,Away,252.0,21.0,,2.0,2.0,1.0,,265.0,2.0,,7.0,5.0,2.0,30.0,515.0,1.0,,12.0,12.0,10.0,8.0,,1.0,1.0,,,,1.0,2.0,,,,,,12.0,,,,,,,,4.0,3.0,2.0,8.0,7.0,113.0,67.0,1.0,,1.0,2.0,9.0,7.0,2.0,,,5.0,8.0,3.0,,9.0,,35.0,41.0,2.0,9.0,4.0,,,21.0,65.0,7.0,10.0,1.0,4.0,1.0,2.0,176.0,2.0,,1.0,2.0,,1.0,4.0,2.0,,1.0,4.0,,4.0,4.0,,7.0,146.0,70.0,45.0,2.0,1.0,2.0,8.0,6.0,570.0,,,,60.0,100.0,28.0,,,,,127.0,127.0,7.0,25.0,28.0,58.0,,,3.0,,16.0,0.0,156.0,1.0,,1.0,,1.0,1.0,2.0,,,1.0,9.0,127.0,497.0,9.0,10.0,279.0,43.0,9.0,15.0,1.0,13.0,12.0,2.0,160.0,5.0,325.0,,,9.0,2.0,57.0,,591.0,2.0,0.0,15.0,13.0,,17.0,1.0,750.0,31.0,19.0,8.0,5.0,9.0,0.0
2292966,16,2022-11-12 15:00:00,31,Crystal Palace,Away,286.0,19.0,,3.0,3.0,,1.0,268.0,10.0,3.0,4.0,,10.0,20.0,551.0,,,22.0,9.0,14.0,5.0,,1.0,,,,,,,,,,,,5.0,,1.0,,,1.0,,1.0,8.0,7.0,2.0,8.0,,110.0,50.0,,1.0,,3.0,5.0,1.0,4.0,,,5.0,9.0,5.0,,15.0,1.0,47.0,40.0,3.0,13.0,6.0,,,25.0,70.0,13.0,11.0,,3.0,2.0,,181.0,,,,,,,10.0,,1.0,,6.0,1.0,10.0,10.0,1.0,4.0,169.0,74.0,48.0,1.0,,5.0,,,608.0,1.0,1.0,,94.0,86.0,27.0,,,,1.0,140.0,140.0,2.0,17.0,27.0,68.5,1.0,,,1.0,9.0,0.0,173.0,1.0,,1.0,,1.0,,7.0,,,5.0,11.0,91.0,526.0,5.0,5.0,301.0,46.0,13.0,10.0,3.0,19.0,16.0,,139.0,3.0,351.0,1.0,3.0,2.0,10.0,48.0,,633.0,,0.0,8.0,11.0,,23.0,4.0,797.0,24.0,19.0,4.0,5.0,6.0,0.0
2292974,17,2022-12-26 15:00:00,31,Crystal Palace,Home,214.0,18.0,,1.0,1.0,2.0,1.0,61.0,4.0,,8.0,3.0,8.0,20.0,274.0,,,10.0,10.0,4.0,2.0,1.0,,2.0,,,,,,,,,,,3.0,,,,1.0,,,1.0,7.0,20.0,3.0,4.0,,89.0,60.0,,,,1.0,12.0,1.0,4.0,1.0,,1.0,,1.0,,11.0,5.0,41.0,36.0,1.0,36.0,20.0,,,24.0,27.0,12.0,15.0,,2.0,3.0,,145.0,,,,,,,5.0,,3.0,1.0,20.0,1.0,11.0,11.0,2.0,8.0,75.0,70.0,26.0,8.0,,2.0,1.0,,342.0,7.0,,,26.0,27.0,9.0,,,,,134.0,134.0,1.0,28.0,20.0,36.2,1.0,,,,16.0,0.0,59.0,6.0,2.0,7.0,1.0,,2.0,3.0,,,5.0,9.0,19.0,254.0,12.0,3.0,246.0,42.0,36.0,7.0,1.0,5.0,4.0,2.0,42.0,3.0,127.0,3.0,,21.0,9.0,62.0,1.0,368.0,,2.0,4.0,15.0,,11.0,0.0,552.0,6.0,18.0,2.0,1.0,11.0,0.0
2292980,18,2022-12-31 15:00:00,31,Crystal Palace,Away,103.0,18.0,3.0,2.0,,,,117.0,1.0,1.0,4.0,8.0,4.0,24.0,218.0,,,21.0,13.0,12.0,6.0,2.0,5.0,2.0,,,,1.0,1.0,,,,,,7.0,,,,,,,2.0,5.0,4.0,2.0,6.0,9.0,42.0,73.0,2.0,1.0,1.0,3.0,21.0,5.0,12.0,,,7.0,5.0,1.0,,8.0,,53.0,61.0,3.0,22.0,12.0,,,26.0,66.0,11.0,17.0,1.0,4.0,3.0,1.0,157.0,2.0,2.0,2.0,,2.0,,5.0,,1.0,,12.0,,11.0,11.0,,4.0,66.0,76.0,31.0,2.0,1.0,1.0,9.0,6.0,293.0,1.0,2.0,,51.0,71.0,23.0,,,,,163.0,163.0,7.0,34.0,24.0,41.1,,,,,31.0,0.0,52.0,1.0,1.0,2.0,,1.0,2.0,4.0,,,3.0,18.0,71.0,204.0,21.0,10.0,125.0,42.0,22.0,11.0,7.0,15.0,9.0,2.0,119.0,9.0,207.0,1.0,1.0,26.0,4.0,66.0,1.0,317.0,,0.0,15.0,30.0,,29.0,1.0,556.0,21.0,23.0,2.0,7.0,17.0,0.0
2292994,19,2023-01-04 20:00:00,31,Crystal Palace,Home,179.0,13.0,2.0,4.0,2.0,1.0,,212.0,1.0,,5.0,5.0,4.0,26.0,387.0,,,10.0,19.0,8.0,11.0,3.0,6.0,,,,,,,,,,,,12.0,,,,,,,1.0,9.0,9.0,5.0,9.0,10.0,95.0,63.0,,,,,9.0,6.0,5.0,,,10.0,6.0,4.0,,12.0,,56.0,48.0,,10.0,7.0,1.0,,21.0,60.0,11.0,8.0,,1.0,1.0,,165.0,,,,,,,6.0,,,1.0,7.0,,8.0,8.0,2.0,5.0,103.0,79.0,43.0,4.0,,6.0,8.0,4.0,450.0,5.0,,,71.0,54.0,30.0,,,,,148.0,148.0,4.0,27.0,25.0,46.7,,,,,13.0,0.0,109.0,,2.0,2.0,,,,9.0,,,3.0,12.0,99.0,372.0,9.0,14.0,196.0,31.0,10.0,20.0,9.0,20.0,11.0,,133.0,3.0,296.0,,,19.0,6.0,61.0,1.0,472.0,2.0,0.0,19.0,22.0,1.0,13.0,1.0,665.0,28.0,21.0,10.0,10.0,13.0,0.0
2293003,20,2023-01-15 14:00:00,31,Crystal Palace,Away,90.0,13.0,2.0,4.0,2.0,2.0,,163.0,4.0,1.0,6.0,2.0,5.0,15.0,249.0,,,20.0,31.0,16.0,3.0,2.0,3.0,,,,,,,,,,,,6.0,,,,,,,1.0,13.0,13.0,2.0,5.0,5.0,55.0,55.0,,1.0,,3.0,7.0,3.0,9.0,,,7.0,12.0,6.0,,17.0,,90.0,62.0,3.0,26.0,13.0,,1.0,16.0,58.0,17.0,10.0,,1.0,2.0,,131.0,,,,,,,7.0,,,,13.0,,8.0,8.0,1.0,6.0,70.0,71.0,34.0,11.0,,1.0,4.0,5.0,313.0,5.0,2.0,,37.0,67.0,30.0,,,,,165.0,165.0,3.0,21.0,21.0,37.5,,,,2.0,23.0,0.0,79.0,4.0,,4.0,,1.0,,2.0,,,4.0,9.0,88.0,234.0,7.0,5.0,113.0,38.0,26.0,28.0,6.0,26.0,20.0,,130.0,4.0,248.0,,1.0,19.0,5.0,53.0,1.0,335.0,1.0,0.0,10.0,24.0,1.0,28.0,5.0,572.0,17.0,13.0,12.0,7.0,11.0,0.0
2293012,21,2023-01-21 17:30:00,31,Crystal Palace,Home,108.0,17.0,1.0,3.0,2.0,3.0,,107.0,5.0,,3.0,3.0,1.0,25.0,212.0,,1.0,19.0,20.0,18.0,3.0,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,,6.0,14.0,2.0,4.0,2.0,58.0,61.0,,,,1.0,11.0,4.0,6.0,,,3.0,9.0,2.0,,12.0,1.0,58.0,57.0,1.0,30.0,16.0,,,22.0,53.0,13.0,7.0,,,,,152.0,,,,,,,10.0,,,,16.0,,16.0,16.0,4.0,3.0,61.0,67.0,26.0,15.0,,1.0,3.0,1.0,292.0,2.0,2.0,,57.0,39.0,15.0,,,,,150.0,150.0,6.0,25.0,22.0,39.2,,,,1.0,21.0,0.0,45.0,6.0,1.0,7.0,,,,1.0,,,5.0,12.0,55.0,200.0,11.0,4.0,133.0,39.0,30.0,10.0,3.0,14.0,11.0,,97.0,11.0,197.0,,,17.0,2.0,69.0,,316.0,,0.0,6.0,29.0,1.0,23.0,4.0,524.0,15.0,10.0,3.0,3.0,17.0,0.0
2293025,22,2023-02-04 15:00:00,31,Crystal Palace,Away,193.0,14.0,2.0,6.0,4.0,2.0,1.0,155.0,6.0,,4.0,1.0,1.0,21.0,342.0,,1.0,22.0,11.0,8.0,3.0,2.0,4.0,,,,,,,,,,,,4.0,,,,,,,2.0,5.0,10.0,4.0,9.0,1.0,72.0,55.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,,,5.0,7.0,4.0,,11.0,2.0,42.0,39.0,1.0,15.0,11.0,,1.0,16.0,44.0,9.0,9.0,,3.0,3.0,,152.0,1.0,,,,1.0,,6.0,,,1.0,11.0,,13.0,13.0,1.0,4.0,107.0,50.0,31.0,5.0,1.0,1.0,5.0,3.0,410.0,3.0,,,51.0,58.0,25.0,1.0,1.0,1.0,,138.0,138.0,3.0,31.0,17.0,46.9,,,,,28.0,0.0,95.0,2.0,1.0,3.0,,,,5.0,,,4.0,11.0,79.0,327.0,8.0,6.0,225.0,29.0,15.0,16.0,5.0,19.0,14.0,,112.0,4.0,220.0,,,11.0,1.0,42.0,4.0,426.0,1.0,0.0,10.0,16.0,2.0,27.0,2.0,609.0,26.0,11.0,6.0,5.0,9.0,0.0
2293032,23,2023-02-11 15:00:00,31,Crystal Palace,Home,87.0,11.0,,2.0,2.0,1.0,,84.0,5.0,,1.0,7.0,,25.0,169.0,,,11.0,16.0,10.0,4.0,,,,,,,,,,,,,,5.0,,,,,,,1.0,6.0,13.0,4.0,5.0,1.0,41.0,62.0,,,1.0,3.0,6.0,3.0,13.0,,,1.0,8.0,2.0,1.0,16.0,4.0,61.0,48.0,3.0,22.0,13.0,,,25.0,35.0,10.0,11.0,,2.0,2.0,,123.0,,,,,,,8.0,,,1.0,13.0,,15.0,15.0,2.0,1.0,36.0,55.0,27.0,6.0,,2.0,2.0,1.0,214.0,5.0,2.0,,34.0,34.0,18.0,,,,,130.0,130.0,5.0,31.0,18.0,25.8,,,1.0,1.0,9.0,0.0,40.0,5.0,1.0,6.0,,,,2.0,,,4.0,11.0,42.0,154.0,6.0,4.0,112.0,33.0,22.0,15.0,1.0,13.0,12.0,,64.0,4.0,141.0,,,19.0,2.0,64.0,3.0,240.0,,0.0,6.0,19.0,,15.0,4.0,434.0,15.0,16.0,8.0,1.0,14.0,0.0
2293041,24,2023-02-18 15:00:00,31,Crystal Palace,Away,136.0,16.0,3.0,5.0,2.0,,,149.0,6.0,,7.0,4.0,1.0,21.0,280.0,,1.0,5.0,24.0,16.0,6.0,2.0,2.0,,,,,,,,,,,,8.0,,,,,,,,4.0,7.0,5.0,8.0,2.0,53.0,56.0,1.0,,1.0,1.0,7.0,3.0,5.0,,,6.0,6.0,7.0,,6.0,1.0,49.0,50.0,1.0,37.0,16.0,,,26.0,44.0,8.0,10.0,,,,,140.0,1.0,,1.0,1.0,,,11.0,1.0,2.0,,16.0,,14.0,14.0,,7.0,93.0,71.0,30.0,2.0,,2.0,7.0,4.0,333.0,1.0,7.0,,41.0,59.0,18.0,,,,,135.0,135.0,2.0,27.0,16.0,41.3,,2.0,,2.0,12.0,0.0,74.0,1.0,3.0,4.0,,,,3.0,,1.0,4.0,14.0,60.0,263.0,7.0,9.0,159.0,46.0,37.0,16.0,6.0,19.0,13.0,,84.0,2.0,220.0,2.0,,13.0,2.0,54.0,2.0,360.0,,0.0,10.0,15.0,1.0,11.0,2.0,561.0,14.0,14.0,10.0,6.0,9.0,0.0
2293051,25,2023-02-25 19:45:00,31,Crystal Palace,Home,130.0,16.0,,5.0,5.0,2.0,2.0,132.0,4.0,,8.0,2.0,3.0,18.0,257.0,,,15.0,18.0,18.0,3.0,1.0,,,,,,,,,,,,,4.0,,,,1.0,,,2.0,6.0,8.0,4.0,4.0,2.0,53.0,65.0,2.0,3.0,,2.0,9.0,2.0,9.0,,,5.0,10.0,6.0,,8.0,,51.0,62.0,2.0,23.0,11.0,,,16.0,56.0,11.0,14.0,,5.0,3.0,,151.0,,,,,,,5.0,,1.0,1.0,11.0,1.0,6.0,6.0,,8.0,59.0,61.0,30.0,3.0,,2.0,2.0,,326.0,2.0,,,73.0,48.0,25.0,,,,,146.0,146.0,5.0,29.0,23.0,36.2,1.0,,,,18.0,0.0,82.0,2.0,2.0,4.0,,,,4.0,,,2.0,8.0,69.0,241.0,9.0,4.0,154.0,39.0,23.0,20.0,4.0,23.0,19.0,,108.0,4.0,214.0,1.0,,19.0,4.0,53.0,4.0,345.0,,0.0,6.0,16.0,,23.0,2.0,546.0,11.0,14.0,14.0,5.0,11.0,0.0
2293061,26,2023-03-04 15:00:00,31,Crystal Palace,Away,193.0,9.0,,1.0,1.0,1.0,1.0,113.0,5.0,,4.0,3.0,1.0,20.0,305.0,,,14.0,8.0,4.0,2.0,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,10.0,8.0,1.0,2.0,1.0,46.0,54.0,,,,1.0,7.0,1.0,7.0,,1.0,4.0,7.0,3.0,,6.0,1.0,45.0,52.0,1.0,7.0,1.0,,,18.0,45.0,17.0,14.0,,2.0,2.0,,115.0,,,,,,,9.0,,,,1.0,,9.0,9.0,1.0,4.0,95.0,48.0,27.0,2.0,,2.0,1.0,,340.0,3.0,,1.0,47.0,48.0,20.0,,,,,107.0,107.0,7.0,22.0,21.0,41.9,,,,,12.0,0.0,108.0,1.0,,1.0,1.0,,,2.0,,,4.0,11.0,58.0,286.0,7.0,3.0,207.0,31.0,7.0,18.0,3.0,15.0,12.0,,84.0,3.0,172.0,,,11.0,1.0,48.0,5.0,364.0,,1.0,3.0,22.0,,16.0,3.0,523.0,5.0,14.0,11.0,4.0,13.0,0.0
2293071,27,2023-03-11 17:30:00,31,Crystal Palace,Home,133.0,16.0,,2.0,2.0,4.0,,87.0,7.0,,5.0,2.0,2.0,18.0,218.0,,,15.0,12.0,9.0,3.0,1.0,,1.0,,,,,,,,,,,4.0,,,,,,,,8.0,8.0,6.0,3.0,1.0,46.0,49.0,,,,1.0,12.0,4.0,14.0,,,2.0,5.0,,,9.0,2.0,51.0,44.0,1.0,23.0,14.0,,,15.0,32.0,11.0,17.0,,1.0,1.0,,138.0,,,,,,,10.0,,,,14.0,,9.0,9.0,2.0,5.0,61.0,53.0,30.0,6.0,,,4.0,,259.0,5.0,1.0,,74.0,25.0,13.0,1.0,1.0,1.0,,119.0,119.0,3.0,32.0,8.0,32.2,,,,,19.0,0.0,45.0,1.0,2.0,3.0,,,1.0,,,,4.0,9.0,34.0,194.0,12.0,4.0,156.0,42.0,23.0,12.0,2.0,8.0,6.0,1.0,60.0,8.0,142.0,,,8.0,3.0,46.0,3.0,290.0,,0.0,4.0,11.0,,18.0,2.0,470.0,9.0,20.0,7.0,2.0,8.0,0.0
2293080,28,2023-03-19 14:00:00,31,Crystal Palace,Away,164.0,13.0,1.0,2.0,1.0,2.0,,117.0,9.0,,4.0,4.0,3.0,21.0,279.0,,1.0,14.0,18.0,11.0,6.0,1.0,1.0,1.0,,,,,1.0,,,,,,6.0,,,,,,,1.0,9.0,10.0,5.0,8.0,1.0,61.0,52.0,1.0,1.0,1.0,2.0,9.0,3.0,7.0,,1.0,4.0,7.0,1.0,,7.0,1.0,50.0,41.0,2.0,32.0,14.0,,,21.0,37.0,10.0,8.0,,2.0,,1.0,138.0,,,,,,,11.0,,1.0,,14.0,1.0,18.0,18.0,5.0,4.0,81.0,49.0,28.0,5.0,1.0,1.0,6.0,5.0,331.0,5.0,,,45.0,42.0,15.0,,,,,120.0,120.0,4.0,32.0,10.0,37.8,,,,,21.0,0.0,78.0,,1.0,1.0,,,1.0,1.0,,,4.0,10.0,55.0,256.0,9.0,7.0,201.0,32.0,32.0,12.0,3.0,11.0,8.0,1.0,78.0,5.0,168.0,1.0,,19.0,3.0,52.0,2.0,358.0,,0.0,9.0,18.0,1.0,14.0,1.0,545.0,21.0,15.0,4.0,4.0,10.0,0.0
2293094,29,2023-04-01 15:00:00,31,Crystal Palace,Home,172.0,26.0,3.0,6.0,3.0,2.0,,191.0,1.0,,7.0,,3.0,22.0,357.0,2.0,1.0,25.0,17.0,15.0,19.0,2.0,7.0,,,,,2.0,2.0,,1.0,,,1.0,22.0,,,,,,,,7.0,3.0,,20.0,11.0,59.0,66.0,2.0,1.0,1.0,,9.0,14.0,4.0,,1.0,10.0,11.0,3.0,,14.0,1.0,56.0,52.0,,13.0,4.0,,,22.0,52.0,12.0,16.0,,3.0,1.0,2.0,168.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,9.0,9.0,,7.0,121.0,66.0,33.0,1.0,,4.0,18.0,9.0,427.0,1.0,1.0,,63.0,64.0,40.0,,,,,155.0,155.0,8.0,27.0,23.0,51.0,,,3.0,,17.0,0.0,98.0,1.0,,1.0,,1.0,,8.0,3.0,1.0,3.0,13.0,113.0,343.0,9.0,22.0,196.0,54.0,13.0,19.0,9.0,24.0,15.0,,151.0,4.0,274.0,1.0,,8.0,3.0,54.0,1.0,446.0,2.0,0.0,31.0,12.0,1.0,27.0,3.0,671.0,47.0,20.0,9.0,10.0,8.0,0.0
2293103,30,2023-04-09 14:00:00,31,Crystal Palace,Away,169.0,15.0,2.0,7.0,5.0,1.0,1.0,163.0,2.0,,10.0,5.0,7.0,25.0,325.0,1.0,1.0,19.0,16.0,23.0,6.0,3.0,4.0,1.0,,,,1.0,1.0,,,,,2.0,9.0,,,,,,1.0,2.0,7.0,8.0,3.0,14.0,2.0,69.0,77.0,5.0,1.0,4.0,2.0,8.0,4.0,7.0,,,4.0,5.0,3.0,1.0,21.0,4.0,65.0,89.0,2.0,17.0,3.0,,1.0,23.0,69.0,8.0,11.0,3.0,3.0,2.0,1.0,176.0,5.0,,3.0,4.0,1.0,1.0,4.0,4.0,,,3.0,1.0,8.0,8.0,,10.0,96.0,83.0,38.0,2.0,1.0,4.0,10.0,8.0,420.0,,2.0,,83.0,65.0,25.0,,,,,181.0,181.0,5.0,32.0,29.0,52.0,1.0,,3.0,,18.0,0.0,95.0,4.0,2.0,7.0,,,1.0,4.0,1.0,,5.0,12.0,76.0,313.0,8.0,14.0,202.0,47.0,17.0,46.0,4.0,14.0,10.0,2.0,125.0,7.0,248.0,,,23.0,7.0,67.0,2.0,436.0,2.0,0.0,16.0,22.0,3.0,28.0,1.0,690.0,32.0,16.0,33.0,4.0,16.0,0.0
2293116,31,2023-04-15 15:00:00,31,Crystal Palace,Away,156.0,21.0,,1.0,1.0,1.0,,119.0,2.0,,5.0,3.0,5.0,23.0,274.0,,,7.0,20.0,14.0,1.0,,,1.0,,1.0,1.0,,2.0,,,,,,7.0,,,,,1.0,,1.0,5.0,7.0,4.0,4.0,6.0,68.0,60.0,,,1.0,2.0,9.0,4.0,12.0,,,2.0,2.0,2.0,,8.0,1.0,59.0,55.0,2.0,17.0,13.0,,,20.0,36.0,13.0,6.0,,2.0,1.0,2.0,135.0,1.0,,,1.0,,,5.0,2.0,,1.0,13.0,1.0,8.0,8.0,,5.0,82.0,68.0,27.0,6.0,2.0,1.0,1.0,2.0,348.0,3.0,2.0,,42.0,34.0,21.0,,,,,133.0,133.0,2.0,28.0,23.0,41.8,1.0,,,,17.0,0.0,77.0,2.0,2.0,4.0,,,1.0,4.0,,,5.0,8.0,56.0,268.0,9.0,2.0,177.0,51.0,17.0,20.0,2.0,7.0,5.0,1.0,84.0,6.0,192.0,,,8.0,5.0,59.0,1.0,362.0,1.0,0.0,10.0,22.0,2.0,14.0,1.0,534.0,21.0,14.0,13.0,2.0,17.0,0.0
