matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442101,11.0,2012-11-11 16:00:00,14,Liverpool,Away,231.0,19.0,2.0,2.0,,4.0,,213.0,11.0,2.0,7.0,3.0,12.0,26.0,442.0,,2.0,15.0,6.0,7.0,6.0,,,,,,,,,,,1.0,,,5.0,,,,,,1.0,10.0,5.0,,,,71.0,61.0,1.0,,1.0,4.0,2.0,13.0,,,7.0,6.0,4.0,,20.0,2.0,67.0,63.0,4.0,10.0,4.0,,3.0,69.0,13.0,12.0,1.0,,1.0,1.0,,184.0,1.0,,1.0,,1.0,,19.0,,,,2.0,,,,,9.0,,11.0,9.0,,7.0,125.0,76.0,55.0,4.0,,4.0,3.0,3.0,,,,2.0,1.0,,93.0,44.0,12.0,,,,,,154.0,149.0,2.0,33.0,19.0,56.9,,,1.0,0.0,,,,127.0,2.0,,,1.0,,4.0,,1.0,107.0,,7.0,252.0,25.0,15.0,28.0,7.0,18.0,11.0,,139.0,11.0,273.0,2.0,2.0,12.0,13.0,36.0,7.0,507.0,,0.0,9.0,31.0,2.0,21.0,3.0,723.0,,11.0,13.0,7.0,27.0,0.0
442111,12.0,2012-11-17 15:00:00,14,Liverpool,Home,175.0,13.0,1.0,3.0,2.0,2.0,,181.0,6.0,,3.0,2.0,11.0,21.0,353.0,2.0,1.0,18.0,12.0,8.0,13.0,1.0,,,,1.0,,,1.0,,,,,1.0,18.0,,,,,,,2.0,8.0,,,,69.0,49.0,3.0,1.0,3.0,2.0,6.0,3.0,,,10.0,14.0,3.0,1.0,12.0,1.0,44.0,54.0,2.0,7.0,5.0,,,59.0,9.0,11.0,2.0,,2.0,1.0,1.0,168.0,2.0,,2.0,2.0,,,12.0,,,3.0,,,,,,7.0,,17.0,15.0,,3.0,91.0,70.0,47.0,5.0,,6.0,10.0,6.0,,,,1.0,4.0,,49.0,62.0,21.0,,,,,,136.0,130.0,5.0,23.0,17.0,48.9,,,2.0,0.0,,,,90.0,,2.0,,2.0,,10.0,1.0,3.0,110.0,,16.0,186.0,21.0,13.0,20.0,7.0,24.0,18.0,,145.0,6.0,256.0,,,9.0,11.0,37.0,1.0,418.0,2.0,0.0,22.0,23.0,2.0,24.0,0.0,627.0,,7.0,12.0,10.0,19.0,0.0
442126,13.0,2012-11-25 13:30:00,14,Liverpool,Away,206.0,18.0,2.0,4.0,2.0,1.0,,253.0,8.0,1.0,2.0,1.0,24.0,33.0,455.0,,2.0,18.0,11.0,14.0,10.0,3.0,,1.0,,,,,,,,,,1.0,16.0,,,1.0,,,1.0,9.0,9.0,,,,73.0,60.0,2.0,3.0,,5.0,5.0,7.0,,2.0,6.0,11.0,2.0,,14.0,2.0,57.0,48.0,5.0,12.0,5.0,,1.0,71.0,10.0,6.0,,,1.0,,,197.0,,,,,,,14.0,,,,,,,,,8.0,1.0,17.0,10.0,,2.0,124.0,82.0,50.0,7.0,,4.0,9.0,9.0,,,,7.0,3.0,,63.0,60.0,14.0,,,,,,154.0,143.0,5.0,20.0,31.0,50.5,1.0,,2.0,0.0,,,,139.0,2.0,,,2.0,1.0,7.0,1.0,2.0,141.0,,13.0,222.0,27.0,23.0,28.0,6.0,19.0,13.0,1.0,176.0,7.0,330.0,,2.0,13.0,24.0,52.0,3.0,533.0,1.0,0.0,21.0,15.0,4.0,20.0,0.0,750.0,,7.0,13.0,6.0,13.0,0.0
442135,14.0,2012-11-28 19:45:00,14,Liverpool,Away,260.0,19.0,1.0,4.0,3.0,1.0,,213.0,8.0,,6.0,1.0,17.0,34.0,469.0,,2.0,25.0,11.0,14.0,5.0,,,,,,,,,,1.0,,,,12.0,,,,,,,5.0,11.0,,,,75.0,49.0,1.0,3.0,,,7.0,8.0,,2.0,12.0,13.0,4.0,,24.0,2.0,74.0,52.0,,7.0,2.0,1.0,2.0,86.0,18.0,6.0,,,,,,201.0,,,,,,,8.0,,,,,,,,1.0,5.0,,10.0,9.0,,6.0,140.0,87.0,56.0,1.0,,1.0,4.0,5.0,,,,2.0,1.0,,79.0,70.0,22.0,,,,,,171.0,165.0,2.0,19.0,21.0,65.0,,,,0.0,,,,140.0,2.0,3.0,,,,5.0,1.0,2.0,124.0,,5.0,268.0,34.0,13.0,28.0,12.0,29.0,17.0,,181.0,5.0,317.0,,,8.0,18.0,52.0,1.0,556.0,,0.0,17.0,18.0,3.0,29.0,2.0,765.0,,9.0,14.0,12.0,16.0,0.0
442141,15.0,2012-12-01 15:00:00,14,Liverpool,Home,249.0,16.0,4.0,10.0,6.0,4.0,,233.0,10.0,1.0,7.0,3.0,19.0,41.0,472.0,,3.0,26.0,4.0,15.0,17.0,3.0,,1.0,,,1.0,,1.0,,,,,,16.0,,,1.0,1.0,,1.0,4.0,5.0,,,,81.0,57.0,3.0,3.0,,3.0,4.0,5.0,,,10.0,17.0,1.0,1.0,19.0,1.0,53.0,48.0,3.0,12.0,5.0,,2.0,77.0,14.0,8.0,,,2.0,1.0,1.0,212.0,1.0,,1.0,,1.0,,10.0,,,,,,,,4.0,9.0,2.0,10.0,9.0,,7.0,132.0,78.0,57.0,4.0,,10.0,11.0,8.0,,,,2.0,4.0,,55.0,98.0,23.0,,,,,,162.0,154.0,4.0,20.0,26.0,63.9,2.0,,2.0,0.0,,,,130.0,,1.0,,1.0,1.0,11.0,1.0,2.0,128.0,,21.0,261.0,27.0,20.0,21.0,9.0,28.0,19.0,2.0,178.0,9.0,322.0,,1.0,11.0,19.0,58.0,3.0,555.0,,0.0,23.0,19.0,3.0,30.0,2.0,774.0,,8.0,6.0,10.0,15.0,0.0
442157,16.0,2012-12-09 16:00:00,14,Liverpool,Away,212.0,18.0,2.0,4.0,2.0,8.0,,237.0,7.0,,8.0,5.0,15.0,33.0,445.0,,1.0,19.0,14.0,15.0,10.0,,,2.0,,,,,,1.0,,,,,16.0,,,,,,,7.0,5.0,,,,83.0,59.0,2.0,,2.0,2.0,5.0,9.0,,,5.0,12.0,5.0,1.0,18.0,,61.0,54.0,2.0,19.0,10.0,,2.0,73.0,12.0,11.0,,,2.0,,,214.0,3.0,,2.0,3.0,,,8.0,,,3.0,3.0,,,,1.0,19.0,,8.0,5.0,,8.0,122.0,94.0,67.0,2.0,2.0,5.0,8.0,4.0,,,,2.0,1.0,1.0,60.0,68.0,24.0,1.0,1.0,1.0,,,172.0,152.0,,21.0,26.0,61.4,,,2.0,0.0,,,,116.0,2.0,1.0,,,2.0,8.0,1.0,3.0,122.0,,13.0,236.0,33.0,39.0,15.0,4.0,21.0,17.0,4.0,173.0,16.0,320.0,3.0,,16.0,16.0,48.0,1.0,535.0,,0.0,17.0,22.0,1.0,21.0,2.0,754.0,,13.0,6.0,5.0,16.0,0.0
442160,17.0,2012-12-15 15:00:00,14,Liverpool,Home,173.0,18.0,5.0,9.0,4.0,1.0,,332.0,5.0,2.0,6.0,,20.0,55.0,496.0,,1.0,31.0,16.0,10.0,16.0,2.0,,,,,,1.0,2.0,,,,1.0,,21.0,,,,,,3.0,5.0,6.0,,,,69.0,61.0,,,,,11.0,4.0,,1.0,7.0,21.0,13.0,,11.0,2.0,49.0,35.0,,9.0,7.0,1.0,1.0,93.0,5.0,9.0,,,5.0,3.0,2.0,187.0,1.0,,,1.0,,,5.0,,,1.0,,,,,1.0,8.0,,9.0,6.0,,6.0,158.0,75.0,59.0,2.0,1.0,7.0,12.0,8.0,,,,,2.0,,87.0,95.0,38.0,,,,,,151.0,147.0,4.0,22.0,28.0,72.1,,,,0.0,,,,150.0,1.0,2.0,,,,10.0,2.0,2.0,204.0,,19.0,180.0,29.0,13.0,19.0,6.0,43.0,37.0,,253.0,4.0,427.0,,2.0,5.0,21.0,65.0,3.0,564.0,,0.0,29.0,11.0,4.0,33.0,1.0,780.0,,13.0,5.0,7.0,9.0,0.0
442170,18.0,2012-12-22 17:30:00,14,Liverpool,Home,243.0,17.0,4.0,7.0,3.0,1.0,2.0,247.0,4.0,1.0,2.0,1.0,19.0,29.0,483.0,1.0,1.0,15.0,5.0,14.0,15.0,2.0,,,,,,1.0,1.0,,,,,,15.0,,,,,,1.0,3.0,5.0,,,,75.0,61.0,4.0,3.0,2.0,,5.0,8.0,,,8.0,8.0,6.0,1.0,7.0,4.0,45.0,52.0,,10.0,4.0,,,59.0,13.0,6.0,1.0,,5.0,3.0,1.0,186.0,4.0,1.0,3.0,2.0,2.0,,4.0,,,2.0,1.0,,,,,7.0,,19.0,17.0,2.0,3.0,151.0,74.0,60.0,2.0,2.0,8.0,13.0,9.0,,,,2.0,,,59.0,78.0,28.0,,,,,,127.0,119.0,4.0,25.0,29.0,55.6,,,,0.0,,,,141.0,1.0,3.0,,,,9.0,,3.0,114.0,,21.0,254.0,26.0,18.0,20.0,5.0,22.0,17.0,,154.0,5.0,321.0,1.0,1.0,6.0,20.0,41.0,2.0,553.0,1.0,0.0,23.0,24.0,3.0,15.0,1.0,740.0,,12.0,8.0,8.0,21.0,0.0
442187,19.0,2012-12-26 19:45:00,14,Liverpool,Away,197.0,9.0,2.0,8.0,6.0,2.0,1.0,230.0,6.0,,4.0,5.0,15.0,34.0,419.0,,1.0,25.0,24.0,26.0,14.0,,,,,,,,1.0,,,,,,12.0,1.0,,,1.0,,,8.0,2.0,,,,59.0,63.0,2.0,2.0,,,7.0,1.0,,,8.0,8.0,4.0,,13.0,1.0,56.0,66.0,,25.0,11.0,,,64.0,6.0,11.0,,,4.0,2.0,1.0,191.0,,,,,,,7.0,,,,1.0,,,,1.0,19.0,1.0,9.0,8.0,,4.0,124.0,76.0,53.0,6.0,1.0,5.0,9.0,4.0,,,,3.0,3.0,,79.0,61.0,20.0,,,,,1.0,155.0,140.0,1.0,33.0,21.0,62.4,1.0,,1.0,0.0,,,,122.0,2.0,,,1.0,,6.0,,3.0,113.0,,14.0,219.0,20.0,40.0,21.0,7.0,21.0,14.0,,148.0,3.0,298.0,1.0,,17.0,16.0,48.0,4.0,496.0,,0.0,17.0,21.0,5.0,27.0,1.0,718.0,,14.0,8.0,8.0,19.0,0.0
442195,20.0,2012-12-30 16:00:00,14,Liverpool,Away,272.0,21.0,3.0,3.0,2.0,1.0,,251.0,10.0,1.0,7.0,4.0,31.0,43.0,520.0,2.0,1.0,22.0,8.0,11.0,11.0,2.0,,,,,,,,,,,,,13.0,,,,,,,1.0,13.0,,,,103.0,69.0,4.0,4.0,2.0,,5.0,4.0,,,9.0,10.0,4.0,1.0,17.0,3.0,47.0,61.0,,7.0,2.0,,,74.0,9.0,9.0,2.0,,5.0,2.0,,213.0,2.0,,1.0,1.0,1.0,,11.0,,,2.0,,,,,1.0,4.0,,14.0,12.0,1.0,7.0,143.0,90.0,63.0,1.0,,5.0,10.0,7.0,,,,1.0,,,81.0,65.0,26.0,,,,,,154.0,148.0,4.0,26.0,30.0,66.5,,,,0.0,,,,155.0,,6.0,,2.0,,7.0,1.0,3.0,139.0,,15.0,291.0,39.0,13.0,25.0,6.0,20.0,16.0,1.0,195.0,4.0,343.0,,1.0,13.0,34.0,60.0,,614.0,2.0,0.0,19.0,26.0,1.0,23.0,1.0,820.0,,8.0,15.0,9.0,20.0,0.0
