matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755404,11.0,2014-11-08 12:45:00,14,Liverpool,Home,277.0,24.0,2.0,6.0,5.0,2.0,,177.0,9.0,1.0,5.0,7.0,7.0,42.0,448.0,,,22.0,9.0,14.0,8.0,1.0,,1.0,,,,,,,,,9.0,,,,,,1.0,5.0,12.0,3.0,,,,79.0,53.0,,,,4.0,14.0,7.0,13.0,,2.0,5.0,9.0,13.0,,11.0,2.0,53.0,54.0,4.0,29.0,16.0,,4.0,64.0,9.0,12.0,,,,1.0,,175.0,1.0,,,1.0,,,9.0,,,1.0,,,,,,16.0,,15.0,15.0,1.0,5.0,137.0,68.0,52.0,8.0,1.0,1.0,9.0,4.0,498.0,,,7.0,3.0,,62.0,43.0,21.0,,,,,,144.0,144.0,4.0,22.0,20.0,58.4,,1.0,14.0,0.0,,,,133.0,3.0,,3.0,,,1.0,1.0,,3.0,96.0,424.0,8.0,10.0,289.0,44.0,29.0,24.0,5.0,27.0,23.0,1.0,147.0,7.0,262.0,,1.0,20.0,9.0,69.0,6.0,524.0,,0.0,12.0,16.0,2.0,27.0,2.0,749.0,,11.0,13.0,5.0,10.0,0.0
755416,12.0,2014-11-23 13:30:00,14,Liverpool,Away,255.0,14.0,2.0,3.0,1.0,4.0,,212.0,4.0,,10.0,3.0,9.0,29.0,464.0,,1.0,14.0,19.0,24.0,7.0,1.0,,,,2.0,,2.0,,,,,7.0,,,,,,1.0,3.0,6.0,9.0,,,,81.0,50.0,1.0,,1.0,2.0,9.0,2.0,7.0,,1.0,3.0,6.0,6.0,,9.0,1.0,51.0,58.0,2.0,45.0,32.0,1.0,1.0,64.0,10.0,21.0,1.0,,3.0,,2.0,193.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,1.0,32.0,,13.0,13.0,,10.0,129.0,86.0,63.0,4.0,,6.0,3.0,1.0,493.0,,,6.0,1.0,,52.0,36.0,25.0,,,,,,110.0,110.0,1.0,16.0,22.0,63.6,,,9.0,0.0,,,,124.0,,2.0,2.0,,,,9.0,,2.0,97.0,438.0,6.0,9.0,260.0,25.0,45.0,13.0,3.0,15.0,12.0,,134.0,10.0,282.0,2.0,,11.0,10.0,50.0,1.0,527.0,,0.0,12.0,10.0,2.0,19.0,2.0,730.0,,11.0,5.0,3.0,9.0,0.0
755424,13.0,2014-11-29 15:00:00,14,Liverpool,Home,169.0,13.0,1.0,4.0,3.0,2.0,,177.0,4.0,1.0,,7.0,8.0,26.0,342.0,1.0,,22.0,23.0,25.0,8.0,,,1.0,,1.0,,1.0,,,,,12.0,,,1.0,,,,3.0,6.0,7.0,,,,57.0,67.0,,,1.0,2.0,13.0,6.0,6.0,1.0,,5.0,10.0,6.0,1.0,11.0,2.0,57.0,62.0,2.0,36.0,20.0,,,71.0,11.0,7.0,,,5.0,2.0,1.0,185.0,,,,,,,10.0,,,1.0,1.0,,,,,20.0,1.0,13.0,13.0,2.0,,108.0,91.0,54.0,5.0,,3.0,5.0,3.0,421.0,,,6.0,1.0,,40.0,63.0,28.0,,,,,,155.0,155.0,7.0,28.0,27.0,47.7,1.0,1.0,13.0,0.0,,,,94.0,2.0,2.0,3.0,,2.0,1.0,7.0,,2.0,92.0,330.0,4.0,8.0,182.0,30.0,36.0,15.0,4.0,22.0,18.0,1.0,156.0,7.0,284.0,1.0,1.0,18.0,8.0,64.0,,444.0,2.0,0.0,16.0,21.0,3.0,24.0,0.0,651.0,,15.0,9.0,5.0,18.0,0.0
755436,14.0,2014-12-02 19:45:00,14,Liverpool,Away,205.0,12.0,2.0,2.0,,2.0,,142.0,4.0,,,5.0,14.0,29.0,345.0,,1.0,12.0,34.0,30.0,2.0,2.0,,2.0,,,,,1.0,,,1.0,7.0,,,,,,1.0,7.0,8.0,13.0,,,,76.0,70.0,2.0,1.0,2.0,6.0,18.0,5.0,10.0,1.0,2.0,4.0,5.0,4.0,,12.0,2.0,69.0,79.0,6.0,56.0,35.0,,2.0,47.0,10.0,11.0,,,4.0,4.0,,165.0,1.0,,1.0,1.0,,,9.0,,,2.0,,,,,1.0,35.0,,13.0,13.0,1.0,,91.0,75.0,34.0,7.0,3.0,1.0,4.0,3.0,409.0,,,7.0,2.0,1.0,27.0,65.0,15.0,,,,,,147.0,147.0,3.0,29.0,30.0,53.4,,,18.0,0.0,,,,103.0,3.0,1.0,3.0,,1.0,2.0,3.0,1.0,3.0,50.0,330.0,13.0,6.0,228.0,30.0,56.0,15.0,3.0,16.0,13.0,5.0,84.0,6.0,223.0,,,22.0,15.0,64.0,6.0,435.0,,0.0,11.0,29.0,2.0,17.0,2.0,679.0,,13.0,10.0,4.0,23.0,0.0
755445,15.0,2014-12-06 15:00:00,14,Liverpool,Home,125.0,9.0,,4.0,4.0,3.0,,257.0,7.0,,2.0,3.0,11.0,23.0,378.0,,,17.0,23.0,16.0,13.0,,,,,1.0,,1.0,,,,,14.0,,,,,,,5.0,3.0,4.0,,,,64.0,56.0,,,,1.0,9.0,7.0,6.0,,1.0,5.0,15.0,9.0,,7.0,1.0,58.0,70.0,1.0,32.0,18.0,,,68.0,12.0,14.0,,,4.0,1.0,1.0,167.0,,,,,,,8.0,,,,1.0,,,,1.0,18.0,,20.0,20.0,,2.0,126.0,64.0,42.0,7.0,,4.0,9.0,2.0,431.0,,,2.0,3.0,,82.0,49.0,25.0,,,,,,142.0,142.0,8.0,17.0,28.0,53.2,,,9.0,0.0,,,,100.0,,1.0,1.0,,1.0,,6.0,,2.0,151.0,354.0,6.0,13.0,135.0,22.0,32.0,28.0,3.0,28.0,25.0,1.0,196.0,7.0,350.0,1.0,,12.0,13.0,36.0,1.0,457.0,1.0,0.0,15.0,24.0,1.0,21.0,1.0,685.0,,13.0,17.0,5.0,19.0,0.0
755459,16.0,2014-12-14 13:30:00,14,Liverpool,Away,179.0,15.0,3.0,5.0,2.0,4.0,,159.0,2.0,2.0,9.0,4.0,7.0,21.0,333.0,2.0,3.0,18.0,6.0,8.0,16.0,,,,,,,1.0,,,,1.0,13.0,,,,,,,5.0,7.0,4.0,,,,57.0,68.0,2.0,3.0,,2.0,19.0,6.0,10.0,,1.0,7.0,6.0,1.0,,20.0,2.0,63.0,55.0,2.0,21.0,12.0,1.0,,53.0,14.0,13.0,,,3.0,2.0,1.0,154.0,,,,,,,4.0,,,,1.0,,,,1.0,12.0,1.0,11.0,11.0,,9.0,101.0,67.0,36.0,2.0,,3.0,13.0,9.0,396.0,,,2.0,2.0,,56.0,49.0,14.0,,,,,,145.0,145.0,7.0,30.0,22.0,45.3,,,19.0,0.0,,,,104.0,2.0,1.0,3.0,,,,4.0,1.0,3.0,85.0,318.0,10.0,16.0,198.0,33.0,21.0,32.0,6.0,15.0,9.0,1.0,127.0,10.0,233.0,1.0,2.0,13.0,7.0,45.0,2.0,416.0,2.0,0.0,19.0,18.0,6.0,25.0,3.0,637.0,,6.0,17.0,7.0,14.0,0.0
755465,17.0,2014-12-21 16:00:00,14,Liverpool,Home,288.0,29.0,4.0,7.0,3.0,,,231.0,2.0,2.0,1.0,3.0,7.0,35.0,512.0,,,22.0,21.0,20.0,17.0,4.0,,,,1.0,,1.0,,,,1.0,21.0,,,,,,2.0,5.0,4.0,3.0,,,,102.0,70.0,,1.0,,2.0,19.0,4.0,12.0,,,10.0,11.0,,1.0,13.0,1.0,64.0,76.0,2.0,23.0,12.0,,,64.0,6.0,14.0,1.0,,3.0,1.0,1.0,210.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,12.0,,10.0,10.0,,2.0,146.0,87.0,60.0,6.0,,10.0,13.0,10.0,589.0,,,1.0,1.0,,75.0,56.0,19.0,,,,,,158.0,158.0,5.0,25.0,36.0,63.5,,,19.0,0.0,,,,152.0,,1.0,1.0,1.0,,,13.0,,2.0,108.0,494.0,6.0,23.0,319.0,50.0,23.0,23.0,8.0,20.0,12.0,,149.0,5.0,311.0,1.0,2.0,15.0,7.0,58.0,,610.0,,1.0,27.0,32.0,1.0,26.0,0.0,835.0,,16.0,11.0,10.0,23.0,0.0
755474,18.0,2014-12-26 15:00:00,14,Liverpool,Away,258.0,33.0,1.0,1.0,,4.0,,144.0,4.0,,3.0,2.0,10.0,21.0,401.0,,2.0,24.0,28.0,24.0,7.0,1.0,1.0,,,,,,,,,1.0,9.0,,,,,,,3.0,6.0,10.0,4.0,6.0,,75.0,68.0,1.0,,1.0,1.0,19.0,5.0,8.0,,,2.0,4.0,1.0,,12.0,,56.0,65.0,1.0,56.0,21.0,,,46.0,5.0,5.0,1.0,,,,,210.0,1.0,,1.0,1.0,,,19.0,,,1.0,2.0,,,,,21.0,,18.0,18.0,4.0,3.0,112.0,87.0,45.0,8.0,,2.0,7.0,3.0,501.0,,,4.0,1.0,,20.0,76.0,21.0,,,,,,175.0,175.0,2.0,33.0,25.0,52.4,,4.0,19.0,0.0,,,,132.0,,,,,4.0,,2.0,,3.0,67.0,390.0,7.0,9.0,314.0,75.0,56.0,12.0,2.0,7.0,5.0,,100.0,11.0,222.0,2.0,,14.0,10.0,70.0,4.0,529.0,,0.0,10.0,27.0,6.0,27.0,1.0,752.0,10.0,18.0,9.0,2.0,21.0,0.0
755485,19.0,2014-12-29 20:00:00,14,Liverpool,Home,209.0,10.0,3.0,5.0,2.0,2.0,,187.0,2.0,1.0,6.0,5.0,6.0,26.0,391.0,,1.0,21.0,15.0,9.0,12.0,2.0,,1.0,,,,,,,,,19.0,,,,1.0,1.0,,5.0,7.0,4.0,,,,65.0,50.0,3.0,2.0,2.0,4.0,16.0,3.0,10.0,,1.0,6.0,3.0,2.0,,2.0,2.0,42.0,46.0,4.0,21.0,10.0,,1.0,49.0,8.0,5.0,2.0,,1.0,,,150.0,2.0,,1.0,2.0,,,7.0,,,3.0,,,,,,10.0,3.0,14.0,14.0,1.0,6.0,131.0,69.0,49.0,3.0,1.0,4.0,12.0,11.0,456.0,,,2.0,3.0,,70.0,49.0,15.0,,,,,,118.0,118.0,1.0,16.0,24.0,43.5,2.0,,16.0,0.0,,,,127.0,2.0,1.0,3.0,,1.0,1.0,7.0,1.0,3.0,91.0,383.0,7.0,16.0,229.0,18.0,21.0,18.0,6.0,11.0,5.0,1.0,132.0,7.0,255.0,,1.0,17.0,9.0,50.0,2.0,473.0,,0.0,21.0,21.0,3.0,23.0,1.0,658.0,,14.0,11.0,6.0,15.0,0.0
755495,20.0,2015-01-01 15:00:00,14,Liverpool,Home,222.0,16.0,2.0,5.0,3.0,2.0,,178.0,6.0,,8.0,3.0,3.0,35.0,395.0,1.0,,18.0,16.0,20.0,12.0,1.0,,2.0,,,,,,,,,14.0,2.0,,,,,,7.0,6.0,10.0,,,,64.0,63.0,,,2.0,4.0,13.0,3.0,12.0,,,4.0,8.0,,,8.0,,60.0,59.0,4.0,37.0,20.0,,,56.0,13.0,8.0,,,3.0,1.0,,174.0,,,,,,,10.0,,,,3.0,,,,,20.0,,8.0,8.0,,8.0,122.0,75.0,46.0,5.0,2.0,8.0,5.0,6.0,459.0,,,5.0,,,73.0,44.0,13.0,,,,,2.0,130.0,130.0,5.0,23.0,27.0,58.8,,1.0,13.0,0.0,,,,121.0,1.0,,1.0,,1.0,2.0,9.0,1.0,3.0,97.0,378.0,9.0,13.0,248.0,28.0,37.0,20.0,3.0,12.0,9.0,3.0,137.0,5.0,245.0,3.0,,20.0,3.0,71.0,2.0,481.0,1.0,0.0,18.0,22.0,2.0,20.0,2.0,687.0,,14.0,9.0,4.0,16.0,0.0
755510,21.0,2015-01-10 12:45:00,14,Liverpool,Away,202.0,9.0,3.0,5.0,2.0,2.0,,248.0,1.0,,2.0,5.0,16.0,21.0,445.0,1.0,1.0,15.0,5.0,2.0,12.0,2.0,,,,1.0,,2.0,,,,1.0,14.0,,,1.0,,,2.0,10.0,1.0,4.0,11.0,10.0,,98.0,50.0,2.0,1.0,1.0,4.0,16.0,7.0,7.0,,1.0,6.0,6.0,1.0,,8.0,,35.0,55.0,4.0,28.0,12.0,,,51.0,11.0,10.0,,,4.0,1.0,2.0,157.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,1.0,12.0,1.0,9.0,9.0,,2.0,128.0,73.0,50.0,6.0,1.0,7.0,8.0,4.0,488.0,,,2.0,1.0,,48.0,44.0,23.0,,,,,,102.0,102.0,7.0,14.0,25.0,52.6,1.0,1.0,16.0,0.0,,,,125.0,,1.0,1.0,,2.0,,10.0,,2.0,92.0,433.0,11.0,15.0,219.0,18.0,28.0,22.0,5.0,13.0,8.0,1.0,120.0,3.0,302.0,1.0,,19.0,16.0,44.0,,508.0,1.0,0.0,21.0,26.0,4.0,21.0,4.0,702.0,23.0,11.0,17.0,6.0,21.0,0.0
755513,22.0,2015-01-17 15:00:00,14,Liverpool,Away,196.0,17.0,2.0,5.0,3.0,2.0,,179.0,1.0,3.0,9.0,3.0,6.0,23.0,370.0,,1.0,20.0,22.0,16.0,8.0,2.0,,,,,,,,,,,10.0,,,,,,,6.0,10.0,5.0,,,,66.0,65.0,2.0,1.0,1.0,2.0,14.0,2.0,8.0,,,5.0,2.0,4.0,,10.0,2.0,59.0,54.0,2.0,42.0,21.0,,,59.0,11.0,13.0,1.0,,2.0,,,170.0,2.0,,1.0,2.0,,,8.0,,,2.0,5.0,,,,2.0,21.0,,17.0,17.0,2.0,9.0,112.0,82.0,47.0,9.0,,5.0,7.0,5.0,437.0,,,4.0,3.0,,41.0,61.0,17.0,,,,,,141.0,141.0,4.0,20.0,28.0,51.5,,2.0,14.0,0.0,,,,117.0,2.0,2.0,4.0,,1.0,,5.0,1.0,3.0,84.0,359.0,7.0,12.0,213.0,36.0,42.0,17.0,4.0,10.0,6.0,1.0,131.0,5.0,262.0,5.0,3.0,20.0,6.0,63.0,5.0,465.0,,0.0,12.0,21.0,6.0,23.0,1.0,685.0,,10.0,7.0,5.0,14.0,0.0
755527,23.0,2015-01-31 15:00:00,14,Liverpool,Home,216.0,23.0,,3.0,3.0,4.0,1.0,242.0,3.0,1.0,7.0,4.0,10.0,23.0,455.0,,2.0,24.0,19.0,14.0,8.0,,,1.0,,,,2.0,,,,,19.0,,,,,,,4.0,5.0,2.0,,,,79.0,67.0,2.0,1.0,2.0,4.0,20.0,5.0,6.0,,2.0,5.0,5.0,3.0,,14.0,,58.0,66.0,4.0,44.0,30.0,,,61.0,12.0,11.0,1.0,,3.0,1.0,2.0,200.0,2.0,,2.0,2.0,,,5.0,,,2.0,1.0,,,,1.0,30.0,,5.0,5.0,,7.0,131.0,85.0,58.0,7.0,,4.0,6.0,7.0,524.0,,,3.0,1.0,,61.0,58.0,21.0,,,,,,136.0,136.0,4.0,24.0,31.0,66.1,,3.0,20.0,0.0,,,,132.0,2.0,,2.0,,1.0,1.0,9.0,,2.0,108.0,441.0,9.0,10.0,238.0,43.0,44.0,24.0,4.0,13.0,9.0,1.0,152.0,6.0,317.0,1.0,1.0,15.0,11.0,49.0,1.0,542.0,1.0,0.0,21.0,26.0,5.0,26.0,1.0,779.0,,12.0,15.0,5.0,19.0,0.0
755535,24.0,2015-02-07 17:30:00,14,Liverpool,Away,280.0,11.0,,,,1.0,,193.0,5.0,,9.0,7.0,11.0,30.0,473.0,,2.0,14.0,11.0,11.0,13.0,,,,,,1.0,1.0,,,,,14.0,,,,1.0,,,2.0,3.0,3.0,,,,71.0,56.0,,,,1.0,11.0,7.0,5.0,,,6.0,5.0,1.0,,20.0,1.0,48.0,52.0,1.0,22.0,10.0,,,66.0,7.0,11.0,,,3.0,1.0,1.0,173.0,,,,,,,8.0,,,,,,,,,10.0,1.0,11.0,11.0,2.0,9.0,150.0,67.0,43.0,3.0,,3.0,10.0,6.0,526.0,,,1.0,1.0,,52.0,51.0,23.0,,,,,,132.0,132.0,2.0,20.0,22.0,54.4,1.0,,11.0,0.0,,,,158.0,1.0,,1.0,,1.0,,4.0,1.0,3.0,101.0,454.0,6.0,13.0,296.0,26.0,22.0,19.0,5.0,12.0,7.0,,149.0,6.0,268.0,,,19.0,12.0,57.0,2.0,552.0,,0.0,17.0,20.0,2.0,19.0,1.0,741.0,,7.0,13.0,6.0,16.0,0.0
755546,25.0,2015-02-10 20:00:00,14,Liverpool,Home,178.0,20.0,,2.0,2.0,4.0,1.0,138.0,5.0,,,5.0,8.0,34.0,314.0,1.0,1.0,14.0,18.0,14.0,6.0,,,,,1.0,,1.0,,,,,13.0,1.0,,,,1.0,1.0,5.0,6.0,8.0,,,,64.0,60.0,1.0,1.0,2.0,2.0,21.0,4.0,9.0,,1.0,5.0,4.0,1.0,,16.0,2.0,60.0,59.0,2.0,21.0,14.0,,,63.0,13.0,16.0,1.0,1.0,5.0,1.0,1.0,158.0,2.0,,1.0,2.0,,,8.0,,,2.0,,,,,2.0,14.0,1.0,11.0,11.0,1.0,,93.0,75.0,39.0,7.0,1.0,2.0,6.0,7.0,377.0,,,6.0,3.0,,28.0,59.0,16.0,,,,,1.0,145.0,145.0,5.0,22.0,30.0,49.4,1.0,1.0,21.0,0.0,,,,91.0,,3.0,3.0,,1.0,,5.0,,3.0,72.0,295.0,14.0,8.0,196.0,45.0,21.0,21.0,5.0,11.0,6.0,1.0,119.0,9.0,221.0,,1.0,16.0,8.0,72.0,1.0,406.0,1.0,0.0,16.0,16.0,4.0,20.0,3.0,599.0,,9.0,13.0,5.0,12.0,0.0
755559,26.0,2015-02-22 16:15:00,14,Liverpool,Away,150.0,5.0,,2.0,2.0,2.0,1.0,125.0,3.0,2.0,7.0,4.0,11.0,17.0,273.0,2.0,1.0,23.0,17.0,10.0,4.0,,,,,,,,,,,,6.0,,,,,,,11.0,7.0,6.0,,,,56.0,68.0,,,1.0,2.0,17.0,1.0,10.0,,1.0,1.0,2.0,,,7.0,2.0,57.0,47.0,2.0,36.0,15.0,,,48.0,14.0,11.0,2.0,,1.0,1.0,,177.0,1.0,,,1.0,,,7.0,,,2.0,1.0,,,,,15.0,,17.0,17.0,1.0,7.0,73.0,75.0,28.0,6.0,,1.0,4.0,4.0,351.0,,,4.0,2.0,,31.0,54.0,11.0,,,,,,140.0,140.0,3.0,29.0,23.0,40.3,,2.0,17.0,0.0,,,,71.0,3.0,2.0,5.0,,3.0,,1.0,,3.0,55.0,258.0,9.0,5.0,177.0,21.0,36.0,17.0,,3.0,3.0,,95.0,7.0,203.0,1.0,2.0,22.0,12.0,59.0,2.0,377.0,2.0,0.0,6.0,18.0,3.0,27.0,3.0,569.0,,11.0,8.0,1.0,15.0,0.0
755566,27.0,2015-03-01 12:00:00,14,Liverpool,Home,182.0,14.0,,4.0,4.0,,,196.0,6.0,2.0,4.0,3.0,4.0,30.0,374.0,,1.0,17.0,13.0,11.0,7.0,,,,,,,,,,,,11.0,,,,,,,6.0,5.0,3.0,,,,59.0,63.0,,,,,16.0,1.0,12.0,,1.0,3.0,8.0,,,7.0,,54.0,57.0,,26.0,10.0,,,73.0,8.0,14.0,1.0,,1.0,,,212.0,2.0,,,2.0,,,9.0,,,2.0,,,,,1.0,10.0,,11.0,11.0,3.0,4.0,108.0,85.0,45.0,,1.0,4.0,5.0,5.0,449.0,,,,4.0,,53.0,72.0,12.0,,,,,,157.0,157.0,5.0,26.0,24.0,48.0,,,16.0,0.0,,,,102.0,,,,,,,5.0,,2.0,87.0,349.0,9.0,9.0,207.0,33.0,26.0,27.0,3.0,11.0,8.0,3.0,138.0,2.0,285.0,,2.0,22.0,5.0,64.0,3.0,481.0,,0.0,11.0,24.0,6.0,18.0,1.0,673.0,,13.0,12.0,3.0,14.0,0.0
755575,28.0,2015-03-04 20:00:00,14,Liverpool,Home,312.0,24.0,3.0,2.0,,7.0,,272.0,2.0,2.0,6.0,6.0,7.0,34.0,582.0,,1.0,17.0,17.0,17.0,13.0,2.0,,,,,,,,,,,16.0,,,,,,1.0,5.0,4.0,5.0,,,,118.0,76.0,1.0,1.0,,4.0,12.0,5.0,7.0,,,6.0,7.0,2.0,,15.0,1.0,59.0,56.0,4.0,31.0,21.0,,,65.0,8.0,14.0,1.0,,3.0,2.0,,226.0,1.0,,1.0,1.0,,,3.0,,,2.0,1.0,,,,,21.0,,10.0,10.0,1.0,6.0,180.0,101.0,60.0,5.0,1.0,5.0,11.0,8.0,654.0,,,4.0,1.0,,93.0,92.0,14.0,,,,,,154.0,154.0,2.0,33.0,30.0,63.1,,1.0,12.0,0.0,,,,153.0,1.0,,1.0,,2.0,,7.0,,3.0,135.0,563.0,6.0,16.0,346.0,43.0,31.0,28.0,4.0,14.0,11.0,3.0,170.0,10.0,345.0,1.0,2.0,30.0,7.0,80.0,,677.0,,0.0,20.0,9.0,3.0,20.0,0.0,891.0,,16.0,16.0,6.0,8.0,0.0
755591,29.0,2015-03-16 20:00:00,14,Liverpool,Away,267.0,11.0,1.0,3.0,2.0,3.0,,215.0,3.0,1.0,6.0,3.0,16.0,23.0,479.0,2.0,2.0,13.0,11.0,6.0,14.0,,,1.0,,,,,,,,,15.0,,,,,1.0,,7.0,2.0,8.0,,,,94.0,76.0,2.0,2.0,,1.0,21.0,3.0,9.0,,,5.0,10.0,1.0,,10.0,2.0,52.0,57.0,1.0,25.0,11.0,,1.0,60.0,16.0,13.0,,,3.0,1.0,,193.0,,,,,,,6.0,,,1.0,2.0,,,,2.0,11.0,1.0,15.0,15.0,2.0,6.0,127.0,64.0,39.0,4.0,1.0,7.0,7.0,5.0,544.0,,,4.0,1.0,,49.0,78.0,16.0,,,,,,131.0,131.0,7.0,36.0,25.0,53.7,1.0,2.0,21.0,0.0,,,,152.0,,3.0,3.0,,,1.0,8.0,,2.0,118.0,461.0,11.0,14.0,289.0,24.0,25.0,20.0,5.0,17.0,12.0,1.0,164.0,8.0,294.0,2.0,1.0,13.0,17.0,50.0,,566.0,2.0,0.0,16.0,27.0,3.0,14.0,3.0,772.0,,9.0,11.0,5.0,18.0,0.0
755595,30.0,2015-03-22 13:30:00,14,Liverpool,Home,181.0,17.0,,,,4.0,,125.0,4.0,1.0,5.0,9.0,2.0,29.0,306.0,,,21.0,21.0,20.0,5.0,,,,,,,1.0,,,,,6.0,,,,,,,9.0,3.0,3.0,,,,49.0,59.0,1.0,1.0,,3.0,23.0,2.0,11.0,,,2.0,5.0,1.0,,21.0,1.0,74.0,62.0,3.0,21.0,14.0,,,49.0,14.0,16.0,1.0,,3.0,,1.0,169.0,,,,,,,4.0,,,1.0,1.0,,,,,14.0,,14.0,14.0,1.0,5.0,95.0,71.0,38.0,3.0,,4.0,1.0,1.0,380.0,,,2.0,3.0,,29.0,45.0,19.0,,1.0,1.0,1.0,,153.0,153.0,3.0,24.0,24.0,41.7,,2.0,23.0,0.0,,,,94.0,1.0,1.0,2.0,,4.0,,4.0,,2.0,66.0,283.0,16.0,5.0,207.0,37.0,21.0,22.0,2.0,8.0,6.0,1.0,117.0,10.0,208.0,1.0,1.0,26.0,2.0,62.0,,407.0,1.0,1.0,7.0,13.0,3.0,25.0,2.0,602.0,,9.0,15.0,2.0,11.0,0.0
755603,31.0,2015-04-04 12:45:00,14,Liverpool,Away,209.0,11.0,3.0,4.0,1.0,,,217.0,4.0,,3.0,3.0,14.0,19.0,422.0,,1.0,26.0,9.0,8.0,8.0,3.0,,,,,,,,,,1.0,8.0,1.0,,,,,,8.0,10.0,6.0,,,,89.0,62.0,1.0,1.0,1.0,4.0,17.0,2.0,15.0,,2.0,5.0,10.0,2.0,,14.0,3.0,57.0,55.0,4.0,22.0,12.0,,2.0,51.0,9.0,7.0,,,1.0,,,189.0,,,,,,,8.0,,,,,,,,,12.0,,9.0,9.0,1.0,3.0,113.0,68.0,43.0,6.0,1.0,8.0,3.0,2.0,484.0,,,2.0,1.0,,44.0,48.0,24.0,,,,,1.0,149.0,149.0,3.0,30.0,25.0,51.4,,1.0,17.0,0.0,,,,118.0,5.0,1.0,6.0,1.0,,,9.0,,1.0,109.0,404.0,6.0,12.0,241.0,25.0,22.0,25.0,4.0,16.0,12.0,,143.0,2.0,284.0,,,16.0,14.0,43.0,3.0,509.0,,1.0,13.0,25.0,2.0,27.0,0.0,722.0,,21.0,15.0,5.0,21.0,0.0
