matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562000,11,2025-11-09 16:30:00,14,Liverpool,Away,213.0,21.0,1.0,1.0,,1.0,,198.0,7.0,1.0,3.0,1.0,4.0,18.0,410.0,,1.0,12.0,8.0,5.0,6.0,,,1.0,0.0,,,,,,1.0,7.0,0.0,,,,,,9.0,8.0,6.0,5.0,2.0,74.0,37.0,2.0,2.0,,,14.0,4.0,9.0,,,7.0,5.0,4.0,0.0,9.0,2.0,49.0,31.0,,13.0,5.0,,,0.702186,0.612,,0.0609,2.1335,64.0,15.0,14.0,,,1.0,2.0,,121.0,,,,,,,7.0,0.0,,,5.0,,9.0,9.0,,0.0,4.0,132.0,53.0,31.0,7.0,0.0,2.0,4.0,1.0,447.0,5.0,1.0,0.0,63.0,63.0,26.0,,1.0,1.0,1.0,,118.0,118.0,7.0,9.0,16.0,51.5,,,,,23.0,0.0,144.0,3.0,,3.0,1.0,1.0,2.0,,0.0,5.0,92.0,388.0,14.0,6.0,226.0,28.0,13.0,12.0,7.0,18.0,11.0,109232.87,1.0,124.0,2.0,263.0,,1.0,12.0,4.0,37.0,7.0,471.0,1.0,0.0,7.0,8.0,6.0,13.0,4.0,634.0,22.0,13.0,0.0,4.0,7.0,7.0,0.0
2562011,12,2025-11-22 15:00:00,14,Liverpool,Home,190.0,11.0,2.0,9.0,7.0,1.0,1.0,378.0,2.0,,8.0,1.0,7.0,19.0,559.0,1.0,,25.0,12.0,17.0,16.0,2.0,2.0,,0.0,,,,,,,18.0,0.0,,,,,1.0,5.0,9.0,6.0,16.0,5.0,97.0,42.0,,1.0,,,9.0,9.0,7.0,,,8.0,17.0,11.0,0.0,9.0,2.0,56.0,53.0,,17.0,8.0,,1.0,1.41865,1.9296,,0.6699,2.7736,88.0,11.0,7.0,,,3.0,3.0,,195.0,,,,,,,2.0,0.0,2.0,1.0,8.0,,4.0,4.0,,0.0,9.0,180.0,64.0,45.0,6.0,0.0,8.0,10.0,4.0,616.0,5.0,3.0,0.0,90.0,127.0,47.0,,,,,,150.0,150.0,6.0,11.0,15.0,74.5,,,,,17.0,0.0,157.0,2.0,2.0,4.0,,,8.0,1.0,0.0,4.0,211.0,546.0,9.0,18.0,199.0,23.0,17.0,32.0,8.0,39.0,31.0,103957.63,,253.0,3.0,469.0,2.0,,6.0,7.0,34.0,,629.0,3.0,0.0,21.0,15.0,1.0,25.0,2.0,869.0,50.0,19.0,0.0,14.0,8.0,10.0,0.0
2562024,13,2025-11-30 14:05:00,14,Liverpool,Away,241.0,18.0,1.0,2.0,1.0,,,206.0,6.0,,1.0,4.0,7.0,19.0,445.0,,,16.0,10.0,16.0,5.0,1.0,1.0,,0.0,,,,,,,6.0,0.0,,,,,1.0,2.0,4.0,3.0,5.0,4.0,90.0,41.0,3.0,2.0,1.0,3.0,6.0,,5.0,,,2.0,4.0,3.0,0.0,6.0,,41.0,44.0,3.0,29.0,14.0,,,1.14262,1.2408,,1.6349,,63.0,14.0,12.0,1.0,,1.0,1.0,,171.0,2.0,,2.0,1.0,1.0,,6.0,1.0,,1.0,14.0,,4.0,4.0,1.0,0.0,1.0,122.0,61.0,41.0,7.0,1.0,4.0,4.0,5.0,494.0,5.0,,0.0,54.0,55.0,28.0,,,,,,116.0,116.0,1.0,21.0,17.0,56.2,,,,1.0,14.0,0.0,132.0,,,,,,4.0,,0.0,3.0,90.0,426.0,6.0,8.0,264.0,29.0,29.0,13.0,2.0,10.0,8.0,103541.86,,126.0,3.0,261.0,1.0,,12.0,8.0,40.0,1.0,515.0,1.0,0.0,9.0,11.0,1.0,23.0,0.0,679.0,20.0,17.0,0.0,6.0,2.0,7.0,0.0
2562031,14,2025-12-03 20:15:00,14,Liverpool,Home,191.0,6.0,3.0,6.0,3.0,2.0,,369.0,4.0,,5.0,1.0,8.0,15.0,554.0,,,16.0,17.0,18.0,15.0,2.0,8.0,1.0,0.0,,,,,1.0,1.0,15.0,0.0,,,,1.0,,5.0,4.0,5.0,13.0,10.0,86.0,50.0,,1.0,,1.0,9.0,11.0,3.0,1.0,,7.0,7.0,20.0,0.0,7.0,,44.0,39.0,1.0,26.0,13.0,1.0,1.0,0.864272,1.6402,,1.0034,0.4488,84.0,10.0,4.0,,,,,,202.0,1.0,,1.0,1.0,,,5.0,0.0,,1.0,13.0,1.0,6.0,6.0,1.0,0.0,5.0,183.0,58.0,42.0,3.0,0.0,6.0,11.0,4.0,623.0,2.0,2.0,0.0,91.0,108.0,45.0,,,,,,146.0,146.0,6.0,14.0,21.0,68.0,1.0,,1.0,1.0,18.0,0.0,167.0,2.0,3.0,4.0,,1.0,8.0,2.0,0.0,5.0,211.0,542.0,9.0,17.0,221.0,27.0,26.0,13.0,7.0,34.0,27.0,108000.78,1.0,255.0,7.0,451.0,,,7.0,8.0,41.0,2.0,638.0,1.0,0.0,23.0,12.0,,16.0,1.0,839.0,33.0,15.0,0.0,5.0,7.0,9.0,0.0
2562040,15,2025-12-06 17:30:00,14,Liverpool,Away,177.0,13.0,1.0,6.0,5.0,1.0,2.0,247.0,4.0,,2.0,1.0,7.0,16.0,418.0,,,11.0,17.0,19.0,8.0,4.0,1.0,2.0,0.0,1.0,,,1.0,,,12.0,0.0,,1.0,,,2.0,6.0,9.0,3.0,12.0,4.0,98.0,48.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,,,4.0,8.0,4.0,0.0,4.0,,43.0,55.0,3.0,28.0,20.0,,,0.769294,1.9123,0.0501,3.6922,2.0707,46.0,14.0,13.0,2.0,,3.0,2.0,1.0,170.0,1.0,,1.0,1.0,,,5.0,3.0,,,20.0,1.0,5.0,5.0,2.0,0.0,2.0,127.0,63.0,32.0,5.0,1.0,4.0,9.0,7.0,477.0,2.0,,0.0,103.0,57.0,28.0,1.0,1.0,1.0,,,121.0,121.0,5.0,13.0,23.0,55.3,1.0,2.0,,,21.0,0.0,108.0,1.0,1.0,2.0,1.0,2.0,5.0,,0.0,4.0,129.0,399.0,5.0,13.0,205.0,29.0,28.0,11.0,3.0,17.0,14.0,112444.59,2.0,164.0,3.0,315.0,,,11.0,7.0,48.0,2.0,503.0,,0.0,16.0,17.0,,15.0,3.0,673.0,27.0,10.0,0.0,6.0,4.0,9.0,0.0
2562050,16,2025-12-13 15:00:00,14,Liverpool,Home,227.0,18.0,1.0,2.0,1.0,5.0,1.0,223.0,9.0,1.0,2.0,1.0,12.0,29.0,448.0,1.0,,6.0,8.0,18.0,13.0,1.0,1.0,4.0,0.0,,,,,,,16.0,0.0,,,,,1.0,5.0,11.0,3.0,10.0,8.0,93.0,50.0,3.0,1.0,2.0,2.0,4.0,6.0,7.0,,,2.0,,1.0,0.0,6.0,1.0,36.0,70.0,2.0,31.0,15.0,,,1.22494,1.8861,,1.2152,0.6225,45.0,8.0,13.0,2.0,,1.0,2.0,,149.0,2.0,1.0,2.0,1.0,1.0,,13.0,1.0,1.0,,15.0,,8.0,8.0,,0.0,2.0,144.0,70.0,42.0,2.0,0.0,7.0,9.0,4.0,489.0,6.0,1.0,0.0,72.0,55.0,16.0,,,,,,108.0,108.0,3.0,19.0,21.0,48.8,,,,1.0,9.0,0.0,133.0,1.0,,1.0,,4.0,8.0,,0.0,4.0,98.0,426.0,4.0,16.0,247.0,30.0,31.0,24.0,2.0,5.0,3.0,114519.18,4.0,129.0,6.0,277.0,1.0,1.0,12.0,13.0,57.0,2.0,519.0,2.0,0.0,18.0,22.0,2.0,9.0,1.0,705.0,38.0,15.0,0.0,17.0,2.0,12.0,0.0
2562063,17,2025-12-20 17:30:00,14,Liverpool,Away,179.0,9.0,3.0,5.0,2.0,1.0,1.0,368.0,5.0,1.0,4.0,1.0,11.0,23.0,542.0,,,24.0,9.0,17.0,5.0,1.0,1.0,,0.0,,,,,,,6.0,0.0,,,,,1.0,4.0,11.0,4.0,7.0,1.0,94.0,37.0,1.0,,2.0,2.0,8.0,3.0,4.0,,,6.0,9.0,7.0,0.0,6.0,1.0,31.0,38.0,2.0,22.0,14.0,,1.0,0.884068,0.6622,,1.2756,1.1544,74.0,7.0,9.0,1.0,,2.0,2.0,,187.0,1.0,,1.0,1.0,,,5.0,2.0,1.0,,14.0,,7.0,7.0,,0.0,4.0,169.0,55.0,32.0,2.0,0.0,1.0,6.0,4.0,596.0,6.0,2.0,0.0,117.0,47.0,36.0,,,,,,131.0,131.0,3.0,13.0,15.0,65.1,,,,1.0,21.0,0.0,164.0,1.0,2.0,4.0,1.0,,1.0,,1.0,5.0,200.0,526.0,8.0,7.0,193.0,18.0,22.0,13.0,5.0,23.0,18.0,105089.74,,238.0,3.0,444.0,1.0,1.0,13.0,11.0,45.0,6.0,614.0,2.0,0.0,8.0,4.0,1.0,27.0,3.0,807.0,30.0,19.0,0.0,8.0,6.0,4.0,0.0
2562070,18,2025-12-27 15:00:00,14,Liverpool,Home,179.0,11.0,6.0,8.0,3.0,3.0,,410.0,5.0,,8.0,2.0,9.0,18.0,581.0,2.0,2.0,10.0,18.0,21.0,7.0,2.0,3.0,1.0,0.0,,,,,,1.0,11.0,0.0,,,,1.0,,2.0,4.0,5.0,11.0,3.0,106.0,53.0,1.0,,1.0,1.0,9.0,3.0,2.0,,,6.0,10.0,5.0,0.0,8.0,3.0,41.0,66.0,1.0,21.0,14.0,,,1.50997,1.5436,,1.6398,1.17,77.0,5.0,13.0,,,1.0,1.0,,187.0,2.0,,2.0,2.0,,1.0,6.0,2.0,2.0,,14.0,1.0,9.0,9.0,,0.0,8.0,198.0,66.0,44.0,4.0,2.0,5.0,6.0,4.0,638.0,1.0,1.0,0.0,160.0,72.0,38.0,,,,,,128.0,128.0,2.0,13.0,29.0,66.6,1.0,,,,15.0,0.0,169.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,0.0,3.0,210.0,563.0,9.0,11.0,194.0,28.0,21.0,21.0,6.0,21.0,16.0,105603.96,2.0,252.0,8.0,487.0,2.0,,14.0,9.0,45.0,1.0,660.0,3.0,0.0,14.0,19.0,3.0,12.0,0.0,856.0,41.0,16.0,0.0,13.0,6.0,16.0,0.0
2562080,19,2026-01-01 17:30:00,14,Liverpool,Home,165.0,15.0,2.0,4.0,2.0,2.0,1.0,388.0,4.0,,4.0,2.0,16.0,16.0,549.0,1.0,2.0,21.0,22.0,26.0,12.0,3.0,3.0,1.0,0.0,,,,1.0,,,14.0,0.0,,,,,1.0,4.0,3.0,1.0,11.0,8.0,107.0,48.0,2.0,2.0,,,13.0,8.0,8.0,,,8.0,13.0,5.0,0.0,11.0,1.0,58.0,53.0,,21.0,9.0,,1.0,1.50452,2.0781,0.0739,0.7617,0.9702,90.0,10.0,7.0,,,2.0,1.0,1.0,209.0,,,,,,,4.0,0.0,,,9.0,,6.0,6.0,1.0,0.0,4.0,163.0,77.0,53.0,3.0,0.0,6.0,9.0,4.0,620.0,1.0,2.0,0.0,146.0,88.0,37.0,,,,,,151.0,151.0,7.0,21.0,14.0,68.3,,,,2.0,21.0,0.0,157.0,1.0,1.0,2.0,1.0,1.0,7.0,,0.0,5.0,215.0,538.0,13.0,15.0,190.0,26.0,21.0,19.0,6.0,25.0,19.0,108675.42,1.0,255.0,4.0,471.0,,,18.0,17.0,40.0,6.0,636.0,3.0,0.0,19.0,8.0,3.0,21.0,0.0,842.0,35.0,17.0,0.0,12.0,8.0,3.0,0.0
2562089,20,2026-01-04 15:15:00,14,Liverpool,Away,225.0,20.0,1.0,1.0,1.0,1.0,,339.0,3.0,1.0,4.0,3.0,13.0,26.0,563.0,,1.0,27.0,13.0,9.0,5.0,1.0,3.0,1.0,0.0,1.0,,,1.0,,1.0,6.0,0.0,,1.0,,,,2.0,5.0,3.0,7.0,3.0,84.0,36.0,2.0,1.0,2.0,,5.0,3.0,5.0,,1.0,8.0,12.0,4.0,0.0,10.0,,37.0,30.0,,24.0,8.0,,,1.23721,1.3715,0.0525,1.2138,1.2116,87.0,4.0,10.0,1.0,,2.0,,1.0,181.0,1.0,,1.0,1.0,,,4.0,2.0,,,8.0,1.0,5.0,5.0,1.0,0.0,4.0,182.0,72.0,52.0,3.0,1.0,4.0,3.0,2.0,619.0,2.0,,0.0,78.0,119.0,37.0,,,,,,134.0,134.0,2.0,9.0,21.0,58.1,1.0,2.0,1.0,,17.0,0.0,192.0,,,,2.0,1.0,5.0,1.0,0.0,3.0,164.0,545.0,5.0,7.0,234.0,37.0,24.0,9.0,7.0,23.0,16.0,112575.92,1.0,214.0,2.0,428.0,,1.0,15.0,13.0,49.0,4.0,639.0,,0.0,10.0,7.0,2.0,27.0,1.0,816.0,33.0,17.0,0.0,4.0,8.0,5.0,0.0
2562096,21,2026-01-08 20:00:00,14,Liverpool,Away,187.0,14.0,,1.0,1.0,,,266.0,2.0,,3.0,5.0,12.0,20.0,453.0,,1.0,13.0,6.0,5.0,3.0,,,,0.0,2.0,,,2.0,,,6.0,0.0,,1.0,,,,2.0,6.0,3.0,2.0,6.0,86.0,37.0,,,,2.0,6.0,3.0,8.0,,,,6.0,3.0,0.0,8.0,3.0,33.0,35.0,2.0,23.0,16.0,,,0.356583,0.3146,0.0893,,0.6784,63.0,9.0,10.0,,,2.0,,2.0,150.0,,,,,,,6.0,0.0,2.0,1.0,16.0,1.0,8.0,8.0,,0.0,5.0,131.0,61.0,44.0,3.0,0.0,1.0,2.0,,489.0,4.0,2.0,0.0,63.0,81.0,8.0,,,,,,99.0,99.0,1.0,13.0,13.0,52.4,1.0,,,1.0,11.0,0.0,142.0,2.0,2.0,4.0,2.0,,5.0,,0.0,1.0,102.0,442.0,6.0,3.0,209.0,23.0,23.0,13.0,,9.0,9.0,104890.87,,122.0,1.0,309.0,2.0,,18.0,13.0,45.0,1.0,509.0,1.0,0.0,8.0,10.0,1.0,17.0,2.0,667.0,11.0,14.0,0.0,10.0,,7.0,0.0
2562109,22,2026-01-17 15:00:00,14,Liverpool,Home,177.0,11.0,,9.0,9.0,1.0,,467.0,7.0,,5.0,4.0,10.0,26.0,635.0,3.0,2.0,24.0,12.0,20.0,24.0,,1.0,1.0,0.0,,,,,,,30.0,0.0,1.0,1.0,,,,3.0,5.0,2.0,20.0,12.0,122.0,44.0,2.0,3.0,,1.0,3.0,13.0,7.0,,,9.0,16.0,10.0,0.0,9.0,1.0,46.0,52.0,1.0,13.0,10.0,,,3.14508,3.1811,,2.1689,0.0799,80.0,8.0,10.0,,,3.0,1.0,,227.0,1.0,,1.0,1.0,,,7.0,1.0,,,10.0,1.0,8.0,8.0,1.0,0.0,5.0,195.0,59.0,41.0,1.0,1.0,3.0,22.0,11.0,707.0,2.0,1.0,0.0,136.0,103.0,60.0,,,,,1.0,154.0,154.0,3.0,13.0,22.0,72.9,1.0,2.0,,1.0,16.0,0.0,184.0,,,1.0,,1.0,8.0,1.0,0.0,4.0,304.0,614.0,3.0,25.0,200.0,25.0,13.0,25.0,7.0,34.0,27.0,111942.59,1.0,355.0,1.0,562.0,,,14.0,10.0,49.0,1.0,728.0,5.0,0.0,32.0,7.0,2.0,25.0,1.0,940.0,78.0,14.0,0.0,15.0,9.0,4.0,0.0
2562115,23,2026-01-24 17:30:00,14,Liverpool,Away,197.0,10.0,3.0,4.0,1.0,2.0,,344.0,5.0,,5.0,2.0,11.0,20.0,537.0,1.0,,21.0,6.0,9.0,11.0,,1.0,1.0,1.0,,,,1.0,,,12.0,0.0,,,,,,5.0,9.0,3.0,7.0,7.0,94.0,46.0,1.0,1.0,,1.0,4.0,6.0,4.0,,,11.0,8.0,1.0,1.0,8.0,1.0,37.0,35.0,1.0,27.0,12.0,1.0,,1.55185,0.9292,0.0492,1.1686,1.4998,81.0,7.0,7.0,,,2.0,1.0,1.0,182.0,2.0,2.0,2.0,,2.0,,6.0,0.0,,,12.0,,4.0,4.0,2.0,0.0,5.0,172.0,48.0,36.0,3.0,1.0,4.0,9.0,4.0,599.0,3.0,,0.0,71.0,75.0,47.0,,,,,,133.0,133.0,4.0,19.0,17.0,66.8,,,,,18.0,0.0,168.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,5.0,204.0,521.0,4.0,13.0,212.0,22.0,27.0,19.0,10.0,20.0,10.0,109584.61,1.0,262.0,4.0,424.0,1.0,,6.0,11.0,35.0,,616.0,3.0,0.0,14.0,12.0,4.0,22.0,1.0,805.0,40.0,17.0,0.0,7.0,11.0,8.0,0.0
2562129,24,2026-01-31 20:00:00,14,Liverpool,Home,134.0,6.0,2.0,4.0,2.0,3.0,1.0,215.0,5.0,,3.0,5.0,9.0,21.0,345.0,,1.0,13.0,7.0,15.0,8.0,3.0,4.0,5.0,0.0,,,,,,2.0,12.0,0.0,,,,,1.0,5.0,4.0,4.0,11.0,6.0,45.0,46.0,6.0,3.0,4.0,,3.0,3.0,3.0,,,7.0,6.0,3.0,1.0,6.0,1.0,34.0,46.0,,38.0,18.0,,,1.09996,2.2822,,3.1326,0.5327,63.0,11.0,6.0,2.0,,2.0,1.0,,123.0,3.0,,3.0,3.0,,1.0,6.0,3.0,1.0,,18.0,,6.0,6.0,1.0,0.0,3.0,111.0,51.0,30.0,11.0,1.0,6.0,8.0,7.0,390.0,3.0,,0.0,47.0,34.0,33.0,,,,,,107.0,107.0,4.0,13.0,23.0,53.8,,,3.0,2.0,11.0,0.0,132.0,1.0,,1.0,,5.0,7.0,1.0,0.0,3.0,105.0,327.0,3.0,14.0,145.0,18.0,38.0,14.0,6.0,16.0,10.0,107205.0,6.0,147.0,5.0,282.0,1.0,,18.0,9.0,46.0,1.0,411.0,2.0,0.0,17.0,18.0,2.0,15.0,1.0,593.0,41.0,13.0,0.0,7.0,7.0,11.0,0.0
2562141,25,2026-02-08 16:30:00,14,Liverpool,Home,155.0,21.0,1.0,6.0,6.0,1.0,3.0,157.0,7.0,1.0,5.0,6.0,3.0,30.0,306.0,,1.0,14.0,20.0,8.0,12.0,,1.0,1.0,1.0,1.0,,,2.0,,,11.0,0.0,,,,,1.0,8.0,9.0,8.0,9.0,6.0,64.0,51.0,1.0,1.0,,1.0,5.0,3.0,3.0,,,5.0,7.0,6.0,1.0,7.0,2.0,51.0,49.0,1.0,20.0,8.0,,2.0,0.93479,1.0037,0.0815,0.4984,1.9936,55.0,13.0,16.0,,,3.0,3.0,2.0,151.0,,,,,,,8.0,0.0,,,8.0,,7.0,7.0,,0.0,5.0,83.0,67.0,31.0,4.0,0.0,6.0,6.0,4.0,363.0,3.0,,0.0,42.0,46.0,38.0,1.0,1.0,1.0,,,143.0,143.0,3.0,24.0,16.0,46.5,,3.0,,,15.0,0.0,92.0,4.0,1.0,5.0,1.0,1.0,8.0,,0.0,2.0,97.0,284.0,5.0,12.0,171.0,40.0,20.0,16.0,5.0,21.0,16.0,109761.31,1.0,144.0,5.0,240.0,,1.0,20.0,3.0,65.0,6.0,390.0,1.0,1.0,15.0,17.0,2.0,15.0,2.0,590.0,32.0,22.0,0.0,8.0,5.0,9.0,0.0
2562152,26,2026-02-11 20:15:00,14,Liverpool,Away,146.0,13.0,2.0,3.0,1.0,1.0,,289.0,6.0,,5.0,4.0,6.0,24.0,432.0,1.0,,11.0,10.0,22.0,13.0,1.0,2.0,3.0,0.0,,,,,,,20.0,0.0,,,,1.0,1.0,3.0,8.0,3.0,16.0,7.0,74.0,47.0,2.0,3.0,1.0,3.0,5.0,13.0,8.0,,,11.0,12.0,4.0,1.0,9.0,,42.0,55.0,3.0,37.0,21.0,,1.0,1.15026,2.5286,,1.4428,0.5249,64.0,10.0,8.0,,1.0,1.0,,,159.0,1.0,1.0,1.0,,1.0,,6.0,0.0,2.0,,21.0,1.0,4.0,4.0,1.0,0.0,5.0,136.0,61.0,37.0,3.0,0.0,5.0,10.0,3.0,480.0,2.0,1.0,0.0,90.0,57.0,43.0,,,,,,127.0,127.0,3.0,11.0,22.0,56.9,1.0,,,2.0,16.0,0.0,132.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,0.0,3.0,147.0,414.0,5.0,15.0,158.0,28.0,37.0,15.0,10.0,26.0,16.0,107048.87,3.0,187.0,4.0,369.0,3.0,,13.0,7.0,52.0,1.0,501.0,4.0,0.0,23.0,15.0,1.0,12.0,0.0,711.0,42.0,17.0,0.0,10.0,11.0,9.0,0.0
2562161,27,2026-02-22 14:00:00,14,Liverpool,Away,217.0,20.0,1.0,4.0,3.0,5.0,,199.0,16.0,1.0,4.0,3.0,19.0,28.0,412.0,,,13.0,17.0,10.0,6.0,2.0,1.0,,0.0,,,,,,,5.0,0.0,,,,,2.0,3.0,7.0,11.0,8.0,2.0,86.0,48.0,3.0,3.0,1.0,2.0,8.0,4.0,6.0,,1.0,2.0,5.0,5.0,0.0,12.0,1.0,48.0,44.0,2.0,27.0,14.0,,3.0,1.16238,1.7279,,1.8597,0.653,59.0,9.0,12.0,,,1.0,1.0,,168.0,,,,,,,17.0,0.0,,1.0,14.0,,9.0,9.0,2.0,0.0,4.0,120.0,65.0,43.0,7.0,1.0,1.0,7.0,4.0,458.0,8.0,,0.0,36.0,84.0,24.0,,,,,,131.0,131.0,7.0,20.0,17.0,52.8,,,,1.0,16.0,0.0,115.0,2.0,,2.0,,,2.0,1.0,0.0,4.0,91.0,384.0,8.0,8.0,239.0,36.0,27.0,14.0,2.0,13.0,11.0,107587.43,,131.0,8.0,263.0,,1.0,12.0,20.0,49.0,1.0,489.0,,0.0,10.0,14.0,,18.0,0.0,677.0,18.0,21.0,0.0,8.0,2.0,7.0,0.0
2562171,28,2026-02-28 15:00:00,14,Liverpool,Home,168.0,13.0,2.0,2.0,1.0,4.0,,162.0,7.0,1.0,7.0,5.0,6.0,17.0,328.0,,,17.0,18.0,11.0,10.0,1.0,3.0,2.0,0.0,,,,,,,13.0,0.0,,,,,1.0,4.0,8.0,3.0,13.0,5.0,52.0,47.0,2.0,2.0,,2.0,10.0,7.0,6.0,,,10.0,4.0,5.0,1.0,8.0,2.0,49.0,46.0,2.0,22.0,13.0,,2.0,1.3139,1.8351,,2.4318,1.951,52.0,12.0,10.0,1.0,,1.0,1.0,,155.0,4.0,1.0,3.0,1.0,3.0,,9.0,1.0,1.0,,13.0,,6.0,6.0,1.0,0.0,7.0,100.0,49.0,25.0,5.0,2.0,3.0,12.0,7.0,382.0,2.0,1.0,0.0,50.0,48.0,33.0,,,,,,131.0,131.0,4.0,22.0,13.0,49.1,,,,,25.0,0.0,98.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,0.0,3.0,104.0,309.0,10.0,15.0,191.0,29.0,22.0,9.0,10.0,20.0,10.0,108285.72,2.0,140.0,8.0,234.0,1.0,1.0,18.0,9.0,39.0,1.0,405.0,1.0,0.0,18.0,21.0,,20.0,2.0,611.0,34.0,18.0,0.0,4.0,10.0,10.0,0.0
2562184,29,2026-03-03 20:15:00,14,Liverpool,Away,226.0,15.0,1.0,5.0,4.0,5.0,1.0,319.0,3.0,1.0,4.0,1.0,16.0,21.0,540.0,,1.0,14.0,8.0,11.0,14.0,1.0,7.0,1.0,0.0,,,,,,,10.0,0.0,,1.0,,,2.0,6.0,2.0,2.0,14.0,6.0,102.0,53.0,4.0,4.0,1.0,1.0,7.0,3.0,7.0,,,11.0,10.0,6.0,0.0,10.0,,52.0,42.0,1.0,11.0,8.0,,,1.50316,2.5596,,1.2204,0.7259,68.0,13.0,10.0,,,2.0,2.0,,144.0,,,,,,,3.0,1.0,1.0,,8.0,2.0,8.0,8.0,,0.0,5.0,165.0,58.0,49.0,2.0,1.0,8.0,7.0,7.0,592.0,1.0,2.0,0.0,80.0,83.0,45.0,,,,,,135.0,135.0,7.0,18.0,22.0,65.8,1.0,,,,25.0,0.0,198.0,1.0,,1.0,,1.0,10.0,1.0,0.0,5.0,167.0,523.0,7.0,15.0,246.0,33.0,11.0,21.0,9.0,27.0,18.0,111140.63,1.0,209.0,7.0,390.0,1.0,1.0,5.0,17.0,33.0,1.0,609.0,1.0,0.0,20.0,16.0,5.0,18.0,1.0,795.0,47.0,11.0,0.0,6.0,11.0,9.0,0.0
