matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059804,11,2019-11-02 15:00:00,14,Liverpool,Away,180.0,28.0,4.0,9.0,5.0,2.0,,362.0,3.0,2.0,1.0,2.0,3.0,30.0,533.0,2.0,,30.0,19.0,22.0,17.0,1.0,5.0,1.0,,,,1.0,,,,19.0,,,,,,5.0,3.0,1.0,18.0,7.0,89.0,65.0,3.0,2.0,1.0,3.0,22.0,9.0,5.0,,2.0,10.0,16.0,14.0,1.0,10.0,,52.0,54.0,3.0,21.0,9.0,,1.0,,,,,,82.0,9.0,11.0,1.0,,4.0,2.0,1.0,210.0,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,,,9.0,,8.0,8.0,,1.0,154.0,79.0,58.0,2.0,,8.0,12.0,6.0,614.0,1.0,2.0,,100.0,102.0,61.0,,,,,172.0,172.0,7.0,29.0,28.0,73.7,,,3.0,,22.0,0.0,181.0,1.0,,1.0,1.0,1.0,10.0,,3.0,183.0,513.0,7.0,20.0,202.0,50.0,21.0,14.0,7.0,39.0,32.0,1.0,246.0,5.0,471.0,,2.0,14.0,3.0,59.0,2.0,634.0,2.0,0.0,25.0,17.0,2.0,31.0,2.0,860.0,47.0,16.0,4.0,10.0,12.0,0.0
1059815,12,2019-11-10 16:30:00,14,Liverpool,Home,213.0,31.0,1.0,5.0,4.0,1.0,,116.0,8.0,,8.0,2.0,3.0,34.0,324.0,,,16.0,14.0,13.0,5.0,1.0,1.0,,,,,,,,,10.0,,,,,1.0,8.0,12.0,6.0,9.0,3.0,62.0,56.0,2.0,,2.0,2.0,9.0,2.0,19.0,,,4.0,8.0,5.0,,6.0,1.0,58.0,44.0,2.0,27.0,13.0,,,,,,,,38.0,10.0,5.0,2.0,,,1.0,,145.0,2.0,,2.0,2.0,,,10.0,3.0,2.0,,13.0,,10.0,10.0,2.0,8.0,104.0,68.0,33.0,13.0,1.0,3.0,5.0,5.0,390.0,8.0,1.0,,40.0,59.0,26.0,,,,,139.0,139.0,3.0,23.0,14.0,45.0,,,,1.0,9.0,0.0,105.0,2.0,,2.0,,,5.0,,3.0,49.0,308.0,2.0,8.0,243.0,61.0,27.0,22.0,3.0,17.0,14.0,,86.0,4.0,190.0,2.0,,12.0,3.0,73.0,3.0,416.0,1.0,0.0,12.0,13.0,,19.0,0.0,609.0,23.0,13.0,13.0,4.0,5.0,0.0
1059826,13,2019-11-23 15:00:00,14,Liverpool,Away,204.0,23.0,4.0,5.0,1.0,2.0,,217.0,5.0,,4.0,4.0,2.0,25.0,416.0,1.0,1.0,24.0,21.0,24.0,6.0,3.0,5.0,1.0,,,,,,,,7.0,,,,,,4.0,8.0,8.0,9.0,3.0,68.0,43.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,,,8.0,8.0,10.0,,4.0,1.0,51.0,59.0,1.0,29.0,14.0,,,,,,,,56.0,7.0,8.0,2.0,,,,,166.0,1.0,,1.0,1.0,,,9.0,1.0,,,14.0,,6.0,6.0,3.0,4.0,135.0,72.0,40.0,9.0,,4.0,6.0,4.0,484.0,3.0,1.0,,49.0,70.0,44.0,,,,,139.0,139.0,5.0,7.0,25.0,60.0,,,,,4.0,0.0,141.0,,5.0,5.0,1.0,1.0,4.0,2.0,3.0,91.0,395.0,1.0,10.0,224.0,43.0,29.0,13.0,7.0,25.0,18.0,1.0,137.0,3.0,311.0,,,14.0,2.0,58.0,,510.0,1.0,0.0,12.0,24.0,3.0,27.0,1.0,703.0,20.0,7.0,3.0,8.0,15.0,0.0
1059835,14,2019-11-30 15:00:00,14,Liverpool,Home,216.0,33.0,1.0,2.0,1.0,,1.0,174.0,4.0,1.0,9.0,2.0,4.0,35.0,388.0,1.0,,14.0,12.0,9.0,6.0,,3.0,,,,,,,,,11.0,,,,,1.0,1.0,5.0,7.0,12.0,3.0,87.0,64.0,1.0,2.0,,4.0,15.0,3.0,11.0,,,4.0,5.0,3.0,2.0,3.0,3.0,36.0,36.0,4.0,16.0,6.0,1.0,,,,,,,51.0,3.0,9.0,,,1.0,1.0,,149.0,2.0,2.0,2.0,,2.0,,7.0,,,1.0,6.0,,11.0,11.0,,9.0,120.0,73.0,37.0,5.0,,2.0,6.0,7.0,454.0,2.0,1.0,,84.0,49.0,27.0,,,,,132.0,132.0,5.0,18.0,28.0,44.8,,,,,15.0,0.0,126.0,2.0,2.0,4.0,,,5.0,,3.0,76.0,369.0,10.0,8.0,242.0,57.0,16.0,16.0,3.0,12.0,9.0,,117.0,2.0,252.0,1.0,1.0,15.0,4.0,76.0,1.0,482.0,3.0,1.0,15.0,11.0,1.0,16.0,0.0,654.0,33.0,13.0,8.0,4.0,5.0,0.0
1059850,15,2019-12-04 20:15:00,14,Liverpool,Home,264.0,26.0,,2.0,2.0,1.0,1.0,144.0,6.0,1.0,9.0,3.0,3.0,33.0,406.0,,5.0,16.0,28.0,25.0,4.0,1.0,,2.0,,,,,,,1.0,10.0,,,,,1.0,7.0,8.0,4.0,8.0,3.0,71.0,57.0,5.0,2.0,3.0,1.0,11.0,3.0,8.0,,,5.0,6.0,,,11.0,1.0,66.0,69.0,1.0,25.0,11.0,,,,,,,,51.0,13.0,16.0,2.0,1.0,2.0,1.0,,171.0,5.0,,5.0,5.0,,2.0,7.0,5.0,1.0,1.0,11.0,,7.0,7.0,1.0,9.0,119.0,79.0,44.0,6.0,3.0,3.0,7.0,5.0,471.0,1.0,1.0,,45.0,60.0,27.0,,,,,153.0,153.0,1.0,22.0,25.0,58.5,,,,,11.0,0.0,140.0,1.0,1.0,2.0,,2.0,3.0,,3.0,74.0,381.0,6.0,11.0,292.0,52.0,25.0,21.0,5.0,12.0,7.0,4.0,112.0,4.0,221.0,1.0,1.0,17.0,3.0,71.0,3.0,501.0,,0.0,11.0,15.0,5.0,23.0,1.0,704.0,23.0,17.0,13.0,5.0,11.0,0.0
1059852,16,2019-12-07 15:00:00,14,Liverpool,Away,369.0,43.0,1.0,3.0,2.0,1.0,,393.0,4.0,,2.0,2.0,7.0,43.0,759.0,,2.0,23.0,15.0,14.0,14.0,1.0,2.0,,,,1.0,1.0,,,,18.0,,,,,,3.0,3.0,,17.0,4.0,135.0,72.0,4.0,1.0,3.0,,12.0,5.0,6.0,,,3.0,17.0,5.0,,7.0,,39.0,41.0,,5.0,1.0,,,,,,,,91.0,6.0,5.0,2.0,,1.0,,1.0,215.0,3.0,,3.0,3.0,,,4.0,3.0,,,1.0,,8.0,8.0,1.0,2.0,239.0,104.0,77.0,1.0,1.0,5.0,13.0,9.0,834.0,2.0,2.0,,67.0,149.0,54.0,,,,,147.0,147.0,10.0,24.0,35.0,73.8,,,,,12.0,0.0,263.0,,,,1.0,,7.0,,3.0,157.0,742.0,7.0,18.0,387.0,74.0,5.0,17.0,2.0,24.0,22.0,,210.0,5.0,489.0,,,16.0,7.0,76.0,1.0,852.0,1.0,0.0,21.0,10.0,4.0,26.0,1.0,1017.0,42.0,15.0,12.0,4.0,5.0,0.0
1059867,17,2019-12-14 12:30:00,14,Liverpool,Home,278.0,26.0,,,,3.0,,260.0,7.0,,7.0,4.0,3.0,38.0,538.0,,2.0,26.0,11.0,25.0,5.0,,,1.0,,,,,,,,16.0,,,,,,3.0,5.0,3.0,14.0,2.0,79.0,67.0,1.0,,1.0,,16.0,2.0,10.0,,2.0,6.0,11.0,6.0,,6.0,,49.0,53.0,,14.0,7.0,,,,,,,,73.0,8.0,4.0,2.0,,1.0,,,214.0,2.0,,1.0,2.0,,1.0,7.0,2.0,,1.0,7.0,,9.0,9.0,3.0,7.0,169.0,100.0,68.0,3.0,,2.0,5.0,6.0,627.0,,3.0,,74.0,70.0,42.0,,,,,188.0,188.0,7.0,16.0,35.0,67.9,,,,,16.0,0.0,187.0,2.0,,2.0,,1.0,8.0,,3.0,106.0,518.0,3.0,7.0,318.0,49.0,14.0,25.0,5.0,22.0,17.0,2.0,150.0,9.0,353.0,,,14.0,4.0,64.0,5.0,649.0,,0.0,16.0,14.0,4.0,30.0,2.0,847.0,31.0,22.0,10.0,6.0,8.0,0.0
1059881,18,2020-01-29 19:45:00,14,Liverpool,Away,384.0,17.0,1.0,5.0,4.0,,,356.0,4.0,1.0,7.0,1.0,2.0,26.0,735.0,,1.0,15.0,16.0,14.0,8.0,,,2.0,,,,1.0,,,2.0,10.0,1.0,,1.0,,1.0,5.0,5.0,2.0,7.0,6.0,104.0,58.0,2.0,2.0,2.0,2.0,18.0,3.0,12.0,,1.0,7.0,8.0,6.0,,10.0,2.0,51.0,46.0,2.0,12.0,6.0,,2.0,,,,,,82.0,6.0,6.0,1.0,,3.0,1.0,1.0,210.0,1.0,,1.0,1.0,,1.0,6.0,1.0,,,6.0,1.0,8.0,8.0,,7.0,251.0,103.0,74.0,3.0,1.0,5.0,4.0,5.0,815.0,,2.0,,88.0,100.0,40.0,,,,1.0,144.0,144.0,4.0,19.0,28.0,70.6,1.0,,,,18.0,0.0,263.0,3.0,1.0,4.0,,2.0,5.0,,3.0,135.0,724.0,9.0,9.0,399.0,41.0,12.0,17.0,5.0,20.0,15.0,3.0,191.0,1.0,449.0,1.0,1.0,8.0,4.0,54.0,,828.0,1.0,0.0,13.0,17.0,1.0,18.0,0.0,1007.0,31.0,14.0,10.0,7.0,9.0,0.0
1059887,19,2019-12-26 20:00:00,14,Liverpool,Away,253.0,31.0,1.0,11.0,10.0,1.0,,264.0,3.0,1.0,4.0,2.0,4.0,41.0,506.0,,1.0,19.0,12.0,13.0,9.0,1.0,3.0,2.0,,,,,,,,11.0,1.0,,,,,4.0,1.0,2.0,12.0,3.0,86.0,69.0,4.0,3.0,3.0,2.0,14.0,2.0,11.0,,,8.0,12.0,14.0,1.0,11.0,,45.0,45.0,2.0,15.0,6.0,,,,,,,,59.0,7.0,4.0,2.0,,1.0,,,175.0,3.0,,2.0,2.0,1.0,,3.0,2.0,,,6.0,,8.0,8.0,,4.0,153.0,67.0,48.0,2.0,,7.0,6.0,6.0,574.0,1.0,4.0,,82.0,78.0,48.0,,,,1.0,155.0,155.0,8.0,28.0,27.0,58.8,,,,,14.0,0.0,176.0,,,,2.0,2.0,7.0,,3.0,104.0,492.0,3.0,13.0,279.0,52.0,15.0,23.0,7.0,33.0,26.0,2.0,148.0,5.0,344.0,,1.0,12.0,4.0,67.0,3.0,590.0,,0.0,15.0,10.0,2.0,25.0,1.0,788.0,35.0,20.0,18.0,8.0,8.0,0.0
1059895,20,2019-12-29 16:30:00,14,Liverpool,Home,278.0,29.0,3.0,5.0,2.0,2.0,,249.0,7.0,,5.0,1.0,3.0,30.0,522.0,,,22.0,26.0,18.0,6.0,2.0,3.0,1.0,,,,,,,,7.0,,,,,,4.0,4.0,6.0,7.0,3.0,85.0,63.0,2.0,1.0,1.0,3.0,13.0,3.0,22.0,,1.0,5.0,7.0,7.0,,15.0,,76.0,46.0,3.0,15.0,10.0,,1.0,,,,,,59.0,7.0,2.0,,,,,,169.0,1.0,,1.0,1.0,,,10.0,1.0,,2.0,10.0,,12.0,12.0,1.0,5.0,178.0,89.0,62.0,6.0,1.0,3.0,6.0,3.0,587.0,3.0,5.0,,81.0,88.0,29.0,,,,,152.0,152.0,4.0,15.0,39.0,62.9,,,,1.0,13.0,0.0,175.0,1.0,1.0,2.0,1.0,1.0,4.0,,3.0,97.0,505.0,5.0,9.0,292.0,51.0,15.0,15.0,4.0,18.0,14.0,1.0,132.0,4.0,333.0,,,5.0,4.0,54.0,2.0,607.0,,0.0,10.0,19.0,,26.0,1.0,808.0,29.0,20.0,7.0,5.0,7.0,0.0
1059905,21,2020-01-02 20:00:00,14,Liverpool,Home,460.0,27.0,,3.0,3.0,1.0,1.0,419.0,3.0,,8.0,2.0,8.0,53.0,876.0,,1.0,15.0,10.0,18.0,14.0,1.0,2.0,,,,,,,,,16.0,,,,,1.0,3.0,2.0,1.0,14.0,5.0,165.0,67.0,3.0,2.0,2.0,,8.0,7.0,6.0,,,8.0,10.0,9.0,,9.0,,35.0,37.0,,9.0,6.0,,1.0,,,,,,68.0,5.0,5.0,2.0,,2.0,1.0,,222.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,,6.0,1.0,9.0,9.0,1.0,8.0,298.0,99.0,69.0,4.0,,5.0,11.0,7.0,951.0,,1.0,,143.0,124.0,43.0,,,,,137.0,137.0,7.0,25.0,27.0,74.8,,,,,8.0,0.0,284.0,1.0,1.0,2.0,,,5.0,,3.0,176.0,858.0,2.0,16.0,480.0,56.0,9.0,13.0,4.0,24.0,20.0,,223.0,3.0,513.0,1.0,,11.0,9.0,85.0,1.0,969.0,1.0,0.0,19.0,6.0,2.0,17.0,0.0,1109.0,38.0,5.0,8.0,8.0,4.0,0.0
1059920,22,2020-01-11 17:30:00,14,Liverpool,Away,349.0,24.0,1.0,4.0,3.0,,,338.0,7.0,2.0,5.0,1.0,3.0,19.0,683.0,1.0,,18.0,9.0,15.0,10.0,,1.0,1.0,,,,,,,,12.0,,,1.0,,,7.0,9.0,5.0,12.0,1.0,101.0,70.0,2.0,1.0,1.0,,13.0,1.0,15.0,,1.0,3.0,8.0,8.0,,9.0,2.0,45.0,59.0,,9.0,5.0,,2.0,,,,,,81.0,8.0,4.0,1.0,,2.0,,,182.0,1.0,,1.0,1.0,,,8.0,1.0,,,5.0,1.0,6.0,6.0,1.0,5.0,251.0,97.0,69.0,4.0,,4.0,7.0,7.0,769.0,2.0,1.0,,119.0,77.0,44.0,,,,,151.0,151.0,5.0,20.0,37.0,66.8,1.0,,,,13.0,0.0,252.0,1.0,3.0,4.0,,1.0,5.0,,3.0,152.0,672.0,2.0,11.0,366.0,57.0,9.0,24.0,2.0,18.0,16.0,1.0,222.0,1.0,438.0,,2.0,12.0,3.0,50.0,2.0,786.0,6.0,0.0,13.0,20.0,3.0,21.0,2.0,961.0,54.0,15.0,20.0,3.0,12.0,0.0
1059925,23,2020-01-19 16:30:00,14,Liverpool,Home,221.0,26.0,1.0,5.0,4.0,1.0,1.0,187.0,7.0,,5.0,,3.0,26.0,403.0,1.0,,18.0,13.0,16.0,11.0,1.0,2.0,2.0,,,,,,,,13.0,,,,,1.0,4.0,4.0,5.0,12.0,4.0,79.0,77.0,3.0,2.0,1.0,1.0,14.0,5.0,9.0,,1.0,11.0,9.0,9.0,1.0,7.0,1.0,44.0,64.0,1.0,13.0,7.0,,1.0,,,,,,63.0,7.0,10.0,1.0,,3.0,3.0,,169.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,,,7.0,1.0,10.0,10.0,1.0,5.0,144.0,81.0,40.0,5.0,,5.0,9.0,5.0,482.0,,1.0,,86.0,63.0,35.0,,,,,173.0,173.0,10.0,27.0,31.0,53.2,,,,,14.0,0.0,117.0,1.0,3.0,4.0,1.0,2.0,6.0,1.0,3.0,104.0,382.0,7.0,14.0,240.0,55.0,13.0,25.0,7.0,28.0,21.0,3.0,157.0,4.0,297.0,,,10.0,3.0,62.0,2.0,509.0,1.0,0.0,16.0,22.0,2.0,22.0,1.0,717.0,34.0,21.0,16.0,11.0,11.0,0.0
1059938,24,2020-01-23 20:00:00,14,Liverpool,Away,229.0,22.0,3.0,7.0,4.0,,,273.0,5.0,1.0,8.0,2.0,11.0,28.0,495.0,,,12.0,19.0,11.0,6.0,,1.0,,,,,1.0,,,,9.0,,,,,2.0,5.0,8.0,2.0,10.0,3.0,94.0,66.0,,2.0,,1.0,13.0,6.0,19.0,,1.0,4.0,5.0,3.0,,6.0,1.0,60.0,39.0,1.0,20.0,7.0,,,,,,,,63.0,11.0,4.0,1.0,,1.0,,1.0,159.0,2.0,1.0,2.0,1.0,1.0,,5.0,1.0,,,7.0,,11.0,11.0,1.0,8.0,156.0,85.0,54.0,2.0,1.0,1.0,7.0,6.0,579.0,2.0,2.0,,98.0,97.0,22.0,,,,,133.0,133.0,6.0,23.0,28.0,53.6,,,,,13.0,0.0,185.0,2.0,,2.0,1.0,,1.0,,3.0,82.0,481.0,8.0,8.0,249.0,52.0,20.0,18.0,4.0,12.0,8.0,,132.0,6.0,357.0,,1.0,6.0,11.0,57.0,,594.0,,0.0,13.0,11.0,1.0,14.0,1.0,755.0,19.0,14.0,13.0,4.0,6.0,0.0
1059946,25,2020-02-01 15:00:00,14,Liverpool,Home,247.0,19.0,,,,1.0,,156.0,8.0,1.0,5.0,3.0,2.0,30.0,403.0,1.0,1.0,25.0,17.0,16.0,9.0,,3.0,2.0,,,,1.0,,,2.0,12.0,,,,,,3.0,11.0,6.0,11.0,5.0,79.0,57.0,5.0,4.0,2.0,1.0,21.0,4.0,10.0,,2.0,6.0,4.0,7.0,,12.0,2.0,52.0,50.0,1.0,23.0,9.0,,1.0,,,,,,58.0,9.0,13.0,3.0,,3.0,,1.0,196.0,4.0,,3.0,4.0,,1.0,13.0,4.0,,2.0,9.0,,11.0,11.0,3.0,5.0,124.0,105.0,43.0,11.0,1.0,3.0,10.0,9.0,493.0,4.0,,,82.0,47.0,36.0,,,,,175.0,175.0,3.0,25.0,21.0,61.5,,,,,21.0,0.0,131.0,3.0,1.0,4.0,1.0,2.0,3.0,,3.0,82.0,374.0,7.0,13.0,279.0,59.0,23.0,14.0,4.0,15.0,11.0,3.0,133.0,3.0,266.0,,1.0,22.0,2.0,85.0,2.0,530.0,1.0,0.0,16.0,14.0,1.0,29.0,0.0,728.0,29.0,9.0,8.0,6.0,9.0,0.0
1059958,26,2020-02-15 17:30:00,14,Liverpool,Away,218.0,33.0,1.0,4.0,3.0,,,310.0,3.0,,3.0,3.0,7.0,34.0,524.0,,,25.0,11.0,13.0,11.0,1.0,3.0,,,,,,,,,14.0,,,,,,3.0,3.0,2.0,11.0,6.0,88.0,71.0,1.0,2.0,,1.0,20.0,4.0,6.0,,1.0,7.0,20.0,5.0,,6.0,,43.0,38.0,1.0,7.0,2.0,,,,,,,,70.0,11.0,5.0,,,1.0,1.0,,164.0,1.0,,1.0,1.0,,,5.0,1.0,,,2.0,,5.0,5.0,1.0,3.0,169.0,73.0,42.0,2.0,,6.0,7.0,6.0,610.0,,1.0,,112.0,76.0,52.0,,,,,163.0,163.0,18.0,19.0,29.0,63.3,,,,,20.0,0.0,203.0,,1.0,1.0,,,7.0,,3.0,155.0,512.0,14.0,13.0,235.0,50.0,7.0,16.0,4.0,30.0,26.0,,219.0,,419.0,,,18.0,8.0,69.0,,624.0,2.0,0.0,17.0,16.0,1.0,28.0,2.0,801.0,43.0,16.0,5.0,7.0,11.0,0.0
1059967,27,2020-02-24 20:00:00,14,Liverpool,Home,207.0,13.0,3.0,12.0,9.0,4.0,1.0,335.0,2.0,,7.0,2.0,7.0,18.0,530.0,1.0,,16.0,25.0,23.0,15.0,3.0,8.0,,,,,1.0,,,,14.0,,1.0,1.0,,2.0,3.0,6.0,1.0,18.0,7.0,83.0,77.0,1.0,1.0,1.0,3.0,9.0,8.0,20.0,,,16.0,11.0,15.0,,8.0,,68.0,71.0,3.0,19.0,10.0,,,,,,,,74.0,4.0,9.0,2.0,,3.0,1.0,1.0,192.0,3.0,,3.0,3.0,,,2.0,3.0,,,10.0,2.0,8.0,8.0,1.0,7.0,175.0,81.0,47.0,8.0,1.0,9.0,12.0,7.0,604.0,1.0,3.0,,105.0,88.0,59.0,,,,,166.0,166.0,9.0,20.0,38.0,69.3,2.0,,3.0,,9.0,0.0,176.0,2.0,,2.0,,,10.0,,2.0,155.0,512.0,4.0,21.0,219.0,45.0,19.0,27.0,11.0,38.0,27.0,,211.0,6.0,445.0,,,9.0,8.0,45.0,2.0,626.0,1.0,0.0,25.0,23.0,,19.0,0.0,861.0,56.0,17.0,16.0,16.0,16.0,0.0
1059980,28,2020-02-29 17:30:00,14,Liverpool,Away,231.0,24.0,,1.0,1.0,3.0,,390.0,8.0,1.0,1.0,1.0,5.0,24.0,620.0,,,19.0,20.0,17.0,5.0,,1.0,,,1.0,,1.0,,,,5.0,,,,1.0,,4.0,10.0,4.0,3.0,4.0,79.0,66.0,,,,,16.0,2.0,6.0,,1.0,5.0,12.0,9.0,,6.0,1.0,47.0,37.0,,13.0,6.0,1.0,2.0,,,,,,86.0,8.0,3.0,,,2.0,1.0,1.0,188.0,,,,,,,8.0,,,,6.0,1.0,5.0,5.0,1.0,2.0,219.0,75.0,55.0,3.0,,2.0,3.0,1.0,711.0,1.0,3.0,,119.0,102.0,53.0,,,,,171.0,171.0,5.0,27.0,31.0,70.8,1.0,,,,16.0,0.0,246.0,1.0,1.0,2.0,2.0,,4.0,,3.0,156.0,600.0,10.0,5.0,260.0,49.0,13.0,16.0,4.0,26.0,22.0,,215.0,3.0,498.0,1.0,1.0,12.0,5.0,51.0,1.0,732.0,,0.0,7.0,8.0,1.0,21.0,0.0,893.0,34.0,14.0,9.0,5.0,2.0,0.0
1059987,29,2020-03-07 12:30:00,14,Liverpool,Home,213.0,20.0,2.0,4.0,3.0,,,412.0,4.0,3.0,3.0,5.0,7.0,31.0,621.0,,2.0,25.0,19.0,19.0,9.0,1.0,2.0,2.0,,,,,,,1.0,12.0,,,,1.0,,5.0,5.0,1.0,8.0,6.0,84.0,52.0,3.0,2.0,1.0,1.0,22.0,4.0,6.0,1.0,,9.0,8.0,14.0,,3.0,,41.0,51.0,1.0,20.0,11.0,,,,,,,,81.0,10.0,12.0,2.0,,4.0,1.0,,182.0,2.0,,2.0,2.0,,1.0,4.0,2.0,,3.0,11.0,1.0,11.0,11.0,,3.0,226.0,72.0,47.0,4.0,,3.0,9.0,6.0,704.0,3.0,2.0,,78.0,105.0,55.0,,,,,160.0,160.0,7.0,25.0,18.0,74.5,1.0,,3.0,1.0,22.0,0.0,237.0,2.0,1.0,2.0,,2.0,4.0,,2.0,194.0,597.0,6.0,12.0,242.0,49.0,20.0,20.0,8.0,30.0,23.0,3.0,257.0,1.0,517.0,,3.0,16.0,8.0,59.0,1.0,729.0,,0.0,14.0,7.0,5.0,26.0,0.0,917.0,31.0,13.0,14.0,9.0,4.0,0.0
1059995,30,2020-06-21 19:00:00,14,Liverpool,Away,239.0,17.0,2.0,4.0,2.0,1.0,1.0,270.0,6.0,1.0,2.0,1.0,4.0,34.0,505.0,,,23.0,22.0,29.0,4.0,3.0,2.0,,,,2.0,3.0,,,,4.0,,,,,1.0,10.0,7.0,1.0,5.0,5.0,95.0,60.0,,,,,17.0,3.0,7.0,,,6.0,5.0,7.0,,15.0,2.0,59.0,62.0,,3.0,,,,,,,,,75.0,12.0,12.0,,,6.0,1.0,3.0,179.0,,,,,,,6.0,,,1.0,,,10.0,10.0,,2.0,142.0,83.0,48.0,1.0,,4.0,3.0,3.0,573.0,2.0,2.0,,71.0,103.0,33.0,,,,,146.0,146.0,5.0,28.0,25.0,70.1,,,,,17.0,0.0,178.0,3.0,,3.0,,,4.0,3.0,5.0,126.0,484.0,7.0,7.0,250.0,48.0,3.0,12.0,6.0,19.0,13.0,,179.0,2.0,363.0,,1.0,10.0,4.0,60.0,1.0,594.0,3.0,0.0,10.0,16.0,,27.0,2.0,767.0,26.0,15.0,7.0,6.0,12.0,0.0
1060005,31,2020-06-24 20:15:00,14,Liverpool,Home,241.0,35.0,1.0,5.0,4.0,,,553.0,4.0,,4.0,3.0,8.0,49.0,789.0,,3.0,17.0,11.0,17.0,7.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,,16.0,,,1.0,,2.0,6.0,,3.0,14.0,7.0,138.0,71.0,3.0,1.0,2.0,,17.0,4.0,10.0,,,6.0,5.0,10.0,1.0,11.0,,48.0,45.0,,1.0,1.0,,1.0,,,,,,112.0,7.0,5.0,2.0,,3.0,,2.0,183.0,3.0,,2.0,3.0,,1.0,4.0,3.0,,,1.0,1.0,15.0,15.0,,4.0,275.0,75.0,57.0,,1.0,6.0,5.0,7.0,876.0,,1.0,,152.0,131.0,46.0,,,,,154.0,154.0,11.0,13.0,43.0,73.3,1.0,,,,17.0,0.0,290.0,,,,,2.0,10.0,4.0,5.0,211.0,779.0,8.0,11.0,257.0,52.0,1.0,16.0,5.0,20.0,15.0,3.0,275.0,,649.0,,,9.0,9.0,66.0,,886.0,2.0,0.0,21.0,17.0,3.0,18.0,0.0,1051.0,44.0,20.0,7.0,6.0,10.0,0.0
