season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437083,1,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,14.0,2.0,16.0,6.0,5.0,1.0,,,2.0,,,,4.0,11.0,6.0,,,,,2.0,,,,3.0,90.0,2.0,,,,,,,17.0,,8.4,,,1.0,1.0,2.0,1.0,,,,22.0,4.0,25.0,5,,43.0,2.0,,1.0,
2017-18,7437083,1,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437083,1,1,Manchester_United,Home,93868,76359,Phil Jones,phil-jones,D,False,,,2.0,16.0,39.0,55.0,,3.0,5.0,,,,,,,,1.0,6.0,,,1.0,,,,,4.0,,90.0,,,,,,,,6.0,,7.4,,,,4.0,,,,2.0,,18.0,42.0,60.0,0,2.0,73.0,,2.0,,
2017-18,7437083,1,1,Manchester_United,Home,111802,74208,Paul Pogba,paul-pogba,M,False,,,1.0,39.0,15.0,54.0,1.0,3.0,6.0,,,2.0,,,,2.0,9.0,9.0,,,4.0,,1.0,,,,2.0,90.0,1.0,,,,,,,17.0,,7.8,,,,2.0,8.0,2.0,,4.0,,48.0,16.0,62.0,3,,85.0,2.0,1.0,6.0,
2017-18,7437083,1,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,True,,,,5.0,1.0,6.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,10.0,1.0,,,,,,,2.0,,8.3,,,,,1.0,,,1.0,,6.0,1.0,7.0,1,,11.0,,,1.0,
2017-18,7437083,1,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,4.0,0,,5.0,1.0,,,
2017-18,7437083,1,1,Manchester_United,Home,606346,197365,Eric Bailly,eric-bailly,D,False,,,1.0,11.0,32.0,43.0,2.0,1.0,8.0,,,,1.0,,,,5.0,3.0,,,2.0,,,,,1.0,,90.0,,,,,,,,10.0,,6.7,,,,4.0,,,,6.0,,16.0,37.0,53.0,0,1.0,62.0,,1.0,,
2017-18,7437083,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,14.0,1.0,15.0,,,3.0,1.0,,1.0,,,,1.0,5.0,5.0,,,2.0,1.0,,,1.0,,1.0,80.0,,,,,,,,9.0,,7.6,,,3.0,1.0,4.0,1.0,,,1.0,19.0,1.0,19.0,4,1.0,35.0,1.0,2.0,2.0,
2017-18,7437724,2,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,,,3.0,38.0,31.0,69.0,1.0,1.0,12.0,,,,,,,2.0,3.0,5.0,,,,,,,,1.0,,90.0,,,,,,,,13.0,,7.3,,,,1.0,,2.0,,6.0,,48.0,31.0,77.0,0,3.0,101.0,1.0,1.0,,
2017-18,7437724,2,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,1.0,2.0,10.0,12.0,1.0,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,15.0,,,,,,,,3.0,,6.6,,,,1.0,,,,1.0,,3.0,11.0,14.0,0,,18.0,1.0,1.0,,
2017-18,7437724,2,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437724,2,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,1.0,,4.0,37.0,6.0,42.0,,,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,75.0,,,,,,,,16.0,,7.5,,,1.0,,3.0,9.0,,4.0,,50.0,8.0,49.0,1,,63.0,,,2.0,
2017-18,7437724,2,1,Manchester_United,Away,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,,,,45.0,11.0,56.0,,,9.0,2.0,,1.0,1.0,,,1.0,5.0,5.0,,,1.0,2.0,,,,1.0,4.0,85.0,,,,,,,,11.0,,8.5,,,1.0,,4.0,1.0,,,,52.0,11.0,62.0,2,1.0,76.0,1.0,2.0,2.0,
2017-18,7437724,2,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,4.0,38.0,39.0,77.0,2.0,2.0,7.0,,,,2.0,,,,6.0,9.0,,,1.0,,,,,1.0,,90.0,,,,,,,,12.0,,7.3,,,,3.0,2.0,,,7.0,,45.0,40.0,85.0,0,4.0,105.0,3.0,2.0,1.0,
2017-18,7437724,2,1,Manchester_United,Away,44864,58877,Daley Blind,daley-blind,D,False,2.0,,2.0,39.0,22.0,59.0,1.0,1.0,7.0,1.0,,,,,,2.0,4.0,5.0,,,,,,,,3.0,1.0,90.0,,,,,,,,14.0,,7.7,,,,3.0,1.0,5.0,,5.0,,50.0,22.0,67.0,0,2.0,94.0,,2.0,,
2017-18,7437724,2,1,Manchester_United,Away,47741,55909,Chris Smalling,chris-smalling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437724,2,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,7.0,4.0,7.0,11.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,12.0,,6.9,,,,,,,,19.0,,15.0,8.0,23.0,0,,27.0,,,,
2017-18,7437724,2,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,8.0,3.0,11.0,8.0,2.0,1.0,,,1.0,,,,1.0,10.0,3.0,,,,,1.0,,,,1.0,90.0,1.0,,,,,,,10.0,,7.3,,,1.0,,2.0,,,,,15.0,3.0,18.0,3,,27.0,1.0,,1.0,
2017-18,7437724,2,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,True,,,1.0,3.0,5.0,8.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,5.0,,,,,,,,,,6.5,,,,,,,,1.0,,3.0,5.0,8.0,0,,9.0,,,,
2017-18,7437724,2,1,Manchester_United,Away,93868,76359,Phil Jones,phil-jones,D,False,,,3.0,13.0,31.0,44.0,1.0,2.0,6.0,,1.0,,,,,,1.0,4.0,,,,,,,1.0,3.0,,90.0,,,,,,,,2.0,,7.5,,,1.0,10.0,,,,5.0,,14.0,32.0,46.0,1,1.0,63.0,,1.0,,
2017-18,7437724,2,1,Manchester_United,Away,111802,74208,Paul Pogba,paul-pogba,M,False,,,3.0,50.0,12.0,62.0,3.0,1.0,4.0,,1.0,,2.0,,,2.0,11.0,7.0,,,3.0,1.0,1.0,,1.0,2.0,3.0,90.0,2.0,,,,,,,22.0,,8.0,,,1.0,,2.0,3.0,,6.0,,65.0,13.0,75.0,3,3.0,97.0,3.0,2.0,1.0,
2017-18,7437724,2,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437724,2,1,Manchester_United,Away,191176,148225,Anthony Martial,anthony-martial,M,True,,,1.0,9.0,3.0,12.0,1.0,,,,,1.0,,,,,4.0,1.0,,,1.0,,1.0,,,,,15.0,1.0,,,,,,,4.0,,7.2,,,,,3.0,,,1.0,,10.0,3.0,13.0,2,,19.0,1.0,,1.0,
2017-18,7437724,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437724,2,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,False,,,2.0,19.0,26.0,45.0,1.0,1.0,3.0,,,,,,,,2.0,2.0,,,1.0,,1.0,,,3.0,,90.0,1.0,,,,,,,3.0,,8.0,,,,8.0,,,,3.0,,20.0,28.0,48.0,1,1.0,63.0,,,,
2017-18,7437724,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,14.0,1.0,15.0,,,1.0,,1.0,,,,,1.0,6.0,7.0,,,2.0,,,,,,1.0,75.0,3.0,,,,,,,9.0,,6.9,,,1.0,,8.0,,,,,15.0,1.0,16.0,4,1.0,38.0,3.0,1.0,5.0,
2017-18,7437750,3,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,2.0,,2.0,50.0,20.0,68.0,1.0,1.0,6.0,,,1.0,,,,,1.0,5.0,,,,,,,,,1.0,90.0,,,,,,,,21.0,,7.5,,,,1.0,2.0,10.0,,7.0,,68.0,22.0,80.0,1,2.0,104.0,,,2.0,
2017-18,7437750,3,1,Manchester_United,Home,19352,40002,Matteo Darmian,matteo-darmian,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437750,3,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,True,,,1.0,8.0,8.0,16.0,2.0,1.0,2.0,,,,1.0,,,,3.0,1.0,,,,,1.0,,,,1.0,16.0,1.0,,,,,,,1.0,,7.3,,,,,,,,2.0,,9.0,8.0,17.0,1,,20.0,,,,
2017-18,7437750,3,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437750,3,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,1.0,,,42.0,8.0,49.0,,,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,67.0,1.0,,,,,,,5.0,,7.1,,,,,1.0,3.0,,,1.0,46.0,9.0,52.0,1,,58.0,,1.0,1.0,
2017-18,7437750,3,1,Manchester_United,Home,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,1.0,,1.0,40.0,9.0,48.0,6.0,1.0,5.0,,,2.0,1.0,,,2.0,12.0,5.0,,,1.0,1.0,,,,2.0,4.0,74.0,,,,,,,,18.0,,6.9,,,,,4.0,4.0,,3.0,,50.0,9.0,55.0,2,1.0,78.0,4.0,1.0,2.0,
2017-18,7437750,3,1,Manchester_United,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,,36.0,27.0,63.0,2.0,2.0,8.0,,,,1.0,,,2.0,7.0,8.0,,,1.0,,,,,2.0,,90.0,,,,,,,,11.0,,7.0,,,,2.0,3.0,,,1.0,,39.0,32.0,71.0,0,3.0,89.0,,1.0,2.0,
2017-18,7437750,3,1,Manchester_United,Home,44864,58877,Daley Blind,daley-blind,D,False,4.0,,3.0,44.0,15.0,55.0,3.0,3.0,6.0,,,,2.0,,,,7.0,5.0,,,2.0,,,,,2.0,1.0,90.0,,,,,,,,17.0,,7.2,,,,1.0,,10.0,,5.0,,56.0,18.0,64.0,0,1.0,92.0,1.0,1.0,,
2017-18,7437750,3,1,Manchester_United,Home,47741,55909,Chris Smalling,chris-smalling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437750,3,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,7.0,6.0,6.0,12.0,,,9.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,,9.0,,7.4,2.0,4.0,,1.0,,,1.0,16.0,,13.0,8.0,21.0,0,,31.0,,,,
2017-18,7437750,3,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,17.0,2.0,19.0,6.0,7.0,1.0,,1.0,1.0,,,,,7.0,9.0,,,2.0,,,,,,2.0,90.0,3.0,1.0,,,,1.0,,8.0,,7.3,,,2.0,,1.0,,,,,22.0,2.0,24.0,6,,37.0,2.0,1.0,1.0,
2017-18,7437750,3,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437750,3,1,Manchester_United,Home,93868,76359,Phil Jones,phil-jones,D,False,,,2.0,20.0,32.0,52.0,1.0,2.0,7.0,,,,2.0,,,,3.0,3.0,,,,,,,,1.0,,90.0,,1.0,,,,,,2.0,,7.1,,,,6.0,1.0,,,2.0,,22.0,32.0,54.0,0,,63.0,,,1.0,
2017-18,7437750,3,1,Manchester_United,Home,111802,74208,Paul Pogba,paul-pogba,M,False,,,7.0,64.0,29.0,93.0,1.0,1.0,6.0,,1.0,1.0,1.0,,,7.0,9.0,5.0,,,,,,,,1.0,1.0,90.0,,,,,,,,26.0,,7.0,,,5.0,,4.0,4.0,,8.0,1.0,78.0,32.0,106.0,6,,132.0,2.0,,4.0,
2017-18,7437750,3,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,False,,,,33.0,6.0,39.0,2.0,2.0,3.0,1.0,,2.0,,,,5.0,7.0,4.0,,,,,,,,,4.0,76.0,1.0,,,,,,,20.0,,6.9,,,,,2.0,6.0,,,,44.0,6.0,44.0,3,,67.0,2.0,,2.0,
2017-18,7437750,3,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,7.0,2.0,9.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,14.0,,,,,,,,1.0,,6.9,,,,1.0,,,,,,8.0,2.0,10.0,1,,12.0,,,,
2017-18,7437750,3,1,Manchester_United,Home,606346,197365,Eric Bailly,eric-bailly,D,False,,,1.0,15.0,27.0,42.0,,1.0,8.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,90.0,,,,,,,,8.0,,7.1,,,,5.0,,,,4.0,,18.0,31.0,49.0,0,2.0,57.0,,,,
2017-18,7437750,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,1.0,9.0,2.0,11.0,,1.0,1.0,,,,,,,1.0,3.0,4.0,,,1.0,,1.0,,,,2.0,23.0,1.0,,,,,,,7.0,,7.7,,,,,3.0,1.0,,2.0,,14.0,2.0,15.0,1,,23.0,,1.0,2.0,
2017-18,7437737,4,1,Manchester_United,Away,938,2404,Michael Carrick,michael-carrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,,,4.0,39.0,15.0,54.0,1.0,3.0,5.0,,,,2.0,,,2.0,5.0,9.0,,,,,,,,,2.0,90.0,,,,,,,,19.0,,6.9,,,1.0,5.0,3.0,6.0,,7.0,,54.0,16.0,64.0,1,2.0,96.0,1.0,1.0,3.0,
2017-18,7437737,4,1,Manchester_United,Away,19352,40002,Matteo Darmian,matteo-darmian,D,False,,,,20.0,18.0,38.0,3.0,2.0,4.0,,,,2.0,,,,6.0,3.0,,,1.0,,,,,,,90.0,,,,,,,,7.0,,6.1,,,1.0,5.0,,2.0,,2.0,,25.0,19.0,42.0,1,1.0,63.0,,,,
2017-18,7437737,4,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,True,1.0,,,11.0,3.0,13.0,,,,,,,,,,,,1.0,,,,,,,,,,18.0,,,,,,,,6.0,,6.7,,,,,,4.0,,2.0,,17.0,3.0,16.0,0,,23.0,,1.0,,
2017-18,7437737,4,1,Manchester_United,Away,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,2.0,,1.0,26.0,5.0,29.0,,2.0,2.0,1.0,,,,,,5.0,6.0,4.0,,,,,,,,,2.0,84.0,,,,,,,,22.0,,6.9,,,,,1.0,7.0,,3.0,1.0,38.0,7.0,38.0,0,1.0,57.0,,1.0,,
2017-18,7437737,4,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,4.0,29.0,29.0,58.0,1.0,2.0,8.0,1.0,,,,,,1.0,2.0,4.0,,,,,,,,3.0,2.0,90.0,,,,,,,,9.0,,7.4,,,1.0,1.0,1.0,1.0,,4.0,,34.0,31.0,64.0,1,1.0,76.0,,,1.0,
2017-18,7437737,4,1,Manchester_United,Away,44864,58877,Daley Blind,daley-blind,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,1,Manchester_United,Away,47741,55909,Chris Smalling,chris-smalling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437737,4,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,1.0,,15.0,15.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,5.0,,6.6,1.0,3.0,,,,,,6.0,,4.0,16.0,20.0,0,,31.0,,,,
2017-18,7437737,4,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,10.0,5.0,15.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,3.0,8.0,2.0,,,1.0,,1.0,,,,1.0,90.0,3.0,,,,,,,11.0,,6.7,,,1.0,,1.0,2.0,,,2.0,16.0,5.0,19.0,6,,36.0,1.0,1.0,,
2017-18,7437737,4,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,False,,,4.0,33.0,24.0,57.0,2.0,,3.0,,,,3.0,,,1.0,7.0,2.0,,,1.0,,,,,1.0,1.0,72.0,,,,,,,,11.0,,6.4,,,,,2.0,1.0,,9.0,,42.0,24.0,65.0,0,,74.0,1.0,,2.0,
2017-18,7437737,4,1,Manchester_United,Away,93868,76359,Phil Jones,phil-jones,D,False,,,4.0,18.0,40.0,58.0,1.0,2.0,3.0,,,,,,,,2.0,3.0,,,,,,,,1.0,,90.0,,,,,,,,2.0,,6.5,,,,1.0,1.0,,,5.0,,18.0,41.0,59.0,0,1.0,66.0,,,,
2017-18,7437737,4,1,Manchester_United,Away,111802,74208,Paul Pogba,paul-pogba,M,False,,,3.0,38.0,18.0,56.0,1.0,3.0,4.0,,1.0,2.0,,,,,5.0,11.0,,,4.0,1.0,,,,1.0,3.0,90.0,2.0,,,,,,,13.0,,7.8,,,1.0,,2.0,1.0,,7.0,,48.0,19.0,66.0,5,1.0,87.0,1.0,5.0,2.0,
2017-18,7437737,4,1,Manchester_United,Away,191176,148225,Anthony Martial,anthony-martial,M,True,2.0,,,10.0,,8.0,,,,1.0,,,,,,2.0,4.0,1.0,,,2.0,,,,,,2.0,18.0,,,,,,,,4.0,,7.0,,,,,1.0,2.0,,,,11.0,,9.0,0,,16.0,1.0,,1.0,
2017-18,7437737,4,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,6.0,,,,,,,,1.0,,6.5,,,,,,,,,,4.0,,4.0,0,,4.0,,,,
2017-18,7437737,4,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,False,,,4.0,21.0,51.0,72.0,,1.0,5.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,2.0,1.0,90.0,,1.0,,,,,,8.0,,7.0,,,,3.0,1.0,,,8.0,,24.0,55.0,79.0,0,2.0,89.0,,,1.0,
2017-18,7437737,4,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,1.0,,,12.0,3.0,14.0,1.0,,1.0,,,1.0,,,,,2.0,,,,,,1.0,,,,,72.0,3.0,,,,,,,11.0,,7.3,,,,,1.0,4.0,,1.0,1.0,20.0,3.0,19.0,4,,32.0,,,,
2017-18,7437751,5,1,Manchester_United,Home,938,2404,Michael Carrick,michael-carrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,False,1.0,,4.0,37.0,11.0,47.0,,1.0,10.0,,,,,,,1.0,4.0,7.0,,,1.0,,,,,5.0,1.0,90.0,,,,,,,,23.0,,7.3,,,,,4.0,3.0,,12.0,,49.0,13.0,59.0,0,2.0,91.0,1.0,2.0,2.0,
2017-18,7437751,5,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,,,1.0,19.0,7.0,26.0,,1.0,3.0,,,,,,,1.0,4.0,3.0,,,2.0,,1.0,,,,,90.0,1.0,,,,,,,16.0,,7.3,,,,,2.0,5.0,,4.0,,30.0,9.0,34.0,1,1.0,53.0,,,1.0,
2017-18,7437751,5,1,Manchester_United,Home,19352,40002,Matteo Darmian,matteo-darmian,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,,23.0,18.0,41.0,3.0,5.0,7.0,,,,1.0,,,1.0,6.0,9.0,,,1.0,,,,,5.0,,90.0,1.0,,,,,,,14.0,,7.3,,,,,,2.0,,,,32.0,21.0,51.0,1,4.0,67.0,1.0,,,
2017-18,7437751,5,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,1.0,,2.0,27.0,8.0,34.0,,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,3.0,77.0,,,,,,,,11.0,,7.3,,,1.0,,1.0,2.0,,3.0,,35.0,9.0,42.0,1,,50.0,1.0,1.0,,
2017-18,7437751,5,1,Manchester_United,Home,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,False,1.0,,1.0,37.0,11.0,47.0,1.0,1.0,7.0,,,,3.0,,,1.0,10.0,6.0,,,2.0,,1.0,,,1.0,2.0,88.0,1.0,,,,,,,23.0,,7.3,,,,,4.0,11.0,,3.0,,52.0,13.0,54.0,1,3.0,81.0,1.0,1.0,1.0,
