matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360578,11,2011-11-06 13:30:00,111,Wigan,Away,129.0,20.0,3.0,6.0,3.0,2.0,,189.0,2.0,,3.0,3.0,6.0,29.0,312.0,,1.0,37.0,9.0,9.0,11.0,1.0,,,,,,,,,,14.0,,1.0,,,,1.0,9.0,4.0,,,54.0,62.0,2.0,4.0,1.0,2.0,3.0,6.0,,6.0,21.0,6.0,,20.0,6.0,59.0,56.0,1.0,13.0,8.0,,,84.0,14.0,11.0,,,3.0,2.0,,170.0,,,,,,,4.0,,,1.0,16.0,,19.0,12.0,,3.0,87.0,83.0,45.0,5.0,1.0,6.0,6.0,7.0,,2.0,2.0,,62.0,71.0,16.0,,,,,1.0,202.0,186.0,2.0,25.0,28.0,51.6,,,,1.0,0.0,90.0,4.0,3.0,,2.0,,7.0,1.0,3.0,87.0,,12.0,147.0,33.0,28.0,21.0,6.0,35.0,29.0,,137.0,9.0,289.0,,1.0,20.0,10.0,54.0,7.0,401.0,,0.0,17.0,26.0,2.0,47.0,1.0,672.0,,16.0,10.0,6.0,19.0,0.0
360588,12,2011-11-19 15:00:00,111,Wigan,Home,114.0,15.0,2.0,5.0,3.0,1.0,1.0,232.0,4.0,1.0,2.0,6.0,13.0,46.0,341.0,,,16.0,2.0,5.0,18.0,2.0,,,,,,,,,,21.0,,,,,,2.0,4.0,5.0,,,67.0,33.0,1.0,1.0,,,7.0,4.0,,7.0,16.0,7.0,1.0,7.0,,38.0,47.0,,9.0,3.0,2.0,,71.0,14.0,14.0,,,2.0,2.0,,143.0,2.0,1.0,2.0,,2.0,,6.0,1.0,2.0,,6.0,,3.0,3.0,,2.0,105.0,67.0,42.0,3.0,2.0,10.0,12.0,6.0,,1.0,8.0,,84.0,65.0,19.0,1.0,1.0,1.0,,,143.0,138.0,2.0,5.0,23.0,58.5,,,,1.0,0.0,95.0,,,,,,13.0,,3.0,106.0,,22.0,131.0,31.0,14.0,17.0,4.0,29.0,25.0,,145.0,6.0,308.0,2.0,1.0,13.0,13.0,67.0,2.0,410.0,,0.0,26.0,22.0,,18.0,2.0,587.0,,13.0,6.0,7.0,18.0,0.0
360596,13,2011-11-26 15:00:00,111,Wigan,Away,146.0,15.0,,2.0,2.0,1.0,,171.0,4.0,,9.0,,17.0,24.0,315.0,,1.0,12.0,7.0,7.0,6.0,,1.0,,1.0,,1.0,,,,,10.0,1.0,,,,,,11.0,8.0,,,64.0,37.0,1.0,,2.0,1.0,3.0,8.0,,2.0,9.0,3.0,,14.0,1.0,58.0,49.0,1.0,20.0,10.0,1.0,,55.0,13.0,12.0,1.0,,3.0,1.0,1.0,147.0,1.0,,1.0,1.0,,,9.0,1.0,,,19.0,,4.0,3.0,2.0,9.0,90.0,78.0,43.0,3.0,1.0,3.0,4.0,4.0,,3.0,2.0,,79.0,39.0,17.0,,,,,1.0,160.0,141.0,1.0,14.0,12.0,47.1,,,,,0.0,88.0,5.0,3.0,,1.0,1.0,5.0,,2.0,63.0,,7.0,168.0,41.0,39.0,28.0,1.0,14.0,13.0,1.0,93.0,5.0,235.0,,,11.0,17.0,48.0,1.0,389.0,,0.0,12.0,18.0,2.0,18.0,1.0,591.0,,11.0,12.0,2.0,13.0,0.0
360607,14,2011-12-03 15:00:00,111,Wigan,Home,129.0,13.0,1.0,3.0,2.0,3.0,,155.0,6.0,,8.0,3.0,14.0,25.0,281.0,,,5.0,5.0,3.0,5.0,,,,,,,,,,,7.0,,,,,,,12.0,4.0,,,50.0,46.0,,1.0,,1.0,2.0,10.0,,4.0,6.0,7.0,,1.0,2.0,35.0,45.0,1.0,8.0,3.0,1.0,,52.0,9.0,12.0,,,3.0,1.0,,118.0,,,,,,,14.0,,2.0,1.0,6.0,,14.0,8.0,,8.0,76.0,71.0,42.0,5.0,,1.0,4.0,3.0,,2.0,4.0,,55.0,42.0,16.0,,,,,,115.0,107.0,1.0,13.0,22.0,34.6,,,,,0.0,92.0,2.0,1.0,,2.0,,2.0,,3.0,51.0,,5.0,137.0,33.0,16.0,20.0,4.0,18.0,14.0,,80.0,5.0,217.0,2.0,,9.0,14.0,42.0,2.0,336.0,,0.0,7.0,21.0,,8.0,3.0,494.0,,8.0,9.0,4.0,15.0,0.0
360618,15,2011-12-10 15:00:00,111,Wigan,Away,228.0,23.0,,,,4.0,,145.0,7.0,,5.0,3.0,23.0,38.0,373.0,,,12.0,10.0,4.0,4.0,,1.0,,,,1.0,,1.0,,,8.0,1.0,,,,,,17.0,6.0,,,65.0,27.0,,,,3.0,3.0,3.0,,2.0,3.0,1.0,,7.0,1.0,42.0,45.0,3.0,22.0,11.0,,,57.0,8.0,10.0,1.0,,2.0,,1.0,158.0,,,,,,,9.0,1.0,1.0,,14.0,,12.0,10.0,,5.0,121.0,84.0,50.0,13.0,1.0,1.0,3.0,4.0,,11.0,4.0,,67.0,26.0,6.0,,,,,1.0,154.0,135.0,,11.0,9.0,49.1,,,,2.0,0.0,113.0,1.0,1.0,,,1.0,3.0,,3.0,46.0,,4.0,253.0,41.0,41.0,19.0,2.0,6.0,4.0,1.0,80.0,10.0,210.0,2.0,,16.0,24.0,59.0,2.0,457.0,,0.0,10.0,26.0,1.0,14.0,1.0,650.0,,14.0,5.0,2.0,17.0,0.0
360627,16,2011-12-17 17:30:00,111,Wigan,Home,210.0,13.0,2.0,5.0,3.0,1.0,,206.0,8.0,,1.0,2.0,22.0,27.0,411.0,,,24.0,6.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,6.0,6.0,,,75.0,61.0,,,1.0,,2.0,12.0,,7.0,8.0,3.0,,11.0,2.0,43.0,37.0,,18.0,11.0,,,66.0,11.0,6.0,,,,,,177.0,,,,,,,9.0,,,2.0,18.0,,17.0,16.0,,1.0,122.0,64.0,39.0,5.0,1.0,3.0,6.0,6.0,,3.0,3.0,,78.0,51.0,18.0,,,,,,143.0,131.0,1.0,39.0,18.0,50.8,,,,,0.0,121.0,,1.0,,,,6.0,1.0,2.0,85.0,,9.0,234.0,40.0,30.0,17.0,5.0,16.0,11.0,,130.0,4.0,277.0,,,13.0,24.0,48.0,,495.0,,0.0,14.0,15.0,4.0,24.0,0.0,690.0,,16.0,12.0,7.0,10.0,0.0
360631,17,2011-12-21 20:00:00,111,Wigan,Home,135.0,15.0,3.0,6.0,3.0,5.0,,154.0,7.0,,1.0,9.0,4.0,26.0,283.0,,,16.0,11.0,6.0,12.0,3.0,,,,,,,,,,15.0,,,,,,1.0,10.0,11.0,,,50.0,58.0,,,,5.0,8.0,11.0,,7.0,9.0,4.0,,15.0,5.0,58.0,55.0,5.0,21.0,7.0,,,49.0,17.0,12.0,,,2.0,1.0,,128.0,,,,,,,12.0,,,1.0,15.0,,33.0,27.0,4.0,1.0,88.0,65.0,35.0,14.0,,4.0,11.0,6.0,,3.0,1.0,,52.0,51.0,15.0,,1.0,1.0,1.0,,142.0,126.0,2.0,31.0,22.0,44.7,,,,3.0,0.0,93.0,4.0,5.0,,,,5.0,1.0,3.0,72.0,,15.0,160.0,32.0,37.0,11.0,6.0,19.0,14.0,,108.0,10.0,218.0,,,19.0,4.0,51.0,,359.0,,0.0,19.0,31.0,,16.0,1.0,588.0,,11.0,6.0,7.0,22.0,0.0
360643,18,2011-12-26 15:00:00,111,Wigan,Away,139.0,13.0,,1.0,1.0,1.0,,155.0,6.0,,2.0,5.0,7.0,31.0,293.0,,,4.0,2.0,1.0,5.0,,2.0,,1.0,,2.0,,,,,,,,,,,,10.0,10.0,,,60.0,32.0,,,,6.0,3.0,10.0,,2.0,6.0,3.0,,12.0,2.0,47.0,44.0,6.0,11.0,5.0,,,53.0,11.0,12.0,,,,,2.0,130.0,,,,,,,10.0,,2.0,,12.0,,18.0,16.0,7.0,3.0,75.0,62.0,38.0,10.0,,1.0,4.0,2.0,,3.0,2.0,,67.0,26.0,6.0,1.0,1.0,1.0,,,125.0,110.0,1.0,15.0,9.0,40.5,,,,1.0,0.0,88.0,2.0,1.0,,,2.0,4.0,,3.0,63.0,,5.0,163.0,23.0,26.0,24.0,,9.0,9.0,,88.0,1.0,199.0,2.0,,15.0,7.0,49.0,,353.0,,1.0,9.0,19.0,,8.0,1.0,524.0,,7.0,12.0,2.0,15.0,0.0
360655,19,2011-12-31 15:00:00,111,Wigan,Away,144.0,12.0,1.0,2.0,1.0,,,124.0,6.0,,6.0,4.0,12.0,38.0,266.0,,,12.0,18.0,7.0,4.0,1.0,,,,,,,1.0,1.0,,9.0,1.0,,,,,,9.0,4.0,3.0,8.0,55.0,58.0,1.0,1.0,1.0,3.0,2.0,1.0,,5.0,2.0,1.0,,9.0,,45.0,43.0,3.0,44.0,19.0,,,64.0,10.0,14.0,,,2.0,1.0,,128.0,1.0,,1.0,1.0,,,16.0,1.0,2.0,3.0,22.0,,8.0,7.0,3.0,7.0,88.0,83.0,36.0,8.0,1.0,1.0,5.0,6.0,319.0,1.0,4.0,,44.0,34.0,13.0,1.0,1.0,1.0,,1.0,155.0,146.0,2.0,21.0,26.0,51.0,,2.0,1.0,2.0,0.0,80.0,,,,1.0,,3.0,,2.0,47.0,248.0,6.0,161.0,30.0,53.0,12.0,3.0,7.0,4.0,,84.0,1.0,197.0,3.0,,16.0,12.0,79.0,2.0,351.0,,1.0,11.0,21.0,,17.0,3.0,557.0,5.0,24.0,1.0,5.0,17.0,0.0
360667,20,2012-01-03 19:45:00,111,Wigan,Home,190.0,19.0,,2.0,2.0,1.0,,309.0,5.0,,6.0,,32.0,39.0,497.0,,,25.0,3.0,5.0,15.0,1.0,,,,,1.0,,,,,19.0,,,,1.0,1.0,,7.0,4.0,,,72.0,38.0,1.0,1.0,,3.0,6.0,8.0,,9.0,12.0,7.0,,9.0,,36.0,30.0,3.0,7.0,4.0,,,80.0,10.0,6.0,1.0,,2.0,,1.0,138.0,1.0,,1.0,1.0,,,5.0,1.0,4.0,,5.0,2.0,14.0,13.0,2.0,6.0,179.0,56.0,43.0,6.0,,11.0,6.0,5.0,,3.0,5.0,,104.0,67.0,22.0,,,,,,126.0,124.0,,13.0,19.0,63.4,2.0,,,,0.0,178.0,2.0,,,1.0,,12.0,,3.0,126.0,,17.0,205.0,27.0,9.0,13.0,7.0,26.0,19.0,,166.0,2.0,388.0,4.0,,8.0,32.0,52.0,,567.0,,0.0,23.0,12.0,,27.0,1.0,738.0,,8.0,7.0,9.0,11.0,0.0
360678,21,2012-01-16 20:00:00,111,Wigan,Home,159.0,18.0,,2.0,2.0,2.0,1.0,178.0,3.0,,3.0,6.0,4.0,27.0,335.0,,,20.0,15.0,11.0,4.0,,,,,,,,,,,6.0,,,,,,,11.0,3.0,,,67.0,50.0,1.0,1.0,,2.0,2.0,9.0,,4.0,10.0,6.0,,17.0,3.0,65.0,60.0,2.0,9.0,1.0,,,61.0,17.0,15.0,,,2.0,3.0,,159.0,,,,,,,7.0,,,1.0,7.0,,26.0,18.0,3.0,3.0,93.0,89.0,49.0,5.0,,3.0,1.0,2.0,,3.0,3.0,,78.0,60.0,21.0,,,,,,168.0,159.0,1.0,25.0,20.0,46.0,,,,,0.0,106.0,4.0,1.0,,,,3.0,,3.0,86.0,,4.0,181.0,33.0,18.0,19.0,2.0,21.0,19.0,,125.0,8.0,265.0,,,26.0,5.0,48.0,3.0,425.0,,0.0,7.0,23.0,1.0,23.0,3.0,630.0,,12.0,11.0,4.0,15.0,0.0
