team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Brentford_94,2021-22,191866,Kristoffer Ajer,Brentford,Defender,Norway,80.0,31.0,49.0,24.0,,0.0,67.0,5.0,11.0,,5.0,1.0,,6.0,,,170.0,63.0,107.0,1.8498,0.7707,,0.5429,28.6225,45.0,389.0,8.0,,,24.0,,,3.0,,,1.0,31.0,25.0,6.0,90.0,32.0,58.0,,,,1.0,5.0,,26.0,5.0,,,207.0,,,,717.0,,,,,,,,4.0,,36.0,8.0,109.0,,1.0,60.0,,,,,,,,,5.0,,1.0,,1.0,,23.0,0.0,6.0,1.0,,3.0,3.0,13.0,28.0,5.0,,30.0,226.0,281.0,474.0,11.0,18.0,2.0,28.0,120.0,1987.0,12.0,71.0,12.0,16.0,304.0,723.0,0.0,2.0,29.0,34.0,219.0,1151.0,,14.0,14.0,5.0,37.0,,71.0,77.0,148.0,0.0,5.0
Brentford_94,2021-22,121570,Julian Jeanvier,Brentford,Defender,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2021-22,228044,Mads Bech,FC Midtjylland,Defender,Denmark,13.0,4.0,9.0,11.0,,0.0,21.0,2.0,6.0,,2.0,,,3.0,,,35.0,14.0,21.0,0.3437,0.0678,,,14.4702,13.0,193.0,3.0,,,11.0,,,,,,,14.0,12.0,2.0,22.0,10.0,12.0,,,,0.0,2.0,,6.0,7.0,,,62.0,,,,425.0,,,1.0,,,,,3.0,,12.0,3.0,41.0,,,155.0,,,,,,,,,2.0,,,,,,9.0,0.0,2.0,2.0,,3.0,3.0,,7.0,5.0,,19.0,103.0,251.0,332.0,1.0,7.0,,33.0,39.0,833.0,1.0,24.0,8.0,4.0,125.0,431.0,0.0,,8.0,6.0,80.0,582.0,,7.0,7.0,1.0,20.0,,36.0,35.0,44.0,0.0,3.0
Brentford_94,2021-22,226956,Mads Roerslev,Brentford,Defender,Denmark,37.0,25.0,12.0,21.0,,0.0,78.0,1.0,5.0,,1.0,,,3.0,,,122.0,75.0,47.0,0.7946,0.3768,,0.1567,22.182,31.0,124.0,8.0,,,21.0,,,1.0,,,1.0,27.0,26.0,1.0,85.0,50.0,35.0,1.0,,,1.0,,1.0,16.0,6.0,,1.0,80.0,1.0,,2.0,297.0,,,1.0,,,,,2.0,,25.0,9.0,54.0,,,15.0,,,,,,,,,,1.0,2.0,1.0,2.0,,12.0,0.0,2.0,9.0,,9.0,9.0,4.0,15.0,3.0,1.0,10.0,111.0,97.0,189.0,11.0,12.0,,3.0,22.0,1233.0,15.0,26.0,18.0,8.0,155.0,297.0,0.0,4.0,23.0,12.0,98.0,510.0,,26.0,26.0,11.0,16.0,,28.0,44.0,70.0,1.0,1.0
Brentford_94,2021-22,450550,Fin Stevens,FC St. Pauli,Defender,Wales,1.0,,1.0,1.0,,0.0,,,,,,,,,,,4.0,,4.0,0.0216,,,,0.1094,1.0,2.0,,,,1.0,,,,,,,,,,3.0,,3.0,,,,0.0,,,,1.0,,,,,,,6.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,3.0,2.0,5.0,2.0,1.0,,,,14.0,,,,,2.0,6.0,0.0,,3.0,1.0,1.0,10.0,,1.0,1.0,,,,,,1.0,0.0,0.0
Brentford_94,2021-22,154138,Tariqe Fosu,Northampton Town,Forward,Ghana,1.0,1.0,,1.0,,0.0,2.0,,,,,,,1.0,,,2.0,1.0,1.0,0.0339,0.0423,,0.19,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,0.0,,1.0,,,,,,,,,6.0,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,1.0,1.0,,,0.0,,1.0,,1.0,1.0,,,,,,4.0,2.0,5.0,,,,,,16.0,,,,1.0,1.0,6.0,0.0,1.0,,3.0,1.0,10.0,,,,,,,,,1.0,0.0,0.0
Brentford_94,2021-22,220695,Paris Maghoma,Brentford,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2021-22,128295,Christian Nørgaard,Arsenal,Midfielder,Denmark,118.0,68.0,50.0,35.0,,2.0,294.0,7.0,9.0,,6.0,2.0,,6.0,,,415.0,205.0,210.0,2.866,3.8123,,3.8187,45.6972,139.0,602.0,39.0,,,35.0,,,4.0,,,3.0,51.0,40.0,11.0,297.0,137.0,160.0,2.0,1.0,1.0,1.0,5.0,5.0,64.0,25.0,,1.0,383.0,2.0,1.0,,1577.0,,,,,,,,4.0,,67.0,39.0,270.0,,1.0,386.0,,,,,,,,,5.0,2.0,11.0,5.0,9.0,1.0,35.0,0.0,5.0,,,3.0,3.0,18.0,80.0,18.0,17.0,74.0,621.0,713.0,1257.0,49.0,60.0,6.0,,3.0,3059.0,35.0,56.0,56.0,33.0,410.0,1665.0,0.0,20.0,109.0,61.0,334.0,2181.0,,10.0,10.0,9.0,34.0,1.0,69.0,87.0,265.0,0.0,8.0
Brentford_94,2021-22,207283,Mathias Jensen,Brentford,Midfielder,Denmark,23.0,16.0,7.0,31.0,,0.0,133.0,5.0,3.0,,1.0,,47.0,12.0,,,161.0,100.0,61.0,3.3831,3.1101,,1.5901,26.7038,51.0,227.0,12.0,,,31.0,,,1.0,,,,30.0,23.0,7.0,138.0,84.0,54.0,,,,0.0,2.0,4.0,22.0,34.0,,,147.0,3.0,1.0,3.0,661.0,,,,,,,,4.0,,42.0,29.0,100.0,,,199.0,,,,,,,,,2.0,3.0,9.0,4.0,5.0,1.0,19.0,0.0,11.0,12.0,19.0,31.0,10.0,15.0,26.0,6.0,9.0,69.0,349.0,220.0,469.0,15.0,18.0,3.0,,5.0,1600.0,24.0,11.0,19.0,6.0,272.0,706.0,0.0,14.0,33.0,27.0,168.0,1021.0,25.0,48.0,18.0,9.0,17.0,,55.0,37.0,113.0,0.0,0.0
Brentford_94,2021-22,183656,Josh Dasilva,Brentford,Midfielder,England,4.0,1.0,3.0,9.0,,0.0,24.0,1.0,,,,,,1.0,,,30.0,15.0,15.0,0.2824,0.0773,,,3.0238,12.0,29.0,3.0,,,9.0,,,,,,,4.0,3.0,1.0,26.0,14.0,12.0,,,,0.0,1.0,,1.0,3.0,,,24.0,,,,84.0,,,,,,,,,,5.0,3.0,23.0,,,10.0,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,7.0,,1.0,1.0,7.0,4.0,,,1.0,38.0,35.0,71.0,1.0,1.0,,,2.0,252.0,9.0,6.0,4.0,3.0,33.0,87.0,1.0,,2.0,7.0,15.0,138.0,,3.0,3.0,4.0,,,1.0,5.0,14.0,0.0,0.0
Brentford_94,2021-22,216646,Yoane Wissa,Newcastle United,Forward,DR Congo,51.0,31.0,20.0,30.0,,4.0,77.0,6.0,5.0,,1.0,,,6.0,,,144.0,71.0,73.0,1.0322,3.372,,3.6062,19.8535,40.0,68.0,7.0,,,30.0,,,1.0,,,7.0,22.0,17.0,5.0,93.0,40.0,53.0,,1.0,,3.0,4.0,2.0,8.0,8.0,,2.0,59.0,2.0,4.0,7.0,270.0,,,,,,,,2.0,,17.0,7.0,58.0,,4.0,69.0,,,,,,,,,4.0,2.0,13.0,2.0,13.0,4.0,12.0,0.0,7.0,18.0,,1.0,1.0,19.0,17.0,1.0,10.0,5.0,122.0,65.0,181.0,6.0,6.0,2.0,,1.0,1273.0,17.0,5.0,8.0,22.0,149.0,273.0,0.0,26.0,12.0,50.0,87.0,468.0,,10.0,10.0,11.0,2.0,3.0,4.0,19.0,83.0,1.0,0.0
Brentford_94,2021-22,428580,Frank Onyeka,Brentford,Midfielder,Nigeria,37.0,21.0,16.0,20.0,,0.0,63.0,5.0,2.0,,1.0,,,5.0,,,169.0,93.0,76.0,0.4156,0.7988,,0.9777,15.4035,48.0,96.0,25.0,1.0,,20.0,,,,,,,19.0,16.0,3.0,132.0,72.0,60.0,,,1.0,0.0,4.0,3.0,14.0,4.0,,,69.0,1.0,2.0,,312.0,,,,,,,,1.0,,22.0,14.0,69.0,,,85.0,,,,,,,,,4.0,1.0,6.0,3.0,5.0,2.0,12.0,0.0,11.0,8.0,,1.0,1.0,11.0,18.0,2.0,7.0,11.0,124.0,128.0,240.0,8.0,17.0,,,7.0,1050.0,20.0,13.0,33.0,25.0,116.0,313.0,0.0,11.0,25.0,16.0,62.0,519.0,,11.0,11.0,6.0,6.0,1.0,12.0,15.0,50.0,0.0,4.0
Brentford_94,2021-22,446008,Bryan Mbeumo,Manchester United,Forward,Cameroon,134.0,105.0,29.0,35.0,4.0,2.0,233.0,18.0,6.0,,4.0,,21.0,31.0,,,368.0,234.0,134.0,3.3499,9.5495,0.2921,5.9088,39.8462,99.0,159.0,11.0,,4.0,35.0,,,7.0,,,4.0,47.0,37.0,10.0,234.0,129.0,105.0,1.0,,7.0,2.0,10.0,14.0,11.0,27.0,,4.0,220.0,8.0,4.0,13.0,712.0,,,,,,1.0,1.0,4.0,,50.0,15.0,130.0,,,118.0,,,,,,,,,10.0,8.0,37.0,14.0,22.0,4.0,34.0,0.0,12.0,1.0,6.0,17.0,10.0,39.0,41.0,1.0,27.0,24.0,366.0,155.0,480.0,12.0,16.0,5.0,,6.0,2915.0,98.0,14.0,20.0,38.0,483.0,730.0,0.0,59.0,28.0,146.0,226.0,1318.0,12.0,58.0,40.0,41.0,12.0,7.0,25.0,37.0,201.0,2.0,4.0
Brentford_94,2021-22,80607,Christian Eriksen,Manchester United,Midfielder,Denmark,11.0,6.0,5.0,11.0,5.0,1.0,95.0,7.0,1.0,,4.0,,54.0,9.0,,,66.0,37.0,29.0,2.7745,1.5152,0.2197,1.4644,11.846,18.0,199.0,4.0,,5.0,11.0,,,4.0,,,1.0,10.0,8.0,2.0,55.0,31.0,24.0,,,,0.0,1.0,3.0,9.0,26.0,,1.0,103.0,6.0,5.0,,499.0,,,,,,,,3.0,,15.0,8.0,69.0,,,147.0,,,,,,,1.0,,1.0,6.0,6.0,3.0,9.0,5.0,10.0,0.0,,1.0,18.0,33.0,7.0,8.0,9.0,2.0,1.0,60.0,294.0,179.0,380.0,7.0,6.0,4.0,,5.0,938.0,17.0,12.0,5.0,3.0,196.0,544.0,0.0,15.0,13.0,13.0,104.0,767.0,29.0,53.0,18.0,8.0,5.0,,42.0,20.0,62.0,1.0,1.0
Brentford_94,2021-22,450539,Myles Peart-Harris,Brentford,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2021-22,432160,Shandon Baptiste,Luton Town,Midfielder,Grenada,25.0,18.0,7.0,22.0,,1.0,62.0,5.0,,,,,,4.0,,,105.0,54.0,51.0,0.5073,0.7267,,0.3957,12.6379,31.0,85.0,3.0,,,22.0,,,,,,1.0,15.0,11.0,4.0,80.0,36.0,44.0,,,,0.0,3.0,1.0,11.0,9.0,,1.0,84.0,2.0,2.0,1.0,297.0,,,,,,,,,,13.0,10.0,62.0,1.0,,67.0,,,,,,,,,3.0,2.0,3.0,1.0,4.0,2.0,9.0,0.0,6.0,13.0,,1.0,1.0,19.0,12.0,,2.0,9.0,146.0,109.0,245.0,10.0,4.0,,,2.0,905.0,21.0,11.0,6.0,11.0,96.0,298.0,1.0,7.0,14.0,16.0,44.0,462.0,,7.0,7.0,9.0,8.0,,10.0,10.0,34.0,0.0,0.0
Brentford_94,2021-22,204580,Vitaly Janelt,Brentford,Midfielder,Germany,59.0,25.0,34.0,31.0,,3.0,154.0,10.0,7.0,,5.0,,12.0,7.0,,,220.0,88.0,132.0,1.9666,2.3636,,2.5584,32.8626,64.0,341.0,15.0,,,31.0,,,,,,4.0,37.0,29.0,8.0,161.0,63.0,98.0,1.0,1.0,,1.0,5.0,5.0,28.0,23.0,,3.0,204.0,5.0,3.0,3.0,919.0,,,,,,,,3.0,,33.0,16.0,143.0,,,251.0,,,,,,,1.0,,5.0,5.0,8.0,5.0,12.0,3.0,27.0,0.0,14.0,4.0,1.0,6.0,4.0,13.0,31.0,10.0,8.0,52.0,407.0,339.0,688.0,29.0,32.0,4.0,2.0,9.0,2307.0,13.0,30.0,26.0,25.0,299.0,950.0,0.0,20.0,61.0,47.0,210.0,1321.0,11.0,34.0,18.0,2.0,31.0,1.0,57.0,60.0,153.0,0.0,3.0
Brentford_94,2021-22,481405,Mads Bidstrup,FC Red Bull Salzburg,Midfielder,Denmark,,,,4.0,,0.0,2.0,,,,,,,,,,6.0,5.0,1.0,0.0009,,,,0.4238,3.0,4.0,,,,4.0,,,,,,,,,,6.0,5.0,1.0,,,,0.0,,,1.0,,,,5.0,,,,13.0,,,,,,,,,,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,0.0,,4.0,,,,,2.0,,,,2.0,8.0,10.0,1.0,,,,,37.0,1.0,2.0,1.0,,6.0,13.0,0.0,,1.0,,3.0,21.0,,,,,,,,2.0,3.0,0.0,0.0
Brentford_94,2021-22,461558,Max Haygarth,Altrincham,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2021-22,174932,Sergi Canós,Valencia,Midfielder,Spain,36.0,27.0,9.0,31.0,1.0,1.0,119.0,10.0,3.0,,2.0,,17.0,11.0,,,235.0,132.0,103.0,2.3337,2.9607,0.0413,1.7984,28.6043,69.0,298.0,20.0,,1.0,31.0,,,2.0,,,3.0,35.0,27.0,8.0,199.0,105.0,94.0,2.0,1.0,,2.0,6.0,8.0,22.0,15.0,,,150.0,4.0,2.0,5.0,658.0,,1.0,,,,,,2.0,,70.0,29.0,183.0,1.0,2.0,101.0,,,,,,,1.0,,6.0,4.0,10.0,8.0,13.0,2.0,25.0,0.0,16.0,6.0,4.0,14.0,10.0,23.0,33.0,7.0,5.0,27.0,248.0,186.0,393.0,31.0,25.0,5.0,2.0,15.0,2094.0,52.0,35.0,28.0,15.0,427.0,668.0,1.0,23.0,56.0,52.0,248.0,1146.0,10.0,73.0,58.0,27.0,50.0,,83.0,82.0,165.0,1.0,6.0
Brentford_94,2021-22,216620,Marcus Forss,Middlesbrough U21,Forward,Finland,9.0,7.0,2.0,7.0,,0.0,10.0,3.0,,,,,,,,,23.0,16.0,7.0,0.0172,0.32,,,4.191,6.0,12.0,1.0,,,7.0,,,1.0,,,,4.0,3.0,1.0,14.0,9.0,5.0,,,,0.0,2.0,,1.0,,,,9.0,1.0,,,33.0,,,,,,,,,,6.0,5.0,4.0,,,5.0,,,,,,,,,2.0,1.0,2.0,,,,1.0,0.0,,6.0,,,,1.0,3.0,,1.0,3.0,13.0,9.0,19.0,,3.0,,,,203.0,4.0,,3.0,1.0,29.0,36.0,0.0,2.0,3.0,6.0,14.0,71.0,,1.0,1.0,3.0,,,,,14.0,0.0,0.0
