team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Brentford_94,2023-24,115382,Neal Maupay,Everton,Forward,France,57.0,43.0,14.0,31.0,1.0,2.0,128.0,12.0,,,,,1.0,14.0,,,179.0,120.0,59.0,2.2392,5.7646,0.014,6.8414,30.8483,,100.0,13.0,,1.0,31.0,,,3.0,,,6.0,37.0,32.0,5.0,122.0,77.0,45.0,1.0,1.0,1.0,4.0,11.0,8.0,2.0,13.0,,2.0,65.0,1.0,2.0,6.0,377.0,,,,,,,,,,42.0,13.0,64.0,,3.0,105.0,,,,,,,1.0,,11.0,1.0,10.0,8.0,20.0,2.0,14.0,0.0,9.0,17.0,,2.0,2.0,9.0,,1.0,21.0,16.0,185.0,110.0,277.0,3.0,7.0,5.0,1.0,9.0,1424.0,47.0,4.0,20.0,26.0,195.0,398.0,0.0,30.0,10.0,87.0,105.0,637.0,,6.0,6.0,20.0,2.0,2.0,9.0,21.0,96.0,1.0,8.0
Brentford_94,2023-24,205836,Saman Ghoddos,Brentford,Forward,Iran,16.0,12.0,4.0,19.0,,0.0,77.0,1.0,2.0,,,,24.0,3.0,,,95.0,51.0,44.0,1.05,0.3007,,0.099,15.9671,,139.0,10.0,,,19.0,,,,,,1.0,20.0,18.0,2.0,79.0,39.0,40.0,,,,1.0,,,5.0,9.0,,,80.0,1.0,1.0,2.0,354.0,,,,,,,,,,15.0,7.0,39.0,,1.0,72.0,,,,,,,,,,1.0,6.0,,2.0,1.0,7.0,0.0,2.0,12.0,5.0,11.0,4.0,3.0,,2.0,2.0,14.0,168.0,124.0,267.0,9.0,19.0,,1.0,33.0,729.0,12.0,9.0,13.0,9.0,145.0,368.0,0.0,8.0,28.0,10.0,87.0,558.0,15.0,31.0,12.0,8.0,17.0,,36.0,17.0,51.0,0.0,5.0
Brentford_94,2023-24,144485,Ivan Toney,Brentford,Forward,England,119.0,64.0,55.0,17.0,8.0,2.0,75.0,11.0,1.0,,3.0,,2.0,14.0,,,227.0,119.0,108.0,1.4317,5.966,0.4284,5.0756,30.9971,,156.0,19.0,,8.0,17.0,,,2.0,,,4.0,30.0,27.0,3.0,108.0,55.0,53.0,1.0,,1.0,2.0,6.0,14.0,10.0,10.0,,,68.0,5.0,4.0,7.0,373.0,1.0,,,,,,,1.0,,26.0,4.0,56.0,,4.0,89.0,,,,,,,,1.0,6.0,5.0,18.0,14.0,22.0,4.0,16.0,0.0,,1.0,,6.0,6.0,10.0,,,22.0,4.0,157.0,65.0,212.0,10.0,5.0,5.0,2.0,6.0,1449.0,27.0,17.0,24.0,29.0,285.0,388.0,0.0,40.0,15.0,72.0,172.0,685.0,,16.0,16.0,10.0,2.0,10.0,13.0,33.0,159.0,0.0,5.0
Brentford_94,2023-24,249231,Keane Lewis-Potter,Brentford,Forward,England,37.0,22.0,15.0,30.0,,2.0,114.0,10.0,2.0,,,,,20.0,,,161.0,90.0,71.0,1.9564,6.3404,,5.2914,25.2193,,86.0,5.0,,,30.0,,,1.0,,,3.0,29.0,27.0,2.0,124.0,68.0,56.0,,1.0,2.0,1.0,8.0,15.0,7.0,12.0,,1.0,32.0,2.0,4.0,3.0,356.0,3.0,,,,,,,,,21.0,8.0,62.0,,1.0,126.0,,,,,,,,,8.0,2.0,11.0,15.0,22.0,4.0,15.0,0.0,13.0,15.0,,6.0,6.0,21.0,,2.0,4.0,10.0,187.0,96.0,267.0,10.0,7.0,2.0,,6.0,1441.0,51.0,20.0,9.0,18.0,210.0,358.0,0.0,33.0,17.0,92.0,81.0,661.0,,44.0,42.0,33.0,13.0,,20.0,10.0,61.0,0.0,0.0
Brentford_94,2023-24,501284,Michael Olakigbe,Swindon Town,Forward,England,3.0,2.0,1.0,8.0,,,9.0,1.0,,,,,,4.0,,,23.0,14.0,9.0,0.0256,0.1191,,,0.215,,5.0,1.0,,,8.0,,,,,,,,,,20.0,12.0,8.0,,,,,1.0,1.0,1.0,,,,7.0,,,1.0,31.0,,,,,,,,,,10.0,7.0,7.0,,,11.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,0.0,,8.0,,,,3.0,,,,1.0,19.0,7.0,25.0,3.0,,,,1.0,51.0,8.0,,2.0,2.0,25.0,32.0,0.0,2.0,3.0,10.0,6.0,75.0,,7.0,7.0,7.0,,,,4.0,6.0,0.0,0.0
Brentford_94,2024-25,118342,Mark Flekken,Brentford,Goalkeeper,Netherlands,4.0,,4.0,37.0,,,,,,43.0,7.0,,,3.0,,3.0,18.0,6.0,12.0,0.1482,,,,53.4148,,865.0,,,,37.0,239.0,95.0,2.0,212.0,3.0,,55.0,50.0,5.0,14.0,6.0,8.0,,,,,,,,1.0,,,356.0,,,,1193.0,,,,1.0,,,,1.0,20.0,2.0,2.0,317.0,,,367.0,,153.0,5.0,104.0,46.0,37.0,,,,,,,,,37.0,0.0,1.0,,,,,1.0,,108.0,,338.0,201.0,939.0,802.0,,4.0,,,,3276.0,,46.0,,3.0,466.0,1588.0,0.0,,4.0,,448.0,1986.0,,,,,259.0,,436.0,84.0,12.0,0.0,1.0
Brentford_94,2024-25,507433,Hákon Valdimarsson,Brentford,Goalkeeper,Iceland,1.0,,1.0,2.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,0.0045,,,,0.5762,,41.0,,,,2.0,13.0,10.0,,16.0,,,2.0,2.0,,,,,,,,,,,,,,,13.0,,,,41.0,,,,,,,,,1.0,,,14.0,,,9.0,,3.0,,,3.0,,,,,,,,,,1.0,0.0,,1.0,,,,,,9.0,,18.0,12.0,27.0,21.0,,,,,,144.0,,3.0,,,24.0,63.0,0.0,,,,24.0,78.0,,,,,12.0,,24.0,1.0,,0.0,0.0
Brentford_94,2024-25,535017,Julian Eyestone,Brentford,Goalkeeper,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2024-25,472713,Aaron Hickey,Brentford,Defender,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2024-25,194010,Rico Henry,Brentford,Defender,Jamaica,4.0,2.0,2.0,5.0,,,10.0,,1.0,,,,,,,,17.0,11.0,6.0,0.0087,,,,2.0558,,17.0,,,,5.0,,,,,,,3.0,2.0,1.0,13.0,9.0,4.0,,,,,,,1.0,,,,1.0,,,,37.0,,,,,,,,,,6.0,3.0,7.0,,,9.0,,,,,,,,,,,,,,,,0.0,,5.0,,,,,,,,,12.0,13.0,25.0,,2.0,,2.0,8.0,94.0,4.0,2.0,2.0,2.0,23.0,37.0,0.0,,2.0,1.0,12.0,68.0,,2.0,2.0,2.0,6.0,,6.0,4.0,6.0,0.0,0.0
Brentford_94,2024-25,444765,Sepp van den Berg,Brentford,Defender,Netherlands,172.0,78.0,94.0,31.0,,,153.0,2.0,38.0,,5.0,1.0,,,,,262.0,120.0,142.0,0.5309,1.9645,,0.7375,43.9307,,432.0,3.0,1.0,,31.0,21.0,,,21.0,,,49.0,44.0,5.0,90.0,42.0,48.0,,,,,2.0,6.0,21.0,6.0,1.0,,306.0,,,1.0,1170.0,1.0,,,,,,,1.0,,21.0,14.0,97.0,,,318.0,,,,,,,,,2.0,,12.0,6.0,6.0,,29.0,0.0,4.0,2.0,,3.0,3.0,4.0,,10.0,2.0,37.0,296.0,743.0,999.0,15.0,24.0,,8.0,53.0,2588.0,10.0,131.0,23.0,5.0,212.0,1209.0,0.0,18.0,39.0,50.0,173.0,1628.0,,4.0,4.0,3.0,20.0,1.0,37.0,62.0,136.0,0.0,3.0
Brentford_94,2024-25,231065,Ethan Pinnock,Brentford,Defender,Jamaica,107.0,43.0,64.0,22.0,,1.0,89.0,,18.0,,2.0,,,7.0,,,177.0,72.0,105.0,0.6529,1.0926,,2.7528,33.1486,,366.0,3.0,,,22.0,72.0,,,72.0,,2.0,35.0,33.0,2.0,70.0,29.0,41.0,,2.0,2.0,1.0,,4.0,24.0,8.0,1.0,,209.0,,,,945.0,,1.0,1.0,,,,,1.0,,19.0,11.0,50.0,,,368.0,,,,,,,,,,,4.0,4.0,6.0,,21.0,0.0,1.0,1.0,,1.0,1.0,3.0,,5.0,,46.0,223.0,682.0,858.0,16.0,19.0,,20.0,19.0,1913.0,10.0,139.0,8.0,4.0,168.0,1032.0,0.0,10.0,35.0,24.0,128.0,1370.0,,8.0,8.0,6.0,31.0,,56.0,50.0,72.0,1.0,2.0
Brentford_94,2024-25,51927,Ben Mee,Brentford,Defender,England,10.0,5.0,5.0,7.0,,,13.0,,3.0,,,,,,,,17.0,10.0,7.0,0.0264,,,,4.0478,,50.0,3.0,,,7.0,3.0,,,3.0,,,4.0,4.0,,7.0,5.0,2.0,,,,,,,4.0,,,,19.0,,,,108.0,1.0,,,,,,,,,1.0,,11.0,,,34.0,,,,,,,,,,,,,,,2.0,0.0,1.0,5.0,,,,,,1.0,,6.0,31.0,59.0,84.0,,2.0,,1.0,3.0,181.0,,7.0,5.0,,28.0,116.0,0.0,,2.0,3.0,26.0,139.0,,,,,9.0,,13.0,8.0,13.0,0.0,2.0
Brentford_94,2024-25,191866,Kristoffer Ajer,Brentford,Defender,Norway,51.0,23.0,28.0,24.0,,,96.0,4.0,4.0,,1.0,,,8.0,,,134.0,68.0,66.0,0.4981,0.9559,,1.6054,20.2482,,242.0,7.0,,,24.0,,,,,,,25.0,23.0,2.0,83.0,45.0,38.0,,,,,4.0,3.0,12.0,8.0,1.0,,133.0,,,2.0,556.0,,,,,,,,,,31.0,13.0,42.0,,,87.0,,,,,,,,,4.0,,2.0,3.0,3.0,,17.0,0.0,12.0,7.0,,4.0,4.0,7.0,,3.0,1.0,20.0,222.0,216.0,414.0,8.0,18.0,,5.0,66.0,1441.0,20.0,47.0,13.0,6.0,175.0,558.0,0.0,5.0,26.0,39.0,124.0,830.0,,10.0,10.0,8.0,14.0,,25.0,32.0,99.0,0.0,5.0
Brentford_94,2024-25,432830,Nathan Collins,Brentford,Defender,Ireland,189.0,70.0,119.0,38.0,,0.0,211.0,3.0,57.0,,8.0,,,4.0,,,318.0,124.0,194.0,1.5761,2.5006,,2.8613,53.991,,715.0,11.0,2.0,,38.0,3.0,,3.0,3.0,,2.0,57.0,52.0,5.0,129.0,54.0,75.0,1.0,1.0,,2.0,2.0,4.0,34.0,7.0,2.0,1.0,672.0,1.0,,6.0,1889.0,,,,,,,,1.0,,28.0,20.0,162.0,,,363.0,,,,,,,,,2.0,1.0,8.0,4.0,6.0,,38.0,0.0,,,,2.0,2.0,6.0,,16.0,,80.0,517.0,1178.0,1613.0,16.0,24.0,3.0,1.0,10.0,3420.0,13.0,220.0,29.0,31.0,313.0,1961.0,0.0,14.0,40.0,71.0,268.0,2496.0,,6.0,6.0,5.0,54.0,1.0,104.0,85.0,164.0,1.0,5.0
Brentford_94,2024-25,607464,Michael Kayode,Brentford,Defender,Italy,13.0,4.0,9.0,12.0,,,34.0,,,,1.0,,,6.0,,,65.0,27.0,38.0,0.6936,0.2065,,,5.9054,,57.0,2.0,,,12.0,,,1.0,,,,5.0,4.0,1.0,52.0,23.0,29.0,,,,,,,7.0,7.0,1.0,,76.0,,,,173.0,2.0,,,,,,,,,6.0,3.0,34.0,,,6.0,,,,,,,,,,,2.0,,,,6.0,0.0,5.0,6.0,,3.0,3.0,9.0,,3.0,,7.0,76.0,74.0,140.0,6.0,11.0,,24.0,34.0,528.0,11.0,17.0,8.0,3.0,83.0,173.0,0.0,2.0,17.0,13.0,26.0,337.0,,7.0,7.0,8.0,5.0,,6.0,11.0,20.0,0.0,2.0
Brentford_94,2024-25,570241,Kim Ji-Soo,Brentford,Defender,South Korea,,,,3.0,,,,,,,,,,,,,2.0,2.0,,0.0027,,,,,,9.0,,,,3.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,6.0,,,,27.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,1.0,,4.0,12.0,13.0,21.0,,,,,,28.0,1.0,2.0,1.0,,4.0,28.0,0.0,,,,3.0,31.0,,,,,1.0,,2.0,,1.0,0.0,0.0
Brentford_94,2024-25,622536,Benjamin Arthur,Brentford,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2024-25,612534,Benjamin Fredrick,Brentford,Defender,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2024-25,128295,Christian Nørgaard,Arsenal,Midfielder,Denmark,84.0,32.0,52.0,34.0,,2.0,226.0,12.0,20.0,,4.0,,,7.0,,,295.0,132.0,163.0,1.3692,4.364,,5.4668,42.4325,,492.0,30.0,,,34.0,,,4.0,,,5.0,45.0,41.0,4.0,211.0,100.0,111.0,,3.0,1.0,3.0,6.0,7.0,49.0,14.0,,,356.0,6.0,4.0,1.0,1374.0,1.0,,,,,,,,,58.0,32.0,193.0,,2.0,320.0,,,,,,,,,6.0,6.0,11.0,7.0,16.0,4.0,34.0,1.0,11.0,,,5.0,5.0,7.0,,17.0,44.0,65.0,579.0,579.0,1088.0,30.0,49.0,4.0,4.0,6.0,2829.0,25.0,64.0,44.0,28.0,323.0,1394.0,1.0,27.0,79.0,58.0,241.0,1883.0,,12.0,12.0,5.0,34.0,3.0,58.0,71.0,183.0,1.0,8.0
Brentford_94,2024-25,513418,Kevin Schade,Brentford,Midfielder,Germany,170.0,80.0,90.0,38.0,,5.0,117.0,12.0,4.0,,2.0,,,21.0,,,396.0,199.0,197.0,1.7569,8.2031,,9.7306,28.964,,131.0,7.0,1.0,,38.0,,,2.0,,,11.0,34.0,30.0,4.0,226.0,119.0,107.0,,4.0,3.0,6.0,10.0,14.0,5.0,21.0,,3.0,49.0,2.0,2.0,13.0,445.0,7.0,,,,,,,1.0,,35.0,15.0,83.0,,4.0,151.0,,,,,,,,,10.0,2.0,16.0,14.0,27.0,2.0,26.0,0.0,20.0,12.0,,5.0,5.0,30.0,,1.0,13.0,7.0,226.0,67.0,281.0,14.0,25.0,1.0,24.0,30.0,2301.0,88.0,30.0,21.0,38.0,373.0,448.0,0.0,43.0,39.0,160.0,160.0,979.0,,33.0,33.0,52.0,1.0,6.0,4.0,32.0,156.0,6.0,3.0
Brentford_94,2024-25,207283,Mathias Jensen,Brentford,Midfielder,Denmark,13.0,5.0,8.0,24.0,,,76.0,1.0,4.0,,1.0,,14.0,5.0,,,74.0,33.0,41.0,1.7459,0.2425,,0.0494,15.5495,,143.0,2.0,,,24.0,,,2.0,,,,17.0,16.0,1.0,61.0,28.0,33.0,,,,,,,8.0,14.0,,,75.0,1.0,1.0,,389.0,2.0,,,,,,,,,18.0,11.0,48.0,,,111.0,,,,,,,1.0,,,1.0,4.0,,1.0,1.0,8.0,0.0,6.0,16.0,3.0,11.0,4.0,9.0,,2.0,6.0,34.0,210.0,132.0,297.0,4.0,10.0,2.0,23.0,21.0,852.0,13.0,13.0,7.0,10.0,147.0,405.0,0.0,5.0,14.0,9.0,74.0,601.0,8.0,22.0,11.0,6.0,6.0,,18.0,25.0,56.0,0.0,2.0
Brentford_94,2024-25,216646,Yoane Wissa,Newcastle United,Forward,DR Congo,66.0,36.0,30.0,35.0,,6.0,147.0,21.0,8.0,,5.0,,1.0,12.0,,,263.0,145.0,118.0,1.8267,18.5866,,18.7504,42.6529,,123.0,20.0,1.0,,35.0,,,4.0,,,19.0,45.0,40.0,5.0,197.0,109.0,88.0,,4.0,1.0,13.0,19.0,17.0,8.0,24.0,,5.0,126.0,2.0,7.0,14.0,532.0,7.0,,,,,,,1.0,,44.0,21.0,81.0,,10.0,167.0,,,,,,,,,19.0,2.0,26.0,17.0,43.0,7.0,34.0,0.0,11.0,1.0,,1.0,1.0,15.0,,1.0,37.0,15.0,289.0,159.0,432.0,10.0,12.0,5.0,,2.0,2927.0,59.0,19.0,34.0,51.0,281.0,563.0,0.0,69.0,22.0,167.0,116.0,1020.0,,19.0,19.0,24.0,4.0,4.0,17.0,23.0,99.0,5.0,5.0
Brentford_94,2024-25,244858,Fábio Carvalho,Brentford,Midfielder,Portugal,8.0,6.0,2.0,19.0,,1.0,35.0,4.0,1.0,,,,7.0,1.0,,,63.0,36.0,27.0,0.5554,2.5115,,2.6774,9.3806,,50.0,2.0,,,19.0,,,1.0,,,2.0,14.0,14.0,,55.0,30.0,25.0,,,1.0,1.0,2.0,3.0,3.0,3.0,,,29.0,2.0,1.0,1.0,158.0,,,,,,,,,,12.0,5.0,30.0,,2.0,52.0,,,,,,,,,2.0,2.0,2.0,3.0,6.0,1.0,3.0,0.0,3.0,16.0,,1.0,1.0,2.0,,,5.0,5.0,86.0,39.0,119.0,4.0,9.0,2.0,,1.0,446.0,18.0,2.0,5.0,10.0,83.0,166.0,0.0,8.0,13.0,24.0,42.0,267.0,3.0,9.0,4.0,10.0,2.0,,5.0,12.0,37.0,0.0,1.0
Brentford_94,2024-25,508395,Yehor Yarmoliuk,Brentford,Midfielder,Ukraine,18.0,10.0,8.0,31.0,,,169.0,4.0,9.0,,2.0,,,7.0,,,170.0,87.0,83.0,0.9107,0.6134,,0.7771,26.0893,,173.0,4.0,,,31.0,,,,,,,25.0,21.0,4.0,152.0,77.0,75.0,1.0,,,,3.0,1.0,13.0,9.0,,,174.0,1.0,1.0,2.0,736.0,2.0,,,,,,,1.0,,29.0,17.0,113.0,,,223.0,,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,15.0,0.0,9.0,16.0,,5.0,5.0,13.0,,3.0,27.0,54.0,323.0,334.0,598.0,21.0,28.0,4.0,,4.0,1442.0,32.0,31.0,19.0,13.0,159.0,739.0,0.0,5.0,49.0,18.0,87.0,1016.0,,11.0,11.0,11.0,8.0,2.0,14.0,34.0,73.0,0.0,6.0
Brentford_94,2024-25,446008,Bryan Mbeumo,Manchester United,Forward,Cameroon,110.0,75.0,35.0,38.0,6.0,8.0,324.0,21.0,3.0,,8.0,,87.0,37.0,,,386.0,207.0,179.0,9.2628,12.2635,0.4204,17.4582,52.6839,,307.0,16.0,,6.0,38.0,,,7.0,,,20.0,55.0,50.0,5.0,276.0,132.0,144.0,,,1.0,12.0,13.0,18.0,14.0,63.0,,17.0,380.0,8.0,3.0,11.0,1062.0,12.0,,,,,6.0,5.0,1.0,,73.0,23.0,156.0,,3.0,81.0,,,,,,,,,13.0,8.0,23.0,18.0,41.0,3.0,38.0,0.0,3.0,,21.0,49.0,23.0,52.0,,,46.0,30.0,637.0,219.0,777.0,18.0,31.0,13.0,1.0,16.0,3415.0,94.0,51.0,25.0,44.0,659.0,1092.0,0.0,64.0,49.0,177.0,285.0,1915.0,52.0,153.0,77.0,47.0,12.0,7.0,28.0,61.0,257.0,2.0,3.0
Brentford_94,2024-25,440089,Mikkel Damsgaard,Brentford,Midfielder,Denmark,40.0,28.0,12.0,38.0,3.0,1.0,263.0,15.0,3.0,,2.0,,60.0,20.0,,,350.0,178.0,172.0,6.9877,2.8313,0.2409,1.7982,42.6027,,567.0,14.0,,3.0,38.0,,,10.0,,,2.0,41.0,37.0,4.0,310.0,150.0,160.0,,,,1.0,10.0,5.0,27.0,53.0,,,239.0,5.0,,6.0,1292.0,1.0,,,,,,,1.0,,73.0,37.0,179.0,,2.0,299.0,,,,,,,1.0,,10.0,5.0,13.0,5.0,7.0,,34.0,0.0,23.0,4.0,14.0,36.0,19.0,50.0,,4.0,40.0,61.0,726.0,372.0,1001.0,39.0,44.0,27.0,,9.0,2926.0,83.0,29.0,18.0,27.0,569.0,1368.0,0.0,20.0,83.0,78.0,306.0,2034.0,39.0,108.0,57.0,36.0,15.0,1.0,63.0,69.0,243.0,0.0,2.0
Brentford_94,2024-25,628204,Yunus Konak,Brentford,Midfielder,Turkey,15.0,10.0,5.0,10.0,,,6.0,,,,,,,,,,28.0,18.0,10.0,0.0096,0.153,,,2.125,,10.0,2.0,,,10.0,,,,,,,2.0,2.0,,13.0,8.0,5.0,,,,,,,,,,,10.0,,,,35.0,,,,,,,,,,3.0,2.0,2.0,,,9.0,,,,,,,,,,,1.0,,,,,0.0,1.0,10.0,,,,,,,1.0,3.0,16.0,9.0,22.0,,4.0,,,1.0,36.0,5.0,,3.0,1.0,18.0,35.0,0.0,1.0,4.0,1.0,10.0,57.0,,,,2.0,,,1.0,2.0,9.0,0.0,0.0
Brentford_94,2024-25,204580,Vitaly Janelt,Brentford,Midfielder,Germany,32.0,13.0,19.0,32.0,,1.0,189.0,3.0,9.0,,1.0,,,7.0,,,142.0,67.0,75.0,2.4037,0.8223,,0.32,36.6119,,331.0,16.0,,,32.0,,,3.0,,,1.0,38.0,37.0,1.0,110.0,54.0,56.0,,,,0.0,2.0,2.0,27.0,12.0,,1.0,200.0,1.0,1.0,1.0,1004.0,,2.0,,,,,,1.0,,40.0,24.0,107.0,,,295.0,,,,,,,,,2.0,1.0,7.0,2.0,4.0,1.0,27.0,0.0,17.0,5.0,,9.0,8.0,3.0,,10.0,23.0,48.0,427.0,439.0,809.0,16.0,22.0,3.0,,6.0,2266.0,17.0,48.0,24.0,15.0,218.0,1015.0,0.0,11.0,38.0,32.0,158.0,1323.0,,21.0,21.0,7.0,39.0,,61.0,48.0,97.0,0.0,3.0
Brentford_94,2024-25,220695,Paris Maghoma,Brentford,Midfielder,England,4.0,3.0,1.0,8.0,,,8.0,1.0,2.0,,,,,,,,18.0,8.0,10.0,0.0487,0.1162,,,2.8139,,23.0,1.0,,,8.0,,,,,,,1.0,1.0,,14.0,5.0,9.0,,,,,,,1.0,1.0,,,27.0,1.0,,,80.0,,,,,,,,,,2.0,,7.0,,,23.0,,,,,,,,,,1.0,,,,,,0.0,,8.0,,,,3.0,,,,2.0,39.0,37.0,74.0,1.0,1.0,,,,112.0,1.0,1.0,2.0,4.0,11.0,81.0,0.0,,2.0,4.0,5.0,107.0,,3.0,3.0,1.0,2.0,,2.0,2.0,3.0,0.0,0.0
Brentford_94,2024-25,502500,Igor Thiago,Brentford,Forward,Brazil,13.0,6.0,7.0,8.0,,,18.0,,,,,,,,,,31.0,13.0,18.0,0.0397,0.1288,,,3.4877,,6.0,1.0,,,8.0,,,,,,,4.0,3.0,1.0,18.0,7.0,11.0,,,,,,,2.0,2.0,,,15.0,,,1.0,53.0,1.0,,,,,,,,,3.0,3.0,12.0,,,15.0,,,,,,,,,,,2.0,,,,1.0,0.0,1.0,7.0,,,,3.0,,,5.0,2.0,26.0,14.0,38.0,2.0,3.0,,,,168.0,4.0,3.0,3.0,3.0,27.0,54.0,0.0,2.0,5.0,4.0,14.0,93.0,,2.0,2.0,2.0,,3.0,1.0,6.0,13.0,0.0,0.0
Brentford_94,2024-25,249231,Keane Lewis-Potter,Brentford,Forward,England,62.0,35.0,27.0,38.0,1.0,1.0,276.0,5.0,10.0,,7.0,1.0,5.0,24.0,,,289.0,141.0,148.0,4.9338,3.0599,0.0647,3.3702,48.2591,,352.0,7.0,1.0,1.0,38.0,,,3.0,,,1.0,49.0,45.0,4.0,227.0,106.0,121.0,1.0,,1.0,0.0,1.0,7.0,21.0,23.0,1.0,1.0,45.0,4.0,6.0,4.0,1036.0,5.0,,,,,,,1.0,,47.0,18.0,146.0,,,375.0,,,,,,,,,1.0,4.0,9.0,7.0,14.0,6.0,36.0,0.0,10.0,2.0,,25.0,25.0,41.0,,13.0,8.0,65.0,449.0,420.0,779.0,22.0,27.0,5.0,26.0,113.0,3101.0,70.0,66.0,18.0,31.0,417.0,1048.0,0.0,23.0,49.0,77.0,204.0,1713.0,2.0,53.0,51.0,50.0,35.0,,77.0,51.0,127.0,0.0,7.0
Brentford_94,2024-25,626464,Gustavo Nunes,Brentford,Forward,Brazil,,,,3.0,,,,,,,,,,,,,3.0,,3.0,0.0008,,,,0.5492,,,,,,3.0,,,,,,,2.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,,,,1.0,,1.0,1.0,2.0,,,,11.0,,2.0,,,1.0,1.0,0.0,,3.0,1.0,,7.0,,,,,,,,,,0.0,0.0
Brentford_94,2024-25,533710,Iwan Morgan,Brentford,Forward,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
