team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,yellowCards
Huddersfield_38,2018-19,54284,Chris Löwe,SG Dynamo Dresden,Defender,Germany,59.0,33.0,26.0,29.0,1.0,196.0,6.0,3.0,,1.0,,34.0,10.0,,,161.0,81.0,80.0,1.5563,0.6364,0.0574,0.9704,45.1689,350.0,8.0,,1.0,29.0,,,2.0,,,55.0,47.0,8.0,102.0,48.0,54.0,2.0,,1.0,2.0,3.0,22.0,18.0,,49.0,4.0,3.0,2.0,820.0,,,1.0,,,,,7.0,,67.0,18.0,98.0,,,245.0,,,,,,,,,2.0,4.0,6.0,3.0,6.0,3.0,23.0,0.0,6.0,6.0,8.0,31.0,22.0,9.0,17.0,5.0,61.0,334.0,329.0,571.0,16.0,18.0,,17.0,104.0,2056.0,53.0,14.0,13.0,377.0,840.0,0.0,12.0,34.0,19.0,208.0,1343.0,26.0,109.0,68.0,4.0,41.0,,65.0,67.0,143.0,2.0
Huddersfield_38,2018-19,48760,Zanka,FC København,Defender,Denmark,88.0,52.0,36.0,24.0,,102.0,1.0,14.0,,3.0,1.0,,1.0,,,212.0,110.0,102.0,0.352,1.4193,,1.9369,32.705,564.0,16.0,,,24.0,,,1.0,,3.0,38.0,36.0,2.0,124.0,58.0,66.0,,1.0,,,1.0,69.0,7.0,1.0,409.0,1.0,,,1131.0,,,1.0,,,,,3.0,,27.0,15.0,152.0,,1.0,98.0,,,,,,,,,,1.0,3.0,1.0,4.0,,24.0,0.0,1.0,,,1.0,1.0,3.0,14.0,,69.0,313.0,651.0,894.0,18.0,31.0,,2.0,10.0,2148.0,82.0,33.0,14.0,233.0,1173.0,0.0,7.0,49.0,24.0,210.0,1488.0,,3.0,3.0,1.0,44.0,,87.0,77.0,123.0,6.0
Huddersfield_38,2018-19,85368,Christopher Schindler,1. FC Nürnberg,Defender,Germany,246.0,109.0,137.0,37.0,,147.0,1.0,34.0,,5.0,,,2.0,,,375.0,159.0,216.0,0.4024,1.1258,,0.4017,58.3717,568.0,19.0,,,37.0,,,,,1.0,71.0,62.0,9.0,129.0,50.0,79.0,,1.0,,1.0,2.0,70.0,2.0,,389.0,,,,1509.0,,,1.0,,,,,6.0,,42.0,35.0,122.0,1.0,,447.0,,,,,,,,,1.0,,9.0,2.0,3.0,,37.0,0.0,1.0,,,,,1.0,33.0,1.0,148.0,276.0,1009.0,1137.0,25.0,36.0,,,3.0,3262.0,134.0,26.0,18.0,277.0,1551.0,1.0,12.0,61.0,36.0,266.0,1975.0,,,,1.0,63.0,,94.0,114.0,172.0,4.0
Huddersfield_38,2018-19,192301,Jon Gorenc Stankovic,SK Puntigamer Sturm Graz,Midfielder,Slovenia,38.0,16.0,22.0,11.0,,27.0,2.0,9.0,,,,,1.0,,,96.0,38.0,58.0,0.0986,1.0196,,0.5009,14.9842,127.0,7.0,,,11.0,,,,,1.0,20.0,16.0,4.0,58.0,22.0,36.0,,,,2.0,1.0,10.0,2.0,1.0,67.0,,,,285.0,,,,,,,,1.0,,18.0,8.0,38.0,,,73.0,,,,,,,,,2.0,,5.0,1.0,2.0,,9.0,0.0,5.0,2.0,,,,1.0,,1.0,16.0,84.0,138.0,206.0,8.0,18.0,,,3.0,719.0,19.0,9.0,12.0,82.0,294.0,0.0,7.0,26.0,8.0,72.0,415.0,,,,1.0,15.0,,28.0,25.0,44.0,2.0
Huddersfield_38,2018-19,172246,Florent Hadërgjonaj,Kasimpasa,Defender,Kosovo,46.0,23.0,23.0,24.0,,166.0,3.0,7.0,,4.0,,,8.0,,,153.0,72.0,81.0,1.306,0.2158,,0.1048,30.3126,292.0,5.0,,,24.0,,,,,,36.0,33.0,3.0,107.0,49.0,58.0,,,,1.0,1.0,21.0,23.0,,229.0,2.0,1.0,2.0,715.0,,,1.0,,,,,3.0,,47.0,14.0,106.0,,,39.0,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,19.0,0.0,3.0,5.0,,22.0,20.0,10.0,10.0,7.0,33.0,357.0,211.0,513.0,13.0,17.0,2.0,33.0,121.0,1840.0,27.0,11.0,19.0,327.0,726.0,0.0,3.0,30.0,12.0,180.0,1190.0,,69.0,69.0,12.0,43.0,,64.0,44.0,116.0,1.0
Huddersfield_38,2018-19,118884,Erik Durm,Eintracht Frankfurt,Defender,Germany,58.0,36.0,22.0,28.0,,166.0,4.0,6.0,,3.0,,1.0,16.0,,,182.0,91.0,91.0,0.8107,0.3672,,,34.5776,344.0,7.0,,,28.0,,,1.0,,,45.0,41.0,4.0,124.0,55.0,69.0,,,1.0,3.0,,40.0,10.0,,105.0,1.0,,1.0,767.0,,,,,,,,4.0,,56.0,20.0,136.0,,,159.0,,,,,,,,,3.0,1.0,5.0,,,,21.0,0.0,3.0,7.0,1.0,12.0,11.0,12.0,8.0,3.0,34.0,315.0,231.0,500.0,13.0,22.0,,46.0,193.0,2052.0,37.0,13.0,22.0,406.0,774.0,0.0,5.0,35.0,25.0,240.0,1371.0,,54.0,54.0,9.0,51.0,,81.0,62.0,159.0,0.0
Huddersfield_38,2018-19,175351,Demeaco Duhaney,Istanbulspor,Defender,England,1.0,1.0,,1.0,,3.0,,,,,,,,,,8.0,5.0,3.0,0.0067,,,,,7.0,,,,1.0,,,,,,,,,7.0,4.0,3.0,,,,,,1.0,,,9.0,,,,18.0,,,,,,,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,1.0,11.0,4.0,14.0,1.0,,,,6.0,45.0,1.0,,2.0,10.0,19.0,0.0,,1.0,,4.0,40.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,0.0
Huddersfield_38,2018-19,79619,Jonathan Hogg,Huddersfield Town,Midfielder,England,65.0,34.0,31.0,29.0,,198.0,3.0,7.0,,3.0,,,4.0,,,303.0,151.0,152.0,1.1419,0.2793,,0.2811,38.067,482.0,42.0,,,29.0,,,1.0,,,44.0,40.0,4.0,238.0,117.0,121.0,1.0,,1.0,1.0,,72.0,15.0,,390.0,2.0,1.0,1.0,1524.0,,,,,,,,3.0,,60.0,39.0,234.0,,,475.0,,,,,,,,,1.0,2.0,4.0,,1.0,1.0,29.0,1.0,9.0,,,2.0,2.0,9.0,2.0,3.0,69.0,628.0,660.0,1217.0,37.0,40.0,6.0,,,2375.0,18.0,57.0,35.0,320.0,1545.0,1.0,5.0,77.0,12.0,259.0,1923.0,,4.0,4.0,1.0,27.0,,67.0,59.0,192.0,8.0
Huddersfield_38,2018-19,204380,Juninho Bacuna,FC Volendam,Midfielder,Curacao,40.0,23.0,17.0,21.0,2.0,88.0,4.0,1.0,,,,16.0,6.0,,,240.0,127.0,113.0,1.2569,0.6297,0.0979,1.9174,27.2459,306.0,19.0,,2.0,21.0,,,,,1.0,37.0,34.0,3.0,200.0,104.0,96.0,1.0,1.0,1.0,1.0,,22.0,18.0,,175.0,3.0,7.0,1.0,682.0,,,1.0,,,,,5.0,,40.0,21.0,121.0,,,145.0,,,,,,,,,1.0,3.0,7.0,,8.0,7.0,16.0,0.0,7.0,5.0,6.0,9.0,3.0,27.0,4.0,6.0,58.0,330.0,218.0,481.0,18.0,29.0,6.0,2.0,17.0,1415.0,11.0,34.0,22.0,294.0,714.0,0.0,15.0,47.0,10.0,175.0,1061.0,9.0,26.0,14.0,24.0,22.0,,62.0,37.0,113.0,4.0
Huddersfield_38,2018-19,168991,Philip Billing,Bournemouth,Midfielder,Denmark,118.0,30.0,88.0,27.0,3.0,193.0,17.0,16.0,,4.0,2.0,2.0,17.0,,,347.0,136.0,211.0,1.1451,1.7878,0.1531,1.3825,35.8038,338.0,24.0,,3.0,27.0,,,,,2.0,43.0,39.0,4.0,229.0,106.0,123.0,,1.0,3.0,8.0,2.0,53.0,21.0,1.0,266.0,9.0,5.0,2.0,1056.0,,,,,,,,4.0,,64.0,40.0,174.0,,,276.0,,,,,,,2.0,,8.0,9.0,16.0,2.0,9.0,5.0,25.0,0.0,6.0,2.0,,9.0,9.0,21.0,,19.0,77.0,454.0,399.0,767.0,30.0,44.0,,73.0,56.0,2190.0,40.0,37.0,30.0,456.0,1073.0,0.0,25.0,74.0,33.0,229.0,1725.0,1.0,47.0,45.0,18.0,16.0,,54.0,57.0,175.0,7.0
Huddersfield_38,2018-19,74471,Aaron Mooy,Celtic,Midfielder,Australia,42.0,27.0,15.0,29.0,8.0,188.0,14.0,7.0,,3.0,1.0,75.0,16.0,,,251.0,139.0,112.0,2.6552,2.844,0.5963,3.8903,37.0542,464.0,10.0,,8.0,29.0,,,1.0,,3.0,48.0,43.0,5.0,209.0,112.0,97.0,4.0,,1.0,4.0,3.0,16.0,42.0,,317.0,10.0,8.0,1.0,1250.0,,,,,,1.0,1.0,6.0,,81.0,36.0,204.0,,3.0,307.0,,,,,,,,1.0,4.0,10.0,15.0,3.0,14.0,8.0,25.0,0.0,1.0,4.0,24.0,40.0,8.0,22.0,7.0,16.0,61.0,737.0,327.0,963.0,21.0,43.0,2.0,,8.0,2327.0,20.0,26.0,12.0,458.0,1276.0,0.0,29.0,64.0,32.0,252.0,1797.0,42.0,97.0,34.0,15.0,28.0,1.0,58.0,54.0,194.0,4.0
Huddersfield_38,2018-19,205102,Ramadan Sobhi,Huddersfield Town,Midfielder,Egypt,4.0,1.0,3.0,4.0,,11.0,,,,,,,,,,16.0,9.0,7.0,0.1901,,,,2.3593,11.0,,,,4.0,,,,,,2.0,2.0,,12.0,8.0,4.0,,,,,,1.0,3.0,,10.0,,,,43.0,,,,,,,,,,3.0,2.0,8.0,,,11.0,,,,,,,,,,,,,,,,0.0,,4.0,,1.0,1.0,2.0,,4.0,,31.0,7.0,37.0,,1.0,1.0,3.0,1.0,75.0,,,1.0,23.0,43.0,0.0,,1.0,3.0,6.0,69.0,,2.0,2.0,3.0,,,,3.0,6.0,0.0
Huddersfield_38,2018-19,51344,Rajiv van La Parra,Beerschot,Forward,Netherlands,8.0,7.0,1.0,5.0,,36.0,1.0,,,1.0,,,3.0,,,77.0,46.0,31.0,0.2157,0.2066,,,3.8809,13.0,2.0,,,5.0,,,,,,6.0,5.0,1.0,69.0,39.0,30.0,1.0,,,1.0,,4.0,4.0,,13.0,,,,103.0,,,,,,,,,,4.0,,33.0,,,43.0,,,,,,,,,1.0,,4.0,,,,5.0,0.0,2.0,,,,,7.0,,3.0,6.0,58.0,32.0,84.0,3.0,6.0,1.0,,4.0,407.0,1.0,4.0,14.0,66.0,105.0,0.0,4.0,9.0,9.0,15.0,211.0,,6.0,6.0,10.0,,,1.0,4.0,14.0,0.0
Huddersfield_38,2018-19,204454,Isaac Mbenza,Sporting Charleroi,Forward,Belgium,12.0,10.0,2.0,22.0,,60.0,7.0,,,,,5.0,8.0,,,62.0,40.0,22.0,0.6539,1.0247,,1.0497,22.1537,68.0,4.0,,,22.0,,,1.0,,1.0,25.0,22.0,3.0,50.0,30.0,20.0,,,,3.0,2.0,5.0,6.0,,38.0,4.0,2.0,5.0,231.0,,,,,,,,2.0,,19.0,4.0,52.0,,1.0,66.0,,,,,,,,,3.0,4.0,4.0,2.0,5.0,2.0,10.0,0.0,7.0,12.0,1.0,6.0,5.0,5.0,2.0,3.0,9.0,110.0,71.0,166.0,1.0,9.0,1.0,3.0,2.0,982.0,4.0,8.0,5.0,132.0,232.0,0.0,9.0,10.0,15.0,57.0,382.0,4.0,28.0,23.0,10.0,4.0,,6.0,14.0,51.0,1.0
Huddersfield_38,2018-19,80755,Danny Williams,Huddersfield Town,Midfielder,United States,2.0,2.0,,5.0,,4.0,,1.0,,,,,,,,10.0,8.0,2.0,0.0045,0.0266,,,1.0604,7.0,2.0,,,5.0,,,,,,1.0,1.0,,8.0,6.0,2.0,,,,,,1.0,1.0,,9.0,,,,24.0,,,,,,,,,,3.0,3.0,7.0,,,4.0,,,,,,,,,,,1.0,,,,1.0,0.0,1.0,4.0,,,,1.0,,,,13.0,6.0,19.0,,,,,,95.0,2.0,2.0,1.0,10.0,24.0,0.0,1.0,,,5.0,39.0,,,,,1.0,,1.0,1.0,4.0,1.0
Huddersfield_38,2018-19,106450,Alex Pritchard,Birmingham City,Midfielder,England,50.0,36.0,14.0,30.0,1.0,238.0,16.0,2.0,,,,23.0,21.0,,,285.0,155.0,130.0,1.582,2.7376,0.0611,1.9072,34.1001,268.0,8.0,,1.0,30.0,,,,,2.0,40.0,35.0,5.0,235.0,119.0,116.0,,,,10.0,5.0,17.0,32.0,2.0,172.0,6.0,6.0,7.0,840.0,,,,,,,,5.0,,71.0,23.0,127.0,,,218.0,,,,,,,1.0,,10.0,6.0,18.0,5.0,13.0,6.0,26.0,0.0,15.0,4.0,8.0,17.0,7.0,29.0,3.0,15.0,29.0,485.0,203.0,642.0,12.0,24.0,1.0,,3.0,2089.0,7.0,13.0,51.0,440.0,896.0,0.0,31.0,36.0,72.0,225.0,1396.0,12.0,61.0,43.0,30.0,9.0,1.0,35.0,33.0,190.0,2.0
Huddersfield_38,2018-19,246878,Abdelhamid Sabiri,Fiorentina,Midfielder,Morocco,1.0,1.0,,2.0,,3.0,,,,,,,,,,4.0,1.0,3.0,0.0016,,,,2.3632,2.0,,,,2.0,,,,,,3.0,2.0,1.0,3.0,,3.0,,,,,,1.0,,,1.0,,,,8.0,,,,,,,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.0,0.0,2.0,1.0,,,,,,,,4.0,3.0,7.0,1.0,1.0,,,,48.0,,,1.0,2.0,8.0,0.0,,2.0,1.0,1.0,14.0,,,,,,,,,1.0,0.0
Huddersfield_38,2018-19,450314,Matty Daly,Harrogate Town,Midfielder,England,1.0,1.0,,2.0,,2.0,,,,,,,,,,2.0,2.0,,0.0017,,,,1.2718,7.0,,,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,12.0,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,6.0,1.0,7.0,,,,,,73.0,,,,8.0,12.0,0.0,,,1.0,5.0,15.0,,,,1.0,,,,2.0,5.0,0.0
Huddersfield_38,2018-19,19197,Jason Puncheon,Huddersfield Town,Midfielder,England,12.0,6.0,6.0,11.0,,35.0,3.0,1.0,,1.0,,5.0,2.0,,,59.0,38.0,21.0,0.3266,0.6468,,,5.1579,79.0,9.0,,,11.0,,,,,,9.0,8.0,1.0,47.0,32.0,15.0,1.0,,,,,4.0,5.0,,52.0,3.0,,1.0,203.0,,,,,,,,,,10.0,2.0,23.0,,,46.0,,,,,,,,,,3.0,3.0,,,,5.0,0.0,2.0,6.0,2.0,2.0,,5.0,1.0,,12.0,123.0,47.0,156.0,3.0,5.0,1.0,,4.0,394.0,8.0,12.0,2.0,79.0,212.0,0.0,3.0,8.0,5.0,44.0,298.0,2.0,7.0,4.0,2.0,4.0,,5.0,13.0,39.0,1.0
Huddersfield_38,2018-19,440113,Aaron Rowe,Gillingham,Midfielder,England,2.0,2.0,,2.0,,5.0,,,,,,,,,,13.0,10.0,3.0,0.0102,,,,0.8705,9.0,2.0,,,2.0,,,,,,1.0,1.0,,11.0,8.0,3.0,,,,,,1.0,,,5.0,,,,20.0,,,1.0,,,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,,,,1.0,,,,10.0,3.0,13.0,1.0,1.0,,,,69.0,1.0,2.0,,15.0,20.0,0.0,,2.0,,7.0,38.0,,,,3.0,2.0,,4.0,2.0,3.0,0.0
Huddersfield_38,2018-19,87428,Elias Kachunga,Cambridge United,Forward,DR Congo,53.0,30.0,23.0,20.0,,76.0,5.0,1.0,,1.0,,,7.0,,,179.0,103.0,76.0,0.4614,0.8768,,0.6986,24.1276,93.0,15.0,,,20.0,,,,,,30.0,28.0,2.0,126.0,73.0,53.0,1.0,,,4.0,3.0,4.0,5.0,,51.0,1.0,,9.0,291.0,,,1.0,,,,,1.0,,32.0,15.0,43.0,,,76.0,,,,,,,,,4.0,1.0,6.0,3.0,3.0,,13.0,0.0,6.0,7.0,,5.0,5.0,10.0,,12.0,4.0,149.0,67.0,207.0,13.0,9.0,,1.0,4.0,1181.0,9.0,24.0,21.0,158.0,296.0,0.0,9.0,22.0,25.0,85.0,500.0,,10.0,10.0,17.0,6.0,3.0,10.0,19.0,75.0,2.0
Huddersfield_38,2018-19,233497,Adama Diakhaby,Bandirmaspor,Forward,France,21.0,15.0,6.0,12.0,,51.0,2.0,,,,,1.0,6.0,,,94.0,60.0,34.0,0.3546,0.6485,,0.5899,12.5725,28.0,6.0,,,12.0,,,,,,16.0,13.0,3.0,73.0,45.0,28.0,,,,,2.0,1.0,5.0,,55.0,2.0,1.0,2.0,143.0,,,,,,,,1.0,,14.0,7.0,24.0,,,13.0,,,,,,,,,,2.0,2.0,2.0,3.0,1.0,6.0,0.0,5.0,6.0,,2.0,2.0,13.0,,5.0,1.0,73.0,41.0,111.0,3.0,3.0,1.0,,,553.0,1.0,7.0,9.0,102.0,147.0,0.0,5.0,6.0,21.0,35.0,273.0,1.0,12.0,11.0,9.0,,1.0,1.0,4.0,34.0,1.0
Huddersfield_38,2018-19,180294,Karlan Grant,West Bromwich Albion,Forward,England,59.0,49.0,10.0,13.0,,63.0,2.0,,,1.0,,,7.0,,,131.0,96.0,35.0,0.2596,3.5973,,4.0264,17.28,54.0,2.0,1.0,,13.0,,,,,4.0,23.0,19.0,4.0,72.0,47.0,25.0,1.0,1.0,,2.0,6.0,2.0,8.0,2.0,43.0,,2.0,4.0,194.0,,,,,,,,3.0,,19.0,8.0,38.0,,1.0,52.0,,,,,,,,,2.0,,7.0,6.0,12.0,2.0,9.0,0.0,1.0,4.0,,,,12.0,,10.0,4.0,106.0,43.0,145.0,3.0,2.0,,1.0,1.0,874.0,1.0,8.0,8.0,142.0,212.0,0.0,19.0,5.0,38.0,63.0,364.0,,9.0,9.0,14.0,4.0,,5.0,15.0,58.0,0.0
Huddersfield_38,2018-19,147303,Laurent Depoitre,Gent,Forward,Belgium,172.0,91.0,81.0,23.0,,76.0,9.0,,,,,,4.0,,,248.0,147.0,101.0,0.3617,2.541,,1.2651,21.6133,81.0,5.0,,,23.0,,,1.0,,,23.0,21.0,2.0,76.0,56.0,20.0,2.0,,1.0,7.0,6.0,2.0,8.0,,58.0,2.0,,7.0,264.0,,,,,,,,1.0,,16.0,9.0,30.0,,,59.0,,,,,,,,,7.0,2.0,15.0,6.0,6.0,,10.0,0.0,4.0,13.0,,,,6.0,,12.0,3.0,119.0,44.0,160.0,2.0,4.0,,,,1062.0,8.0,19.0,9.0,195.0,274.0,0.0,21.0,6.0,66.0,111.0,467.0,,4.0,4.0,8.0,,4.0,,13.0,111.0,1.0
Huddersfield_38,2018-19,84112,Collin Quaner,Huddersfield Town U21,Midfielder,Germany,1.0,1.0,,2.0,,1.0,,,,,,,,,,7.0,6.0,1.0,0.0794,,,,1.2674,4.0,1.0,,,2.0,,,,,,2.0,1.0,1.0,6.0,5.0,1.0,,,,,,,1.0,,3.0,,,1.0,17.0,,,,,,,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,1.0,,1.0,,12.0,1.0,13.0,,,,,,37.0,,2.0,,8.0,17.0,0.0,,,,4.0,22.0,,,,,,,,,4.0,0.0
Huddersfield_38,2018-19,169141,Steve Mounié,FC Augsburg,Forward,Benin,347.0,135.0,212.0,31.0,,153.0,11.0,1.0,,2.0,,,13.0,,,461.0,214.0,247.0,1.286,5.8491,,4.2375,25.4154,148.0,7.0,,,31.0,,,3.0,,2.0,36.0,31.0,5.0,114.0,79.0,35.0,3.0,1.0,2.0,10.0,17.0,5.0,15.0,1.0,115.0,1.0,4.0,15.0,528.0,,,,,,,,4.0,,25.0,9.0,56.0,,,141.0,,,,,,,,,10.0,1.0,27.0,17.0,23.0,4.0,19.0,1.0,10.0,12.0,,,,13.0,,32.0,4.0,231.0,129.0,356.0,3.0,6.0,,,1.0,1776.0,15.0,32.0,15.0,315.0,557.0,1.0,50.0,9.0,118.0,197.0,855.0,,9.0,9.0,7.0,2.0,8.0,7.0,33.0,190.0,1.0
