team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Sheffield_Utd_49,2020-21,146610,Jack O'Connell,Sheffield United,Defender,England,15.0,10.0,5.0,2.0,,0.0,9.0,,3.0,,,,,,,,20.0,12.0,8.0,0.0149,,,,1.7779,2.0,40.0,,,,2.0,,,,,,,3.0,3.0,,5.0,2.0,3.0,,,,0.0,,,2.0,,,,12.0,,,1.0,76.0,,,,,,,,,,3.0,1.0,8.0,,,16.0,,,,,,,,,,,,,,2.0,0.0,,,,,,,2.0,3.0,,4.0,18.0,37.0,51.0,2.0,1.0,,,1.0,180.0,1.0,7.0,,,27.0,77.0,0.0,,3.0,,22.0,101.0,,1.0,1.0,1.0,3.0,,10.0,6.0,12.0,0.0,0.0
Sheffield_Utd_49,2020-21,40386,Chris Basham,Sheffield United,Defender,England,116.0,61.0,55.0,31.0,,0.0,155.0,2.0,15.0,,2.0,5.0,,8.0,,,310.0,138.0,172.0,0.9306,0.7363,,0.0511,42.6674,96.0,363.0,17.0,1.0,,31.0,,,1.0,,,,51.0,39.0,12.0,194.0,77.0,117.0,2.0,,1.0,0.0,2.0,1.0,49.0,10.0,,,369.0,,,6.0,1046.0,,,1.0,,,,,2.0,,37.0,21.0,158.0,,,170.0,,,,,,,,2.0,,7.0,1.0,1.0,,31.0,0.0,10.0,,,6.0,6.0,21.0,52.0,11.0,4.0,38.0,408.0,473.0,837.0,27.0,42.0,,11.0,58.0,2586.0,28.0,103.0,25.0,28.0,274.0,1057.0,0.0,8.0,69.0,47.0,182.0,1603.0,,19.0,19.0,9.0,32.0,,57.0,54.0,125.0,0.0,5.0
Sheffield_Utd_49,2020-21,108416,John Egan,Hull City,Defender,Ireland,138.0,58.0,80.0,31.0,,0.0,79.0,2.0,31.0,,4.0,1.0,,2.0,,,233.0,102.0,131.0,0.5547,0.8188,,0.1907,42.6083,79.0,403.0,11.0,,,31.0,,,1.0,,,,47.0,37.0,10.0,95.0,44.0,51.0,1.0,,,0.0,2.0,3.0,41.0,2.0,,,395.0,,,,1105.0,,,,,,,,2.0,,17.0,12.0,129.0,,,246.0,,,,,,,,2.0,,9.0,3.0,3.0,,30.0,1.0,1.0,1.0,,1.0,1.0,,45.0,19.0,1.0,92.0,268.0,651.0,826.0,20.0,21.0,,,4.0,2630.0,1.0,130.0,29.0,10.0,218.0,1123.0,1.0,12.0,41.0,25.0,205.0,1454.0,,3.0,3.0,,41.0,,103.0,74.0,102.0,0.0,7.0
Sheffield_Utd_49,2020-21,155197,Max Lowe,Sheffield Wednesday,Defender,England,25.0,20.0,5.0,8.0,,0.0,33.0,1.0,4.0,,,,,5.0,,,91.0,50.0,41.0,0.2407,0.0783,,0.0493,9.08,17.0,56.0,7.0,,,8.0,,,,,,,10.0,7.0,3.0,66.0,30.0,36.0,,,,0.0,1.0,,5.0,2.0,,,8.0,,1.0,,172.0,,,,,,,,1.0,,15.0,8.0,25.0,,,75.0,,,,,,,,1.0,,,,1.0,1.0,7.0,0.0,3.0,1.0,,1.0,1.0,7.0,9.0,1.0,1.0,5.0,84.0,42.0,120.0,15.0,11.0,,4.0,21.0,551.0,8.0,6.0,10.0,3.0,91.0,172.0,0.0,1.0,26.0,11.0,47.0,312.0,,21.0,21.0,4.0,5.0,,11.0,18.0,36.0,0.0,1.0
Sheffield_Utd_49,2020-21,7645,Phil Jagielka,Stoke City,Defender,England,25.0,12.0,13.0,10.0,,0.0,26.0,,5.0,,,,,,,,43.0,24.0,19.0,0.0166,,,,10.1416,16.0,91.0,5.0,,,10.0,,,,,,,12.0,9.0,3.0,18.0,12.0,6.0,,,,0.0,,,10.0,,,,55.0,,,,195.0,,1.0,,,,,,,,8.0,6.0,36.0,,,32.0,,,,,,,,,,,,,,6.0,1.0,3.0,4.0,,,,,7.0,3.0,,21.0,31.0,115.0,125.0,1.0,4.0,,2.0,2.0,527.0,,26.0,8.0,1.0,64.0,204.0,1.0,,5.0,1.0,58.0,274.0,,1.0,1.0,,11.0,,24.0,21.0,34.0,0.0,1.0
Sheffield_Utd_49,2020-21,83427,Jack Robinson,Birmingham City,Defender,England,63.0,31.0,32.0,11.0,,0.0,45.0,1.0,4.0,,2.0,,,2.0,,,100.0,45.0,55.0,0.7428,0.7187,,,10.7986,25.0,163.0,2.0,1.0,,11.0,,,1.0,,,,11.0,9.0,2.0,37.0,14.0,23.0,2.0,,,0.0,1.0,,9.0,,,,88.0,,,,416.0,,,1.0,,,,,,,10.0,6.0,53.0,,,127.0,,,,,,,,1.0,,5.0,,,,9.0,0.0,1.0,2.0,,,,3.0,13.0,4.0,,15.0,149.0,198.0,332.0,8.0,6.0,,23.0,17.0,875.0,3.0,41.0,10.0,6.0,114.0,423.0,0.0,5.0,14.0,9.0,76.0,585.0,,6.0,6.0,1.0,14.0,,30.0,27.0,46.0,0.0,3.0
Sheffield_Utd_49,2020-21,226182,Jayden Bogle,Leeds United,Defender,England,41.0,23.0,18.0,16.0,,1.0,74.0,4.0,4.0,,2.0,,,9.0,,,164.0,93.0,71.0,0.4152,1.864,,1.9976,19.2471,29.0,111.0,7.0,,,16.0,,,,,,2.0,20.0,17.0,3.0,123.0,70.0,53.0,,,,1.0,3.0,5.0,14.0,4.0,,2.0,91.0,1.0,,1.0,312.0,,,,,,,,3.0,,21.0,10.0,64.0,,,36.0,,,,,,,,3.0,1.0,6.0,5.0,7.0,,12.0,0.0,3.0,4.0,,1.0,1.0,11.0,13.0,,,4.0,148.0,90.0,233.0,10.0,23.0,,4.0,58.0,1107.0,37.0,18.0,15.0,9.0,154.0,312.0,0.0,13.0,33.0,37.0,75.0,607.0,,11.0,11.0,20.0,12.0,1.0,20.0,24.0,55.0,0.0,2.0
Sheffield_Utd_49,2020-21,199598,Ethan Ampadu,Leeds United,Defender,Wales,81.0,29.0,52.0,25.0,,0.0,95.0,1.0,19.0,,2.0,,5.0,3.0,,,233.0,86.0,147.0,1.1127,0.3153,,0.3157,36.7833,66.0,395.0,17.0,,,25.0,,,,,,,41.0,31.0,10.0,152.0,57.0,95.0,1.0,,,0.0,,1.0,49.0,11.0,,,280.0,1.0,1.0,1.0,988.0,,1.0,1.0,,,,,2.0,,35.0,21.0,114.0,,,236.0,,,,,,,,,1.0,4.0,1.0,2.0,1.0,23.0,0.0,4.0,2.0,2.0,6.0,4.0,13.0,40.0,6.0,5.0,56.0,406.0,428.0,772.0,21.0,36.0,,24.0,36.0,2090.0,7.0,83.0,25.0,25.0,242.0,1006.0,0.0,6.0,57.0,6.0,178.0,1425.0,3.0,13.0,10.0,2.0,26.0,,58.0,64.0,120.0,0.0,3.0
Sheffield_Utd_49,2020-21,109638,Kean Bryan,West Bromwich Albion U21,Defender,England,50.0,19.0,31.0,13.0,,1.0,33.0,,10.0,,2.0,1.0,,2.0,,,101.0,45.0,56.0,0.1441,0.93,,0.9884,15.6919,26.0,236.0,7.0,,,13.0,,,,,,1.0,17.0,13.0,4.0,51.0,26.0,25.0,,1.0,,0.0,,,13.0,4.0,,,46.0,,,,444.0,,1.0,,,,,,2.0,,18.0,6.0,54.0,,,132.0,,,,,,,,,,2.0,,1.0,,12.0,0.0,4.0,1.0,,2.0,2.0,3.0,10.0,4.0,,29.0,109.0,210.0,288.0,10.0,10.0,,7.0,14.0,1007.0,3.0,35.0,13.0,2.0,167.0,447.0,0.0,3.0,20.0,7.0,130.0,612.0,,15.0,15.0,2.0,30.0,,61.0,39.0,69.0,0.0,1.0
Sheffield_Utd_49,2020-21,478449,Kyron Gordon,Rochdale,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2020-21,235640,Harry Boyes,Sheffield United U21,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2020-21,47247,John Fleck,Chesterfield,Midfielder,Scotland,32.0,20.0,12.0,31.0,,0.0,227.0,6.0,4.0,,5.0,,61.0,9.0,,,278.0,157.0,121.0,2.348,0.5794,,0.2542,40.1982,73.0,418.0,25.0,,,31.0,,,2.0,,,,47.0,35.0,12.0,246.0,137.0,109.0,1.0,,1.0,0.0,,1.0,28.0,31.0,,,236.0,6.0,4.0,,1095.0,,,,,,,,2.0,,51.0,22.0,156.0,,,258.0,,,,,,,,,6.0,6.0,1.0,5.0,4.0,29.0,0.0,3.0,2.0,14.0,21.0,6.0,30.0,31.0,5.0,9.0,39.0,643.0,322.0,905.0,18.0,33.0,2.0,,6.0,2577.0,48.0,10.0,33.0,28.0,354.0,1139.0,0.0,11.0,51.0,27.0,195.0,1564.0,39.0,75.0,21.0,24.0,15.0,,44.0,44.0,151.0,0.0,4.0
Sheffield_Utd_49,2020-21,153723,John Lundstram,Trabzonspor,Midfielder,England,31.0,17.0,14.0,28.0,1.0,0.0,254.0,6.0,8.0,,2.0,,25.0,13.0,,,176.0,103.0,73.0,1.6099,1.8991,0.0097,1.749,36.9282,56.0,262.0,18.0,,1.0,28.0,,,2.0,,,,40.0,36.0,4.0,145.0,86.0,59.0,,,,0.0,4.0,3.0,14.0,18.0,,,285.0,2.0,2.0,1.0,963.0,,,,,,1.0,,3.0,,39.0,18.0,130.0,,,198.0,,,,,,,,4.0,2.0,9.0,3.0,5.0,2.0,23.0,1.0,4.0,5.0,6.0,10.0,3.0,15.0,30.0,3.0,14.0,50.0,520.0,331.0,791.0,9.0,16.0,1.0,,8.0,2032.0,28.0,23.0,24.0,20.0,282.0,999.0,1.0,14.0,25.0,24.0,158.0,1329.0,19.0,61.0,36.0,9.0,10.0,1.0,53.0,37.0,105.0,0.0,8.0
Sheffield_Utd_49,2020-21,207189,Sander Berge,Fulham,Midfielder,Norway,32.0,15.0,17.0,15.0,,1.0,77.0,3.0,2.0,,,,2.0,8.0,,,117.0,61.0,56.0,0.8413,1.2309,,1.0382,18.9972,31.0,108.0,5.0,,,15.0,,,1.0,,,1.0,23.0,17.0,6.0,85.0,46.0,39.0,1.0,,,0.0,2.0,,4.0,12.0,,,127.0,1.0,1.0,2.0,435.0,,,,,,1.0,1.0,,,18.0,9.0,68.0,,1.0,124.0,,,,,,,,2.0,1.0,5.0,,2.0,1.0,13.0,0.0,2.0,2.0,,2.0,2.0,20.0,16.0,1.0,3.0,15.0,247.0,128.0,358.0,9.0,7.0,,,3.0,1120.0,25.0,18.0,14.0,4.0,136.0,436.0,0.0,7.0,16.0,33.0,63.0,629.0,2.0,21.0,17.0,12.0,10.0,,12.0,15.0,51.0,0.0,4.0
Sheffield_Utd_49,2020-21,197937,Oliver Burke,Birmingham City,Forward,Scotland,78.0,48.0,30.0,25.0,,1.0,91.0,9.0,,,,,,8.0,,,197.0,129.0,68.0,1.5355,2.0976,,1.5263,17.0306,53.0,36.0,14.0,,,25.0,,,1.0,,,1.0,21.0,15.0,6.0,119.0,81.0,38.0,1.0,,,0.0,7.0,4.0,2.0,14.0,,,51.0,2.0,1.0,3.0,239.0,,,,,,,,1.0,,32.0,24.0,29.0,,1.0,74.0,,,,,,,,7.0,2.0,10.0,4.0,6.0,1.0,14.0,0.0,14.0,11.0,,1.0,1.0,16.0,25.0,,10.0,3.0,125.0,53.0,174.0,8.0,8.0,1.0,,,1270.0,42.0,4.0,23.0,6.0,173.0,252.0,0.0,16.0,16.0,67.0,75.0,484.0,,9.0,9.0,14.0,,6.0,,16.0,75.0,1.0,2.0
Sheffield_Utd_49,2020-21,79934,Oliver Norwood,Stockport County,Midfielder,Northern Ireland,33.0,17.0,16.0,32.0,2.0,0.0,159.0,3.0,12.0,,5.0,1.0,64.0,11.0,,,177.0,103.0,74.0,2.1027,0.4943,0.1977,0.0947,37.3533,73.0,431.0,22.0,,2.0,32.0,,,,,,,43.0,35.0,8.0,144.0,86.0,58.0,,,,0.0,,1.0,36.0,32.0,,,403.0,3.0,,,1356.0,,,,,,,,3.0,,32.0,17.0,182.0,,,412.0,,,,,,,,,3.0,7.0,1.0,1.0,,26.0,0.0,11.0,6.0,15.0,32.0,11.0,2.0,49.0,5.0,3.0,113.0,611.0,593.0,1059.0,27.0,22.0,1.0,,1.0,2224.0,9.0,49.0,26.0,8.0,352.0,1405.0,0.0,8.0,49.0,5.0,233.0,1776.0,41.0,82.0,21.0,2.0,25.0,,96.0,47.0,137.0,0.0,6.0
Sheffield_Utd_49,2020-21,167878,Ben Osborn,Stockport County,Midfielder,England,30.0,17.0,13.0,24.0,,1.0,157.0,4.0,3.0,,2.0,,13.0,14.0,,,164.0,85.0,79.0,2.0226,1.1375,,1.5898,26.2478,51.0,244.0,4.0,,,24.0,,,,,,1.0,29.0,25.0,4.0,134.0,68.0,66.0,1.0,,,0.0,3.0,1.0,12.0,17.0,,,112.0,1.0,2.0,4.0,734.0,,,,,,,,1.0,,46.0,17.0,95.0,,1.0,230.0,,,,,,,,3.0,1.0,1.0,1.0,4.0,2.0,17.0,0.0,7.0,7.0,5.0,17.0,11.0,19.0,27.0,4.0,10.0,20.0,418.0,201.0,582.0,15.0,18.0,2.0,5.0,41.0,1606.0,32.0,13.0,10.0,15.0,277.0,743.0,0.0,5.0,33.0,28.0,141.0,1091.0,6.0,51.0,41.0,7.0,17.0,1.0,39.0,39.0,102.0,0.0,1.0
Sheffield_Utd_49,2020-21,481371,Zak Brunt,Barnet,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2020-21,440993,Iliman Ndiaye,Everton,Forward,Senegal,,,,1.0,,0.0,1.0,,,,,,,,,,1.0,,1.0,0.0006,,,,0.3476,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,0.0,,,,,,,2.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,2.0,1.0,3.0,,1.0,,,,11.0,,,,,1.0,3.0,0.0,,1.0,,,7.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2020-21,531076,Frankie Maguire,Boston United,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2020-21,471848,Femi Seriki,Sheffield United U21,Defender,England,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2020-21,169432,Oliver McBurnie,Hull City,Forward,Scotland,262.0,123.0,139.0,23.0,,0.0,69.0,6.0,3.0,,,,,10.0,,,366.0,182.0,184.0,0.9752,3.876,,2.4589,25.0904,53.0,161.0,10.0,1.0,,23.0,,,,,,1.0,27.0,23.0,4.0,104.0,59.0,45.0,,1.0,1.0,1.0,4.0,11.0,6.0,15.0,,,110.0,2.0,1.0,4.0,438.0,,,,,,,,1.0,,21.0,7.0,32.0,,,100.0,,,,,,,,4.0,2.0,11.0,11.0,13.0,1.0,12.0,0.0,3.0,11.0,,,,4.0,28.0,2.0,15.0,6.0,209.0,44.0,247.0,8.0,7.0,1.0,,,1319.0,26.0,29.0,24.0,26.0,243.0,440.0,0.0,24.0,15.0,58.0,187.0,660.0,,4.0,4.0,9.0,1.0,6.0,3.0,24.0,184.0,0.0,2.0
Sheffield_Utd_49,2020-21,18867,Billy Sharp,Doncaster Rovers,Forward,England,40.0,28.0,12.0,16.0,,0.0,44.0,,,,,,,6.0,,,107.0,72.0,35.0,0.5542,3.031,,3.0398,14.0863,28.0,23.0,9.0,,,16.0,,,,,,3.0,15.0,13.0,2.0,67.0,44.0,23.0,,,,3.0,,3.0,,4.0,,,28.0,,,11.0,101.0,,,,,,2.0,2.0,1.0,,8.0,2.0,14.0,,3.0,17.0,,,,,,,,,,3.0,3.0,6.0,,7.0,0.0,3.0,9.0,,1.0,1.0,5.0,14.0,,6.0,,65.0,20.0,84.0,4.0,1.0,1.0,,,730.0,23.0,2.0,14.0,14.0,79.0,112.0,0.0,9.0,5.0,32.0,28.0,216.0,,7.0,7.0,7.0,,1.0,,3.0,28.0,2.0,1.0
Sheffield_Utd_49,2020-21,178304,Lys Mousset,Sheffield United,Forward,France,15.0,11.0,4.0,11.0,,0.0,17.0,,,,,,,1.0,,,48.0,37.0,11.0,0.0876,0.954,,0.1351,7.71,12.0,9.0,3.0,,,11.0,,,,,,,10.0,7.0,3.0,33.0,26.0,7.0,,,,0.0,,1.0,,3.0,,,7.0,,1.0,4.0,37.0,,,,,,,,,,1.0,1.0,5.0,,,11.0,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,0.0,2.0,9.0,,,,4.0,5.0,,1.0,2.0,22.0,12.0,32.0,1.0,,,,,289.0,18.0,1.0,7.0,2.0,42.0,44.0,0.0,4.0,1.0,12.0,10.0,101.0,,1.0,1.0,9.0,,1.0,,3.0,10.0,0.0,0.0
Sheffield_Utd_49,2020-21,27436,David McGoldrick,Barnsley,Forward,Ireland,203.0,115.0,88.0,35.0,1.0,2.0,238.0,20.0,3.0,,3.0,,,20.0,,,455.0,254.0,201.0,1.5083,6.9108,0.1546,6.7717,35.2102,106.0,253.0,24.0,,1.0,35.0,,,1.0,,,8.0,37.0,28.0,9.0,252.0,139.0,113.0,2.0,2.0,1.0,6.0,15.0,7.0,2.0,16.0,,2.0,194.0,5.0,9.0,17.0,898.0,,,,,,,,2.0,,34.0,16.0,78.0,,4.0,224.0,,,,,,,,15.0,5.0,27.0,7.0,24.0,9.0,28.0,0.0,12.0,7.0,,5.0,5.0,47.0,52.0,,25.0,24.0,526.0,158.0,655.0,12.0,21.0,1.0,,13.0,2401.0,78.0,23.0,45.0,33.0,424.0,909.0,0.0,51.0,33.0,95.0,230.0,1421.0,,16.0,16.0,34.0,5.0,1.0,22.0,45.0,208.0,3.0,7.0
Sheffield_Utd_49,2020-21,195473,Rhian Brewster,Derby County,Forward,England,64.0,50.0,14.0,27.0,1.0,0.0,74.0,9.0,2.0,,,,,6.0,,,148.0,105.0,43.0,0.5995,1.7987,0.0999,1.1074,15.5648,46.0,43.0,8.0,,1.0,27.0,,,,,,,16.0,13.0,3.0,84.0,55.0,29.0,,,1.0,0.0,4.0,1.0,5.0,11.0,,,46.0,5.0,7.0,4.0,196.0,,,,,,,,1.0,,19.0,13.0,35.0,,,44.0,,,,,,,,4.0,5.0,7.0,1.0,8.0,7.0,12.0,0.0,10.0,15.0,,3.0,3.0,8.0,21.0,,8.0,7.0,115.0,42.0,147.0,3.0,5.0,2.0,,,1123.0,25.0,4.0,18.0,13.0,114.0,207.0,0.0,15.0,8.0,30.0,53.0,374.0,,13.0,13.0,7.0,6.0,1.0,9.0,14.0,44.0,0.0,1.0
Sheffield_Utd_49,2020-21,487836,Antwoine Hackford,AFC Wimbledon,Forward,England,1.0,1.0,,1.0,,0.0,1.0,1.0,,,,,,,,,1.0,1.0,,0.0001,0.1022,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,10.0,,,,,,1.0,0.0,,,1.0,,3.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2020-21,523700,Daniel Jebbison,Bournemouth,Forward,Canada,26.0,21.0,5.0,4.0,,1.0,13.0,1.0,1.0,,1.0,,,1.0,,,54.0,37.0,17.0,0.0593,1.163,,0.996,3.257,11.0,3.0,2.0,,,4.0,,,,,,1.0,2.0,2.0,,28.0,16.0,12.0,1.0,,,0.0,1.0,,1.0,1.0,,,9.0,,1.0,1.0,35.0,,,,,,,,,,6.0,5.0,15.0,,1.0,10.0,,,,,,,,1.0,,1.0,,2.0,1.0,3.0,0.0,1.0,1.0,,,,2.0,4.0,,3.0,1.0,16.0,8.0,23.0,4.0,2.0,,,,284.0,7.0,,6.0,4.0,28.0,35.0,0.0,3.0,6.0,5.0,11.0,83.0,,1.0,1.0,2.0,,1.0,,1.0,11.0,1.0,0.0
Sheffield_Utd_49,2020-21,538207,William Osula,Newcastle United,Forward,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,173268,Ivo Grbic,Sheffield United,Goalkeeper,Croatia,7.0,,7.0,9.0,,,,,,8.0,,,,,,3.0,10.0,1.0,9.0,0.0145,,,,15.6939,,216.0,,,,9.0,64.0,50.0,,89.0,2.0,,25.0,21.0,4.0,3.0,1.0,2.0,,,,,,,,,,,34.0,,,,88.0,,,,1.0,,,,,5.0,1.0,1.0,87.0,,,21.0,,37.0,1.0,21.0,15.0,9.0,,,,,,,,9.0,0.0,1.0,,,,,,,15.0,,68.0,57.0,67.0,56.0,,,,,,772.0,,14.0,,2.0,150.0,271.0,0.0,,,,147.0,365.0,,,,,58.0,,145.0,18.0,2.0,0.0,1.0
Sheffield_Utd_49,2023-24,102549,Adam Davies,Sheffield United,Goalkeeper,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,82143,Wes Foderingham,West Ham United,Goalkeeper,England,6.0,1.0,5.0,30.0,,,,,,26.0,1.0,,,,1.0,2.0,23.0,3.0,20.0,0.0872,,,,72.2743,,713.0,,,,30.0,225.0,139.0,,262.0,2.0,,79.0,72.0,7.0,17.0,2.0,15.0,1.0,,,,,,,1.0,1.0,,90.0,,,,432.0,,1.0,,6.0,,,,5.0,11.0,1.0,,283.0,,,142.0,,133.0,5.0,86.0,44.0,32.0,,,,,,,,29.0,0.0,,1.0,,,,2.0,,54.0,,228.0,186.0,311.0,269.0,2.0,3.0,,,,2648.0,1.0,29.0,1.0,12.0,463.0,945.0,0.0,,5.0,,448.0,1272.0,,,,,161.0,,443.0,67.0,5.0,0.0,2.0
Sheffield_Utd_49,2023-24,538206,Jordan Amissah,Burton Albion,Goalkeeper,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,82691,George Baldock,Panathinaikos,Defender,Greece,28.0,13.0,15.0,13.0,,,54.0,,8.0,,,,,6.0,,,105.0,54.0,51.0,0.5899,0.0222,,,21.7811,,153.0,14.0,1.0,,13.0,,,1.0,,,,21.0,20.0,1.0,77.0,41.0,36.0,,,,,,,10.0,6.0,,,79.0,,,1.0,317.0,1.0,,,,,,,1.0,,24.0,6.0,44.0,,,33.0,,,,,,,,,,1.0,,,,11.0,0.0,2.0,2.0,,4.0,4.0,6.0,,5.0,1.0,13.0,103.0,136.0,222.0,8.0,10.0,,6.0,52.0,970.0,13.0,30.0,19.0,14.0,129.0,319.0,0.0,1.0,18.0,10.0,84.0,533.0,,14.0,14.0,4.0,21.0,,34.0,29.0,50.0,0.0,4.0
Sheffield_Utd_49,2023-24,155197,Max Lowe,Sheffield Wednesday,Defender,England,16.0,11.0,5.0,10.0,,,17.0,2.0,4.0,,,,2.0,3.0,,,59.0,28.0,31.0,0.0813,0.5792,,,10.6646,,45.0,5.0,,,10.0,,,1.0,,,,12.0,12.0,,43.0,17.0,26.0,,,,,2.0,,5.0,1.0,,,8.0,,,1.0,107.0,1.0,,,,,,,1.0,,12.0,6.0,7.0,,,37.0,,,,,,,,2.0,,,,,,4.0,0.0,3.0,6.0,,1.0,1.0,2.0,,2.0,,4.0,43.0,28.0,66.0,11.0,10.0,,2.0,13.0,500.0,3.0,14.0,7.0,3.0,56.0,107.0,0.0,,21.0,6.0,37.0,209.0,2.0,7.0,5.0,3.0,3.0,,5.0,11.0,32.0,0.0,1.0
