team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsOnTargetConceded,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,penaltiesConceded,penaltiesFaced,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,rightFootGoals,rightsidePasses,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Reading_108,2012-13,87170,Jordan Obita,Hibernian,Defender,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Reading_108,2012-13,39529,Kaspars Gorkss,Reading,Defender,Latvia,86.0,39.0,47.0,14.0,,1.0,17.0,,16.0,,1.0,,,1.0,138.0,63.0,75.0,,,,172.0,,14.0,,,,,,1.0,31.0,29.0,2.0,52.0,24.0,28.0,,,,0.0,31.0,1.0,1.0,1.0,57.0,,312.0,,,,,,,1.0,,32.0,,72.0,,,,,,,,7.0,1.0,14.0,0.0,,,,,,1.0,15.0,,19.0,78.0,136.0,195.0,7.0,11.0,,,,1260.0,,123.0,11.0,9.0,116.0,318.0,0.0,8.0,18.0,13.0,104.0,552.0,,4.0,4.0,,30.0,,19.0,27.0,85.0,0.0,2.0
Reading_108,2012-13,160,Ian Harte,Bournemouth,Defender,Ireland,43.0,29.0,14.0,16.0,7.0,,40.0,4.0,10.0,,2.0,2.0,42.0,13.0,95.0,57.0,38.0,,,,300.0,,16.0,,,3.0,,,,27.0,22.0,5.0,52.0,28.0,24.0,,,1.0,,17.0,9.0,,,14.0,1.0,468.0,,1.0,,,,,2.0,,32.0,,142.0,,,,,,,,5.0,1.0,15.0,0.0,1.0,1.0,9.0,22.0,4.0,1.0,11.0,1.0,47.0,234.0,131.0,296.0,5.0,17.0,,44.0,131.0,1361.0,4.0,69.0,12.0,1.0,309.0,496.0,0.0,6.0,22.0,1.0,153.0,958.0,33.0,96.0,33.0,,31.0,,53.0,37.0,100.0,0.0,1.0
Reading_108,2012-13,54757,Shaun Cummings,Doncaster Rovers,Defender,Jamaica,16.0,8.0,8.0,9.0,,,34.0,,6.0,,,,,3.0,56.0,20.0,36.0,,,,166.0,,9.0,,,,,,,22.0,21.0,1.0,40.0,12.0,28.0,,,,,17.0,4.0,1.0,,98.0,,310.0,,1.0,,,,,1.0,,34.0,,18.0,,,,,,,,,,9.0,0.0,,,,4.0,4.0,3.0,11.0,,10.0,138.0,80.0,204.0,6.0,15.0,,19.0,96.0,810.0,8.0,31.0,2.0,4.0,152.0,316.0,0.0,,21.0,2.0,102.0,569.0,,18.0,18.0,,32.0,,30.0,13.0,72.0,0.0,1.0
Reading_108,2012-13,46479,Daniel Carriço,Sevilla,Defender,Portugal,4.0,4.0,,3.0,,,2.0,,,,,,,,15.0,10.0,5.0,,,,24.0,,3.0,,,,,,,1.0,1.0,,11.0,6.0,5.0,1.0,,,,3.0,,,,9.0,,44.0,,,,,,,,,5.0,,9.0,,,,,,,,1.0,,1.0,0.0,1.0,2.0,,,,,,1.0,2.0,17.0,14.0,29.0,,4.0,,,,85.0,2.0,3.0,4.0,1.0,19.0,44.0,0.0,1.0,4.0,1.0,13.0,66.0,,1.0,1.0,,,,1.0,1.0,12.0,0.0,0.0
Reading_108,2012-13,11212,Mikele Leigertwood,Reading,Midfielder,Antigua & Barbuda,101.0,58.0,43.0,30.0,,0.0,160.0,6.0,16.0,,3.0,,1.0,1.0,354.0,186.0,168.0,,,,451.0,,30.0,,,,,,1.0,58.0,51.0,7.0,253.0,128.0,125.0,1.0,,,1.0,80.0,12.0,,,355.0,,1261.0,,,,,,,4.0,,174.0,1.0,304.0,,,,,,1.0,,11.0,1.0,29.0,0.0,1.0,1.0,,,,18.0,11.0,17.0,89.0,509.0,449.0,869.0,29.0,62.0,6.0,,5.0,2646.0,51.0,77.0,42.0,16.0,409.0,1270.0,0.0,12.0,91.0,12.0,312.0,1742.0,1.0,13.0,12.0,14.0,40.0,3.0,75.0,61.0,237.0,0.0,3.0
Reading_108,2012-13,37639,Danny Guthrie,Walsall,Midfielder,England,28.0,12.0,16.0,21.0,6.0,1.0,118.0,4.0,,,3.0,,38.0,10.0,166.0,78.0,88.0,,,,261.0,,21.0,,,1.0,,,1.0,33.0,28.0,5.0,138.0,66.0,72.0,2.0,,,0.0,32.0,24.0,,,219.0,2.0,772.0,,1.0,,,,,2.0,,85.0,1.0,209.0,,,,,,1.0,1.0,6.0,5.0,19.0,0.0,6.0,2.0,15.0,30.0,8.0,3.0,1.0,13.0,95.0,413.0,256.0,544.0,14.0,28.0,6.0,,1.0,1618.0,35.0,15.0,16.0,27.0,284.0,807.0,0.0,11.0,42.0,8.0,168.0,1111.0,19.0,62.0,25.0,7.0,9.0,1.0,49.0,23.0,119.0,0.0,4.0
Reading_108,2012-13,49440,Hal Robson-Kanu,West Bromwich Albion U23,Forward,Wales,69.0,44.0,25.0,25.0,,4.0,75.0,8.0,,,,,,23.0,216.0,142.0,74.0,,,,114.0,1.0,25.0,,,1.0,,,7.0,33.0,29.0,4.0,147.0,98.0,49.0,3.0,2.0,1.0,3.0,21.0,12.0,,5.0,79.0,2.0,328.0,,9.0,,,1.0,1.0,2.0,,52.0,,61.0,,,,,,1.0,,15.0,14.0,13.0,0.0,9.0,12.0,,17.0,17.0,7.0,3.0,6.0,11.0,203.0,58.0,233.0,3.0,8.0,3.0,,3.0,1274.0,66.0,15.0,28.0,31.0,244.0,329.0,0.0,29.0,11.0,64.0,85.0,661.0,,53.0,53.0,23.0,2.0,,8.0,18.0,77.0,0.0,0.0
Reading_108,2012-13,10949,Jobi McAnuff,Leyton Orient,Midfielder,Jamaica,83.0,55.0,28.0,38.0,,,179.0,10.0,7.0,,4.0,,39.0,30.0,445.0,237.0,208.0,,,,365.0,,38.0,,,7.0,,,,69.0,62.0,7.0,362.0,182.0,180.0,2.0,,1.0,,49.0,30.0,,,128.0,4.0,884.0,,20.0,,,,,4.0,,143.0,,224.0,,,,,,,,21.0,12.0,38.0,0.0,8.0,,14.0,39.0,25.0,47.0,9.0,21.0,36.0,465.0,189.0,579.0,16.0,46.0,4.0,1.0,18.0,3274.0,120.0,43.0,41.0,71.0,613.0,896.0,0.0,33.0,62.0,72.0,281.0,1689.0,25.0,139.0,104.0,45.0,39.0,,42.0,52.0,239.0,0.0,5.0
Reading_108,2012-13,49949,Garath McCleary,Gillingham,Forward,Jamaica,65.0,45.0,20.0,31.0,,2.0,104.0,9.0,1.0,,1.0,,2.0,14.0,211.0,132.0,79.0,,,,154.0,1.0,31.0,,,2.0,,,3.0,32.0,28.0,4.0,146.0,87.0,59.0,,,,1.0,21.0,22.0,,2.0,86.0,1.0,457.0,,7.0,,,,,2.0,,81.0,1.0,113.0,,,,,,,,15.0,11.0,15.0,0.0,7.0,16.0,1.0,23.0,21.0,11.0,2.0,15.0,15.0,255.0,88.0,305.0,9.0,18.0,1.0,1.0,6.0,1572.0,66.0,7.0,13.0,21.0,307.0,457.0,0.0,26.0,27.0,59.0,137.0,807.0,1.0,75.0,74.0,35.0,13.0,3.0,11.0,34.0,126.0,0.0,0.0
Reading_108,2012-13,28145,Jimmy Kébé,Crystal Palace,Midfielder,Mali,22.0,13.0,9.0,18.0,,0.0,100.0,4.0,1.0,,1.0,,,9.0,140.0,61.0,79.0,,,,91.0,1.0,18.0,,,1.0,,,5.0,26.0,22.0,4.0,118.0,48.0,70.0,,2.0,1.0,5.0,22.0,12.0,,1.0,82.0,5.0,309.0,,3.0,,,,,1.0,,69.0,2.0,37.0,,,,,,,,7.0,7.0,16.0,0.0,6.0,2.0,,13.0,13.0,20.0,2.0,12.0,4.0,161.0,81.0,225.0,3.0,21.0,1.0,,7.0,1338.0,31.0,29.0,9.0,26.0,191.0,310.0,0.0,14.0,24.0,45.0,81.0,600.0,,47.0,47.0,16.0,3.0,1.0,1.0,16.0,80.0,2.0,1.0
Reading_108,2012-13,78270,Hope Akpan,Bradford City,Midfielder,Nigeria,15.0,7.0,8.0,9.0,,,25.0,,1.0,,,,,3.0,46.0,19.0,27.0,,,,87.0,,9.0,,,3.0,,,,12.0,11.0,1.0,31.0,12.0,19.0,1.0,,,,8.0,3.0,,,38.0,1.0,181.0,,3.0,,,,,2.0,,24.0,,32.0,,,,,,,,7.0,1.0,6.0,0.0,3.0,3.0,,1.0,1.0,6.0,1.0,2.0,7.0,86.0,44.0,122.0,,10.0,2.0,,,469.0,6.0,12.0,7.0,3.0,72.0,182.0,0.0,8.0,10.0,8.0,53.0,261.0,,4.0,4.0,2.0,4.0,1.0,9.0,11.0,44.0,0.0,0.0
Reading_108,2012-13,11951,Jay Tabb,Ipswich Town,Midfielder,Ireland,28.0,15.0,13.0,12.0,,,76.0,3.0,4.0,,1.0,1.0,,1.0,120.0,55.0,65.0,,,,112.0,,12.0,,,1.0,,,,22.0,21.0,1.0,92.0,40.0,52.0,,,,,27.0,8.0,,,82.0,,350.0,,,1.0,,,,1.0,,55.0,,85.0,,,,,,,,5.0,1.0,12.0,0.0,4.0,,,,,5.0,4.0,16.0,19.0,159.0,124.0,264.0,7.0,18.0,3.0,,1.0,1020.0,17.0,17.0,15.0,22.0,106.0,355.0,0.0,6.0,25.0,13.0,72.0,521.0,,4.0,4.0,3.0,9.0,1.0,10.0,11.0,62.0,0.0,2.0
Reading_108,2012-13,48886,Jem Karacan,Scunthorpe United,Midfielder,Turkey,25.0,14.0,11.0,21.0,,1.0,114.0,3.0,4.0,,3.0,,,3.0,144.0,61.0,83.0,,,,229.0,,21.0,,,1.0,,,1.0,31.0,28.0,3.0,119.0,47.0,72.0,,,1.0,0.0,28.0,10.0,,1.0,152.0,1.0,647.0,,1.0,,,,,1.0,,63.0,,161.0,,,,,,,,3.0,8.0,21.0,0.0,10.0,,,3.0,3.0,1.0,3.0,5.0,42.0,298.0,232.0,485.0,18.0,32.0,,,,1607.0,15.0,20.0,16.0,21.0,171.0,656.0,0.0,11.0,50.0,13.0,129.0,860.0,,13.0,13.0,3.0,12.0,,23.0,31.0,106.0,0.0,2.0
Reading_108,2012-13,83306,Jake Taylor,Sutton United,Midfielder,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Reading_108,2012-13,39439,Pavel Pogrebnyak,Reading,Forward,Russia,296.0,211.0,85.0,29.0,1.0,3.0,167.0,4.0,,,2.0,,,11.0,501.0,339.0,162.0,,,,129.0,,29.0,,,,,,5.0,39.0,33.0,6.0,205.0,128.0,77.0,4.0,2.0,,2.0,6.0,15.0,,3.0,135.0,24.0,548.0,,3.0,1.0,,,,2.0,,62.0,,118.0,,,,,,,,14.0,15.0,26.0,1.0,18.0,3.0,,3.0,3.0,9.0,,47.0,10.0,271.0,104.0,362.0,6.0,13.0,1.0,,1.0,2033.0,70.0,27.0,46.0,49.0,297.0,549.0,1.0,29.0,19.0,70.0,177.0,847.0,,4.0,4.0,17.0,,13.0,2.0,23.0,175.0,4.0,4.0
Reading_108,2012-13,19163,Adam Le Fondre,Sydney FC,Forward,England,86.0,62.0,24.0,34.0,,4.0,48.0,6.0,,,,,1.0,14.0,165.0,107.0,58.0,,,,67.0,1.0,34.0,,,1.0,,,12.0,37.0,34.0,3.0,79.0,45.0,34.0,3.0,2.0,2.0,8.0,9.0,10.0,,1.0,65.0,11.0,258.0,1.0,3.0,,,3.0,3.0,1.0,,26.0,8.0,78.0,,,,,,,,25.0,24.0,11.0,0.0,1.0,23.0,,7.0,7.0,3.0,1.0,18.0,4.0,161.0,33.0,183.0,2.0,7.0,2.0,,1.0,1491.0,33.0,8.0,15.0,22.0,160.0,258.0,0.0,49.0,9.0,82.0,71.0,476.0,1.0,21.0,20.0,7.0,3.0,8.0,6.0,7.0,65.0,6.0,3.0
Reading_108,2012-13,15729,Noel Hunt,Wigan Athletic,Forward,Ireland,165.0,106.0,59.0,24.0,,1.0,68.0,5.0,,,,,1.0,5.0,259.0,172.0,87.0,,,,122.0,,24.0,,,,,,2.0,24.0,22.0,2.0,94.0,66.0,28.0,3.0,1.0,,1.0,9.0,9.0,,,48.0,14.0,294.0,,,,,,,1.0,,24.0,1.0,57.0,,,,,,,,5.0,8.0,10.0,0.0,8.0,14.0,,5.0,5.0,2.0,,16.0,6.0,150.0,35.0,174.0,1.0,9.0,2.0,2.0,4.0,952.0,36.0,18.0,26.0,16.0,199.0,295.0,0.0,13.0,10.0,34.0,115.0,483.0,,17.0,17.0,4.0,1.0,2.0,4.0,7.0,111.0,0.0,4.0
Reading_108,2012-13,148418,Dominic Samuel,Ebbsfleet United,Forward,England,5.0,4.0,1.0,1.0,,,3.0,,,,,,,,6.0,5.0,1.0,,,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,8.0,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,1.0,,,,,,,,4.0,1.0,5.0,,,,,,18.0,1.0,,,,5.0,8.0,0.0,,,,3.0,10.0,,,,,,,,1.0,3.0,0.0,0.0
Reading_108,2012-13,47393,Simon Church,Plymouth Argyle,Forward,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Reading_108,2012-13,40501,Nick Blackman,Maccabi Tel Aviv,Forward,Barbados,14.0,10.0,4.0,11.0,,,30.0,3.0,,,,,,4.0,54.0,37.0,17.0,,,,29.0,,11.0,,,1.0,,,,6.0,6.0,,40.0,27.0,13.0,2.0,,,,3.0,3.0,,,36.0,1.0,121.0,,,,,,,,,17.0,,26.0,,,,,,,,3.0,2.0,3.0,0.0,2.0,8.0,,3.0,3.0,4.0,,4.0,5.0,62.0,30.0,84.0,,5.0,,1.0,,389.0,16.0,4.0,10.0,4.0,74.0,121.0,0.0,5.0,5.0,15.0,32.0,196.0,,11.0,11.0,3.0,,,1.0,4.0,31.0,0.0,2.0
Reading_108,2012-13,3118,Jason Roberts,Reading,Forward,Grenada,21.0,14.0,7.0,11.0,,,37.0,5.0,1.0,,,,,15.0,112.0,68.0,44.0,,,,48.0,,11.0,,,1.0,,,,14.0,13.0,1.0,91.0,54.0,37.0,,,,,3.0,6.0,,,25.0,7.0,132.0,,3.0,,,,,1.0,,14.0,,22.0,,,,,,,,2.0,3.0,8.0,0.0,5.0,3.0,,3.0,3.0,11.0,,10.0,1.0,78.0,18.0,92.0,2.0,1.0,1.0,,1.0,709.0,42.0,2.0,12.0,23.0,122.0,132.0,0.0,5.0,3.0,30.0,39.0,278.0,,12.0,12.0,20.0,1.0,3.0,1.0,2.0,38.0,0.0,2.0
