team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,penaltiesConceded,penaltiesFaced,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Middlesbrough_25,2016-17,169061,Dael Fry,Middlesbrough U21,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Middlesbrough_25,2016-17,101184,Calum Chambers,Cardiff City,Defender,England,121.0,50.0,71.0,25.0,,0.0,98.0,1.0,26.0,,7.0,,,2.0,,,245.0,105.0,140.0,0.0052,0.1434,,0.588,2.4386,484.0,10.0,,,25.0,,,1.0,,,2.0,37.0,33.0,4.0,124.0,55.0,69.0,2.0,1.0,,2.0,,,52.0,5.0,1.0,330.0,,,1.0,1081.0,1.0,,,,4.0,,32.0,12.0,130.0,,,204.0,,,,,,,,,4.0,,3.0,,25.0,0.0,,,,4.0,4.0,10.0,23.0,,87.0,281.0,597.0,787.0,12.0,37.0,,9.0,62.0,2250.0,16.0,175.0,23.0,12.0,297.0,1116.0,0.0,7.0,49.0,10.0,242.0,1616.0,,17.0,17.0,3.0,85.0,1.0,120.0,89.0,122.0,0.0,4.0
Middlesbrough_25,2016-17,90263,James Husband,Blackpool,Defender,England,2.0,,2.0,1.0,,,6.0,,,,,,,,,,3.0,1.0,2.0,0.0045,,,,2.487,12.0,,,,1.0,,,,,,,3.0,3.0,,1.0,1.0,,,,,,,,,,,4.0,,,,28.0,,,,,,,3.0,2.0,2.0,,,6.0,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,,7.0,10.0,17.0,,,,2.0,7.0,59.0,1.0,1.0,,,15.0,28.0,0.0,,,,11.0,43.0,,,,,2.0,,3.0,5.0,8.0,0.0,0.0
Middlesbrough_25,2016-17,10460,Grant Leadbitter,Sunderland,Midfielder,England,17.0,13.0,4.0,13.0,1.0,1.0,56.0,4.0,1.0,,2.0,,13.0,2.0,,,70.0,41.0,29.0,0.6434,0.826,0.0833,0.9395,13.4457,101.0,6.0,,1.0,13.0,,,,,,1.0,12.0,9.0,3.0,53.0,28.0,25.0,,,,0.0,,1.0,10.0,9.0,,97.0,4.0,1.0,,316.0,,,,,,,18.0,15.0,44.0,,1.0,86.0,,,,,,,,4.0,6.0,1.0,3.0,1.0,7.0,0.0,3.0,6.0,2.0,4.0,2.0,4.0,1.0,17.0,27.0,158.0,118.0,245.0,5.0,9.0,1.0,,1.0,707.0,7.0,6.0,8.0,7.0,94.0,340.0,0.0,9.0,14.0,5.0,68.0,451.0,9.0,13.0,1.0,2.0,10.0,,27.0,12.0,41.0,0.0,1.0
Middlesbrough_25,2016-17,59044,Adam Clayton,Bradford City,Midfielder,England,37.0,17.0,20.0,34.0,,,187.0,3.0,21.0,,10.0,2.0,6.0,2.0,,,314.0,156.0,158.0,1.4052,0.3938,,0.4025,47.6183,422.0,32.0,,,34.0,,,2.0,,,,45.0,39.0,6.0,277.0,139.0,138.0,2.0,,,,,1.0,66.0,18.0,,435.0,3.0,1.0,,1412.0,,,,,4.0,,39.0,27.0,215.0,,,406.0,,,,,,1.0,,3.0,6.0,1.0,2.0,1.0,32.0,0.0,4.0,2.0,2.0,8.0,6.0,19.0,6.0,12.0,113.0,652.0,623.0,1154.0,23.0,56.0,2.0,,3.0,2806.0,32.0,40.0,52.0,42.0,258.0,1450.0,0.0,8.0,79.0,6.0,183.0,1889.0,3.0,15.0,10.0,7.0,22.0,,61.0,53.0,122.0,0.0,10.0
Middlesbrough_25,2016-17,82428,Marten de Roon,Atalanta,Midfielder,Netherlands,127.0,60.0,67.0,33.0,,2.0,226.0,12.0,9.0,,8.0,,,10.0,,,385.0,219.0,166.0,0.8378,2.7763,,3.1342,42.7815,419.0,51.0,,,33.0,,,,,,4.0,44.0,39.0,5.0,258.0,159.0,99.0,2.0,2.0,,2.0,5.0,1.0,43.0,11.0,,368.0,7.0,2.0,3.0,1305.0,2.0,,,,4.0,,51.0,36.0,177.0,,2.0,309.0,,,,,,,5.0,7.0,10.0,1.0,7.0,2.0,32.0,0.0,5.0,1.0,,3.0,3.0,5.0,10.0,56.0,71.0,548.0,502.0,976.0,30.0,43.0,1.0,2.0,6.0,2777.0,24.0,64.0,66.0,23.0,354.0,1322.0,0.0,17.0,73.0,32.0,275.0,1736.0,,20.0,19.0,3.0,33.0,2.0,67.0,76.0,208.0,1.0,8.0
Middlesbrough_25,2016-17,44302,Adlène Guédioura,Burton Albion,Midfielder,Algeria,30.0,11.0,19.0,17.0,2.0,,63.0,5.0,1.0,,,,13.0,4.0,,,145.0,72.0,73.0,0.7075,0.5194,0.154,0.4311,16.6725,125.0,13.0,,2.0,17.0,,,1.0,,,,20.0,18.0,2.0,115.0,61.0,54.0,2.0,,,,,1.0,12.0,7.0,,100.0,5.0,2.0,1.0,406.0,,,,,1.0,,14.0,8.0,67.0,,,130.0,,,,,,,,5.0,10.0,1.0,4.0,2.0,9.0,0.0,5.0,8.0,4.0,9.0,4.0,20.0,3.0,23.0,31.0,200.0,122.0,282.0,3.0,22.0,3.0,1.0,7.0,857.0,29.0,10.0,22.0,9.0,183.0,418.0,0.0,14.0,25.0,6.0,105.0,637.0,8.0,24.0,11.0,5.0,13.0,1.0,36.0,20.0,69.0,0.0,2.0
Middlesbrough_25,2016-17,12002,Stewart Downing,Blackburn Rovers,Midfielder,England,27.0,18.0,9.0,30.0,5.0,0.0,233.0,9.0,,,5.0,,44.0,16.0,,,115.0,59.0,56.0,2.8288,2.2545,0.4081,1.6632,36.9278,240.0,7.0,,5.0,30.0,,,3.0,,,1.0,39.0,34.0,5.0,88.0,41.0,47.0,1.0,,,1.0,2.0,2.0,31.0,26.0,,135.0,7.0,3.0,6.0,920.0,,,,,2.0,,34.0,18.0,122.0,,1.0,335.0,,,,,,1.0,2.0,7.0,14.0,2.0,6.0,3.0,24.0,0.0,4.0,6.0,15.0,43.0,24.0,7.0,8.0,41.0,79.0,433.0,377.0,688.0,8.0,20.0,2.0,4.0,27.0,2212.0,22.0,32.0,10.0,14.0,355.0,943.0,0.0,20.0,28.0,21.0,176.0,1381.0,24.0,122.0,86.0,11.0,32.0,2.0,75.0,47.0,101.0,0.0,1.0
Middlesbrough_25,2016-17,78091,Gastón Ramírez,Middlesbrough,Midfielder,Uruguay,51.0,36.0,15.0,24.0,7.0,0.0,119.0,9.0,2.0,,1.0,,38.0,15.0,,,327.0,189.0,138.0,2.9609,2.971,0.486,2.7672,19.0367,181.0,23.0,,7.0,24.0,,,3.0,,,2.0,20.0,16.0,4.0,276.0,153.0,123.0,2.0,1.0,3.0,2.0,1.0,3.0,15.0,28.0,,175.0,8.0,4.0,1.0,617.0,,,,,1.0,,54.0,36.0,137.0,1.0,1.0,150.0,,,,,,,1.0,8.0,14.0,3.0,9.0,4.0,20.0,0.0,14.0,4.0,11.0,24.0,9.0,49.0,1.0,33.0,29.0,336.0,162.0,445.0,9.0,37.0,9.0,,3.0,1549.0,72.0,11.0,36.0,29.0,348.0,625.0,1.0,23.0,46.0,54.0,151.0,1095.0,26.0,57.0,18.0,34.0,7.0,2.0,26.0,31.0,125.0,2.0,8.0
Middlesbrough_25,2016-17,169535,Julien De Sart,Gent,Midfielder,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Middlesbrough_25,2016-17,80179,Adam Forshaw,Blackburn Rovers U21,Midfielder,England,58.0,41.0,17.0,34.0,1.0,,305.0,9.0,4.0,,8.0,,24.0,12.0,,,302.0,169.0,133.0,2.0003,1.6488,0.0677,1.0817,38.7815,289.0,20.0,1.0,1.0,34.0,,,1.0,,,,36.0,31.0,5.0,244.0,128.0,116.0,,,,,3.0,2.0,36.0,27.0,,342.0,6.0,4.0,1.0,1334.0,,,,,4.0,,53.0,31.0,176.0,,,417.0,,,,,,1.0,3.0,6.0,13.0,2.0,6.0,4.0,30.0,0.0,9.0,4.0,4.0,10.0,5.0,22.0,1.0,70.0,99.0,634.0,571.0,1096.0,19.0,43.0,8.0,,7.0,2700.0,44.0,22.0,33.0,32.0,282.0,1353.0,0.0,19.0,62.0,30.0,158.0,1769.0,16.0,41.0,21.0,10.0,11.0,3.0,41.0,40.0,117.0,0.0,4.0
Middlesbrough_25,2016-17,159533,Adama Traoré,West Ham United,Forward,Spain,38.0,23.0,15.0,27.0,,,90.0,3.0,2.0,,3.0,,,15.0,,,369.0,146.0,223.0,1.8497,1.0898,,1.2591,26.6375,107.0,7.0,,,27.0,,,1.0,,,,22.0,21.0,1.0,331.0,123.0,208.0,1.0,,,,1.0,2.0,6.0,17.0,,119.0,2.0,,1.0,366.0,,,,,2.0,,25.0,11.0,97.0,,,53.0,,,,,,1.0,1.0,2.0,6.0,2.0,2.0,,16.0,0.0,7.0,11.0,,16.0,16.0,136.0,3.0,17.0,12.0,191.0,83.0,246.0,3.0,27.0,6.0,1.0,3.0,1535.0,94.0,5.0,20.0,42.0,343.0,369.0,0.0,8.0,30.0,44.0,111.0,882.0,,63.0,63.0,44.0,7.0,,12.0,25.0,99.0,0.0,1.0
Middlesbrough_25,2016-17,20047,Jordan Rhodes,Blackpool,Forward,Scotland,21.0,17.0,4.0,6.0,,,15.0,,2.0,,,,,1.0,,,34.0,24.0,10.0,0.0317,0.6613,,0.8641,1.4667,8.0,1.0,,,6.0,,,,,,,2.0,1.0,1.0,13.0,7.0,6.0,,,,,,4.0,,2.0,,9.0,,,2.0,38.0,,,,,,,1.0,,2.0,,,10.0,,,,,,,,,2.0,4.0,4.0,,2.0,0.0,1.0,4.0,,,,2.0,,3.0,,14.0,12.0,26.0,,1.0,,,,208.0,1.0,2.0,3.0,3.0,19.0,42.0,0.0,6.0,1.0,9.0,16.0,64.0,,1.0,1.0,1.0,1.0,,3.0,3.0,13.0,0.0,0.0
Middlesbrough_25,2016-17,42892,Álvaro Negredo,Real Valladolid,Forward,Spain,352.0,177.0,175.0,36.0,1.0,3.0,266.0,19.0,3.0,,6.0,,,11.0,,,516.0,276.0,240.0,2.6263,8.7848,0.0825,8.447,45.9147,199.0,14.0,1.0,1.0,36.0,,,4.0,,,9.0,45.0,40.0,5.0,164.0,99.0,65.0,2.0,1.0,,6.0,13.0,12.0,10.0,22.0,8.0,240.0,6.0,2.0,17.0,788.0,,,2.0,2.0,4.0,,40.0,16.0,56.0,,,157.0,,,,,,,13.0,6.0,27.0,12.0,23.0,2.0,33.0,0.0,13.0,3.0,,1.0,1.0,19.0,,129.0,49.0,339.0,239.0,528.0,3.0,15.0,3.0,1.0,3.0,2877.0,47.0,65.0,45.0,31.0,417.0,862.0,0.0,50.0,18.0,117.0,285.0,1259.0,,7.0,7.0,14.0,3.0,32.0,23.0,46.0,262.0,1.0,5.0
Middlesbrough_25,2016-17,106617,Patrick Bamford,Leeds United,Forward,England,12.0,8.0,4.0,14.0,,0.0,26.0,3.0,,,,,,2.0,,,56.0,30.0,26.0,0.003,0.0297,,,1.0775,22.0,4.0,,,14.0,,,,,,1.0,8.0,6.0,2.0,44.0,22.0,22.0,1.0,1.0,,1.0,,,4.0,1.0,,28.0,1.0,,2.0,80.0,,,,,,,6.0,2.0,16.0,,,6.0,,,,,,,,1.0,1.0,,3.0,,2.0,0.0,,12.0,,,,2.0,,9.0,1.0,40.0,18.0,57.0,4.0,5.0,,,,315.0,8.0,3.0,12.0,11.0,47.0,82.0,0.0,4.0,9.0,16.0,24.0,149.0,,4.0,4.0,4.0,2.0,1.0,4.0,5.0,20.0,0.0,1.0
Middlesbrough_25,2016-17,123125,Viktor Fischer,Antwerp,Forward,Denmark,7.0,4.0,3.0,13.0,,,36.0,7.0,,,,,11.0,6.0,,,51.0,28.0,23.0,0.57,0.6851,,0.1833,5.1736,27.0,,,,13.0,,,3.0,,,,6.0,5.0,1.0,44.0,24.0,20.0,,,1.0,,4.0,2.0,,4.0,,28.0,3.0,,3.0,144.0,,,,,1.0,,12.0,6.0,27.0,,,55.0,,,,,,,4.0,3.0,3.0,2.0,2.0,,6.0,0.0,5.0,7.0,3.0,4.0,,10.0,,11.0,6.0,85.0,36.0,111.0,,3.0,,,1.0,438.0,21.0,1.0,1.0,7.0,70.0,146.0,0.0,5.0,3.0,20.0,29.0,243.0,8.0,12.0,2.0,9.0,1.0,2.0,5.0,6.0,24.0,0.0,0.0
Middlesbrough_25,2016-17,49464,Cristhian Stuani,Girona,Forward,Uruguay,86.0,39.0,47.0,23.0,,3.0,109.0,4.0,3.0,,1.0,,,7.0,,,254.0,134.0,120.0,0.7725,2.7217,,3.4796,17.0025,107.0,10.0,,,23.0,,,,,,4.0,15.0,12.0,3.0,168.0,95.0,73.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,7.0,2.0,102.0,1.0,,4.0,380.0,,,,,2.0,,29.0,15.0,72.0,,1.0,65.0,,,,,,,3.0,1.0,7.0,6.0,10.0,,16.0,0.0,12.0,7.0,,4.0,4.0,12.0,,25.0,11.0,164.0,100.0,249.0,11.0,24.0,,,,1361.0,50.0,15.0,21.0,29.0,226.0,383.0,0.0,17.0,35.0,54.0,123.0,642.0,,21.0,21.0,14.0,7.0,4.0,14.0,36.0,109.0,1.0,4.0
Middlesbrough_25,2016-17,49207,Rudy Gestede,Middlesbrough PL2,Forward,Benin,114.0,33.0,81.0,16.0,,0.0,57.0,2.0,1.0,,,,,2.0,,,154.0,53.0,101.0,0.4299,1.5383,,1.4195,14.2932,70.0,5.0,,,16.0,,,,,,1.0,12.0,11.0,1.0,40.0,20.0,20.0,1.0,,1.0,1.0,2.0,4.0,2.0,11.0,,36.0,,,3.0,215.0,,,,,,,5.0,1.0,21.0,,1.0,55.0,,,,,,,2.0,,9.0,4.0,5.0,,4.0,0.0,3.0,12.0,,,,3.0,,22.0,1.0,93.0,31.0,123.0,1.0,5.0,,,,525.0,10.0,9.0,8.0,12.0,120.0,218.0,0.0,14.0,6.0,43.0,94.0,305.0,,2.0,2.0,2.0,,7.0,1.0,11.0,93.0,0.0,3.0
