team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,rightFootGoals,rightsidePasses,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Luton_102,2023-24,156658,Reece Burke,Luton Town,Defender,England,79.0,33.0,46.0,22.0,,,56.0,6.0,18.0,,1.0,2.0,,9.0,,171.0,72.0,99.0,0.9061,1.3064,,1.1335,34.5991,346.0,15.0,,,22.0,,,4.0,,,,37.0,33.0,4.0,92.0,39.0,53.0,1.0,,,,2.0,4.0,18.0,9.0,1.0,,186.0,4.0,,1.0,676.0,,,1.0,,,,3.0,,22.0,7.0,62.0,,97.0,,,,,,,,2.0,4.0,3.0,4.0,4.0,,20.0,0.0,8.0,2.0,,4.0,4.0,4.0,8.0,,35.0,246.0,289.0,496.0,14.0,23.0,,8.0,12.0,1663.0,7.0,73.0,20.0,12.0,197.0,685.0,0.0,7.0,37.0,22.0,154.0,951.0,,9.0,9.0,2.0,39.0,,70.0,44.0,84.0,0.0,5.0
Luton_102,2023-24,209293,Daiki Hashioka,Slavia Prague,Defender,Japan,25.0,12.0,13.0,10.0,,,33.0,1.0,7.0,,,,,,,65.0,35.0,30.0,0.2588,0.1057,,,12.0027,103.0,5.0,,,10.0,,,,,,,21.0,18.0,3.0,40.0,23.0,17.0,,,,,,,8.0,3.0,,,76.0,1.0,,,255.0,,2.0,,,,,1.0,,12.0,5.0,26.0,,44.0,,,,,,,,,1.0,1.0,,,,6.0,0.0,3.0,4.0,,3.0,3.0,1.0,1.0,,8.0,81.0,133.0,203.0,6.0,5.0,,4.0,13.0,595.0,7.0,20.0,10.0,6.0,70.0,256.0,0.0,1.0,11.0,2.0,45.0,371.0,,6.0,6.0,1.0,10.0,,16.0,15.0,29.0,0.0,0.0
Luton_102,2023-24,611011,Joe Johnson,Luton Town,Defender,England,1.0,1.0,,2.0,,,9.0,,,,,,,,,4.0,4.0,,0.0024,,,,2.7613,13.0,1.0,,,2.0,,,,,,,5.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,5.0,,,,33.0,,,,,,,,,,,3.0,,7.0,,,,,,,,,,,,,,,0.0,,2.0,,,,,3.0,,5.0,5.0,25.0,25.0,,,,1.0,,75.0,1.0,,1.0,,7.0,34.0,0.0,,,,4.0,37.0,,,,,2.0,,4.0,,,0.0,1.0
Luton_102,2023-24,552030,Aidan Francis-Clarke,Braintree Town,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,634640,Christian Chigozie,Luton Town,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,547668,Axel Piesold,Luton Town,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,88894,Ross Barkley,Aston Villa U21,Midfielder,England,78.0,34.0,44.0,32.0,6.0,3.0,189.0,19.0,9.0,,1.0,,16.0,9.0,,381.0,186.0,195.0,2.6528,4.1235,0.2992,5.1543,59.4941,442.0,14.0,,6.0,32.0,,,4.0,,,5.0,66.0,63.0,3.0,303.0,152.0,151.0,,1.0,3.0,2.0,4.0,1.0,25.0,40.0,,2.0,326.0,15.0,13.0,,1319.0,2.0,,,,,,3.0,,47.0,16.0,201.0,2.0,452.0,,,,,,2.0,,4.0,15.0,28.0,1.0,19.0,13.0,30.0,0.0,6.0,2.0,6.0,14.0,1.0,66.0,1.0,24.0,88.0,665.0,540.0,1103.0,28.0,19.0,4.0,1.0,13.0,2622.0,90.0,48.0,25.0,40.0,375.0,1409.0,0.0,47.0,47.0,44.0,218.0,1958.0,10.0,31.0,9.0,34.0,13.0,,58.0,65.0,160.0,0.0,6.0
Luton_102,2023-24,82738,Luke Berry,Charlton Athletic,Midfielder,England,15.0,8.0,7.0,17.0,,0.0,19.0,2.0,1.0,,,,6.0,2.0,,41.0,18.0,23.0,0.1469,1.0086,,1.3403,8.3376,29.0,2.0,,,17.0,,,1.0,,,2.0,8.0,8.0,,26.0,10.0,16.0,,,,2.0,2.0,2.0,,1.0,,1.0,17.0,,,,83.0,,,,,,,1.0,,8.0,5.0,8.0,1.0,24.0,,,,,,,,2.0,,2.0,2.0,4.0,,2.0,0.0,2.0,15.0,1.0,1.0,,2.0,,1.0,3.0,34.0,29.0,59.0,5.0,2.0,,1.0,1.0,311.0,4.0,1.0,6.0,7.0,44.0,89.0,0.0,6.0,7.0,14.0,27.0,155.0,5.0,7.0,,,7.0,,7.0,7.0,20.0,0.0,1.0
Luton_102,2023-24,184704,Marvelous Nakamba,Luton Town,Midfielder,Zimbabwe,11.0,7.0,4.0,13.0,,,53.0,1.0,6.0,,,,,1.0,,113.0,57.0,56.0,0.491,0.1869,,,27.1093,128.0,18.0,,,13.0,,,,,,,24.0,23.0,1.0,102.0,50.0,52.0,1.0,,,,,,11.0,7.0,,,120.0,1.0,,,400.0,,,,,,,1.0,,27.0,17.0,90.0,,114.0,,,,,,,,,1.0,4.0,,,,13.0,0.0,3.0,,,1.0,1.0,3.0,2.0,2.0,19.0,191.0,162.0,333.0,16.0,24.0,,,3.0,1133.0,9.0,11.0,24.0,9.0,86.0,415.0,0.0,4.0,40.0,3.0,63.0,571.0,,3.0,3.0,5.0,7.0,,16.0,21.0,47.0,0.0,5.0
Luton_102,2023-24,222677,Tahith Chong,Luton Town,Midfielder,Netherlands,32.0,22.0,10.0,33.0,,2.0,126.0,16.0,6.0,,,,,16.0,,264.0,130.0,134.0,1.3822,2.7301,,2.6504,43.8565,142.0,11.0,,,33.0,,,,,,4.0,51.0,45.0,6.0,232.0,108.0,124.0,2.0,1.0,,2.0,10.0,2.0,8.0,10.0,,3.0,122.0,6.0,1.0,4.0,480.0,3.0,,,,,,3.0,,45.0,24.0,104.0,,110.0,,,,,,1.0,,10.0,6.0,8.0,2.0,7.0,1.0,20.0,0.0,14.0,13.0,,8.0,8.0,25.0,1.0,14.0,15.0,276.0,141.0,394.0,14.0,22.0,5.0,,11.0,1986.0,72.0,10.0,21.0,64.0,256.0,500.0,0.0,15.0,36.0,60.0,91.0,931.0,,27.0,27.0,32.0,9.0,1.0,18.0,23.0,73.0,0.0,4.0
Luton_102,2023-24,104047,Pelly Mpanzu,Cambridge United,Midfielder,DR Congo,31.0,19.0,12.0,27.0,,,73.0,4.0,7.0,,,,2.0,7.0,,102.0,54.0,48.0,1.3638,0.6353,,0.2278,28.69,95.0,6.0,,,27.0,,,,,,,29.0,27.0,2.0,71.0,35.0,36.0,,,,,2.0,1.0,9.0,6.0,,,86.0,2.0,,,327.0,,,,,,,1.0,,21.0,8.0,54.0,,89.0,,,,,,,,2.0,2.0,6.0,1.0,1.0,,11.0,0.0,8.0,16.0,,3.0,3.0,9.0,5.0,7.0,16.0,131.0,129.0,241.0,8.0,5.0,,,8.0,1094.0,22.0,16.0,9.0,14.0,130.0,343.0,0.0,7.0,13.0,17.0,86.0,518.0,,8.0,8.0,6.0,6.0,,21.0,21.0,65.0,0.0,1.0
Luton_102,2023-24,96784,Jordan Clark,Luton Town,Midfielder,England,33.0,15.0,18.0,23.0,,0.0,101.0,8.0,3.0,,,,,12.0,,186.0,100.0,86.0,1.1695,1.0019,,1.0345,32.5916,144.0,12.0,,,23.0,,,1.0,,,1.0,41.0,36.0,5.0,153.0,85.0,68.0,2.0,,,1.0,6.0,2.0,11.0,11.0,,,117.0,2.0,1.0,5.0,452.0,2.0,,,,,,2.0,,39.0,21.0,59.0,1.0,121.0,,,,,,,,6.0,2.0,5.0,2.0,4.0,1.0,14.0,0.0,10.0,9.0,,7.0,7.0,12.0,4.0,5.0,25.0,198.0,167.0,333.0,13.0,17.0,1.0,1.0,4.0,1306.0,45.0,14.0,14.0,26.0,216.0,483.0,0.0,9.0,30.0,46.0,125.0,753.0,,16.0,16.0,24.0,9.0,1.0,24.0,35.0,101.0,0.0,4.0
Luton_102,2023-24,193195,Allan Campbell,Charlton Athletic,Midfielder,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,232351,Ryan Giles,Hull City,Defender,England,3.0,,3.0,11.0,,,40.0,,,,,,14.0,5.0,,28.0,11.0,17.0,0.6236,0.1035,,0.1348,14.6085,52.0,2.0,,,11.0,,,,,,,14.0,14.0,,25.0,11.0,14.0,,,,,,2.0,4.0,5.0,,,1.0,,,,126.0,,,,,,,1.0,,10.0,2.0,21.0,,35.0,,,,,,,,,,,2.0,2.0,,5.0,0.0,3.0,6.0,5.0,12.0,6.0,4.0,,,2.0,65.0,41.0,92.0,2.0,6.0,,7.0,34.0,501.0,4.0,20.0,2.0,2.0,89.0,128.0,0.0,2.0,8.0,4.0,34.0,278.0,9.0,37.0,25.0,3.0,7.0,,15.0,11.0,19.0,0.0,0.0
Luton_102,2023-24,437742,Albert Sambi Lokonga,Arsenal,Midfielder,Belgium,25.0,9.0,16.0,17.0,,1.0,121.0,4.0,13.0,,,3.0,2.0,1.0,,134.0,52.0,82.0,0.7775,0.6187,,0.5892,26.2336,208.0,14.0,,,17.0,,,3.0,,,1.0,31.0,26.0,5.0,109.0,43.0,66.0,,1.0,,0.0,1.0,,11.0,6.0,,,241.0,3.0,1.0,,686.0,1.0,,,,,,2.0,,13.0,10.0,64.0,,170.0,,,,,,,,1.0,3.0,2.0,,2.0,1.0,16.0,0.0,8.0,1.0,,1.0,1.0,11.0,3.0,3.0,41.0,335.0,326.0,619.0,11.0,18.0,5.0,,8.0,1308.0,18.0,14.0,18.0,27.0,128.0,740.0,0.0,4.0,29.0,11.0,80.0,952.0,2.0,12.0,7.0,7.0,10.0,,21.0,28.0,59.0,0.0,4.0
Luton_102,2023-24,60252,Andros Townsend,Luton Town U21,Midfielder,England,10.0,10.0,,27.0,2.0,0.0,106.0,9.0,,,,,8.0,10.0,,125.0,76.0,49.0,1.8105,1.2179,0.1255,1.8086,24.8897,77.0,8.0,,2.0,27.0,,,3.0,,,1.0,27.0,26.0,1.0,115.0,66.0,49.0,1.0,1.0,,1.0,2.0,1.0,5.0,15.0,,,113.0,7.0,5.0,2.0,337.0,,,,,,,,,34.0,12.0,68.0,,53.0,,,,,,,,2.0,7.0,4.0,1.0,7.0,5.0,14.0,0.0,13.0,13.0,3.0,17.0,13.0,16.0,1.0,9.0,15.0,206.0,91.0,265.0,8.0,13.0,1.0,,7.0,1209.0,40.0,9.0,13.0,12.0,203.0,349.0,0.0,11.0,21.0,21.0,69.0,631.0,4.0,57.0,52.0,14.0,10.0,1.0,20.0,18.0,49.0,1.0,1.0
Luton_102,2023-24,168035,Fred Onyedinma,Wycombe Wanderers,Forward,Nigeria,14.0,6.0,8.0,8.0,,,29.0,1.0,,,,,,1.0,,67.0,41.0,26.0,0.1296,0.1644,,0.1944,10.6918,30.0,4.0,,,8.0,,,,,,,14.0,13.0,1.0,53.0,35.0,18.0,,,,,1.0,2.0,1.0,2.0,,,21.0,,,,84.0,,,1.0,,,,2.0,,10.0,3.0,10.0,,5.0,,,,,,,,1.0,,2.0,2.0,2.0,,4.0,0.0,4.0,4.0,,1.0,1.0,2.0,,2.0,,33.0,33.0,65.0,4.0,6.0,,12.0,25.0,407.0,18.0,13.0,10.0,6.0,74.0,85.0,0.0,4.0,10.0,16.0,20.0,219.0,,12.0,12.0,8.0,3.0,,4.0,6.0,16.0,0.0,1.0
Luton_102,2023-24,589114,Zack Nelson,AFC Wimbledon,Midfielder,England,,,,2.0,,,4.0,,,,,,,,,1.0,,1.0,0.0001,,,,0.9509,,,,,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,4.0,4.0,1.0,,,,,5.0,,,,,1.0,4.0,0.0,,1.0,,,6.0,,,,,,,,,,0.0,0.0
Luton_102,2023-24,244262,Alfie Doughty,Luton Town,Midfielder,England,35.0,12.0,23.0,37.0,2.0,1.0,239.0,13.0,9.0,,2.0,2.0,151.0,45.0,,252.0,124.0,128.0,5.395,1.3106,0.0964,1.4162,68.6053,403.0,18.0,,2.0,37.0,,,8.0,,,2.0,74.0,67.0,7.0,217.0,112.0,105.0,1.0,,,1.0,8.0,6.0,31.0,62.0,,2.0,92.0,5.0,,13.0,1050.0,6.0,,,,,,4.0,,102.0,42.0,185.0,,356.0,,,,,,1.0,1.0,8.0,5.0,5.0,6.0,8.0,,34.0,0.0,16.0,3.0,41.0,89.0,31.0,33.0,12.0,,66.0,487.0,422.0,754.0,23.0,40.0,,37.0,212.0,2937.0,37.0,36.0,31.0,9.0,659.0,1090.0,0.0,13.0,63.0,80.0,270.0,2095.0,110.0,251.0,109.0,24.0,47.0,1.0,103.0,63.0,167.0,0.0,5.0
Luton_102,2023-24,608060,Jayden Luker,Notts County,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,647597,Dominic Martins,Luton Town U21,Midfielder,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Luton_102,2023-24,229164,Chiedozie Ogbene,Sheffield United U21,Forward,Ireland,53.0,24.0,29.0,30.0,,3.0,183.0,17.0,3.0,,1.0,,,18.0,,260.0,104.0,156.0,3.5448,4.2447,,3.9993,48.8069,168.0,6.0,2.0,,30.0,,,1.0,,,4.0,47.0,43.0,4.0,207.0,80.0,127.0,2.0,1.0,1.0,1.0,12.0,7.0,7.0,25.0,1.0,,172.0,5.0,3.0,8.0,618.0,9.0,,,,,,1.0,,58.0,11.0,125.0,3.0,106.0,,,,,,1.0,,12.0,5.0,4.0,7.0,14.0,3.0,20.0,0.0,6.0,10.0,,11.0,11.0,61.0,6.0,4.0,10.0,358.0,166.0,503.0,7.0,10.0,,15.0,65.0,1993.0,65.0,31.0,8.0,50.0,334.0,629.0,0.0,18.0,17.0,96.0,116.0,1183.0,,68.0,68.0,44.0,14.0,,17.0,37.0,99.0,0.0,1.0
Luton_102,2023-24,156700,Carlton Morris,Derby County,Forward,England,306.0,172.0,134.0,38.0,,5.0,184.0,12.0,5.0,,,,1.0,17.0,,514.0,292.0,222.0,1.5568,11.4039,,13.08,66.0842,203.0,26.0,,,38.0,,,4.0,,,11.0,72.0,65.0,7.0,208.0,120.0,88.0,5.0,2.0,4.0,6.0,10.0,19.0,1.0,18.0,,,178.0,2.0,1.0,9.0,705.0,3.0,,,,5.0,5.0,4.0,,52.0,19.0,71.0,9.0,155.0,,,,,,,,10.0,2.0,28.0,19.0,31.0,1.0,32.0,0.0,10.0,6.0,,,,31.0,,28.0,8.0,292.0,189.0,473.0,7.0,8.0,,,3.0,2866.0,73.0,53.0,49.0,43.0,397.0,720.0,0.0,59.0,15.0,144.0,239.0,1193.0,1.0,15.0,14.0,20.0,6.0,11.0,9.0,36.0,230.0,2.0,4.0
