team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Nottm_Forest_17,2022-23,210156,Taiwo Awoniyi,Nottingham Forest,Forward,Nigeria,81.0,61.0,20.0,27.0,,4.0,63.0,3.0,4.0,,,,,4.0,,195.0,130.0,65.0,0.317,6.8051,,3.7728,29.023,38.0,60.0,5.0,,,27.0,,,1.0,,,10.0,29.0,24.0,5.0,114.0,69.0,45.0,1.0,3.0,2.0,6.0,3.0,4.0,4.0,9.0,,1.0,42.0,,1.0,15.0,217.0,,3.0,,,,,,,,,23.0,14.0,56.0,,6.0,54.0,,,,,,,,,3.0,,17.0,4.0,15.0,1.0,17.0,0.0,17.0,10.0,,,,9.0,14.0,,15.0,1.0,96.0,46.0,141.0,7.0,10.0,2.0,,1.0,1411.0,40.0,20.0,24.0,19.0,191.0,219.0,0.0,32.0,17.0,57.0,77.0,491.0,,3.0,3.0,11.0,1.0,5.0,5.0,19.0,72.0,4.0,2.0
Nottm_Forest_17,2022-23,217331,Sam Surridge,Nottingham Forest,Forward,England,30.0,17.0,13.0,20.0,,1.0,15.0,2.0,2.0,,,,,,,65.0,35.0,30.0,0.0281,1.7893,,1.0366,6.98,10.0,27.0,2.0,,,20.0,,,,,,1.0,5.0,4.0,1.0,35.0,18.0,17.0,2.0,,,0.0,2.0,1.0,,1.0,,,13.0,,,3.0,74.0,,,,1.0,,,,,2.0,,6.0,3.0,17.0,,1.0,22.0,,,,,,,,,2.0,,5.0,1.0,2.0,,1.0,0.0,1.0,19.0,,,,2.0,5.0,,2.0,1.0,21.0,19.0,39.0,5.0,,,,,307.0,6.0,7.0,12.0,10.0,60.0,77.0,0.0,7.0,5.0,15.0,37.0,149.0,,3.0,3.0,2.0,2.0,2.0,2.0,8.0,35.0,0.0,2.0
Nottm_Forest_17,2022-23,244930,Alex Mighten,Nottingham Forest U21,Forward,England,,,,1.0,,,,,,,,,,,,4.0,3.0,1.0,0.0012,,,,,,,,,,1.0,,,,,,,,,,4.0,3.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,7.0,2.0,,,1.0,2.0,1.0,0.0,,,,,4.0,,,,2.0,,,,,,0.0,0.0
Nottm_Forest_17,2022-23,242898,Brennan Johnson,Crystal Palace,Forward,Wales,66.0,48.0,18.0,38.0,,1.0,141.0,9.0,1.0,,3.0,,1.0,26.0,,280.0,173.0,107.0,1.8559,8.6516,,10.2692,50.1586,65.0,112.0,17.0,1.0,,38.0,,,3.0,,,8.0,54.0,40.0,14.0,214.0,125.0,89.0,,,2.0,7.0,4.0,16.0,5.0,25.0,,2.0,131.0,5.0,3.0,18.0,423.0,,10.0,,,,,3.0,1.0,5.0,,56.0,29.0,89.0,,6.0,57.0,,,,,,,1.0,,4.0,5.0,19.0,16.0,27.0,3.0,33.0,0.0,12.0,5.0,,10.0,10.0,34.0,26.0,1.0,13.0,5.0,209.0,78.0,272.0,14.0,20.0,,,4.0,2940.0,65.0,4.0,37.0,21.0,365.0,441.0,0.0,46.0,34.0,120.0,164.0,881.0,1.0,48.0,47.0,40.0,5.0,3.0,14.0,37.0,150.0,2.0,6.0
Nottm_Forest_17,2022-23,230251,Emmanuel Dennis,Nottingham Forest,Forward,Nigeria,29.0,16.0,13.0,19.0,2.0,0.0,46.0,8.0,1.0,,,,,7.0,,169.0,89.0,80.0,0.3993,1.8223,0.0808,0.8732,11.9951,20.0,44.0,9.0,,2.0,19.0,,,2.0,,,2.0,17.0,14.0,3.0,140.0,73.0,67.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,5.0,,,13.0,2.0,1.0,4.0,167.0,,,,,,,,,2.0,,26.0,12.0,38.0,,1.0,65.0,,,,,,,,,6.0,2.0,6.0,4.0,7.0,1.0,6.0,0.0,6.0,13.0,,2.0,2.0,21.0,7.0,,1.0,4.0,92.0,29.0,115.0,6.0,11.0,,,3.0,715.0,50.0,3.0,15.0,29.0,141.0,168.0,0.0,13.0,17.0,47.0,49.0,402.0,,9.0,9.0,26.0,,,2.0,12.0,47.0,0.0,3.0
Nottm_Forest_17,2022-23,57647,Lyle Taylor,Colchester United,Forward,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2022-23,45124,André Ayew,Nottingham Forest,Forward,Ghana,36.0,22.0,14.0,13.0,,,25.0,1.0,1.0,,,,1.0,,,63.0,35.0,28.0,0.0349,1.0369,,1.59,7.6635,3.0,20.0,1.0,,,13.0,,,,,,,10.0,8.0,2.0,27.0,13.0,14.0,,,,,,2.0,,1.0,,,13.0,1.0,,1.0,67.0,,,,,,,1.0,,,,5.0,5.0,9.0,,,14.0,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,0.0,1.0,12.0,,,,1.0,2.0,,1.0,,35.0,18.0,53.0,2.0,3.0,,,,307.0,8.0,7.0,3.0,8.0,31.0,72.0,0.0,3.0,5.0,8.0,19.0,119.0,,1.0,1.0,4.0,1.0,,1.0,4.0,18.0,0.0,1.0
Nottm_Forest_17,2022-23,60689,Chris Wood,Nottingham Forest U21,Forward,New Zealand,89.0,47.0,42.0,25.0,,2.0,46.0,3.0,3.0,,,,,3.0,,124.0,69.0,55.0,0.2802,1.815,,1.6827,4.0176,15.0,50.0,1.0,,,25.0,,,,,,3.0,9.0,8.0,1.0,35.0,22.0,13.0,,,,1.0,1.0,2.0,2.0,6.0,,1.0,31.0,,,6.0,176.0,,,,,,,1.0,1.0,1.0,,2.0,1.0,21.0,,2.0,50.0,,,,,,,,,1.0,,4.0,2.0,5.0,,9.0,0.0,10.0,16.0,,,,1.0,8.0,,6.0,3.0,72.0,37.0,106.0,1.0,4.0,1.0,,,816.0,13.0,9.0,6.0,7.0,104.0,177.0,0.0,9.0,5.0,25.0,68.0,266.0,,,,2.0,,4.0,2.0,16.0,66.0,2.0,0.0
Nottm_Forest_17,2023-24,224068,Matt Turner,Nottingham Forest,Goalkeeper,United States,6.0,,6.0,17.0,,,,,,28.0,2.0,,,,2.0,7.0,,7.0,0.0239,,,,23.1658,,336.0,,,,17.0,189.0,45.0,,136.0,2.0,,28.0,23.0,5.0,1.0,,1.0,,,,,,,,,,,84.0,,,,236.0,,,,,2.0,,,,2.0,5.0,2.0,,158.0,,,54.0,,55.0,2.0,29.0,23.0,14.0,,,,,,,,,17.0,0.0,,,,,,,,32.0,,138.0,95.0,207.0,164.0,,,,,,1530.0,,13.0,,3.0,181.0,474.0,0.0,,,,172.0,685.0,,,,,59.0,,168.0,31.0,4.0,0.0,2.0
Nottm_Forest_17,2023-24,20066,Wayne Hennessey,Nottingham Forest,Goalkeeper,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2023-24,111452,Odysseas Vlachodimos,Newcastle United,Goalkeeper,Greece,,,,5.0,,,,,,2.0,1.0,,,,1.0,2.0,1.0,1.0,0.0035,,,,7.854,,78.0,,,,5.0,50.0,15.0,,44.0,1.0,,12.0,11.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,45.0,,,,95.0,,,,,1.0,,,,1.0,4.0,,,35.0,,,30.0,,10.0,,9.0,1.0,1.0,,,,,,,,,5.0,0.0,,,,,,,,10.0,,33.0,20.0,101.0,88.0,,,,,,450.0,,5.0,,1.0,35.0,153.0,0.0,,,,32.0,197.0,,,,,15.0,,32.0,5.0,,0.0,0.0
Nottm_Forest_17,2023-24,85633,Matz Sels,Nottingham Forest,Goalkeeper,Belgium,4.0,,4.0,16.0,,,,,,11.0,1.0,,,,,6.0,,6.0,0.0701,,,,17.9262,,203.0,,,,16.0,115.0,30.0,,94.0,1.0,,27.0,23.0,4.0,2.0,,2.0,,,,,,,,1.0,,,71.0,,,,199.0,,,,,1.0,,,,1.0,6.0,,,78.0,,,52.0,,38.0,1.0,24.0,12.0,14.0,,,,,,,,,16.0,0.0,,,,,,,,38.0,,85.0,57.0,156.0,128.0,,,,,,1440.0,,17.0,,3.0,115.0,326.0,0.0,,,1.0,113.0,450.0,,,,,61.0,,112.0,17.0,1.0,0.0,1.0
Nottm_Forest_17,2023-24,437626,Nuno Tavares,Arsenal,Defender,Portugal,5.0,2.0,3.0,8.0,,,30.0,,,,1.0,,1.0,3.0,,40.0,18.0,22.0,0.3736,0.1706,,0.0237,4.5226,,86.0,5.0,,,8.0,,,,,,,9.0,7.0,2.0,35.0,16.0,19.0,,,,,,,1.0,2.0,,,21.0,,1.0,,210.0,,,,,,,,,,,13.0,6.0,33.0,,,81.0,,,,,,,,,,,6.0,,1.0,1.0,5.0,0.0,1.0,3.0,,2.0,2.0,6.0,,3.0,2.0,5.0,105.0,69.0,167.0,4.0,7.0,,12.0,27.0,455.0,7.0,15.0,8.0,2.0,90.0,218.0,0.0,7.0,11.0,7.0,46.0,359.0,1.0,14.0,13.0,3.0,7.0,,13.0,25.0,33.0,0.0,2.0
Nottm_Forest_17,2023-24,208912,Joe Worrall,Burnley,Defender,England,22.0,10.0,12.0,7.0,,,11.0,,4.0,,1.0,,,,,37.0,16.0,21.0,0.3124,0.1178,,,8.268,,60.0,1.0,,,7.0,,,,,,,8.0,5.0,3.0,15.0,6.0,9.0,,,,,,,3.0,2.0,,,46.0,,,,157.0,,,,,,,,,,,2.0,1.0,18.0,,,44.0,,,,,,,,,,,2.0,,,,5.0,1.0,1.0,2.0,,,,,,3.0,,12.0,35.0,101.0,124.0,2.0,5.0,,1.0,2.0,439.0,,31.0,3.0,2.0,26.0,161.0,1.0,2.0,7.0,7.0,25.0,220.0,,,,,2.0,,13.0,6.0,12.0,0.0,0.0
Nottm_Forest_17,2023-24,575476,Murillo,Nottingham Forest,Defender,Brazil,78.0,40.0,38.0,32.0,2.0,,53.0,1.0,24.0,,3.0,3.0,,2.0,,236.0,121.0,115.0,0.6388,1.802,0.0546,0.8593,38.4531,,693.0,32.0,,2.0,32.0,25.0,3.0,2.0,28.0,,,56.0,49.0,7.0,158.0,81.0,77.0,1.0,,1.0,,,2.0,37.0,5.0,3.0,,199.0,1.0,4.0,,1374.0,,1.0,1.0,,,,,,3.0,,29.0,17.0,146.0,,,499.0,,,,,,,,,,1.0,10.0,2.0,6.0,4.0,32.0,0.0,4.0,,,1.0,1.0,20.0,,25.0,,117.0,382.0,739.0,1003.0,19.0,31.0,6.0,1.0,2.0,2792.0,30.0,185.0,38.0,7.0,388.0,1444.0,0.0,16.0,50.0,35.0,324.0,1913.0,,3.0,3.0,15.0,87.0,,185.0,124.0,139.0,0.0,5.0
Nottm_Forest_17,2023-24,215136,Neco Williams,Nottingham Forest,Defender,Wales,52.0,21.0,31.0,26.0,,,102.0,7.0,13.0,,1.0,1.0,4.0,16.0,,255.0,106.0,149.0,1.662,0.817,,0.3372,22.4516,,264.0,22.0,,,26.0,,,1.0,,,,33.0,29.0,4.0,203.0,85.0,118.0,3.0,,3.0,,3.0,3.0,22.0,10.0,,,186.0,4.0,1.0,4.0,582.0,,2.0,,,,,,,,,65.0,31.0,107.0,,,44.0,,,,,,,,,3.0,4.0,4.0,3.0,4.0,1.0,18.0,0.0,4.0,8.0,,12.0,12.0,19.0,,6.0,1.0,21.0,243.0,200.0,410.0,29.0,40.0,,40.0,75.0,1634.0,45.0,43.0,23.0,30.0,351.0,596.0,0.0,8.0,69.0,32.0,165.0,1167.0,4.0,56.0,48.0,18.0,44.0,,65.0,50.0,100.0,0.0,4.0
Nottm_Forest_17,2023-24,466404,Andrew Omobamidele,Nottingham Forest,Defender,Ireland,18.0,10.0,8.0,11.0,,,28.0,1.0,8.0,,,1.0,,2.0,,39.0,19.0,20.0,0.0303,0.1365,,,8.5722,,92.0,5.0,,,11.0,,,,,,,15.0,14.0,1.0,21.0,9.0,12.0,,,,,1.0,,13.0,2.0,,,129.0,,,,304.0,,,1.0,,,,,,,,5.0,4.0,21.0,,,60.0,,,,,,,,,1.0,,,,,,8.0,0.0,,3.0,,,,,,4.0,,13.0,71.0,199.0,257.0,7.0,3.0,,,1.0,782.0,,42.0,6.0,3.0,42.0,309.0,0.0,,10.0,5.0,39.0,402.0,,,,,9.0,,13.0,22.0,26.0,0.0,2.0
Nottm_Forest_17,2023-24,114241,Harry Toffolo,Nottingham Forest,Defender,England,40.0,15.0,25.0,23.0,,1.0,62.0,1.0,13.0,,1.0,,13.0,6.0,,102.0,48.0,54.0,1.1564,1.6427,,0.625,17.6318,,219.0,12.0,,,23.0,,,3.0,,,1.0,29.0,26.0,3.0,62.0,33.0,29.0,,1.0,,0.0,1.0,2.0,14.0,15.0,,,23.0,,2.0,,432.0,,,,,,,,,1.0,,36.0,21.0,57.0,,,142.0,,,,,,,,,1.0,,2.0,2.0,5.0,2.0,15.0,0.0,3.0,8.0,5.0,16.0,10.0,1.0,,6.0,1.0,17.0,185.0,171.0,323.0,12.0,14.0,,29.0,68.0,1455.0,7.0,44.0,17.0,2.0,180.0,446.0,0.0,7.0,26.0,12.0,106.0,763.0,7.0,31.0,23.0,2.0,28.0,,49.0,35.0,57.0,0.0,3.0
Nottm_Forest_17,2023-24,116404,Felipe,Nottingham Forest,Defender,Brazil,20.0,6.0,14.0,7.0,,,14.0,2.0,1.0,,1.0,,,1.0,,50.0,21.0,29.0,0.0399,0.1288,,,7.1432,,78.0,8.0,,,7.0,,,,,,,10.0,10.0,,30.0,15.0,15.0,,,1.0,,1.0,,4.0,2.0,,,67.0,1.0,,,206.0,,,,,,,,,,,4.0,3.0,20.0,,,54.0,,,,,,,,,1.0,1.0,1.0,,,,4.0,0.0,2.0,3.0,,,,1.0,,4.0,,13.0,57.0,125.0,169.0,3.0,9.0,,,1.0,373.0,2.0,11.0,10.0,2.0,37.0,213.0,0.0,1.0,12.0,4.0,31.0,264.0,,,,1.0,9.0,,14.0,18.0,17.0,0.0,4.0
Nottm_Forest_17,2023-24,199170,Moussa Niakhaté,Lyon,Defender,Senegal,21.0,5.0,16.0,21.0,,1.0,62.0,2.0,12.0,,1.0,1.0,,,,88.0,24.0,64.0,0.2613,1.0796,,0.9683,24.1753,,264.0,6.0,,,21.0,1.0,,,1.0,,1.0,35.0,30.0,5.0,67.0,19.0,48.0,,,,0.0,2.0,,14.0,3.0,,,216.0,,,,676.0,1.0,,,,,,,,3.0,,14.0,7.0,98.0,1.0,,147.0,,,,,,,,,2.0,,2.0,,1.0,,15.0,0.0,1.0,6.0,,1.0,1.0,3.0,,8.0,,31.0,168.0,422.0,558.0,17.0,25.0,,46.0,28.0,1458.0,3.0,49.0,11.0,4.0,164.0,689.0,1.0,3.0,42.0,7.0,100.0,945.0,,10.0,10.0,,33.0,,50.0,40.0,50.0,0.0,3.0
Nottm_Forest_17,2023-24,168281,Scott McKenna,Dinamo Zagreb,Defender,Scotland,23.0,3.0,20.0,5.0,,,13.0,,4.0,,1.0,,,,,33.0,7.0,26.0,0.1948,0.2087,,,7.2395,,82.0,1.0,,,5.0,,,,,,,6.0,3.0,3.0,10.0,4.0,6.0,,,,,,,5.0,3.0,,,20.0,,,,168.0,,,,,,,,,,,4.0,2.0,25.0,,,54.0,,,,,,,,,,,2.0,,,,5.0,0.0,1.0,,,,,,,2.0,,7.0,40.0,91.0,124.0,4.0,,,11.0,6.0,417.0,,25.0,3.0,2.0,52.0,169.0,0.0,2.0,4.0,5.0,38.0,246.0,,,,,10.0,1.0,16.0,14.0,22.0,0.0,0.0
Nottm_Forest_17,2023-24,218430,Gonzalo Montiel,River Plate,Defender,Argentina,21.0,9.0,12.0,14.0,,,51.0,2.0,3.0,,,,,8.0,,66.0,30.0,36.0,0.8611,0.1284,,,8.6902,,144.0,5.0,,,14.0,,,2.0,,,,11.0,8.0,3.0,45.0,21.0,24.0,,,,,1.0,,9.0,7.0,,,113.0,1.0,,2.0,312.0,,1.0,,1.0,,,,,2.0,,14.0,5.0,42.0,,,10.0,,,,,,,,,1.0,1.0,1.0,,,,8.0,0.0,6.0,6.0,,1.0,1.0,1.0,,6.0,,14.0,129.0,123.0,237.0,3.0,19.0,1.0,11.0,40.0,802.0,3.0,30.0,6.0,1.0,105.0,318.0,0.0,1.0,22.0,13.0,67.0,487.0,,15.0,15.0,,20.0,,29.0,18.0,38.0,0.0,5.0
Nottm_Forest_17,2023-24,90585,Willy Boly,Nottingham Forest,Defender,Cote d’Ivoire,84.0,27.0,57.0,20.0,,1.0,30.0,2.0,21.0,,2.0,1.0,,2.0,,177.0,69.0,108.0,0.7695,1.4768,,1.2785,21.1811,,271.0,10.0,,,20.0,,,1.0,,,2.0,23.0,20.0,3.0,93.0,42.0,51.0,,2.0,,1.0,2.0,3.0,25.0,8.0,,,226.0,,1.0,1.0,598.0,,,,,,,,,2.0,,21.0,11.0,86.0,1.0,,84.0,,,,,,,,,2.0,,6.0,3.0,6.0,1.0,18.0,0.0,6.0,2.0,,,,3.0,,8.0,,31.0,118.0,352.0,439.0,17.0,29.0,1.0,24.0,32.0,1442.0,5.0,86.0,20.0,2.0,178.0,611.0,1.0,12.0,46.0,34.0,141.0,917.0,,1.0,1.0,2.0,25.0,,65.0,44.0,76.0,0.0,1.0
Nottm_Forest_17,2023-24,159506,Ola Aina,Nottingham Forest U21,Defender,Nigeria,30.0,12.0,18.0,22.0,,0.0,113.0,5.0,3.0,,,,,7.0,,181.0,65.0,116.0,1.0314,0.2721,,0.4264,31.174,,318.0,10.0,,,22.0,,,1.0,,,1.0,39.0,34.0,5.0,151.0,53.0,98.0,,,,1.0,1.0,,18.0,10.0,,,77.0,4.0,,2.0,622.0,,6.0,,1.0,,,,,4.0,,33.0,16.0,97.0,,1.0,126.0,,,,,,,,,1.0,4.0,5.0,,1.0,,20.0,0.0,11.0,2.0,,7.0,7.0,27.0,,3.0,3.0,20.0,286.0,228.0,487.0,16.0,31.0,2.0,47.0,91.0,1700.0,24.0,41.0,18.0,25.0,252.0,634.0,0.0,6.0,47.0,13.0,127.0,1090.0,,21.0,21.0,14.0,11.0,,27.0,47.0,100.0,1.0,3.0
Nottm_Forest_17,2023-24,243345,Lewis O'Brien,Wrexham,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Nottm_Forest_17,2023-24,179519,Orel Mangala,Everton,Midfielder,Belgium,14.0,4.0,10.0,20.0,,0.0,89.0,1.0,6.0,,1.0,,,3.0,,142.0,72.0,70.0,0.2972,0.838,,0.0208,22.6608,,167.0,10.0,,,20.0,,,,,,1.0,31.0,25.0,6.0,128.0,68.0,60.0,,,,1.0,,,26.0,6.0,,,187.0,1.0,,,637.0,,1.0,,,,,,,1.0,,12.0,6.0,74.0,,1.0,199.0,,,,,,,,,,1.0,8.0,,1.0,,19.0,0.0,9.0,1.0,,1.0,1.0,13.0,,4.0,5.0,23.0,270.0,300.0,546.0,14.0,13.0,1.0,,,1569.0,31.0,28.0,23.0,21.0,125.0,642.0,0.0,9.0,27.0,9.0,73.0,866.0,,1.0,1.0,13.0,6.0,,13.0,25.0,60.0,0.0,6.0
Nottm_Forest_17,2023-24,210462,Ibrahim Sangaré,Nottingham Forest,Midfielder,Cote d’Ivoire,25.0,16.0,9.0,17.0,,,76.0,3.0,7.0,,1.0,,,,,134.0,69.0,65.0,0.439,0.6499,,,12.4379,,146.0,19.0,,,17.0,,,,,,,16.0,12.0,4.0,109.0,53.0,56.0,,,,,2.0,,16.0,7.0,,,94.0,1.0,,2.0,412.0,,1.0,,,,,,,1.0,,33.0,17.0,70.0,,,103.0,,,,,,,,,2.0,1.0,5.0,,,,13.0,0.0,9.0,4.0,,,,6.0,,1.0,11.0,23.0,162.0,176.0,315.0,19.0,23.0,3.0,,1.0,1037.0,14.0,19.0,22.0,9.0,111.0,419.0,0.0,5.0,42.0,12.0,81.0,595.0,,2.0,2.0,6.0,6.0,,17.0,29.0,64.0,0.0,6.0
Nottm_Forest_17,2023-24,55037,Cheikhou Kouyaté,Nottingham Forest,Midfielder,Senegal,20.0,10.0,10.0,12.0,,,13.0,,1.0,,,,,1.0,,42.0,21.0,21.0,0.0448,0.2878,,0.2654,5.2776,,36.0,6.0,,,12.0,,,,,,,6.0,6.0,,22.0,11.0,11.0,2.0,,,,,,2.0,1.0,,,12.0,,1.0,,73.0,,,,,,,,,1.0,,4.0,3.0,14.0,,,12.0,,,,,,,,,,,4.0,,1.0,1.0,2.0,0.0,2.0,10.0,,,,1.0,,,,,24.0,23.0,47.0,3.0,5.0,,,,207.0,4.0,9.0,6.0,2.0,34.0,73.0,0.0,5.0,8.0,6.0,26.0,116.0,,,,1.0,3.0,,3.0,5.0,23.0,0.0,2.0
Nottm_Forest_17,2023-24,222531,Morgan Gibbs-White,Nottingham Forest,Midfielder,England,131.0,70.0,61.0,37.0,4.0,1.0,262.0,25.0,8.0,,3.0,,97.0,25.0,,419.0,222.0,197.0,6.7592,6.9232,0.3297,3.5191,44.5432,,432.0,27.0,,4.0,37.0,,,10.0,,,5.0,59.0,50.0,9.0,288.0,152.0,136.0,1.0,1.0,2.0,4.0,10.0,4.0,17.0,64.0,,,319.0,15.0,6.0,6.0,1205.0,,6.0,,,,,1.0,1.0,4.0,,53.0,23.0,179.0,,4.0,271.0,,,,,,,1.0,,10.0,15.0,31.0,4.0,15.0,6.0,35.0,0.0,8.0,2.0,22.0,54.0,19.0,44.0,,2.0,35.0,73.0,729.0,312.0,914.0,12.0,24.0,17.0,,5.0,3161.0,99.0,18.0,37.0,57.0,619.0,1284.0,0.0,46.0,36.0,109.0,297.0,2030.0,65.0,128.0,33.0,55.0,16.0,5.0,56.0,59.0,241.0,1.0,9.0
Nottm_Forest_17,2023-24,250199,Nicolás Domínguez,Nottingham Forest,Midfielder,Argentina,40.0,19.0,21.0,26.0,,0.0,148.0,8.0,5.0,,1.0,,1.0,2.0,,192.0,85.0,107.0,1.2779,1.3184,,1.4387,18.402,,259.0,24.0,,,26.0,,,2.0,,,2.0,27.0,22.0,5.0,152.0,66.0,86.0,,1.0,,2.0,7.0,3.0,18.0,8.0,,,209.0,1.0,1.0,2.0,813.0,,2.0,,,,,,,1.0,,39.0,26.0,108.0,,1.0,213.0,,,,,,,,,7.0,1.0,8.0,3.0,6.0,1.0,19.0,0.0,16.0,7.0,1.0,2.0,1.0,7.0,,,6.0,27.0,378.0,332.0,681.0,29.0,34.0,2.0,,4.0,1503.0,15.0,23.0,26.0,16.0,167.0,829.0,0.0,14.0,63.0,33.0,121.0,1098.0,,4.0,3.0,8.0,19.0,,26.0,34.0,95.0,0.0,4.0
Nottm_Forest_17,2023-24,427420,Giovanni Reyna,Borussia Dortmund,Midfielder,United States,16.0,9.0,7.0,9.0,,,29.0,1.0,,,,,4.0,2.0,,42.0,23.0,19.0,0.3691,0.2953,,0.2059,2.4025,,28.0,3.0,,,9.0,,,1.0,,,,3.0,2.0,1.0,26.0,14.0,12.0,,,,,,1.0,2.0,6.0,,,39.0,1.0,1.0,,125.0,,,,,,,,,,,6.0,3.0,14.0,,,33.0,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,7.0,1.0,2.0,1.0,3.0,,,8.0,4.0,78.0,39.0,111.0,4.0,3.0,,,1.0,230.0,8.0,,3.0,2.0,38.0,129.0,0.0,4.0,7.0,14.0,14.0,184.0,3.0,6.0,3.0,4.0,,,1.0,3.0,13.0,0.0,0.0
Nottm_Forest_17,2023-24,204968,Ryan Yates,Nottingham Forest,Midfielder,England,81.0,38.0,43.0,35.0,,1.0,179.0,11.0,15.0,,1.0,,,8.0,,288.0,120.0,168.0,0.5972,2.6962,,0.9036,26.4124,,274.0,40.0,,,35.0,,,1.0,,,1.0,38.0,34.0,4.0,207.0,82.0,125.0,,,1.0,0.0,6.0,5.0,21.0,6.0,,,158.0,5.0,1.0,2.0,743.0,,2.0,,,,,,,2.0,,50.0,27.0,110.0,,1.0,207.0,,,,,,,,,6.0,5.0,14.0,5.0,7.0,1.0,21.0,0.0,7.0,14.0,,1.0,1.0,4.0,,7.0,12.0,29.0,304.0,353.0,627.0,26.0,40.0,2.0,,2.0,1986.0,14.0,39.0,54.0,57.0,210.0,818.0,0.0,21.0,66.0,45.0,162.0,1192.0,,5.0,5.0,4.0,26.0,3.0,36.0,45.0,126.0,1.0,6.0
