team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Cardiff_97,2013-14,49438,Jordon Mutch,Crawley Town,Midfielder,England,156.0,102.0,54.0,35.0,3.0,4.0,196.0,11.0,8.0,,4.0,,18.0,20.0,,,404.0,223.0,181.0,2.5532,6.4571,0.1682,5.4756,53.5536,357.0,12.0,,3.0,35.0,,,5.0,,,7.0,53.0,48.0,5.0,248.0,121.0,127.0,3.0,2.0,,3.0,1.0,8.0,27.0,27.0,,3.0,200.0,10.0,5.0,7.0,975.0,,10.0,,,,,,2.0,,32.0,17.0,111.0,2.0,241.0,,,,,,,,1.0,10.0,24.0,8.0,20.0,5.0,26.0,0.0,7.0,9.0,6.0,17.0,11.0,41.0,,32.0,57.0,444.0,311.0,681.0,8.0,42.0,9.0,,1.0,2264.0,57.0,34.0,47.0,41.0,436.0,994.0,0.0,44.0,50.0,84.0,256.0,1497.0,11.0,61.0,47.0,23.0,9.0,4.0,41.0,49.0,215.0,1.0,5.0
Cardiff_97,2013-14,44925,Don Cowie,Wigan Athletic,Midfielder,Scotland,27.0,13.0,14.0,18.0,,,89.0,2.0,2.0,,2.0,,6.0,4.0,,,80.0,43.0,37.0,0.7728,0.4308,,0.1551,21.1795,96.0,,,,18.0,,,2.0,,,,28.0,23.0,5.0,53.0,30.0,23.0,3.0,,,,1.0,,13.0,12.0,,,117.0,1.0,1.0,1.0,353.0,,2.0,,,,,,1.0,,15.0,10.0,30.0,,52.0,,,,,,,,1.0,1.0,4.0,,1.0,1.0,10.0,0.0,3.0,8.0,3.0,11.0,8.0,4.0,,10.0,9.0,201.0,108.0,289.0,4.0,10.0,,,3.0,960.0,15.0,18.0,8.0,5.0,109.0,354.0,0.0,5.0,14.0,20.0,56.0,506.0,3.0,16.0,13.0,3.0,4.0,,7.0,13.0,49.0,0.0,2.0
Cardiff_97,2013-14,55913,Craig Noone,Bolton Wanderers,Midfielder,England,30.0,20.0,10.0,17.0,,1.0,62.0,8.0,,,2.0,,6.0,23.0,,,218.0,134.0,84.0,2.8313,1.3587,,1.8033,28.868,72.0,8.0,,,17.0,,,1.0,,,1.0,28.0,23.0,5.0,188.0,114.0,74.0,,,1.0,0.0,3.0,,18.0,13.0,,1.0,81.0,5.0,6.0,1.0,226.0,,10.0,,,,,,,,15.0,7.0,74.0,,15.0,,,,,,,,3.0,5.0,12.0,,7.0,6.0,13.0,0.0,3.0,4.0,3.0,24.0,21.0,40.0,,2.0,15.0,119.0,69.0,149.0,5.0,11.0,6.0,2.0,8.0,1225.0,81.0,15.0,13.0,19.0,281.0,230.0,0.0,19.0,16.0,30.0,66.0,633.0,1.0,87.0,83.0,36.0,7.0,1.0,15.0,11.0,51.0,0.0,2.0
Cardiff_97,2013-14,82403,Wilfried Zaha,Galatasaray,Forward,Cote d’Ivoire,8.0,5.0,3.0,14.0,,,23.0,3.0,,,,,1.0,9.0,,,151.0,82.0,69.0,0.7478,1.1584,,0.9966,13.6892,42.0,4.0,,,14.0,,,1.0,,,,13.0,12.0,1.0,143.0,77.0,66.0,,,,,3.0,3.0,4.0,6.0,,,29.0,,1.0,4.0,145.0,,7.0,,,,,,,,15.0,12.0,44.0,,52.0,,,,,,,1.0,3.0,,4.0,3.0,4.0,1.0,5.0,0.0,4.0,9.0,,3.0,3.0,33.0,,2.0,4.0,80.0,37.0,110.0,4.0,16.0,2.0,1.0,1.0,611.0,63.0,,8.0,13.0,140.0,146.0,0.0,8.0,20.0,41.0,32.0,365.0,,18.0,18.0,22.0,1.0,,2.0,3.0,30.0,0.0,1.0
Cardiff_97,2013-14,18215,Kenwyne Jones,Cardiff City,Forward,Trinidad & Tobago,132.0,63.0,69.0,18.0,,0.0,55.0,4.0,3.0,,2.0,,,11.0,,,205.0,113.0,92.0,0.8139,3.2851,,1.8558,16.6781,101.0,2.0,,,18.0,,,1.0,,,1.0,20.0,17.0,3.0,73.0,50.0,23.0,,,1.0,1.0,2.0,5.0,3.0,11.0,,1.0,67.0,,,4.0,285.0,,,,,,,,,,6.0,,21.0,,71.0,,,,,,,,2.0,,14.0,5.0,9.0,,10.0,0.0,5.0,8.0,,,,7.0,,27.0,9.0,141.0,39.0,171.0,2.0,5.0,3.0,1.0,,964.0,35.0,20.0,8.0,12.0,184.0,294.0,0.0,23.0,7.0,50.0,114.0,452.0,,5.0,5.0,5.0,,7.0,1.0,9.0,113.0,1.0,0.0
Cardiff_97,2013-14,73442,Joe Mason,MK Dons,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Cardiff_97,2013-14,28541,Fraizer Campbell,Huddersfield Town,Forward,England,180.0,123.0,57.0,37.0,,1.0,148.0,15.0,4.0,,4.0,,,28.0,,,451.0,280.0,171.0,1.0671,7.8888,,7.6493,55.4348,163.0,6.0,1.0,,37.0,,,2.0,,,6.0,56.0,45.0,11.0,271.0,157.0,114.0,1.0,1.0,2.0,5.0,6.0,12.0,16.0,20.0,,2.0,103.0,9.0,2.0,23.0,483.0,1.0,11.0,,,,,,2.0,,21.0,11.0,79.0,2.0,122.0,,,,,,,,6.0,9.0,26.0,12.0,20.0,2.0,32.0,0.0,18.0,5.0,,2.0,2.0,23.0,,39.0,5.0,302.0,90.0,385.0,10.0,22.0,3.0,5.0,5.0,2773.0,93.0,16.0,43.0,61.0,349.0,536.0,0.0,46.0,32.0,122.0,146.0,1002.0,,16.0,16.0,24.0,7.0,8.0,13.0,29.0,133.0,1.0,4.0
Cardiff_97,2013-14,2019,Tommy Smith,Brentford,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Cardiff_97,2013-14,112137,Mats Møller Dæhli,Molde,Midfielder,Norway,15.0,11.0,4.0,13.0,,1.0,49.0,3.0,,,,,,2.0,,,67.0,41.0,26.0,0.2034,0.4993,,0.6846,13.1626,69.0,,,,13.0,,,,,,1.0,13.0,12.0,1.0,52.0,30.0,22.0,,,,0.0,3.0,1.0,7.0,5.0,,,63.0,,,,270.0,,2.0,,,,,,2.0,,5.0,1.0,46.0,1.0,91.0,,,,,,,,3.0,,1.0,1.0,2.0,,5.0,0.0,4.0,8.0,,,,13.0,,3.0,5.0,156.0,87.0,238.0,,3.0,1.0,3.0,2.0,626.0,20.0,1.0,1.0,6.0,65.0,272.0,0.0,3.0,3.0,12.0,29.0,354.0,,5.0,5.0,8.0,1.0,,4.0,3.0,25.0,0.0,0.0
Cardiff_97,2013-14,20441,Nicky Maynard,Tranmere Rovers,Forward,England,7.0,7.0,,8.0,,,6.0,2.0,,,,,,,,,18.0,15.0,3.0,0.02,0.674,,0.1291,3.1355,8.0,,,,8.0,,,,,,,4.0,4.0,,11.0,8.0,3.0,,,,,,1.0,,1.0,,,3.0,2.0,,,23.0,,1.0,,,,,,,,1.0,1.0,3.0,,8.0,,,,,,,1.0,,2.0,1.0,1.0,1.0,,,0.0,,8.0,,,,1.0,,,1.0,18.0,3.0,20.0,,,,,1.0,121.0,3.0,1.0,2.0,2.0,15.0,25.0,0.0,2.0,,4.0,4.0,47.0,,3.0,3.0,,,,,3.0,4.0,0.0,0.0
Cardiff_97,2013-14,61934,Jo Inge Berget,Malmö FF,Midfielder,Norway,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,0.0241,0.0682,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,0.0,,1.0,,,,,,,1.0,3.0,,2.0,,,,,,11.0,,,,,1.0,4.0,0.0,,,2.0,1.0,6.0,,,,,,,,,1.0,0.0,0.0
Cardiff_97,2013-14,131403,Rhys Healey,Huddersfield Town,Forward,England,,,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,0.0006,,,,0.1312,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,14.0,,,,,4.0,1.0,0.0,,1.0,,,6.0,,,,,,,,,,0.0,0.0
