team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
QPR_52,2011-12,5692,Robert Hulse,Queens Park Rangers,Forward,England,4.0,3.0,1.0,2.0,,,3.0,,,,,,,,,,7.0,5.0,2.0,,,,,,8.0,,,,2.0,,,,,,,1.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,3.0,,,,15.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,,,,,,,,2.0,1.0,3.0,,1.0,,,,70.0,1.0,2.0,1.0,,16.0,15.0,0.0,,1.0,,12.0,23.0,,1.0,1.0,,,,1.0,2.0,11.0,0.0,0.0
QPR_52,2011-12,4255,Jay Bothroyd,Queens Park Rangers,Forward,England,105.0,47.0,58.0,21.0,4.0,1.0,107.0,10.0,6.0,,,,,11.0,,,207.0,105.0,102.0,,,,,,115.0,,,,21.0,,,1.0,,,2.0,24.0,21.0,3.0,102.0,58.0,44.0,5.0,2.0,2.0,1.0,,,6.0,12.0,,,126.0,,,8.0,434.0,,2.0,,,,,,,3.0,,,,29.0,,,87.0,,,,,,,,,,,15.0,,11.0,,12.0,0.0,9.0,9.0,,4.0,4.0,7.0,1.0,22.0,11.0,214.0,86.0,285.0,2.0,9.0,2.0,,3.0,1104.0,30.0,16.0,31.0,26.0,217.0,435.0,0.0,26.0,11.0,53.0,139.0,642.0,,12.0,12.0,7.0,6.0,3.0,8.0,13.0,131.0,0.0,3.0
QPR_52,2011-12,19645,DJ Campbell,Queens Park Rangers,Forward,England,4.0,3.0,1.0,11.0,1.0,1.0,24.0,1.0,1.0,,,,,,,,30.0,16.0,14.0,,,,,,15.0,,,,11.0,,,,,,1.0,7.0,6.0,1.0,26.0,13.0,13.0,1.0,,,0.0,,,5.0,4.0,,,16.0,,,3.0,76.0,,,,,,,,,,,,,12.0,,1.0,22.0,,,,,,,,,,,6.0,,1.0,,2.0,0.0,1.0,9.0,,1.0,1.0,2.0,,6.0,1.0,45.0,11.0,54.0,1.0,2.0,,1.0,,318.0,8.0,1.0,5.0,8.0,39.0,77.0,0.0,7.0,3.0,17.0,22.0,125.0,,2.0,2.0,1.0,,2.0,1.0,1.0,21.0,0.0,0.0
QPR_52,2011-12,90815,Troy Hewitt,Queens Park Rangers,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
QPR_52,2012-13,1243,Robert Green,Chelsea,Goalkeeper,England,1.0,,1.0,16.0,,,,,,28.0,1.0,,,,,4.0,5.0,,5.0,,,,,,374.0,,,,16.0,110.0,94.0,,142.0,1.0,,23.0,16.0,7.0,4.0,,4.0,,,,,,,,,,,15.0,,,,170.0,,,1.0,,2.0,,,,2.0,14.0,,,152.0,,,8.0,,45.0,8.0,24.0,21.0,12.0,,,,,,,,,14.0,0.0,,2.0,,,,,49.0,,109.0,101.0,40.0,32.0,,,,,,1320.0,,21.0,1.0,4.0,266.0,397.0,0.0,,,,256.0,575.0,,,,,123.0,,249.0,24.0,7.0,0.0,0.0
QPR_52,2012-13,10589,Brian Murphy,Cardiff City U21,Goalkeeper,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
QPR_52,2012-13,19928,Julio César,Benfica,Goalkeeper,Brazil,4.0,,4.0,24.0,,,,,,23.0,5.0,,,,,1.0,8.0,1.0,7.0,,,,,,525.0,,,,24.0,181.0,140.0,,238.0,3.0,,37.0,33.0,4.0,4.0,1.0,3.0,,,,,,,,2.0,,,38.0,,,,232.0,,,1.0,,1.0,,,,1.0,23.0,,,212.0,,,39.0,,97.0,13.0,62.0,34.0,28.0,,,,,,,,,24.0,0.0,2.0,,,,,1.0,50.0,,163.0,111.0,149.0,97.0,,,,,,2100.0,,28.0,,2.0,351.0,602.0,0.0,,,,342.0,849.0,,,,,128.0,,325.0,58.0,17.0,0.0,0.0
QPR_52,2012-13,92790,Michael Harriman,Northampton Town,Defender,Ireland,,,,1.0,,,1.0,,1.0,,,1.0,,,,,5.0,,5.0,,,,,,13.0,,,,1.0,,,,,,,1.0,,1.0,5.0,,5.0,,,,,,,1.0,,,,11.0,,,,26.0,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,6.0,13.0,18.0,1.0,3.0,,1.0,6.0,90.0,,4.0,,1.0,11.0,26.0,0.0,,4.0,,7.0,51.0,,,,,,1.0,1.0,,6.0,0.0,0.0
QPR_52,2012-13,20488,Armand Traore,Cardiff City,Defender,Senegal,59.0,18.0,41.0,26.0,,,94.0,3.0,6.0,,4.0,1.0,,15.0,,,218.0,85.0,133.0,,,,,,330.0,,,,26.0,,,,,,,32.0,25.0,7.0,159.0,67.0,92.0,,,,,,,53.0,10.0,,,23.0,,,1.0,760.0,,6.0,,,,,,,2.0,,,,119.0,,,317.0,,,,,,,,,,,,,1.0,,24.0,0.0,8.0,2.0,,7.0,7.0,20.0,16.0,2.0,22.0,299.0,305.0,575.0,6.0,50.0,,35.0,177.0,2094.0,37.0,93.0,8.0,16.0,328.0,764.0,0.0,1.0,56.0,11.0,167.0,1392.0,,58.0,58.0,19.0,48.0,,24.0,82.0,143.0,0.0,3.0
QPR_52,2012-13,20359,Christopher Samba,Aston Villa,Defender,Congo,63.0,23.0,40.0,10.0,,,25.0,2.0,9.0,,1.0,,,4.0,,,90.0,35.0,55.0,,,,,,129.0,,,,10.0,,,,,,,19.0,16.0,3.0,27.0,12.0,15.0,,,,,,,12.0,1.0,,,54.0,,,1.0,251.0,,,,1.0,,,,,2.0,,,,31.0,,,45.0,,,,,,,,,,,4.0,,7.0,,10.0,0.0,,,,,,1.0,6.0,,21.0,66.0,108.0,153.0,6.0,5.0,,,,900.0,1.0,88.0,7.0,3.0,86.0,253.0,0.0,11.0,11.0,27.0,79.0,405.0,,,,,27.0,1.0,24.0,21.0,55.0,0.0,2.0
QPR_52,2012-13,19053,Nedum Onuoha,Queens Park Rangers,Defender,England,53.0,20.0,33.0,23.0,,,47.0,,16.0,,4.0,,,,,,156.0,53.0,103.0,,,,,,254.0,,,,23.0,,,,,,,27.0,20.0,7.0,103.0,33.0,70.0,,,,,,,45.0,5.0,,,125.0,,,1.0,498.0,,2.0,,,,,,,1.0,,,,66.0,,,82.0,,,,,,,,,,,2.0,,1.0,,15.0,0.0,1.0,8.0,,1.0,1.0,6.0,8.0,1.0,21.0,163.0,220.0,361.0,13.0,36.0,,30.0,83.0,1611.0,13.0,108.0,10.0,15.0,191.0,508.0,0.0,3.0,49.0,5.0,126.0,940.0,,5.0,5.0,4.0,36.0,1.0,29.0,47.0,97.0,0.0,0.0
QPR_52,2012-13,1216,Clint Hill,Carlisle United,Defender,England,126.0,42.0,84.0,31.0,,,64.0,1.0,36.0,,6.0,,,1.0,,,267.0,100.0,167.0,,,,,,359.0,,,,31.0,,,1.0,,,,47.0,37.0,10.0,141.0,58.0,83.0,1.0,,1.0,,,,55.0,5.0,3.0,,84.0,,,1.0,657.0,,,1.0,1.0,,,,,3.0,,,,50.0,,,179.0,,,,,,,,,,,7.0,,4.0,,31.0,0.0,4.0,,,,,,12.0,5.0,46.0,123.0,373.0,450.0,18.0,46.0,,2.0,12.0,2629.0,3.0,306.0,41.0,19.0,206.0,686.0,0.0,11.0,64.0,15.0,190.0,1237.0,,2.0,2.0,,70.0,,71.0,47.0,119.0,0.0,8.0
QPR_52,2012-13,11278,José Bosingwa,Trabzonspor,Defender,Portugal,39.0,24.0,15.0,23.0,3.0,,89.0,1.0,10.0,,2.0,2.0,16.0,11.0,,,182.0,88.0,94.0,,,,,,389.0,,,,23.0,,,1.0,,,,32.0,26.0,6.0,143.0,64.0,79.0,1.0,,1.0,,,,53.0,17.0,,,355.0,,,2.0,858.0,,3.0,,1.0,,,,,3.0,,,,107.0,,,76.0,,,,,,,,,,,10.0,,2.0,,22.0,0.0,5.0,1.0,7.0,18.0,8.0,9.0,11.0,7.0,48.0,390.0,323.0,647.0,14.0,38.0,1.0,35.0,204.0,1831.0,41.0,84.0,13.0,18.0,390.0,909.0,0.0,12.0,52.0,15.0,214.0,1601.0,8.0,77.0,64.0,18.0,50.0,,58.0,61.0,156.0,0.0,2.0
QPR_52,2012-13,54771,Fábio,Nantes,Defender,Brazil,35.0,14.0,21.0,21.0,,,37.0,1.0,6.0,,3.0,2.0,1.0,5.0,,,148.0,59.0,89.0,,,,,,179.0,,,,21.0,,,,,,,18.0,14.0,4.0,113.0,45.0,68.0,2.0,,,,,,33.0,8.0,,,73.0,,,1.0,365.0,,4.0,,,,,,,,,,,51.0,,,87.0,,,,,,,,,,,2.0,,,,13.0,0.0,4.0,8.0,1.0,6.0,5.0,10.0,3.0,4.0,9.0,158.0,124.0,267.0,11.0,38.0,1.0,29.0,89.0,1133.0,13.0,55.0,23.0,9.0,178.0,376.0,0.0,2.0,49.0,5.0,100.0,743.0,,24.0,24.0,5.0,18.0,,18.0,33.0,82.0,0.0,3.0
QPR_52,2012-13,16037,Tal Ben Haim,Maccabi Tel Aviv,Defender,Israel,13.0,6.0,7.0,3.0,,,7.0,,,,,,,,,,25.0,10.0,15.0,,,,,,48.0,,,,3.0,,,,,,,3.0,3.0,,12.0,4.0,8.0,,,,,,,2.0,2.0,,,22.0,,,,89.0,,,,,,,,,1.0,,,,16.0,,,14.0,,,,,,,,,,,,,1.0,,2.0,0.0,,1.0,,1.0,1.0,,,,8.0,34.0,40.0,65.0,,7.0,,6.0,12.0,196.0,2.0,15.0,1.0,1.0,31.0,91.0,0.0,1.0,7.0,2.0,18.0,147.0,,2.0,1.0,1.0,4.0,,5.0,4.0,13.0,0.0,0.0
QPR_52,2012-13,87117,Max Ehmer,Gillingham,Defender,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
QPR_52,2012-13,13898,Anton Ferdinand,Southend United,Defender,England,62.0,24.0,38.0,13.0,,,11.0,,12.0,,1.0,,,1.0,,,100.0,35.0,65.0,,,,,,180.0,,,,13.0,,,,,,,22.0,18.0,4.0,38.0,11.0,27.0,,,,,,,27.0,,,,76.0,,,,314.0,,,1.0,,,,,,,,,,42.0,,,65.0,,,,,,,,,,,1.0,,,,10.0,0.0,1.0,3.0,,,,,10.0,1.0,35.0,95.0,169.0,229.0,6.0,12.0,,,13.0,914.0,1.0,104.0,9.0,9.0,77.0,332.0,0.0,1.0,18.0,2.0,68.0,543.0,,1.0,1.0,,23.0,,23.0,15.0,45.0,0.0,2.0
QPR_52,2012-13,49806,Junior Hoilett,Swindon Town,Forward,Canada,41.0,28.0,13.0,26.0,1.0,0.0,94.0,13.0,1.0,,,,2.0,18.0,,,244.0,145.0,99.0,,,,,,152.0,,1.0,,26.0,,,1.0,,,1.0,28.0,23.0,5.0,203.0,117.0,86.0,,1.0,,1.0,,,17.0,17.0,,,53.0,,,8.0,451.0,,11.0,,,,,,,2.0,,,,73.0,,,152.0,,,,,,,,,,,13.0,,7.0,,15.0,0.0,4.0,11.0,,7.0,7.0,33.0,5.0,27.0,12.0,233.0,114.0,328.0,9.0,25.0,5.0,2.0,7.0,1449.0,82.0,3.0,20.0,19.0,286.0,451.0,0.0,20.0,34.0,62.0,111.0,811.0,2.0,37.0,35.0,44.0,12.0,,13.0,23.0,98.0,0.0,1.0
QPR_52,2012-13,27671,Stéphane Mbia,Sevilla,Midfielder,Cameroon,87.0,45.0,42.0,29.0,2.0,,135.0,5.0,13.0,,3.0,,1.0,7.0,,,321.0,151.0,170.0,,,,,,372.0,,,,29.0,,,3.0,,,,40.0,33.0,7.0,234.0,106.0,128.0,2.0,,,,,,78.0,17.0,,,257.0,,,4.0,1032.0,,2.0,,,,,,,3.0,,,,156.0,,,291.0,,,,,,,,,,,20.0,,9.0,,29.0,1.0,8.0,,,1.0,1.0,13.0,9.0,36.0,68.0,444.0,429.0,804.0,15.0,60.0,6.0,1.0,6.0,2371.0,44.0,59.0,51.0,40.0,281.0,1055.0,1.0,29.0,75.0,20.0,183.0,1513.0,,10.0,10.0,10.0,25.0,,43.0,39.0,140.0,0.0,9.0
QPR_52,2012-13,1420,Shaun Derry,Notts County,Midfielder,England,28.0,13.0,15.0,18.0,,,59.0,,9.0,,4.0,1.0,,1.0,,,107.0,48.0,59.0,,,,,,160.0,,,,18.0,,,,,,,13.0,12.0,1.0,79.0,35.0,44.0,,,,,,,23.0,5.0,1.0,,132.0,,,,471.0,,,,,,,,,1.0,,,,50.0,,,125.0,,,,,,,,,,,2.0,,1.0,,10.0,0.0,1.0,8.0,,,,,1.0,10.0,51.0,167.0,216.0,332.0,13.0,30.0,,,2.0,1079.0,6.0,35.0,11.0,1.0,109.0,476.0,0.0,3.0,43.0,4.0,93.0,625.0,,,,,8.0,,15.0,31.0,78.0,0.0,3.0
QPR_52,2012-13,12882,Park Ji-Sung,PSV,Midfielder,South Korea,24.0,16.0,8.0,20.0,,,109.0,7.0,3.0,,2.0,,2.0,2.0,,,174.0,80.0,94.0,,,,,,169.0,,,,20.0,,,3.0,,,,26.0,22.0,4.0,150.0,64.0,86.0,,,,,,,25.0,20.0,,,173.0,,,,600.0,,,,,,,,,,,,,85.0,,,156.0,,,,,,,,,,,3.0,,2.0,,15.0,0.0,5.0,5.0,,4.0,4.0,7.0,3.0,30.0,20.0,313.0,201.0,490.0,18.0,33.0,2.0,1.0,1.0,1345.0,37.0,9.0,13.0,28.0,164.0,607.0,0.0,5.0,51.0,27.0,97.0,835.0,1.0,10.0,8.0,8.0,8.0,,12.0,23.0,85.0,0.0,1.0
QPR_52,2012-13,1212,Shaun Wright-Phillips,Queens Park Rangers,Midfielder,England,19.0,13.0,6.0,20.0,,1.0,71.0,13.0,1.0,,1.0,,3.0,11.0,,,138.0,67.0,71.0,,,,,,92.0,,,,20.0,,,1.0,,,1.0,20.0,18.0,2.0,119.0,54.0,65.0,1.0,,2.0,0.0,,,15.0,8.0,,,83.0,,,6.0,306.0,,7.0,,,,,,,,,,,71.0,,1.0,61.0,,,,,,,,,,,13.0,,3.0,,14.0,0.0,9.0,6.0,1.0,4.0,3.0,22.0,3.0,16.0,6.0,140.0,100.0,230.0,6.0,20.0,1.0,2.0,14.0,1250.0,37.0,13.0,10.0,17.0,166.0,307.0,0.0,16.0,26.0,32.0,71.0,581.0,1.0,26.0,25.0,25.0,9.0,,14.0,27.0,57.0,2.0,0.0
QPR_52,2012-13,19196,Jamie Mackie,Oxford United,Forward,Scotland,78.0,60.0,18.0,29.0,,1.0,100.0,7.0,1.0,,4.0,,,16.0,,,256.0,170.0,86.0,,,,,,112.0,,1.0,,29.0,,,,,,2.0,29.0,22.0,7.0,178.0,110.0,68.0,1.0,1.0,,1.0,,,11.0,13.0,,,114.0,,,23.0,398.0,,10.0,,,,,,,1.0,,,,74.0,,1.0,73.0,,,,,,,,,,,12.0,,9.0,,17.0,0.0,3.0,12.0,,3.0,3.0,18.0,1.0,13.0,6.0,201.0,112.0,304.0,4.0,22.0,1.0,3.0,6.0,1701.0,69.0,16.0,27.0,24.0,250.0,399.0,0.0,21.0,26.0,72.0,89.0,721.0,,24.0,24.0,39.0,6.0,3.0,6.0,23.0,83.0,0.0,2.0
QPR_52,2012-13,46998,Esteban Granero,Espanyol,Midfielder,Spain,44.0,29.0,15.0,24.0,10.0,1.0,116.0,2.0,4.0,,3.0,,67.0,8.0,,,257.0,138.0,119.0,,,,,,310.0,,,,24.0,,,1.0,,,1.0,23.0,19.0,4.0,213.0,109.0,104.0,1.0,,2.0,0.0,,,38.0,46.0,,,254.0,,,,920.0,,,,,,,,,,,,,122.0,,1.0,297.0,,,,,,,,,,,17.0,,8.0,,19.0,0.0,8.0,5.0,15.0,24.0,6.0,22.0,2.0,44.0,76.0,516.0,322.0,738.0,6.0,43.0,2.0,,7.0,1663.0,55.0,18.0,36.0,33.0,338.0,977.0,0.0,25.0,49.0,14.0,163.0,1416.0,45.0,76.0,19.0,6.0,10.0,,39.0,45.0,124.0,0.0,7.0
QPR_52,2012-13,10451,Jermaine Jenas,Queens Park Rangers,Midfielder,England,6.0,4.0,2.0,13.0,1.0,1.0,69.0,4.0,6.0,,1.0,,3.0,,,,51.0,22.0,29.0,,,,,,128.0,,,,13.0,,,,,,2.0,18.0,15.0,3.0,45.0,18.0,27.0,,,,1.0,,,20.0,6.0,,,109.0,,,,427.0,,1.0,,,,,,,2.0,,,,54.0,,2.0,126.0,,,,,,,,,,,6.0,,2.0,,8.0,0.0,1.0,5.0,2.0,3.0,,5.0,3.0,21.0,37.0,188.0,178.0,326.0,6.0,12.0,,,1.0,822.0,5.0,11.0,9.0,4.0,96.0,432.0,0.0,8.0,18.0,7.0,69.0,562.0,1.0,4.0,2.0,1.0,3.0,,7.0,19.0,62.0,0.0,1.0
QPR_52,2012-13,67731,Alejandro Faurlin,Queens Park Rangers,Midfielder,Argentina,15.0,8.0,7.0,11.0,,,59.0,,3.0,,1.0,,2.0,1.0,,,96.0,35.0,61.0,,,,,,213.0,,,,11.0,,,2.0,,,,15.0,12.0,3.0,81.0,27.0,54.0,1.0,,,,,,17.0,6.0,,,151.0,,,,554.0,,,1.0,,,,,,,,,,42.0,,,139.0,,,,,,,,,,,2.0,,1.0,,10.0,0.0,6.0,1.0,1.0,4.0,3.0,2.0,1.0,19.0,66.0,257.0,192.0,379.0,10.0,26.0,2.0,,1.0,784.0,8.0,17.0,10.0,16.0,139.0,562.0,0.0,3.0,36.0,1.0,117.0,707.0,1.0,4.0,3.0,,18.0,,31.0,32.0,86.0,0.0,0.0
QPR_52,2012-13,19946,Hogan Ephraim,Whitehawk,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
QPR_52,2012-13,39765,Adel Taarabt,Benfica,Midfielder,Morocco,35.0,28.0,7.0,31.0,11.0,2.0,253.0,31.0,1.0,,3.0,,66.0,17.0,,,350.0,174.0,176.0,,,,,,323.0,,1.0,,31.0,,,4.0,,,5.0,40.0,32.0,8.0,315.0,146.0,169.0,5.0,,1.0,3.0,,,29.0,73.0,,,221.0,,,1.0,1120.0,,12.0,,,,,1.0,,1.0,,,,164.0,,5.0,356.0,,,,,,,,,,,38.0,,29.0,,25.0,0.0,8.0,6.0,24.0,36.0,9.0,83.0,1.0,123.0,86.0,692.0,283.0,853.0,3.0,23.0,23.0,,9.0,2244.0,116.0,3.0,16.0,60.0,493.0,1153.0,0.0,67.0,26.0,57.0,214.0,1825.0,32.0,72.0,25.0,64.0,3.0,7.0,29.0,26.0,185.0,2.0,5.0
QPR_52,2012-13,60252,Andros Townsend,Luton Town U21,Midfielder,England,5.0,5.0,,17.0,2.0,1.0,56.0,14.0,1.0,,1.0,,7.0,7.0,,,196.0,85.0,111.0,,,,,,111.0,,,,17.0,,,1.0,,,2.0,21.0,16.0,5.0,191.0,80.0,111.0,,,,1.0,,,16.0,19.0,,2.0,127.0,,,,334.0,,6.0,,,,,,,2.0,,,,75.0,,,44.0,,,,,,,,,,,16.0,,7.0,,12.0,0.0,2.0,5.0,1.0,9.0,8.0,51.0,2.0,8.0,5.0,196.0,81.0,263.0,4.0,33.0,2.0,1.0,7.0,1047.0,61.0,7.0,7.0,23.0,211.0,338.0,0.0,23.0,37.0,16.0,70.0,687.0,5.0,44.0,37.0,28.0,11.0,,11.0,23.0,59.0,0.0,2.0
QPR_52,2012-13,80442,Samba Diakité,Queens Park Rangers,Midfielder,Mali,36.0,23.0,13.0,14.0,,,58.0,2.0,2.0,,,1.0,,7.0,,,183.0,97.0,86.0,,,,,,161.0,,,,14.0,,,1.0,,,,18.0,14.0,4.0,147.0,74.0,73.0,,,,,,,16.0,16.0,,,119.0,,,,484.0,,6.0,,,,,,,,,,,55.0,1.0,,155.0,,,,,,,,,,,6.0,,2.0,,11.0,0.0,7.0,3.0,,5.0,5.0,32.0,1.0,27.0,21.0,248.0,188.0,410.0,5.0,17.0,1.0,1.0,,938.0,36.0,12.0,25.0,19.0,141.0,493.0,1.0,8.0,22.0,8.0,62.0,714.0,,18.0,18.0,16.0,4.0,1.0,6.0,19.0,56.0,0.0,4.0
QPR_52,2012-13,151453,Frankie Sutherland,Ebbsfleet United,Forward,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
QPR_52,2012-13,1195,Andrew Johnson,Queens Park Rangers,Forward,England,2.0,2.0,,3.0,,,15.0,,,,,,,1.0,,,9.0,6.0,3.0,,,,,,9.0,,,,3.0,,,,,,,4.0,4.0,,7.0,4.0,3.0,,,,,,,,,,,9.0,,,,43.0,,1.0,,,,,,,,,,,5.0,,,10.0,,,,,,,,,,,,,1.0,,2.0,0.0,1.0,1.0,,,,,,9.0,,23.0,13.0,36.0,,1.0,,,1.0,135.0,3.0,,1.0,2.0,18.0,43.0,0.0,1.0,1.0,4.0,7.0,59.0,,6.0,6.0,2.0,1.0,,1.0,2.0,6.0,0.0,0.0
QPR_52,2012-13,6286,Djibril Cissé,Queens Park Rangers,Forward,France,57.0,43.0,14.0,18.0,2.0,1.0,36.0,12.0,1.0,,1.0,,,14.0,,,102.0,73.0,29.0,,,,,,74.0,,1.0,,18.0,,,,,,3.0,24.0,19.0,5.0,45.0,30.0,15.0,,,1.0,2.0,,,2.0,17.0,,1.0,57.0,,,16.0,226.0,,3.0,,,,,1.0,,,,,,20.0,,2.0,59.0,,,,,,,,,,,18.0,,16.0,,12.0,0.0,4.0,6.0,,5.0,5.0,3.0,,15.0,8.0,132.0,31.0,150.0,3.0,1.0,2.0,1.0,,1106.0,17.0,4.0,10.0,8.0,122.0,226.0,0.0,34.0,4.0,40.0,68.0,362.0,,19.0,19.0,2.0,6.0,9.0,8.0,8.0,60.0,0.0,0.0
QPR_52,2012-13,38419,Loïc Rémy,Lille,Forward,France,34.0,23.0,11.0,14.0,1.0,3.0,86.0,10.0,1.0,,1.0,,,11.0,,,115.0,78.0,37.0,,,,,,44.0,,,,14.0,,,,,,6.0,18.0,15.0,3.0,81.0,55.0,26.0,,,1.0,3.0,,,3.0,16.0,,,88.0,,,17.0,292.0,,6.0,,,,,2.0,1.0,3.0,,,,38.0,,6.0,74.0,,,,,,,,,,,11.0,,17.0,,13.0,0.0,3.0,1.0,,2.0,2.0,8.0,,26.0,8.0,156.0,71.0,217.0,1.0,6.0,,,1.0,1187.0,41.0,5.0,10.0,11.0,153.0,292.0,0.0,28.0,7.0,61.0,67.0,465.0,,13.0,13.0,9.0,3.0,2.0,6.0,14.0,61.0,0.0,1.0
QPR_52,2012-13,4570,Bobby Zamora,Brighton and Hove Albion,Forward,England,141.0,95.0,46.0,21.0,2.0,4.0,165.0,4.0,5.0,,1.0,,,9.0,,,217.0,143.0,74.0,,,,,,95.0,,,,21.0,,,1.0,,,4.0,24.0,21.0,3.0,76.0,48.0,28.0,2.0,1.0,,0.0,,,4.0,22.0,,2.0,121.0,,,18.0,478.0,,1.0,,,,,,,2.0,,,,18.0,,1.0,98.0,,,,,,,,,,,9.0,,11.0,,16.0,1.0,7.0,5.0,,1.0,1.0,2.0,,106.0,16.0,247.0,106.0,336.0,2.0,5.0,,,6.0,1312.0,26.0,9.0,17.0,19.0,190.0,479.0,1.0,20.0,7.0,79.0,127.0,644.0,,6.0,6.0,3.0,3.0,8.0,6.0,13.0,121.0,0.0,1.0
QPR_52,2012-13,4255,Jay Bothroyd,Queens Park Rangers,Forward,England,34.0,10.0,24.0,4.0,2.0,1.0,14.0,2.0,,,1.0,,,,,,50.0,19.0,31.0,,,,,,25.0,,,,4.0,,,,,,1.0,3.0,3.0,,16.0,9.0,7.0,1.0,,,0.0,,,,3.0,,1.0,18.0,,,3.0,76.0,,2.0,,,,,,,1.0,,,,1.0,,,19.0,,,,,,,,,,,3.0,,2.0,,2.0,0.0,1.0,2.0,,,,,,5.0,5.0,36.0,9.0,40.0,,,,,,236.0,3.0,2.0,7.0,7.0,43.0,76.0,0.0,5.0,,9.0,31.0,108.0,,3.0,3.0,2.0,,,2.0,,29.0,2.0,1.0
QPR_52,2012-13,19645,DJ Campbell,Queens Park Rangers,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
