season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576286,19,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114694,20,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,2.0,,4.0,27.0,25.0,50.0,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,89.0,,,,,,,,16.0,,6.9,,,,,3.0,1.0,4.0,,7.0,,36.0,26.0,58.0,0,1.0,80.0,,,,1.0
2021-22,10114694,20,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114694,20,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,3.0,20.0,40.0,60.0,2.0,5.0,7.0,,,,,,1.0,5.0,6.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.8,,,1.0,,3.0,1.0,,,9.0,,32.0,40.0,72.0,1,,84.0,,1.0,,
2021-22,10114694,20,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,14.0,51.0,65.0,3.0,2.0,10.0,,,1.0,,,,3.0,6.0,1.0,1.0,,,,,,,,,,90.0,,,,,,,,8.0,,6.0,,,,,1.0,,,,6.0,,19.0,54.0,73.0,1,2.0,83.0,,2.0,,
2021-22,10114694,20,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,2.0,3.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,2.0,3.0,5.0,0,,8.0,,,1.0,
2021-22,10114694,20,3,Arsenal,Home,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576271,21,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576271,21,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,,7.0,5.0,11.0,1.0,1.0,2.0,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,1.0,,90.0,,1.0,,,,,,13.0,,6.6,,,,,,2.0,6.0,,1.0,,13.0,6.0,13.0,0,,30.0,1.0,,,
2021-22,9576271,21,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,2.0,4.0,6.0,2.0,1.0,2.0,,,,,,,3.0,2.0,,1.0,1.0,,,,,,1.0,,,27.0,,1.0,,,,,,1.0,,6.5,,,,,1.0,,,,,,3.0,4.0,7.0,0,1.0,12.0,,,,
2021-22,9576271,21,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,1.0,7.0,14.0,21.0,4.0,,5.0,,,,,,,4.0,3.0,,,,,,,,,3.0,,,90.0,,,,,,,,7.0,,6.9,,,,,5.0,,1.0,,4.0,,10.0,17.0,26.0,0,3.0,44.0,,,,2.0
2021-22,9576271,21,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,4.0,6.0,13.0,19.0,,,4.0,,,,1.0,,,1.0,4.0,,,,,,,,,,,,90.0,,2.0,,,,,,10.0,,6.9,,,,,3.0,1.0,,,9.0,,15.0,13.0,28.0,0,3.0,40.0,,,1.0,
2021-22,9576271,21,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,1.0,10.0,11.0,1.0,1.0,5.0,,,,,,,2.0,3.0,,,1.0,,,,,,,,,59.0,,,,,,,,3.0,,5.8,,,,,2.0,,,,2.0,,2.0,11.0,13.0,0,2.0,19.0,1.0,,,2.0
2021-22,9576271,21,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10236815,22,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,False,,,1.0,4.0,14.0,18.0,,,1.0,,,,,,,4.0,1.0,,,4.0,,,,,,1.0,,,33.0,,,,,,,,3.0,,5.1,,,,,,,,,1.0,,6.0,15.0,21.0,0,,24.0,,1.0,,
2021-22,10236815,22,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,,15.0,21.0,36.0,,1.0,2.0,,,,,,1.0,2.0,3.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,5.0,,6.3,,,,,4.0,,,,2.0,,18.0,21.0,39.0,0,,53.0,1.0,2.0,,
2021-22,10236815,22,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10236815,22,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,13.0,26.0,39.0,,1.0,3.0,,,,1.0,,,1.0,5.0,,,,,,,,,1.0,,1.0,76.0,,2.0,,,,,,5.0,,6.9,,,,,5.0,,,,4.0,,16.0,28.0,44.0,0,2.0,59.0,,2.0,,1.0
2021-22,10236815,22,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,5.0,1.0,6.0,1.0,,,,,,1.0,,,5.0,1.0,,,2.0,,,,,,,1.0,,14.0,,,,,,,,1.0,,6.3,,,,,,1.0,,,,,5.0,1.0,6.0,0,1.0,10.0,,,,
2021-22,10236815,22,3,Arsenal,Away,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576297,23,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576297,23,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,9.0,42.0,29.0,71.0,1.0,1.0,4.0,,,1.0,,,,1.0,2.0,,,,,,,,,,2.0,,90.0,,,,,,,,15.0,,7.4,,,1.0,,4.0,,7.0,,15.0,,57.0,29.0,79.0,2,,102.0,,1.0,,
2021-22,9576297,23,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,False,,,3.0,18.0,65.0,83.0,3.0,5.0,5.0,,,,,,2.0,6.0,5.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,13.0,,6.9,,,1.0,,2.0,,,,7.0,,23.0,71.0,94.0,1,,103.0,,,,
2021-22,9576297,23,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,5.0,36.0,42.0,78.0,4.0,1.0,8.0,,,1.0,1.0,,1.0,6.0,5.0,,,,,,,,,3.0,1.0,,90.0,,,,,,,,14.0,,7.2,,,,,1.0,,,,11.0,,46.0,44.0,90.0,1,2.0,110.0,1.0,2.0,,1.0
2021-22,9576297,23,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,5.0,31.0,53.0,84.0,3.0,6.0,3.0,,,,1.0,,1.0,5.0,8.0,,,,,,,,,,,,90.0,1.0,1.0,,,,,,16.0,,7.2,,,,,2.0,,1.0,,11.0,,39.0,58.0,96.0,1,,108.0,2.0,2.0,,
2021-22,9576297,23,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576290,24,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,1.0,15.0,12.0,27.0,1.0,,5.0,,,,,,1.0,2.0,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,15.0,,7.0,,,,,3.0,,1.0,,6.0,,24.0,13.0,36.0,0,1.0,60.0,,1.0,,1.0
2021-22,9576290,24,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,1.0,,,19.0,,1.0,,,,,,,,7.2,,,,,9.0,,,,,,,,,0,,11.0,,,,
2021-22,9576290,24,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,,4.0,19.0,23.0,2.0,4.0,3.0,,,1.0,1.0,,,4.0,6.0,,,1.0,,,,,,1.0,2.0,,90.0,,1.0,,,,,,7.0,,7.3,,,,,5.0,,,,3.0,,9.0,21.0,30.0,1,2.0,43.0,,,,1.0
2021-22,9576290,24,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,9.0,29.0,38.0,,1.0,6.0,1.0,,1.0,1.0,,,1.0,6.0,,,,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,6.0,,8.4,,,1.0,,5.0,,,,4.0,,14.0,30.0,44.0,3,2.0,62.0,,3.0,,2.0
2021-22,9576290,24,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576290,24,3,Arsenal,Away,1082693,490887,Zach Awe,zach-awe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196712,25,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,False,,,1.0,7.0,16.0,23.0,1.0,3.0,5.0,,,,,,,1.0,5.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,4.0,,7.1,,,,,4.0,,,,2.0,,9.0,18.0,27.0,0,2.0,40.0,,,,1.0
2021-22,10196712,25,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,,10.0,9.0,19.0,,,4.0,,,,2.0,,1.0,5.0,3.0,,,1.0,,,,,,1.0,,1.0,90.0,,1.0,,,,,,13.0,,6.4,,,,,2.0,1.0,,,3.0,,15.0,14.0,29.0,0,3.0,45.0,,,,1.0
2021-22,10196712,25,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,5.0,21.0,26.0,1.0,1.0,6.0,,,,,,,2.0,5.0,,,1.0,,,,,,1.0,,1.0,90.0,,1.0,,,,,,5.0,,7.1,,,,,6.0,,,,5.0,,9.0,22.0,31.0,0,4.0,45.0,,,,2.0
2021-22,10196712,25,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,,,1.0,13.0,5.0,18.0,2.0,2.0,5.0,,,,1.0,,1.0,6.0,3.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,18.0,,6.2,,,2.0,,1.0,1.0,4.0,,3.0,1.0,22.0,9.0,27.0,2,1.0,55.0,3.0,,,1.0
2021-22,10196712,25,3,Arsenal,Away,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576227,26,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,2.0,31.0,23.0,54.0,2.0,,6.0,,,1.0,,,1.0,5.0,1.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,19.0,,6.6,,,,,1.0,2.0,6.0,,3.0,,42.0,24.0,60.0,1,1.0,93.0,,,,1.0
2021-22,9576227,26,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576227,26,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576227,26,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,2.0,20.0,20.0,40.0,,3.0,1.0,,,,1.0,,,1.0,3.0,,,,,,,,,1.0,2.0,,90.0,1.0,1.0,,,,,,8.0,,7.0,,,1.0,,2.0,,,,5.0,,24.0,24.0,48.0,2,,55.0,,,,
2021-22,9576227,26,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,21.0,29.0,50.0,,,8.0,,,,1.0,,,2.0,3.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.8,,,,,1.0,,,,3.0,,25.0,32.0,57.0,0,3.0,64.0,,,,2.0
2021-22,9576227,26,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144875,27,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,3.0,22.0,17.0,38.0,1.0,,6.0,,,,,,,1.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,12.0,,7.1,,,,,1.0,,2.0,,7.0,,29.0,20.0,47.0,0,4.0,70.0,1.0,,,2.0
2021-22,10144875,27,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144875,27,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,4.0,14.0,51.0,65.0,1.0,1.0,8.0,,,,1.0,,,3.0,4.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,10.0,,6.6,,,,,4.0,1.0,,,9.0,,21.0,51.0,72.0,0,1.0,86.0,2.0,1.0,1.0,1.0
2021-22,10144875,27,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,6.0,17.0,41.0,58.0,,2.0,9.0,,,,1.0,,,2.0,3.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,,9.0,,6.7,,,,,3.0,,,,10.0,,20.0,45.0,65.0,0,,75.0,1.0,1.0,,
2021-22,10144875,27,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144875,27,3,Arsenal,Home,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576302,28,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,2.0,16.0,23.0,38.0,2.0,,3.0,,,,,,1.0,3.0,1.0,,,,,,,,,4.0,2.0,,90.0,,,,,,,,13.0,,6.6,,,,,2.0,1.0,1.0,,6.0,,21.0,27.0,47.0,0,,66.0,2.0,,1.0,
2021-22,9576302,28,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,0,,1.0,,,,
2021-22,9576302,28,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,3.0,22.0,35.0,57.0,2.0,2.0,2.0,,,,2.0,,1.0,5.0,3.0,,,,,,,,,1.0,,,90.0,1.0,2.0,,,,,,9.0,,6.6,,,1.0,,6.0,,,,7.0,,27.0,38.0,65.0,2,,79.0,,1.0,,
2021-22,9576302,28,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,14.0,38.0,52.0,2.0,,10.0,,,,,,1.0,4.0,4.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,10.0,,6.6,,,1.0,,2.0,,,,6.0,,20.0,41.0,61.0,1,3.0,72.0,,1.0,,1.0
2021-22,9576302,28,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576302,28,3,Arsenal,Away,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576212,29,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,2.0,18.0,19.0,36.0,,,3.0,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,7.1,,,,,2.0,3.0,5.0,,4.0,,27.0,19.0,41.0,0,,60.0,,,2.0,
2021-22,9576212,29,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576212,29,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,3.0,14.0,56.0,70.0,1.0,,6.0,,,,,,,1.0,3.0,,,,,,,,,3.0,,,90.0,1.0,,,,,,,8.0,,7.5,,,1.0,,3.0,,,,9.0,,20.0,58.0,78.0,2,2.0,93.0,,1.0,,2.0
2021-22,9576212,29,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,,12.0,48.0,60.0,1.0,1.0,6.0,,,,,,,2.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,4.0,,7.2,,,,,1.0,,,,2.0,,13.0,49.0,62.0,0,1.0,71.0,1.0,2.0,,1.0
2021-22,9576212,29,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576212,29,3,Arsenal,Home,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576257,30,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,2.0,25.0,21.0,46.0,,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,22.0,,7.3,,,,,6.0,,5.0,,7.0,,40.0,24.0,59.0,0,,87.0,2.0,1.0,,
2021-22,9576257,30,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2021-22,9576257,30,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,2.0,19.0,32.0,51.0,1.0,2.0,2.0,,,,,,,1.0,4.0,,,,,,,,,3.0,,,90.0,,,,,,,,10.0,,7.3,,,,,5.0,,,,8.0,,24.0,37.0,61.0,0,2.0,73.0,,,,1.0
2021-22,9576257,30,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,6.0,17.0,44.0,61.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,90.0,,,,,,,,7.0,,7.0,,,,,6.0,,,,8.0,,18.0,46.0,64.0,0,,74.0,4.0,,,
2021-22,9576257,30,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576257,30,3,Arsenal,Away,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576241,31,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576241,31,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,2.0,32.0,51.0,83.0,1.0,1.0,6.0,,,,,,,3.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,,10.0,,6.2,,,,,1.0,1.0,,,5.0,,37.0,55.0,92.0,0,,100.0,,3.0,,
2021-22,9576241,31,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,40.0,60.0,100.0,3.0,2.0,10.0,,,,1.0,,,5.0,4.0,,,1.0,,,,,,1.0,2.0,,90.0,1.0,,,,,,,10.0,,6.5,,,,,2.0,,,,4.0,,46.0,62.0,108.0,1,,119.0,1.0,2.0,,
2021-22,9576241,31,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,,,,11.0,15.0,26.0,,1.0,4.0,,,,,,,2.0,2.0,,,2.0,,,,,,1.0,,,45.0,,,,,,,,13.0,,6.2,,,,,1.0,1.0,,,4.0,,17.0,16.0,33.0,0,1.0,53.0,2.0,,,1.0
2021-22,9576241,31,3,Arsenal,Away,993440,449444,Mazeed Ogungbo,mazeed-ogungbo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576241,31,3,Arsenal,Away,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576245,32,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576245,32,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,9.0,25.0,45.0,70.0,2.0,,8.0,,,,,,1.0,3.0,3.0,,,,,,,,,2.0,,,90.0,,,,,,,,15.0,,6.8,,,,,3.0,,,,12.0,,36.0,48.0,84.0,0,1.0,96.0,,2.0,,1.0
2021-22,9576245,32,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,23.0,40.0,63.0,3.0,4.0,4.0,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.5,,,1.0,,1.0,,,,5.0,,32.0,45.0,77.0,2,,87.0,1.0,1.0,,
2021-22,9576245,32,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576245,32,3,Arsenal,Home,993445,232245,Zak Swanson,zak-swanson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,26.0,42.0,68.0,2.0,6.0,5.0,,,,1.0,,,5.0,11.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,12.0,,7.2,,,,,4.0,,,,3.0,,31.0,47.0,78.0,0,4.0,92.0,2.0,1.0,,2.0
2021-22,9576435,33,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,3.0,37.0,46.0,83.0,1.0,3.0,11.0,,,,,,1.0,3.0,6.0,,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,8.0,,7.2,,,,,3.0,,,,7.0,,42.0,48.0,90.0,1,3.0,101.0,,,,1.0
