season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436904,2,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,2.0,21.0,11.0,32.0,,2.0,2.0,,,,1.0,,,2.0,4.0,6.0,,,0.0185156,,,,0.0,,,,,1.0,,,76.0,,,,,,,,9.0,,6.8,,,,,,2.0,,,2.0,,25.0,12.0,37.0,0,2.0,47.0,1.0,1.0,1.0,1.0
2024-25,12436910,3,8,Chelsea,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436910,3,8,Chelsea,Home,879349,247632,Pedro Neto,pedro-neto,M,False,,,,10.0,3.0,13.0,,,1.0,,,,,,,1.0,3.0,2.0,,,0.0178838,,,1.0,0.0,,,,,,,,58.0,,,,,,,,7.0,,6.4,,,,,,2.0,4.0,,,,15.0,3.0,14.0,0,,22.0,,1.0,1.0,
2024-25,12436910,3,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,1.0,4.0,1.0,5.0,,1.0,2.0,1.0,,,,,,,1.0,3.0,,,0.145243,,,,0.0,,,,,,1.0,,16.0,,1.0,,,,,,7.0,,7.4,,,,,,2.0,2.0,,1.0,,9.0,1.0,8.0,0,,15.0,1.0,1.0,1.0,
2024-25,12436910,3,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,4.0,39.0,26.0,64.0,,,3.0,,,,,,,1.0,2.0,4.0,,,0.0826512,,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,,19.0,,7.1,,,,,,,1.0,,6.0,,51.0,28.0,78.0,0,3.0,94.0,4.0,1.0,,
2024-25,12436910,3,8,Chelsea,Home,982780,244851,Cole Palmer,cole-palmer,M,False,2.0,,4.0,25.0,10.0,33.0,,,1.0,2.0,,,,,,1.0,3.0,2.0,,,0.592825,0.101,0.1109,,1.0,,,,,1.0,5.0,,90.0,1.0,,,,,,,16.0,,8.0,,,1.0,,1.0,3.0,5.0,,7.0,,36.0,10.0,41.0,2,,59.0,2.0,1.0,1.0,
2024-25,12436910,3,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,4.0,32.0,42.0,74.0,,1.0,6.0,,,,1.0,,,,4.0,9.0,,,0.0331348,,,2.0,0.0,,,,,3.0,,,90.0,,,,,,,,6.0,,7.5,,,,,2.0,1.0,,,4.0,,36.0,43.0,79.0,0,5.0,97.0,,3.0,,3.0
2024-25,12436910,3,8,Chelsea,Home,1016788,505187,Cesare Casadei,cesare-casadei,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436931,4,8,Chelsea,Away,851100,209243,Jadon Sancho,jadon-sancho,M,True,,,1.0,17.0,7.0,24.0,,,4.0,1.0,,,,,,,2.0,2.0,,,0.139267,,,,1.0,,,,,,2.0,,45.0,,,,,,,,9.0,,7.3,,,,,,4.0,1.0,,1.0,,21.0,8.0,28.0,0,,39.0,1.0,,2.0,
2024-25,12436931,4,8,Chelsea,Away,879349,247632,Pedro Neto,pedro-neto,M,False,1.0,,,7.0,4.0,10.0,2.0,,,,,,,,,,3.0,1.0,,,0.0282829,,,,0.0,,,,,,1.0,,45.0,,,,,,,,10.0,,6.5,,,,,,2.0,2.0,,,,10.0,7.0,15.0,0,,25.0,3.0,,1.0,
2024-25,12436931,4,8,Chelsea,Away,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436931,4,8,Chelsea,Away,982780,244851,Cole Palmer,cole-palmer,M,False,,,2.0,19.0,6.0,25.0,,,3.0,,,,1.0,,,1.0,3.0,8.0,,,0.0338629,,,,0.0,,,,,,1.0,,90.0,,,,,,,,12.0,,7.1,,,,,2.0,3.0,3.0,,2.0,2.0,26.0,7.0,30.0,0,2.0,49.0,2.0,4.0,2.0,1.0
2024-25,12436931,4,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,2.0,20.0,33.0,53.0,3.0,,10.0,,,1.0,,,,1.0,5.0,7.0,,,0.101651,0.0231,,1.0,0.0,,,,,2.0,,,90.0,,,,,,,,10.0,,7.1,,,,,2.0,,,,5.0,,25.0,36.0,61.0,1,4.0,82.0,1.0,3.0,,2.0
2024-25,12436931,4,8,Chelsea,Away,1016788,505187,Cesare Casadei,cesare-casadei,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436980,5,8,Chelsea,Away,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,,4.0,14.0,18.0,1.0,,1.0,1.0,,,,,,1.0,3.0,,,,0.21181,,,,1.0,,,,,,2.0,,57.0,,,,,,,,5.0,,7.1,,,,,,1.0,,,,,5.0,15.0,20.0,0,,23.0,1.0,,,
2024-25,12436980,5,8,Chelsea,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,1.0,3.0,3.0,6.0,,,,,,,,,,1.0,1.0,1.0,,,0.0202082,,,,0.0,,,,,,1.0,,11.0,,,,,,,,3.0,,6.7,,,,,1.0,1.0,,,1.0,,4.0,4.0,8.0,0,,11.0,,,1.0,
2024-25,12436980,5,8,Chelsea,Away,879349,247632,Pedro Neto,pedro-neto,M,True,,,,12.0,4.0,16.0,1.0,,,,,,,,,1.0,3.0,5.0,,,0.0162297,,,,0.0,,,,,,,,33.0,,,,,,,,9.0,,7.0,,,,,,4.0,4.0,,,,19.0,4.0,19.0,0,2.0,33.0,,,3.0,
2024-25,12436980,5,8,Chelsea,Away,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436980,5,8,Chelsea,Away,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,1.0,15.0,26.0,40.0,4.0,,6.0,,,,3.0,,,2.0,11.0,4.0,,1.0,0.12922,,,2.0,0.0,,,,,1.0,2.0,,84.0,,,,,,,,9.0,,6.4,,,,,1.0,,1.0,,5.0,,17.0,29.0,45.0,0,1.0,58.0,2.0,3.0,,1.0
2024-25,12436980,5,8,Chelsea,Away,982780,244851,Cole Palmer,cole-palmer,M,False,,,2.0,6.0,9.0,15.0,,,3.0,,1.0,,,,,,2.0,6.0,,,0.00189104,0.4169,0.5592,1.0,0.0,1.0,,,,,1.0,,64.0,1.0,,,,,,,5.0,,7.3,,,1.0,,1.0,1.0,,,3.0,,10.0,9.0,19.0,2,1.0,31.0,,5.0,,
2024-25,12436980,5,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,False,1.0,,2.0,18.0,30.0,47.0,1.0,3.0,4.0,1.0,,1.0,2.0,,,,3.0,13.0,,,0.411992,0.076,,1.0,1.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,9.0,,8.3,,,,,2.0,,2.0,,5.0,,22.0,34.0,54.0,1,8.0,75.0,1.0,2.0,,4.0
2024-25,12436989,6,8,Chelsea,Home,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,,7.0,7.0,14.0,,,5.0,,,1.0,1.0,,,,4.0,8.0,,,0.219058,0.0798,,1.0,1.0,,,,,,1.0,,71.0,,,,,,,1.0,11.0,,7.6,,,,,,9.0,,,,,10.0,10.0,20.0,1,,38.0,3.0,1.0,7.0,
2024-25,12436989,6,8,Chelsea,Home,879349,247632,Pedro Neto,pedro-neto,M,True,,,,1.0,4.0,5.0,2.0,1.0,2.0,,,1.0,,,,,3.0,2.0,,,0.0892164,0.0708,,,0.0,,,,,,1.0,,27.0,,,,,,,,4.0,,6.7,,,,,,1.0,1.0,,,,2.0,4.0,5.0,1,1.0,13.0,,,,1.0
2024-25,12436989,6,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,0.00261354,,,,0.0,,,,,,,,19.0,,,,,,,,1.0,,6.4,,,,,,,,,,1.0,1.0,,1.0,0,,2.0,,,,
2024-25,12436989,6,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,4.0,9.0,15.0,23.0,,1.0,5.0,1.0,,,3.0,,,1.0,7.0,6.0,,,0.157851,,,1.0,0.0,,,,,,1.0,,79.0,,,,,,,,12.0,,6.7,,,,,,3.0,3.0,,5.0,,14.0,17.0,28.0,0,3.0,46.0,1.0,1.0,1.0,
2024-25,12436989,6,8,Chelsea,Home,982780,244851,Cole Palmer,cole-palmer,M,False,1.0,,6.0,12.0,6.0,17.0,,,4.0,3.0,2.0,,,,,1.0,2.0,3.0,,,0.619155,2.407,2.99,,0.0,4.0,,,1.0,,4.0,,90.0,5.0,1.0,,,,,,13.0,,10.0,,,2.0,,,2.0,4.0,,7.0,2.0,20.0,9.0,25.0,7,1.0,46.0,,1.0,1.0,1.0
2024-25,12436989,6,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,,4.0,20.0,24.0,2.0,1.0,6.0,1.0,,,,,,,6.0,7.0,,,0.103687,,,4.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,,8.0,,7.3,,,,,2.0,2.0,,,,,7.0,25.0,32.0,0,3.0,45.0,,1.0,2.0,2.0
2024-25,12436989,6,8,Chelsea,Home,1069488,514356,Roméo Lavia,romeo-lavia,M,True,,,,1.0,8.0,9.0,,,,,,,,,,,1.0,,,,0.00069989,,,,0.0,,,,,,,,11.0,,,,,,,,2.0,,6.4,,,,,,1.0,,,1.0,,2.0,8.0,10.0,0,,11.0,,,,
2024-25,12437013,7,8,Chelsea,Home,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,,25.0,5.0,30.0,,,4.0,,,,1.0,,,,1.0,4.0,,,0.308035,,,,0.0,,,,,,3.0,,89.0,,,,,,,,10.0,,7.6,,,,,,3.0,1.0,,1.0,,34.0,5.0,38.0,0,1.0,47.0,1.0,,3.0,1.0
2024-25,12437013,7,8,Chelsea,Home,879349,247632,Pedro Neto,pedro-neto,M,True,2.0,,,8.0,,6.0,1.0,,,1.0,,,,,,,2.0,,,,0.11606,,,1.0,0.0,,,,,,1.0,,14.0,,,,,,,,3.0,,6.9,,,,,,,4.0,,,,10.0,,6.0,0,,11.0,1.0,,,
2024-25,12437013,7,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,1.0,,,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,0.192935,,,,0.0,,,,,,1.0,,14.0,,,,,,,,3.0,,6.8,,,,,,,2.0,,,,5.0,,3.0,0,,7.0,,,,
2024-25,12437013,7,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,,,3.0,30.0,7.0,37.0,2.0,1.0,7.0,,,,3.0,,,,6.0,5.0,,,0.242097,0.0614,0.0778,1.0,0.0,,,,,1.0,2.0,,81.0,1.0,,,,,,,10.0,,7.4,,,,,2.0,1.0,4.0,,3.0,,37.0,10.0,43.0,1,1.0,60.0,,2.0,1.0,
2024-25,12437013,7,8,Chelsea,Home,982780,244851,Cole Palmer,cole-palmer,M,False,,,3.0,43.0,7.0,50.0,,,3.0,1.0,,2.0,,,,1.0,1.0,5.0,,,0.103102,0.6956,0.3631,,1.0,,,,,,6.0,,90.0,2.0,,,,,,,18.0,,8.8,,,2.0,,,1.0,7.0,,4.0,1.0,59.0,7.0,59.0,6,1.0,81.0,1.0,3.0,1.0,1.0
2024-25,12437013,7,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,,42.0,17.0,59.0,,1.0,6.0,,,,1.0,,,1.0,5.0,4.0,,,0.0572587,0.0288,,3.0,0.0,,,,,,,,90.0,,1.0,,,,,,10.0,,7.0,,,1.0,,1.0,,,,3.0,,48.0,19.0,67.0,1,3.0,77.0,1.0,,,3.0
2024-25,12437013,7,8,Chelsea,Home,1069488,514356,Roméo Lavia,romeo-lavia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437032,8,8,Chelsea,Away,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,1.0,12.0,6.0,18.0,,,2.0,,,,,,,,3.0,,,,0.0337129,,,,0.0,,,,,,,,45.0,,,,,,,,7.0,,6.4,,,,,,3.0,,,1.0,,15.0,6.0,21.0,0,,26.0,1.0,,,
2024-25,12437032,8,8,Chelsea,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437032,8,8,Chelsea,Away,879349,247632,Pedro Neto,pedro-neto,M,True,2.0,,,14.0,5.0,17.0,,1.0,1.0,,,,1.0,,,,3.0,2.0,,,0.0914072,0.0201,,,0.0,,,,,,3.0,,45.0,,,,,,,,8.0,,6.8,,,1.0,,,2.0,3.0,,1.0,,19.0,5.0,21.0,1,,30.0,,1.0,,
2024-25,12437032,8,8,Chelsea,Away,974505,448047,Enzo Fernández,enzo-fernandez,M,True,,,1.0,8.0,10.0,18.0,1.0,,3.0,,,,,,,1.0,2.0,1.0,,,0.00977551,,,,0.0,,,,,,1.0,,37.0,,,,,,,,5.0,,6.6,,,,,,,1.0,,3.0,,11.0,11.0,21.0,0,1.0,26.0,,,,
2024-25,12437032,8,8,Chelsea,Away,982780,244851,Cole Palmer,cole-palmer,M,False,1.0,,3.0,16.0,9.0,24.0,,,3.0,1.0,1.0,3.0,1.0,,,1.0,5.0,4.0,,,0.16877,0.3804,,,0.0,,,,,,1.0,,90.0,,,,,,,,10.0,,6.6,,,1.0,,,4.0,3.0,,4.0,,20.0,10.0,27.0,4,,47.0,1.0,3.0,1.0,
2024-25,12437032,8,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,2.0,24.0,19.0,43.0,,,4.0,1.0,,,,,,2.0,4.0,5.0,,,0.320964,,,2.0,1.0,,,,,,2.0,,90.0,,,,,,,,15.0,,7.5,,,,,,1.0,1.0,,4.0,,32.0,21.0,52.0,0,1.0,63.0,3.0,3.0,1.0,1.0
2024-25,12437032,8,8,Chelsea,Away,1069488,514356,Roméo Lavia,romeo-lavia,M,False,,,,10.0,11.0,21.0,,1.0,2.0,,,,1.0,,,1.0,2.0,6.0,,,0.00501042,,,,0.0,,,,,2.0,,,53.0,,,,,,,,2.0,,6.9,,,,,,3.0,,,,,11.0,11.0,22.0,0,2.0,34.0,,,3.0,1.0
2024-25,12437045,9,8,Chelsea,Home,851100,209243,Jadon Sancho,jadon-sancho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437045,9,8,Chelsea,Home,879349,247632,Pedro Neto,pedro-neto,M,False,2.0,,1.0,24.0,6.0,28.0,3.0,1.0,2.0,1.0,,2.0,1.0,,,2.0,9.0,4.0,,,0.273615,0.1819,0.3728,2.0,1.0,,,,1.0,2.0,3.0,,90.0,2.0,,,,,,,9.0,,7.9,,,1.0,,,4.0,4.0,,2.0,,28.0,6.0,30.0,5,,53.0,,,3.0,
2024-25,12437045,9,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,3.0,2.0,5.0,,,2.0,,,,,,,,1.0,1.0,,,0.00458603,0.2504,0.3696,,0.0,,,,,,,,23.0,1.0,,,,,,,2.0,,6.8,,,,,1.0,1.0,,,,,3.0,2.0,5.0,1,1.0,12.0,1.0,,,1.0
2024-25,12437045,9,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,True,,,1.0,5.0,3.0,8.0,1.0,,,,,,1.0,,,,3.0,2.0,,,0.00334048,,,1.0,0.0,,,,,,1.0,,18.0,,,,,,,,3.0,,6.7,,,,,1.0,,,,1.0,,6.0,4.0,10.0,0,2.0,15.0,1.0,,,1.0
2024-25,12437045,9,8,Chelsea,Home,982780,244851,Cole Palmer,cole-palmer,M,False,1.0,,5.0,24.0,8.0,31.0,1.0,,7.0,,,,,,,1.0,4.0,4.0,,,0.25804,0.0492,0.0683,1.0,0.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,17.0,,7.8,,,,,,2.0,5.0,,9.0,1.0,37.0,9.0,41.0,1,,58.0,1.0,3.0,1.0,
2024-25,12437045,9,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,3.0,34.0,15.0,49.0,,1.0,4.0,,,,,,,,3.0,5.0,,,0.0361089,0.0787,,2.0,0.0,,,,,6.0,2.0,,90.0,,,,,,,,6.0,,7.7,,,1.0,,1.0,1.0,1.0,,4.0,,36.0,17.0,52.0,1,4.0,71.0,1.0,,,3.0
2024-25,12437045,9,8,Chelsea,Home,1069488,514356,Roméo Lavia,romeo-lavia,M,False,,,4.0,23.0,18.0,41.0,,,4.0,,,,1.0,,,,1.0,2.0,,,0.0176972,,,,1.0,,,,,2.0,1.0,,72.0,,,,,,,,2.0,,7.3,,,,,2.0,,,,4.0,,24.0,19.0,43.0,0,1.0,51.0,,1.0,,1.0
2024-25,12437055,10,8,Chelsea,Away,879349,247632,Pedro Neto,pedro-neto,M,False,,,1.0,13.0,7.0,20.0,,,7.0,,,,,,,3.0,5.0,8.0,,,0.0119478,0.0559,0.0469,,0.0,,,,,,,,90.0,1.0,,,,,,,13.0,,6.9,,,1.0,,,4.0,2.0,,2.0,,17.0,8.0,23.0,2,2.0,46.0,2.0,4.0,2.0,
2024-25,12437055,10,8,Chelsea,Away,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,5.0,,5.0,,,2.0,,,,,,,4.0,5.0,,,,0.0155164,,,1.0,0.0,,,,,,,,19.0,,,,,,,,7.0,,6.1,,,,,,1.0,1.0,,,,6.0,,5.0,0,,12.0,,,,
2024-25,12437055,10,8,Chelsea,Away,974505,448047,Enzo Fernández,enzo-fernandez,M,True,,,,8.0,2.0,10.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.00808541,0.1352,,,0.0,,,,,,,,19.0,,,,,,,,5.0,,6.7,,,1.0,,,,,,1.0,,13.0,2.0,15.0,1,1.0,18.0,,1.0,,
2024-25,12437055,10,8,Chelsea,Away,982780,244851,Cole Palmer,cole-palmer,M,False,1.0,,3.0,17.0,13.0,29.0,1.0,,5.0,1.0,,3.0,1.0,,,,2.0,9.0,,,0.284202,0.2271,,,0.0,,,,,,3.0,,90.0,,,,,,,,13.0,,7.7,,,,,,4.0,8.0,,5.0,,27.0,15.0,34.0,3,1.0,55.0,1.0,4.0,4.0,
2024-25,12437055,10,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,2.0,19.0,18.0,37.0,,1.0,4.0,,,,3.0,,,1.0,8.0,9.0,,,0.0376029,0.0326,0.1911,3.0,0.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,9.0,,7.6,,,,,2.0,3.0,,,3.0,,24.0,20.0,44.0,1,3.0,61.0,,3.0,2.0,2.0
2024-25,12437055,10,8,Chelsea,Away,1069488,514356,Roméo Lavia,romeo-lavia,M,False,,,,16.0,15.0,31.0,,2.0,2.0,,,,2.0,,,2.0,6.0,9.0,,,0.0212846,,,2.0,0.0,,,,,,1.0,,71.0,,,,,,,,9.0,,6.9,,,,,1.0,3.0,,,1.0,,21.0,17.0,38.0,0,4.0,52.0,,,3.0,1.0
2024-25,12436890,11,8,Chelsea,Home,879349,247632,Pedro Neto,pedro-neto,M,False,3.0,,,14.0,6.0,17.0,,,4.0,1.0,,2.0,1.0,,,,3.0,4.0,,,0.625867,0.0593,0.1483,2.0,0.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,4.0,,7.7,,,,,,,4.0,,,,17.0,6.0,19.0,3,2.0,38.0,1.0,2.0,,1.0
2024-25,12436890,11,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,3.0,1.0,4.0,2.0,,1.0,,,,,,,,3.0,3.0,,,0.123512,,,,0.0,,,,,,,,22.0,,,,,,,,4.0,,6.7,,,,,,2.0,1.0,,,,5.0,1.0,5.0,0,1.0,12.0,1.0,1.0,1.0,1.0
2024-25,12436890,11,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,True,1.0,,1.0,8.0,6.0,13.0,,,2.0,,,,1.0,,,1.0,2.0,3.0,,,0.0528284,,,,1.0,,,,,,2.0,,22.0,,,,,,,,5.0,,7.1,,,,,,,1.0,,2.0,,11.0,7.0,17.0,0,3.0,24.0,,,,3.0
