season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576243,6,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,1.0,4.0,10.0,14.0,1.0,,5.0,,,,1.0,,,2.0,5.0,2.0,,,,,,,,,1.0,,,60.0,,1.0,,,,,,9.0,,6.5,,,,,,1.0,1.0,,2.0,,9.0,10.0,18.0,0,2.0,31.0,1.0,,,1.0
2021-22,9576243,6,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576243,6,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,6.0,8.0,14.0,,1.0,3.0,,,,,,,,2.0,5.0,,,1.0,,,,,,,,,14.0,,,,,,,,3.0,,6.9,,,,,,3.0,,,,,7.0,8.0,15.0,0,1.0,21.0,1.0,1.0,2.0,
2021-22,9576243,6,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576127,7,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,1.0,7.0,1.0,8.0,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,1.0,,13.0,,,,,,,,3.0,,6.7,,,,,,,,,1.0,,9.0,1.0,10.0,0,,11.0,,,,
2021-22,9576127,7,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576127,7,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,True,,,,9.0,5.0,14.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,17.0,,,,,,,,1.0,,6.7,,,,,,,,,,,9.0,6.0,15.0,0,,17.0,,1.0,,
2021-22,9576127,7,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,3.0,15.0,30.0,45.0,,,5.0,1.0,,,2.0,,,3.0,6.0,10.0,,,1.0,,,,,,,2.0,,73.0,,,,,,,,15.0,,7.2,,,,,,4.0,,,8.0,,26.0,31.0,57.0,0,4.0,74.0,,2.0,4.0,2.0
2021-22,9576127,7,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576127,7,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,13.0,28.0,41.0,,1.0,10.0,1.0,,,1.0,,,3.0,6.0,8.0,,,,1.0,,,,,,2.0,,83.0,,,,,,,,15.0,,7.5,,,2.0,,2.0,5.0,,,1.0,,21.0,29.0,50.0,2,2.0,74.0,1.0,2.0,3.0,1.0
2021-22,9576127,7,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,1.0,8.0,4.0,12.0,,1.0,2.0,,,1.0,1.0,,,4.0,7.0,3.0,,,1.0,,,,,,1.0,1.0,,65.0,,,,,,,,11.0,,6.4,,,,,,2.0,,,1.0,,12.0,4.0,16.0,1,,31.0,2.0,1.0,1.0,
2021-22,9576374,8,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576374,8,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576374,8,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576374,8,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,25.0,10.0,35.0,1.0,,6.0,,,1.0,,,,,3.0,7.0,,,1.0,,,,,,1.0,,,65.0,,,,,,,,11.0,,7.2,,,1.0,,1.0,4.0,1.0,,4.0,,34.0,11.0,44.0,2,2.0,57.0,,2.0,3.0,1.0
2021-22,9576374,8,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,44.0,12.0,56.0,2.0,,8.0,,,,2.0,,,1.0,10.0,4.0,,,3.0,,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.7,,,,,1.0,4.0,,,,,47.0,16.0,63.0,0,1.0,84.0,2.0,1.0,2.0,
2021-22,9576374,8,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,39.0,22.0,61.0,3.0,,13.0,,,,2.0,,,3.0,10.0,12.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,13.0,,7.1,,,,,4.0,5.0,,,2.0,,45.0,23.0,68.0,0,3.0,98.0,2.0,5.0,4.0,
2021-22,9576374,8,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576385,9,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,6.0,4.0,10.0,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,20.0,1.0,,,,,,,2.0,,6.7,,,1.0,,,,,,,,7.0,4.0,11.0,2,,17.0,1.0,1.0,,
2021-22,9576385,9,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576385,9,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,34.0,30.0,64.0,,,10.0,,,,2.0,,,,3.0,5.0,,,1.0,1.0,,,,,1.0,2.0,,64.0,,,,,,,,12.0,,7.4,,,,,,,,,5.0,,45.0,30.0,75.0,0,2.0,83.0,1.0,3.0,,1.0
2021-22,9576385,9,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,5.0,52.0,27.0,79.0,,,5.0,2.0,,,,,,1.0,2.0,6.0,,,2.0,2.0,,,,,,6.0,,90.0,,,,,,,,6.0,,9.2,,,1.0,,,,,,8.0,,57.0,27.0,84.0,1,5.0,97.0,,1.0,,5.0
2021-22,9576385,9,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,5.0,,5.0,,,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,2.0,,20.0,1.0,,,,,,,5.0,,7.2,,,2.0,,,2.0,,,1.0,1.0,7.0,,7.0,3,,16.0,,1.0,2.0,
2021-22,9576385,9,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,12.0,6.0,18.0,1.0,2.0,3.0,1.0,,,1.0,,,1.0,3.0,5.0,,,,1.0,,,,,,1.0,,26.0,2.0,,,,,,,3.0,,7.5,,,,,,1.0,,,1.0,,14.0,6.0,20.0,2,2.0,30.0,,,1.0,
2021-22,9576385,9,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,,21.0,2.0,23.0,1.0,,2.0,,,,2.0,,,,4.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,70.0,1.0,,,,,,,9.0,,7.3,,,,,,,3.0,,,,26.0,3.0,26.0,1,1.0,37.0,3.0,,,1.0
2021-22,9576072,10,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,17.0,2.0,19.0,,1.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,26.0,,,,,,,,2.0,,6.9,,,,,,1.0,,,,,18.0,3.0,21.0,0,,24.0,,1.0,1.0,
2021-22,9576072,10,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,3.0,2.0,5.0,0,,6.0,,,,
2021-22,9576072,10,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,54.0,25.0,79.0,3.0,1.0,7.0,,,,4.0,,,,9.0,4.0,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,,,11.0,,7.1,,,1.0,,,1.0,,,2.0,,60.0,27.0,87.0,2,2.0,100.0,1.0,1.0,,
2021-22,9576072,10,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,31.0,9.0,40.0,2.0,,6.0,,,1.0,1.0,,,,5.0,4.0,,,1.0,,,,,,,,,64.0,,,,,,,,9.0,,6.7,,,,,,1.0,1.0,,,,34.0,10.0,43.0,1,4.0,55.0,2.0,,,1.0
2021-22,9576072,10,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,,,2.0,17.0,3.0,20.0,2.0,2.0,2.0,,1.0,2.0,2.0,,,,9.0,3.0,,,3.0,,,,,1.0,,2.0,,64.0,1.0,,,,,,,13.0,,6.6,,,2.0,,,2.0,3.0,,3.0,2.0,25.0,4.0,26.0,5,1.0,45.0,2.0,,,
2021-22,9576072,10,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,19.0,2.0,21.0,1.0,,,,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,,26.0,,1.0,,,,,,1.0,,6.7,,,,,,,,,,,19.0,2.0,21.0,1,,25.0,1.0,1.0,,
2021-22,9576072,10,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,1.0,46.0,7.0,53.0,1.0,2.0,4.0,,,,,,,1.0,7.0,8.0,,,1.0,,,,,,,3.0,,88.0,,,,,,,,15.0,,7.1,,,,,,8.0,3.0,,2.0,,53.0,8.0,58.0,0,1.0,77.0,2.0,1.0,4.0,
2021-22,9576137,11,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,False,2.0,,3.0,31.0,7.0,36.0,1.0,2.0,9.0,1.0,1.0,1.0,,,,4.0,7.0,7.0,,,2.0,,,,,,1.0,5.0,,73.0,,,,,,,,16.0,,7.7,,,3.0,,,4.0,5.0,,3.0,,39.0,10.0,44.0,4,,65.0,1.0,1.0,4.0,
2021-22,9576137,11,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576137,11,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,2.0,36.0,36.0,72.0,1.0,,6.0,,,1.0,1.0,,,1.0,4.0,4.0,,,,,,,,,,1.0,,90.0,1.0,1.0,,,,,,9.0,,7.1,,,,,,1.0,,,4.0,,42.0,36.0,78.0,2,1.0,92.0,1.0,3.0,,
2021-22,9576137,11,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,3.0,24.0,19.0,43.0,1.0,2.0,7.0,,,,,,,1.0,2.0,6.0,,,,,,,,,,1.0,,85.0,,,,,,,,10.0,,7.2,,,,,,3.0,1.0,,4.0,,27.0,23.0,49.0,0,1.0,61.0,2.0,,3.0,1.0
2021-22,9576137,11,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576137,11,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,9.0,1.0,10.0,,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,17.0,,,,,,,,4.0,,6.2,,,,,,2.0,,,,,10.0,1.0,11.0,0,,15.0,,,1.0,
2021-22,9576137,11,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,1.0,20.0,2.0,21.0,1.0,,,3.0,,,,,,1.0,2.0,2.0,,,,,,,,,,5.0,,85.0,2.0,,,,,,,7.0,,8.1,,,1.0,,,1.0,2.0,,1.0,,23.0,2.0,23.0,3,1.0,37.0,3.0,,1.0,
2021-22,9576217,12,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576217,12,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,3.0,21.0,32.0,53.0,,,8.0,2.0,,,5.0,,,1.0,6.0,5.0,,,,,,,,,1.0,2.0,,77.0,,,,,,,,11.0,,7.3,,,,,1.0,,,,5.0,,25.0,36.0,61.0,0,2.0,71.0,2.0,3.0,,2.0
2021-22,9576217,12,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,38.0,22.0,60.0,1.0,,8.0,,1.0,,,,,2.0,4.0,4.0,,,1.0,,1.0,,,,1.0,,,90.0,3.0,,,,,,,14.0,,7.6,,,,,,2.0,,,3.0,,44.0,27.0,71.0,3,2.0,86.0,1.0,,2.0,2.0
2021-22,9576217,12,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,1.0,,,11.0,2.0,12.0,1.0,,1.0,2.0,,,,,,2.0,5.0,3.0,,,1.0,1.0,,,,,,2.0,,28.0,,,,,,,,9.0,,7.3,,,1.0,,,2.0,1.0,,,,11.0,3.0,13.0,1,1.0,28.0,3.0,1.0,1.0,1.0
2021-22,9576217,12,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,4.0,8.0,12.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,,1.0,,6.6,,,,,1.0,,,,,,4.0,8.0,12.0,0,,15.0,1.0,,,
2021-22,9576217,12,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,,20.0,4.0,24.0,,1.0,5.0,,,,1.0,,,2.0,3.0,6.0,,,,,,,,,,1.0,,90.0,1.0,,,,,,,11.0,,7.2,,,1.0,,,2.0,2.0,,,1.0,26.0,5.0,29.0,2,1.0,48.0,2.0,2.0,2.0,1.0
2021-22,9576155,13,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576155,13,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576155,13,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,2.0,32.0,27.0,59.0,1.0,,11.0,,,,1.0,,,1.0,4.0,4.0,1.0,,1.0,,1.0,,,,3.0,1.0,,90.0,1.0,,,,,,,13.0,,6.8,,,,,,1.0,,,5.0,,38.0,30.0,68.0,1,2.0,81.0,3.0,1.0,1.0,
2021-22,9576155,13,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,3.0,,2.0,29.0,13.0,39.0,,1.0,13.0,,,2.0,3.0,,,1.0,11.0,8.0,,,4.0,,,,,,,2.0,,90.0,2.0,,,,,,,19.0,,7.5,,,2.0,,,5.0,4.0,,3.0,,36.0,15.0,47.0,6,2.0,78.0,5.0,3.0,2.0,2.0
2021-22,9576155,13,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,23.0,17.0,40.0,3.0,6.0,6.0,,,1.0,,,,2.0,9.0,8.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,11.0,,6.4,,,1.0,,1.0,5.0,,,,,27.0,17.0,44.0,2,,63.0,2.0,,2.0,
