season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025050,1,43,Manchester_City,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,26.0,27.0,53.0,1.0,2.0,,3.0,,,1.0,,,,1.0,4.0,9.0,,,0.0161824,0.0435,,,0.0,,,,,3.0,1.0,,0.6,5.08,1.33,0.22,3.29,90.0,,,,,,,,14.0,,,7.6,,,1.0,,,6.0,3.0,1.0,,2.0,,28.0,32.0,60.0,,,2,6.0,97.0,3.0,,1.0,4.0
2025-26,14025050,1,43,Manchester_City,Away,934386,248875,Jérémy Doku,jeremy-doku,M,False,,,,14.0,4.0,18.0,,,,1.0,,,,1.0,,,1.0,5.0,2.0,,,0.0179834,,,1.0,0.0,,,,,,,,0.38,3.26,1.03,0.11,2.43,66.0,,,,,,,,11.0,,,6.3,,,,,,,3.0,3.0,,,,15.0,4.0,19.0,,,0,,32.0,3.0,1.0,1.0,
2025-26,14025050,1,43,Manchester_City,Away,945122,465351,Matheus Nunes,matheus-nunes,D,True,,,,3.0,12.0,15.0,,,,2.0,,,,1.0,,,1.0,2.0,2.0,,1.0,0.00075036,,,,0.0,,,,,,,,0.25,1.66,0.56,0.17,0.88,24.0,,,,,,,,3.0,,,6.6,,,,,,3.0,,,,,,4.0,12.0,16.0,,,0,1.0,26.0,,1.0,,1.0
2025-26,14025050,1,43,Manchester_City,Away,954056,465694,Nico González,nico-gonzalez,M,False,,,1.0,50.0,22.0,72.0,2.0,1.0,,4.0,,,2.0,,,,,3.0,11.0,,,0.0463957,0.0514,,1.0,0.0,,,,,1.0,,,0.73,6.05,2.88,0.14,2.59,90.0,,1.0,,,,,,7.0,,,7.7,,,,,,2.0,4.0,,,2.0,,55.0,23.0,78.0,,,2,3.0,98.0,1.0,3.0,4.0,3.0
2025-26,14025050,1,43,Manchester_City,Away,979128,466052,Rayan Cherki,cherki-rayan,M,True,,,,13.0,5.0,18.0,,,,,,,,1.0,,,1.0,2.0,,,,0.0317352,0.0563,0.4493,,0.0,1.0,,,,1.0,,,0.23,1.28,0.63,0.17,0.77,17.0,1.0,,,,,,,3.0,,,7.7,,,,,,,,,,,,15.0,5.0,20.0,,,1,,23.0,,,,
2025-26,14025050,1,43,Manchester_City,Away,980643,432720,James Trafford,james-trafford,G,False,,3.0,2.0,,19.0,19.0,,,,10.0,,,,,,,,,,,,0.00013093,,,,0.0,,0.7363,1.0,,,,,0.04,1.24,0.11,0.0,4.01,90.0,,,,,,,,9.0,,1.0,7.4,3.0,3.0,,,,2.0,,,3.0,10.0,,7.0,21.0,28.0,,,0,,38.0,,,,
2025-26,14025050,1,43,Manchester_City,Away,1065216,477555,Oscar Bobb,oscar-bobb,M,False,,,1.0,20.0,10.0,30.0,,,,4.0,,,,,,,1.0,3.0,4.0,,,0.0668085,,,,1.0,,,,,,2.0,,0.81,5.23,1.77,0.27,3.26,90.0,,,,,,,,7.0,,,7.3,,,,,,,5.0,1.0,,1.0,,22.0,10.0,32.0,,,0,,46.0,1.0,1.0,3.0,
2025-26,14025050,1,43,Manchester_City,Away,1136731,477064,Rico Lewis,rico-lewis,D,False,,,3.0,24.0,21.0,45.0,,,,1.0,1.0,,,,,,,,3.0,,,0.586336,,,,1.0,,,,,2.0,1.0,,0.42,3.99,1.39,0.09,1.97,66.0,,,,,,,,7.0,,,7.7,,,,,,3.0,,1.0,,5.0,,28.0,21.0,49.0,,,0,1.0,66.0,2.0,2.0,,
2025-26,14025050,1,43,Manchester_City,Away,1142703,472769,Nico O'Reilly,nico-o-reilly,D,True,,,,10.0,8.0,18.0,,,,,,,,1.0,,,2.0,3.0,,,,0.00576969,,,,0.0,,,,,,,,0.33,1.89,0.66,0.09,0.83,24.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,,10.0,8.0,18.0,,,0,,21.0,,,,
2025-26,14025050,1,43,Manchester_City,Away,1194333,578153,Abdukodir Khusanov,abdukodir-khusanov,D,True,,,,1.0,3.0,4.0,,,,,,,,,,,,,3.0,,,6.947e-05,,,,0.0,,,,,,,,0.06,0.85,0.2,0.05,0.41,8.0,,,,,,,,,,,7.0,,,,,,,1.0,,,,,1.0,3.0,4.0,,,0,1.0,7.0,,1.0,1.0,1.0
2025-26,14025083,2,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,True,2.0,,,11.0,16.0,27.0,1.0,,,2.0,,,1.0,,,,,2.0,3.0,,,0.11993,0.1401,,,0.0,,,,,1.0,,,,,,,,67.0,,,,,,,,7.0,,,6.3,,,,,,3.0,1.0,2.0,,1.0,,13.0,19.0,32.0,,,1,1.0,49.0,,2.0,,1.0
2025-26,14025083,2,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,1.0,24.0,52.0,76.0,1.0,4.0,,4.0,,,,,,,,1.0,4.0,,,0.0151105,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,11.0,,,6.4,,,,,,7.0,,2.0,,4.0,,27.0,56.0,83.0,,,0,,96.0,2.0,,,
2025-26,14025083,2,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025083,2,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,1.0,17.0,42.0,59.0,2.0,2.0,,2.0,,,,,,,,3.0,4.0,,,0.0106356,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,6.0,,,6.3,,,,,,4.0,1.0,,,3.0,,19.0,45.0,64.0,,,0,2.0,75.0,,,,
2025-26,14025083,2,43,Manchester_City,Home,331209,165809,Bernardo Silva,bernardo-silva,M,True,,,,8.0,9.0,17.0,1.0,,,1.0,,,,4.0,,,2.0,7.0,,,,0.0158259,,,,0.0,,,,,1.0,,,,,,,,36.0,,,,,,,,8.0,,,6.1,,,,,,1.0,,1.0,,,,10.0,9.0,19.0,,,0,,29.0,3.0,,,
2025-26,14025083,2,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,True,,,3.0,8.0,7.0,15.0,,1.0,,4.0,,,,,,,,1.0,4.0,,1.0,0.0220477,0.047,0.0181,1.0,0.0,,,,,,1.0,,,,,,,15.0,1.0,,,,,,,2.0,,,6.9,,,,,,,1.0,,,3.0,,8.0,9.0,17.0,,,1,1.0,21.0,,1.0,1.0,
2025-26,14025083,2,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,6.0,4.0,10.0,,1.0,,3.0,1.0,1.0,,,,,1.0,2.0,2.0,,,0.29862,0.4709,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,8.0,,,6.4,,,1.0,,,1.0,1.0,,,1.0,,9.0,5.0,14.0,,,1,,23.0,3.0,,1.0,
2025-26,14025083,2,43,Manchester_City,Home,859765,209244,Phil Foden,phil-foden,M,True,1.0,,1.0,3.0,5.0,8.0,,,,3.0,,,1.0,,,,,,1.0,,,0.0232277,0.1814,0.0295,,0.0,,,,,,1.0,,,,,,,15.0,1.0,,,,,,,7.0,,,6.6,,,,,,,,5.0,,1.0,,5.0,6.0,11.0,,,2,,20.0,,1.0,,
2025-26,14025083,2,43,Manchester_City,Home,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,7.0,4.0,11.0,,1.0,,1.0,,1.0,,1.0,,,1.0,2.0,4.0,,,0.00963131,0.6473,0.5919,,0.0,,,,,,,,,,,,,54.0,2.0,1.0,,,,,,9.0,,,6.6,,,1.0,,,1.0,1.0,2.0,,,,10.0,4.0,14.0,,,3,1.0,29.0,3.0,1.0,1.0,1.0
2025-26,14025083,2,43,Manchester_City,Home,893549,433036,Tijjani Reijnders,tijjani-reijnders,M,False,,,,27.0,8.0,35.0,,,,4.0,,,1.0,,,,,,2.0,,,0.0390577,0.0416,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,6.7,,,,,,,,3.0,,1.0,,31.0,9.0,40.0,,,1,1.0,49.0,1.0,1.0,,
2025-26,14025083,2,43,Manchester_City,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,3.0,4.0,7.0,,,,2.0,,,,1.0,,,1.0,2.0,,,,0.00217056,,,,0.0,,,,,,,,,,,,,23.0,,,,,,,,1.0,,,6.6,,,,,,,,,,,,3.0,4.0,7.0,,,0,,11.0,,,,
2025-26,14025083,2,43,Manchester_City,Home,934386,248875,Jérémy Doku,jeremy-doku,M,True,,,,9.0,2.0,11.0,1.0,,,1.0,,,,,,,2.0,5.0,1.0,,,0.245773,,,1.0,0.0,,,,,,1.0,,,,,,,36.0,,,,,,,,9.0,,,6.6,,,,,,,2.0,1.0,,,,10.0,2.0,12.0,,,0,,25.0,2.0,,1.0,
2025-26,14025083,2,43,Manchester_City,Home,945122,465351,Matheus Nunes,matheus-nunes,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025083,2,43,Manchester_City,Home,954056,465694,Nico González,nico-gonzalez,M,False,,,1.0,28.0,23.0,51.0,1.0,3.0,,2.0,,,,1.0,,,1.0,4.0,8.0,,,0.0239554,,,1.0,0.0,,,,,,,,,,,,,75.0,,,,,,,,6.0,,,7.0,,,,,,1.0,1.0,,,3.0,,30.0,25.0,55.0,,,0,3.0,65.0,1.0,1.0,1.0,3.0
2025-26,14025083,2,43,Manchester_City,Home,979128,466052,Rayan Cherki,cherki-rayan,M,False,1.0,,1.0,17.0,17.0,34.0,,,,3.0,1.0,,,,,,3.0,6.0,5.0,,,0.439103,,,1.0,0.0,,,,,1.0,1.0,,,,,,,54.0,,,,,,,,14.0,,,7.2,,,,,,,3.0,2.0,,4.0,,24.0,18.0,42.0,,,0,4.0,57.0,,,1.0,1.0
2025-26,14025083,2,43,Manchester_City,Home,980643,432720,James Trafford,james-trafford,G,False,,3.0,4.0,1.0,25.0,26.0,,,,10.0,,,,,,,,,3.0,1.0,,9.578e-05,,,,0.0,,0.0815,,,,,,,,,,,90.0,,,,,,,,11.0,,,6.3,3.0,3.0,,,,3.0,,,4.0,13.0,,10.0,27.0,37.0,,,0,2.0,51.0,,1.0,,1.0
2025-26,14025083,2,43,Manchester_City,Home,1065216,477555,Oscar Bobb,oscar-bobb,M,False,1.0,,1.0,21.0,5.0,26.0,,,,2.0,,,,,,,2.0,6.0,8.0,,,0.212626,,,1.0,0.0,,,,,,2.0,,,,,,,75.0,,,,,,,,10.0,,,7.2,,,,,,,4.0,1.0,,1.0,,22.0,6.0,28.0,,,0,3.0,51.0,3.0,4.0,1.0,2.0
2025-26,14025083,2,43,Manchester_City,Home,1136731,477064,Rico Lewis,rico-lewis,D,False,,,2.0,19.0,24.0,43.0,1.0,,,3.0,,,,1.0,,,3.0,6.0,2.0,,,0.078341,0.0241,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,11.0,,,6.2,,,1.0,,,2.0,,,,4.0,,26.0,24.0,50.0,,,1,2.0,77.0,1.0,,,1.0
2025-26,14025083,2,43,Manchester_City,Home,1142703,472769,Nico O'Reilly,nico-o-reilly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025083,2,43,Manchester_City,Home,1194333,578153,Abdukodir Khusanov,abdukodir-khusanov,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,1.0,22.0,48.0,70.0,,2.0,,5.0,,,,1.0,,,,1.0,2.0,,,0.00957439,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,2.0,,,6.5,,,,,,3.0,,,,1.0,,22.0,50.0,72.0,,,0,,79.0,,,,
2025-26,14025094,3,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,True,,,,2.0,2.0,4.0,1.0,,,,,,,,,,,1.0,,,,0.00052159,,,,0.0,,,,,,,,,,,,,14.0,,1.0,,,,,,,,,6.3,,,,,,,,,,,,2.0,2.0,4.0,,,0,,5.0,,,,
2025-26,14025094,3,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,,,,16.0,28.0,44.0,1.0,,,1.0,,,,,,,1.0,5.0,2.0,,,0.0308426,,,3.0,0.0,,,,,1.0,,,,,,,,72.0,,,,,,,,10.0,,,6.3,,,,,,1.0,,,,2.0,,21.0,31.0,52.0,,,0,1.0,59.0,1.0,1.0,,
2025-26,14025094,3,43,Manchester_City,Away,383560,211975,Manuel Akanji,manuel-akanji,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,8.0,45.0,42.0,87.0,,2.0,,8.0,,,,2.0,,,,3.0,6.0,,,0.16264,0.0255,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,14.0,,,7.5,,,1.0,,,,2.0,,,10.0,,52.0,48.0,100.0,,,1,1.0,108.0,,2.0,1.0,
2025-26,14025094,3,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,3.0,6.0,,4.0,,1.0,,1.0,,,,,,1.0,5.0,,,0.00417895,1.4003,1.0956,1.0,0.0,1.0,,,,,,,,,,,,90.0,3.0,,,,,,,4.0,,,7.2,,,4.0,,,,,,,,,5.0,4.0,9.0,,,7,,20.0,1.0,1.0,,
2025-26,14025094,3,43,Manchester_City,Away,873554,438234,Omar Marmoush,omar-marmoush,F,False,,,,14.0,9.0,23.0,1.0,,,5.0,2.0,,,,,,4.0,7.0,8.0,,,0.444804,0.0546,,1.0,1.0,,,,,1.0,2.0,,,,,,,72.0,,,,,,,,11.0,,,7.9,,,1.0,,,,5.0,,,,,18.0,9.0,27.0,,,1,2.0,47.0,2.0,2.0,4.0,2.0
2025-26,14025094,3,43,Manchester_City,Away,893549,433036,Tijjani Reijnders,tijjani-reijnders,M,False,1.0,,1.0,31.0,23.0,54.0,2.0,,,3.0,,,,,,,1.0,4.0,5.0,,,0.120356,0.0217,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,,10.0,,,6.6,,,1.0,,,1.0,3.0,3.0,,2.0,,37.0,23.0,60.0,,,1,1.0,74.0,,2.0,2.0,1.0
2025-26,14025094,3,43,Manchester_City,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,17.0,9.0,26.0,1.0,1.0,,3.0,,,,3.0,,,,11.0,5.0,,,0.460163,,,4.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,12.0,,,6.1,,,,,,3.0,3.0,1.0,,1.0,,21.0,12.0,33.0,,,0,3.0,61.0,1.0,1.0,,2.0
2025-26,14025094,3,43,Manchester_City,Away,934386,248875,Jérémy Doku,jeremy-doku,M,True,,,,6.0,1.0,7.0,,,,,,,,,,,,2.0,1.0,,,0.0149339,,,1.0,0.0,,,,,,2.0,,,,,,,18.0,,,,,,,,3.0,,,6.5,,,,,,,2.0,,,,,6.0,1.0,7.0,,,0,,11.0,1.0,,1.0,
2025-26,14025094,3,43,Manchester_City,Away,945122,465351,Matheus Nunes,matheus-nunes,D,False,,,,25.0,17.0,42.0,,3.0,,5.0,,,,,,,,,4.0,,,0.0244307,,,1.0,0.0,,,,,1.0,,,,,,,,85.0,,1.0,1.0,,,,,7.0,,,6.7,,,,,,4.0,1.0,,,2.0,,28.0,20.0,48.0,,,0,,61.0,1.0,,1.0,
2025-26,14025094,3,43,Manchester_City,Away,954056,465694,Nico González,nico-gonzalez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,980643,432720,James Trafford,james-trafford,G,False,,1.0,7.0,2.0,30.0,32.0,,1.0,,13.0,,,,,,,,,2.0,,,0.00076961,,,,0.0,,1.0718,1.0,,,,,,,,,,90.0,,,,1.0,,,,10.0,,,8.5,3.0,5.0,,,,1.0,1.0,,1.0,17.0,,9.0,33.0,42.0,,,0,,53.0,,,1.0,
2025-26,14025094,3,43,Manchester_City,Away,1065216,477555,Oscar Bobb,oscar-bobb,M,False,,,,20.0,5.0,25.0,2.0,,,4.0,,1.0,,1.0,,,1.0,7.0,7.0,,,0.177384,0.2996,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,13.0,,,6.7,,,1.0,,,,4.0,1.0,,,,23.0,6.0,29.0,,,1,1.0,55.0,4.0,3.0,3.0,
2025-26,14025094,3,43,Manchester_City,Away,1136731,477064,Rico Lewis,rico-lewis,D,True,,,,4.0,2.0,6.0,,,,,,,,1.0,,,,1.0,1.0,,,0.00090953,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,,,6.3,,,,,,,,,,,,4.0,2.0,6.0,,,0,,7.0,,1.0,,
2025-26,14025094,3,43,Manchester_City,Away,1142703,472769,Nico O'Reilly,nico-o-reilly,D,True,,,,5.0,3.0,8.0,,1.0,,1.0,,,1.0,,,,,1.0,4.0,,,0.00114745,0.0185,,,0.0,,,,,,,,,,,,,18.0,,,,,,,,3.0,,,6.7,,,,,,1.0,2.0,,,,,5.0,4.0,9.0,,,1,2.0,16.0,1.0,,1.0,
2025-26,14025094,3,43,Manchester_City,Away,1194333,578153,Abdukodir Khusanov,abdukodir-khusanov,D,False,,,2.0,25.0,34.0,59.0,1.0,,,1.0,,,,,,,1.0,3.0,6.0,,,0.00939419,,,1.0,0.0,,,,,1.0,,,,,,,,85.0,,,,,,,,9.0,,,6.7,,,,,,1.0,,,,7.0,,29.0,38.0,67.0,,,0,4.0,79.0,,2.0,,2.0
2025-26,14025142,4,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025142,4,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,,9.0,35.0,44.0,2.0,4.0,,1.0,,,,,,,,4.0,4.0,,,0.00488437,,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,5.0,,,7.0,,,,,,7.0,,,,,,12.0,37.0,49.0,,,0,,58.0,,,,
2025-26,14025142,4,43,Manchester_City,Home,331209,165809,Bernardo Silva,bernardo-silva,M,False,1.0,,2.0,9.0,9.0,18.0,1.0,2.0,,7.0,1.0,,,1.0,,,2.0,11.0,5.0,,,0.548563,0.0539,,2.0,1.0,,,,,,2.0,,,,,,,88.0,,,,,,,,13.0,,,6.9,,,1.0,,,,5.0,1.0,,2.0,,10.0,10.0,20.0,,,1,2.0,38.0,3.0,1.0,,2.0
2025-26,14025142,4,43,Manchester_City,Home,824509,204936,Gianluigi Donnarumma,gianluigi-donnarumma,G,False,,,6.0,2.0,15.0,17.0,,1.0,,6.0,,,,,,,,,1.0,,,0.00012469,,,,0.0,,0.1434,,,,,,,,,,,90.0,,,,,,,,13.0,,3.0,7.0,1.0,2.0,,,,3.0,,,,19.0,,11.0,19.0,30.0,,,0,,39.0,,,,
2025-26,14025142,4,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,False,,,4.0,23.0,24.0,47.0,1.0,1.0,,5.0,,,,,,,1.0,2.0,4.0,,,0.0168304,,,,0.0,,,,,1.0,,,,,,,,76.0,,,,,,,,13.0,,,7.0,,,,,,,,,,5.0,,30.0,27.0,57.0,,,0,2.0,65.0,1.0,1.0,,
2025-26,14025142,4,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,7.0,4.0,11.0,,1.0,,2.0,1.0,1.0,,1.0,,,,2.0,3.0,,,0.148344,1.8767,1.2694,,0.0,2.0,,,1.0,,1.0,,,,,,,87.0,3.0,,,,,,,6.0,,,9.4,,,2.0,,,6.0,3.0,,,,,10.0,4.0,14.0,,,5,,31.0,2.0,,2.0,
2025-26,14025142,4,43,Manchester_City,Home,859765,209244,Phil Foden,phil-foden,M,False,,,4.0,22.0,24.0,46.0,3.0,,,11.0,,,,,,,,5.0,2.0,,,0.032859,0.2691,0.7249,,0.0,1.0,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,,12.0,,,7.6,,,1.0,,,,3.0,1.0,,8.0,,28.0,26.0,54.0,,,2,1.0,66.0,1.0,,1.0,1.0
