season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090088,9,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,10.0,4.0,14.0,2.0,1.0,2.0,,,3.0,,,,1.0,4.0,3.0,,,,,1.0,,,,1.0,45.0,1.0,,,,,,,,10.0,,7.1,,,,,3.0,,,,,16.0,5.0,21.0,4,,31.0,1.0,,2.0,
2016-17,7090085,10,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,1.0,,1.0,34.0,19.0,52.0,1.0,,9.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,83.0,,,,,,,,,7.0,,7.3,,,,,,2.0,,1.0,,41.0,19.0,58.0,1,1.0,67.0,,,,
2016-17,7090085,10,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,,,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,1.0,,6.5,,,,,,1.0,,1.0,,5.0,,4.0,0,,5.0,,,,
2016-17,7090085,10,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,False,,1.0,3.0,,35.0,35.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,9.0,1.0,7.1,,1.0,,2.0,,,2.0,12.0,,8.0,36.0,44.0,0,,52.0,,,,
2016-17,7090085,10,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,4.0,54.0,38.0,92.0,4.0,1.0,2.0,,,,3.0,,,2.0,9.0,5.0,,,,,,,,1.0,2.0,90.0,1.0,1.0,,,,,,,11.0,,7.2,,,,1.0,,,,6.0,,61.0,38.0,99.0,1,3.0,113.0,,1.0,,1.0
2016-17,7090085,10,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,30.0,4.0,34.0,,,3.0,,,2.0,,,,1.0,3.0,9.0,,,,,2.0,,,,2.0,90.0,2.0,,,,,,,,14.0,,9.3,,,1.0,,9.0,,,,1.0,36.0,5.0,41.0,5,1.0,63.0,3.0,1.0,7.0,1.0
2016-17,7090085,10,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,6.0,39.0,23.0,62.0,,,4.0,,,,2.0,,,1.0,7.0,3.0,,,3.0,,,,,1.0,,90.0,,,,,,,,,12.0,,6.7,,,,4.0,2.0,,,14.0,,47.0,24.0,71.0,0,,87.0,,2.0,1.0,
2016-17,7090085,10,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,False,,,,39.0,21.0,60.0,2.0,2.0,1.0,,,,,,,,5.0,6.0,,,3.0,,,,,1.0,,90.0,,,,,,,,,9.0,,7.0,,,1.0,3.0,,,,1.0,,43.0,24.0,67.0,1,1.0,87.0,1.0,3.0,,1.0
2016-17,7090085,10,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,1.0,,,38.0,16.0,53.0,,,7.0,1.0,,2.0,1.0,,,1.0,2.0,2.0,,,,1.0,2.0,,,,4.0,90.0,2.0,,,,,,,,11.0,,9.3,,,,,,5.0,,,,46.0,17.0,58.0,4,1.0,74.0,1.0,1.0,,1.0
2016-17,7090085,10,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,True,1.0,,1.0,7.0,1.0,7.0,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,22.0,,,,,,,,,2.0,,7.0,,,,1.0,,2.0,,1.0,,9.0,1.0,8.0,0,,12.0,,,,
2016-17,7090085,10,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,3.0,24.0,48.0,72.0,1.0,3.0,1.0,,,,,,,,2.0,8.0,,,1.0,,,,,2.0,,90.0,,,,,,,,,10.0,,7.3,,,,3.0,1.0,,,9.0,,30.0,52.0,82.0,0,1.0,92.0,,3.0,1.0,1.0
2016-17,7090085,10,43,Manchester_City,Away,123977,86173,Nolito,nolito,M,False,1.0,,3.0,22.0,9.0,30.0,,1.0,2.0,1.0,1.0,3.0,1.0,,,,2.0,4.0,,,1.0,,,,,,1.0,68.0,1.0,,,,,,,,6.0,,7.0,,,,,1.0,1.0,,5.0,1.0,28.0,9.0,36.0,4,1.0,46.0,,1.0,1.0,1.0
2016-17,7090085,10,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,22.0,6.0,28.0,,2.0,3.0,,,1.0,1.0,,,2.0,6.0,5.0,,,2.0,,,,,,2.0,77.0,2.0,,,,,,,,11.0,,6.6,,,1.0,,3.0,2.0,,1.0,1.0,27.0,7.0,32.0,4,1.0,48.0,1.0,1.0,1.0,
2016-17,7090085,10,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,3.0,19.0,49.0,68.0,,1.0,3.0,,1.0,,1.0,,,,1.0,3.0,,,,,,,,3.0,1.0,90.0,,,,,,,,,2.0,,7.5,,,1.0,5.0,1.0,,,3.0,,20.0,49.0,69.0,1,,81.0,1.0,1.0,1.0,
2016-17,7090085,10,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,43,Manchester_City,Away,796047,178871,Aleix García,aleix-garcia,M,True,,,,4.0,2.0,6.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,7.0,,,,,,,,,,,6.7,,,,,,,,,,4.0,2.0,6.0,0,,8.0,,2.0,,
2016-17,7090083,11,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,,,4.0,55.0,17.0,72.0,1.0,,9.0,,,,,,,,1.0,1.0,,,,,,,,3.0,2.0,90.0,,,,,,,,,14.0,,7.1,,,,1.0,,,,10.0,,62.0,22.0,84.0,0,1.0,105.0,,,,1.0
2016-17,7090083,11,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,,2.0,66.0,6.0,71.0,2.0,1.0,6.0,,,1.0,5.0,,,1.0,10.0,5.0,,,,,,,,,4.0,90.0,1.0,1.0,,,,,,,13.0,,6.7,,,,1.0,3.0,6.0,,2.0,1.0,76.0,6.0,76.0,2,,96.0,,3.0,1.0,
2016-17,7090083,11,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,,41.0,6.0,47.0,,2.0,1.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,,12.0,,6.7,,,,1.0,1.0,1.0,,4.0,,49.0,8.0,56.0,0,2.0,70.0,1.0,1.0,,2.0
2016-17,7090083,11,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,2.0,,,38.0,7.0,43.0,1.0,,4.0,1.0,,,3.0,,,2.0,6.0,1.0,,,,,,,1.0,1.0,3.0,86.0,,,,,,,,,17.0,,6.7,,,1.0,,,11.0,,2.0,2.0,53.0,7.0,49.0,1,1.0,67.0,,,,1.0
2016-17,7090083,11,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,False,,,1.0,1.0,10.0,11.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,2.0,,6.5,1.0,2.0,,,,,,3.0,,3.0,10.0,13.0,0,,16.0,,,,
2016-17,7090083,11,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,8.0,65.0,24.0,89.0,3.0,3.0,6.0,,,1.0,,,,,5.0,9.0,,1.0,2.0,,,,,2.0,1.0,90.0,1.0,,,,,,,,15.0,,8.2,,,2.0,2.0,1.0,,,11.0,,75.0,27.0,102.0,4,2.0,121.0,,3.0,1.0,1.0
2016-17,7090083,11,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,1.0,13.0,2.0,15.0,,1.0,2.0,,1.0,2.0,1.0,,,2.0,7.0,8.0,,,2.0,,1.0,,,,3.0,89.0,4.0,,,,,,,,12.0,,7.9,,,2.0,,7.0,,,1.0,1.0,16.0,2.0,18.0,8,1.0,42.0,3.0,1.0,5.0,
2016-17,7090083,11,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,8.0,29.0,36.0,65.0,1.0,4.0,4.0,,,,1.0,,,,2.0,7.0,,,,,,,,1.0,,90.0,1.0,,,,,,,,7.0,,7.4,,,1.0,4.0,,,,14.0,,35.0,37.0,72.0,2,2.0,82.0,,1.0,,1.0
2016-17,7090083,11,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,,,,27.0,8.0,35.0,3.0,1.0,5.0,,,1.0,2.0,,,1.0,8.0,5.0,,,1.0,,,,,3.0,,75.0,,,,,,,,,17.0,,6.7,,,2.0,1.0,2.0,1.0,,1.0,,34.0,9.0,42.0,3,2.0,63.0,6.0,1.0,1.0,2.0
2016-17,7090083,11,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,4.0,,1.0,37.0,6.0,39.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,,,3.0,7.0,7.0,,,1.0,1.0,,,,2.0,6.0,90.0,,,,,,,,,18.0,,7.6,,,2.0,,4.0,13.0,,1.0,,50.0,7.0,44.0,4,2.0,79.0,,1.0,3.0,2.0
2016-17,7090083,11,43,Manchester_City,Home,123977,86173,Nolito,nolito,M,True,,,,4.0,3.0,7.0,1.0,,2.0,,,,2.0,,,,3.0,2.0,,,,,,,,,,15.0,,,,,,,,,3.0,,6.6,,,,,1.0,1.0,,,1.0,7.0,3.0,9.0,0,,13.0,,1.0,1.0,
2016-17,7090083,11,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,3.0,28.0,26.0,54.0,1.0,3.0,10.0,,,,,,,1.0,2.0,11.0,,,,,,,,,,90.0,,,,,,,,,6.0,,7.5,,,1.0,4.0,5.0,,,6.0,,31.0,28.0,59.0,1,2.0,73.0,,1.0,5.0,1.0
2016-17,7090083,11,43,Manchester_City,Home,293519,182156,Leroy Sané,leroy-sane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2016-17,7090083,11,43,Manchester_City,Home,788216,170154,Pablo Maffeo,pablo-maffeo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,43,Manchester_City,Home,796047,178871,Aleix García,aleix-garcia,M,True,,,,3.0,2.0,5.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,4.0,,,,,,,,,1.0,,6.4,,,,,,,,,,3.0,3.0,6.0,0,,8.0,,1.0,,
2016-17,7090129,12,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,1.0,14.0,28.0,42.0,5.0,3.0,2.0,,,,,,,,5.0,6.0,,,,,,,,2.0,,90.0,,,,,,,,,9.0,,7.0,,,,10.0,,2.0,,3.0,,20.0,30.0,48.0,0,2.0,75.0,,1.0,,2.0
2016-17,7090129,12,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,3.0,3.0,9.0,12.0,1.0,1.0,4.0,,,,,,,1.0,3.0,3.0,,,2.0,,,,,,,37.0,,,,,,,,,8.0,,6.7,,,,3.0,1.0,,,9.0,,6.0,13.0,19.0,0,1.0,25.0,,,1.0,1.0
2016-17,7090129,12,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,True,,,,7.0,5.0,12.0,,,2.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,23.0,,,,,,,,,2.0,,6.3,,,,,,,,1.0,,8.0,5.0,13.0,0,,15.0,,1.0,,
2016-17,7090129,12,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,10.0,5.0,15.0,1.0,3.0,2.0,,,,1.0,,,2.0,4.0,5.0,,,,,,,,,,53.0,,,,,,,,,12.0,,6.3,,,,3.0,1.0,1.0,,3.0,,17.0,8.0,24.0,0,,44.0,,1.0,1.0,
2016-17,7090129,12,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090129,12,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,False,,3.0,3.0,1.0,15.0,16.0,,,10.0,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,,,,14.0,,6.6,1.0,1.0,,,,,3.0,17.0,,12.0,18.0,30.0,0,,38.0,,,,
2016-17,7090129,12,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,1.0,,4.0,21.0,22.0,42.0,2.0,1.0,10.0,,,,1.0,,,,6.0,5.0,,,3.0,,,,,2.0,,90.0,,2.0,,,,,,,16.0,,7.1,,,,2.0,,1.0,,11.0,,31.0,27.0,57.0,0,2.0,71.0,,2.0,,2.0
2016-17,7090129,12,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,6.0,27.0,16.0,43.0,2.0,,6.0,,,,1.0,,,1.0,6.0,4.0,,,2.0,,2.0,,,,,90.0,2.0,,,,,,,,7.0,,8.3,,,,2.0,2.0,,,7.0,,30.0,19.0,49.0,2,1.0,58.0,,1.0,2.0,1.0
2016-17,7090129,12,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,11.0,6.0,17.0,1.0,,3.0,,,1.0,,,,1.0,3.0,2.0,,,2.0,,,,,,,86.0,1.0,,,,,,,,9.0,,6.9,,,2.0,1.0,1.0,,,,1.0,13.0,8.0,21.0,4,1.0,34.0,4.0,,1.0,1.0
2016-17,7090129,12,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,,3.0,15.0,12.0,26.0,2.0,5.0,6.0,,,,1.0,,,,5.0,11.0,,,2.0,,,,,1.0,1.0,90.0,1.0,,,,,,,,17.0,,7.4,,,,6.0,1.0,2.0,,9.0,,24.0,18.0,40.0,1,3.0,68.0,1.0,2.0,1.0,3.0
2016-17,7090129,12,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,True,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,3.0,,6.6,,,,,,,,,,1.0,3.0,4.0,0,1.0,5.0,,,,1.0
2016-17,7090129,12,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090129,12,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,4.0,,5.0,30.0,6.0,32.0,,1.0,10.0,2.0,,,3.0,,,2.0,9.0,4.0,,,1.0,1.0,,,,2.0,4.0,90.0,,,,,,,,,22.0,,7.3,,,2.0,,3.0,9.0,,6.0,,43.0,7.0,41.0,2,1.0,68.0,2.0,2.0,,1.0
2016-17,7090129,12,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,3.0,11.0,23.0,34.0,3.0,5.0,2.0,,,,2.0,,,,5.0,6.0,,,,,,,,,,90.0,,,,,,,,,10.0,,6.4,,,,9.0,,,,9.0,,20.0,24.0,44.0,0,,55.0,,1.0,,
2016-17,7090129,12,43,Manchester_City,Away,123977,86173,Nolito,nolito,M,False,,,,10.0,5.0,15.0,1.0,,7.0,,,,,,,3.0,8.0,4.0,,,1.0,1.0,,,,1.0,2.0,67.0,,,,,,,,,14.0,,6.6,,,,2.0,4.0,3.0,,2.0,,16.0,6.0,19.0,0,3.0,39.0,1.0,,1.0,3.0
2016-17,7090129,12,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,23.0,7.0,30.0,1.0,,4.0,,1.0,,1.0,,,6.0,13.0,7.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,,,,24.0,,5.9,,,1.0,1.0,9.0,4.0,,1.0,,34.0,8.0,38.0,1,,67.0,2.0,1.0,6.0,
2016-17,7090129,12,43,Manchester_City,Away,293519,182156,Leroy Sané,leroy-sane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090129,12,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090132,13,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,,,,21.0,10.0,31.0,1.0,2.0,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,1.0,1.0,90.0,,,,,,,,,10.0,,6.5,,,,7.0,,1.0,,4.0,,29.0,11.0,39.0,0,,58.0,,,,
2016-17,7090132,13,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,3.0,21.0,38.0,59.0,2.0,2.0,7.0,,,1.0,,,,,2.0,3.0,,,,,,,,,1.0,90.0,,,,,,,,,7.0,,6.7,,,,5.0,,2.0,,5.0,,24.0,41.0,63.0,1,,84.0,1.0,1.0,,
2016-17,7090132,13,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090132,13,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090132,13,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,,,,3.0,,3.0,,,2.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,5.0,,4.0,0,,6.0,,,,
2016-17,7090132,13,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,False,,1.0,6.0,1.0,23.0,24.0,,,21.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,,22.0,1.0,7.0,3.0,4.0,,1.0,,,1.0,28.0,,20.0,26.0,46.0,0,,59.0,,,,
2016-17,7090132,13,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,2.0,26.0,11.0,37.0,1.0,3.0,6.0,1.0,,1.0,2.0,,,3.0,9.0,9.0,,,3.0,1.0,,,,2.0,3.0,90.0,,1.0,,,,,,,14.0,,7.6,,,1.0,3.0,1.0,,,3.0,,32.0,16.0,48.0,2,3.0,67.0,,2.0,1.0,3.0
2016-17,7090132,13,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,1.0,35.0,9.0,44.0,4.0,1.0,1.0,,,1.0,2.0,,,3.0,10.0,2.0,,,1.0,,,,1.0,,2.0,90.0,,1.0,,,,,,,13.0,,6.7,,,3.0,3.0,1.0,1.0,,1.0,,40.0,9.0,48.0,4,,70.0,4.0,,1.0,
2016-17,7090132,13,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,1.0,17.0,6.0,23.0,,,4.0,,,2.0,,,,1.0,5.0,,,,2.0,,2.0,,,,1.0,89.0,4.0,,,,,,,,14.0,,8.0,,,1.0,,2.0,1.0,,1.0,3.0,22.0,8.0,29.0,7,,46.0,2.0,,,
2016-17,7090132,13,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,3.0,13.0,35.0,48.0,2.0,3.0,2.0,,,1.0,,,,,2.0,3.0,,,,,,,,,,90.0,,1.0,,,,,,,16.0,,6.8,,,,8.0,,,,14.0,,27.0,37.0,64.0,1,,74.0,,,,
2016-17,7090132,13,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,False,,,3.0,23.0,28.0,51.0,1.0,4.0,8.0,,,,,,,,1.0,10.0,,,,,,,,2.0,,90.0,,,,,,,,,12.0,,7.7,,,,6.0,,,,6.0,,27.0,34.0,61.0,0,5.0,80.0,2.0,1.0,,5.0
2016-17,7090132,13,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090132,13,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,True,,,2.0,6.0,3.0,9.0,,,4.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,12.0,,,,,,,,,4.0,,6.4,,,,,,,,2.0,,8.0,4.0,12.0,0,,14.0,,,,
2016-17,7090132,13,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,2.0,12.0,37.0,49.0,8.0,12.0,5.0,1.0,,,,,,,9.0,15.0,,,2.0,1.0,,,,2.0,1.0,90.0,,1.0,,,,,,,9.0,,8.1,,,,19.0,1.0,,,3.0,,15.0,40.0,55.0,0,3.0,85.0,1.0,,,1.0
2016-17,7090132,13,43,Manchester_City,Away,123977,86173,Nolito,nolito,M,False,,,1.0,20.0,10.0,30.0,3.0,2.0,1.0,,,1.0,,,,,5.0,4.0,,,2.0,,,,,,3.0,78.0,1.0,,,,,,,,11.0,,7.1,,,2.0,1.0,,4.0,,1.0,,30.0,11.0,37.0,4,2.0,48.0,,,,1.0
2016-17,7090132,13,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,19.0,4.0,22.0,1.0,,3.0,,,1.0,,,,1.0,4.0,3.0,,,3.0,,,,,1.0,5.0,57.0,,,,,,,,,12.0,,6.6,,,,,,8.0,,,,28.0,4.0,24.0,1,,41.0,2.0,3.0,,
2016-17,7090132,13,43,Manchester_City,Away,293519,182156,Leroy Sané,leroy-sane,M,True,,,,11.0,2.0,13.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,33.0,,,,,,,,,3.0,,6.7,,,1.0,,,,,,,13.0,2.0,15.0,1,,17.0,1.0,,,
2016-17,7090132,13,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090091,14,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,1.0,,2.0,12.0,4.0,15.0,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,21.0,,,,,,,,,4.0,,5.9,,,,,1.0,2.0,,2.0,,14.0,5.0,17.0,0,,22.0,,,,
2016-17,7090091,14,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090091,14,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,,,35.0,9.0,43.0,,,3.0,,,1.0,1.0,,,3.0,8.0,4.0,,,1.0,,,,,1.0,2.0,90.0,1.0,,,,,,,,18.0,,6.9,,,,,5.0,5.0,,,,45.0,10.0,50.0,2,1.0,71.0,1.0,1.0,2.0,1.0
2016-17,7090091,14,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090091,14,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,2.0,29.0,12.0,40.0,1.0,1.0,6.0,1.0,,,,,,2.0,4.0,4.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,,17.0,,6.7,,,,,1.0,7.0,,4.0,,39.0,14.0,46.0,0,2.0,76.0,2.0,,1.0,2.0
2016-17,7090091,14,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,False,,,3.0,1.0,16.0,17.0,,,6.0,,,,1.0,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,8.0,,5.9,1.0,1.0,,,,,1.0,11.0,,6.0,19.0,25.0,0,,30.0,,,,
2016-17,7090091,14,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,2.0,39.0,17.0,56.0,1.0,1.0,8.0,,,,4.0,,,2.0,8.0,4.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,,13.0,,6.2,,,,2.0,2.0,1.0,,7.0,1.0,46.0,18.0,63.0,0,,79.0,2.0,1.0,2.0,
2016-17,7090091,14,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,True,,,2.0,8.0,3.0,11.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,14.0,,,,,,,,,2.0,,6.6,,,1.0,,,2.0,,2.0,,10.0,3.0,11.0,1,,14.0,,,,
2016-17,7090091,14,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,7.0,11.0,18.0,1.0,,4.0,,2.0,1.0,1.0,,,,4.0,2.0,,,1.0,,,,,1.0,,90.0,3.0,,,,,,,,10.0,,6.3,,,2.0,,2.0,2.0,,,1.0,12.0,12.0,22.0,6,1.0,38.0,1.0,,1.0,1.0
