playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,overruns,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,successfulLaunches,shotsBlockedInBox,oboxTarget,redCards2ndYellow,unsuccessfulCrossesAndCorners,iboxBlocked,cornersWon,clearancesOffTheLine,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,offsides,throwInsToOppositionPlayer,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,foulWonPenalty,cornersTakenInclShortCorners,homeGoals,penaltiesTaken,headedGoals,penaltyGoals,goalKicks,gkSuccessfulDistribution,ownGoalScored,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeFromInsideBox,lastPlayerTackle,setPiecesGoals,penaltiesConceded,savesMadeCaught,penaltiesFaced,punches,savesMadeParried,drops,crossesNotClaimed,secondGoalAssists,otherGoals
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2022-23,164.0,0.9539,54.0,0.0,9.0,1.6148,66.0,19.0,3.0,149.0,34.0,9.0,28.0,30.0,209.0,854.0,4.0,70.0,4.0,2.0,2546.0,2.0,44.0,155.0,4.0,52.0,129.0,618.0,52.0,3.0,37.4478,17.0,35.0,38.0,120.0,153.0,33.0,0.0,319.0,31.0,303.0,149.0,34.0,20.0,19.0,348.0,34.0,52.0,249.0,26.0,0.0,838.0,10.0,321.0,46.0,30.0,8.0,208.0,51.0,23.0,27.0,190.0,1307.0,19.0,19.0,29.0,298.0,35.0,3.2155,7.0,60.0,66.0,1.0,9.0,1.0,1.0,15.0,3.0,4.0,1.0,1.0,4.0,6.0,4.0,,15.0,6.0,10.0,,1.0,3.0,3.0,,5.0,3.0,2.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,C Palace,31,Denmark,2022-23,84.0,0.9914,23.0,0.0,9.0,2.1648,42.0,20.0,4.0,137.0,32.0,,20.0,32.0,393.0,1940.0,,121.0,8.0,7.0,2783.0,7.0,34.0,150.0,3.0,28.0,63.0,1347.0,39.0,2.0,34.7428,12.0,187.0,37.0,50.0,324.0,16.0,0.0,234.0,15.0,782.0,180.0,32.0,20.0,4.0,502.0,34.0,7.0,113.0,87.0,0.0,1830.0,11.0,426.0,22.0,5.0,13.0,724.0,27.0,24.0,200.0,110.0,2345.0,13.0,2.0,61.0,1046.0,12.0,1.7889,8.0,256.0,95.0,1.0,2.0,,,9.0,,1.0,1.0,,13.0,2.0,1.0,,9.0,2.0,6.0,1.0,,,,2.0,,1.0,1.0,,,,1.0,1.0,,0.0249,,1.0,0.0,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
487818,Joe Whitworth,Goalkeeper,C Palace,31,England,2022-23,,0.0005,,0.0,,,,,,1.0,2.0,,,2.0,22.0,75.0,,,,,180.0,,,,,,,40.0,,,2.3421,,1.0,5.0,,19.0,,0.0,,,36.0,14.0,2.0,,,3.0,5.0,,,,0.0,54.0,,22.0,,,,20.0,,,13.0,,91.0,,,8.0,50.0,,,0.0,21.0,9.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,,1.0,5.0,1.0,2.0,6.0,3.0,,,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2022-23,90.0,0.813,30.0,0.0,2.0,0.8253,50.0,3.0,,153.0,28.0,1.0,18.0,24.0,246.0,1002.0,4.0,97.0,7.0,1.0,2255.0,1.0,39.0,126.0,3.0,45.0,68.0,720.0,21.0,3.0,31.5516,9.0,77.0,35.0,51.0,88.0,11.0,0.0,216.0,16.0,519.0,116.0,28.0,14.0,1.0,382.0,32.0,11.0,119.0,58.0,0.0,978.0,1.0,338.0,36.0,7.0,16.0,234.0,29.0,25.0,36.0,161.0,1510.0,157.0,2.0,40.0,382.0,11.0,1.0664,6.0,93.0,83.0,8.0,5.0,,,28.0,2.0,,8.0,,8.0,3.0,,,28.0,3.0,4.0,,,2.0,,,27.0,1.0,1.0,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
461382,John-Kymani Gordon,Forward,C Palace,31,England,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80146,Jordan Ayew,Forward,C Palace,31,Ghana,2022-23,313.0,2.5883,90.0,0.0,11.0,3.0057,66.0,22.0,5.0,144.0,38.0,27.0,39.0,31.0,160.0,821.0,7.0,143.0,6.0,4.0,2720.0,4.0,92.0,273.0,4.0,65.0,222.0,655.0,106.0,4.0,38.5636,28.0,30.0,41.0,221.0,141.0,90.0,2.0,586.0,31.0,193.0,166.0,38.0,25.0,59.0,434.0,37.0,142.0,443.0,51.0,0.0,817.0,11.0,457.0,41.0,67.0,4.0,192.0,48.0,15.0,6.0,295.0,1550.0,5.0,14.0,9.0,237.0,29.0,3.1559,5.0,16.0,37.0,10.0,10.0,9.0,3.0,33.0,,3.0,10.0,2.0,2.0,10.0,3.0,,33.0,10.0,25.0,,1.0,,2.0,4.0,4.0,4.0,3.0,,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
530318,Kaden Rodney,Midfielder,C Palace,31,England,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532135,Killian Phillips,Midfielder,C Palace,31,Ireland,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422287,Kofi Balmer,Defender,C Palace,31,Northern Ireland,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,C Palace,31,Serbia,2022-23,32.0,0.222,16.0,0.0,,,13.0,5.0,,32.0,18.0,3.0,9.0,5.0,48.0,252.0,13.0,15.0,1.0,,504.0,,9.0,23.0,,9.0,17.0,192.0,1.0,,5.922,2.0,10.0,7.0,23.0,72.0,3.0,0.0,55.0,9.0,90.0,34.0,18.0,6.0,,99.0,7.0,6.0,40.0,6.0,0.0,245.0,5.0,63.0,7.0,1.0,4.0,57.0,15.0,12.0,12.0,33.0,336.0,1.0,4.0,9.0,107.0,7.0,0.3362,2.0,16.0,19.0,1.0,2.0,,,2.0,2.0,,2.0,,2.0,,,,4.0,,1.0,,,2.0,1.0,,,,,,,,1.0,1.0,2.0,0.053,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
450541,Luke Plange,Forward,C Palace,31,England,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450535,Malcolm Ebiowei,Forward,C Palace,31,England,2022-23,4.0,0.0075,,0.0,,,1.0,,,2.0,3.0,,,,2.0,7.0,3.0,,,,31.0,,,4.0,,4.0,4.0,4.0,2.0,,0.2368,,,1.0,4.0,,1.0,0.0,8.0,2.0,2.0,,3.0,,3.0,3.0,1.0,3.0,8.0,,0.0,7.0,,13.0,1.0,2.0,,2.0,,,1.0,3.0,24.0,,,,2.0,,,0.0,,1.0,,,,,3.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,C Palace,31,England,2022-23,93.0,0.8412,73.0,0.0,6.0,1.017,52.0,11.0,3.0,138.0,37.0,,35.0,37.0,320.0,2201.0,,97.0,8.0,5.0,3329.0,5.0,43.0,160.0,4.0,33.0,106.0,1729.0,29.0,4.0,41.4258,10.0,132.0,46.0,50.0,848.0,40.0,0.0,253.0,21.0,832.0,241.0,37.0,25.0,3.0,586.0,42.0,10.0,156.0,54.0,0.0,2124.0,5.0,353.0,27.0,14.0,24.0,386.0,24.0,45.0,152.0,135.0,2630.0,2.0,1.0,59.0,1295.0,10.0,1.4371,8.0,182.0,127.0,,3.0,1.0,,,,,,,9.0,3.0,,,,3.0,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0,,,,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,
443661,Michael Olise,Midfielder,C Palace,31,France,2022-23,206.0,6.4406,61.0,0.0,14.0,2.5801,58.0,29.0,4.0,213.0,37.0,19.0,27.0,31.0,250.0,1158.0,6.0,57.0,4.0,3.0,2756.0,3.0,39.0,202.0,2.0,94.0,184.0,859.0,87.0,4.0,36.7993,61.0,13.0,38.0,167.0,107.0,69.0,1.0,408.0,45.0,311.0,165.0,37.0,24.0,57.0,651.0,36.0,103.0,351.0,18.0,0.0,1092.0,15.0,635.0,34.0,58.0,1.0,407.0,28.0,26.0,49.0,333.0,2011.0,16.0,14.0,10.0,318.0,15.0,2.8635,2.0,37.0,56.0,21.0,22.0,12.0,11.0,76.0,12.0,9.0,61.0,,4.0,10.0,9.0,,181.0,10.0,44.0,,2.0,12.0,,7.0,2.0,2.0,1.0,30.0,,2.0,7.0,7.0,79.0,0.3353,,127.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
466117,Naouirou Ahamada,Midfielder,C Palace,31,France,2022-23,7.0,0.0271,4.0,0.0,,,3.0,3.0,,6.0,8.0,,1.0,,7.0,44.0,8.0,1.0,,,87.0,,1.0,4.0,,2.0,4.0,36.0,4.0,1.0,2.0149,1.0,,2.0,6.0,6.0,,0.0,11.0,2.0,11.0,8.0,8.0,1.0,1.0,21.0,2.0,2.0,10.0,,0.0,43.0,3.0,17.0,2.0,1.0,,19.0,2.0,,1.0,8.0,66.0,,,,16.0,1.0,0.1546,1.0,1.0,2.0,,,1.0,,2.0,,,,,1.0,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,C Palace,31,England,2022-23,45.0,0.6081,28.0,0.0,,,27.0,,,83.0,22.0,,20.0,19.0,127.0,660.0,3.0,24.0,2.0,,1642.0,,18.0,46.0,3.0,30.0,40.0,515.0,4.0,1.0,19.2983,7.0,27.0,23.0,27.0,67.0,8.0,0.0,91.0,18.0,308.0,81.0,22.0,11.0,5.0,272.0,20.0,8.0,67.0,6.0,0.0,653.0,,199.0,16.0,5.0,4.0,153.0,10.0,19.0,18.0,132.0,996.0,116.0,5.0,21.0,266.0,8.0,,3.0,44.0,54.0,5.0,,1.0,,16.0,,,5.0,1.0,7.0,,,,16.0,,1.0,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199670,Odsonne Édouard,Forward,C Palace,31,France,2022-23,187.0,0.7949,67.0,0.0,15.0,6.2562,25.0,26.0,1.0,107.0,35.0,27.0,26.0,20.0,111.0,406.0,15.0,118.0,,6.0,1805.0,6.0,77.0,101.0,1.0,24.0,60.0,294.0,104.0,3.0,22.7819,15.0,22.0,25.0,110.0,107.0,17.0,1.0,288.0,12.0,96.0,55.0,35.0,12.0,28.0,192.0,24.0,79.0,170.0,41.0,0.0,386.0,11.0,257.0,13.0,18.0,5.0,82.0,28.0,3.0,1.0,121.0,751.0,,18.0,2.0,103.0,13.0,4.1815,3.0,4.0,17.0,,13.0,1.0,2.0,4.0,,4.0,,4.0,,13.0,4.0,,4.0,13.0,11.0,,1.0,,2.0,13.0,,5.0,2.0,,1.0,3.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
515496,Owen Goodman,Goalkeeper,C Palace,31,Canada,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101982,Sam Johnstone,Goalkeeper,C Palace,31,England,2022-23,1.0,0.0036,,0.0,,,,,,1.0,9.0,,,9.0,72.0,238.0,,3.0,3.0,,810.0,,,3.0,,,,126.0,,2.0,10.0257,,12.0,10.0,1.0,46.0,,0.0,4.0,,119.0,62.0,9.0,,,19.0,10.0,,1.0,3.0,0.0,166.0,,74.0,,,,73.0,1.0,,40.0,,322.0,,,13.0,147.0,1.0,,1.0,71.0,15.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,70.0,,2.0,26.0,1.0,13.0,17.0,12.0,,,1.0,1.0,2.0,7.0,7.0,,,,
501468,Tayo Adaramola,Defender,C Palace,31,Ireland,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,C Palace,31,England,2022-23,110.0,1.248,67.0,1.0,1.0,0.8553,71.0,3.0,,227.0,36.0,,31.0,34.0,331.0,1198.0,2.0,51.0,6.0,1.0,2896.0,1.0,26.0,124.0,4.0,103.0,99.0,834.0,35.0,4.0,34.9587,13.0,66.0,38.0,84.0,320.0,10.0,0.0,234.0,37.0,619.0,186.0,36.0,22.0,9.0,449.0,34.0,26.0,183.0,25.0,1.0,1164.0,2.0,516.0,49.0,18.0,11.0,60.0,33.0,42.0,33.0,199.0,1979.0,273.0,6.0,50.0,430.0,22.0,0.6345,5.0,104.0,138.0,12.0,3.0,,2.0,58.0,,,12.0,,13.0,3.0,,,58.0,3.0,17.0,,,,,2.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
40836,Vicente Guaita,Goalkeeper,C Palace,31,Spain,2022-23,1.0,0.0159,,0.0,,,,,,2.0,27.0,,,27.0,228.0,701.0,,11.0,6.0,,2430.0,,1.0,14.0,4.0,,4.0,322.0,,2.0,32.6571,,26.0,34.0,,144.0,3.0,0.0,15.0,,372.0,224.0,27.0,,,73.0,30.0,,4.0,10.0,0.0,409.0,,236.0,,,,185.0,1.0,,151.0,,992.0,,,76.0,400.0,,,1.0,226.0,60.0,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,279.0,,25.0,85.0,6.0,22.0,67.0,62.0,,,,6.0,2.0,17.0,9.0,1.0,1.0,,
82403,Wilfried Zaha,Forward,C Palace,31,Cote d’Ivoire,2022-23,212.0,2.9525,104.0,0.0,22.0,6.0082,31.0,40.0,3.0,104.0,27.0,20.0,37.0,27.0,113.0,604.0,,22.0,3.0,11.0,2294.0,11.0,16.0,173.0,3.0,45.0,167.0,483.0,161.0,1.0,28.2673,24.0,6.0,34.0,196.0,252.0,77.0,2.0,385.0,20.0,112.0,97.0,27.0,11.0,63.0,349.0,31.0,146.0,363.0,6.0,0.0,589.0,18.0,396.0,20.0,59.0,1.0,48.0,35.0,16.0,8.0,192.0,1232.0,5.0,6.0,5.0,148.0,18.0,6.6683,5.0,9.0,18.0,6.0,26.0,7.0,2.0,33.0,6.0,4.0,6.0,6.0,1.0,20.0,4.0,,33.0,20.0,23.0,,3.0,6.0,1.0,14.0,,7.0,2.0,,5.0,2.0,,,,,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,
108413,Will Hughes,Midfielder,C Palace,31,England,2022-23,53.0,0.6548,23.0,0.0,4.0,1.0169,29.0,4.0,1.0,53.0,27.0,9.0,14.0,7.0,65.0,357.0,20.0,18.0,,2.0,827.0,2.0,13.0,46.0,1.0,21.0,41.0,283.0,13.0,2.0,11.0259,5.0,8.0,11.0,40.0,87.0,7.0,0.0,99.0,9.0,107.0,66.0,27.0,13.0,4.0,167.0,10.0,14.0,81.0,5.0,0.0,350.0,,105.0,16.0,5.0,7.0,93.0,19.0,16.0,9.0,70.0,508.0,2.0,6.0,7.0,127.0,14.0,0.3445,4.0,12.0,19.0,,2.0,,1.0,5.0,2.0,1.0,2.0,,3.0,,1.0,,10.0,,,,,2.0,2.0,,,1.0,0.0,1.0,,,,,3.0,,,4.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
