season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385498,1,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,1.0,6.0,7.0,,,1.0,,,,1.0,,,1.0,1.0,,,0.00030303,0.0,0.0,,,,,,,,,,15.0,,,,,,,,1.0,,6.4,,,,,,,,,,2.0,6.0,8.0,0,1.0,9.0,,,,
2022-23,10385498,1,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,False,,,1.0,3.0,2.0,5.0,2.0,3.0,1.0,,,,1.0,,,7.0,5.0,,,0.00628867,0.1729,0.0,2.0,,,,,,,,,63.0,,1.0,,,,,,8.0,,6.8,,,2.0,3.0,3.0,1.0,,1.0,,5.0,6.0,10.0,2,,27.0,,1.0,1.0,
2022-23,10385498,1,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,3.0,8.0,21.0,29.0,1.0,1.0,2.0,,,,1.0,,,4.0,5.0,,,0.00346569,0.0,0.0,2.0,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.6,,,,3.0,,,,5.0,,11.0,23.0,34.0,0,3.0,47.0,1.0,1.0,,2.0
2022-23,10385498,1,17,Nottingham_Forest,Away,904992,242885.0,Loïc Mbe Soh,loic-mbe-soh,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,17,Nottingham_Forest,Away,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,,8.0,12.0,20.0,1.0,1.0,13.0,,,1.0,1.0,,1.0,5.0,7.0,,,0.00262278,0.0174,0.0,1.0,,,,,,1.0,,,75.0,,,,,,,,10.0,,6.7,,,,4.0,2.0,,,3.0,,12.0,14.0,26.0,1,3.0,47.0,2.0,2.0,1.0,2.0
2022-23,10385498,1,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,2.0,,1.0,10.0,11.0,19.0,,,6.0,,,,2.0,1.0,1.0,5.0,3.0,,,0.114683,0.024,0.0,2.0,,,,,,3.0,1.0,,90.0,,1.0,,,,,,12.0,,7.0,,,1.0,3.0,1.0,2.0,,5.0,,17.0,14.0,29.0,1,1.0,59.0,,1.0,1.0,1.0
2022-23,10385498,1,17,Nottingham_Forest,Away,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,17,Nottingham_Forest,Away,992044,244930.0,Alex Mighten,alex-mighten,F,True,,,,1.0,,1.0,,,,,,,1.0,,,3.0,1.0,,,0.00119346,0.0,0.0,,,,,,,,,,11.0,,,,,,,,2.0,,6.2,,,,,2.0,,,,,1.0,,1.0,0,,4.0,,1.0,,
2022-23,10385498,1,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,5.0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,4.0,1.0,,,0.00285293,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,,14.0,,6.3,,,,,1.0,1.0,,,,12.0,3.0,14.0,0,,20.0,2.0,,,
2022-23,10385498,1,17,Nottingham_Forest,Away,1133427,475492.0,Oliver Hammond,oliver-hammond,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,True,,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,,2.0,,,0.00168289,0.0,0.0,,,,,,,,,,11.0,,,,,,,,1.0,,6.7,,,,3.0,,,,,,2.0,1.0,3.0,0,,8.0,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,110956,166325.0,Cafú,cafu,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,0.0024304,0.0,0.0,,,,,,,,,,15.0,,,,,,,,,,6.5,,,,1.0,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,128868,57647.0,Lyle Taylor,lyle-taylor,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,,12.0,7.0,19.0,,,4.0,,,1.0,,,,1.0,2.0,,,0.0299974,0.2152,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,,8.0,,6.9,,,,,1.0,1.0,,1.0,,16.0,8.0,23.0,1,,34.0,1.0,1.0,1.0,
2022-23,10385528,2,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,1.0,3.0,8.0,11.0,1.0,5.0,2.0,,,,,,,2.0,6.0,,,0.003099,0.0,0.0,2.0,,,,,,1.0,,,90.0,,1.0,1.0,,,,,14.0,,6.7,,,,4.0,,,,3.0,,10.0,12.0,22.0,0,,36.0,,1.0,,
2022-23,10385528,2,17,Nottingham_Forest,Home,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,1.0,,,14.0,6.0,19.0,3.0,2.0,6.0,,,,,,2.0,5.0,3.0,,,0.260851,0.0,0.0,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,14.0,,6.8,,,,4.0,1.0,1.0,,5.0,,20.0,10.0,29.0,0,,48.0,2.0,,1.0,
2022-23,10385528,2,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,9.0,3.0,12.0,6.0,,3.0,,,,,,2.0,11.0,4.0,,,0.0116095,0.4775,0.9275,1.0,,1.0,,,,,,,72.0,1.0,,,,,,,12.0,,7.1,,,1.0,1.0,3.0,1.0,,,2.0,13.0,4.0,16.0,2,,34.0,3.0,3.0,1.0,
2022-23,10385528,2,17,Nottingham_Forest,Home,758168,199170.0,Moussa Niakhaté,moussa-niakhate,D,False,,,2.0,5.0,12.0,17.0,4.0,7.0,2.0,,1.0,,2.0,,,8.0,8.0,,,0.00399554,0.2634,0.7179,2.0,,,,,,,,,79.0,2.0,1.0,,,,,,8.0,,6.9,,,1.0,7.0,,,,4.0,,7.0,17.0,24.0,3,1.0,38.0,1.0,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,2.0,7.0,4.0,7.0,11.0,,,13.0,,,,,,,,,,,0.00480912,0.0,0.0,,,,2.1013,4.0,,,,,90.0,,,,1.0,,1.0,,23.0,1.0,8.2,3.0,4.0,,2.0,,,2.0,30.0,,24.0,10.0,34.0,0,,52.0,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,793988,179519.0,Orel Mangala,orel-mangala,M,False,,,2.0,10.0,10.0,20.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,5.0,3.0,,,0.0119483,0.0314,0.0,2.0,,,,,1.0,1.0,,,84.0,,,,,,,,7.0,,6.9,,,,,,2.0,,3.0,,15.0,10.0,23.0,1,1.0,34.0,,1.0,,
2022-23,10385528,2,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,1.0,,1.0,,,2.0,,,,1.0,,3.0,4.0,3.0,,,0.00066861,0.0,0.0,,,,,,,,,,18.0,,,,,,,,9.0,,6.4,,,,,1.0,,,1.0,,4.0,1.0,5.0,0,1.0,14.0,2.0,1.0,1.0,
2022-23,10385528,2,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,,6.0,23.0,29.0,1.0,1.0,,,,,2.0,,,3.0,4.0,,,0.00776314,0.0,0.0,,,,,,,,,,90.0,,2.0,,,,,,8.0,,6.8,,,,2.0,,,,3.0,,12.0,25.0,37.0,0,2.0,45.0,,1.0,,2.0
2022-23,10385528,2,17,Nottingham_Forest,Home,904992,242885.0,Loïc Mbe Soh,loic-mbe-soh,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,,10.0,9.0,19.0,,,12.0,,,,1.0,,2.0,5.0,7.0,,,0.0111839,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,11.0,,6.8,,,,1.0,2.0,2.0,,1.0,,17.0,9.0,24.0,0,5.0,41.0,1.0,1.0,1.0,3.0
2022-23,10385528,2,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,3.0,,1.0,11.0,8.0,16.0,,,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,9.0,,,0.257922,0.2863,1.0988,,,,,,,1.0,2.0,,90.0,2.0,1.0,,,,,,25.0,,8.4,,,1.0,4.0,3.0,9.0,,7.0,,28.0,11.0,30.0,4,6.0,76.0,1.0,1.0,2.0,3.0
2022-23,10385528,2,17,Nottingham_Forest,Home,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,992044,244930.0,Alex Mighten,alex-mighten,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,1.0,6.0,6.0,12.0,4.0,,4.0,1.0,,,,,,5.0,,,,0.0121137,0.0857,0.067,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,13.0,,7.1,,,1.0,,,4.0,,1.0,1.0,14.0,6.0,16.0,2,,34.0,5.0,,,
2022-23,10385528,2,17,Nottingham_Forest,Home,1133427,475492.0,Oliver Hammond,oliver-hammond,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,3.0,14.0,42.0,56.0,,3.0,3.0,,,,,,,,6.0,,,0.00406007,0.0,0.0,,,,,,,,,,90.0,,2.0,,,,,,8.0,,7.4,,,,6.0,,,,6.0,,16.0,48.0,64.0,0,3.0,75.0,,,,3.0
2022-23,10385537,3,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,3.0,2.0,5.0,,,1.0,,,,,,,,1.0,,,0.0060068,0.0,0.0,,,,,,,,,,10.0,,,,,,,,2.0,,6.6,,,,1.0,,,,,,5.0,2.0,7.0,0,1.0,9.0,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,1.0,21.0,10.0,31.0,,,3.0,,,,,,1.0,1.0,,,,0.0323244,0.0,0.0,,,,,,,,1.0,,84.0,,,,,,,,12.0,,6.6,,,,,,,,2.0,,24.0,15.0,39.0,0,,45.0,3.0,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,2.0,11.0,21.0,32.0,,2.0,5.0,,,,,,,1.0,3.0,,,0.00259163,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,,14.0,,6.4,,,,2.0,1.0,,,7.0,,21.0,25.0,46.0,0,,50.0,,,1.0,
2022-23,10385537,3,17,Nottingham_Forest,Away,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,1.0,,,9.0,6.0,14.0,,2.0,7.0,,,,1.0,,1.0,4.0,6.0,,,0.0502838,0.1056,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,16.0,,7.0,,,1.0,2.0,2.0,5.0,,2.0,,17.0,8.0,20.0,1,4.0,47.0,1.0,,,4.0
2022-23,10385537,3,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,1.0,8.0,4.0,12.0,3.0,,4.0,,,,,,1.0,5.0,1.0,,,0.0326838,0.0454,0.0889,1.0,,,,,,1.0,1.0,,61.0,1.0,,,,,,,8.0,,6.8,,,,2.0,1.0,,,1.0,,11.0,5.0,16.0,1,,25.0,3.0,,1.0,
2022-23,10385537,3,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,1.0,6.0,5.0,13.0,18.0,,1.0,15.0,,,,,,,,2.0,,,0.00737483,0.0,0.0,,,,0.479,1.0,,,,,90.0,,,,,,,,22.0,,8.3,4.0,7.0,,2.0,,,1.0,28.0,,22.0,18.0,40.0,0,,62.0,,1.0,,
2022-23,10385537,3,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,False,,,,17.0,18.0,35.0,,1.0,8.0,,,,2.0,,1.0,5.0,4.0,,,0.0170059,0.0777,0.1295,,,,,,,,1.0,,55.0,1.0,,,,,,,9.0,,6.7,,,,,3.0,,,2.0,,21.0,19.0,40.0,1,2.0,50.0,,,1.0,2.0
2022-23,10385537,3,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,4.0,10.0,42.0,52.0,1.0,2.0,11.0,,,,1.0,,,4.0,4.0,,1.0,0.0068545,0.0,0.0,2.0,,,,,,,,,90.0,,2.0,,,,,,13.0,,6.6,,,,2.0,,,,10.0,,17.0,47.0,64.0,0,2.0,74.0,,,,1.0
2022-23,10385537,3,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,True,,,3.0,6.0,10.0,16.0,,1.0,1.0,,,2.0,,,,1.0,2.0,,,0.00424015,0.339,0.1288,1.0,,,,,,,,,35.0,1.0,,,,,,,1.0,,6.9,,,1.0,1.0,,,,3.0,,7.0,10.0,17.0,4,1.0,23.0,,,,1.0
2022-23,10385537,3,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,7.0,,7.0,1.0,,1.0,,,,,,,2.0,1.0,,,0.00944474,0.0,0.0,,,,,,,,,,29.0,,,,,,,,9.0,,6.4,,,,1.0,1.0,1.0,,,,12.0,1.0,12.0,0,1.0,20.0,2.0,,,1.0
2022-23,10385537,3,17,Nottingham_Forest,Away,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,1.0,10.0,12.0,22.0,,1.0,5.0,,,,1.0,,2.0,4.0,6.0,,,0.0507012,0.0729,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,11.0,,6.7,,,2.0,,,,,1.0,,18.0,12.0,30.0,2,2.0,42.0,1.0,3.0,,1.0
2022-23,10385537,3,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,2.0,,1.0,12.0,13.0,23.0,1.0,2.0,7.0,,,,2.0,,,7.0,7.0,,,0.166241,0.1236,0.0605,2.0,,,,,,,2.0,,90.0,1.0,1.0,,,,,,27.0,,7.1,,,2.0,1.0,2.0,7.0,,9.0,,29.0,17.0,39.0,3,5.0,69.0,2.0,,,3.0
2022-23,10385537,3,17,Nottingham_Forest,Away,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,992044,244930.0,Alex Mighten,alex-mighten,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385537,3,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,3.0,,3.0,4.0,,2.0,,,1.0,2.0,,,7.0,3.0,,,0.00186504,0.2345,0.8409,1.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,12.0,,7.2,,,,,2.0,2.0,,1.0,1.0,11.0,1.0,10.0,2,1.0,23.0,2.0,,2.0,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,40686,58771.0,Jack Colback,jack-colback,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,15.0,21.0,36.0,1.0,4.0,1.0,,,,1.0,,,2.0,5.0,,,0.193923,0.0,0.0,1.0,,,,,,5.0,1.0,,75.0,,1.0,1.0,,,,,7.0,,6.7,,,,,,,,8.0,,22.0,21.0,43.0,0,1.0,52.0,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,1.0,5.0,8.0,13.0,1.0,2.0,1.0,,,,,,,3.0,3.0,,,0.00449456,0.0,0.0,2.0,,,,,,,,,15.0,,,,,,,,1.0,,6.5,,,,,,,,1.0,,5.0,9.0,14.0,0,1.0,16.0,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,True,,,,8.0,4.0,12.0,,,,,,,1.0,,,1.0,,,,0.00936767,0.0576,0.0,,,,,,,,,,15.0,,,,,,,,1.0,,6.4,,,1.0,,,,,1.0,,8.0,5.0,13.0,1,,16.0,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,,24.0,4.0,28.0,,,3.0,,,1.0,,,,1.0,3.0,,,0.105619,0.0316,0.0,,,,,,,,3.0,,69.0,,,,,,,,3.0,,6.9,,,,,1.0,1.0,,,,26.0,4.0,29.0,1,,37.0,,3.0,,
2022-23,10385551,4,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,1.0,,3.0,27.0,29.0,55.0,2.0,,6.0,,,,1.0,,,4.0,3.0,,,0.115648,0.0,0.0,1.0,,,,,,,2.0,,90.0,,2.0,,,,,,7.0,,7.1,,,,3.0,,1.0,,3.0,,32.0,30.0,61.0,0,3.0,75.0,,,,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,2.0,,,28.0,9.0,35.0,3.0,2.0,6.0,,,,,,,4.0,7.0,,,0.124237,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,12.0,,7.1,,,,2.0,1.0,4.0,,3.0,,36.0,13.0,45.0,0,2.0,69.0,,2.0,1.0,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,3.0,2.0,5.0,,,3.0,,,,,,1.0,2.0,1.0,,,0.00740823,0.0,0.0,1.0,,,,,,,1.0,,15.0,,,,,,,,2.0,,6.5,,,,,1.0,,,,,3.0,3.0,6.0,0,,9.0,,,1.0,
2022-23,10385551,4,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,2.0,6.0,3.0,20.0,23.0,,,4.0,,,,,,,,,,,0.00024516,0.0,0.0,,,,0.4044,1.0,,,,,90.0,,,,1.0,,1.0,,14.0,,7.2,3.0,4.0,,1.0,,,2.0,20.0,,15.0,22.0,37.0,0,,45.0,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00018001,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,3.0,29.0,50.0,79.0,,3.0,8.0,,,,,1.0,,1.0,7.0,,,0.0316313,0.1358,0.0,1.0,,,,,,2.0,,1.0,90.0,,2.0,,,,,,6.0,,8.1,,,1.0,1.0,1.0,,,3.0,,35.0,50.0,85.0,1,3.0,95.0,,,1.0,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,1.0,7.0,1.0,8.0,,,2.0,,,1.0,,,,4.0,3.0,,,0.0256977,0.0969,0.0,,,,,,,,,,21.0,,,,,,,,8.0,,6.2,,,1.0,,5.0,1.0,,1.0,,10.0,1.0,10.0,2,,22.0,1.0,2.0,1.0,
2022-23,10385551,4,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,3.0,22.0,20.0,42.0,1.0,1.0,10.0,,,3.0,1.0,,1.0,3.0,3.0,,,0.158438,0.1674,0.0,1.0,,,,,,1.0,1.0,,75.0,,,,,,,,5.0,,6.9,,,1.0,,,,,3.0,,26.0,20.0,46.0,4,1.0,57.0,,1.0,,
