season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352399,2,17,Nottingham_Forest,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,1.0,2.0,3.0,,1.0,1.0,,,,,,,,2.0,,,4.604e-05,0.0,0.0,,,,,,,,,,9.0,,,,,,,2.0,,6.7,,,,,1.0,,,,,3.0,2.0,5.0,0,,6.0,,,1.0,
2023-24,11352399,2,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,True,,,1.0,2.0,1.0,3.0,2.0,,1.0,,,,,,,2.0,,,,0.00565725,0.1185,0.0795,,,1.0,,,,,,,16.0,1.0,,,,,,3.0,,7.3,,,,,,,,1.0,,3.0,2.0,5.0,1,,7.0,1.0,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,105697,80226,Serge Aurier,serge-aurier,D,False,2.0,,1.0,41.0,13.0,52.0,1.0,5.0,5.0,1.0,,,,,,3.0,8.0,,,0.238151,0.0105,0.0,,2.0,,,,,,2.0,,90.0,,,,,,,19.0,,8.2,,,1.0,5.0,2.0,6.0,,3.0,,56.0,15.0,65.0,1,1.0,91.0,,2.0,,1.0
2023-24,11352399,2,17,Nottingham_Forest,Home,115516,89076,Remo Freuler,remo-freuler,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,139310,90585,Willy Boly,willy-boly,D,False,,,2.0,5.0,22.0,27.0,1.0,1.0,3.0,,,,1.0,,,4.0,3.0,,,0.0009667,0.3793,0.8784,2.0,,,,,,3.0,,,69.0,1.0,,,,,,7.0,,6.9,,,1.0,4.0,,1.0,,4.0,,7.0,24.0,30.0,2,2.0,51.0,,,,1.0
2023-24,11352399,2,17,Nottingham_Forest,Home,343013,,Ethan Horvath,ethan-horvath,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,358108,168281,Scott McKenna,scott-mckenna,D,False,,,2.0,17.0,19.0,36.0,2.0,8.0,10.0,,,,,,,3.0,10.0,,,0.00558712,0.1858,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,22.0,,6.9,,,1.0,6.0,,,,8.0,,26.0,23.0,49.0,1,2.0,71.0,2.0,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,358218,114241,Harry Toffolo,harry-toffolo,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,10.0,,10.0,7.0,3.0,1.0,,,,,,2.0,10.0,6.0,,,0.0199449,0.2858,0.7678,,,1.0,,,,,2.0,,84.0,1.0,,,,,,10.0,,7.4,,,,,3.0,,,,2.0,12.0,,12.0,1,,26.0,5.0,1.0,2.0,
2023-24,11352399,2,17,Nottingham_Forest,Home,758168,199170,Moussa Niakhaté,moussa-niakhate,D,True,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,9.0,,,,,,,,,6.7,,,,,,,,,,,,,0,1.0,1.0,,,,1.0
2023-24,11352399,2,17,Nottingham_Forest,Home,791314,201440,Hwang Ui-Jo,hwang-ui-jo,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,793988,179519,Orel Mangala,orel-mangala,M,False,,,1.0,8.0,11.0,19.0,,,,,,,,,1.0,2.0,4.0,,,0.00243198,0.0,0.0,1.0,,,,,,2.0,,,69.0,,,,,,,6.0,,6.7,,,,,,,,2.0,,13.0,11.0,24.0,0,4.0,35.0,,,,2.0
2023-24,11352399,2,17,Nottingham_Forest,Home,833943,224068,Matt Turner,matt-turner,G,False,,1.0,9.0,8.0,11.0,19.0,,1.0,9.0,,,,,,,,1.0,,,0.00157293,0.0,0.0,,,,0.5261,,,,,,90.0,,,,,,,10.0,,6.8,1.0,2.0,,1.0,,,1.0,17.0,,15.0,12.0,27.0,0,,37.0,,1.0,,
2023-24,11352399,2,17,Nottingham_Forest,Home,838399,208912,Joe Worrall,joe-worrall,D,False,,,4.0,10.0,33.0,43.0,3.0,6.0,3.0,,,,,,,3.0,8.0,,1.0,0.305427,0.1178,0.0,,,,,,,,2.0,,90.0,,,,,,,4.0,,7.4,,,2.0,5.0,,,,6.0,,13.0,33.0,46.0,2,2.0,60.0,,,,2.0
2023-24,11352399,2,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,True,,,,6.0,4.0,10.0,1.0,,3.0,,,,,,1.0,2.0,1.0,,,0.0128264,0.0,0.0,,,,,,,2.0,,,21.0,,,,,,,4.0,,6.8,,,,1.0,,1.0,,1.0,,9.0,4.0,12.0,0,1.0,20.0,,,,1.0
2023-24,11352399,2,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,5.0,,4.0,30.0,4.0,29.0,2.0,2.0,9.0,,,,,,,7.0,9.0,,,0.392527,0.0658,0.3247,1.0,,,,,,,4.0,,90.0,1.0,,,,,,25.0,,7.9,,,1.0,,7.0,9.0,,5.0,,44.0,7.0,42.0,2,2.0,68.0,4.0,2.0,3.0,1.0
2023-24,11352399,2,17,Nottingham_Forest,Home,927356,215136,Neco Williams,neco-williams,D,False,1.0,,1.0,12.0,9.0,20.0,1.0,2.0,6.0,,,1.0,4.0,,2.0,12.0,6.0,,,0.0696784,0.0206,0.0,,,,,,,4.0,1.0,,90.0,,1.0,,,,,20.0,,6.4,,,,1.0,5.0,1.0,,4.0,,18.0,12.0,29.0,1,4.0,63.0,1.0,,,2.0
2023-24,11352399,2,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,2.0,2.0,4.0,,,2.0,,,1.0,,,,1.0,1.0,,,0.00351387,0.0314,0.0,,,,,,,,,,21.0,,,,,,,6.0,,6.5,,,,,2.0,1.0,,,,4.0,4.0,7.0,1,,15.0,1.0,,1.0,
2023-24,11352399,2,17,Nottingham_Forest,Home,1064039,513046,Danilo Santos,danilo-oliveira,M,False,,,3.0,18.0,26.0,44.0,,1.0,7.0,,,1.0,,,,2.0,1.0,,,0.0726333,0.1234,0.0,,,,,,,2.0,2.0,,89.0,,,,,,,7.0,,6.8,,,1.0,1.0,2.0,,,5.0,,21.0,28.0,49.0,2,,58.0,,,,
2023-24,11352399,2,17,Nottingham_Forest,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,14.0,10.0,24.0,,1.0,2.0,,,2.0,1.0,,,2.0,5.0,,,0.0126039,0.0509,0.0,,,,,,,,,,89.0,,,,,,,16.0,,6.7,,,,,1.0,2.0,,1.0,1.0,23.0,13.0,34.0,2,1.0,47.0,2.0,3.0,,
2023-24,11352504,3,17,Nottingham_Forest,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,3.0,1.0,4.0,,1.0,2.0,,,,,,,,5.0,,,0.0212604,0.0,0.0,,,,,,,,,,20.0,,,,,,,3.0,,6.9,,,,,,,,,,6.0,1.0,7.0,0,3.0,11.0,,1.0,,2.0
2023-24,11352504,3,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,2.0,2.0,4.0,2.0,1.0,1.0,,,,,,1.0,4.0,1.0,,,0.0298565,0.0,0.0,1.0,,,,,,1.0,2.0,,9.0,,,,,,,5.0,,6.8,,,,,,,,,,6.0,2.0,8.0,0,,11.0,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,105697,80226,Serge Aurier,serge-aurier,D,False,,,1.0,10.0,10.0,20.0,2.0,3.0,8.0,,,,1.0,,,8.0,6.0,,,0.00996055,0.0,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,19.0,,6.4,,,,6.0,4.0,1.0,,3.0,,22.0,12.0,33.0,0,1.0,52.0,1.0,1.0,1.0,1.0
2023-24,11352504,3,17,Nottingham_Forest,Away,115516,89076,Remo Freuler,remo-freuler,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,139310,90585,Willy Boly,willy-boly,D,False,,,2.0,5.0,17.0,22.0,3.0,3.0,5.0,,,,1.0,,,6.0,8.0,,,0.0143049,0.2278,1.0072,1.0,,1.0,,,,1.0,,,90.0,2.0,1.0,,,,,12.0,,7.7,,,,8.0,2.0,,,5.0,,11.0,20.0,31.0,2,4.0,58.0,1.0,,1.0,3.0
2023-24,11352504,3,17,Nottingham_Forest,Away,343013,,Ethan Horvath,ethan-horvath,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,358108,168281,Scott McKenna,scott-mckenna,D,False,,,2.0,6.0,15.0,21.0,,2.0,6.0,,,,1.0,,,1.0,2.0,,,0.0152553,0.0,0.0,,,,,,,1.0,,,57.0,,1.0,,,,,6.0,,6.7,,,,5.0,,,,4.0,,9.0,17.0,26.0,0,,39.0,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,10.0,4.0,14.0,,4.0,4.0,,,,1.0,,1.0,2.0,7.0,,,0.019492,0.6727,0.9804,,,1.0,,,,,,,81.0,1.0,,,,,,15.0,,7.5,,,2.0,1.0,2.0,1.0,,,2.0,17.0,5.0,21.0,3,,37.0,6.0,1.0,2.0,
2023-24,11352504,3,17,Nottingham_Forest,Away,758168,199170,Moussa Niakhaté,moussa-niakhate,D,True,,,1.0,2.0,6.0,8.0,,2.0,3.0,,,,,,,,2.0,,,0.0101791,0.0,0.0,,,,,,,,,,33.0,,1.0,,,,,3.0,,6.6,,,,,,,,3.0,,4.0,7.0,11.0,0,,12.0,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,791314,201440,Hwang Ui-Jo,hwang-ui-jo,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,800417,159506,Ola Aina,ola-aina,D,False,,,1.0,5.0,16.0,21.0,,,6.0,,,,,,1.0,4.0,7.0,,,0.0139287,0.0,0.0,2.0,,,,,,2.0,,,90.0,,,,,,,15.0,,6.7,,,,2.0,3.0,2.0,,3.0,,11.0,18.0,27.0,0,3.0,49.0,,2.0,2.0,2.0
2023-24,11352504,3,17,Nottingham_Forest,Away,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,833943,224068,Matt Turner,matt-turner,G,False,,2.0,10.0,8.0,9.0,17.0,,,11.0,,,,,,,,,,,0.00233157,0.0,0.0,,,,1.0272,1.0,,,,,90.0,,,,,1.0,,14.0,,8.0,1.0,7.0,,,,,2.0,23.0,,18.0,12.0,30.0,0,,50.0,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,838399,208912,Joe Worrall,joe-worrall,D,False,,,2.0,5.0,11.0,16.0,,,1.0,,,,,,,2.0,2.0,,,0.00114608,0.0,0.0,2.0,,,,,,,,,67.0,,,,,,,2.0,,5.7,,,,3.0,,,,3.0,,6.0,12.0,18.0,0,1.0,23.0,,1.0,,1.0
2023-24,11352504,3,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,,7.0,12.0,19.0,3.0,2.0,3.0,,,,1.0,,1.0,7.0,8.0,,,0.00318338,0.0,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,6.0,,6.8,,,,3.0,,,,1.0,,11.0,13.0,24.0,0,4.0,39.0,,2.0,,3.0
2023-24,11352504,3,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,2.0,17.0,8.0,23.0,,1.0,4.0,1.0,,2.0,,,1.0,4.0,4.0,,,0.237658,0.2675,0.0,,1.0,,,,,3.0,3.0,,90.0,,,,,,,19.0,,7.6,,,,,4.0,7.0,,3.0,,27.0,10.0,30.0,2,,54.0,2.0,2.0,1.0,
2023-24,11352504,3,17,Nottingham_Forest,Away,927356,215136,Neco Williams,neco-williams,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,4.0,,4.0,,,,,,,,,,,2.0,,,0.00148192,0.0152,0.0,,,,,,,1.0,,,9.0,,,,,,,2.0,,6.9,,,1.0,,1.0,1.0,,,,6.0,,5.0,1,,10.0,,1.0,1.0,
2023-24,11352504,3,17,Nottingham_Forest,Away,1064039,513046,Danilo Santos,danilo-oliveira,M,False,,,,6.0,12.0,18.0,,2.0,6.0,,,,2.0,,,3.0,3.0,,,0.0027854,0.0314,0.0124,1.0,,,,,,3.0,,,81.0,1.0,,,1.0,,,11.0,,6.1,,,,1.0,,,,3.0,,10.0,17.0,27.0,1,1.0,39.0,2.0,,,
2023-24,11352504,3,17,Nottingham_Forest,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,2.0,9.0,8.0,17.0,1.0,,5.0,,,,,,1.0,3.0,6.0,,,0.024967,0.0,0.0,,,,,,,,1.0,,70.0,,1.0,,,,,4.0,,7.2,,,,,3.0,,,2.0,,10.0,8.0,18.0,0,2.0,30.0,1.0,2.0,2.0,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,2.0,2.0,1.0,1.0,2.0,,,,1.0,,,2.0,1.0,,,9.519e-05,0.0,0.0,,,,,,,,1.0,,17.0,,,,,,,1.0,,6.7,,,,4.0,,,,,,,2.0,2.0,0,,8.0,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,2.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,0.00096417,0.0,0.0,,,,,,,,,,25.0,,,,,,,4.0,,6.5,,,,1.0,,,,,,3.0,2.0,5.0,0,,8.0,2.0,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,105697,80226,Serge Aurier,serge-aurier,D,False,,,1.0,8.0,11.0,19.0,4.0,2.0,5.0,,,,1.0,,1.0,9.0,6.0,,,0.00284634,0.0,0.0,1.0,,,,,,,,,72.0,,,,,,,14.0,,6.4,,,,2.0,2.0,,,2.0,,12.0,15.0,27.0,0,3.0,41.0,2.0,1.0,,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,139310,90585,Willy Boly,willy-boly,D,False,,,,3.0,11.0,14.0,1.0,5.0,5.0,,,,1.0,,,2.0,8.0,,,0.00121493,0.0,0.0,,,,,,,2.0,,,90.0,,4.0,,,,,16.0,,7.9,,,,7.0,,,,5.0,,10.0,14.0,24.0,0,3.0,51.0,,,,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,242211,116404,Felipe,felipe,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,343013,,Ethan Horvath,ethan-horvath,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,358108,168281,Scott McKenna,scott-mckenna,D,False,,,1.0,3.0,11.0,14.0,,1.0,4.0,,,,,,,,2.0,,,0.106593,0.0,0.0,,,,,,,,2.0,,90.0,,2.0,,,,,6.0,,7.4,,,,5.0,,,,2.0,,5.0,13.0,18.0,0,,31.0,1.0,1.0,,
2023-24,11352570,4,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,5.0,1.0,6.0,5.0,1.0,5.0,1.0,1.0,,,,2.0,8.0,3.0,,,0.211844,0.2317,0.0,1.0,1.0,,,,,,2.0,,65.0,,,,,,,13.0,,7.2,,,2.0,1.0,,,,,,11.0,3.0,14.0,2,1.0,27.0,2.0,1.0,,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,758168,199170,Moussa Niakhaté,moussa-niakhate,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,793988,179519,Orel Mangala,orel-mangala,M,False,,,,5.0,9.0,14.0,1.0,,1.0,,,,1.0,,1.0,6.0,1.0,,,0.00262016,0.0073,0.0,1.0,,,,,,2.0,,,72.0,,,,,,,7.0,,6.3,,,1.0,,2.0,,,2.0,,7.0,10.0,17.0,1,1.0,28.0,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,800417,159506,Ola Aina,ola-aina,D,False,,,,1.0,4.0,5.0,,1.0,5.0,,,,,,1.0,4.0,4.0,,,0.00017556,0.0,0.0,1.0,,,,,,,,,73.0,,1.0,,,,,11.0,,6.4,,,,,2.0,,,,1.0,2.0,8.0,10.0,0,1.0,23.0,1.0,2.0,,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,True,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,18.0,,,,,,,1.0,,6.5,,,,1.0,,,,1.0,,1.0,,1.0,0,1.0,3.0,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,833943,224068,Matt Turner,matt-turner,G,False,,,10.0,7.0,7.0,14.0,,,8.0,,,,,,,,,,,0.00092878,0.0,0.0,,,,0.167,2.0,,,,,90.0,,,,,,,18.0,1.0,7.3,1.0,2.0,,1.0,,,,28.0,,22.0,10.0,32.0,0,,42.0,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,838399,208912,Joe Worrall,joe-worrall,D,False,,,1.0,4.0,10.0,14.0,2.0,,8.0,,,,2.0,,,4.0,2.0,,,0.00118647,0.0,0.0,,,,,,,,,,90.0,,3.0,,,,,4.0,,7.3,,,,7.0,,,,2.0,,5.0,13.0,18.0,0,2.0,31.0,,,,1.0
