matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987692,11.0,2018-11-03 12:30:00,1,Man Utd,Away,171.0,17.0,,,,3.0,,185.0,4.0,,1.0,6.0,5.0,30.0,356.0,,1.0,14.0,15.0,23.0,13.0,,,,,,1.0,,1.0,,,,,13.0,,,1.0,,3.0,7.0,12.0,6.0,13.0,5.0,,66.0,55.0,3.0,4.0,2.0,3.0,15.0,4.0,4.0,,,5.0,4.0,4.0,,8.0,2.0,49.0,57.0,3.0,29.0,16.0,,1.0,53.0,12.0,11.0,1.0,,1.0,,1.0,172.0,1.0,,1.0,1.0,,,10.0,,,2.0,,,,,2.0,16.0,1.0,5.0,5.0,,1.0,111.0,77.0,37.0,9.0,,5.0,9.0,8.0,419.0,,,8.0,,,74.0,42.0,29.0,,,,,146.0,146.0,6.0,24.0,19.0,51.3,1.0,,3.0,,15.0,0.0,,,,98.0,5.0,1.0,6.0,,1.0,,6.0,,3.0,90.0,341.0,9.0,14.0,197.0,31.0,29.0,18.0,5.0,13.0,8.0,,123.0,7.0,263.0,,,20.0,5.0,68.0,5.0,447.0,,0.0,18.0,17.0,1.0,19.0,3.0,648.0,31.0,12.0,6.0,5.0,9.0,0.0
987709,12.0,2018-11-11 16:30:00,1,Man Utd,Away,187.0,14.0,,1.0,1.0,3.0,,133.0,8.0,,4.0,1.0,4.0,25.0,319.0,,1.0,11.0,9.0,12.0,4.0,,,,,,,,,,,,,1.0,1.0,,,,3.0,5.0,8.0,9.0,5.0,1.0,,65.0,51.0,,,1.0,4.0,26.0,4.0,11.0,,,1.0,5.0,3.0,,6.0,1.0,44.0,46.0,4.0,29.0,17.0,,1.0,34.0,12.0,12.0,1.0,,3.0,2.0,,139.0,,,,,,,10.0,,,,,,,,1.0,17.0,,6.0,6.0,2.0,4.0,88.0,56.0,37.0,6.0,,1.0,3.0,1.0,356.0,,,6.0,1.0,,70.0,31.0,22.0,,,,1.0,103.0,103.0,1.0,25.0,20.0,35.1,,,,,26.0,0.0,,,,88.0,,2.0,2.0,,,,1.0,,3.0,59.0,298.0,15.0,4.0,201.0,28.0,29.0,11.0,1.0,11.0,10.0,,90.0,7.0,190.0,,,10.0,4.0,48.0,,380.0,,0.0,6.0,18.0,1.0,14.0,1.0,557.0,17.0,15.0,4.0,1.0,9.0,0.0
987717,13.0,2018-11-24 15:00:00,1,Man Utd,Home,169.0,31.0,,3.0,3.0,,1.0,255.0,8.0,,4.0,5.0,6.0,40.0,421.0,,,22.0,13.0,18.0,9.0,1.0,,,,,,,,,,,,11.0,,,,,1.0,6.0,5.0,8.0,7.0,5.0,,62.0,58.0,2.0,2.0,,1.0,16.0,3.0,11.0,,1.0,10.0,11.0,9.0,,7.0,1.0,48.0,55.0,1.0,17.0,7.0,,1.0,79.0,13.0,11.0,,,2.0,2.0,,191.0,,,,,,,8.0,,,,1.0,,,,2.0,7.0,,5.0,5.0,,4.0,140.0,64.0,47.0,3.0,,3.0,7.0,5.0,485.0,,,2.0,3.0,,111.0,71.0,49.0,,,,,150.0,150.0,1.0,25.0,27.0,59.8,,,,,16.0,0.0,,,,116.0,1.0,1.0,2.0,,,,4.0,,3.0,127.0,400.0,8.0,10.0,185.0,48.0,17.0,9.0,9.0,31.0,22.0,,187.0,5.0,355.0,2.0,,15.0,6.0,56.0,2.0,509.0,1.0,0.0,12.0,23.0,1.0,22.0,1.0,713.0,29.0,16.0,3.0,10.0,13.0,0.0
987731,14.0,2018-12-01 17:30:00,1,Man Utd,Away,265.0,14.0,1.0,5.0,4.0,,1.0,176.0,6.0,,7.0,3.0,8.0,23.0,436.0,1.0,,22.0,9.0,26.0,7.0,1.0,2.0,,,,,,,,,,,8.0,,,,,1.0,5.0,5.0,11.0,7.0,4.0,,74.0,52.0,1.0,,1.0,2.0,13.0,2.0,9.0,,,5.0,6.0,7.0,,15.0,1.0,51.0,72.0,2.0,15.0,9.0,,,45.0,13.0,12.0,1.0,,6.0,6.0,,158.0,2.0,,2.0,2.0,,,7.0,,,2.0,,,,,,9.0,,10.0,10.0,2.0,7.0,138.0,68.0,43.0,3.0,1.0,3.0,7.0,5.0,504.0,,,4.0,1.0,,64.0,59.0,30.0,,,,,146.0,146.0,2.0,20.0,23.0,59.7,,,1.0,,13.0,0.0,,,,150.0,1.0,3.0,4.0,,,,4.0,,3.0,63.0,421.0,4.0,10.0,297.0,28.0,15.0,15.0,5.0,24.0,19.0,,92.0,5.0,247.0,,,15.0,13.0,44.0,2.0,520.0,2.0,0.0,11.0,24.0,2.0,27.0,4.0,732.0,21.0,15.0,10.0,5.0,14.0,0.0
987736,15.0,2018-12-05 20:00:00,1,Man Utd,Home,191.0,12.0,2.0,4.0,2.0,,,167.0,2.0,,1.0,4.0,4.0,31.0,354.0,1.0,,21.0,12.0,14.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,,6.0,,,,,2.0,7.0,7.0,3.0,4.0,6.0,,73.0,52.0,1.0,,2.0,2.0,17.0,3.0,9.0,,,4.0,4.0,3.0,,9.0,2.0,46.0,46.0,2.0,18.0,8.0,2.0,1.0,59.0,13.0,10.0,2.0,,2.0,,1.0,144.0,1.0,,1.0,,1.0,,5.0,,,1.0,,,,,,8.0,,19.0,19.0,2.0,1.0,128.0,66.0,33.0,4.0,,,7.0,7.0,427.0,,,3.0,1.0,1.0,81.0,51.0,21.0,,,,,130.0,130.0,5.0,17.0,24.0,44.8,,,1.0,,17.0,0.0,,,,102.0,2.0,1.0,3.0,,,,,1.0,3.0,67.0,341.0,13.0,7.0,208.0,40.0,18.0,10.0,4.0,11.0,7.0,,117.0,5.0,250.0,,,26.0,4.0,75.0,2.0,447.0,1.0,0.0,10.0,15.0,,22.0,3.0,628.0,14.0,14.0,7.0,4.0,8.0,0.0
987749,16.0,2018-12-08 15:00:00,1,Man Utd,Home,295.0,24.0,1.0,5.0,4.0,1.0,,250.0,6.0,,6.0,4.0,7.0,43.0,540.0,,,16.0,12.0,24.0,9.0,,5.0,,,,,1.0,1.0,,,2.0,,14.0,,,,,,6.0,5.0,5.0,14.0,6.0,,97.0,69.0,5.0,4.0,1.0,3.0,17.0,3.0,12.0,,,10.0,10.0,8.0,1.0,7.0,,53.0,63.0,3.0,15.0,7.0,,2.0,52.0,11.0,14.0,1.0,,1.0,,1.0,188.0,4.0,,2.0,3.0,1.0,,6.0,,,3.0,,,,,,7.0,,16.0,16.0,2.0,6.0,175.0,74.0,52.0,3.0,2.0,1.0,12.0,11.0,596.0,,,2.0,3.0,,108.0,67.0,29.0,1.0,1.0,1.0,,147.0,147.0,9.0,32.0,21.0,62.7,,,,,17.0,0.0,,,,165.0,,3.0,3.0,,1.0,,6.0,,3.0,124.0,513.0,4.0,13.0,326.0,43.0,15.0,21.0,7.0,25.0,18.0,,157.0,10.0,324.0,,,18.0,7.0,68.0,4.0,625.0,,0.0,20.0,15.0,,20.0,1.0,834.0,38.0,13.0,10.0,10.0,6.0,0.0
987756,17.0,2018-12-16 16:00:00,1,Man Utd,Away,104.0,7.0,1.0,1.0,,1.0,,108.0,5.0,,2.0,5.0,2.0,23.0,211.0,,,14.0,15.0,12.0,4.0,1.0,,,,,,,,,,,,5.0,,,,,1.0,8.0,17.0,19.0,2.0,4.0,,36.0,66.0,,,1.0,2.0,26.0,1.0,13.0,1.0,,2.0,3.0,2.0,,6.0,3.0,54.0,53.0,2.0,41.0,16.0,,1.0,59.0,14.0,6.0,1.0,,1.0,,,164.0,,,,,,,16.0,,,1.0,,,,,,16.0,,21.0,21.0,5.0,2.0,51.0,78.0,30.0,13.0,,3.0,2.0,2.0,287.0,,,15.0,4.0,,52.0,36.0,18.0,,,,,153.0,153.0,,30.0,27.0,35.5,,,,,26.0,0.0,,,,70.0,2.0,6.0,7.0,,,,3.0,,3.0,52.0,195.0,17.0,5.0,135.0,25.0,41.0,14.0,2.0,7.0,5.0,,97.0,12.0,193.0,,,24.0,3.0,69.0,3.0,321.0,,0.0,6.0,27.0,,17.0,2.0,544.0,11.0,15.0,8.0,2.0,15.0,0.0
987764,18.0,2018-12-22 17:30:00,1,Man Utd,Away,250.0,20.0,3.0,2.0,,6.0,,306.0,4.0,,1.0,1.0,17.0,25.0,554.0,,2.0,16.0,11.0,23.0,7.0,2.0,,,1.0,,,,1.0,,,,,11.0,1.0,,,,,9.0,8.0,1.0,9.0,8.0,,104.0,50.0,3.0,1.0,3.0,1.0,17.0,4.0,5.0,,,7.0,2.0,,,10.0,1.0,45.0,62.0,1.0,14.0,10.0,,,58.0,13.0,13.0,4.0,,4.0,1.0,1.0,203.0,3.0,,2.0,3.0,,,10.0,,,3.0,1.0,,,,1.0,10.0,,5.0,5.0,1.0,1.0,166.0,75.0,52.0,4.0,1.0,3.0,9.0,9.0,614.0,,,1.0,2.0,,121.0,43.0,21.0,1.0,1.0,1.0,1.0,130.0,130.0,3.0,23.0,23.0,74.3,,,,,17.0,0.0,,,,167.0,2.0,,2.0,,2.0,,4.0,,3.0,121.0,538.0,4.0,12.0,281.0,37.0,14.0,17.0,7.0,9.0,3.0,,154.0,8.0,368.0,1.0,,10.0,18.0,54.0,,640.0,2.0,0.0,17.0,17.0,2.0,21.0,1.0,801.0,26.0,13.0,10.0,7.0,12.0,0.0
987778,19.0,2018-12-26 15:00:00,1,Man Utd,Home,209.0,14.0,1.0,2.0,1.0,2.0,,322.0,6.0,,7.0,3.0,10.0,34.0,529.0,1.0,,27.0,12.0,17.0,9.0,,,,,,,1.0,2.0,,,,,12.0,,,,,,4.0,6.0,4.0,10.0,6.0,,81.0,55.0,1.0,1.0,1.0,3.0,17.0,4.0,7.0,,,5.0,4.0,3.0,,16.0,1.0,54.0,53.0,3.0,14.0,6.0,,,72.0,9.0,13.0,,,3.0,1.0,2.0,186.0,2.0,,1.0,2.0,,,12.0,,,2.0,,,,,1.0,6.0,,12.0,12.0,3.0,7.0,186.0,78.0,56.0,3.0,3.0,2.0,9.0,10.0,605.0,,,1.0,2.0,,106.0,76.0,26.0,,,,,162.0,162.0,7.0,18.0,22.0,64.7,,,,,17.0,0.0,,,,181.0,1.0,,1.0,,1.0,,2.0,,3.0,134.0,507.0,7.0,11.0,235.0,21.0,14.0,21.0,5.0,13.0,8.0,,183.0,6.0,412.0,,,11.0,12.0,55.0,1.0,634.0,1.0,0.0,16.0,14.0,3.0,32.0,1.0,838.0,25.0,11.0,10.0,5.0,6.0,0.0
987788,20.0,2018-12-30 16:30:00,1,Man Utd,Home,330.0,24.0,,2.0,2.0,3.0,,290.0,3.0,,4.0,3.0,18.0,33.0,618.0,,3.0,21.0,11.0,11.0,6.0,,,,,,,,,,,,,11.0,,,,,,8.0,4.0,3.0,9.0,2.0,,121.0,50.0,5.0,2.0,4.0,1.0,17.0,3.0,6.0,,,4.0,5.0,2.0,,3.0,,35.0,37.0,1.0,20.0,9.0,,,52.0,10.0,7.0,1.0,,2.0,,,191.0,4.0,,4.0,4.0,,,6.0,,,4.0,,,,,,9.0,1.0,7.0,7.0,1.0,4.0,182.0,76.0,60.0,5.0,2.0,,10.0,8.0,665.0,,,2.0,2.0,,108.0,48.0,27.0,,,,,107.0,107.0,6.0,19.0,19.0,64.9,,,,,17.0,0.0,,,,187.0,2.0,,2.0,,,,,1.0,3.0,120.0,607.0,12.0,10.0,347.0,38.0,20.0,12.0,4.0,11.0,7.0,,155.0,6.0,345.0,,,7.0,18.0,54.0,6.0,681.0,,1.0,11.0,12.0,8.0,21.0,2.0,854.0,26.0,19.0,7.0,4.0,9.0,0.0
987799,21.0,2019-01-02 20:00:00,1,Man Utd,Away,256.0,17.0,1.0,1.0,1.0,2.0,1.0,338.0,7.0,,6.0,6.0,10.0,33.0,593.0,,1.0,23.0,14.0,22.0,9.0,1.0,,3.0,,,,2.0,3.0,,,,2.0,11.0,,,,,2.0,3.0,8.0,6.0,11.0,5.0,,74.0,58.0,3.0,2.0,2.0,4.0,19.0,3.0,9.0,,1.0,2.0,2.0,1.0,,24.0,2.0,58.0,56.0,4.0,22.0,8.0,,,66.0,9.0,10.0,1.0,,5.0,1.0,3.0,212.0,1.0,,1.0,1.0,,1.0,10.0,,,1.0,,,,,1.0,8.0,,10.0,10.0,1.0,6.0,204.0,75.0,58.0,1.0,,6.0,5.0,7.0,667.0,,,3.0,,,147.0,62.0,21.0,,,,,141.0,141.0,1.0,16.0,33.0,65.1,,,,1.0,19.0,0.0,,,,197.0,2.0,1.0,3.0,,,3.0,6.0,,3.0,101.0,578.0,9.0,11.0,279.0,34.0,22.0,13.0,2.0,5.0,4.0,4.0,146.0,5.0,413.0,,,18.0,10.0,57.0,,687.0,,0.0,16.0,15.0,2.0,24.0,2.0,884.0,28.0,14.0,9.0,2.0,10.0,0.0
987810,22.0,2019-01-13 16:30:00,1,Man Utd,Away,121.0,21.0,,2.0,2.0,2.0,,149.0,5.0,,4.0,4.0,5.0,29.0,268.0,,,20.0,10.0,14.0,7.0,1.0,,2.0,,,,,,,,,,11.0,,,,,,3.0,12.0,9.0,9.0,4.0,,46.0,65.0,,,,2.0,15.0,2.0,8.0,,,4.0,2.0,4.0,,14.0,4.0,45.0,50.0,2.0,25.0,8.0,,,59.0,8.0,8.0,1.0,,,,,143.0,1.0,,1.0,1.0,,1.0,11.0,,,1.0,,,,,,8.0,,7.0,7.0,1.0,4.0,85.0,71.0,33.0,7.0,,1.0,8.0,8.0,334.0,,,4.0,1.0,,84.0,51.0,17.0,,,,,135.0,135.0,3.0,26.0,26.0,38.8,,,,1.0,15.0,0.0,,,,89.0,8.0,3.0,11.0,,,2.0,3.0,,3.0,72.0,255.0,9.0,9.0,140.0,44.0,25.0,19.0,4.0,10.0,6.0,3.0,116.0,10.0,233.0,,,23.0,6.0,73.0,1.0,363.0,,0.0,13.0,15.0,1.0,21.0,2.0,556.0,18.0,10.0,14.0,4.0,8.0,0.0
987817,23.0,2019-01-19 15:00:00,1,Man Utd,Home,192.0,11.0,2.0,3.0,1.0,,,242.0,3.0,,7.0,5.0,8.0,24.0,431.0,,,16.0,21.0,20.0,10.0,3.0,,,,1.0,,,2.0,,,1.0,,12.0,1.0,,,,,4.0,5.0,2.0,12.0,8.0,,70.0,55.0,2.0,2.0,1.0,2.0,22.0,6.0,4.0,,,6.0,6.0,4.0,,10.0,,52.0,50.0,2.0,17.0,8.0,,,47.0,11.0,11.0,1.0,,5.0,1.0,2.0,149.0,1.0,,,1.0,,,6.0,,,1.0,,,,,,8.0,,5.0,5.0,1.0,7.0,156.0,62.0,44.0,5.0,1.0,8.0,6.0,5.0,487.0,,,1.0,,,109.0,41.0,27.0,,,,1.0,119.0,119.0,4.0,21.0,21.0,56.0,,,,2.0,22.0,0.0,,,,132.0,1.0,1.0,2.0,,1.0,,9.0,1.0,3.0,105.0,417.0,11.0,14.0,216.0,26.0,17.0,15.0,5.0,16.0,11.0,,135.0,6.0,307.0,,,7.0,9.0,39.0,1.0,507.0,,0.0,20.0,12.0,1.0,20.0,1.0,688.0,22.0,8.0,8.0,6.0,9.0,0.0
987826,24.0,2019-01-29 20:00:00,1,Man Utd,Home,267.0,24.0,3.0,6.0,5.0,1.0,,307.0,3.0,,3.0,2.0,7.0,41.0,568.0,,1.0,23.0,25.0,19.0,18.0,2.0,,2.0,,,,,1.0,,,,1.0,15.0,1.0,,,,,4.0,3.0,3.0,15.0,13.0,,94.0,47.0,1.0,1.0,2.0,,17.0,8.0,3.0,,,11.0,18.0,10.0,1.0,10.0,,50.0,36.0,,16.0,5.0,1.0,,50.0,10.0,8.0,,,3.0,1.0,1.0,179.0,,,,,,,4.0,,,,,,,,,5.0,,9.0,9.0,1.0,3.0,196.0,53.0,42.0,3.0,1.0,9.0,11.0,9.0,627.0,,,1.0,3.0,,78.0,89.0,66.0,,,,1.0,145.0,145.0,3.0,23.0,18.0,74.4,,,1.0,,17.0,0.0,,,,181.0,,2.0,2.0,,,2.0,11.0,,2.0,184.0,546.0,6.0,20.0,288.0,54.0,16.0,9.0,7.0,34.0,29.0,2.0,237.0,6.0,396.0,,,5.0,7.0,61.0,2.0,650.0,2.0,0.0,28.0,3.0,2.0,24.0,1.0,842.0,40.0,16.0,6.0,11.0,2.0,0.0
987838,25.0,2019-02-03 14:05:00,1,Man Utd,Away,210.0,19.0,,4.0,4.0,,,226.0,7.0,,5.0,5.0,12.0,41.0,432.0,,1.0,24.0,8.0,8.0,7.0,1.0,,,,,,,,,,,,9.0,,,,,,3.0,11.0,6.0,8.0,2.0,,93.0,65.0,2.0,1.0,1.0,1.0,19.0,2.0,13.0,,,2.0,7.0,2.0,,9.0,1.0,41.0,53.0,1.0,22.0,8.0,,,52.0,9.0,12.0,1.0,,1.0,1.0,,175.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,1.0,8.0,,15.0,15.0,3.0,6.0,132.0,74.0,47.0,7.0,,2.0,7.0,6.0,503.0,,,3.0,,,101.0,59.0,20.0,,,,,141.0,141.0,7.0,25.0,23.0,55.2,,,,,19.0,0.0,,,,132.0,3.0,3.0,6.0,,2.0,,2.0,,3.0,103.0,411.0,10.0,9.0,237.0,45.0,22.0,20.0,,10.0,10.0,,152.0,3.0,305.0,,,15.0,14.0,70.0,1.0,532.0,1.0,0.0,10.0,16.0,1.0,30.0,4.0,736.0,16.0,15.0,17.0,2.0,11.0,0.0
987844,26.0,2019-02-09 12:30:00,1,Man Utd,Away,141.0,27.0,,1.0,1.0,2.0,,238.0,10.0,,4.0,6.0,11.0,34.0,378.0,,1.0,19.0,13.0,22.0,8.0,,,1.0,,,,,,,,,,12.0,1.0,,,,,4.0,8.0,7.0,11.0,4.0,,69.0,67.0,,1.0,1.0,2.0,27.0,4.0,13.0,,,4.0,6.0,6.0,,15.0,3.0,54.0,61.0,2.0,28.0,15.0,,2.0,58.0,9.0,14.0,1.0,,5.0,3.0,,171.0,2.0,,1.0,2.0,,1.0,13.0,,,2.0,,,,,,15.0,,4.0,4.0,1.0,4.0,119.0,83.0,52.0,5.0,2.0,3.0,7.0,7.0,454.0,,,5.0,1.0,,79.0,70.0,29.0,,,,1.0,162.0,162.0,5.0,25.0,29.0,48.8,,,,,27.0,0.0,,,,124.0,1.0,2.0,3.0,,2.0,1.0,4.0,1.0,3.0,123.0,356.0,13.0,10.0,165.0,37.0,28.0,18.0,4.0,19.0,15.0,2.0,172.0,7.0,337.0,,,31.0,13.0,69.0,3.0,483.0,,0.0,15.0,11.0,1.0,20.0,2.0,697.0,44.0,15.0,14.0,4.0,4.0,0.0
987859,27.0,2019-02-24 14:05:00,1,Man Utd,Home,144.0,15.0,1.0,2.0,1.0,1.0,,91.0,5.0,,6.0,3.0,6.0,32.0,233.0,,2.0,10.0,25.0,18.0,5.0,1.0,,,,,,,,,,,,4.0,,,,,1.0,9.0,4.0,3.0,4.0,2.0,,31.0,54.0,1.0,1.0,,5.0,16.0,2.0,13.0,,,3.0,1.0,3.0,,11.0,,71.0,59.0,5.0,28.0,15.0,,,40.0,15.0,17.0,,,2.0,,,128.0,,,,,,,12.0,,,,,,,,,15.0,,11.0,11.0,2.0,6.0,72.0,55.0,29.0,7.0,,1.0,5.0,3.0,284.0,,,2.0,,,34.0,39.0,19.0,,,,,120.0,120.0,,32.0,14.0,35.4,,,,,16.0,0.0,,,,86.0,,1.0,1.0,,1.0,,1.0,,3.0,31.0,212.0,7.0,6.0,171.0,31.0,28.0,14.0,3.0,7.0,4.0,,63.0,8.0,153.0,,,17.0,7.0,62.0,3.0,317.0,,0.0,6.0,18.0,2.0,13.0,1.0,487.0,10.0,6.0,6.0,3.0,9.0,0.0
987864,28.0,2019-02-27 20:00:00,1,Man Utd,Away,187.0,24.0,3.0,5.0,2.0,5.0,,196.0,10.0,,1.0,1.0,2.0,33.0,378.0,,,16.0,16.0,24.0,5.0,1.0,,,,,,1.0,2.0,,,,,8.0,,,,,,3.0,10.0,7.0,7.0,6.0,,57.0,48.0,2.0,1.0,1.0,1.0,14.0,4.0,14.0,,,6.0,5.0,1.0,1.0,11.0,2.0,56.0,61.0,1.0,19.0,8.0,,,59.0,9.0,8.0,2.0,,2.0,,2.0,147.0,3.0,,3.0,2.0,1.0,,17.0,,,2.0,,,,,1.0,8.0,,7.0,7.0,,1.0,129.0,74.0,48.0,5.0,,4.0,5.0,4.0,439.0,,,4.0,,,47.0,64.0,25.0,,,,,133.0,133.0,1.0,22.0,20.0,54.5,,,,,14.0,0.0,,,,135.0,,1.0,2.0,,,,5.0,,3.0,92.0,361.0,4.0,9.0,207.0,38.0,19.0,15.0,6.0,12.0,6.0,,135.0,7.0,273.0,,,10.0,2.0,60.0,,468.0,,0.0,13.0,21.0,,20.0,3.0,634.0,21.0,14.0,8.0,6.0,12.0,0.0
987877,29.0,2019-03-02 15:00:00,1,Man Utd,Home,212.0,14.0,2.0,7.0,5.0,4.0,,204.0,3.0,,5.0,2.0,5.0,28.0,409.0,,,30.0,13.0,28.0,4.0,1.0,,,,,,,,,,,,10.0,,1.0,,,,4.0,4.0,5.0,9.0,7.0,,68.0,46.0,2.0,4.0,,3.0,20.0,1.0,6.0,,,9.0,10.0,8.0,,15.0,,46.0,54.0,3.0,16.0,10.0,,,51.0,7.0,9.0,2.0,,2.0,,,166.0,2.0,,,2.0,,,9.0,,,3.0,,,,,,10.0,,7.0,7.0,1.0,5.0,134.0,83.0,51.0,7.0,1.0,5.0,2.0,6.0,486.0,,,2.0,1.0,,69.0,75.0,34.0,,,,1.0,170.0,170.0,1.0,26.0,13.0,64.2,,,3.0,,20.0,0.0,,,,143.0,,1.0,1.0,,1.0,,9.0,,3.0,83.0,390.0,7.0,7.0,241.0,38.0,16.0,14.0,5.0,23.0,18.0,,127.0,7.0,293.0,,,12.0,5.0,63.0,2.0,511.0,,0.0,16.0,9.0,1.0,34.0,2.0,717.0,28.0,25.0,9.0,9.0,5.0,0.0
987882,30.0,2019-03-10 16:30:00,1,Man Utd,Away,202.0,19.0,,3.0,3.0,2.0,,178.0,8.0,,4.0,4.0,9.0,28.0,377.0,,1.0,17.0,9.0,25.0,11.0,,,,,1.0,,,1.0,,,,,12.0,,,1.0,1.0,1.0,8.0,9.0,5.0,7.0,7.0,,57.0,50.0,4.0,5.0,,2.0,22.0,3.0,4.0,1.0,1.0,2.0,5.0,5.0,,11.0,,48.0,65.0,2.0,12.0,3.0,1.0,1.0,50.0,18.0,12.0,,,2.0,1.0,1.0,157.0,,,,,,,14.0,,,,1.0,,,,,3.0,2.0,13.0,13.0,1.0,4.0,126.0,69.0,40.0,5.0,,4.0,7.0,4.0,434.0,,,5.0,,,63.0,51.0,25.0,1.0,1.0,1.0,,130.0,130.0,3.0,20.0,23.0,53.9,2.0,,,,22.0,0.0,,,,125.0,1.0,,,,,,7.0,1.0,2.0,75.0,352.0,13.0,11.0,222.0,34.0,12.0,14.0,2.0,13.0,11.0,,110.0,6.0,256.0,1.0,,10.0,13.0,50.0,1.0,465.0,1.0,0.0,14.0,20.0,4.0,19.0,2.0,655.0,26.0,12.0,8.0,2.0,11.0,0.0
987897,31.0,2019-04-24 20:00:00,1,Man Utd,Home,184.0,21.0,1.0,1.0,,1.0,,135.0,7.0,,5.0,3.0,3.0,32.0,318.0,,1.0,15.0,12.0,8.0,10.0,,,,,,,,1.0,,,,,10.0,,,,,1.0,4.0,5.0,3.0,3.0,9.0,,56.0,64.0,,,,1.0,14.0,5.0,17.0,,,1.0,4.0,2.0,,12.0,3.0,54.0,42.0,1.0,12.0,6.0,1.0,,52.0,10.0,9.0,,,3.0,1.0,1.0,139.0,,,,,,,9.0,,,,,,,,,6.0,,10.0,10.0,,5.0,113.0,58.0,27.0,1.0,,5.0,5.0,1.0,381.0,,,,2.0,,47.0,37.0,23.0,,,,,129.0,129.0,5.0,31.0,20.0,36.8,,,,,14.0,0.0,,,,98.0,1.0,2.0,3.0,,,,6.0,,3.0,69.0,300.0,7.0,10.0,208.0,40.0,12.0,15.0,1.0,8.0,7.0,,116.0,6.0,206.0,,,17.0,3.0,63.0,,406.0,,0.0,12.0,13.0,2.0,18.0,2.0,565.0,13.0,14.0,12.0,1.0,10.0,0.0
