matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059802,11.0,2019-11-02 12:30:00,1,Man Utd,Away,166.0,10.0,2.0,5.0,3.0,1.0,,222.0,4.0,,3.0,5.0,2.0,22.0,383.0,,,20.0,15.0,7.0,13.0,1.0,2.0,1.0,,,,,,,,,,,12.0,,,,,,1.0,1.0,5.0,9.0,4.0,5.0,10.0,,61.0,61.0,1.0,1.0,,1.0,25.0,5.0,5.0,1.0,10.0,10.0,3.0,,7.0,1.0,44.0,47.0,1.0,11.0,5.0,,,59.0,12.0,13.0,,,2.0,1.0,,186.0,,,,,,,7.0,,,,,,,,,5.0,1.0,12.0,12.0,,3.0,113.0,72.0,32.0,4.0,,5.0,9.0,4.0,464.0,,,3.0,,,50.0,93.0,35.0,,,,,168.0,168.0,1.0,26.0,30.0,57.4,1.0,,,,25.0,0.0,,,,128.0,5.0,,5.0,1.0,1.0,6.0,,3.0,116.0,364.0,12.0,14.0,196.0,37.0,11.0,16.0,9.0,23.0,14.0,1.0,163.0,3.0,315.0,,,18.0,2.0,60.0,4.0,488.0,1.0,0.0,15.0,18.0,2.0,27.0,3.0,700.0,17.0,21.0,10.0,10.0,11.0,0.0
1059816,12.0,2019-11-10 14:00:00,1,Man Utd,Home,149.0,13.0,1.0,2.0,1.0,3.0,,140.0,6.0,1.0,3.0,1.0,4.0,18.0,287.0,1.0,2.0,12.0,14.0,11.0,13.0,1.0,1.0,3.0,,1.0,,,2.0,,,,,,17.0,,,,,,,1.0,10.0,5.0,1.0,12.0,9.0,,52.0,71.0,5.0,3.0,2.0,4.0,17.0,5.0,9.0,2.0,5.0,7.0,2.0,,20.0,,61.0,67.0,4.0,11.0,7.0,,,35.0,10.0,14.0,,,5.0,3.0,2.0,129.0,3.0,,2.0,3.0,,,6.0,,,2.0,,,,,,7.0,1.0,10.0,10.0,1.0,3.0,93.0,54.0,30.0,2.0,3.0,4.0,13.0,11.0,335.0,,,1.0,4.0,,54.0,50.0,23.0,,,,,139.0,139.0,10.0,29.0,27.0,42.7,,,,,17.0,0.0,,,,84.0,1.0,,1.0,1.0,3.0,5.0,,3.0,89.0,268.0,6.0,17.0,174.0,29.0,11.0,26.0,5.0,17.0,12.0,3.0,115.0,5.0,201.0,,1.0,11.0,4.0,42.0,,358.0,2.0,0.0,21.0,24.0,3.0,15.0,2.0,577.0,33.0,18.0,18.0,5.0,14.0,0.0
1059829,13.0,2019-11-24 16:30:00,1,Man Utd,Away,230.0,18.0,,2.0,2.0,1.0,,248.0,6.0,,6.0,2.0,7.0,25.0,476.0,1.0,,24.0,22.0,23.0,7.0,,1.0,,,,,,,,,,,,10.0,,,,,,,,5.0,5.0,7.0,7.0,4.0,,63.0,68.0,2.0,,2.0,7.0,14.0,2.0,8.0,,3.0,8.0,,,4.0,2.0,52.0,55.0,7.0,21.0,13.0,1.0,,61.0,10.0,13.0,1.0,,1.0,1.0,,185.0,2.0,,2.0,2.0,,,7.0,,,3.0,1.0,,,,1.0,13.0,,9.0,9.0,,7.0,172.0,75.0,43.0,6.0,1.0,3.0,6.0,5.0,559.0,,,1.0,3.0,,66.0,86.0,21.0,,,,,160.0,160.0,1.0,33.0,26.0,59.4,,2.0,1.0,,14.0,0.0,,,,167.0,2.0,3.0,5.0,,,4.0,,3.0,106.0,452.0,8.0,9.0,268.0,45.0,21.0,18.0,2.0,11.0,9.0,,150.0,6.0,330.0,1.0,,11.0,8.0,52.0,1.0,587.0,1.0,0.0,11.0,10.0,,26.0,2.0,789.0,17.0,20.0,9.0,3.0,6.0,0.0
1059836,14.0,2019-12-01 16:30:00,1,Man Utd,Home,207.0,18.0,1.0,3.0,2.0,1.0,1.0,248.0,7.0,,4.0,2.0,4.0,21.0,452.0,,1.0,21.0,8.0,15.0,10.0,1.0,3.0,,,,,,,,,,,1.0,13.0,,,,,1.0,,,8.0,7.0,2.0,10.0,6.0,,68.0,53.0,1.0,3.0,,4.0,17.0,3.0,10.0,1.0,9.0,14.0,6.0,1.0,7.0,,55.0,36.0,4.0,15.0,7.0,,,54.0,16.0,7.0,,,2.0,2.0,,186.0,,,,,,,7.0,,,,,,,,,7.0,1.0,10.0,10.0,1.0,4.0,126.0,63.0,42.0,9.0,,4.0,7.0,6.0,503.0,,,1.0,2.0,,73.0,81.0,35.0,,,,,141.0,141.0,2.0,28.0,19.0,62.3,1.0,2.0,1.0,,17.0,0.0,,,,145.0,,1.0,1.0,,,7.0,,3.0,153.0,431.0,6.0,11.0,231.0,32.0,15.0,23.0,7.0,29.0,22.0,,185.0,5.0,323.0,,,7.0,4.0,42.0,1.0,525.0,,0.0,16.0,6.0,3.0,23.0,4.0,714.0,37.0,15.0,8.0,9.0,3.0,0.0
1059845,15.0,2019-12-04 19:30:00,1,Man Utd,Home,169.0,10.0,1.0,2.0,1.0,1.0,,168.0,4.0,,6.0,1.0,3.0,20.0,335.0,,1.0,19.0,16.0,11.0,7.0,,,1.0,,1.0,,,1.0,,,,,,10.0,1.0,,,,,,,4.0,5.0,3.0,7.0,5.0,,67.0,72.0,,,1.0,3.0,17.0,2.0,22.0,,4.0,5.0,1.0,,7.0,3.0,65.0,53.0,3.0,15.0,9.0,,,53.0,9.0,9.0,,,2.0,,1.0,167.0,,,,,,,5.0,,,1.0,,,,,,9.0,1.0,16.0,16.0,1.0,6.0,109.0,72.0,35.0,3.0,2.0,1.0,6.0,7.0,423.0,,,2.0,2.0,,80.0,52.0,20.0,,,,1.0,156.0,156.0,6.0,28.0,28.0,46.6,,,,,17.0,0.0,,,,98.0,3.0,1.0,4.0,,1.0,3.0,,2.0,90.0,324.0,9.0,7.0,205.0,35.0,15.0,24.0,4.0,10.0,6.0,1.0,131.0,5.0,246.0,,,18.0,5.0,58.0,1.0,441.0,,0.0,12.0,20.0,2.0,28.0,0.0,638.0,25.0,12.0,13.0,4.0,12.0,0.0
1059856,16.0,2019-12-07 17:30:00,1,Man Utd,Away,113.0,13.0,,1.0,1.0,,,87.0,10.0,,3.0,,1.0,10.0,199.0,,,8.0,12.0,11.0,9.0,,,2.0,,,,,,,,,,,10.0,1.0,,,1.0,,,,5.0,17.0,5.0,9.0,2.0,,31.0,53.0,,,1.0,7.0,17.0,2.0,13.0,1.0,3.0,2.0,3.0,,7.0,2.0,48.0,48.0,7.0,39.0,18.0,,,28.0,10.0,10.0,1.0,,3.0,3.0,,113.0,1.0,,1.0,1.0,,,14.0,,,1.0,,,,,1.0,18.0,1.0,11.0,11.0,4.0,4.0,63.0,42.0,16.0,16.0,1.0,2.0,8.0,7.0,239.0,,,10.0,4.0,,41.0,24.0,17.0,,,,1.0,110.0,110.0,2.0,33.0,11.0,28.1,1.0,,,,17.0,0.0,,,,58.0,1.0,3.0,4.0,,2.0,2.0,,3.0,50.0,184.0,8.0,10.0,140.0,24.0,39.0,15.0,1.0,9.0,8.0,2.0,70.0,2.0,134.0,,,10.0,1.0,34.0,,265.0,1.0,0.0,11.0,19.0,,14.0,2.0,475.0,16.0,11.0,8.0,3.0,12.0,0.0
1059868,17.0,2019-12-15 14:00:00,1,Man Utd,Home,211.0,11.0,3.0,5.0,2.0,2.0,,248.0,8.0,,3.0,,3.0,18.0,454.0,,1.0,28.0,18.0,30.0,15.0,1.0,2.0,,,,,2.0,2.0,1.0,,2.0,,,18.0,,,,,,,2.0,7.0,3.0,6.0,9.0,15.0,,60.0,50.0,,1.0,,3.0,12.0,8.0,4.0,2.0,6.0,19.0,3.0,,11.0,1.0,51.0,69.0,3.0,18.0,7.0,1.0,,68.0,10.0,12.0,,,5.0,3.0,2.0,179.0,1.0,,,1.0,,,8.0,,,1.0,,,,,,7.0,,7.0,7.0,1.0,3.0,146.0,70.0,45.0,5.0,,5.0,12.0,8.0,509.0,,,,2.0,1.0,114.0,65.0,37.0,,,,,145.0,145.0,2.0,23.0,22.0,66.5,,,1.0,1.0,12.0,0.0,,,,144.0,1.0,2.0,3.0,1.0,,8.0,,2.0,143.0,434.0,6.0,17.0,234.0,25.0,18.0,23.0,6.0,31.0,25.0,,174.0,2.0,326.0,,,9.0,4.0,40.0,2.0,529.0,,0.0,24.0,14.0,5.0,30.0,1.0,759.0,24.0,17.0,13.0,6.0,11.0,0.0
1059880,18.0,2019-12-22 14:00:00,1,Man Utd,Away,208.0,19.0,1.0,3.0,2.0,1.0,1.0,268.0,4.0,,5.0,3.0,8.0,24.0,473.0,1.0,5.0,16.0,11.0,25.0,12.0,2.0,2.0,,,1.0,,1.0,2.0,,,1.0,,,12.0,,,,,,,1.0,5.0,8.0,3.0,10.0,7.0,,69.0,63.0,3.0,3.0,,,13.0,3.0,13.0,,5.0,5.0,4.0,,8.0,1.0,53.0,73.0,,22.0,16.0,1.0,,63.0,11.0,14.0,,,4.0,2.0,2.0,180.0,,,,,,,4.0,,,,,,,,1.0,16.0,,9.0,9.0,,5.0,142.0,53.0,40.0,3.0,,4.0,10.0,8.0,536.0,,,4.0,5.0,,121.0,44.0,30.0,1.0,1.0,1.0,,138.0,138.0,3.0,30.0,25.0,63.9,,,,,13.0,0.0,,,,171.0,,1.0,1.0,1.0,,6.0,,3.0,138.0,447.0,5.0,14.0,241.0,34.0,22.0,28.0,3.0,14.0,11.0,,178.0,4.0,335.0,,,12.0,10.0,45.0,4.0,562.0,2.0,0.0,17.0,18.0,7.0,17.0,1.0,767.0,23.0,9.0,17.0,5.0,8.0,0.0
1059888,19.0,2019-12-26 17:30:00,1,Man Utd,Home,289.0,21.0,1.0,4.0,3.0,1.0,,447.0,7.0,,1.0,1.0,14.0,33.0,732.0,,1.0,18.0,17.0,14.0,12.0,1.0,4.0,1.0,,,,1.0,2.0,,,1.0,,1.0,16.0,,,,,,1.0,,6.0,5.0,2.0,8.0,14.0,,116.0,57.0,2.0,1.0,2.0,,18.0,5.0,10.0,,5.0,7.0,5.0,,11.0,,56.0,49.0,,2.0,1.0,,,69.0,10.0,6.0,2.0,,5.0,1.0,2.0,180.0,2.0,,2.0,2.0,,,7.0,,,4.0,,,,,1.0,1.0,1.0,10.0,10.0,,1.0,264.0,76.0,64.0,,2.0,6.0,9.0,10.0,799.0,,,,1.0,,104.0,121.0,33.0,,,,,131.0,131.0,8.0,18.0,30.0,73.3,1.0,,3.0,,18.0,0.0,,,,255.0,1.0,,1.0,1.0,1.0,7.0,,3.0,199.0,716.0,10.0,15.0,311.0,35.0,2.0,22.0,3.0,16.0,13.0,1.0,244.0,2.0,520.0,,,8.0,14.0,47.0,1.0,815.0,,0.0,22.0,17.0,2.0,18.0,2.0,986.0,24.0,14.0,13.0,5.0,12.0,0.0
1059894,20.0,2019-12-28 19:45:00,1,Man Utd,Away,205.0,15.0,,1.0,1.0,3.0,,203.0,4.0,1.0,5.0,2.0,3.0,19.0,407.0,,3.0,16.0,21.0,20.0,6.0,,2.0,1.0,,1.0,,1.0,3.0,,,,1.0,1.0,9.0,,,,,,1.0,,4.0,4.0,4.0,6.0,8.0,,73.0,56.0,2.0,1.0,2.0,4.0,13.0,6.0,7.0,,4.0,4.0,2.0,,8.0,1.0,49.0,55.0,4.0,20.0,13.0,,,57.0,10.0,17.0,1.0,,5.0,1.0,3.0,168.0,2.0,,2.0,2.0,,1.0,9.0,,,2.0,,,,,1.0,13.0,1.0,2.0,2.0,,5.0,125.0,78.0,39.0,5.0,1.0,1.0,7.0,5.0,470.0,,,2.0,2.0,,80.0,61.0,21.0,,,,,138.0,138.0,2.0,27.0,22.0,61.4,1.0,,,1.0,13.0,0.0,,,,135.0,,1.0,1.0,,1.0,3.0,,2.0,108.0,387.0,4.0,8.0,230.0,37.0,20.0,19.0,1.0,8.0,7.0,2.0,152.0,6.0,279.0,,1.0,15.0,5.0,52.0,2.0,501.0,2.0,0.0,14.0,6.0,4.0,21.0,3.0,675.0,25.0,15.0,14.0,4.0,3.0,0.0
1059902,21.0,2020-01-01 20:00:00,1,Man Utd,Away,221.0,15.0,,2.0,2.0,1.0,1.0,243.0,6.0,,5.0,1.0,10.0,11.0,462.0,,2.0,24.0,7.0,9.0,7.0,1.0,,,,1.0,,,1.0,,,,,,8.0,,,,,,,1.0,12.0,8.0,2.0,5.0,5.0,,80.0,55.0,1.0,1.0,,2.0,20.0,3.0,13.0,,4.0,9.0,2.0,,10.0,1.0,54.0,51.0,2.0,7.0,1.0,,1.0,50.0,15.0,11.0,,,3.0,2.0,1.0,168.0,,,,,,,6.0,,,,,,,,,1.0,,10.0,10.0,1.0,5.0,146.0,58.0,44.0,1.0,,2.0,6.0,4.0,524.0,,,1.0,6.0,,88.0,72.0,23.0,,,,,135.0,135.0,2.0,19.0,29.0,51.2,,,,1.0,20.0,0.0,,,,148.0,2.0,,2.0,1.0,,3.0,,3.0,109.0,444.0,6.0,8.0,251.0,34.0,7.0,28.0,3.0,16.0,13.0,,150.0,3.0,307.0,,,8.0,10.0,32.0,,542.0,,0.0,10.0,12.0,2.0,27.0,0.0,729.0,24.0,13.0,19.0,4.0,5.0,0.0
1059918,22.0,2020-01-11 15:00:00,1,Man Utd,Home,198.0,23.0,,3.0,3.0,,,359.0,3.0,,5.0,1.0,11.0,39.0,554.0,1.0,1.0,21.0,6.0,10.0,7.0,,1.0,,,,,,,,,,,,11.0,1.0,,,,,,,10.0,1.0,7.0,9.0,4.0,,108.0,69.0,3.0,1.0,3.0,2.0,24.0,3.0,19.0,,4.0,9.0,6.0,,12.0,2.0,64.0,55.0,2.0,8.0,4.0,,,70.0,18.0,7.0,1.0,1.0,2.0,,,181.0,2.0,,2.0,1.0,1.0,,3.0,,,2.0,,,,,1.0,4.0,,14.0,14.0,,5.0,198.0,47.0,34.0,2.0,2.0,4.0,5.0,6.0,633.0,,,3.0,2.0,,98.0,113.0,35.0,,,,1.0,152.0,152.0,6.0,24.0,34.0,59.6,,,,,24.0,0.0,,,,159.0,1.0,2.0,3.0,,,4.0,,3.0,206.0,541.0,12.0,9.0,219.0,38.0,8.0,27.0,1.0,16.0,15.0,,258.0,2.0,443.0,,,9.0,11.0,56.0,2.0,646.0,3.0,0.0,13.0,21.0,2.0,23.0,0.0,847.0,42.0,18.0,17.0,4.0,12.0,0.0
1059925,23.0,2020-01-19 16:30:00,1,Man Utd,Away,201.0,13.0,1.0,3.0,2.0,1.0,1.0,162.0,8.0,1.0,4.0,2.0,1.0,10.0,360.0,,,14.0,16.0,13.0,5.0,,2.0,1.0,,,,,,,,,,,7.0,,,,,,,,5.0,12.0,4.0,4.0,5.0,,57.0,69.0,2.0,2.0,,1.0,14.0,1.0,16.0,,5.0,9.0,3.0,,17.0,2.0,64.0,44.0,1.0,34.0,16.0,,,33.0,10.0,7.0,,,2.0,2.0,,170.0,,,,,,,9.0,,,,,,,,,16.0,,13.0,13.0,,4.0,118.0,56.0,22.0,11.0,,3.0,2.0,4.0,432.0,,,5.0,2.0,,81.0,43.0,27.0,,,,,153.0,153.0,2.0,28.0,32.0,46.8,,,,1.0,14.0,0.0,,,,110.0,1.0,2.0,3.0,1.0,1.0,4.0,,3.0,82.0,344.0,6.0,5.0,237.0,30.0,34.0,14.0,4.0,18.0,14.0,1.0,105.0,6.0,236.0,,1.0,16.0,1.0,37.0,3.0,455.0,,0.0,9.0,16.0,,22.0,3.0,659.0,18.0,8.0,9.0,5.0,8.0,0.0
1059936,24.0,2020-01-22 20:15:00,1,Man Utd,Home,257.0,18.0,1.0,4.0,3.0,2.0,1.0,339.0,1.0,,7.0,2.0,5.0,25.0,592.0,,,29.0,25.0,34.0,18.0,2.0,1.0,,,1.0,,,1.0,,,,,,21.0,,,,,,,1.0,3.0,4.0,1.0,11.0,13.0,,95.0,67.0,,,,1.0,15.0,7.0,1.0,1.0,5.0,12.0,9.0,,8.0,,48.0,61.0,1.0,13.0,8.0,,,63.0,11.0,7.0,,,2.0,1.0,1.0,188.0,,,,,,,2.0,,,,,,,,,8.0,,7.0,7.0,,7.0,209.0,61.0,39.0,2.0,,8.0,12.0,7.0,677.0,,,1.0,1.0,,88.0,84.0,41.0,,,,,157.0,157.0,2.0,33.0,23.0,72.2,,,,,15.0,0.0,,,,200.0,,,,2.0,,10.0,,3.0,208.0,579.0,2.0,20.0,295.0,39.0,13.0,15.0,2.0,24.0,22.0,,253.0,3.0,421.0,,,13.0,6.0,49.0,2.0,692.0,1.0,0.0,24.0,10.0,,34.0,0.0,880.0,35.0,16.0,10.0,5.0,8.0,0.0
1059947,25.0,2020-02-01 17:30:00,1,Man Utd,Home,175.0,15.0,,5.0,5.0,2.0,1.0,390.0,6.0,,3.0,2.0,4.0,26.0,560.0,,,24.0,8.0,9.0,8.0,1.0,1.0,,,,,1.0,1.0,,,,,,12.0,,,,,,,2.0,9.0,13.0,2.0,6.0,10.0,,88.0,62.0,1.0,2.0,,1.0,16.0,3.0,16.0,,4.0,15.0,4.0,,20.0,,66.0,55.0,1.0,12.0,1.0,,,67.0,14.0,14.0,,,4.0,2.0,1.0,167.0,,,,,,,6.0,,,,,,,,,1.0,,5.0,5.0,,3.0,182.0,55.0,44.0,6.0,,4.0,5.0,5.0,611.0,,,6.0,1.0,,97.0,137.0,40.0,,,,,140.0,140.0,5.0,20.0,34.0,63.7,,,,,16.0,0.0,,,,196.0,4.0,,4.0,,,8.0,,3.0,224.0,539.0,6.0,9.0,186.0,30.0,12.0,21.0,2.0,23.0,21.0,,266.0,2.0,470.0,,,3.0,5.0,37.0,,633.0,,0.0,16.0,19.0,,26.0,3.0,851.0,29.0,18.0,13.0,4.0,11.0,0.0
1059955,26.0,2020-02-17 20:00:00,1,Man Utd,Away,152.0,17.0,1.0,4.0,3.0,,1.0,156.0,6.0,,1.0,3.0,2.0,19.0,304.0,,,15.0,15.0,16.0,5.0,,3.0,,,,1.0,,1.0,,,,,,5.0,,,,,,1.0,,8.0,11.0,6.0,7.0,2.0,,55.0,62.0,1.0,1.0,,2.0,19.0,2.0,10.0,,8.0,4.0,4.0,1.0,15.0,1.0,54.0,45.0,2.0,27.0,17.0,,,38.0,11.0,9.0,1.0,1.0,2.0,2.0,1.0,126.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,,,,,,17.0,1.0,15.0,15.0,4.0,1.0,105.0,57.0,33.0,9.0,,2.0,5.0,3.0,361.0,,,10.0,5.0,,91.0,36.0,18.0,,,,,130.0,130.0,2.0,27.0,30.0,38.8,1.0,,,,19.0,0.0,,,,96.0,1.0,,1.0,1.0,,4.0,,3.0,70.0,289.0,10.0,7.0,171.0,31.0,27.0,13.0,6.0,16.0,10.0,,98.0,5.0,227.0,,,13.0,4.0,43.0,,382.0,,0.0,9.0,12.0,,16.0,3.0,568.0,13.0,15.0,10.0,8.0,6.0,0.0
1059968,27.0,2020-02-23 14:00:00,1,Man Utd,Home,276.0,25.0,,3.0,3.0,3.0,1.0,206.0,4.0,,5.0,3.0,1.0,26.0,479.0,,2.0,12.0,22.0,18.0,15.0,,,3.0,,,,,,,,,,1.0,18.0,1.0,,,,,,2.0,5.0,4.0,3.0,15.0,6.0,,85.0,84.0,1.0,2.0,1.0,1.0,17.0,3.0,7.0,,3.0,3.0,3.0,,13.0,1.0,51.0,67.0,1.0,15.0,5.0,,,47.0,6.0,14.0,1.0,,3.0,1.0,,181.0,1.0,,1.0,1.0,,1.0,5.0,,,2.0,1.0,,,,,5.0,1.0,18.0,18.0,1.0,5.0,168.0,71.0,43.0,5.0,2.0,8.0,8.0,9.0,577.0,,,3.0,1.0,,90.0,38.0,26.0,,,,1.0,155.0,155.0,4.0,44.0,31.0,58.0,,,,,17.0,0.0,,,,163.0,1.0,1.0,2.0,,3.0,9.0,,3.0,91.0,461.0,8.0,16.0,322.0,44.0,15.0,17.0,3.0,10.0,7.0,4.0,131.0,3.0,285.0,1.0,,24.0,1.0,65.0,1.0,597.0,,0.0,21.0,21.0,2.0,13.0,0.0,789.0,31.0,11.0,14.0,3.0,10.0,0.0
1059975,28.0,2020-03-01 14:00:00,1,Man Utd,Away,125.0,12.0,1.0,2.0,1.0,2.0,,209.0,2.0,,3.0,,4.0,13.0,332.0,,1.0,22.0,16.0,15.0,10.0,,2.0,,,,,,,,,,,,12.0,,,,1.0,,,,5.0,12.0,4.0,5.0,9.0,,49.0,63.0,,1.0,,2.0,21.0,4.0,12.0,1.0,8.0,11.0,3.0,,10.0,1.0,51.0,54.0,2.0,27.0,13.0,1.0,1.0,54.0,11.0,10.0,,,1.0,,,172.0,1.0,,,1.0,,,6.0,,,1.0,,,,,2.0,13.0,1.0,7.0,7.0,,3.0,96.0,59.0,28.0,13.0,1.0,4.0,7.0,5.0,408.0,,,4.0,,,97.0,55.0,31.0,,,,,158.0,158.0,4.0,27.0,28.0,55.9,1.0,,1.0,1.0,21.0,0.0,,,,114.0,4.0,,4.0,1.0,,5.0,,3.0,108.0,317.0,8.0,11.0,155.0,30.0,27.0,17.0,7.0,21.0,14.0,,150.0,5.0,297.0,,,14.0,4.0,50.0,1.0,431.0,2.0,0.0,14.0,16.0,2.0,25.0,4.0,640.0,18.0,22.0,13.0,8.0,11.0,0.0
1059988,29.0,2020-03-08 16:30:00,1,Man Utd,Home,121.0,23.0,1.0,2.0,1.0,3.0,,97.0,5.0,,2.0,4.0,2.0,24.0,216.0,1.0,2.0,11.0,11.0,8.0,5.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,9.0,,,,,,,1.0,5.0,4.0,3.0,8.0,4.0,,40.0,60.0,,1.0,1.0,5.0,11.0,4.0,18.0,,2.0,7.0,,,4.0,2.0,54.0,47.0,5.0,33.0,16.0,,1.0,38.0,11.0,9.0,1.0,,2.0,,1.0,137.0,1.0,1.0,1.0,,1.0,,7.0,,,1.0,,,,,,16.0,,17.0,17.0,4.0,2.0,60.0,46.0,20.0,11.0,,2.0,5.0,6.0,275.0,,,,,,52.0,28.0,14.0,,,,,114.0,114.0,1.0,35.0,21.0,27.7,,,,1.0,11.0,0.0,,,,57.0,2.0,2.0,4.0,,1.0,2.0,,3.0,50.0,201.0,8.0,7.0,152.0,46.0,33.0,23.0,2.0,9.0,7.0,1.0,85.0,9.0,151.0,,,15.0,2.0,58.0,1.0,294.0,1.0,0.0,12.0,19.0,4.0,14.0,2.0,488.0,12.0,10.0,12.0,2.0,9.0,0.0
1059999,30.0,2020-06-19 20:15:00,1,Man Utd,Away,215.0,13.0,,4.0,4.0,,,274.0,8.0,,2.0,,3.0,16.0,485.0,,,19.0,14.0,19.0,10.0,,,,,,,,,,,,,,11.0,1.0,,,,,,,8.0,4.0,6.0,7.0,5.0,,65.0,60.0,1.0,2.0,1.0,2.0,15.0,2.0,10.0,1.0,6.0,4.0,5.0,,9.0,1.0,56.0,66.0,2.0,18.0,10.0,,,68.0,18.0,17.0,,,4.0,2.0,,162.0,,,,,,,8.0,,,,,,,,,10.0,,15.0,15.0,2.0,2.0,159.0,73.0,50.0,7.0,1.0,4.0,6.0,6.0,562.0,,,3.0,2.0,,72.0,95.0,34.0,,,,1.0,152.0,152.0,5.0,17.0,36.0,61.2,,,1.0,1.0,15.0,0.0,,,,200.0,1.0,1.0,2.0,1.0,,4.0,2.0,5.0,112.0,462.0,8.0,10.0,233.0,38.0,18.0,19.0,6.0,17.0,11.0,,165.0,,370.0,,,6.0,3.0,34.0,3.0,586.0,,0.0,12.0,16.0,,21.0,1.0,791.0,24.0,17.0,14.0,6.0,8.0,0.0
1060006,31.0,2020-06-24 18:00:00,1,Man Utd,Home,289.0,14.0,1.0,4.0,4.0,3.0,,396.0,7.0,,2.0,1.0,9.0,38.0,681.0,,2.0,11.0,8.0,16.0,9.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,13.0,,,,,,,,6.0,2.0,2.0,11.0,4.0,,106.0,40.0,4.0,1.0,3.0,1.0,11.0,4.0,4.0,,10.0,7.0,4.0,,7.0,1.0,37.0,45.0,1.0,18.0,11.0,,,60.0,10.0,6.0,3.0,,2.0,1.0,1.0,165.0,3.0,,3.0,3.0,,,7.0,,,3.0,,,,,,11.0,,8.0,8.0,,2.0,245.0,60.0,54.0,5.0,,5.0,7.0,6.0,729.0,,,2.0,1.0,,112.0,82.0,33.0,,,,,107.0,107.0,3.0,23.0,12.0,68.2,,,,,11.0,0.0,,,,232.0,,1.0,1.0,1.0,1.0,5.0,4.0,5.0,182.0,662.0,2.0,12.0,300.0,26.0,18.0,24.0,6.0,17.0,12.0,1.0,221.0,3.0,465.0,,,3.0,10.0,42.0,1.0,748.0,,0.0,15.0,7.0,5.0,12.0,1.0,891.0,34.0,9.0,16.0,10.0,3.0,0.0
