matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695005,11.0,2013-11-10 16:10:00,1,Man Utd,Home,109.0,16.0,1.0,4.0,3.0,6.0,1.0,167.0,6.0,,2.0,9.0,12.0,32.0,272.0,,,20.0,20.0,26.0,2.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,1.0,4.0,6.0,4.0,3.0,2.0,,56.0,57.0,1.0,1.0,,5.0,8.0,,5.0,,1.0,5.0,13.0,8.0,,19.0,,63.0,75.0,5.0,49.0,28.0,,,62.0,12.0,11.0,1.0,2.0,1.0,,149.0,1.0,1.0,1.0,,1.0,,8.0,,,,2.0,,,,,28.0,,18.0,18.0,1.0,2.0,74.0,77.0,43.0,6.0,,2.0,2.0,2.0,338.0,,,4.0,,,66.0,92.0,31.0,,,,,157.0,157.0,5.0,17.0,29.0,40.5,,2.0,23.0,0.0,,,,83.0,,2.0,2.0,,,,3.0,,3.0,77.0,256.0,8.0,4.0,124.0,33.0,49.0,21.0,5.0,27.0,22.0,,122.0,13.0,265.0,2.0,,26.0,13.0,59.0,2.0,362.0,,0.0,5.0,29.0,1.0,26.0,2.0,606.0,9.0,7.0,11.0,5.0,19.0,0.0
695011,12.0,2013-11-24 16:00:00,1,Man Utd,Away,159.0,12.0,5.0,11.0,7.0,2.0,3.0,163.0,2.0,,5.0,7.0,13.0,30.0,311.0,,1.0,16.0,19.0,24.0,5.0,7.0,,,,,,,,,,,,,1.0,4.0,,,,,3.0,2.0,9.0,5.0,,,,66.0,61.0,1.0,2.0,,4.0,8.0,3.0,8.0,,1.0,8.0,8.0,1.0,1.0,8.0,,58.0,61.0,4.0,46.0,30.0,,1.0,54.0,14.0,15.0,1.0,2.0,3.0,,148.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,1.0,,,,2.0,30.0,,11.0,11.0,1.0,5.0,87.0,86.0,43.0,2.0,,7.0,7.0,5.0,372.0,,,1.0,5.0,,64.0,64.0,12.0,,,,,140.0,140.0,2.0,23.0,27.0,50.1,,1.0,8.0,0.0,,,,90.0,1.0,1.0,2.0,,1.0,,8.0,1.0,2.0,59.0,296.0,3.0,14.0,175.0,22.0,46.0,16.0,8.0,19.0,12.0,1.0,92.0,5.0,235.0,1.0,,25.0,13.0,51.0,3.0,391.0,,0.0,16.0,22.0,1.0,18.0,2.0,619.0,,14.0,3.0,8.0,16.0,0.0
695029,13.0,2013-12-01 12:00:00,1,Man Utd,Away,168.0,15.0,1.0,3.0,2.0,5.0,,211.0,3.0,1.0,2.0,8.0,12.0,35.0,376.0,,1.0,21.0,14.0,20.0,3.0,,,,,,,,1.0,,,,,,,5.0,1.0,,,,,3.0,4.0,6.0,,,,66.0,57.0,,,2.0,2.0,16.0,3.0,2.0,,,7.0,15.0,5.0,,17.0,1.0,51.0,59.0,2.0,40.0,24.0,,,56.0,15.0,9.0,2.0,2.0,,1.0,161.0,,,,,,,11.0,,,1.0,1.0,,,,2.0,24.0,,16.0,16.0,,2.0,120.0,96.0,51.0,7.0,,1.0,2.0,3.0,449.0,,,3.0,,,47.0,110.0,13.0,,,,1.0,157.0,157.0,5.0,19.0,29.0,60.0,,1.0,16.0,0.0,,,,116.0,1.0,1.0,2.0,,2.0,,2.0,,3.0,91.0,364.0,6.0,3.0,187.0,27.0,40.0,15.0,7.0,27.0,20.0,,127.0,10.0,303.0,1.0,1.0,21.0,12.0,55.0,1.0,463.0,,0.0,8.0,22.0,1.0,22.0,3.0,686.0,,12.0,8.0,7.0,20.0,0.0
695034,14.0,2013-12-04 19:45:00,1,Man Utd,Home,171.0,11.0,5.0,10.0,5.0,4.0,2.0,216.0,4.0,,4.0,2.0,19.0,23.0,377.0,,,17.0,16.0,19.0,7.0,4.0,,1.0,,,,,,,,,,,1.0,13.0,,1.0,,1.0,,2.0,7.0,8.0,,,,70.0,58.0,1.0,2.0,,1.0,20.0,4.0,9.0,,,7.0,20.0,6.0,,16.0,,57.0,56.0,1.0,29.0,15.0,,,58.0,12.0,12.0,,2.0,3.0,,174.0,,,,,,,8.0,,,,1.0,,,,3.0,15.0,2.0,23.0,23.0,2.0,4.0,97.0,73.0,38.0,4.0,,6.0,5.0,6.0,446.0,,,4.0,1.0,,55.0,103.0,20.0,,,,,155.0,155.0,2.0,28.0,23.0,52.0,2.0,,20.0,0.0,,,,119.0,2.0,1.0,3.0,,,1.0,8.0,,3.0,107.0,368.0,10.0,11.0,190.0,29.0,29.0,15.0,7.0,36.0,29.0,1.0,154.0,10.0,306.0,1.0,,12.0,19.0,40.0,1.0,460.0,,0.0,18.0,17.0,,19.0,2.0,707.0,,15.0,8.0,7.0,9.0,0.0
695045,15.0,2013-12-07 12:45:00,1,Man Utd,Home,162.0,9.0,2.0,6.0,4.0,3.0,,136.0,6.0,,2.0,3.0,6.0,30.0,292.0,,1.0,24.0,20.0,13.0,7.0,1.0,,,,,,,,,,,,,,6.0,,,,,,2.0,5.0,4.0,,,,58.0,50.0,,,,1.0,15.0,3.0,15.0,,1.0,4.0,11.0,4.0,,18.0,1.0,74.0,62.0,1.0,32.0,23.0,,1.0,52.0,11.0,18.0,,7.0,7.0,,143.0,,,,,,,10.0,,,,,,,,,23.0,1.0,17.0,17.0,1.0,2.0,77.0,67.0,32.0,4.0,,1.0,7.0,4.0,357.0,,,1.0,2.0,,42.0,69.0,22.0,,,,,155.0,155.0,,22.0,24.0,47.1,,,15.0,0.0,,,,96.0,2.0,,2.0,,,,1.0,1.0,3.0,55.0,280.0,6.0,8.0,177.0,25.0,32.0,19.0,3.0,25.0,22.0,1.0,94.0,6.0,222.0,,,14.0,6.0,49.0,2.0,374.0,,0.0,8.0,23.0,2.0,29.0,0.0,609.0,,12.0,8.0,4.0,19.0,0.0
695051,16.0,2013-12-15 13:30:00,1,Man Utd,Away,266.0,13.0,1.0,6.0,5.0,1.0,,170.0,10.0,,4.0,4.0,19.0,25.0,430.0,1.0,2.0,20.0,14.0,13.0,7.0,1.0,,,,1.0,,,1.0,,,,,,,12.0,,,1.0,,,2.0,9.0,8.0,,,,74.0,57.0,2.0,,3.0,,9.0,3.0,6.0,,,4.0,11.0,5.0,,13.0,3.0,48.0,52.0,,38.0,25.0,,1.0,58.0,8.0,15.0,2.0,4.0,2.0,1.0,166.0,2.0,,2.0,2.0,,,10.0,,,3.0,1.0,,,,,25.0,1.0,18.0,18.0,2.0,4.0,142.0,89.0,59.0,3.0,1.0,4.0,6.0,5.0,492.0,,,5.0,2.0,,39.0,77.0,19.0,,,,,131.0,131.0,2.0,22.0,25.0,56.0,1.0,,9.0,0.0,,,,129.0,2.0,4.0,6.0,,,,6.0,,3.0,78.0,415.0,3.0,10.0,284.0,28.0,38.0,17.0,2.0,20.0,18.0,,123.0,8.0,247.0,1.0,,15.0,21.0,47.0,2.0,511.0,1.0,0.0,14.0,15.0,5.0,22.0,2.0,730.0,,9.0,9.0,4.0,13.0,0.0
695065,17.0,2013-12-21 15:00:00,1,Man Utd,Home,204.0,24.0,2.0,5.0,4.0,,,260.0,5.0,,1.0,4.0,25.0,38.0,459.0,1.0,1.0,15.0,11.0,16.0,13.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,17.0,,,,,,1.0,2.0,2.0,,,,84.0,50.0,2.0,,2.0,3.0,9.0,7.0,7.0,,1.0,8.0,16.0,4.0,,9.0,,35.0,49.0,3.0,30.0,17.0,1.0,,62.0,7.0,17.0,1.0,4.0,2.0,1.0,139.0,3.0,,2.0,3.0,,,5.0,,,3.0,3.0,,,,,17.0,,12.0,12.0,2.0,1.0,145.0,64.0,41.0,2.0,2.0,5.0,12.0,8.0,495.0,,,2.0,2.0,,61.0,100.0,23.0,,,,,109.0,109.0,2.0,20.0,23.0,61.8,,,9.0,0.0,,,,151.0,,,,,1.0,1.0,6.0,,3.0,139.0,440.0,3.0,17.0,217.0,37.0,30.0,8.0,5.0,26.0,22.0,2.0,174.0,3.0,328.0,3.0,,9.0,27.0,55.0,3.0,519.0,3.0,0.0,21.0,11.0,2.0,18.0,1.0,704.0,,8.0,5.0,8.0,8.0,0.0
695075,18.0,2013-12-26 12:45:00,1,Man Utd,Away,207.0,20.0,1.0,7.0,6.0,,2.0,263.0,1.0,,4.0,,19.0,44.0,463.0,,,24.0,19.0,20.0,6.0,3.0,,,,1.0,,,1.0,,,,,,,8.0,,,,,2.0,3.0,11.0,6.0,,,,75.0,60.0,,,,1.0,11.0,4.0,3.0,,1.0,5.0,9.0,3.0,1.0,15.0,2.0,56.0,43.0,1.0,54.0,35.0,1.0,,78.0,14.0,11.0,1.0,4.0,2.0,1.0,158.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,,,,2.0,35.0,,16.0,16.0,1.0,4.0,157.0,76.0,53.0,6.0,,3.0,7.0,4.0,521.0,,,6.0,8.0,,71.0,96.0,13.0,,,,,133.0,133.0,5.0,19.0,30.0,61.2,,1.0,11.0,0.0,,,,147.0,2.0,1.0,3.0,1.0,,,5.0,,3.0,112.0,449.0,2.0,10.0,220.0,34.0,54.0,14.0,3.0,17.0,14.0,,159.0,6.0,334.0,1.0,,6.0,19.0,64.0,,537.0,,1.0,13.0,6.0,,27.0,2.0,759.0,,12.0,6.0,5.0,6.0,0.0
695088,19.0,2013-12-28 15:00:00,1,Man Utd,Away,168.0,12.0,,3.0,3.0,4.0,1.0,253.0,5.0,,2.0,4.0,13.0,21.0,418.0,,,25.0,14.0,14.0,6.0,,,,,,,,,,,,,,1.0,7.0,,,,,,1.0,6.0,9.0,,,,88.0,56.0,1.0,,1.0,4.0,17.0,1.0,8.0,,1.0,3.0,15.0,5.0,,10.0,1.0,47.0,53.0,4.0,66.0,35.0,,,68.0,10.0,11.0,1.0,3.0,1.0,,165.0,1.0,,,1.0,,,10.0,,,1.0,,,,,1.0,35.0,,17.0,17.0,,2.0,115.0,69.0,41.0,8.0,,3.0,4.0,3.0,475.0,,,4.0,1.0,,93.0,92.0,13.0,,,,,136.0,136.0,1.0,24.0,26.0,54.9,,1.0,17.0,0.0,,,,124.0,3.0,1.0,4.0,,1.0,,3.0,,3.0,104.0,404.0,11.0,7.0,189.0,24.0,66.0,22.0,,21.0,21.0,1.0,144.0,10.0,324.0,,,17.0,14.0,43.0,2.0,492.0,,0.0,7.0,14.0,,27.0,3.0,750.0,,16.0,14.0,3.0,10.0,0.0
695095,20.0,2014-01-01 17:30:00,1,Man Utd,Home,161.0,26.0,3.0,11.0,8.0,4.0,1.0,265.0,4.0,,5.0,4.0,11.0,45.0,415.0,,1.0,33.0,17.0,20.0,11.0,2.0,,,,1.0,,,1.0,,,,,,1.0,11.0,,,,,,,5.0,4.0,,,,75.0,75.0,1.0,,1.0,1.0,16.0,4.0,6.0,,2.0,13.0,24.0,11.0,,13.0,1.0,50.0,50.0,1.0,24.0,20.0,2.0,,78.0,7.0,6.0,1.0,3.0,2.0,1.0,190.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,2.0,20.0,,20.0,20.0,,5.0,123.0,73.0,41.0,2.0,,6.0,8.0,6.0,498.0,,,2.0,5.0,,62.0,125.0,39.0,,,,,180.0,180.0,7.0,32.0,30.0,61.1,,,16.0,0.0,,,,121.0,2.0,,2.0,,3.0,,7.0,,3.0,133.0,406.0,6.0,14.0,178.0,39.0,24.0,18.0,12.0,49.0,37.0,,189.0,10.0,380.0,,,19.0,13.0,70.0,2.0,509.0,,0.0,17.0,16.0,2.0,35.0,2.0,759.0,,14.0,8.0,13.0,14.0,0.0
695106,21.0,2014-01-11 17:30:00,1,Man Utd,Home,125.0,15.0,1.0,6.0,5.0,2.0,2.0,230.0,3.0,,1.0,2.0,17.0,14.0,349.0,,2.0,20.0,12.0,12.0,9.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,1.0,,10.0,,1.0,,,2.0,7.0,4.0,9.0,,,,62.0,62.0,3.0,3.0,1.0,3.0,16.0,1.0,7.0,,,3.0,13.0,1.0,,16.0,,52.0,43.0,3.0,24.0,15.0,,,57.0,9.0,10.0,1.0,7.0,4.0,2.0,147.0,1.0,,,1.0,,,8.0,,,2.0,,,,,,15.0,1.0,27.0,27.0,,1.0,113.0,67.0,43.0,5.0,1.0,7.0,4.0,5.0,409.0,,,4.0,1.0,,63.0,58.0,12.0,,,,,131.0,131.0,2.0,21.0,34.0,38.6,1.0,,16.0,0.0,,,,96.0,1.0,1.0,2.0,,2.0,1.0,10.0,,2.0,116.0,343.0,7.0,11.0,139.0,26.0,24.0,21.0,3.0,21.0,18.0,3.0,150.0,6.0,300.0,,,14.0,17.0,30.0,1.0,418.0,,0.0,16.0,9.0,2.0,23.0,0.0,632.0,,12.0,12.0,3.0,6.0,0.0
695112,22.0,2014-01-19 16:00:00,1,Man Utd,Away,144.0,15.0,2.0,4.0,2.0,1.0,,227.0,2.0,,4.0,2.0,6.0,34.0,367.0,,,22.0,14.0,15.0,6.0,1.0,,,,,,,,,,,,,,9.0,,,,,,8.0,7.0,6.0,,,,60.0,50.0,1.0,1.0,1.0,,12.0,3.0,10.0,,1.0,4.0,18.0,2.0,,10.0,1.0,65.0,62.0,,32.0,17.0,,,59.0,21.0,15.0,1.0,5.0,3.0,,171.0,1.0,,,1.0,,,10.0,,,1.0,,,,,2.0,17.0,,13.0,13.0,,4.0,104.0,74.0,42.0,5.0,,2.0,6.0,4.0,413.0,,,4.0,2.0,,65.0,103.0,14.0,,,,,145.0,145.0,4.0,19.0,20.0,56.1,,,12.0,0.0,,,,100.0,1.0,2.0,3.0,,,,3.0,,2.0,123.0,349.0,6.0,8.0,158.0,24.0,32.0,19.0,3.0,26.0,23.0,,156.0,2.0,303.0,,,14.0,6.0,47.0,2.0,435.0,1.0,1.0,10.0,27.0,1.0,25.0,3.0,663.0,,18.0,7.0,4.0,20.0,0.0
695124,23.0,2014-01-28 19:45:00,1,Man Utd,Home,182.0,14.0,,4.0,4.0,,2.0,233.0,1.0,,2.0,4.0,18.0,38.0,411.0,2.0,1.0,12.0,11.0,9.0,11.0,3.0,,,,,,,,,1.0,,,,,13.0,,1.0,,,3.0,4.0,3.0,4.0,,,,66.0,61.0,2.0,3.0,1.0,2.0,5.0,4.0,8.0,,,5.0,10.0,7.0,,4.0,,37.0,48.0,2.0,36.0,23.0,,,61.0,9.0,8.0,1.0,2.0,2.0,,130.0,1.0,,,1.0,,,4.0,,,2.0,,,,,1.0,23.0,2.0,16.0,16.0,,2.0,141.0,58.0,40.0,5.0,1.0,8.0,7.0,5.0,450.0,,,1.0,1.0,,98.0,62.0,25.0,,,,,94.0,94.0,3.0,30.0,25.0,46.2,1.0,,5.0,0.0,,,,126.0,,1.0,1.0,,,,8.0,1.0,3.0,117.0,400.0,4.0,15.0,186.0,25.0,36.0,15.0,3.0,22.0,19.0,,153.0,4.0,299.0,1.0,,9.0,18.0,52.0,4.0,463.0,2.0,0.0,17.0,23.0,1.0,12.0,0.0,647.0,,6.0,9.0,5.0,14.0,0.0
695138,24.0,2014-02-01 15:00:00,1,Man Utd,Away,137.0,8.0,2.0,5.0,3.0,2.0,,215.0,6.0,,9.0,1.0,16.0,20.0,347.0,1.0,1.0,24.0,22.0,14.0,10.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,12.0,,,,,2.0,3.0,6.0,8.0,,,,66.0,55.0,2.0,2.0,1.0,2.0,15.0,8.0,12.0,,,10.0,14.0,7.0,,12.0,1.0,57.0,64.0,2.0,42.0,24.0,,1.0,68.0,7.0,17.0,1.0,7.0,6.0,1.0,167.0,1.0,,1.0,1.0,,,8.0,,,1.0,5.0,,,,,24.0,1.0,6.0,6.0,1.0,10.0,112.0,72.0,33.0,7.0,,4.0,8.0,4.0,420.0,,,1.0,1.0,1.0,102.0,50.0,30.0,,,,,164.0,164.0,,17.0,26.0,62.3,,,15.0,0.0,,,,97.0,,3.0,3.0,,1.0,,7.0,2.0,3.0,102.0,327.0,5.0,12.0,158.0,23.0,42.0,16.0,7.0,34.0,27.0,,149.0,9.0,318.0,5.0,,30.0,17.0,49.0,3.0,442.0,3.0,0.0,19.0,24.0,1.0,29.0,2.0,698.0,,10.0,10.0,10.0,15.0,0.0
695145,25.0,2014-02-09 16:00:00,1,Man Utd,Home,194.0,22.0,2.0,18.0,16.0,1.0,1.0,422.0,2.0,,5.0,2.0,21.0,51.0,598.0,,,30.0,15.0,16.0,19.0,2.0,,,,,,,,,,,,,,27.0,,,,,,1.0,4.0,2.0,,,,96.0,63.0,4.0,3.0,1.0,,10.0,9.0,4.0,,,10.0,52.0,19.0,,13.0,,39.0,37.0,,24.0,21.0,,,93.0,3.0,5.0,1.0,2.0,2.0,,179.0,1.0,,,1.0,,,2.0,,,2.0,,,,,,21.0,,10.0,10.0,,5.0,204.0,59.0,50.0,1.0,1.0,9.0,13.0,9.0,641.0,,,1.0,3.0,,153.0,111.0,41.0,,,,,153.0,153.0,5.0,20.0,33.0,75.4,,,10.0,0.0,,,,171.0,1.0,,1.0,,,,13.0,2.0,3.0,246.0,589.0,3.0,22.0,198.0,33.0,24.0,11.0,8.0,81.0,73.0,,284.0,1.0,533.0,,,6.0,22.0,61.0,5.0,650.0,1.0,0.0,31.0,10.0,,32.0,0.0,904.0,,11.0,7.0,10.0,5.0,0.0
695151,26.0,2014-02-12 19:45:00,1,Man Utd,Away,149.0,12.0,1.0,4.0,3.0,3.0,1.0,175.0,7.0,,7.0,2.0,7.0,32.0,320.0,,1.0,9.0,33.0,16.0,3.0,1.0,2.0,,,,,,,,,,,,,4.0,,,,,,2.0,8.0,9.0,4.0,2.0,,66.0,74.0,1.0,2.0,,1.0,11.0,1.0,12.0,1.0,,5.0,7.0,5.0,,17.0,3.0,76.0,62.0,1.0,40.0,21.0,,,71.0,14.0,10.0,,1.0,1.0,,158.0,,,,,,,8.0,,,,1.0,,,,1.0,21.0,1.0,24.0,24.0,3.0,7.0,89.0,82.0,35.0,5.0,,2.0,2.0,2.0,391.0,,,7.0,1.0,,48.0,95.0,23.0,,,,,150.0,150.0,6.0,28.0,26.0,42.6,,,21.0,0.0,,,,105.0,3.0,2.0,4.0,,,,3.0,,3.0,81.0,302.0,11.0,4.0,160.0,35.0,40.0,16.0,4.0,17.0,13.0,,137.0,8.0,275.0,1.0,,23.0,8.0,67.0,2.0,418.0,,0.0,6.0,27.0,2.0,15.0,2.0,637.0,10.0,7.0,10.0,5.0,23.0,0.0
695163,27.0,2014-02-22 17:30:00,1,Man Utd,Away,275.0,12.0,,3.0,3.0,,,327.0,3.0,,7.0,1.0,29.0,35.0,599.0,,,11.0,19.0,11.0,9.0,,,1.0,,1.0,,,1.0,,,,,,,11.0,1.0,1.0,,,,3.0,11.0,4.0,,,,97.0,64.0,,2.0,1.0,3.0,13.0,4.0,7.0,,,4.0,12.0,4.0,,13.0,3.0,49.0,48.0,3.0,44.0,28.0,,,75.0,10.0,12.0,2.0,3.0,,1.0,179.0,,,,,,,6.0,,,1.0,2.0,,,,2.0,28.0,1.0,19.0,19.0,1.0,7.0,200.0,79.0,61.0,6.0,,2.0,7.0,5.0,649.0,,,5.0,3.0,,86.0,62.0,20.0,,,,1.0,120.0,120.0,3.0,28.0,23.0,66.5,1.0,1.0,13.0,0.0,,,,190.0,4.0,2.0,7.0,,,1.0,5.0,,3.0,130.0,586.0,4.0,9.0,286.0,26.0,44.0,15.0,3.0,19.0,16.0,2.0,175.0,1.0,399.0,2.0,,10.0,31.0,50.0,3.0,666.0,,0.0,14.0,14.0,1.0,12.0,2.0,883.0,,11.0,12.0,4.0,9.0,0.0
695175,28.0,2014-03-25 19:45:00,1,Man Utd,Home,222.0,11.0,,4.0,4.0,2.0,1.0,245.0,5.0,,2.0,5.0,16.0,38.0,463.0,,,26.0,15.0,12.0,8.0,,,,,,,,1.0,,,,,,,7.0,,,,,,7.0,10.0,3.0,,,,82.0,58.0,1.0,1.0,,2.0,28.0,3.0,7.0,,1.0,5.0,14.0,8.0,,11.0,1.0,48.0,43.0,2.0,33.0,18.0,,1.0,65.0,12.0,8.0,,3.0,3.0,1.0,176.0,,,,,,,8.0,,,,,,,,,18.0,,23.0,23.0,5.0,2.0,154.0,69.0,51.0,8.0,,2.0,6.0,4.0,533.0,,,4.0,1.0,,76.0,69.0,22.0,,,,,137.0,137.0,1.0,31.0,23.0,52.7,,,28.0,0.0,,,,133.0,1.0,,1.0,,,,3.0,,3.0,108.0,451.0,10.0,8.0,251.0,24.0,33.0,11.0,5.0,30.0,25.0,1.0,137.0,7.0,324.0,,,15.0,18.0,54.0,1.0,545.0,,0.0,10.0,16.0,,26.0,2.0,756.0,,9.0,7.0,5.0,11.0,0.0
695188,29.0,2014-03-08 12:45:00,1,Man Utd,Away,181.0,21.0,2.0,10.0,8.0,4.0,1.0,208.0,6.0,,1.0,5.0,18.0,33.0,379.0,,2.0,23.0,10.0,12.0,7.0,2.0,,,,,,,,,1.0,,,,1.0,10.0,,,,,2.0,7.0,10.0,4.0,,,,82.0,65.0,2.0,,2.0,2.0,22.0,4.0,12.0,,1.0,5.0,15.0,8.0,1.0,14.0,2.0,50.0,53.0,2.0,44.0,22.0,,,58.0,10.0,11.0,2.0,3.0,3.0,,176.0,3.0,1.0,3.0,2.0,1.0,,9.0,,,2.0,1.0,,,,1.0,22.0,1.0,15.0,15.0,1.0,1.0,105.0,83.0,48.0,3.0,,3.0,9.0,5.0,444.0,,,4.0,3.0,,53.0,73.0,24.0,,,,,147.0,147.0,1.0,34.0,24.0,55.0,,,22.0,0.0,,,,98.0,3.0,,3.0,,2.0,,5.0,1.0,3.0,97.0,370.0,7.0,12.0,204.0,35.0,44.0,9.0,4.0,30.0,26.0,,128.0,7.0,287.0,1.0,,22.0,21.0,53.0,1.0,461.0,,0.0,14.0,26.0,3.0,25.0,2.0,701.0,,17.0,4.0,5.0,19.0,0.0
695195,30.0,2014-03-16 13:30:00,1,Man Utd,Home,138.0,10.0,2.0,4.0,2.0,3.0,,209.0,5.0,,5.0,4.0,14.0,33.0,343.0,,,18.0,9.0,17.0,5.0,2.0,,,,1.0,,,1.0,,,,,,,10.0,,,,,,4.0,10.0,8.0,,,,49.0,64.0,1.0,1.0,,2.0,21.0,6.0,15.0,,1.0,3.0,6.0,7.0,,26.0,1.0,73.0,67.0,2.0,25.0,16.0,,,59.0,13.0,12.0,,4.0,2.0,1.0,147.0,,,,,,,7.0,,,,,,,,2.0,16.0,,15.0,15.0,1.0,5.0,103.0,66.0,41.0,4.0,,4.0,3.0,1.0,396.0,,,2.0,2.0,,92.0,67.0,15.0,2.0,3.0,3.0,,138.0,138.0,6.0,30.0,22.0,48.5,,,21.0,0.0,,,,112.0,2.0,2.0,4.0,1.0,,,6.0,,3.0,90.0,329.0,8.0,7.0,149.0,21.0,25.0,22.0,3.0,18.0,15.0,,129.0,6.0,280.0,,,17.0,15.0,49.0,3.0,411.0,1.0,1.0,13.0,31.0,1.0,20.0,1.0,638.0,,9.0,10.0,3.0,16.0,0.0
695210,31.0,2014-03-22 17:30:00,1,Man Utd,Away,165.0,7.0,2.0,6.0,4.0,4.0,,252.0,3.0,,6.0,5.0,14.0,20.0,411.0,1.0,2.0,18.0,31.0,13.0,10.0,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,,,11.0,,,,,,,6.0,4.0,,,,86.0,59.0,2.0,2.0,1.0,5.0,6.0,2.0,7.0,,1.0,7.0,11.0,5.0,,9.0,,60.0,44.0,5.0,53.0,30.0,,,59.0,8.0,8.0,2.0,1.0,,1.0,170.0,1.0,,,1.0,,1.0,11.0,,,2.0,2.0,,,,1.0,30.0,,13.0,13.0,1.0,6.0,97.0,88.0,55.0,12.0,,6.0,6.0,7.0,472.0,,,4.0,1.0,,60.0,83.0,17.0,,,,,129.0,129.0,1.0,26.0,22.0,55.2,,,6.0,0.0,,,,131.0,1.0,,1.0,,,2.0,7.0,,2.0,107.0,403.0,1.0,12.0,180.0,14.0,53.0,14.0,6.0,22.0,16.0,3.0,142.0,8.0,326.0,2.0,,28.0,14.0,41.0,2.0,484.0,1.0,0.0,16.0,16.0,4.0,18.0,1.0,705.0,,13.0,7.0,7.0,13.0,0.0
