matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444575,11,2024-11-10 14:00:00,1,Man Utd,Home,220.0,13.0,,4.0,4.0,2.0,1.0,202.0,,,7.0,3.0,4.0,13.0,418.0,,,17.0,19.0,12.0,9.0,1.0,,1.0,0.0,,,,,,,,,10.0,0.0,,,,2.0,6.0,4.0,2.0,6.0,7.0,84.0,64.0,1.0,1.0,,2.0,6.0,6.0,19.0,,,1.0,3.0,10.0,0.0,15.0,1.0,68.0,61.0,2.0,18.0,12.0,,,0.546889,1.0157,,0.8507,0.7154,46.0,9.0,5.0,,,1.0,1.0,,154.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,12.0,,7.0,7.0,,0.0,7.0,128.0,61.0,37.0,5.0,1.0,4.0,8.0,3.0,481.0,,4.0,0.0,100.0,33.0,24.0,,,,,,130.0,130.0,11.0,23.0,22.0,51.2,,,,,16.0,0.0,125.0,3.0,2.0,5.0,,,1.0,4.0,,1.0,4.0,106.0,413.0,6.0,12.0,238.0,26.0,18.0,18.0,1.0,15.0,14.0,,1.0,141.0,3.0,268.0,1.0,,18.0,4.0,39.0,1.0,491.0,,0.0,13.0,33.0,1.0,20.0,0.0,698.0,17.0,16.0,0.0,11.0,1.0,24.0,0.0
2444585,12,2024-11-24 16:30:00,1,Man Utd,Away,419.0,14.0,,1.0,1.0,2.0,,150.0,2.0,,4.0,3.0,10.0,22.0,568.0,,1.0,19.0,9.0,14.0,9.0,,,,,1.0,,,1.0,,,,,10.0,,,,,,8.0,5.0,6.0,8.0,3.0,94.0,46.0,2.0,1.0,1.0,1.0,7.0,2.0,5.0,,,3.0,4.0,2.0,,7.0,2.0,40.0,44.0,1.0,16.0,7.0,,,,,,,,45.0,10.0,11.0,1.0,,1.0,,1.0,180.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,7.0,,11.0,11.0,1.0,,4.0,182.0,59.0,30.0,4.0,,4.0,6.0,4.0,632.0,2.0,,,60.0,29.0,14.0,,,,,,112.0,112.0,2.0,18.0,18.0,59.7,,2.0,,,14.0,0.0,193.0,3.0,2.0,5.0,,1.0,,5.0,,,5.0,75.0,553.0,7.0,10.0,449.0,33.0,16.0,14.0,1.0,7.0,6.0,,,103.0,3.0,207.0,1.0,,19.0,10.0,52.0,1.0,649.0,,0.0,11.0,15.0,2.0,21.0,0.0,810.0,16.0,6.0,,5.0,3.0,8.0,0.0
2444595,13,2024-12-01 13:30:00,1,Man Utd,Home,403.0,25.0,1.0,1.0,,2.0,,164.0,4.0,,4.0,3.0,14.0,25.0,566.0,,2.0,9.0,10.0,9.0,4.0,,2.0,3.0,,,,,,,,,,9.0,,,,,,7.0,4.0,4.0,9.0,2.0,112.0,48.0,3.0,,3.0,3.0,3.0,4.0,9.0,,,2.0,3.0,1.0,,9.0,1.0,50.0,46.0,3.0,12.0,7.0,,,,,,,,27.0,12.0,12.0,4.0,,1.0,,,156.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,,,7.0,,10.0,10.0,1.0,,4.0,182.0,59.0,43.0,2.0,,2.0,6.0,5.0,613.0,3.0,,,64.0,45.0,17.0,,,,,,101.0,101.0,3.0,25.0,10.0,59.9,,,,,13.0,0.0,180.0,1.0,1.0,2.0,,1.0,3.0,2.0,,,5.0,64.0,549.0,3.0,8.0,433.0,43.0,12.0,19.0,2.0,6.0,4.0,,4.0,80.0,3.0,203.0,,,7.0,16.0,41.0,3.0,630.0,1.0,0.0,11.0,16.0,2.0,10.0,2.0,777.0,22.0,9.0,,9.0,2.0,11.0,0.0
2444601,14,2024-12-04 20:15:00,1,Man Utd,Away,258.0,22.0,,1.0,1.0,,1.0,155.0,4.0,,2.0,5.0,8.0,23.0,412.0,,,10.0,12.0,9.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,4.0,7.0,13.0,1.0,3.0,2.0,102.0,39.0,,,,2.0,3.0,,7.0,,,,4.0,1.0,,9.0,2.0,42.0,48.0,2.0,24.0,10.0,,,,,,,,38.0,8.0,12.0,,,3.0,1.0,,130.0,,,,,,,7.0,,2.0,,10.0,,10.0,10.0,,,2.0,131.0,46.0,24.0,13.0,,1.0,2.0,2.0,453.0,5.0,,,71.0,46.0,13.0,,,,,,98.0,98.0,4.0,12.0,17.0,49.7,,,,4.0,9.0,0.0,113.0,4.0,,4.0,,1.0,,3.0,,,5.0,63.0,393.0,3.0,3.0,282.0,48.0,24.0,14.0,,6.0,6.0,,,85.0,,200.0,2.0,,12.0,8.0,52.0,2.0,476.0,,0.0,5.0,19.0,,11.0,3.0,634.0,6.0,11.0,,8.0,,10.0,0.0
2444617,15,2024-12-07 17:30:00,1,Man Utd,Home,275.0,17.0,2.0,3.0,1.0,1.0,,256.0,7.0,,1.0,1.0,14.0,17.0,528.0,,1.0,16.0,17.0,14.0,9.0,2.0,1.0,2.0,,,,1.0,1.0,,,,1.0,13.0,,,,,2.0,2.0,8.0,3.0,10.0,7.0,89.0,48.0,1.0,1.0,1.0,,4.0,5.0,8.0,,,5.0,13.0,2.0,,10.0,,50.0,47.0,,5.0,5.0,2.0,,,,,,,56.0,10.0,13.0,2.0,,5.0,3.0,1.0,171.0,1.0,,1.0,1.0,,1.0,7.0,2.0,,,5.0,1.0,9.0,9.0,1.0,,1.0,175.0,63.0,46.0,3.0,,4.0,8.0,7.0,580.0,4.0,,,89.0,72.0,31.0,,,,,,124.0,124.0,4.0,23.0,20.0,71.3,,,,,11.0,0.0,166.0,,,,,,2.0,5.0,1.0,,5.0,141.0,509.0,4.0,12.0,299.0,35.0,5.0,13.0,5.0,23.0,18.0,,3.0,178.0,2.0,325.0,,,8.0,14.0,39.0,,601.0,,0.0,17.0,13.0,2.0,17.0,0.0,763.0,31.0,14.0,,7.0,5.0,10.0,0.0
2444625,16,2024-12-15 16:30:00,1,Man Utd,Away,247.0,23.0,1.0,4.0,3.0,1.0,,170.0,6.0,,4.0,1.0,4.0,27.0,413.0,,2.0,10.0,10.0,12.0,6.0,1.0,,2.0,,,,,,,,,1.0,8.0,1.0,,,,1.0,7.0,5.0,5.0,7.0,3.0,96.0,43.0,2.0,1.0,2.0,1.0,11.0,3.0,9.0,,,2.0,3.0,5.0,,7.0,1.0,47.0,49.0,1.0,18.0,15.0,,1.0,,,,,,39.0,14.0,5.0,1.0,,2.0,,,132.0,1.0,,1.0,1.0,,,6.0,1.0,,,15.0,,17.0,17.0,2.0,,4.0,123.0,50.0,37.0,8.0,1.0,4.0,4.0,3.0,455.0,3.0,,,57.0,65.0,15.0,,,,,1.0,97.0,97.0,2.0,18.0,18.0,48.2,,,3.0,,19.0,0.0,117.0,,2.0,2.0,,,2.0,4.0,,,5.0,81.0,401.0,11.0,8.0,273.0,38.0,18.0,15.0,2.0,10.0,8.0,,2.0,98.0,2.0,205.0,,,11.0,4.0,48.0,6.0,468.0,,0.0,10.0,24.0,3.0,11.0,1.0,643.0,22.0,15.0,,8.0,2.0,11.0,0.0
2444637,17,2024-12-22 14:00:00,1,Man Utd,Home,203.0,22.0,5.0,8.0,3.0,3.0,1.0,201.0,3.0,,5.0,10.0,12.0,29.0,396.0,1.0,1.0,17.0,10.0,13.0,15.0,3.0,8.0,,,,,,1.0,,,,,13.0,,,,,1.0,8.0,6.0,4.0,13.0,10.0,83.0,62.0,3.0,4.0,,,7.0,6.0,7.0,,,13.0,5.0,6.0,,10.0,1.0,53.0,51.0,,10.0,4.0,,1.0,,,,,,56.0,11.0,10.0,,,3.0,1.0,1.0,169.0,,,,,,,4.0,,1.0,,4.0,,4.0,4.0,,,5.0,131.0,58.0,28.0,1.0,,10.0,8.0,7.0,469.0,2.0,3.0,,85.0,37.0,39.0,1.0,1.0,1.0,,,156.0,156.0,10.0,29.0,14.0,60.0,,,,,19.0,0.0,109.0,,2.0,2.0,,1.0,,10.0,2.0,,3.0,136.0,375.0,7.0,18.0,229.0,36.0,10.0,24.0,9.0,21.0,12.0,,,176.0,8.0,284.0,1.0,,24.0,12.0,59.0,,492.0,1.0,0.0,23.0,19.0,3.0,19.0,1.0,693.0,45.0,17.0,,9.0,13.0,12.0,0.0
2444649,18,2024-12-26 17:30:00,1,Man Utd,Away,170.0,9.0,1.0,7.0,6.0,,1.0,203.0,4.0,,4.0,5.0,5.0,17.0,366.0,,,14.0,16.0,9.0,10.0,,,,,,,,,,,,,8.0,,,,,2.0,6.0,3.0,4.0,5.0,6.0,87.0,53.0,,,,3.0,6.0,4.0,9.0,,,4.0,4.0,8.0,,12.0,2.0,63.0,49.0,3.0,21.0,7.0,2.0,,,,,,,64.0,12.0,12.0,,,4.0,4.0,,154.0,,,,,,,6.0,,,,7.0,,13.0,13.0,1.0,,4.0,103.0,58.0,24.0,4.0,,3.0,7.0,4.0,437.0,2.0,,,62.0,61.0,31.0,,,,,,148.0,148.0,9.0,21.0,17.0,49.4,,,,1.0,20.0,0.0,113.0,1.0,1.0,2.0,1.0,,,3.0,,,5.0,102.0,352.0,6.0,10.0,196.0,30.0,21.0,18.0,4.0,20.0,16.0,,,142.0,2.0,281.0,,,24.0,6.0,54.0,1.0,457.0,1.0,1.0,11.0,24.0,,19.0,2.0,651.0,20.0,12.0,,4.0,4.0,17.0,0.0
2444657,19,2024-12-30 20:00:00,1,Man Utd,Home,267.0,18.0,1.0,2.0,1.0,2.0,,243.0,2.0,,2.0,3.0,6.0,27.0,508.0,,,13.0,9.0,10.0,6.0,2.0,2.0,,,,,,,,,,,7.0,,,1.0,,,6.0,7.0,5.0,7.0,3.0,105.0,59.0,2.0,2.0,,,10.0,4.0,6.0,,,2.0,5.0,3.0,,9.0,,47.0,47.0,,10.0,5.0,,,,,,,,70.0,13.0,7.0,,,1.0,1.0,,151.0,,,,,,,5.0,,,,5.0,1.0,8.0,8.0,2.0,,2.0,174.0,59.0,36.0,3.0,,5.0,3.0,1.0,568.0,4.0,1.0,,92.0,57.0,24.0,,,,,,124.0,124.0,10.0,23.0,23.0,52.8,1.0,,,1.0,17.0,0.0,157.0,1.0,1.0,2.0,,,,5.0,,,4.0,104.0,493.0,10.0,8.0,291.0,36.0,10.0,14.0,2.0,11.0,9.0,,,142.0,5.0,307.0,,,14.0,8.0,53.0,1.0,587.0,,0.0,10.0,26.0,,14.0,1.0,751.0,17.0,14.0,,4.0,2.0,16.0,0.0
2444665,20,2025-01-05 16:30:00,1,Man Utd,Away,156.0,18.0,2.0,6.0,4.0,,1.0,137.0,4.0,,2.0,2.0,10.0,28.0,287.0,,3.0,12.0,11.0,8.0,5.0,2.0,3.0,,,,,,,,,1.0,1.0,10.0,,,,,,7.0,15.0,4.0,11.0,2.0,64.0,45.0,2.0,2.0,1.0,2.0,5.0,8.0,13.0,,,9.0,8.0,6.0,1.0,1.0,1.0,42.0,48.0,2.0,26.0,13.0,,,,,,,,37.0,13.0,10.0,1.0,,1.0,1.0,,146.0,1.0,,1.0,1.0,,,13.0,2.0,1.0,1.0,13.0,,13.0,13.0,2.0,,2.0,87.0,73.0,35.0,6.0,,1.0,7.0,4.0,357.0,4.0,,,90.0,46.0,32.0,1.0,1.0,1.0,,,141.0,141.0,3.0,18.0,20.0,47.1,,2.0,1.0,2.0,14.0,0.0,86.0,4.0,,4.0,,,,1.0,2.0,,3.0,63.0,272.0,5.0,8.0,174.0,31.0,26.0,15.0,7.0,22.0,15.0,,,97.0,4.0,231.0,1.0,,15.0,13.0,61.0,4.0,383.0,1.0,0.0,13.0,20.0,4.0,16.0,4.0,575.0,31.0,15.0,,10.0,9.0,8.0,0.0
2444678,21,2025-01-16 20:00:00,1,Man Utd,Home,334.0,10.0,,3.0,3.0,,,173.0,3.0,,,3.0,11.0,14.0,504.0,1.0,2.0,15.0,20.0,9.0,16.0,1.0,,2.0,,,,,,1.0,,,1.0,22.0,,,,,1.0,4.0,8.0,6.0,17.0,6.0,97.0,54.0,4.0,3.0,3.0,,6.0,12.0,13.0,,,4.0,7.0,2.0,,17.0,3.0,65.0,44.0,,22.0,10.0,,,,,,,,34.0,7.0,10.0,,,2.0,,,164.0,1.0,,1.0,1.0,,,6.0,3.0,,,10.0,,12.0,12.0,1.0,,,159.0,48.0,27.0,4.0,3.0,2.0,16.0,9.0,576.0,4.0,,1.0,47.0,53.0,20.0,,,,,,143.0,143.0,8.0,29.0,16.0,59.5,,,3.0,,18.0,0.0,174.0,4.0,1.0,5.0,,,2.0,2.0,1.0,,5.0,102.0,490.0,6.0,18.0,376.0,24.0,22.0,16.0,4.0,13.0,9.0,113780.71,2.0,129.0,1.0,231.0,,,21.0,12.0,42.0,2.0,594.0,4.0,0.0,23.0,17.0,2.0,19.0,1.0,799.0,49.0,12.0,,8.0,5.0,10.0,0.0
2444686,22,2025-01-19 14:00:00,1,Man Utd,Home,200.0,20.0,1.0,3.0,2.0,,1.0,185.0,,1.0,2.0,5.0,9.0,21.0,382.0,,,19.0,12.0,14.0,8.0,1.0,2.0,,,,,,,,,,,7.0,1.0,,,,,8.0,4.0,2.0,9.0,1.0,74.0,46.0,,,1.0,1.0,4.0,6.0,11.0,,,4.0,3.0,2.0,,15.0,,57.0,47.0,1.0,12.0,4.0,1.0,1.0,,,,,,44.0,13.0,12.0,1.0,,4.0,2.0,,148.0,,,,,,,3.0,,,1.0,4.0,,11.0,11.0,2.0,,2.0,141.0,65.0,36.0,2.0,,3.0,6.0,1.0,443.0,1.0,,,78.0,62.0,22.0,,,,,1.0,128.0,128.0,5.0,19.0,19.0,51.5,,,,1.0,17.0,0.0,100.0,,,,,1.0,,3.0,,,4.0,80.0,369.0,4.0,9.0,223.0,37.0,12.0,11.0,3.0,10.0,7.0,,,110.0,,250.0,,1.0,24.0,9.0,57.0,3.0,463.0,1.0,0.0,10.0,18.0,1.0,19.0,3.0,642.0,29.0,15.0,,4.0,4.0,10.0,0.0
2444694,23,2025-01-26 19:00:00,1,Man Utd,Away,236.0,19.0,,1.0,1.0,,1.0,177.0,3.0,,3.0,,9.0,21.0,412.0,,,16.0,14.0,16.0,,1.0,,,,1.0,,,1.0,,,,,2.0,,,,,1.0,5.0,8.0,1.0,1.0,3.0,96.0,51.0,,,,1.0,9.0,1.0,4.0,1.0,1.0,,3.0,2.0,1.0,9.0,1.0,42.0,44.0,1.0,22.0,12.0,,,0.34492,0.2547,0.0451,0.1616,0.1864,48.0,9.0,7.0,,,3.0,2.0,1.0,152.0,,,,,,,9.0,1.0,2.0,,12.0,,7.0,7.0,,,3.0,125.0,67.0,35.0,3.0,,1.0,,1.0,474.0,1.0,,,88.0,54.0,11.0,,,,,,125.0,125.0,6.0,23.0,17.0,49.1,,,,,20.0,0.0,118.0,3.0,,2.0,,,,2.0,,,5.0,74.0,404.0,9.0,1.0,250.0,35.0,22.0,10.0,,7.0,7.0,111212.16,,106.0,6.0,248.0,2.0,,19.0,10.0,53.0,2.0,491.0,,0.0,4.0,18.0,,19.0,1.0,652.0,10.0,19.0,,3.0,,9.0,0.0
2444706,24,2025-02-02 14:00:00,1,Man Utd,Home,224.0,21.0,3.0,7.0,4.0,2.0,1.0,246.0,6.0,,4.0,3.0,5.0,23.0,463.0,1.0,,10.0,18.0,19.0,9.0,3.0,8.0,1.0,,,,,,,,,,7.0,,,,,2.0,4.0,8.0,3.0,12.0,5.0,87.0,56.0,1.0,1.0,,,7.0,9.0,4.0,,,11.0,3.0,7.0,,10.0,1.0,53.0,51.0,,20.0,10.0,,,1.46478,1.1248,,0.5282,0.8211,64.0,12.0,12.0,,,3.0,2.0,,178.0,,,,,,,7.0,,1.0,2.0,10.0,1.0,12.0,12.0,2.0,,4.0,155.0,60.0,33.0,,,5.0,7.0,2.0,541.0,1.0,2.0,,95.0,65.0,46.0,,,,,,157.0,157.0,5.0,19.0,27.0,66.6,,,,,16.0,0.0,143.0,,1.0,1.0,,,1.0,6.0,3.0,,4.0,140.0,447.0,7.0,12.0,252.0,41.0,20.0,16.0,11.0,23.0,12.0,105594.73,1.0,182.0,2.0,334.0,1.0,,16.0,6.0,49.0,,563.0,1.0,0.0,17.0,15.0,,18.0,3.0,753.0,57.0,10.0,,5.0,11.0,10.0,0.0
2444718,25,2025-02-16 16:30:00,1,Man Utd,Away,167.0,25.0,3.0,8.0,5.0,1.0,,185.0,5.0,1.0,4.0,3.0,7.0,29.0,344.0,,1.0,11.0,9.0,11.0,10.0,3.0,4.0,1.0,,,,,,,,,,11.0,,,,,1.0,5.0,19.0,3.0,14.0,2.0,56.0,54.0,2.0,2.0,,1.0,10.0,4.0,13.0,,,5.0,11.0,8.0,,10.0,4.0,44.0,57.0,1.0,24.0,11.0,,,0.962001,1.5199,,0.5902,1.509,45.0,9.0,12.0,,,1.0,,,117.0,,,,,,,6.0,,,,11.0,,11.0,11.0,3.0,,5.0,119.0,40.0,27.0,10.0,,5.0,8.0,6.0,394.0,9.0,1.0,,42.0,63.0,31.0,,,,,,124.0,124.0,7.0,24.0,14.0,44.3,,,,,22.0,0.0,120.0,4.0,2.0,6.0,,1.0,1.0,6.0,,,1.0,101.0,329.0,10.0,13.0,198.0,35.0,24.0,5.0,5.0,24.0,19.0,106220.77,1.0,125.0,2.0,238.0,,1.0,16.0,7.0,51.0,7.0,412.0,1.0,0.0,16.0,32.0,2.0,13.0,2.0,637.0,32.0,16.0,,2.0,5.0,20.0,0.0
2444723,26,2025-02-22 12:30:00,1,Man Utd,Away,263.0,12.0,1.0,3.0,2.0,2.0,,196.0,4.0,1.0,5.0,4.0,16.0,22.0,456.0,,2.0,15.0,20.0,20.0,3.0,1.0,3.0,,1.0,,,,2.0,,,,,2.0,,,,,2.0,2.0,8.0,1.0,4.0,5.0,91.0,54.0,1.0,1.0,,1.0,6.0,4.0,6.0,,,8.0,6.0,3.0,,13.0,2.0,59.0,61.0,1.0,35.0,25.0,,,0.533816,0.4101,0.0843,0.2623,1.6128,55.0,9.0,11.0,1.0,,6.0,4.0,2.0,148.0,,,,,,,4.0,,1.0,,25.0,,13.0,13.0,6.0,,5.0,149.0,56.0,30.0,7.0,1.0,2.0,2.0,3.0,518.0,1.0,,,78.0,45.0,37.0,,,,,,133.0,133.0,3.0,19.0,24.0,62.1,,,1.0,,11.0,0.0,145.0,5.0,1.0,6.0,,2.0,,2.0,1.0,,3.0,101.0,442.0,6.0,4.0,282.0,37.0,35.0,18.0,7.0,20.0,13.0,111112.32,,142.0,4.0,271.0,1.0,1.0,10.0,17.0,53.0,,533.0,1.0,0.0,9.0,24.0,5.0,17.0,1.0,753.0,20.0,13.0,,7.0,9.0,15.0,0.0
2444739,27,2025-02-26 19:30:00,1,Man Utd,Home,175.0,14.0,3.0,5.0,2.0,1.0,1.0,128.0,2.0,,,4.0,9.0,20.0,298.0,,1.0,10.0,15.0,10.0,3.0,2.0,6.0,,,,,,,,,,,4.0,,,,,,4.0,5.0,7.0,8.0,2.0,66.0,47.0,1.0,,2.0,2.0,8.0,3.0,5.0,,1.0,5.0,9.0,3.0,2.0,4.0,1.0,44.0,51.0,2.0,24.0,14.0,1.0,,0.430874,0.7222,,1.8482,1.3847,45.0,9.0,16.0,,,3.0,2.0,,135.0,1.0,1.0,1.0,,1.0,,7.0,,,,14.0,,4.0,4.0,,,,82.0,62.0,36.0,6.0,,,6.0,6.0,334.0,5.0,,,78.0,33.0,24.0,,,,,,109.0,109.0,7.0,29.0,7.0,44.6,,,3.0,,13.0,0.0,81.0,,1.0,1.0,,,,1.0,,,4.0,57.0,278.0,8.0,6.0,191.0,33.0,24.0,19.0,4.0,18.0,14.0,105500.32,,93.0,3.0,191.0,1.0,,16.0,10.0,52.0,,364.0,1.0,1.0,10.0,18.0,3.0,15.0,4.0,536.0,23.0,9.0,,7.0,5.0,10.0,0.0
2444745,28,2025-03-09 16:30:00,1,Man Utd,Home,113.0,14.0,,3.0,3.0,3.0,,98.0,1.0,,4.0,4.0,7.0,13.0,208.0,1.0,1.0,4.0,10.0,14.0,8.0,,,1.0,1.0,,,,1.0,,,,,8.0,,,,,1.0,2.0,9.0,8.0,6.0,4.0,46.0,43.0,2.0,2.0,,3.0,3.0,2.0,9.0,,,2.0,4.0,5.0,,9.0,4.0,38.0,51.0,3.0,34.0,24.0,,1.0,0.784323,1.5193,0.0662,1.4683,1.7718,36.0,8.0,9.0,,,1.0,1.0,1.0,101.0,,,,,,,10.0,,1.0,2.0,24.0,,7.0,7.0,3.0,,4.0,67.0,42.0,9.0,9.0,1.0,2.0,6.0,6.0,251.0,5.0,,,39.0,19.0,22.0,,,,,,103.0,103.0,3.0,21.0,10.0,31.8,,2.0,,2.0,7.0,0.0,61.0,3.0,2.0,5.0,,3.0,1.0,2.0,1.0,,3.0,55.0,203.0,3.0,8.0,130.0,29.0,34.0,6.0,1.0,11.0,10.0,109427.5,1.0,83.0,5.0,156.0,1.0,,24.0,9.0,51.0,,275.0,2.0,0.0,10.0,27.0,2.0,8.0,0.0,449.0,17.0,11.0,,2.0,2.0,15.0,0.0
2444756,29,2025-03-16 19:00:00,1,Man Utd,Away,235.0,15.0,2.0,3.0,2.0,2.0,,127.0,5.0,1.0,3.0,9.0,9.0,31.0,359.0,,1.0,18.0,17.0,24.0,9.0,1.0,4.0,1.0,,,,,,,,1.0,,11.0,,,,1.0,1.0,3.0,7.0,4.0,7.0,11.0,87.0,59.0,,,,5.0,9.0,5.0,7.0,,,4.0,5.0,4.0,,11.0,1.0,51.0,56.0,5.0,31.0,19.0,,,0.428661,0.9124,,1.6577,0.3835,33.0,6.0,6.0,2.0,,1.0,1.0,,148.0,3.0,,1.0,3.0,,1.0,8.0,3.0,1.0,,19.0,1.0,9.0,9.0,3.0,,3.0,108.0,65.0,32.0,6.0,1.0,5.0,8.0,5.0,441.0,6.0,,,52.0,40.0,18.0,,,,,,161.0,161.0,3.0,25.0,25.0,46.2,1.0,,,,21.0,0.0,118.0,2.0,1.0,3.0,,1.0,1.0,8.0,,,5.0,59.0,344.0,9.0,13.0,275.0,28.0,31.0,16.0,3.0,12.0,10.0,113477.31,2.0,89.0,6.0,198.0,1.0,1.0,24.0,11.0,54.0,2.0,461.0,1.0,0.0,18.0,20.0,2.0,25.0,0.0,680.0,17.0,20.0,,6.0,4.0,12.0,0.0
2444763,30,2025-04-01 20:00:00,1,Man Utd,Away,290.0,19.0,4.0,10.0,6.0,2.0,,278.0,4.0,,2.0,2.0,13.0,19.0,558.0,,1.0,17.0,17.0,21.0,15.0,4.0,5.0,1.0,,,,,,,,,,18.0,,1.0,,,,7.0,6.0,2.0,16.0,7.0,78.0,61.0,1.0,3.0,,2.0,7.0,8.0,15.0,,,10.0,13.0,13.0,,4.0,,59.0,56.0,2.0,18.0,10.0,,,1.54604,1.6322,,0.4077,0.9684,59.0,12.0,5.0,,,1.0,1.0,,170.0,,,,,,,4.0,,,,10.0,1.0,3.0,3.0,,,2.0,200.0,62.0,44.0,3.0,,7.0,12.0,6.0,637.0,2.0,,,80.0,77.0,56.0,,,,,,156.0,156.0,6.0,30.0,22.0,68.2,1.0,,,,21.0,0.0,201.0,1.0,,1.0,,1.0,1.0,9.0,1.0,,4.0,153.0,547.0,7.0,19.0,319.0,44.0,18.0,23.0,10.0,37.0,27.0,109680.05,1.0,199.0,2.0,367.0,,,8.0,16.0,35.0,1.0,649.0,2.0,0.0,23.0,19.0,7.0,18.0,3.0,851.0,41.0,20.0,,11.0,10.0,15.0,0.0
2444777,31,2025-04-06 16:30:00,1,Man Utd,Home,184.0,24.0,,4.0,4.0,1.0,,142.0,1.0,,6.0,3.0,5.0,18.0,322.0,1.0,2.0,15.0,7.0,7.0,8.0,,2.0,2.0,,,,,1.0,,,,,8.0,,,,,2.0,6.0,4.0,5.0,8.0,5.0,53.0,51.0,,,,,6.0,6.0,5.0,,,5.0,11.0,3.0,,18.0,3.0,45.0,54.0,,18.0,10.0,,,1.3123,0.9122,0.1681,0.159,0.2856,35.0,13.0,9.0,,,1.0,1.0,1.0,115.0,,,,,,,5.0,,1.0,1.0,10.0,,15.0,15.0,,,6.0,111.0,48.0,31.0,3.0,,2.0,6.0,2.0,364.0,1.0,1.0,,46.0,39.0,26.0,,,,,,110.0,110.0,6.0,22.0,14.0,41.3,,,,,10.0,0.0,102.0,2.0,3.0,6.0,,1.0,2.0,5.0,,,3.0,72.0,310.0,6.0,8.0,208.0,43.0,18.0,9.0,3.0,18.0,15.0,106858.78,2.0,97.0,3.0,191.0,1.0,,10.0,5.0,44.0,1.0,381.0,1.0,0.0,13.0,32.0,5.0,17.0,3.0,580.0,29.0,12.0,,6.0,5.0,16.0,0.0
