matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360679,22,2012-01-22 16:00:00,1,Man Utd,Away,169.0,18.0,,3.0,3.0,1.0,,184.0,3.0,2.0,8.0,5.0,13.0,33.0,350.0,2.0,3.0,22.0,8.0,22.0,6.0,,,,,,,,,,,8.0,,,,,,,,7.0,7.0,,,60.0,62.0,3.0,2.0,2.0,3.0,,7.0,,5.0,18.0,3.0,,23.0,,50.0,78.0,3.0,22.0,16.0,,1.0,68.0,6.0,15.0,1.0,,1.0,1.0,,151.0,2.0,,2.0,2.0,,,10.0,2.0,1.0,2.0,22.0,,12.0,12.0,,8.0,108.0,93.0,48.0,,1.0,3.0,5.0,6.0,,4.0,1.0,,98.0,44.0,15.0,,,,,,172.0,162.0,1.0,22.0,26.0,51.4,,,0.0,118.0,,2.0,,,,3.0,,3.0,96.0,,8.0,182.0,28.0,32.0,25.0,3.0,25.0,22.0,,141.0,6.0,280.0,1.0,2.0,21.0,16.0,60.0,4.0,437.0,3.0,0.0,9.0,24.0,5.0,23.0,2.0,669.0,,9.0,17.0,5.0,17.0,0.0
360690,23,2012-01-31 20:00:00,1,Man Utd,Home,359.0,16.0,,3.0,3.0,1.0,,397.0,4.0,,4.0,6.0,40.0,50.0,753.0,1.0,,17.0,12.0,1.0,9.0,1.0,,,,,,,,,,7.0,2.0,,,,,,1.0,1.0,8.0,,,132.0,52.0,1.0,1.0,2.0,3.0,8.0,1.0,,9.0,18.0,3.0,,9.0,2.0,35.0,44.0,3.0,9.0,7.0,,,84.0,10.0,14.0,2.0,,7.0,,,218.0,,,,,,,4.0,,1.0,1.0,14.0,,10.0,9.0,,4.0,229.0,82.0,62.0,2.0,,2.0,8.0,2.0,,2.0,1.0,,60.0,115.0,21.0,,,,,2.0,155.0,140.0,3.0,17.0,28.0,75.0,,1.0,0.0,257.0,1.0,1.0,,1.0,,2.0,,1.0,189.0,,10.0,375.0,27.0,24.0,18.0,1.0,22.0,21.0,,241.0,8.0,483.0,1.0,,21.0,42.0,66.0,1.0,836.0,1.0,0.0,12.0,15.0,,17.0,1.0,1008.0,,23.0,14.0,9.0,13.0,0.0
360700,24,2012-02-05 16:00:00,1,Man Utd,Away,136.0,14.0,1.0,4.0,3.0,1.0,,216.0,3.0,1.0,6.0,4.0,16.0,34.0,348.0,,1.0,18.0,12.0,9.0,9.0,2.0,,,1.0,,1.0,2.0,1.0,,,11.0,2.0,,,,,,,8.0,13.0,,,42.0,67.0,1.0,,3.0,2.0,3.0,6.0,,6.0,14.0,6.0,,5.0,4.0,40.0,63.0,2.0,24.0,14.0,,,71.0,15.0,16.0,3.0,,4.0,,2.0,139.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,19.0,,13.0,9.0,,6.0,136.0,76.0,46.0,6.0,,3.0,9.0,9.0,,3.0,1.0,1.0,60.0,75.0,25.0,,,,,2.0,150.0,143.0,6.0,29.0,20.0,55.8,,2.0,0.0,123.0,,6.0,,,,4.0,,3.0,124.0,,12.0,153.0,28.0,31.0,12.0,3.0,23.0,20.0,,179.0,5.0,310.0,1.0,1.0,22.0,16.0,58.0,4.0,440.0,,0.0,16.0,29.0,4.0,19.0,1.0,650.0,,14.0,9.0,6.0,21.0,0.0
360714,25,2012-02-11 12:45:00,1,Man Utd,Home,242.0,21.0,1.0,3.0,2.0,1.0,,283.0,4.0,,3.0,8.0,16.0,36.0,522.0,,3.0,14.0,13.0,7.0,8.0,,,,,,,,,,,9.0,,,,,,,,4.0,6.0,,,69.0,58.0,3.0,2.0,2.0,,,5.0,,4.0,11.0,,,17.0,1.0,49.0,48.0,,14.0,9.0,1.0,,54.0,10.0,11.0,2.0,,3.0,2.0,,162.0,1.0,,1.0,1.0,,,7.0,1.0,,,20.0,,21.0,14.0,2.0,3.0,178.0,80.0,49.0,3.0,,5.0,4.0,6.0,,2.0,1.0,,45.0,103.0,12.0,,,,,,145.0,131.0,4.0,27.0,23.0,54.9,,,0.0,184.0,,2.0,,,,5.0,,,107.0,,9.0,253.0,29.0,28.0,11.0,3.0,16.0,13.0,,138.0,1.0,356.0,,,21.0,18.0,53.0,,593.0,,0.0,11.0,23.0,3.0,20.0,1.0,781.0,,16.0,7.0,4.0,18.0,0.0
360724,26,2012-02-26 13:30:00,1,Man Utd,Away,223.0,14.0,1.0,4.0,4.0,2.0,,286.0,1.0,,5.0,8.0,17.0,35.0,505.0,,2.0,18.0,10.0,6.0,8.0,1.0,,,,,,,,,,10.0,,,,1.0,,,,10.0,6.0,,,82.0,69.0,5.0,4.0,1.0,7.0,2.0,,,4.0,14.0,8.0,,7.0,1.0,33.0,34.0,7.0,25.0,17.0,,1.0,64.0,11.0,9.0,,,,,,178.0,2.0,,2.0,2.0,,,12.0,2.0,4.0,1.0,24.0,1.0,15.0,11.0,2.0,5.0,171.0,87.0,44.0,4.0,2.0,2.0,9.0,7.0,,2.0,2.0,,54.0,103.0,19.0,,,,,,167.0,154.0,,34.0,26.0,56.6,1.0,1.0,0.0,161.0,3.0,1.0,,,,2.0,,2.0,120.0,,11.0,248.0,26.0,38.0,12.0,4.0,25.0,22.0,,153.0,7.0,369.0,4.0,,32.0,17.0,54.0,2.0,592.0,,0.0,11.0,13.0,3.0,22.0,2.0,793.0,,14.0,6.0,4.0,10.0,0.0
360736,27,2012-03-04 16:10:00,1,Man Utd,Away,202.0,12.0,2.0,2.0,,5.0,,192.0,6.0,1.0,4.0,12.0,18.0,37.0,392.0,,,12.0,6.0,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,9.0,9.0,,,79.0,55.0,,,2.0,1.0,,12.0,,3.0,5.0,4.0,,12.0,3.0,41.0,41.0,1.0,35.0,18.0,1.0,,44.0,10.0,8.0,1.0,,,,,140.0,2.0,1.0,1.0,1.0,1.0,,9.0,,,,34.0,,17.0,13.0,1.0,4.0,130.0,92.0,62.0,7.0,2.0,1.0,4.0,5.0,,3.0,,,53.0,69.0,15.0,,,,,,157.0,133.0,4.0,22.0,23.0,47.9,,1.0,0.0,126.0,2.0,3.0,,2.0,1.0,1.0,,2.0,60.0,,5.0,224.0,17.0,59.0,6.0,2.0,12.0,10.0,,90.0,11.0,263.0,,1.0,29.0,21.0,60.0,,475.0,1.0,0.0,6.0,19.0,2.0,17.0,2.0,676.0,,19.0,5.0,3.0,13.0,0.0
360744,28,2012-03-11 14:00:00,1,Man Utd,Home,249.0,20.0,1.0,8.0,7.0,1.0,,366.0,6.0,,3.0,3.0,28.0,66.0,607.0,,1.0,10.0,6.0,4.0,18.0,1.0,2.0,,,,,,,,,19.0,1.0,,,,1.0,,1.0,4.0,3.0,,,92.0,56.0,5.0,4.0,2.0,1.0,5.0,6.0,,8.0,12.0,9.0,,11.0,2.0,35.0,49.0,1.0,18.0,11.0,,1.0,71.0,5.0,13.0,2.0,,4.0,,,181.0,1.0,,,1.0,,,7.0,1.0,1.0,,12.0,1.0,13.0,10.0,,3.0,204.0,75.0,56.0,5.0,,9.0,11.0,8.0,,1.0,2.0,,95.0,89.0,22.0,,,,,1.0,128.0,123.0,1.0,30.0,22.0,65.3,1.0,,0.0,198.0,1.0,2.0,,,2.0,10.0,2.0,2.0,183.0,,20.0,264.0,27.0,23.0,21.0,5.0,26.0,21.0,2.0,215.0,4.0,437.0,1.0,,9.0,31.0,74.0,5.0,675.0,3.0,0.0,23.0,18.0,3.0,10.0,0.0,859.0,,11.0,14.0,8.0,17.0,0.0
360758,29,2012-03-18 13:30:00,1,Man Utd,Away,212.0,18.0,1.0,4.0,3.0,3.0,,346.0,4.0,1.0,5.0,3.0,26.0,47.0,554.0,1.0,2.0,22.0,10.0,8.0,14.0,1.0,3.0,,,,,,,,,17.0,,,,,,,1.0,4.0,3.0,,,83.0,64.0,6.0,2.0,4.0,2.0,9.0,9.0,,7.0,10.0,7.0,1.0,9.0,2.0,41.0,39.0,2.0,15.0,11.0,,,74.0,13.0,6.0,3.0,1.0,1.0,,,157.0,5.0,,5.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,17.0,,15.0,11.0,1.0,5.0,200.0,78.0,53.0,4.0,1.0,3.0,17.0,9.0,,,1.0,,57.0,116.0,23.0,,,,,,125.0,117.0,1.0,34.0,21.0,58.9,,,0.0,185.0,2.0,1.0,,2.0,3.0,4.0,,3.0,122.0,,20.0,224.0,29.0,23.0,9.0,2.0,19.0,17.0,4.0,157.0,6.0,420.0,1.0,1.0,19.0,26.0,66.0,2.0,625.0,1.0,0.0,22.0,18.0,6.0,28.0,1.0,805.0,,9.0,7.0,7.0,12.0,0.0
360763,30,2012-03-26 20:00:00,1,Man Utd,Home,261.0,13.0,,6.0,6.0,3.0,,369.0,2.0,1.0,4.0,2.0,20.0,53.0,624.0,,1.0,13.0,6.0,10.0,14.0,,,,,,,,,,,18.0,,,,,,,,3.0,4.0,,,94.0,75.0,3.0,3.0,1.0,,8.0,6.0,,7.0,17.0,9.0,,19.0,2.0,51.0,43.0,,18.0,10.0,,,83.0,17.0,6.0,1.0,,1.0,1.0,,189.0,1.0,,1.0,,1.0,,2.0,,,,21.0,,18.0,14.0,1.0,4.0,212.0,85.0,57.0,1.0,,1.0,14.0,9.0,,4.0,1.0,,100.0,138.0,25.0,,,,,,158.0,144.0,4.0,30.0,36.0,59.5,,2.0,0.0,213.0,,2.0,,,,4.0,,3.0,150.0,,15.0,268.0,28.0,32.0,15.0,2.0,29.0,27.0,,203.0,7.0,469.0,,1.0,11.0,20.0,72.0,2.0,708.0,,0.0,21.0,15.0,2.0,13.0,1.0,906.0,,12.0,12.0,7.0,13.0,0.0
360770,31,2012-04-02 20:00:00,1,Man Utd,Away,276.0,27.0,4.0,10.0,6.0,3.0,,376.0,6.0,,3.0,2.0,14.0,83.0,642.0,,,21.0,10.0,9.0,8.0,1.0,,,,,1.0,1.0,,,,9.0,,,,,,,,4.0,7.0,,,85.0,49.0,1.0,1.0,,1.0,3.0,4.0,,10.0,26.0,9.0,,11.0,3.0,34.0,40.0,1.0,24.0,18.0,,1.0,68.0,5.0,9.0,,,2.0,1.0,1.0,152.0,2.0,,,2.0,,,9.0,2.0,,,31.0,1.0,4.0,2.0,1.0,3.0,227.0,65.0,53.0,2.0,2.0,4.0,7.0,5.0,,2.0,2.0,,96.0,138.0,20.0,,,,,,152.0,136.0,3.0,21.0,22.0,73.3,,1.0,0.0,237.0,1.0,3.0,,1.0,,5.0,1.0,3.0,183.0,,11.0,289.0,40.0,40.0,11.0,10.0,46.0,36.0,,216.0,11.0,458.0,,,7.0,17.0,96.0,1.0,701.0,,0.0,13.0,15.0,2.0,25.0,1.0,915.0,,16.0,7.0,10.0,11.0,0.0
360783,32,2012-04-08 13:30:00,1,Man Utd,Home,175.0,27.0,3.0,8.0,5.0,,,498.0,5.0,,2.0,1.0,36.0,59.0,665.0,,2.0,16.0,11.0,3.0,17.0,1.0,1.0,,,,1.0,3.0,,,,20.0,1.0,,,,1.0,,,2.0,7.0,,,86.0,58.0,3.0,3.0,1.0,2.0,5.0,3.0,,11.0,24.0,5.0,,16.0,,45.0,36.0,2.0,10.0,6.0,,1.0,77.0,13.0,10.0,1.0,,5.0,,3.0,169.0,1.0,,,,1.0,,5.0,,,1.0,8.0,2.0,11.0,10.0,,2.0,242.0,75.0,65.0,5.0,1.0,10.0,9.0,10.0,,7.0,,,60.0,152.0,35.0,,,,,1.0,135.0,131.0,6.0,21.0,29.0,72.4,1.0,,0.0,237.0,,,,1.0,1.0,12.0,,3.0,284.0,,19.0,182.0,39.0,14.0,8.0,8.0,37.0,29.0,1.0,333.0,3.0,589.0,,,4.0,37.0,65.0,3.0,734.0,1.0,0.0,27.0,18.0,5.0,16.0,1.0,918.0,,11.0,5.0,11.0,14.0,0.0
360797,33,2012-04-11 19:45:00,1,Man Utd,Away,143.0,19.0,1.0,2.0,1.0,1.0,,230.0,7.0,,2.0,3.0,19.0,18.0,371.0,,,24.0,5.0,4.0,8.0,1.0,,,,,,,,,,7.0,,,,,,,1.0,5.0,8.0,,,71.0,53.0,1.0,1.0,,2.0,2.0,12.0,,3.0,5.0,8.0,,17.0,,51.0,43.0,2.0,12.0,7.0,,,60.0,14.0,8.0,,,1.0,1.0,,109.0,,,,,,,13.0,,,,15.0,,9.0,7.0,1.0,2.0,133.0,68.0,38.0,7.0,,6.0,3.0,1.0,,7.0,,,50.0,83.0,25.0,,,,,,151.0,138.0,4.0,28.0,19.0,55.1,,1.0,0.0,136.0,1.0,1.0,,1.0,,6.0,,3.0,125.0,,9.0,157.0,32.0,25.0,7.0,3.0,17.0,14.0,,175.0,5.0,309.0,,,24.0,19.0,43.0,2.0,449.0,,0.0,9.0,27.0,2.0,30.0,2.0,637.0,,11.0,4.0,3.0,23.0,0.0
360803,34,2012-04-15 16:00:00,1,Man Utd,Home,214.0,14.0,5.0,12.0,7.0,3.0,,272.0,5.0,,3.0,6.0,17.0,45.0,474.0,1.0,2.0,19.0,8.0,9.0,15.0,4.0,2.0,,,,,,,,,18.0,1.0,,,,,,,7.0,5.0,,,83.0,60.0,5.0,3.0,3.0,1.0,11.0,2.0,,11.0,20.0,2.0,,5.0,1.0,35.0,55.0,1.0,11.0,9.0,,,57.0,9.0,7.0,3.0,,2.0,,,165.0,3.0,,3.0,3.0,,,8.0,3.0,,,18.0,,11.0,9.0,,3.0,144.0,74.0,46.0,4.0,1.0,6.0,16.0,9.0,,2.0,2.0,,64.0,97.0,16.0,,,,,1.0,135.0,120.0,3.0,34.0,20.0,65.3,,,0.0,156.0,2.0,,,,2.0,9.0,2.0,3.0,143.0,,22.0,228.0,23.0,26.0,24.0,7.0,29.0,22.0,2.0,182.0,6.0,349.0,,,22.0,17.0,67.0,1.0,548.0,1.0,0.0,29.0,26.0,2.0,19.0,3.0,753.0,,7.0,13.0,11.0,20.0,0.0
360815,35,2012-04-22 12:30:00,1,Man Utd,Home,150.0,15.0,1.0,6.0,5.0,2.0,1.0,290.0,5.0,,1.0,3.0,24.0,33.0,434.0,,2.0,22.0,21.0,7.0,11.0,2.0,,,,,,,,,,16.0,,,,,1.0,,2.0,11.0,6.0,,,77.0,61.0,4.0,1.0,3.0,1.0,7.0,2.0,,5.0,15.0,9.0,,14.0,2.0,55.0,45.0,,12.0,6.0,1.0,1.0,77.0,9.0,10.0,3.0,,3.0,3.0,,193.0,4.0,,3.0,4.0,,,13.0,4.0,,1.0,10.0,1.0,13.0,13.0,,1.0,129.0,87.0,52.0,2.0,1.0,7.0,10.0,7.0,,3.0,,,61.0,115.0,28.0,,,,,,169.0,162.0,1.0,26.0,28.0,52.5,1.0,,0.0,124.0,1.0,2.0,,,,10.0,,2.0,136.0,,17.0,175.0,29.0,18.0,18.0,5.0,32.0,27.0,,178.0,6.0,380.0,,,15.0,28.0,53.0,2.0,523.0,1.0,0.0,24.0,20.0,2.0,23.0,1.0,751.0,,12.0,8.0,5.0,15.0,0.0
360821,36,2012-04-30 20:00:00,1,Man Utd,Away,140.0,16.0,1.0,4.0,3.0,3.0,,185.0,4.0,,2.0,6.0,16.0,33.0,321.0,,,27.0,12.0,8.0,3.0,1.0,,,,,,,,,,3.0,,,,,,,,11.0,4.0,,,61.0,46.0,,,,3.0,3.0,14.0,,8.0,16.0,6.0,,14.0,1.0,58.0,57.0,3.0,20.0,13.0,,,50.0,15.0,11.0,,,3.0,2.0,,123.0,,,,,,,11.0,,1.0,1.0,31.0,,13.0,11.0,,2.0,105.0,78.0,46.0,8.0,,2.0,2.0,,,5.0,1.0,,63.0,76.0,20.0,,,,,,166.0,141.0,3.0,27.0,14.0,47.5,,1.0,0.0,109.0,2.0,,,,,2.0,1.0,3.0,74.0,,4.0,155.0,26.0,45.0,5.0,5.0,29.0,24.0,,110.0,15.0,272.0,1.0,,21.0,17.0,49.0,,398.0,,0.0,5.0,37.0,2.0,30.0,2.0,627.0,,10.0,1.0,8.0,25.0,0.0
360835,37,2012-05-06 16:00:00,1,Man Utd,Home,153.0,19.0,5.0,13.0,8.0,5.0,,373.0,6.0,,5.0,3.0,23.0,37.0,513.0,1.0,2.0,22.0,2.0,10.0,21.0,1.0,,,,,,,,,,20.0,,,,,,,,4.0,9.0,,,73.0,60.0,3.0,3.0,,3.0,12.0,3.0,,16.0,22.0,13.0,,14.0,5.0,37.0,51.0,3.0,15.0,9.0,,,78.0,12.0,6.0,,,1.0,1.0,,169.0,1.0,,,1.0,,,6.0,2.0,1.0,,12.0,,18.0,12.0,1.0,5.0,161.0,59.0,48.0,3.0,2.0,7.0,16.0,7.0,,3.0,3.0,,88.0,134.0,39.0,,,,,,144.0,139.0,5.0,16.0,31.0,59.8,,,0.0,176.0,2.0,4.0,,,,9.0,3.0,3.0,174.0,,23.0,158.0,26.0,20.0,15.0,14.0,50.0,36.0,,215.0,7.0,471.0,1.0,,9.0,26.0,41.0,,579.0,2.0,0.0,28.0,26.0,3.0,22.0,1.0,820.0,,13.0,9.0,16.0,20.0,0.0
360844,38,2012-05-13 15:00:00,1,Man Utd,Away,236.0,19.0,1.0,6.0,5.0,3.0,1.0,311.0,1.0,,6.0,5.0,25.0,32.0,541.0,1.0,,17.0,13.0,11.0,8.0,2.0,,,,2.0,1.0,5.0,,,1.0,13.0,,,,1.0,1.0,1.0,1.0,3.0,5.0,,,95.0,60.0,4.0,3.0,1.0,2.0,5.0,2.0,,9.0,12.0,3.0,,11.0,,46.0,56.0,2.0,12.0,9.0,,,65.0,11.0,14.0,1.0,,7.0,1.0,5.0,198.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,18.0,3.0,16.0,12.0,,6.0,166.0,91.0,59.0,1.0,,4.0,7.0,7.0,,3.0,,,65.0,98.0,23.0,,,,,,149.0,137.0,2.0,27.0,23.0,64.5,3.0,,0.0,169.0,,2.0,,,,9.0,1.0,1.0,129.0,,11.0,251.0,30.0,24.0,16.0,6.0,22.0,16.0,,169.0,9.0,399.0,1.0,,25.0,27.0,53.0,,628.0,1.0,0.0,21.0,24.0,2.0,19.0,3.0,815.0,,9.0,7.0,9.0,18.0,0.0
