matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321764,11.0,2010-11-06 15:00:00,1,Man Utd,Home,154.0,13.0,2.0,12.0,10.0,1.0,1.0,253.0,1.0,,2.0,5.0,15.0,26.0,395.0,,4.0,20.0,15.0,14.0,11.0,,1.0,,,,,,,16.0,,,,,,,,5.0,4.0,,62.0,62.0,1.0,,1.0,2.0,7.0,7.0,,3.0,23.0,4.0,,13.0,,46.0,45.0,2.0,12.0,10.0,,,49.0,7.0,10.0,,,2.0,2.0,,164.0,2.0,,1.0,2.0,,,4.0,,,2.0,,,,,,21.0,,18.0,16.0,1.0,2.0,127.0,71.0,44.0,2.0,2.0,3.0,10.0,5.0,,,2.0,2.0,,60.0,72.0,25.0,,,,,151.0,139.0,5.0,28.0,25.0,51.8,,,0.0,,,,122.0,1.0,1.0,,,1.0,5.0,,3.0,141.0,13.0,177.0,25.0,24.0,13.0,3.0,32.0,29.0,1.0,175.0,5.0,330.0,,1.0,20.0,18.0,42.0,4.0,475.0,,0.0,17.0,13.0,6.0,23.0,1.0,661.0,9.0,8.0,3.0,10.0,0.0
321775,12.0,2010-11-10 20:00:00,1,Man Utd,Away,209.0,15.0,,6.0,6.0,3.0,,276.0,5.0,,4.0,3.0,25.0,38.0,479.0,,,25.0,8.0,6.0,9.0,,,,,1.0,1.0,,,,,,,,,,,5.0,4.0,,83.0,51.0,,,,5.0,5.0,2.0,,5.0,9.0,6.0,,16.0,1.0,44.0,45.0,5.0,12.0,5.0,,,69.0,12.0,11.0,,,,,1.0,172.0,,,,,,,6.0,,,,,,,,,10.0,,21.0,18.0,1.0,4.0,149.0,78.0,44.0,8.0,,2.0,7.0,3.0,,,3.0,1.0,,72.0,100.0,19.0,,,,,151.0,141.0,2.0,17.0,26.0,53.4,,,0.0,,,,157.0,1.0,1.0,,,,2.0,,3.0,127.0,9.0,221.0,28.0,22.0,10.0,4.0,20.0,16.0,,170.0,5.0,360.0,,,25.0,28.0,66.0,1.0,561.0,,0.0,10.0,24.0,1.0,26.0,2.0,762.0,19.0,4.0,5.0,18.0,0.0
321777,13.0,2010-11-13 12:45:00,1,Man Utd,Away,165.0,16.0,1.0,4.0,3.0,5.0,1.0,217.0,4.0,,6.0,6.0,25.0,39.0,378.0,,1.0,30.0,12.0,24.0,6.0,1.0,,,,,1.0,,,9.0,,,,,,,1.0,15.0,2.0,,83.0,50.0,1.0,1.0,,6.0,6.0,5.0,,7.0,11.0,5.0,1.0,17.0,1.0,53.0,46.0,6.0,15.0,9.0,,1.0,78.0,9.0,11.0,1.0,1.0,5.0,3.0,1.0,179.0,2.0,,2.0,2.0,,,9.0,,,2.0,,,,,,25.0,,19.0,14.0,2.0,6.0,111.0,100.0,59.0,9.0,,5.0,4.0,4.0,,,4.0,1.0,,66.0,71.0,16.0,1.0,1.0,1.0,,217.0,192.0,5.0,16.0,19.0,59.3,,1.0,0.0,,,,108.0,1.0,2.0,,,,6.0,,3.0,95.0,9.0,193.0,31.0,40.0,14.0,7.0,26.0,19.0,,142.0,13.0,314.0,,,28.0,27.0,62.0,6.0,481.0,,0.0,16.0,7.0,1.0,37.0,4.0,726.0,20.0,4.0,7.0,5.0,0.0
321794,14.0,2010-11-20 15:00:00,1,Man Utd,Home,177.0,21.0,2.0,13.0,12.0,1.0,1.0,308.0,5.0,,7.0,3.0,27.0,44.0,472.0,,,22.0,13.0,9.0,7.0,1.0,,,,1.0,2.0,,,9.0,,,,,,,,6.0,5.0,,66.0,66.0,1.0,2.0,,,4.0,13.0,,11.0,23.0,15.0,1.0,18.0,1.0,61.0,51.0,,2.0,2.0,,1.0,82.0,11.0,15.0,1.0,,9.0,3.0,2.0,181.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,7.0,,21.0,17.0,2.0,7.0,156.0,78.0,55.0,1.0,,2.0,8.0,7.0,,,1.0,2.0,,100.0,75.0,32.0,,,,,177.0,168.0,4.0,24.0,30.0,67.4,,,0.0,,,,163.0,1.0,3.0,,,,5.0,,3.0,163.0,10.0,187.0,34.0,11.0,12.0,8.0,48.0,41.0,,228.0,6.0,427.0,,,13.0,27.0,59.0,1.0,566.0,,0.0,16.0,21.0,9.0,22.0,0.0,774.0,9.0,6.0,11.0,16.0,0.0
321801,15.0,2010-11-27 15:00:00,1,Man Utd,Home,252.0,19.0,2.0,5.0,3.0,6.0,,354.0,4.0,,7.0,6.0,41.0,40.0,601.0,1.0,5.0,14.0,7.0,14.0,8.0,1.0,1.0,,,,,,,16.0,,,,,,,,4.0,,,89.0,79.0,4.0,2.0,5.0,2.0,3.0,5.0,,5.0,11.0,4.0,,12.0,,36.0,56.0,2.0,6.0,3.0,,,83.0,6.0,6.0,5.0,,2.0,1.0,,221.0,4.0,,3.0,4.0,,,5.0,,,7.0,1.0,,,,,10.0,2.0,18.0,16.0,1.0,7.0,200.0,93.0,75.0,2.0,2.0,5.0,8.0,9.0,,,,1.0,,85.0,74.0,18.0,,,,,160.0,150.0,5.0,30.0,35.0,64.9,,,0.0,,,,186.0,1.0,,,1.0,1.0,5.0,,2.0,177.0,13.0,271.0,29.0,16.0,18.0,3.0,19.0,16.0,1.0,237.0,15.0,444.0,1.0,,17.0,43.0,56.0,4.0,696.0,1.0,0.0,17.0,24.0,15.0,14.0,0.0,887.0,17.0,12.0,5.0,18.0,0.0
321810,16.0,2011-01-25 19:30:00,1,Man Utd,Away,176.0,26.0,6.0,13.0,7.0,4.0,,222.0,5.0,2.0,5.0,10.0,18.0,33.0,385.0,,3.0,24.0,14.0,22.0,11.0,3.0,,,,,1.0,,1.0,17.0,,,,,,,1.0,3.0,4.0,,77.0,63.0,5.0,4.0,1.0,2.0,7.0,3.0,,8.0,23.0,8.0,,6.0,1.0,37.0,65.0,2.0,24.0,17.0,,1.0,76.0,10.0,12.0,3.0,,3.0,3.0,1.0,202.0,3.0,,2.0,3.0,,,11.0,,,3.0,,,,,,24.0,,8.0,5.0,1.0,5.0,111.0,110.0,54.0,6.0,,5.0,12.0,10.0,,,1.0,1.0,,94.0,62.0,21.0,,,,,193.0,184.0,4.0,26.0,23.0,57.6,,,0.0,,,,109.0,,1.0,,1.0,,6.0,2.0,3.0,116.0,17.0,199.0,47.0,33.0,15.0,7.0,41.0,34.0,,168.0,10.0,341.0,,2.0,24.0,20.0,58.0,3.0,499.0,2.0,0.0,23.0,20.0,5.0,30.0,2.0,731.0,16.0,11.0,8.0,15.0,0.0
321821,17.0,2010-12-13 20:00:00,1,Man Utd,Home,145.0,13.0,,,,3.0,,172.0,6.0,,4.0,5.0,12.0,21.0,317.0,,2.0,14.0,16.0,18.0,8.0,2.0,,,,1.0,2.0,,,11.0,,1.0,,,,,2.0,5.0,6.0,,53.0,82.0,1.0,3.0,,3.0,6.0,13.0,1.0,5.0,10.0,5.0,,12.0,1.0,57.0,71.0,3.0,14.0,7.0,,,82.0,9.0,16.0,,,6.0,2.0,2.0,158.0,,,,,,,10.0,,,1.0,,,,,1.0,11.0,,12.0,6.0,2.0,4.0,107.0,83.0,30.0,4.0,1.0,1.0,9.0,6.0,,,2.0,2.0,,77.0,60.0,19.0,,,,1.0,196.0,184.0,8.0,34.0,35.0,46.1,,,0.0,,,,112.0,4.0,1.0,,,,5.0,,1.0,102.0,10.0,161.0,44.0,26.0,18.0,3.0,20.0,17.0,,168.0,10.0,289.0,,,22.0,12.0,57.0,3.0,430.0,,0.0,17.0,27.0,2.0,17.0,0.0,635.0,19.0,10.0,5.0,19.0,0.0
321831,18.0,2011-03-01 19:45:00,1,Man Utd,Away,146.0,21.0,,2.0,2.0,3.0,1.0,213.0,6.0,,11.0,4.0,17.0,38.0,357.0,,1.0,13.0,9.0,12.0,6.0,1.0,,,,,,,,9.0,,,,,,,1.0,12.0,9.0,,55.0,69.0,2.0,2.0,,1.0,3.0,10.0,,2.0,12.0,4.0,,15.0,4.0,58.0,59.0,1.0,16.0,8.0,,,65.0,14.0,10.0,1.0,,2.0,1.0,,164.0,1.0,,,1.0,,,14.0,,,1.0,,,,,,18.0,,13.0,10.0,2.0,11.0,122.0,77.0,44.0,10.0,,4.0,4.0,2.0,,,5.0,2.0,,85.0,61.0,18.0,1.0,1.0,1.0,,169.0,156.0,1.0,26.0,26.0,55.0,,,0.0,,,,103.0,3.0,3.0,1.0,1.0,,5.0,,3.0,97.0,8.0,168.0,31.0,29.0,21.0,2.0,19.0,17.0,,138.0,8.0,295.0,,,24.0,20.0,62.0,2.0,444.0,,1.0,10.0,26.0,6.0,16.0,1.0,663.0,12.0,11.0,2.0,21.0,0.0
321844,19.0,2010-12-26 15:00:00,1,Man Utd,Home,218.0,28.0,2.0,2.0,,2.0,,279.0,3.0,,4.0,3.0,29.0,45.0,495.0,,1.0,10.0,10.0,10.0,11.0,1.0,2.0,,,,,,,14.0,,,,1.0,1.0,,,3.0,3.0,,73.0,80.0,1.0,,1.0,2.0,2.0,6.0,,5.0,8.0,2.0,,11.0,1.0,43.0,43.0,2.0,17.0,13.0,,,81.0,11.0,10.0,1.0,,1.0,1.0,,196.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,1.0,20.0,2.0,30.0,19.0,,5.0,176.0,96.0,67.0,3.0,,5.0,8.0,7.0,,,1.0,4.0,,52.0,64.0,23.0,,,,,164.0,154.0,3.0,32.0,38.0,56.6,2.0,1.0,0.0,,,,150.0,,1.0,,1.0,2.0,7.0,,3.0,121.0,13.0,240.0,39.0,27.0,15.0,5.0,16.0,11.0,2.0,171.0,7.0,371.0,,,20.0,32.0,65.0,1.0,595.0,,0.0,16.0,14.0,7.0,11.0,0.0,778.0,15.0,9.0,5.0,11.0,0.0
321847,20.0,2010-12-28 20:00:00,1,Man Utd,Away,214.0,16.0,2.0,6.0,4.0,2.0,,204.0,5.0,,4.0,7.0,28.0,41.0,412.0,,,19.0,9.0,16.0,9.0,3.0,,,,,,,,11.0,,,,,1.0,,,6.0,5.0,,65.0,67.0,,,,2.0,2.0,1.0,,4.0,12.0,4.0,,10.0,,32.0,48.0,2.0,20.0,12.0,,,64.0,11.0,10.0,1.0,,,,,195.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,,20.0,2.0,13.0,12.0,1.0,4.0,143.0,111.0,62.0,4.0,,8.0,5.0,4.0,,,3.0,1.0,,67.0,54.0,11.0,,,,,185.0,168.0,1.0,26.0,28.0,57.3,1.0,,0.0,,,,130.0,1.0,,,1.0,,8.0,,2.0,86.0,13.0,245.0,30.0,37.0,7.0,3.0,19.0,16.0,,128.0,14.0,307.0,1.0,,26.0,31.0,67.0,1.0,533.0,,0.0,14.0,16.0,4.0,23.0,3.0,726.0,15.0,6.0,4.0,16.0,0.0
321864,21.0,2011-01-01 12:45:00,1,Man Utd,Away,184.0,11.0,1.0,2.0,1.0,3.0,,160.0,11.0,,7.0,1.0,5.0,31.0,342.0,,,18.0,5.0,9.0,3.0,1.0,,,,,,,,3.0,,,,,,,,6.0,15.0,,46.0,58.0,1.0,,1.0,3.0,,7.0,1.0,5.0,11.0,3.0,,13.0,,42.0,44.0,3.0,12.0,7.0,,,59.0,15.0,9.0,2.0,,1.0,,,161.0,2.0,1.0,2.0,1.0,1.0,,15.0,,,1.0,,,,,1.0,17.0,,21.0,14.0,,7.0,103.0,83.0,43.0,4.0,,2.0,4.0,4.0,,,6.0,,,72.0,49.0,11.0,,1.0,1.0,,165.0,143.0,2.0,22.0,26.0,52.3,,1.0,0.0,,,,124.0,,2.0,,,,2.0,,3.0,84.0,6.0,203.0,25.0,34.0,11.0,4.0,18.0,14.0,,126.0,5.0,249.0,,,18.0,9.0,53.0,3.0,434.0,,0.0,6.0,18.0,7.0,21.0,3.0,627.0,9.0,8.0,5.0,14.0,0.0
