playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,gkUnsuccessfulDistribution,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,goalAssists,oboxBlocked,substituteOn,penaltiesConceded,throwInsToOppositionPlayer,shotsBlockedOutsideBox,secondGoalAssists,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,shotsBlockedInBox,oboxTarget,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded,leftFootGoals,hitWoodwork,rightFootGoals,ownGoalScored,penaltiesTaken,penaltyGoals,setPiecesGoals,otherGoals
1632,Gareth Barry,Midfielder,West Brom,35,England,2017-18,112.0,3.0,1.2962,0.0,6.0,1.3518,35.0,11.0,3.0,143.0,25.0,11.0,22.0,218.0,10.0,927.0,1.0,1.0,68.0,4.0,9.0,1.0,1927.0,1.0,36.0,106.0,5.0,19.0,74.0,645.0,14.0,1.0,26.708,16.0,4.0,32.0,35.0,76.0,226.0,29.0,218.0,8.0,340.0,148.0,25.0,16.0,1.0,407.0,30.0,,19.0,150.0,32.0,0.0,,907.0,5.0,4.0,283.0,19.0,10.0,11.0,,229.0,28.0,14.0,,64.0,132.0,1187.0,3.0,6.0,31.0,311.0,17.0,1.5566,4.0,75.0,39.0,5.0,1.0,2.0,3.0,,,2.0,,,,,,,,,,,,,0.0828,12.0,4.0,1.0,6.0,3.0,4.0,1.0,3.0,1.0,6.0,,1.0,,,,,,,
19272,Gareth McAuley,Defender,West Brom,35,Northern Ireland,2017-18,16.0,1.0,0.0346,0.0,,,8.0,,,20.0,9.0,,5.0,44.0,,125.0,,,25.0,,1.0,,456.0,,10.0,26.0,4.0,8.0,11.0,65.0,1.0,,12.2356,,4.0,15.0,15.0,6.0,9.0,2.0,42.0,3.0,79.0,26.0,9.0,1.0,,35.0,11.0,,,17.0,15.0,0.0,,119.0,,,47.0,7.0,1.0,4.0,,29.0,2.0,11.0,,16.0,8.0,178.0,3.0,2.0,13.0,47.0,2.0,,0.0,24.0,13.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73494,Grzegorz Krychowiak,Midfielder,West Brom,35,Poland,2017-18,109.0,2.0,1.1372,0.0,3.0,0.572,39.0,14.0,6.0,126.0,27.0,20.0,20.0,175.0,6.0,812.0,,1.0,41.0,2.0,4.0,1.0,1642.0,1.0,15.0,121.0,5.0,37.0,95.0,589.0,7.0,1.0,23.9974,11.0,3.0,23.0,30.0,94.0,204.0,39.0,230.0,18.0,273.0,125.0,27.0,15.0,8.0,348.0,25.0,,14.0,189.0,26.0,0.0,,788.0,11.0,5.0,238.0,24.0,19.0,5.0,,208.0,31.0,45.0,,48.0,127.0,1109.0,,9.0,17.0,293.0,14.0,0.7985,2.0,49.0,41.0,3.0,2.0,2.0,7.0,,,2.0,,,,,,,,,,,,,0.0604,11.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,,1.0,,,,,,
49440,Hal Robson-Kanu,Forward,West Brom,35,Wales,2017-18,110.0,2.0,0.4513,1.0,8.0,1.1717,5.0,15.0,1.0,51.0,21.0,9.0,8.0,61.0,17.0,184.0,2.0,6.0,69.0,,2.0,6.0,822.0,6.0,45.0,68.0,2.0,21.0,44.0,121.0,33.0,,10.7309,8.0,,9.0,14.0,65.0,29.0,25.0,178.0,6.0,56.0,35.0,21.0,1.0,9.0,96.0,12.0,1.0,17.0,109.0,24.0,1.0,,179.0,7.0,6.0,151.0,4.0,14.0,3.0,,47.0,20.0,4.0,,2.0,52.0,380.0,2.0,6.0,5.0,29.0,7.0,2.4175,2.0,10.0,13.0,4.0,,,13.0,,1.0,,,,,,,,,,,,,,,,,1.0,,4.0,,,4.0,,,3.0,,1.0,1.0,,,,,
49944,Jake Livermore,Midfielder,West Brom,35,England,2017-18,152.0,3.0,1.811,0.0,4.0,1.975,72.0,11.0,8.0,177.0,34.0,11.0,30.0,236.0,12.0,1103.0,2.0,1.0,60.0,7.0,3.0,1.0,2675.0,1.0,37.0,128.0,7.0,57.0,105.0,802.0,37.0,,32.1654,18.0,4.0,28.0,41.0,115.0,318.0,14.0,280.0,35.0,383.0,173.0,34.0,31.0,8.0,506.0,34.0,,13.0,220.0,23.0,0.0,,1091.0,7.0,4.0,322.0,41.0,19.0,9.0,,273.0,42.0,26.0,,65.0,129.0,1463.0,8.0,5.0,22.0,364.0,32.0,2.3336,5.0,59.0,60.0,4.0,2.0,3.0,4.0,,,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,2.0,,,,,
63370,James McClean,Midfielder,West Brom,35,Ireland,2017-18,146.0,19.0,1.3811,0.0,6.0,0.8485,40.0,21.0,,75.0,30.0,11.0,14.0,99.0,57.0,358.0,1.0,5.0,38.0,3.0,19.0,1.0,1395.0,1.0,22.0,89.0,1.0,54.0,73.0,254.0,32.0,,19.2285,18.0,,15.0,21.0,124.0,97.0,12.0,235.0,14.0,94.0,91.0,30.0,12.0,18.0,168.0,20.0,,69.0,197.0,16.0,0.0,,356.0,15.0,21.0,254.0,28.0,22.0,4.0,,55.0,35.0,20.0,,5.0,112.0,735.0,10.0,6.0,17.0,110.0,25.0,1.7376,7.0,24.0,31.0,9.0,,2.0,16.0,,3.0,2.0,,,,,,,,,,,,,0.051,12.0,4.0,,,7.0,4.0,1.0,7.0,1.0,11.0,2.0,1.0,,,1.0,,,,
18008,James Morrison,Midfielder,West Brom,35,Scotland,2017-18,7.0,,0.0841,0.0,2.0,0.5236,2.0,4.0,,10.0,4.0,3.0,2.0,11.0,2.0,88.0,1.0,,2.0,1.0,,1.0,206.0,1.0,2.0,5.0,,1.0,5.0,75.0,5.0,1.0,1.5057,3.0,,,1.0,5.0,34.0,1.0,12.0,,19.0,11.0,4.0,1.0,,54.0,1.0,,2.0,10.0,,0.0,,88.0,2.0,,18.0,1.0,2.0,1.0,,18.0,,1.0,,2.0,17.0,110.0,,1.0,,23.0,,1.0231,0.0,1.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
44683,Jay Rodriguez,Forward,West Brom,35,England,2017-18,263.0,2.0,2.3143,0.0,25.0,8.1189,31.0,53.0,4.0,169.0,37.0,40.0,31.0,194.0,24.0,704.0,7.0,18.0,160.0,4.0,3.0,13.0,2823.0,13.0,84.0,161.0,5.0,56.0,85.0,490.0,112.0,1.0,38.4321,20.0,,37.0,41.0,179.0,124.0,29.0,424.0,30.0,212.0,121.0,37.0,10.0,37.0,348.0,36.0,2.0,27.0,264.0,76.0,0.0,,665.0,28.0,15.0,418.0,21.0,29.0,2.0,,162.0,43.0,19.0,,20.0,206.0,1231.0,4.0,18.0,10.0,165.0,25.0,8.497,2.0,25.0,38.0,16.0,1.0,6.0,6.0,,,6.0,,,,,,,,,,,,,,3.0,5.0,11.0,1.0,10.0,5.0,,10.0,,1.0,1.0,,2.0,5.0,,1.0,1.0,,
173809,Jonathan Leko,Forward,West Brom,35,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,West Brom,35,Northern Ireland,2017-18,84.0,2.0,0.4168,0.0,5.0,1.6413,29.0,7.0,,108.0,28.0,,26.0,192.0,2.0,961.0,2.0,,88.0,4.0,2.0,3.0,2273.0,3.0,34.0,120.0,5.0,13.0,66.0,689.0,19.0,1.0,28.5726,6.0,22.0,126.0,38.0,50.0,279.0,27.0,204.0,9.0,417.0,142.0,28.0,7.0,,226.0,33.0,2.0,2.0,116.0,54.0,0.0,,918.0,2.0,2.0,215.0,22.0,10.0,13.0,,177.0,26.0,48.0,1.0,80.0,88.0,1292.0,14.0,4.0,53.0,545.0,20.0,2.1516,7.0,84.0,65.0,3.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,1.0,,,,1.0,,,,
42427,Kieran Gibbs,Defender,West Brom,35,England,2017-18,105.0,18.0,2.15,0.0,1.0,0.1205,41.0,5.0,,167.0,33.0,2.0,32.0,254.0,49.0,1014.0,,1.0,81.0,7.0,19.0,1.0,2830.0,1.0,39.0,117.0,6.0,43.0,75.0,721.0,27.0,1.0,37.5848,21.0,15.0,82.0,44.0,66.0,337.0,11.0,222.0,20.0,461.0,169.0,33.0,17.0,13.0,436.0,38.0,,55.0,141.0,42.0,0.0,,1010.0,4.0,14.0,446.0,24.0,24.0,12.0,,45.0,22.0,48.0,1.0,39.0,171.0,1750.0,221.0,5.0,54.0,343.0,14.0,0.4004,3.0,87.0,99.0,4.0,1.0,1.0,1.0,,72.0,1.0,1.0,,,,,,,,,,,,,4.0,,,1.0,3.0,,,3.0,,3.0,1.0,,,,,,,,
247286,Kyle Jameson,Defender,West Brom,35,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50229,Matt Phillips,Midfielder,West Brom,35,Scotland,2017-18,154.0,21.0,3.9572,0.0,8.0,2.0129,27.0,20.0,,106.0,30.0,5.0,23.0,136.0,90.0,497.0,2.0,11.0,72.0,4.0,39.0,5.0,2097.0,5.0,37.0,120.0,6.0,58.0,85.0,344.0,48.0,,27.6768,31.0,4.0,26.0,32.0,117.0,35.0,13.0,274.0,20.0,169.0,114.0,30.0,11.0,43.0,260.0,26.0,,125.0,202.0,35.0,0.0,,490.0,12.0,40.0,415.0,16.0,45.0,1.0,,152.0,14.0,24.0,,17.0,141.0,1085.0,34.0,10.0,14.0,140.0,9.0,2.7906,3.0,30.0,34.0,8.0,2.0,6.0,7.0,,3.0,6.0,2.0,,,,,,,,,,,,0.1323,43.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,1.0,25.0,2.0,,,2.0,,,,,
54908,Nacer Chadli,Midfielder,West Brom,35,Belgium,2017-18,10.0,,0.0921,0.0,2.0,0.3744,1.0,3.0,,15.0,5.0,,2.0,16.0,4.0,69.0,1.0,,3.0,,,,216.0,,2.0,3.0,,5.0,2.0,52.0,6.0,,3.2668,2.0,,3.0,3.0,8.0,16.0,,13.0,,20.0,15.0,5.0,1.0,,37.0,3.0,,7.0,10.0,1.0,0.0,,66.0,1.0,2.0,32.0,,1.0,,,16.0,1.0,,,1.0,17.0,100.0,1.0,3.0,,16.0,1.0,0.1828,1.0,1.0,2.0,1.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,0.1011,3.0,1.0,,,,1.0,2.0,,2.0,2.0,,,,1.0,,,,1.0,
232423,Nathan Ferguson,Defender,West Brom,35,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197937,Oliver Burke,Forward,West Brom,35,Scotland,2017-18,38.0,2.0,0.3784,0.0,,,6.0,2.0,,27.0,15.0,10.0,2.0,29.0,7.0,140.0,,,12.0,,2.0,,358.0,,7.0,29.0,1.0,8.0,24.0,108.0,20.0,,5.8188,2.0,,2.0,11.0,31.0,30.0,5.0,67.0,3.0,27.0,14.0,15.0,2.0,7.0,81.0,10.0,,7.0,55.0,5.0,0.0,,139.0,2.0,3.0,76.0,4.0,13.0,,,43.0,2.0,7.0,,3.0,40.0,240.0,1.0,2.0,,32.0,1.0,0.4576,0.0,2.0,6.0,2.0,2.0,,13.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,
220693,Rayhaan Tulloch,Forward,West Brom,35,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232427,Rekeem Harper,Midfielder,West Brom,35,England,2017-18,1.0,,0.0027,0.0,,,1.0,,,1.0,1.0,,,1.0,,5.0,,,,,,,20.0,,,1.0,,,1.0,3.0,,,0.3148,2.0,,,,1.0,1.0,,2.0,,2.0,2.0,1.0,,1.0,3.0,,,,2.0,,0.0,,5.0,,,3.0,1.0,,,,2.0,,,,1.0,,8.0,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57134,Salomón Rondón,Forward,West Brom,35,Venezuela,2017-18,403.0,3.0,2.4736,0.0,29.0,8.892,14.0,68.0,4.0,261.0,36.0,64.0,32.0,276.0,32.0,833.0,7.0,28.0,373.0,3.0,3.0,13.0,2771.0,13.0,209.0,278.0,8.0,60.0,114.0,542.0,130.0,1.0,38.1997,20.0,,20.0,48.0,194.0,199.0,55.0,681.0,27.0,230.0,135.0,36.0,8.0,29.0,394.0,40.0,1.0,32.0,308.0,164.0,0.0,,799.0,39.0,20.0,589.0,6.0,47.0,,,157.0,42.0,14.0,,15.0,247.0,1483.0,4.0,9.0,5.0,166.0,22.0,7.0375,4.0,15.0,46.0,11.0,3.0,2.0,4.0,,,2.0,,,,,,,,,,,,,0.0624,,9.0,14.0,,9.0,9.0,1.0,9.0,1.0,,2.0,4.0,2.0,1.0,,,,,1.0
195864,Sam Field,Midfielder,West Brom,35,England,2017-18,38.0,1.0,0.2391,0.0,1.0,0.3662,14.0,1.0,,32.0,10.0,4.0,7.0,40.0,4.0,166.0,1.0,,17.0,1.0,1.0,,539.0,,9.0,32.0,1.0,8.0,24.0,113.0,8.0,,4.3979,4.0,5.0,7.0,7.0,29.0,29.0,7.0,70.0,5.0,71.0,28.0,10.0,3.0,2.0,85.0,6.0,,7.0,53.0,8.0,0.0,,164.0,,1.0,72.0,11.0,3.0,1.0,,27.0,11.0,11.0,,13.0,39.0,262.0,1.0,6.0,6.0,42.0,7.0,0.5449,3.0,8.0,10.0,4.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,4.0,,2.0,,1.0,,,,,,,
