playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,attemptsFromSetPieces,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,offsides,overruns,handballsConceded,unsuccessfulLayoffs,rightFootGoals,unsuccessfulCornersIntoBox,clearancesOffTheLine,leftFootGoals,hitWoodwork,successfulCornersIntoBox,setPiecesGoals,penaltiesTaken,penaltyGoals,redCards2ndYellow
19151,Chris Brunt,Midfielder,West Bromwich Albion U23,7595,Northern Ireland,2010-11,171.0,0.0,,,229.0,34.0,34.0,313.0,1365.0,,,104.0,1.0,,3014.0,150.0,13.0,,100.0,928.0,,4.0,,78.0,9.0,46.0,61.0,117.0,225.0,,15.0,4.0,321.0,,558.0,155.0,34.0,,,761.0,48.0,217.0,50.0,0.0,,1310.0,574.0,11.0,,,357.0,40.0,124.0,2081.0,32.0,363.0,,9.0,84.0,53.0,19.0,35.0,23.0,74.0,69.0,23.0,9.0,59.0,,57.0,4.0,1.0,,124.0,72.0,54.0,44.0,1.0,3.0,23.0,,11.0,1.0,169.0,41.0,46.0,33.0,51.0,9.0,19.0,52.0,225.0,22.0,5.0,2.0,,3.0,,,74.0,,3.0,4.0,44.0,1.0,3.0,2.0,
12765,Jerome Thomas,Midfielder,Port Vale,50,England,2010-11,210.0,0.0,,,106.0,33.0,32.0,115.0,800.0,,,22.0,,,2587.0,198.0,13.0,1.0,192.0,676.0,,6.0,,35.0,1.0,5.0,57.0,194.0,257.0,,72.0,2.0,408.0,,181.0,139.0,33.0,,,480.0,44.0,386.0,6.0,0.0,,797.0,425.0,58.0,,,108.0,34.0,9.0,1485.0,4.0,222.0,,4.0,9.0,25.0,16.0,15.0,14.0,62.0,32.0,6.0,5.0,40.0,2.0,80.0,3.0,1.0,1.0,,17.0,16.0,100.0,2.0,2.0,15.0,,72.0,,83.0,143.0,18.0,26.0,47.0,,,44.0,254.0,29.0,19.0,8.0,14.0,1.0,,2.0,,,1.0,1.0,,,,,
79843,George Thorne,Midfielder,Oxford United,106,England,2010-11,2.0,0.0,,,,1.0,,1.0,18.0,,,,,,30.0,3.0,,,3.0,17.0,,,,,,,,2.0,3.0,,1.0,0.0,5.0,,10.0,4.0,1.0,,,7.0,,5.0,,0.0,,18.0,3.0,,,,4.0,1.0,,24.0,1.0,10.0,,0.0,1.0,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
20141,Graham Dorrans,Midfielder,Rangers,67,Scotland,2010-11,70.0,0.0,,,89.0,21.0,16.0,118.0,663.0,,,13.0,,,1422.0,53.0,6.0,,49.0,492.0,,2.0,,26.0,3.0,9.0,31.0,61.0,160.0,,10.0,0.0,123.0,,188.0,89.0,21.0,,,301.0,25.0,110.0,4.0,0.0,,651.0,228.0,17.0,,,162.0,13.0,53.0,924.0,7.0,251.0,,2.0,29.0,19.0,2.0,12.0,12.0,22.0,27.0,7.0,1.0,41.0,,27.0,1.0,0.0,5.0,24.0,7.0,9.0,25.0,2.0,1.0,5.0,,12.0,,48.0,32.0,15.0,10.0,17.0,2.0,4.0,27.0,153.0,8.0,9.0,1.0,2.0,1.0,1.0,1.0,16.0,,,,5.0,,,,
39895,Youssouf Mulumbu,Midfielder,Celtic,61,DR Congo,2010-11,203.0,2.0,,,181.0,34.0,34.0,245.0,1592.0,,,44.0,1.0,,2861.0,209.0,12.0,,186.0,1172.0,,4.0,,18.0,9.0,34.0,58.0,182.0,484.0,,48.0,4.0,412.0,,496.0,276.0,34.0,,,673.0,46.0,368.0,23.0,0.0,,1582.0,415.0,30.0,,,430.0,55.0,175.0,2197.0,33.0,676.0,,5.0,64.0,73.0,2.0,7.0,8.0,108.0,18.0,13.0,1.0,55.0,,15.0,7.0,4.0,,,2.0,21.0,27.0,,3.0,25.0,,25.0,,15.0,100.0,10.0,5.0,83.0,10.0,,116.0,182.0,5.0,11.0,1.0,6.0,2.0,,5.0,,2.0,2.0,,,,,,2.0
16210,Paul Scharner,Defender,Wigan Athletic,111,Austria,2010-11,145.0,1.0,,,192.0,33.0,33.0,240.0,1127.0,,,117.0,1.0,,2750.0,195.0,9.0,,115.0,809.0,,6.0,,11.0,20.0,128.0,53.0,108.0,248.0,,36.0,2.0,340.0,,393.0,151.0,33.0,,,363.0,44.0,223.0,80.0,0.0,,1107.0,315.0,9.0,,,303.0,51.0,78.0,1619.0,51.0,525.0,,6.0,48.0,70.0,1.0,12.0,10.0,70.0,38.0,1.0,1.0,40.0,,9.0,4.0,4.0,,,1.0,37.0,67.0,,0.0,24.0,3.0,7.0,3.0,9.0,29.0,28.0,7.0,46.0,9.0,2.0,84.0,183.0,2.0,9.0,3.0,3.0,1.0,2.0,1.0,,,,2.0,,,,,1.0
20493,Ishmael Miller,Forward,Tranmere Rovers,44,England,2010-11,15.0,0.0,,,3.0,6.0,,5.0,24.0,,,9.0,,,96.0,10.0,1.0,,8.0,19.0,,,,2.0,,,4.0,8.0,5.0,,6.0,0.0,25.0,,5.0,1.0,6.0,,,13.0,3.0,16.0,2.0,0.0,,24.0,16.0,,,,6.0,1.0,,46.0,,6.0,,0.0,2.0,1.0,,2.0,,2.0,1.0,,,2.0,,1.0,,,6.0,,,7.0,2.0,,,,,6.0,,1.0,7.0,1.0,1.0,2.0,,,,8.0,,,,1.0,1.0,1.0,,,,,,,,,,
38401,Carlos Vela,Forward,Los Angeles Football Club,11690,Mexico,2010-11,33.0,0.0,,,24.0,12.0,3.0,25.0,165.0,,,9.0,,,377.0,22.0,4.0,,20.0,135.0,,,,10.0,,1.0,6.0,26.0,40.0,,11.0,0.0,55.0,,43.0,9.0,12.0,,,119.0,2.0,46.0,2.0,0.0,,164.0,67.0,7.0,,,51.0,3.0,5.0,263.0,,25.0,,0.0,1.0,2.0,3.0,2.0,8.0,2.0,12.0,2.0,1.0,9.0,,8.0,3.0,1.0,9.0,4.0,4.0,7.0,25.0,1.0,2.0,,,9.0,,10.0,21.0,4.0,3.0,2.0,1.0,1.0,1.0,31.0,8.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,,2.0,,,,
26900,Peter Odemwingie,Forward,Rotherham United,72,Nigeria,2010-11,200.0,0.0,,,171.0,32.0,29.0,178.0,810.0,,,52.0,2.0,,2682.0,140.0,12.0,,123.0,597.0,,5.0,,51.0,1.0,9.0,51.0,165.0,158.0,,50.0,8.0,340.0,,166.0,63.0,32.0,,,518.0,39.0,288.0,17.0,0.0,,804.0,454.0,56.0,,,238.0,31.0,35.0,1397.0,4.0,126.0,,3.0,7.0,25.0,8.0,21.0,42.0,17.0,83.0,8.0,7.0,93.0,3.0,57.0,15.0,5.0,3.0,8.0,12.0,35.0,162.0,,10.0,3.0,,47.0,,63.0,127.0,41.0,26.0,14.0,2.0,2.0,15.0,248.0,10.0,5.0,47.0,14.0,3.0,16.0,7.0,5.0,,8.0,1.0,2.0,,3.0,2.0,
27440,Simon Cox,Forward,Southend United,81,Ireland,2010-11,47.0,0.0,,,42.0,19.0,8.0,49.0,230.0,1.0,,20.0,,,768.0,27.0,5.0,1.0,21.0,170.0,,2.0,,11.0,,4.0,18.0,33.0,52.0,,9.0,0.0,74.0,,84.0,19.0,19.0,,,132.0,13.0,54.0,6.0,0.0,,226.0,97.0,3.0,1.0,,46.0,12.0,11.0,346.0,5.0,52.0,,0.0,7.0,8.0,2.0,4.0,7.0,9.0,17.0,9.0,,13.0,,12.0,1.0,1.0,11.0,4.0,3.0,14.0,23.0,,0.0,3.0,,7.0,,13.0,18.0,10.0,5.0,6.0,3.0,,6.0,48.0,4.0,6.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,
14279,Marc-Antoine Fortuné,Forward,Southend United,81,France,2010-11,114.0,0.0,,,54.0,25.0,14.0,56.0,269.0,,,57.0,,,1114.0,62.0,2.0,,35.0,205.0,,3.0,,8.0,2.0,5.0,24.0,84.0,51.0,,16.0,2.0,176.0,,76.0,30.0,25.0,,,171.0,22.0,119.0,27.0,0.0,,269.0,171.0,9.0,,,53.0,16.0,8.0,476.0,1.0,44.0,,0.0,2.0,4.0,2.0,3.0,12.0,10.0,20.0,2.0,1.0,32.0,,13.0,2.0,0.0,11.0,,2.0,30.0,74.0,,2.0,1.0,,27.0,1.0,13.0,63.0,8.0,18.0,9.0,,,6.0,89.0,1.0,11.0,24.0,5.0,1.0,5.0,1.0,,,,2.0,,,,,
60689,Chris Wood,Forward,Nottingham Forest U21,19584,New Zealand,2010-11,,0.0,,,1.0,1.0,,1.0,3.0,,,,,,8.0,,,,,2.0,,,,1.0,,,,,,,,0.0,,,,,1.0,,,2.0,,,,0.0,,3.0,2.0,,,,1.0,,,4.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
20673,Roman Bednár,Forward,West Bromwich Albion,35,Czech Republic,2010-11,7.0,0.0,,,9.0,4.0,1.0,9.0,32.0,,,3.0,,,128.0,1.0,1.0,,,22.0,,,,1.0,,,4.0,5.0,5.0,,,0.0,8.0,,6.0,2.0,4.0,,,17.0,3.0,5.0,1.0,0.0,,32.0,15.0,,,,6.0,1.0,1.0,39.0,,6.0,,0.0,,2.0,,,,,,1.0,,4.0,,,,,3.0,,,2.0,2.0,,,,,1.0,,,3.0,,,,,,1.0,15.0,,1.0,3.0,,,,,,,,,,,,,
