playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesFromPenalty,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,awayGoals,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,homeGoals,oboxTarget,rightFootGoals,headedGoals,iboxBlocked,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,lastPlayerTackle,penaltiesTaken,foulWonPenalty,penaltyGoals
60232,Craig Dawson,Defender,West Brom,35,England,2014-15,0.0,0.0,6.0,113.0,6.0,0.5204,3.0,,52.0,13.0,138.0,29.0,,1.0,29.0,268.0,25.0,1010.0,1.0,,,170.0,11.0,6.0,2591.0,62.0,188.0,7.0,45.0,80.0,663.0,35.0,59.0,3.0,43.2554,5.0,21.0,185.0,38.0,51.0,144.0,23.0,1.0,301.0,22.0,497.0,112.0,29.0,13.0,5.0,278.0,31.0,25.0,12.0,131.0,108.0,992.0,9.0,4.0,378.0,39.0,7.0,28.0,305.0,24.0,53.0,,79.0,64.0,1642.0,91.0,1.0,,101.0,470.0,12.0,,1.8239,130.0,61.0,,,,,,,,,,,,,,,,,,4.0,0.5993,2.0,2.0,0.0,,2.0,2.0,,3.0,2.0,,,2.0,3.0,,,,,,,2.0,,,1.0,,,
28468,Craig Gardner,Midfielder,West Brom,35,England,2014-15,0.0,0.0,10.0,184.0,7.0,2.1777,14.0,3.0,94.0,42.0,187.0,35.0,4.0,42.0,30.0,268.0,31.0,1072.0,5.0,14.0,5.0,96.0,8.0,15.0,2684.0,47.0,194.0,6.0,78.0,145.0,754.0,47.0,1.0,5.0,42.3447,31.0,15.0,57.0,36.0,137.0,254.0,38.0,1.0,378.0,53.0,355.0,157.0,35.0,27.0,4.0,463.0,30.0,49.0,36.0,282.0,49.0,1056.0,24.0,21.0,393.0,67.0,14.0,9.0,267.0,57.0,57.0,,50.0,196.0,1638.0,8.0,11.0,14.0,48.0,356.0,30.0,7.0,3.6729,81.0,59.0,,,,,,,,,,,,,,,,,,18.0,3.9305,4.0,3.0,1.0,10.0,5.0,5.0,2.0,,2.0,10.0,3.0,,,15.0,5.0,10.0,,8.0,8.0,2.0,,0.5478,,,,
77760,Cristian Gamboa,Defender,West Brom,35,Costa Rica,2014-15,0.0,0.0,1.0,17.0,3.0,0.2698,1.0,1.0,8.0,,12.0,10.0,1.0,2.0,1.0,20.0,8.0,132.0,,1.0,9.0,9.0,,3.0,236.0,3.0,24.0,,3.0,18.0,105.0,,3.0,,3.4918,2.0,5.0,12.0,3.0,14.0,15.0,5.0,0.0,41.0,1.0,51.0,21.0,10.0,3.0,3.0,58.0,3.0,8.0,7.0,32.0,6.0,130.0,,4.0,46.0,5.0,5.0,1.0,51.0,1.0,6.0,,7.0,15.0,223.0,21.0,,1.0,6.0,57.0,,,0.048,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,West Brom,35,Scotland,2014-15,0.0,0.0,3.0,73.0,2.0,0.8221,5.0,3.0,34.0,5.0,103.0,26.0,,9.0,19.0,141.0,10.0,858.0,,3.0,7.0,27.0,9.0,4.0,1714.0,16.0,70.0,4.0,33.0,59.0,648.0,10.0,,2.0,24.7382,15.0,10.0,26.0,25.0,57.0,204.0,15.0,0.0,143.0,20.0,282.0,120.0,26.0,11.0,5.0,396.0,21.0,13.0,23.0,116.0,11.0,823.0,3.0,4.0,197.0,23.0,11.0,5.0,264.0,13.0,29.0,,69.0,108.0,1084.0,1.0,2.0,3.0,20.0,325.0,5.0,1.0,0.3921,38.0,27.0,,,,,,,,,,,,,,,,,,2.0,0.3292,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
19272,Gareth McAuley,Defender,West Brom,35,Northern Ireland,2014-15,1.0,1.0,2.0,49.0,1.0,0.1171,,1.0,31.0,8.0,83.0,24.0,,1.0,24.0,176.0,1.0,611.0,1.0,,,106.0,12.0,1.0,2072.0,31.0,125.0,3.0,9.0,50.0,367.0,21.0,,4.0,32.4211,3.0,38.0,144.0,28.0,18.0,87.0,18.0,0.0,174.0,8.0,316.0,88.0,24.0,12.0,,128.0,25.0,1.0,4.0,68.0,75.0,604.0,7.0,1.0,191.0,19.0,5.0,17.0,151.0,9.0,44.0,,68.0,57.0,914.0,1.0,,,75.0,308.0,4.0,,1.133,93.0,38.0,,,,,,,,,,,,,,,,,,1.0,0.4439,,1.0,1.0,,,,,,0.0,,,1.0,,,,,,,,1.0,,,,,,
10866,Georgios Samaras,Forward,West Brom,35,Greece,2014-15,0.0,0.0,0.0,13.0,1.0,0.3457,,,1.0,1.0,7.0,5.0,,2.0,,7.0,3.0,42.0,,,5.0,12.0,,1.0,67.0,9.0,8.0,,1.0,5.0,34.0,3.0,,,0.9361,,,1.0,,4.0,16.0,2.0,0.0,21.0,,7.0,2.0,5.0,,2.0,26.0,,3.0,3.0,9.0,3.0,42.0,,,16.0,1.0,2.0,,6.0,3.0,,,1.0,13.0,64.0,3.0,,,,10.0,1.0,,0.0183,,,,,,,,,,,,,,,,,,,,1.0,0.0149,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
20141,Graham Dorrans,Midfielder,West Brom,35,Scotland,2014-15,0.0,0.0,5.0,69.0,7.0,2.7222,5.0,2.0,23.0,15.0,110.0,21.0,3.0,24.0,19.0,133.0,29.0,763.0,1.0,4.0,2.0,26.0,5.0,10.0,1593.0,15.0,58.0,5.0,44.0,47.0,596.0,27.0,2.0,2.0,22.3212,22.0,7.0,10.0,24.0,54.0,117.0,16.0,0.0,127.0,28.0,228.0,96.0,21.0,7.0,2.0,412.0,19.0,55.0,18.0,101.0,11.0,746.0,9.0,9.0,227.0,16.0,8.0,2.0,261.0,21.0,25.0,,34.0,157.0,1018.0,5.0,9.0,4.0,11.0,228.0,10.0,,1.5631,23.0,26.0,,,,,,,,,,,,,,,,,,6.0,2.1312,7.0,1.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,,1.0,21.0,4.0,15.0,,,,,,,,1.0,,
112507,Jack Rose,Goalkeeper,West Brom,35,England,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18008,James Morrison,Midfielder,West Brom,35,Scotland,2014-15,0.0,0.0,3.0,165.0,9.0,3.0939,7.0,4.0,70.0,23.0,169.0,33.0,1.0,28.0,29.0,233.0,33.0,1418.0,2.0,5.0,4.0,49.0,8.0,21.0,2558.0,27.0,145.0,6.0,58.0,123.0,1094.0,20.0,,4.0,38.0484,39.0,13.0,32.0,35.0,138.0,366.0,26.0,2.0,310.0,38.0,418.0,212.0,33.0,23.0,11.0,687.0,29.0,51.0,60.0,261.0,22.0,1391.0,11.0,15.0,384.0,47.0,29.0,5.0,403.0,30.0,55.0,,91.0,231.0,1909.0,7.0,11.0,5.0,46.0,519.0,17.0,1.0,1.3965,64.0,49.0,,,,,,1.0,,,,,,,,,,,,12.0,3.6299,9.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,0.0,7.0,,2.0,2.0,35.0,9.0,17.0,,,,,1.0,,,,,
80480,Jason Davidson,Midfielder,West Brom,35,Australia,2014-15,0.0,0.0,0.0,6.0,,0.0173,,,3.0,,7.0,2.0,,,1.0,8.0,3.0,40.0,,,1.0,,,,102.0,,5.0,1.0,,5.0,30.0,,3.0,,2.1118,1.0,1.0,,3.0,6.0,14.0,2.0,0.0,11.0,,16.0,4.0,2.0,2.0,,20.0,2.0,3.0,3.0,11.0,,39.0,,,18.0,1.0,,,1.0,1.0,3.0,,2.0,9.0,64.0,4.0,1.0,,1.0,12.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,West Brom,35,England,2014-15,0.0,0.0,3.0,98.0,1.0,0.6953,3.0,4.0,56.0,11.0,107.0,34.0,2.0,1.0,34.0,242.0,1.0,1059.0,1.0,,,119.0,15.0,1.0,3060.0,46.0,155.0,4.0,32.0,82.0,750.0,26.0,8.0,5.0,51.28,,42.0,202.0,44.0,52.0,287.0,24.0,0.0,253.0,19.0,523.0,171.0,34.0,11.0,2.0,252.0,40.0,1.0,19.0,134.0,73.0,1029.0,8.0,5.0,289.0,45.0,11.0,37.0,158.0,25.0,73.0,3.0,67.0,91.0,1603.0,28.0,,,109.0,566.0,9.0,2.0,3.1419,135.0,67.0,,,,,,3.0,,,,,,,,,,,,3.0,0.5509,1.0,1.0,1.0,,2.0,2.0,,3.0,0.0,,,1.0,3.0,,,,,,,,,,,,,
39253,Jonas Olsson,Defender,West Brom,35,Sweden,2014-15,0.0,0.0,2.0,23.0,,0.3897,,,7.0,3.0,26.0,13.0,,,9.0,66.0,,330.0,1.0,,4.0,31.0,3.0,,823.0,13.0,29.0,5.0,2.0,11.0,234.0,9.0,,,20.0959,2.0,12.0,35.0,18.0,10.0,100.0,4.0,1.0,52.0,1.0,191.0,29.0,13.0,2.0,,122.0,13.0,,1.0,21.0,18.0,318.0,2.0,,69.0,5.0,1.0,10.0,32.0,6.0,14.0,,30.0,7.0,415.0,,1.0,,31.0,142.0,,1.0,0.2744,40.0,12.0,,,,,,,,,,,,,,,,,,1.0,0.4924,,1.0,1.0,,,,,,0.0,,,,,,,,1.0,,,,,,1.0,,,
153475,Liam O'Neil,Midfielder,West Brom,35,England,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91972,Saido Berahino,Forward,West Brom,35,Burundi,2014-15,0.0,0.0,2.0,210.0,5.0,2.3799,17.0,8.0,31.0,69.0,118.0,38.0,1.0,71.0,32.0,130.0,28.0,774.0,20.0,6.0,6.0,66.0,5.0,5.0,2929.0,47.0,113.0,8.0,48.0,94.0,628.0,114.0,,4.0,50.3431,27.0,1.0,7.0,46.0,163.0,197.0,38.0,3.0,323.0,30.0,162.0,100.0,38.0,5.0,25.0,468.0,38.0,28.0,119.0,257.0,19.0,730.0,32.0,17.0,377.0,26.0,26.0,2.0,178.0,32.0,9.0,,16.0,237.0,1273.0,2.0,12.0,6.0,7.0,181.0,10.0,3.0,12.6572,12.0,19.0,,,,,,1.0,,,,,,,,,,,,37.0,14.679,3.0,14.0,3.0,15.0,8.0,8.0,7.0,11.0,11.0,15.0,11.0,2.0,11.0,1.0,,,1.0,4.0,4.0,3.0,,0.4029,,4.0,2.0,4.0
34392,Stéphane Sessegnon,Midfielder,West Brom,35,Benin,2014-15,0.0,0.0,5.0,156.0,2.0,2.0172,11.0,17.0,21.0,18.0,97.0,28.0,3.0,48.0,20.0,105.0,22.0,684.0,3.0,4.0,8.0,44.0,2.0,2.0,1761.0,30.0,121.0,1.0,28.0,107.0,562.0,64.0,,3.0,31.7911,28.0,,9.0,29.0,126.0,184.0,53.0,0.0,277.0,11.0,138.0,118.0,28.0,7.0,36.0,393.0,28.0,23.0,97.0,233.0,14.0,675.0,8.0,17.0,280.0,14.0,33.0,1.0,167.0,15.0,5.0,,17.0,195.0,1043.0,4.0,11.0,4.0,4.0,188.0,6.0,1.0,1.9567,8.0,17.0,,,,,,,,,,,,,,,,,,10.0,2.7354,7.0,1.0,0.0,5.0,4.0,4.0,2.0,7.0,1.0,5.0,1.0,,7.0,1.0,,1.0,,,,1.0,,,,,,
42583,Sébastien Pocognoli,Defender,West Brom,35,Belgium,2014-15,0.0,0.0,1.0,70.0,8.0,0.5718,1.0,4.0,30.0,6.0,69.0,15.0,,3.0,15.0,121.0,42.0,420.0,1.0,1.0,,59.0,3.0,11.0,1214.0,28.0,76.0,4.0,22.0,45.0,282.0,12.0,33.0,3.0,16.9705,9.0,7.0,60.0,18.0,42.0,121.0,10.0,0.0,146.0,11.0,197.0,41.0,15.0,5.0,4.0,164.0,14.0,54.0,16.0,87.0,31.0,412.0,4.0,15.0,243.0,25.0,6.0,8.0,13.0,24.0,23.0,,17.0,89.0,824.0,98.0,8.0,1.0,42.0,146.0,8.0,,0.1773,52.0,24.0,,,,,,1.0,,,,,,,,,,,,2.0,0.3544,,,,1.0,1.0,1.0,,,,1.0,,,,13.0,1.0,12.0,,,,,1.0,,,,,
173821,Tyler Roberts,Forward,West Brom,35,Wales,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,West Brom,35,Nigeria,2014-15,0.0,0.0,0.0,124.0,,0.9212,10.0,1.0,2.0,15.0,103.0,21.0,1.0,37.0,11.0,105.0,12.0,310.0,6.0,2.0,10.0,114.0,1.0,,1034.0,65.0,84.0,2.0,12.0,35.0,204.0,72.0,,1.0,15.3138,17.0,,13.0,14.0,59.0,72.0,28.0,0.0,208.0,10.0,75.0,21.0,21.0,1.0,3.0,159.0,12.0,12.0,42.0,94.0,49.0,299.0,7.0,11.0,191.0,1.0,6.0,,71.0,18.0,1.0,,1.0,92.0,491.0,,6.0,2.0,1.0,46.0,4.0,,2.1805,2.0,7.0,,,,,,,,,,,,,,,,,,8.0,2.1161,1.0,3.0,1.0,,5.0,5.0,11.0,8.0,2.0,,,3.0,8.0,,,,,,,,,,,,3.0,
39895,Youssouf Mulumbu,Midfielder,West Brom,35,DR Congo,2014-15,1.0,1.0,1.0,75.0,1.0,0.3901,4.0,1.0,41.0,8.0,73.0,17.0,,18.0,10.0,98.0,7.0,578.0,,3.0,7.0,24.0,2.0,1.0,902.0,11.0,87.0,3.0,32.0,74.0,461.0,10.0,,1.0,14.2043,5.0,3.0,8.0,15.0,64.0,150.0,23.0,0.0,162.0,18.0,185.0,101.0,17.0,10.0,4.0,259.0,12.0,7.0,26.0,138.0,13.0,571.0,6.0,3.0,148.0,31.0,12.0,2.0,174.0,25.0,26.0,,19.0,69.0,780.0,1.0,5.0,3.0,17.0,222.0,11.0,3.0,0.5021,25.0,21.0,,,,,,,,,,,,,,,,,,2.0,0.0779,4.0,,,,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,
