playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,penaltiesSaved,savesFromPenalty,keyPassesAttemptAssists,successfulCrossesOpenPlay,blockedShots,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,goals,offsides,iboxTarget,shotsOnTargetInBox,rightFootGoals,unsuccessfulDribbles,leftFootGoals,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,headedGoals,oboxBlocked,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,shotsBlockedOutsideBox,hitWoodwork,penaltiesTaken,setPiecesGoals,secondGoalAssists,foulWonPenalty,redCards2ndYellow,penaltyGoals
108156,Björn Engels,Defender,Antwerp,Belgium,2019-20,39.0,0.2974,0.0,,11.0,,53.0,17.0,15.0,101.0,645.0,0.0,,83.0,2.0,,1447.0,72.0,5.0,2.0,16.0,495.0,,3.0,22.6567,,3.0,86.0,32.0,12.0,145.0,,5.0,0.0,111.0,1.0,,232.0,53.0,17.0,,5.0,146.0,27.0,28.0,56.0,0.0,,623.0,,113.0,6.0,,,239.0,5.0,49.0,834.0,1.0,11.0,399.0,3.0,,1.0,48.0,36.0,2.0,,,3.0,1.0,,8.0,,1.0,1.0,27.0,3.0,15.0,,,1.0,1.0,2.0,,7.0,1.0,17.0,28.0,29.0,2.0,1.0836,1.0,0.2811,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
203368,Frédéric Guilbert,Defender,Lecce,France,2019-20,173.0,0.9197,0.0,,74.0,,152.0,25.0,22.0,233.0,749.0,0.0,,115.0,2.0,,2041.0,162.0,4.0,,116.0,476.0,,3.0,28.9607,,4.0,61.0,36.0,104.0,43.0,,21.0,0.0,335.0,0.0,,366.0,104.0,25.0,,31.0,270.0,32.0,220.0,46.0,0.0,,733.0,18.0,439.0,43.0,,,195.0,36.0,40.0,1462.0,3.0,35.0,261.0,25.0,,7.0,81.0,72.0,3.0,,,12.0,15.0,2.0,6.0,2.0,76.0,15.0,69.0,59.0,10.0,52.0,1.0,24.0,76.0,39.0,1.0,3.0,23.0,10.0,49.0,145.0,148.0,0.3458,3.0,0.3264,2.0,,2.0,1.0,1.0,,25.0,,,2.0,,,1.0,,,,,,1.0,2.0,1.0,2.0,1.0,,,,,,,
37339,Ahmed El Mohamady,Defender,Aston Villa,Egypt,2019-20,51.0,2.1401,0.0,,19.0,,74.0,18.0,11.0,101.0,499.0,1.0,,51.0,2.0,,1026.0,60.0,6.0,,30.0,365.0,,3.0,21.3738,,5.0,22.0,28.0,30.0,38.0,,5.0,0.0,111.0,0.0,,191.0,73.0,18.0,,10.0,239.0,22.0,60.0,30.0,0.0,,493.0,5.0,179.0,9.0,,,188.0,13.0,33.0,776.0,2.0,9.0,178.0,9.0,,1.0,27.0,30.0,7.0,,,21.0,19.0,1.0,4.0,,39.0,19.0,21.0,19.0,15.0,18.0,1.0,6.0,39.0,6.0,1.0,3.0,7.0,5.0,12.0,82.0,80.0,0.2301,1.0,0.4759,1.0,1.0,2.0,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,
123354,Kortney Hause,Defender,Aston Villa,England,2019-20,77.0,0.2724,0.0,,21.0,,115.0,18.0,17.0,212.0,799.0,0.0,,135.0,2.0,,1544.0,138.0,5.0,,38.0,525.0,,2.0,25.9001,,13.0,94.0,34.0,42.0,218.0,,9.0,0.0,215.0,1.0,,387.0,109.0,18.0,,12.0,170.0,29.0,80.0,100.0,0.0,,785.0,3.0,243.0,9.0,,,135.0,24.0,62.0,1090.0,,40.0,417.0,5.0,,3.0,97.0,101.0,1.0,,,2.0,,2.0,18.0,,,,35.0,19.0,27.0,2.0,2.0,8.0,,11.0,2.0,15.0,9.0,19.0,20.0,59.0,20.0,2.5944,3.0,1.0251,,1.0,1.0,2.0,2.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,
61603,Danny Drinkwater,Midfielder,Reading,England,2019-20,36.0,0.0125,0.0,,7.0,,29.0,5.0,5.0,40.0,192.0,,,6.0,,,322.0,9.0,1.0,,9.0,142.0,,,3.0344,,1.0,5.0,11.0,30.0,46.0,,1.0,,45.0,,,60.0,36.0,5.0,,3.0,68.0,10.0,39.0,,0.0,,184.0,1.0,51.0,4.0,,,50.0,8.0,10.0,238.0,5.0,4.0,84.0,7.0,,1.0,11.0,10.0,,,,1.0,,,2.0,2.0,1.0,,6.0,11.0,2.0,,,5.0,1.0,,,2.0,1.0,,6.0,36.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,Aston Villa,Brazil,2019-20,161.0,1.5853,0.0,,47.0,,148.0,36.0,28.0,210.0,1207.0,1.0,,66.0,6.0,,2608.0,148.0,9.0,1.0,118.0,905.0,,4.0,40.3385,,3.0,47.0,51.0,125.0,333.0,,36.0,0.0,309.0,2.0,,327.0,205.0,36.0,,22.0,513.0,42.0,243.0,30.0,0.0,,1150.0,12.0,305.0,25.0,,,361.0,51.0,92.0,1659.0,4.0,20.0,490.0,28.0,,8.0,62.0,54.0,8.0,,,15.0,5.0,16.0,22.0,21.0,17.0,6.0,36.0,38.0,29.0,1.0,4.0,27.0,18.0,31.0,4.0,10.0,35.0,15.0,36.0,186.0,6.0,2.5684,12.0,2.8997,2.0,3.0,,5.0,5.0,2.0,10.0,1.0,1.0,2.0,0.2081,4.0,3.0,,3.0,3.0,1.0,,12.0,4.0,3.0,4.0,12.0,,,,,,,
122806,John McGinn,Midfielder,Aston Villa,Scotland,2019-20,176.0,2.4008,0.0,,53.0,,104.0,28.0,27.0,133.0,715.0,2.0,,50.0,4.0,,2316.0,191.0,8.0,,172.0,500.0,,3.0,31.5643,,4.0,15.0,41.0,145.0,140.0,,66.0,0.0,367.0,1.0,,195.0,151.0,28.0,,18.0,390.0,33.0,317.0,19.0,0.0,,664.0,16.0,314.0,35.0,,,280.0,37.0,82.0,1266.0,6.0,5.0,206.0,24.0,,3.0,29.0,21.0,1.0,,,34.0,7.0,12.0,43.0,9.0,29.0,14.0,31.0,47.0,65.0,,2.0,25.0,52.0,68.0,2.0,23.0,53.0,1.0,24.0,100.0,4.0,3.6595,20.0,3.6262,3.0,3.0,,7.0,7.0,,19.0,3.0,,2.0,0.0823,3.0,24.0,5.0,1.0,1.0,16.0,,10.0,10.0,1.0,10.0,10.0,2.0,,,,,,
40564,Henri Lansbury,Midfielder,Luton Town,England,2019-20,15.0,0.1643,0.0,,6.0,,16.0,10.0,2.0,18.0,82.0,0.0,,8.0,,,191.0,9.0,,,7.0,57.0,,1.0,4.9242,,,2.0,6.0,9.0,21.0,,1.0,0.0,24.0,0.0,,28.0,10.0,10.0,,4.0,31.0,6.0,16.0,2.0,0.0,,78.0,,26.0,2.0,,,18.0,4.0,7.0,111.0,2.0,1.0,33.0,2.0,,0.0,2.0,3.0,8.0,,,2.0,,,2.0,2.0,1.0,,6.0,4.0,4.0,,,4.0,1.0,,,2.0,,,,15.0,,0.0787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Everton,England,2019-20,182.0,6.4795,0.0,,29.0,,175.0,36.0,36.0,206.0,1370.0,5.0,,49.0,7.0,,3234.0,289.0,10.0,,267.0,1082.0,,5.0,48.449,,,10.0,63.0,155.0,514.0,,167.0,1.0,471.0,3.0,,389.0,188.0,36.0,,10.0,820.0,53.0,422.0,22.0,0.0,,1273.0,37.0,519.0,19.0,,,168.0,34.0,82.0,2224.0,1.0,11.0,372.0,18.0,,8.0,31.0,40.0,,,,85.0,9.0,18.0,55.0,17.0,43.0,28.0,27.0,64.0,138.0,2.0,9.0,22.0,113.0,103.0,9.0,32.0,73.0,12.0,22.0,299.0,27.0,6.8298,23.0,6.7278,5.0,8.0,4.0,8.0,8.0,5.0,44.0,3.0,,1.0,0.0644,2.0,77.0,16.0,1.0,1.0,46.0,,9.0,7.0,1.0,7.0,9.0,2.0,1.0,,,,,
85242,Conor Hourihane,Midfielder,Barnsley,Ireland,2019-20,48.0,4.3126,0.0,,16.0,,80.0,27.0,18.0,106.0,610.0,1.0,,22.0,1.0,,1538.0,53.0,4.0,,40.0,484.0,,2.0,20.7354,,3.0,26.0,29.0,39.0,149.0,,21.0,2.0,101.0,2.0,,190.0,72.0,27.0,,6.0,354.0,25.0,79.0,13.0,0.0,,533.0,21.0,214.0,10.0,,,165.0,14.0,20.0,908.0,14.0,10.0,178.0,5.0,,4.0,26.0,20.0,9.0,,,33.0,4.0,13.0,16.0,7.0,33.0,28.0,9.0,32.0,28.0,1.0,6.0,15.0,84.0,11.0,6.0,6.0,4.0,4.0,9.0,106.0,14.0,1.7265,10.0,2.5092,5.0,3.0,4.0,2.0,2.0,,3.0,3.0,,,0.4245,1.0,55.0,16.0,6.0,6.0,25.0,,7.0,5.0,,5.0,7.0,1.0,,1.0,1.0,1.0,,
148508,Trézéguet,Midfielder,Trabzonspor,Egypt,2019-20,166.0,1.2169,1.0,,38.0,,77.0,34.0,20.0,91.0,364.0,2.0,,73.0,1.0,,1950.0,128.0,6.0,,99.0,264.0,,3.0,25.6927,,1.0,14.0,28.0,122.0,72.0,,32.0,2.0,294.0,4.0,,96.0,79.0,34.0,,22.0,217.0,22.0,221.0,29.0,0.0,,358.0,18.0,291.0,16.0,,,96.0,35.0,9.0,847.0,14.0,6.0,67.0,17.0,,2.0,14.0,19.0,14.0,,,20.0,7.0,22.0,28.0,6.0,51.0,11.0,44.0,38.0,79.0,1.0,15.0,21.0,56.0,54.0,15.0,11.0,30.0,2.0,25.0,100.0,7.0,4.7413,17.0,4.1946,1.0,6.0,6.0,7.0,7.0,5.0,34.0,1.0,,2.0,0.2242,,11.0,4.0,4.0,4.0,4.0,,7.0,4.0,1.0,4.0,7.0,2.0,,,,1.0,1.0,
184704,Marvelous Nakamba,Midfielder,Luton Town,Zimbabwe,2019-20,109.0,0.4948,0.0,,55.0,,91.0,29.0,19.0,124.0,783.0,0.0,,52.0,,,1835.0,115.0,4.0,,92.0,635.0,,2.0,28.4355,,2.0,32.0,37.0,80.0,205.0,,24.0,0.0,224.0,0.0,,216.0,155.0,29.0,,27.0,300.0,33.0,172.0,23.0,0.0,,764.0,,173.0,28.0,,,261.0,26.0,24.0,1108.0,9.0,23.0,359.0,19.0,,5.0,33.0,51.0,10.0,,,12.0,,,7.0,4.0,4.0,,29.0,49.0,2.0,1.0,,39.0,4.0,15.0,,6.0,14.0,11.0,39.0,101.0,4.0,0.1737,1.0,0.2288,,,,,,,5.0,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,
193488,Anwar El Ghazi,Forward,Cardiff City,Netherlands,2019-20,151.0,1.9349,0.0,,20.0,,113.0,34.0,26.0,132.0,479.0,0.0,,88.0,2.0,,2061.0,97.0,8.0,,66.0,332.0,,4.0,36.475,,2.0,12.0,48.0,94.0,106.0,,17.0,0.0,248.0,4.0,,114.0,75.0,34.0,,9.0,282.0,40.0,160.0,31.0,0.0,,470.0,19.0,335.0,11.0,,,113.0,20.0,15.0,917.0,17.0,9.0,91.0,8.0,,3.0,19.0,32.0,8.0,,,26.0,18.0,11.0,41.0,23.0,75.0,26.0,57.0,44.0,68.0,,4.0,9.0,81.0,58.0,4.0,21.0,29.0,1.0,13.0,146.0,17.0,6.221,20.0,5.8051,4.0,4.0,12.0,7.0,7.0,4.0,23.0,,,2.0,0.3277,1.0,18.0,7.0,5.0,5.0,5.0,,7.0,9.0,6.0,9.0,7.0,2.0,1.0,,,,,1.0
89274,Jota,Midfielder,Aston Villa,Spain,2019-20,25.0,0.6085,0.0,,3.0,,15.0,10.0,4.0,20.0,93.0,0.0,,3.0,,,332.0,13.0,2.0,,12.0,67.0,,,6.3719,,1.0,5.0,5.0,23.0,8.0,,2.0,0.0,38.0,0.0,,36.0,26.0,10.0,,2.0,54.0,3.0,35.0,1.0,0.0,,91.0,1.0,48.0,1.0,,,29.0,6.0,6.0,157.0,4.0,4.0,19.0,3.0,,0.0,5.0,5.0,6.0,,,3.0,,4.0,2.0,1.0,1.0,,2.0,4.0,8.0,,2.0,1.0,2.0,14.0,2.0,1.0,7.0,,3.0,20.0,2.0,0.301,1.0,0.0299,1.0,,,,,,1.0,,,,,2.0,1.0,,,,1.0,,2.0,1.0,,1.0,2.0,,,,,,,
213345,Wesley,Forward,Stoke City,Brazil,2019-20,164.0,0.69,0.0,,15.0,,100.0,21.0,21.0,104.0,367.0,4.0,,162.0,4.0,,1790.0,109.0,4.0,,40.0,251.0,,3.0,27.1417,,,23.0,31.0,71.0,123.0,,14.0,2.0,273.0,1.0,,75.0,26.0,21.0,,7.0,210.0,27.0,111.0,69.0,0.0,,366.0,9.0,202.0,8.0,,,77.0,43.0,12.0,620.0,8.0,1.0,53.0,10.0,,3.0,4.0,11.0,,,,10.0,,8.0,28.0,23.0,7.0,,93.0,19.0,86.0,1.0,8.0,8.0,7.0,30.0,8.0,10.0,11.0,2.0,4.0,92.0,2.0,6.9751,18.0,6.6593,1.0,5.0,14.0,10.0,10.0,5.0,12.0,,,2.0,,,,,,,,,,3.0,7.0,3.0,,1.0,1.0,,,,,
217487,Mbwana Samatta,Forward,PAOK Salonika,Tanzania,2019-20,105.0,0.1764,0.0,,6.0,,54.0,14.0,11.0,55.0,172.0,1.0,,114.0,,,946.0,73.0,4.0,,31.0,112.0,,2.0,11.9481,,,6.0,18.0,33.0,53.0,,18.0,0.0,178.0,0.0,,40.0,24.0,14.0,,2.0,104.0,14.0,64.0,42.0,0.0,,171.0,5.0,101.0,4.0,,,31.0,9.0,5.0,306.0,6.0,,14.0,5.0,,1.0,1.0,9.0,3.0,,,10.0,1.0,5.0,12.0,7.0,2.0,1.0,72.0,13.0,34.0,,5.0,7.0,2.0,18.0,5.0,9.0,9.0,,1.0,48.0,1.0,2.2975,3.0,0.4851,,1.0,8.0,2.0,2.0,,6.0,,,1.0,,,,,,,,1.0,,,3.0,,,,,,,,,
223349,Indiana Vassilev,Midfielder,Aston Villa PL2,United States,2019-20,2.0,0.0122,0.0,,,,4.0,4.0,,4.0,11.0,0.0,,,,,47.0,2.0,,,2.0,7.0,,,1.2441,,,,1.0,2.0,5.0,,1.0,0.0,4.0,0.0,,2.0,1.0,4.0,,,7.0,1.0,4.0,,0.0,,11.0,,7.0,,,,2.0,,,19.0,,,,,,0.0,,1.0,4.0,,,,,,1.0,,,,,1.0,3.0,,,,,2.0,,1.0,1.0,,,2.0,1.0,0.0329,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221239,Keinan Davis,Forward,Aston Villa,England,2019-20,78.0,0.1453,0.0,,1.0,,36.0,18.0,4.0,36.0,136.0,0.0,,73.0,,,538.0,53.0,1.0,,26.0,98.0,,,3.6599,,,3.0,7.0,32.0,27.0,,11.0,0.0,131.0,0.0,,20.0,15.0,18.0,,,73.0,6.0,58.0,27.0,0.0,,134.0,6.0,82.0,1.0,,,37.0,12.0,2.0,251.0,4.0,,27.0,3.0,,0.0,,4.0,14.0,,,5.0,,2.0,15.0,6.0,2.0,,46.0,7.0,30.0,,2.0,4.0,2.0,17.0,2.0,10.0,14.0,,,52.0,1.0,2.7324,5.0,0.8615,,,3.0,5.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,
