playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,expectedAssists,fiftyFifty,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,substituteOn,goals,iboxTarget,shotsOnTargetInBox,rightFootGoals,headedGoals,hitWoodwork,successfulLayoffs,ownGoalScored,leftFootGoals,lastPlayerTackle,throughBalls,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,foulWonPenalty,penaltiesTaken,penaltyGoals
123354,Kortney Hause,Defender,Aston Villa,7,England,2020-21,0.0,0.0,2.0,25.0,,0.0275,12.0,,4.0,,36.0,7.0,8.0,7.0,59.0,232.0,0.0,,,56.0,3.0,,630.0,17.0,46.0,,7.0,157.0,,,,6.9721,,1.0,53.0,6.0,8.0,49.0,,3.0,0.0,71.0,1.0,,99.0,33.0,7.0,,,42.0,6.0,15.0,39.0,,223.0,60.0,2.0,,,69.0,5.0,8.0,16.0,320.0,8.0,131.0,,,23.0,28.0,,,1.0,,0.9414,5.0,,,,,,,,5.0,9.0,,,2.0,,2.0,,,,,,4.0,1.0,,2.0,,15.0,,,,1.0,1.0443,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,Aston Villa,7,Brazil,2020-21,0.0,1.0,8.0,164.0,,1.4439,94.0,,49.0,,145.0,33.0,43.0,32.0,203.0,1415.0,0.0,,,85.0,9.0,,2789.0,42.0,162.0,8.0,119.0,1104.0,,,5.0,42.9842,17.0,6.0,41.0,41.0,122.0,412.0,,48.0,0.0,326.0,0.0,,376.0,208.0,33.0,,,634.0,33.0,241.0,43.0,,1334.0,282.0,18.0,,,442.0,59.0,43.0,108.0,1835.0,16.0,582.0,,1.0,58.0,59.0,4.0,6.0,8.0,2.0,0.9763,20.0,2.0,15.0,,5.0,7.0,4.0,2.0,53.0,16.0,,1.0,35.0,7.0,31.0,9.0,1.0,19.0,27.0,1.0,12.0,5.0,23.0,17.0,,185.0,1.0,10.0,5.0,28.0,1.2456,1.0,,1.0,1.0,,,,16.0,,,,,,1.0,1.0,,,0.0848,1.0,1.0,,,
122806,John McGinn,Midfielder,Aston Villa,7,Scotland,2020-21,0.0,0.0,12.0,205.0,,2.3105,120.0,,61.0,,205.0,37.0,70.0,37.0,281.0,1367.0,1.0,,,70.0,14.0,,3330.0,48.0,211.0,8.0,189.0,964.0,,,5.0,49.3259,37.0,5.0,23.0,46.0,157.0,298.0,,77.0,1.0,416.0,2.0,,496.0,234.0,37.0,,,714.0,38.0,346.0,22.0,,1311.0,472.0,37.0,,,391.0,43.0,43.0,122.0,1970.0,8.0,383.0,,3.0,76.0,64.0,7.0,11.0,11.0,8.0,1.4483,34.0,5.0,33.0,1.0,7.0,6.0,11.0,,54.0,54.0,,4.0,32.0,6.0,24.0,25.0,,41.0,60.0,4.0,23.0,16.0,52.0,6.0,,182.0,5.0,,7.0,30.0,2.5087,,3.0,2.0,2.0,,,1.0,24.0,,3.0,,6.0,3.0,,,7.0,,,13.0,5.0,1.0,,
114283,Jack Grealish,Midfielder,Everton,11,England,2020-21,0.0,0.0,6.0,150.0,,6.5217,100.0,,31.0,,145.0,26.0,55.0,24.0,166.0,996.0,3.0,,,54.0,11.0,,2184.0,28.0,231.0,6.0,205.0,800.0,,,2.0,32.4041,71.0,,4.0,28.0,122.0,346.0,,110.0,1.0,381.0,3.0,,315.0,125.0,26.0,,,675.0,22.0,327.0,26.0,,940.0,372.0,14.0,,,127.0,40.0,12.0,30.0,1582.0,6.0,172.0,,1.0,21.0,23.0,7.0,21.0,19.0,9.0,5.897,29.0,10.0,29.0,7.0,5.0,2.0,17.0,,53.0,168.0,4.0,16.0,17.0,2.0,17.0,36.0,,59.0,75.0,16.0,10.0,32.0,65.0,3.0,,208.0,25.0,2.0,5.0,22.0,4.6539,2.0,6.0,11.0,11.0,6.0,,1.0,14.0,,,,2.0,7.0,2.0,2.0,23.0,1.0,0.1104,43.0,,2.0,,
148508,Trézéguet,Midfielder,Trabzonspor,383,Egypt,2020-21,0.0,0.0,0.0,141.0,,1.0921,54.0,,33.0,,61.0,21.0,25.0,12.0,70.0,288.0,0.0,,,73.0,1.0,,1166.0,45.0,97.0,3.0,69.0,205.0,,,1.0,15.5719,12.0,3.0,13.0,14.0,96.0,62.0,,19.0,1.0,238.0,2.0,,68.0,65.0,21.0,,,167.0,11.0,165.0,28.0,,288.0,154.0,18.0,,,83.0,39.0,19.0,13.0,560.0,4.0,55.0,,2.0,9.0,17.0,4.0,9.0,12.0,5.0,3.3337,26.0,1.0,21.0,4.0,1.0,3.0,4.0,,23.0,69.0,,8.0,12.0,3.0,15.0,14.0,,22.0,27.0,8.0,14.0,13.0,17.0,1.0,,75.0,1.0,10.0,1.0,17.0,4.0141,9.0,2.0,7.0,7.0,1.0,,1.0,3.0,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,
184704,Marvelous Nakamba,Midfielder,Luton Town,102,Zimbabwe,2020-21,0.0,0.0,3.0,23.0,,0.0773,21.0,,22.0,,32.0,13.0,16.0,9.0,45.0,285.0,0.0,,,14.0,4.0,,751.0,8.0,42.0,,36.0,232.0,,,,8.6369,2.0,,8.0,6.0,15.0,80.0,,10.0,0.0,65.0,0.0,,81.0,58.0,13.0,,,94.0,6.0,51.0,6.0,,280.0,57.0,14.0,,,78.0,8.0,17.0,8.0,390.0,8.0,146.0,,,13.0,18.0,,,1.0,1.0,0.0932,2.0,,1.0,,,1.0,,,17.0,1.0,,,11.0,1.0,8.0,,,1.0,2.0,,1.0,,4.0,5.0,,46.0,,4.0,,5.0,0.0476,4.0,,,,,,,1.0,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Aston Villa U21,15986,England,2020-21,0.0,0.0,0.0,95.0,,0.0323,40.0,,6.0,,108.0,26.0,16.0,18.0,114.0,753.0,2.0,,,46.0,2.0,,1576.0,23.0,78.0,7.0,55.0,602.0,,,3.0,0.1933,39.0,,6.0,24.0,72.0,229.0,,19.0,0.0,173.0,1.0,,169.0,76.0,26.0,,,446.0,17.0,127.0,23.0,,702.0,250.0,2.0,,,172.0,14.0,5.0,37.0,1060.0,,212.0,,1.0,6.0,25.0,1.0,13.0,12.0,4.0,0.1325,26.0,1.0,9.0,6.0,,1.0,19.0,,19.0,57.0,1.0,,8.0,1.0,4.0,14.0,,42.0,47.0,,14.0,9.0,30.0,1.0,,183.0,5.0,12.0,,2.0,0.0216,8.0,3.0,,,1.0,1.0,2.0,24.0,,1.0,,,18.0,,2.0,23.0,1.0,,56.0,1.0,1.0,,
193488,Anwar El Ghazi,Forward,Cardiff City,97,Netherlands,2020-21,0.0,0.0,2.0,141.0,,2.1063,52.0,,16.0,,116.0,28.0,25.0,17.0,129.0,523.0,7.0,,,78.0,3.0,,1612.0,50.0,98.0,3.0,70.0,382.0,,,5.0,23.0304,26.0,,10.0,22.0,91.0,151.0,,28.0,5.0,239.0,3.0,,135.0,67.0,28.0,,,320.0,19.0,161.0,28.0,,518.0,305.0,13.0,,,81.0,18.0,6.0,12.0,931.0,8.0,97.0,,,13.0,22.0,11.0,15.0,30.0,3.0,8.4987,49.0,,49.0,5.0,10.0,12.0,23.0,,43.0,71.0,1.0,5.0,11.0,12.0,3.0,23.0,,64.0,58.0,5.0,19.0,25.0,26.0,,,156.0,15.0,11.0,10.0,1.0,8.4503,11.0,10.0,8.0,8.0,9.0,,3.0,14.0,,1.0,,,9.0,6.0,6.0,12.0,,0.3718,21.0,3.0,,4.0,4.0
122775,Morgan Sanson,Midfielder,Nice,1395,France,2020-21,0.0,0.0,3.0,18.0,,0.4866,11.0,,7.0,,18.0,9.0,3.0,3.0,21.0,138.0,0.0,,,8.0,,,291.0,3.0,24.0,,19.0,111.0,,,,5.2539,1.0,1.0,1.0,4.0,15.0,37.0,,8.0,0.0,42.0,0.0,,40.0,19.0,9.0,,,83.0,4.0,34.0,5.0,,134.0,52.0,4.0,,,28.0,6.0,4.0,6.0,216.0,1.0,35.0,,,3.0,3.0,1.0,,,,,2.0,,11.0,2.0,,,1.0,,13.0,4.0,,,5.0,,3.0,3.0,,15.0,6.0,,2.0,3.0,4.0,,,33.0,,3.0,,3.0,0.0386,6.0,,,,,,,2.0,,,,,,,,4.0,,,6.0,,,,
232653,Jacob Ramsey,Midfielder,Aston Villa U21,15986,England,2020-21,0.0,0.0,0.0,49.0,,0.1776,23.0,,10.0,,29.0,22.0,12.0,6.0,31.0,221.0,0.0,,,16.0,,,617.0,9.0,35.0,2.0,28.0,179.0,,,1.0,11.0428,6.0,4.0,5.0,10.0,40.0,61.0,,11.0,0.0,84.0,0.0,,57.0,38.0,22.0,,,112.0,8.0,68.0,7.0,,219.0,71.0,5.0,,,50.0,13.0,4.0,11.0,342.0,1.0,80.0,,,2.0,8.0,2.0,5.0,1.0,3.0,0.1475,6.0,,6.0,2.0,1.0,1.0,2.0,,11.0,19.0,,4.0,7.0,1.0,5.0,5.0,,6.0,17.0,4.0,5.0,3.0,7.0,6.0,,53.0,,6.0,1.0,6.0,0.491,16.0,,,,,,,5.0,,,,,,,,,,,,,,,
481624,Jaden Philogene,Forward,Ipswich Town,40,England,2020-21,0.0,0.0,0.0,,,0.0008,,,,,2.0,1.0,,,2.0,4.0,0.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,0.0,,0.0,,2.0,1.0,1.0,,,1.0,,,,,4.0,2.0,,,,,,,,4.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
478912,Carney Chukwuemeka,Midfielder,Chelsea,8,England,2020-21,0.0,0.0,0.0,8.0,,0.0526,4.0,,2.0,,3.0,2.0,,,3.0,9.0,0.0,,,5.0,,,18.0,4.0,3.0,,2.0,5.0,,,,0.9699,,,,,4.0,3.0,,,0.0,11.0,0.0,,1.0,1.0,2.0,,,4.0,,6.0,1.0,,9.0,5.0,2.0,,,3.0,2.0,,1.0,14.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,0.037,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,Aston Villa,7,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213345,Wesley,Forward,Stoke City,110,Brazil,2020-21,0.0,0.0,0.0,3.0,,0.0068,2.0,,,,,3.0,2.0,,,4.0,0.0,,,2.0,,,15.0,2.0,1.0,,1.0,4.0,,,,0.6972,,,,1.0,1.0,1.0,,1.0,0.0,4.0,0.0,,,1.0,3.0,,,4.0,1.0,2.0,,,4.0,1.0,,,,2.0,,,,8.0,,,,,,,,,1.0,,0.0354,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0431,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
178301,Ollie Watkins,Forward,Aston Villa,7,England,2020-21,0.0,1.0,2.0,335.0,,3.8207,130.0,,29.0,,225.0,37.0,74.0,37.0,229.0,804.0,6.0,,,292.0,14.0,,3329.0,156.0,254.0,8.0,118.0,569.0,,,5.0,49.2156,40.0,,23.0,46.0,179.0,187.0,,49.0,3.0,589.0,8.0,,179.0,77.0,37.0,,,486.0,38.0,297.0,136.0,,793.0,486.0,17.0,,,216.0,47.0,7.0,6.0,1411.0,2.0,94.0,,,4.0,22.0,5.0,26.0,45.0,4.0,15.0639,71.0,5.0,17.0,31.0,5.0,3.0,5.0,,36.0,241.0,3.0,21.0,19.0,3.0,12.0,30.0,1.0,17.0,115.0,21.0,26.0,24.0,40.0,2.0,,222.0,12.0,,5.0,25.0,14.5529,,14.0,28.0,28.0,7.0,3.0,7.0,41.0,,4.0,,,,,,,,,1.0,13.0,,2.0,1.0
110504,Bertrand Traoré,Forward,Sunderland,56,Burkina Faso,2020-21,0.0,0.0,1.0,152.0,,3.26,64.0,,26.0,,132.0,36.0,33.0,29.0,156.0,700.0,2.0,,,65.0,3.0,,2333.0,33.0,150.0,3.0,118.0,502.0,,,3.0,30.6177,29.0,1.0,12.0,31.0,119.0,73.0,,40.0,1.0,302.0,5.0,,162.0,119.0,36.0,,,362.0,28.0,237.0,32.0,,680.0,393.0,10.0,,,293.0,31.0,15.0,42.0,1245.0,7.0,205.0,,4.0,24.0,50.0,6.0,21.0,23.0,14.0,7.5314,43.0,6.0,35.0,7.0,4.0,6.0,23.0,,38.0,113.0,1.0,17.0,22.0,6.0,16.0,45.0,,79.0,71.0,17.0,20.0,19.0,52.0,1.0,,172.0,2.0,24.0,4.0,15.0,6.5833,7.0,7.0,10.0,10.0,2.0,,2.0,19.0,,5.0,,2.0,10.0,2.0,2.0,24.0,,0.1619,42.0,7.0,1.0,,
221239,Keinan Davis,Forward,Aston Villa,7,England,2020-21,0.0,0.0,0.0,28.0,,0.3879,12.0,,2.0,,16.0,15.0,5.0,1.0,19.0,73.0,0.0,,,34.0,1.0,,266.0,16.0,34.0,,16.0,53.0,,,,1.5974,5.0,,2.0,1.0,12.0,10.0,,5.0,0.0,62.0,1.0,,16.0,10.0,15.0,,,39.0,1.0,28.0,18.0,,72.0,42.0,1.0,,,27.0,4.0,,1.0,135.0,1.0,16.0,,,3.0,2.0,1.0,3.0,2.0,3.0,0.923,6.0,1.0,3.0,,,,1.0,,6.0,32.0,,3.0,1.0,,1.0,3.0,,3.0,7.0,3.0,4.0,2.0,9.0,,,20.0,,,,,1.4698,14.0,1.0,1.0,1.0,,,1.0,5.0,,1.0,,,,,,,,,,,,,
