playerId,playerName,position,team,nationality,season,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,penaltiesFaced,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,aerialDuels,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,groundDuelsLost,totalFoulsWon,duels,drops,groundDuels,aerialDuelsWon,substituteOff,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,totalTouchesInOppositionBox,tacklesLost,lastPlayerTackle,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,throughBalls,goalAssists,goals,offsides,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,ownGoalScored,keyPassesAttemptAssists,homeGoals,leftFootGoals,unsuccessfulDribbles,timesTackled,cornersWon,successfulDribbles,unsuccessfulCornersIntoBox,clearancesOffTheLine,hitWoodwork,penaltiesConceded,headedGoals,handballsConceded,unsuccessfulLayoffs,redCards2ndYellow,rightFootGoals,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,foulWonPenalty,secondGoalAssists
45139,Eric Lichaj,Defender,Hull City,United States,2011-12,,3.0,3.0,42.0,16.0,0.0,,77.0,,0.0,128.0,44.0,10.0,,48.0,,10.0,128.0,9.0,15.0,68.0,272.0,,0.0,,267.0,,1.0,134.0,,2.0,,,44.0,9.0,822.0,518.0,22.0,77.0,195.0,,3.0,20.0,21.0,51.0,10.0,7.0,36.0,1.0,33.0,44.0,5.0,87.0,,77.0,3.0,,24.0,2.0,2.0,2.0,3.0,4.0,,2.0,,20.0,4.0,13.0,18.0,23.0,61.0,1.0,,2.0,2.0,,1.0,1.0,,0.0,,1.0,,35.0,,4.0,1.0,,10.0,19.0,3.0,4.0,,,,,,,,,1.0,,,,,
63426,Enda Stevens,Defender,Stoke City,Ireland,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110403,Derrick Williams,Defender,Reading,Ireland,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49493,Chris Herd,Midfielder,Gillingham,Australia,2011-12,,2.0,6.0,43.0,18.0,1.0,,116.0,,0.0,253.0,78.0,19.0,,147.0,,19.0,230.0,19.0,17.0,178.0,542.0,,1.0,,539.0,,,235.0,,4.0,,,112.0,27.0,1475.0,806.0,25.0,138.0,337.0,,2.0,31.0,30.0,78.0,48.0,21.0,98.0,1.0,71.0,57.0,17.0,176.0,,128.0,27.0,10.0,42.0,11.0,12.0,8.0,18.0,10.0,,8.0,6.0,32.0,11.0,23.0,36.0,61.0,10.0,4.0,3.0,5.0,2.0,2.0,,1.0,1.0,1.0,,4.0,,9.0,,6.0,0.0,,8.0,19.0,5.0,12.0,,,,1.0,,1.0,,,1.0,,,,,
114283,Jack Grealish,Midfielder,Everton,England,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester City,England,2011-12,,3.0,9.0,18.0,22.0,0.0,,84.0,,0.0,155.0,114.0,26.0,,86.0,,26.0,267.0,15.0,21.0,129.0,452.0,,0.0,,429.0,,11.0,342.0,,3.0,,,109.0,16.0,1489.0,897.0,32.0,93.0,307.0,,3.0,43.0,33.0,99.0,18.0,14.0,80.0,1.0,76.0,85.0,18.0,179.0,,161.0,4.0,6.0,41.0,14.0,15.0,99.0,30.0,13.0,,126.0,8.0,28.0,3.0,20.0,32.0,104.0,7.0,25.0,8.0,6.0,11.0,2.0,2.0,2.0,1.0,1.0,57.0,37.0,12.0,1.0,,21.0,1.0,,31.0,45.0,31.0,17.0,26.0,1.0,1.0,,,2.0,,,2.0,,,,,
41823,Fabian Delph,Midfielder,Everton,England,2011-12,,1.0,6.0,9.0,11.0,0.0,,95.0,,0.0,132.0,50.0,11.0,,55.0,,11.0,185.0,10.0,10.0,72.0,384.0,,0.0,,384.0,,1.0,113.0,,2.0,,,82.0,13.0,855.0,529.0,12.0,131.0,299.0,,3.0,17.0,11.0,47.0,17.0,11.0,59.0,1.0,53.0,36.0,18.0,106.0,,89.0,6.0,5.0,23.0,3.0,5.0,6.0,2.0,5.0,,7.0,3.0,18.0,2.0,6.0,15.0,75.0,1.0,1.0,4.0,,1.0,,,,,,4.0,4.0,3.0,,,8.0,,,9.0,19.0,2.0,12.0,1.0,,,1.0,,,,,,,,,,
15154,Jean Makoun,Midfielder,Aston Villa,Cameroon,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,Stiliyan Petrov,Midfielder,Aston Villa,Bulgaria,2011-12,,3.0,8.0,52.0,36.0,0.0,,311.0,,4.0,350.0,167.0,27.0,,153.0,,27.0,565.0,26.0,33.0,198.0,1165.0,,0.0,,1131.0,,1.0,290.0,,3.0,,,315.0,62.0,2328.0,1642.0,43.0,423.0,905.0,,7.0,45.0,43.0,107.0,30.0,14.0,129.0,3.0,113.0,93.0,39.0,236.0,,206.0,16.0,5.0,59.0,32.0,31.0,19.0,24.0,16.0,,44.0,19.0,43.0,15.0,31.0,97.0,189.0,3.0,4.0,12.0,13.0,2.0,8.0,2.0,4.0,,4.0,40.0,21.0,15.0,,,37.0,0.0,2.0,10.0,28.0,14.0,15.0,18.0,,1.0,,,,3.0,,2.0,6.0,,,,
77800,Gary Gardner,Midfielder,Cambridge United,England,2011-12,,1.0,1.0,10.0,15.0,0.0,,72.0,,0.0,92.0,27.0,14.0,,58.0,,14.0,102.0,5.0,14.0,75.0,257.0,,0.0,,255.0,,9.0,100.0,,,,,62.0,27.0,605.0,365.0,7.0,82.0,155.0,,1.0,17.0,13.0,40.0,14.0,7.0,25.0,1.0,18.0,33.0,5.0,65.0,,51.0,7.0,2.0,11.0,12.0,1.0,5.0,7.0,1.0,,6.0,8.0,10.0,7.0,12.0,12.0,31.0,3.0,2.0,4.0,4.0,1.0,,,,,,1.0,2.0,,,,1.0,,,7.0,12.0,2.0,2.0,1.0,,,,,,,,,2.0,,,,
114042,Samir Carruthers,Midfielder,Eastleigh,Ireland,2011-12,,,,,1.0,0.0,,6.0,,0.0,5.0,3.0,3.0,,2.0,,3.0,10.0,,1.0,2.0,14.0,,0.0,,14.0,,3.0,6.0,,,,,2.0,1.0,20.0,26.0,,2.0,11.0,,1.0,,,5.0,,,5.0,,5.0,5.0,1.0,10.0,,10.0,,,3.0,1.0,,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,Aston Villa,France,2011-12,,5.0,,7.0,25.0,0.0,,164.0,,0.0,177.0,143.0,30.0,,156.0,,30.0,442.0,24.0,23.0,172.0,697.0,,0.0,,686.0,,6.0,474.0,,2.0,,,163.0,14.0,2083.0,1282.0,8.0,121.0,511.0,,4.0,16.0,33.0,202.0,26.0,21.0,117.0,2.0,112.0,181.0,32.0,319.0,,293.0,5.0,12.0,42.0,34.0,40.0,62.0,94.0,8.0,,98.0,24.0,34.0,1.0,38.0,28.0,193.0,4.0,19.0,19.0,10.0,17.0,7.0,4.0,2.0,1.0,1.0,51.0,38.0,19.0,1.0,,45.0,1.0,2.0,85.0,135.0,28.0,38.0,26.0,,1.0,,,,4.0,,,6.0,,,,
90590,Daniel Johnson,Midfielder,Stoke City U21,Jamaica,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20481,Stephen Ireland,Midfielder,Bolton Wanderers,Ireland,2011-12,,4.0,2.0,14.0,29.0,0.0,,199.0,,0.0,251.0,121.0,24.0,,127.0,,24.0,424.0,19.0,28.0,150.0,774.0,,0.0,,770.0,,5.0,231.0,,2.0,,,209.0,25.0,1589.0,1065.0,11.0,206.0,599.0,,2.0,23.0,29.0,84.0,24.0,18.0,80.0,1.0,74.0,66.0,17.0,164.0,,140.0,6.0,6.0,54.0,16.0,49.0,14.0,39.0,11.0,1.0,16.0,10.0,43.0,6.0,24.0,62.0,115.0,3.0,5.0,3.0,6.0,3.0,12.0,3.0,1.0,6.0,1.0,2.0,6.0,1.0,1.0,,18.0,0.0,1.0,11.0,32.0,13.0,3.0,1.0,1.0,,,,2.0,2.0,,,,,,,
59013,Barry Bannan,Midfielder,Millwall,Scotland,2011-12,,2.0,6.0,12.0,20.0,0.0,,85.0,,0.0,189.0,69.0,28.0,,91.0,,28.0,277.0,10.0,19.0,128.0,535.0,,0.0,,518.0,,18.0,226.0,,2.0,,,174.0,53.0,1247.0,800.0,18.0,165.0,354.0,,2.0,37.0,24.0,39.0,6.0,6.0,34.0,1.0,34.0,33.0,4.0,73.0,,67.0,,5.0,24.0,21.0,12.0,30.0,12.0,4.0,,65.0,15.0,20.0,3.0,6.0,22.0,87.0,9.0,8.0,3.0,6.0,6.0,4.0,2.0,1.0,,1.0,53.0,35.0,25.0,,,36.0,0.0,1.0,3.0,14.0,13.0,6.0,25.0,,,,,1.0,,,,4.0,1.0,1.0,,
80979,Andreas Weimann,Forward,Derby County,Austria,2011-12,,3.0,,1.0,12.0,0.0,,35.0,,2.0,22.0,21.0,14.0,,29.0,,14.0,69.0,5.0,11.0,30.0,127.0,,0.0,,127.0,,9.0,74.0,,1.0,,,22.0,2.0,533.0,218.0,,28.0,95.0,,0.0,1.0,5.0,30.0,11.0,8.0,14.0,1.0,11.0,22.0,5.0,44.0,,33.0,3.0,3.0,4.0,15.0,14.0,8.0,29.0,,,8.0,7.0,4.0,,6.0,6.0,48.0,1.0,,4.0,8.0,4.0,1.0,,2.0,4.0,0.0,,,,,,5.0,2.0,,5.0,15.0,7.0,2.0,,,,,,1.0,1.0,,2.0,1.0,,,,
27450,Gabriel Agbonlahor,Forward,Aston Villa,England,2011-12,,4.0,1.0,16.0,42.0,0.0,,240.0,,2.0,164.0,108.0,33.0,,179.0,,33.0,417.0,32.0,39.0,195.0,715.0,,0.0,,715.0,,1.0,414.0,,7.0,,,101.0,20.0,2763.0,1189.0,10.0,121.0,500.0,,6.0,16.0,40.0,205.0,109.0,70.0,146.0,3.0,107.0,135.0,43.0,351.0,,242.0,39.0,4.0,32.0,38.0,29.0,63.0,102.0,4.0,,63.0,20.0,28.0,1.0,47.0,12.0,210.0,1.0,18.0,21.0,18.0,10.0,5.0,5.0,5.0,16.0,1.0,,18.0,,,,26.0,4.0,2.0,42.0,85.0,33.0,32.0,,1.0,2.0,,1.0,2.0,8.0,,2.0,,,,2.0,2.0
1765,Emile Heskey,Forward,Bolton Wanderers,England,2011-12,,1.0,1.0,19.0,23.0,0.0,,137.0,,2.0,217.0,62.0,28.0,,200.0,,28.0,255.0,18.0,22.0,211.0,566.0,,0.0,,566.0,,10.0,276.0,,3.0,,,102.0,9.0,1458.0,774.0,7.0,101.0,346.0,,3.0,11.0,32.0,116.0,152.0,64.0,136.0,1.0,48.0,52.0,22.0,252.0,,100.0,88.0,12.0,24.0,24.0,37.0,3.0,62.0,7.0,,3.0,15.0,17.0,4.0,26.0,15.0,110.0,,1.0,5.0,9.0,3.0,6.0,,1.0,8.0,0.0,,1.0,,,,9.0,1.0,,5.0,25.0,9.0,2.0,,,1.0,,,1.0,5.0,,1.0,,,,,
10738,Darren Bent,Forward,Derby County,England,2011-12,,1.0,,32.0,28.0,0.0,,116.0,,2.0,95.0,30.0,22.0,,109.0,,22.0,234.0,21.0,26.0,118.0,407.0,,0.0,,406.0,,1.0,182.0,,3.0,,,86.0,4.0,1862.0,592.0,1.0,55.0,285.0,,1.0,9.0,7.0,124.0,115.0,75.0,66.0,2.0,26.0,49.0,13.0,190.0,,75.0,40.0,4.0,8.0,39.0,41.0,6.0,92.0,3.0,,6.0,13.0,5.0,1.0,15.0,5.0,110.0,1.0,,4.0,26.0,1.0,2.0,1.0,9.0,39.0,2.0,,,,,,20.0,7.0,1.0,9.0,28.0,11.0,5.0,,1.0,,,,,7.0,,8.0,1.0,2.0,2.0,1.0,
51484,Nathan Delfouneso,Forward,Accrington Stanley,England,2011-12,,,,2.0,2.0,0.0,,13.0,,0.0,16.0,12.0,6.0,,14.0,,6.0,21.0,1.0,2.0,14.0,46.0,,0.0,,46.0,,5.0,26.0,,,,,7.0,2.0,163.0,73.0,1.0,11.0,30.0,,0.0,,3.0,15.0,9.0,5.0,10.0,,6.0,10.0,1.0,25.0,,16.0,4.0,,3.0,2.0,1.0,2.0,5.0,,,2.0,1.0,3.0,,5.0,1.0,10.0,,,1.0,1.0,2.0,,,,2.0,,,,,,,2.0,,,3.0,5.0,2.0,2.0,,,,,,,,,,,,,,
106602,Graham Burke,Forward,Shamrock Rovers,Ireland,2011-12,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
