matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360572,11,2011-11-06 15:00:00,30,Bolton,Home,129.0,18.0,5.0,6.0,1.0,4.0,1.0,175.0,5.0,1.0,2.0,8.0,37.0,31.0,298.0,,2.0,15.0,25.0,21.0,8.0,3.0,,,,,,,,,12.0,,,,,4.0,9.0,2.0,70.0,64.0,3.0,1.0,2.0,2.0,9.0,3.0,1.0,12.0,5.0,4.0,,8.0,,53.0,65.0,2.0,16.0,10.0,,,90.0,11.0,10.0,3.0,,5.0,2.0,,161.0,4.0,1.0,3.0,2.0,2.0,9.0,3.0,,1.0,21.0,,20.0,16.0,,2.0,91.0,96.0,44.0,4.0,2.0,3.0,12.0,9.0,4.0,2.0,,55.0,73.0,21.0,,,,,,204.0,183.0,10.0,23.0,24.0,61.5,,,0.0,108.0,3.0,,,1.0,,4.0,1.0,3.0,91.0,15.0,157.0,45.0,37.0,15.0,11.0,22.0,11.0,,164.0,19.0,295.0,,1.0,35.0,42.0,74.0,,430.0,,0.0,22.0,26.0,5.0,17.0,0.0,660.0,12.0,8.0,12.0,16.0,0.0
360587,12,2011-11-19 15:00:00,30,Bolton,Away,142.0,25.0,3.0,3.0,,5.0,,160.0,7.0,3.0,9.0,15.0,29.0,36.0,299.0,,,14.0,20.0,17.0,4.0,4.0,,,,,,,,,4.0,1.0,,,,1.0,12.0,4.0,72.0,71.0,,,1.0,2.0,3.0,6.0,,5.0,5.0,1.0,,12.0,,59.0,59.0,2.0,12.0,6.0,,,90.0,14.0,12.0,1.0,,4.0,1.0,,173.0,,,,,,12.0,,,1.0,13.0,,31.0,25.0,3.0,9.0,82.0,99.0,59.0,7.0,,2.0,6.0,4.0,3.0,1.0,,67.0,52.0,11.0,,,,,1.0,186.0,177.0,1.0,30.0,22.0,46.2,,,0.0,94.0,4.0,,,1.0,,3.0,,3.0,83.0,8.0,176.0,49.0,21.0,19.0,5.0,12.0,7.0,,146.0,20.0,257.0,,4.0,41.0,31.0,69.0,,421.0,,0.0,10.0,19.0,1.0,19.0,0.0,638.0,15.0,11.0,5.0,15.0,0.0
360590,13,2011-11-26 15:00:00,30,Bolton,Home,143.0,20.0,,,,2.0,,115.0,7.0,,11.0,17.0,12.0,37.0,258.0,,,13.0,16.0,14.0,6.0,,,,,1.0,,,,,6.0,,,,,1.0,12.0,7.0,71.0,53.0,,,,2.0,5.0,3.0,,2.0,4.0,7.0,,9.0,3.0,43.0,52.0,2.0,22.0,12.0,,,70.0,11.0,10.0,,,1.0,1.0,1.0,142.0,,,,,,11.0,,1.0,1.0,27.0,,10.0,6.0,2.0,12.0,75.0,94.0,51.0,4.0,,,6.0,3.0,6.0,2.0,,34.0,42.0,32.0,,,,,,171.0,146.0,2.0,23.0,8.0,45.4,,1.0,0.0,67.0,5.0,2.0,,1.0,,,,3.0,57.0,6.0,159.0,25.0,47.0,5.0,2.0,14.0,12.0,,107.0,7.0,210.0,1.0,,53.0,13.0,77.0,4.0,355.0,,1.0,8.0,28.0,1.0,16.0,1.0,565.0,7.0,,2.0,16.0,0.0
360606,14,2011-12-03 15:00:00,30,Bolton,Away,134.0,11.0,3.0,4.0,1.0,4.0,,162.0,9.0,1.0,,8.0,22.0,32.0,292.0,,,15.0,11.0,10.0,10.0,5.0,,,,1.0,,,,,9.0,,,,,3.0,19.0,8.0,64.0,63.0,,,,1.0,6.0,7.0,,6.0,4.0,3.0,,9.0,5.0,37.0,45.0,1.0,14.0,7.0,,2.0,61.0,5.0,9.0,,,4.0,,1.0,127.0,,,,,,16.0,,,,13.0,,19.0,18.0,2.0,,97.0,82.0,42.0,7.0,,6.0,9.0,4.0,4.0,1.0,,27.0,76.0,21.0,,,,,,137.0,125.0,5.0,37.0,19.0,41.1,,,0.0,91.0,7.0,2.0,,1.0,,6.0,1.0,3.0,67.0,15.0,149.0,22.0,26.0,11.0,5.0,12.0,7.0,,113.0,15.0,242.0,,1.0,29.0,22.0,59.0,2.0,379.0,,1.0,16.0,20.0,2.0,17.0,2.0,556.0,4.0,6.0,6.0,16.0,0.0
360610,15,2011-12-10 15:00:00,30,Bolton,Home,77.0,22.0,1.0,6.0,5.0,13.0,,171.0,7.0,1.0,1.0,15.0,16.0,36.0,242.0,,1.0,28.0,16.0,15.0,6.0,1.0,,,1.0,1.0,,,,,10.0,,,,,2.0,11.0,4.0,49.0,49.0,1.0,1.0,,3.0,7.0,8.0,,6.0,8.0,4.0,,23.0,2.0,61.0,51.0,3.0,28.0,18.0,,,90.0,11.0,8.0,1.0,1.0,3.0,,1.0,177.0,,,,,,13.0,,,1.0,32.0,,10.0,8.0,2.0,1.0,74.0,104.0,61.0,10.0,,1.0,6.0,7.0,4.0,,,72.0,60.0,23.0,,,,,,214.0,195.0,2.0,23.0,14.0,54.4,,,0.0,67.0,3.0,,,2.0,,3.0,,2.0,77.0,7.0,104.0,38.0,47.0,10.0,6.0,18.0,12.0,,143.0,38.0,281.0,,1.0,38.0,16.0,69.0,2.0,367.0,,0.0,17.0,22.0,2.0,35.0,1.0,615.0,15.0,6.0,6.0,17.0,0.0
360622,16,2011-12-17 15:00:00,30,Bolton,Away,149.0,12.0,2.0,3.0,1.0,2.0,,172.0,7.0,1.0,4.0,11.0,31.0,34.0,318.0,,,21.0,14.0,9.0,11.0,1.0,,,,,,,,,12.0,,,,,1.0,16.0,7.0,52.0,61.0,1.0,1.0,,2.0,2.0,8.0,1.0,4.0,8.0,5.0,,19.0,1.0,57.0,48.0,2.0,21.0,12.0,,1.0,80.0,13.0,7.0,,,,,,159.0,,,,,,12.0,,1.0,2.0,22.0,,22.0,18.0,2.0,4.0,98.0,92.0,51.0,8.0,,6.0,6.0,6.0,10.0,,,35.0,66.0,21.0,,,,,,184.0,165.0,5.0,19.0,29.0,48.8,,,0.0,109.0,2.0,1.0,,1.0,,8.0,,3.0,94.0,12.0,164.0,32.0,40.0,15.0,3.0,16.0,13.0,,154.0,13.0,270.0,1.0,3.0,29.0,33.0,61.0,3.0,418.0,,0.0,16.0,22.0,2.0,26.0,3.0,667.0,15.0,10.0,4.0,19.0,0.0
360634,17,2011-12-20 20:00:00,30,Bolton,Away,139.0,6.0,2.0,5.0,3.0,4.0,,142.0,3.0,,2.0,3.0,27.0,23.0,276.0,,1.0,9.0,19.0,16.0,6.0,,2.0,,,,,,,,6.0,,,,,,8.0,10.0,58.0,70.0,1.0,1.0,,5.0,4.0,5.0,,9.0,9.0,9.0,,11.0,,51.0,54.0,5.0,24.0,14.0,,,77.0,9.0,10.0,,,2.0,1.0,,152.0,2.0,,2.0,2.0,,11.0,2.0,1.0,,32.0,,19.0,14.0,2.0,2.0,80.0,85.0,33.0,5.0,2.0,2.0,6.0,2.0,6.0,1.0,,47.0,62.0,15.0,,,,,,210.0,183.0,5.0,25.0,22.0,52.6,,2.0,0.0,92.0,,1.0,,2.0,2.0,2.0,1.0,3.0,66.0,8.0,166.0,23.0,51.0,13.0,8.0,27.0,19.0,2.0,116.0,15.0,243.0,1.0,,20.0,27.0,58.0,1.0,382.0,1.0,0.0,8.0,22.0,3.0,19.0,0.0,645.0,17.0,6.0,9.0,19.0,0.0
360640,18,2011-12-26 15:00:00,30,Bolton,Home,111.0,16.0,2.0,3.0,1.0,4.0,,137.0,4.0,3.0,5.0,15.0,20.0,29.0,245.0,,,22.0,14.0,14.0,2.0,,,,,,,,,,,,,,,1.0,7.0,4.0,50.0,77.0,,,,2.0,,7.0,,3.0,11.0,5.0,,16.0,3.0,48.0,53.0,2.0,14.0,9.0,,,94.0,9.0,12.0,,,,,,158.0,,,,,,8.0,,,,12.0,,11.0,9.0,1.0,6.0,77.0,99.0,46.0,4.0,,1.0,1.0,1.0,3.0,2.0,,43.0,73.0,21.0,,,,,,204.0,196.0,4.0,33.0,26.0,54.2,,,0.0,89.0,2.0,1.0,,3.0,,3.0,,3.0,72.0,2.0,129.0,43.0,22.0,8.0,3.0,19.0,16.0,,156.0,20.0,264.0,,3.0,37.0,22.0,66.0,4.0,374.0,1.0,0.0,4.0,22.0,5.0,29.0,1.0,568.0,14.0,5.0,4.0,14.0,0.0
360650,19,2011-12-31 15:00:00,30,Bolton,Home,87.0,11.0,2.0,4.0,2.0,4.0,,141.0,4.0,1.0,1.0,12.0,13.0,27.0,224.0,,1.0,27.0,8.0,25.0,9.0,2.0,,,,,,,,,9.0,,,,,1.0,4.0,5.0,44.0,57.0,,,,3.0,1.0,1.0,,3.0,12.0,4.0,1.0,7.0,1.0,27.0,59.0,3.0,31.0,18.0,,,94.0,12.0,9.0,,,2.0,1.0,,150.0,1.0,,,1.0,,10.0,1.0,,1.0,27.0,1.0,22.0,20.0,3.0,1.0,85.0,101.0,40.0,6.0,,3.0,9.0,8.0,1.0,2.0,,35.0,60.0,23.0,,,,,,195.0,174.0,3.0,19.0,24.0,51.4,,1.0,0.0,70.0,1.0,,,3.0,,4.0,,2.0,72.0,12.0,115.0,30.0,52.0,3.0,3.0,20.0,17.0,,148.0,17.0,254.0,,2.0,43.0,13.0,72.0,1.0,349.0,,0.0,13.0,21.0,2.0,29.0,0.0,582.0,15.0,3.0,3.0,17.0,0.0
360661,20,2012-01-04 20:00:00,30,Bolton,Away,87.0,5.0,3.0,6.0,3.0,1.0,1.0,152.0,6.0,3.0,3.0,7.0,17.0,18.0,233.0,,2.0,17.0,7.0,13.0,8.0,4.0,,,,,,,,,8.0,,,,,2.0,7.0,3.0,54.0,76.0,,,,2.0,5.0,6.0,,9.0,7.0,4.0,1.0,13.0,1.0,41.0,39.0,2.0,28.0,14.0,1.0,2.0,76.0,11.0,6.0,1.0,,1.0,1.0,,155.0,1.0,,,,1.0,11.0,1.0,4.0,,24.0,1.0,17.0,12.0,4.0,3.0,74.0,100.0,38.0,6.0,,3.0,10.0,7.0,1.0,2.0,,71.0,60.0,14.0,,,,,,197.0,178.0,6.0,28.0,26.0,51.2,,3.0,0.0,77.0,1.0,1.0,,2.0,,3.0,1.0,2.0,67.0,13.0,118.0,29.0,47.0,8.0,8.0,20.0,12.0,,133.0,6.0,262.0,4.0,3.0,38.0,19.0,62.0,1.0,360.0,,0.0,15.0,16.0,2.0,19.0,3.0,579.0,10.0,4.0,9.0,12.0,0.0
360673,21,2012-01-14 15:00:00,30,Bolton,Away,101.0,5.0,2.0,3.0,1.0,5.0,,142.0,9.0,1.0,,8.0,4.0,16.0,240.0,,,12.0,4.0,8.0,2.0,2.0,,,,1.0,,,,,8.0,,,,,,16.0,7.0,49.0,42.0,,,,4.0,4.0,10.0,1.0,3.0,4.0,2.0,,17.0,3.0,46.0,44.0,4.0,20.0,11.0,,,43.0,7.0,7.0,,,3.0,1.0,1.0,111.0,,,,,,17.0,,1.0,,18.0,,24.0,17.0,3.0,,87.0,69.0,36.0,11.0,,2.0,2.0,1.0,5.0,,,31.0,35.0,13.0,,1.0,1.0,1.0,,146.0,137.0,2.0,22.0,14.0,37.2,,,0.0,70.0,3.0,2.0,,,,5.0,,3.0,56.0,4.0,120.0,16.0,29.0,16.0,3.0,10.0,7.0,,87.0,8.0,207.0,1.0,1.0,30.0,4.0,39.0,,317.0,,0.0,10.0,21.0,,18.0,1.0,515.0,14.0,8.0,3.0,15.0,0.0
360680,22,2012-01-21 17:30:00,30,Bolton,Home,85.0,7.0,2.0,5.0,3.0,1.0,1.0,122.0,2.0,,2.0,10.0,8.0,17.0,202.0,,1.0,10.0,16.0,5.0,7.0,3.0,,,1.0,1.0,,,1.0,,10.0,,,,,2.0,7.0,4.0,52.0,56.0,1.0,,1.0,2.0,3.0,3.0,,5.0,9.0,2.0,1.0,18.0,1.0,50.0,40.0,2.0,22.0,12.0,,1.0,76.0,10.0,13.0,,,4.0,3.0,1.0,149.0,3.0,,2.0,2.0,1.0,7.0,2.0,2.0,,20.0,,21.0,18.0,1.0,2.0,58.0,92.0,28.0,5.0,2.0,6.0,7.0,5.0,3.0,,,41.0,49.0,22.0,,,,,,192.0,180.0,5.0,17.0,19.0,38.9,,1.0,0.0,60.0,1.0,3.0,,1.0,,8.0,,2.0,60.0,13.0,108.0,29.0,34.0,7.0,5.0,19.0,14.0,,121.0,5.0,230.0,2.0,,52.0,9.0,65.0,,319.0,,0.0,16.0,18.0,4.0,21.0,0.0,529.0,12.0,4.0,5.0,13.0,0.0
