season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,True,,,,2.0,2.0,4.0,,,,1.0,,,,,,,,,,,,0.00016984,,,,0.0,,,,,,,,9.0,,1.0,,,,,1.0,,,6.7,,,,,,1.0,,,,1.0,,3.0,2.0,5.0,,,0,,7.0,,,,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,1.0,20.0,14.0,33.0,1.0,,,4.0,,,,3.0,,,,5.0,2.0,,,0.102558,0.0151,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,10.0,,,6.6,,,1.0,,,1.0,,2.0,,3.0,,25.0,16.0,39.0,,,1,1.0,58.0,1.0,1.0,,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,1.0,9.0,7.0,16.0,,,,6.0,,,,3.0,,,1.0,6.0,4.0,,,0.0123926,,,2.0,0.0,,,,,,,,72.0,,,,,,,11.0,,,6.6,,,,,,,1.0,3.0,,1.0,1.0,17.0,7.0,21.0,,,0,2.0,32.0,1.0,1.0,1.0,1.0
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,False,,,2.0,32.0,40.0,72.0,2.0,2.0,,3.0,,,,,,,,3.0,4.0,,,0.0221788,,,1.0,0.0,,,,,,,,90.0,,3.0,,,,,7.0,,,7.1,,,,,,6.0,2.0,,,5.0,,36.0,42.0,78.0,,,0,,91.0,1.0,,2.0,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,3.0,1.0,4.0,,,,1.0,,,,1.0,,,,1.0,,,,0.0253632,,,,1.0,,,,,,1.0,,10.0,,1.0,,,,,1.0,,,6.5,,,,,,,,,,,,3.0,1.0,4.0,,,0,,6.0,1.0,,,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,,3.0,3.0,1.0,,,2.0,,,,,,,,1.0,,1.0,,5.085e-05,,,,0.0,,,,,,,,10.0,,,,,,,2.0,,,4.3,,,,,,2.0,,,,,,2.0,3.0,5.0,,,0,,8.0,,,,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,1.0,,4.0,40.0,26.0,65.0,3.0,1.0,,3.0,,,,,,,,4.0,3.0,,,0.102389,,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,7.0,,,6.9,,,,,,4.0,1.0,1.0,,6.0,,45.0,26.0,70.0,,,0,2.0,82.0,1.0,,,1.0
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,1.0,12.0,19.0,30.0,2.0,1.0,,3.0,,,,2.0,,,1.0,6.0,4.0,,,0.283996,,,2.0,0.0,,,,,2.0,,,76.0,,1.0,,,,,15.0,,,6.3,,,,,,1.0,,1.0,,3.0,,15.0,23.0,37.0,,,0,,57.0,4.0,3.0,,
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,825844,231416,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,2.0,,,14.0,8.0,20.0,1.0,,,2.0,,,,1.0,,,1.0,6.0,3.0,,,0.0836296,0.2152,0.0429,1.0,0.0,1.0,,,,,1.0,,87.0,1.0,2.0,,,,,8.0,,,7.4,,,1.0,,,4.0,2.0,3.0,,,,17.0,8.0,22.0,,,2,3.0,42.0,1.0,,,2.0
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,842513,223434,Igor Júlio,igor-julio,D,False,,,6.0,19.0,41.0,60.0,1.0,,,4.0,,,,,,,,1.0,,,,0.00769886,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,4.0,,,6.8,,,,,,2.0,,,,8.0,,21.0,43.0,64.0,,,0,,70.0,,,,
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,914691,232792,Tariq Lamptey,tariq-lamptey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,6.0,4.0,10.0,,1.0,,1.0,,,,1.0,,,,2.0,3.0,,,0.071998,0.0318,,,0.0,,,,,,1.0,,14.0,,,,,,,5.0,,,6.8,,,1.0,,,,1.0,1.0,,1.0,,9.0,5.0,13.0,,,1,2.0,19.0,,,,1.0
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,6.0,12.0,44.0,56.0,3.0,1.0,,2.0,,,1.0,,,,,3.0,4.0,,,0.00615276,0.044,,,0.0,,,,,,,,90.0,,2.0,,,,,6.0,,,7.0,,,,,,3.0,2.0,,,9.0,,16.0,46.0,62.0,,,1,1.0,72.0,,,2.0,1.0
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,219572,111478,Joël Veltman,joel-veltman,D,False,,,3.0,10.0,22.0,32.0,,,,5.0,,,,1.0,,,,1.0,3.0,,,0.0159367,,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,7.0,,,6.9,,,,,,5.0,,1.0,,5.0,,12.0,25.0,36.0,,,0,,52.0,,3.0,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,842513,223434,Igor Júlio,igor-julio,D,False,,,4.0,15.0,57.0,72.0,,2.0,,4.0,,,,,,,,1.0,3.0,,,0.00318723,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,6.0,,,6.9,,,,,,7.0,,,,5.0,,18.0,59.0,77.0,,,0,,88.0,,1.0,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,959628,467779,Mats Wieffer,mats-wieffer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,962012,469142,Jan Paul van Hecke,jan-paul-van-hecke,D,False,1.0,,5.0,16.0,56.0,71.0,,1.0,,2.0,1.0,,,1.0,,,,1.0,2.0,,,0.149709,,,,0.0,,,,,1.0,1.0,,90.0,,1.0,,,,,3.0,,,7.4,,,,,,3.0,,1.0,,8.0,,18.0,57.0,74.0,,,0,,85.0,,1.0,,
2024-25,12436491,12,36,Brighton_and_Hove_Albion,Away,219572,111478,Joël Veltman,joel-veltman,D,False,1.0,,,6.0,4.0,9.0,3.0,2.0,,1.0,,,,1.0,,,1.0,5.0,8.0,,,0.0122875,,,,0.0,,,,,1.0,,,90.0,,,,,,,8.0,,,7.0,,,,,,7.0,1.0,1.0,,2.0,,10.0,5.0,14.0,,,0,3.0,42.0,,2.0,1.0,3.0
2024-25,12436491,12,36,Brighton_and_Hove_Albion,Away,842513,223434,Igor Júlio,igor-julio,D,False,,,1.0,14.0,32.0,46.0,,3.0,,1.0,,,,,,,,1.0,6.0,,,0.00465973,,,1.0,0.0,,,,,,,,90.0,,2.0,,,,,8.0,,,7.1,,,,,,5.0,,,,4.0,,19.0,35.0,54.0,,,0,1.0,67.0,,2.0,,1.0
