matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360576,11,2011-11-05 12:45:00,11,Everton,Away,149.0,6.0,3.0,8.0,5.0,2.0,,182.0,6.0,,10.0,11.0,7.0,23.0,323.0,,1.0,20.0,15.0,20.0,10.0,,,,,,,,1.0,,,,13.0,,,,1.0,,5.0,8.0,,,69.0,57.0,2.0,1.0,1.0,6.0,3.0,1.0,,3.0,8.0,9.0,,17.0,,53.0,57.0,6.0,23.0,12.0,,,80.0,16.0,11.0,,,3.0,1.0,,166.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,,19.0,1.0,5.0,4.0,,10.0,91.0,98.0,54.0,5.0,1.0,6.0,5.0,4.0,,3.0,1.0,1.0,54.0,72.0,22.0,,,,,,171.0,158.0,1.0,18.0,27.0,56.3,1.0,1.0,0.0,105.0,,2.0,,1.0,,8.0,,3.0,87.0,,11.0,178.0,17.0,36.0,10.0,3.0,21.0,18.0,,144.0,6.0,274.0,1.0,,45.0,8.0,54.0,4.0,431.0,,0.0,15.0,20.0,2.0,25.0,3.0,631.0,,4.0,6.0,3.0,14.0,0.0
360580,12,2011-11-19 15:00:00,11,Everton,Home,126.0,4.0,,5.0,5.0,2.0,,159.0,,,8.0,7.0,7.0,28.0,280.0,2.0,1.0,18.0,15.0,14.0,11.0,,1.0,,,,,,,,,,,1.0,,,,3.0,1.0,4.0,,,51.0,68.0,,1.0,2.0,1.0,6.0,1.0,,9.0,16.0,15.0,2.0,7.0,,44.0,42.0,1.0,20.0,11.0,,,80.0,14.0,13.0,,,,,,137.0,1.0,1.0,1.0,,1.0,,5.0,,,,13.0,,16.0,12.0,,8.0,94.0,83.0,38.0,1.0,,4.0,8.0,5.0,,1.0,1.0,,52.0,80.0,33.0,1.0,1.0,1.0,,1.0,162.0,155.0,2.0,30.0,28.0,47.8,,,0.0,86.0,,,,,1.0,4.0,,3.0,84.0,,12.0,144.0,21.0,27.0,13.0,8.0,41.0,33.0,,138.0,5.0,265.0,,,35.0,8.0,62.0,1.0,368.0,3.0,0.0,15.0,9.0,1.0,21.0,1.0,550.0,,7.0,6.0,9.0,8.0,0.0
360590,13,2011-11-26 15:00:00,11,Everton,Away,131.0,6.0,2.0,7.0,5.0,5.0,,206.0,3.0,,7.0,7.0,11.0,38.0,330.0,,1.0,23.0,14.0,16.0,11.0,3.0,,,,,1.0,1.0,,,,,16.0,,,,,1.0,2.0,6.0,,,56.0,65.0,3.0,2.0,1.0,4.0,6.0,,,4.0,13.0,6.0,,17.0,2.0,52.0,43.0,4.0,15.0,9.0,,,86.0,12.0,10.0,1.0,,2.0,1.0,1.0,155.0,2.0,,2.0,2.0,,,7.0,2.0,2.0,2.0,18.0,,17.0,13.0,1.0,7.0,104.0,92.0,43.0,2.0,1.0,4.0,12.0,9.0,,5.0,2.0,,67.0,81.0,25.0,,,,,,185.0,170.0,1.0,21.0,32.0,54.6,,,0.0,118.0,1.0,2.0,,,,4.0,,3.0,102.0,,16.0,146.0,16.0,30.0,14.0,4.0,24.0,20.0,,159.0,10.0,311.0,2.0,,37.0,15.0,72.0,3.0,433.0,,0.0,19.0,14.0,4.0,28.0,1.0,649.0,,8.0,3.0,4.0,9.0,0.0
360601,14,2011-12-04 15:00:00,11,Everton,Home,175.0,10.0,2.0,10.0,8.0,3.0,1.0,226.0,4.0,,6.0,4.0,13.0,43.0,391.0,,,25.0,13.0,11.0,7.0,2.0,,,,,,1.0,,,,,9.0,,,,,,3.0,3.0,,,63.0,50.0,1.0,1.0,,3.0,7.0,4.0,,10.0,18.0,15.0,,12.0,,48.0,37.0,3.0,14.0,6.0,,,69.0,14.0,14.0,,,6.0,4.0,1.0,180.0,,,,,,,6.0,,,,13.0,,12.0,12.0,,6.0,143.0,85.0,50.0,6.0,,5.0,4.0,,,1.0,3.0,,116.0,63.0,35.0,,,,,,178.0,167.0,1.0,18.0,25.0,67.4,,,0.0,103.0,1.0,,,1.0,,7.0,,3.0,124.0,,9.0,203.0,25.0,25.0,10.0,6.0,43.0,37.0,,175.0,9.0,329.0,,,30.0,15.0,65.0,2.0,489.0,,0.0,14.0,7.0,,30.0,0.0,680.0,,7.0,5.0,10.0,3.0,0.0
360609,15,2011-12-10 15:00:00,11,Everton,Away,116.0,5.0,2.0,5.0,3.0,5.0,,125.0,4.0,,7.0,12.0,6.0,24.0,236.0,,,12.0,12.0,12.0,4.0,2.0,,,,,,,,,,,,,,,,,11.0,3.0,,,49.0,67.0,,,,4.0,1.0,8.0,,4.0,15.0,6.0,,11.0,1.0,49.0,42.0,4.0,19.0,9.0,,1.0,56.0,14.0,7.0,,,,,,133.0,,,,,,,10.0,,1.0,,12.0,,25.0,20.0,4.0,7.0,75.0,85.0,35.0,7.0,,6.0,,,,5.0,,,55.0,48.0,15.0,,,,,,157.0,151.0,4.0,27.0,27.0,38.4,,3.0,0.0,66.0,2.0,,,,,9.0,1.0,3.0,67.0,,6.0,134.0,16.0,25.0,8.0,3.0,24.0,21.0,,108.0,10.0,213.0,1.0,,37.0,7.0,53.0,9.0,323.0,,0.0,10.0,20.0,1.0,15.0,2.0,522.0,,11.0,3.0,4.0,18.0,0.0
360621,16,2011-12-17 15:00:00,11,Everton,Home,108.0,8.0,1.0,10.0,9.0,4.0,,254.0,5.0,,9.0,15.0,16.0,36.0,352.0,1.0,1.0,27.0,10.0,10.0,18.0,3.0,,,,,,3.0,,,,,22.0,,,,,,4.0,3.0,,,59.0,57.0,3.0,3.0,,,9.0,,,13.0,18.0,9.0,,8.0,,32.0,37.0,,16.0,5.0,,,77.0,11.0,13.0,,,4.0,1.0,3.0,167.0,1.0,,,1.0,,,11.0,1.0,3.0,1.0,15.0,,12.0,8.0,,9.0,114.0,88.0,52.0,,1.0,9.0,13.0,8.0,,,,,105.0,67.0,27.0,,,,,,181.0,167.0,4.0,16.0,25.0,61.7,,,0.0,109.0,,,,1.0,,12.0,,3.0,148.0,,22.0,126.0,12.0,30.0,13.0,13.0,41.0,28.0,,205.0,15.0,364.0,3.0,,36.0,17.0,56.0,2.0,449.0,2.0,0.0,29.0,5.0,3.0,34.0,1.0,669.0,,12.0,9.0,13.0,5.0,0.0
360635,17,2011-12-21 20:00:00,11,Everton,Home,120.0,9.0,4.0,7.0,3.0,2.0,1.0,185.0,1.0,,4.0,7.0,10.0,24.0,298.0,1.0,1.0,23.0,11.0,17.0,7.0,2.0,,,3.0,,,3.0,,,,,6.0,,,,,1.0,2.0,3.0,,,64.0,52.0,1.0,2.0,,,4.0,6.0,,9.0,12.0,5.0,,10.0,,41.0,52.0,,16.0,6.0,,,80.0,8.0,13.0,,,6.0,2.0,3.0,165.0,1.0,1.0,1.0,,1.0,,4.0,,,,8.0,,14.0,12.0,,4.0,85.0,87.0,40.0,2.0,1.0,4.0,6.0,4.0,,4.0,1.0,,70.0,70.0,19.0,,,,,,167.0,160.0,4.0,15.0,26.0,45.6,,,0.0,84.0,1.0,,,1.0,,7.0,,3.0,95.0,,10.0,142.0,21.0,23.0,12.0,9.0,28.0,19.0,,151.0,4.0,284.0,,,28.0,12.0,55.0,3.0,398.0,1.0,0.0,15.0,16.0,2.0,30.0,1.0,583.0,,9.0,6.0,9.0,13.0,0.0
360646,18,2011-12-26 15:00:00,11,Everton,Away,114.0,11.0,4.0,7.0,4.0,6.0,,172.0,4.0,1.0,11.0,16.0,13.0,33.0,279.0,,,14.0,10.0,20.0,6.0,2.0,,,,,,,,,,,,1.0,,,,1.0,6.0,6.0,,,60.0,60.0,,,1.0,1.0,3.0,3.0,,6.0,8.0,8.0,1.0,9.0,,43.0,42.0,1.0,12.0,7.0,,,76.0,17.0,6.0,,,,,,165.0,,,,,,,9.0,,2.0,3.0,21.0,,9.0,8.0,,11.0,95.0,96.0,50.0,5.0,,5.0,3.0,2.0,,7.0,2.0,,68.0,73.0,21.0,,,,,1.0,201.0,175.0,2.0,23.0,22.0,51.7,,,0.0,73.0,1.0,,,1.0,,6.0,,3.0,74.0,,8.0,146.0,16.0,38.0,8.0,6.0,21.0,16.0,,129.0,10.0,268.0,3.0,1.0,51.0,14.0,60.0,3.0,393.0,,0.0,11.0,14.0,1.0,20.0,1.0,588.0,,15.0,1.0,6.0,12.0,0.0
360658,19,2012-01-01 12:30:00,11,Everton,Away,140.0,18.0,3.0,8.0,5.0,,1.0,196.0,6.0,1.0,5.0,18.0,12.0,38.0,328.0,,,17.0,13.0,11.0,5.0,3.0,,,,,,,,,,,8.0,,,,,1.0,8.0,5.0,,,57.0,49.0,,,,1.0,6.0,4.0,,7.0,13.0,9.0,,10.0,,37.0,38.0,1.0,12.0,6.0,,,71.0,8.0,10.0,1.0,1.0,,2.0,,139.0,,,,,,,15.0,1.0,1.0,,15.0,,22.0,19.0,2.0,5.0,120.0,83.0,47.0,2.0,,3.0,5.0,4.0,,3.0,1.0,,59.0,56.0,22.0,,,,,,168.0,153.0,1.0,23.0,19.0,49.0,,1.0,0.0,100.0,,,,,,5.0,,3.0,102.0,,8.0,166.0,31.0,27.0,4.0,7.0,31.0,24.0,,148.0,2.0,281.0,1.0,1.0,41.0,15.0,63.0,2.0,416.0,,0.0,15.0,15.0,1.0,21.0,2.0,621.0,,13.0,2.0,7.0,10.0,0.0
360661,20,2012-01-04 20:00:00,11,Everton,Home,102.0,4.0,1.0,5.0,4.0,5.0,2.0,140.0,5.0,,4.0,14.0,11.0,20.0,237.0,,,31.0,13.0,7.0,4.0,1.0,,,,1.0,,1.0,,1.0,,,8.0,,1.0,,,,12.0,3.0,,,50.0,49.0,1.0,2.0,,1.0,1.0,4.0,,6.0,15.0,7.0,,11.0,2.0,39.0,41.0,1.0,18.0,8.0,,1.0,62.0,8.0,11.0,,,4.0,3.0,1.0,154.0,1.0,,,1.0,,,9.0,1.0,,2.0,19.0,1.0,22.0,18.0,2.0,4.0,74.0,85.0,43.0,9.0,,3.0,3.0,3.0,,4.0,1.0,,71.0,36.0,31.0,,,,,,185.0,164.0,,24.0,19.0,48.8,1.0,,0.0,53.0,5.0,,,,,6.0,,3.0,73.0,,6.0,124.0,11.0,39.0,11.0,6.0,31.0,25.0,,129.0,11.0,238.0,,,39.0,13.0,46.0,3.0,331.0,,0.0,10.0,17.0,2.0,41.0,1.0,561.0,,10.0,6.0,6.0,12.0,0.0
360669,21,2012-01-14 15:00:00,11,Everton,Away,114.0,12.0,,2.0,2.0,5.0,1.0,202.0,3.0,,6.0,6.0,19.0,18.0,314.0,,2.0,20.0,18.0,11.0,3.0,2.0,2.0,,1.0,,,1.0,,,,,3.0,,,,,2.0,10.0,6.0,,,64.0,46.0,4.0,3.0,1.0,3.0,2.0,8.0,,3.0,8.0,3.0,,11.0,3.0,54.0,36.0,3.0,25.0,8.0,,,77.0,11.0,12.0,1.0,,5.0,3.0,1.0,155.0,1.0,,1.0,1.0,,1.0,12.0,1.0,3.0,,17.0,,12.0,9.0,,7.0,95.0,94.0,47.0,9.0,,,6.0,4.0,,4.0,1.0,,67.0,73.0,19.0,,,,,,171.0,156.0,2.0,14.0,21.0,47.4,,1.0,0.0,98.0,3.0,3.0,,,2.0,2.0,,3.0,71.0,,6.0,133.0,23.0,40.0,8.0,3.0,17.0,14.0,3.0,120.0,14.0,296.0,3.0,,31.0,20.0,44.0,,412.0,,0.0,8.0,11.0,3.0,28.0,1.0,594.0,,7.0,2.0,3.0,5.0,0.0
