matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803274,12,2015-11-07 15:00:00,11,Everton,Away,184.0,11.0,2.0,4.0,3.0,,1.0,181.0,3.0,,9.0,2.0,4.0,26.0,361.0,,1.0,12.0,12.0,6.0,6.0,3.0,,,1.0,,1.0,2.0,,,,1.0,8.0,,,,,,2.0,9.0,8.0,8.0,,,50.0,53.0,1.0,,1.0,4.0,10.0,3.0,12.0,,,5.0,10.0,1.0,,7.0,1.0,54.0,39.0,4.0,19.0,8.0,,,67.0,12.0,8.0,1.0,,5.0,2.0,2.0,147.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,9.0,,7.0,7.0,2.0,10.0,116.0,62.0,37.0,3.0,,4.0,6.0,4.0,404.0,4.0,3.0,,32.0,61.0,26.0,,,,,114.0,109.0,,27.0,14.0,49.2,,3.0,10.0,0.0,114.0,,3.0,3.0,,,,6.0,,2.0,73.0,347.0,8.0,10.0,192.0,26.0,24.0,26.0,4.0,16.0,13.0,,118.0,,251.0,1.0,,10.0,5.0,53.0,1.0,427.0,,0.0,13.0,10.0,4.0,13.0,2.0,601.0,,7.0,15.0,5.0,8.0,0.0
803283,13,2015-11-21 15:00:00,11,Everton,Home,299.0,25.0,,3.0,3.0,3.0,,239.0,5.0,,5.0,2.0,10.0,38.0,535.0,1.0,1.0,14.0,5.0,6.0,7.0,,,,1.0,,,1.0,,,,,15.0,,,,,,,4.0,3.0,7.0,,,105.0,53.0,3.0,1.0,3.0,1.0,15.0,3.0,8.0,,,2.0,5.0,3.0,,12.0,1.0,37.0,51.0,1.0,9.0,6.0,,,69.0,6.0,9.0,2.0,,3.0,2.0,1.0,191.0,3.0,,3.0,3.0,,,5.0,4.0,,,6.0,,10.0,10.0,,5.0,153.0,79.0,56.0,3.0,2.0,1.0,9.0,9.0,591.0,4.0,,,57.0,80.0,27.0,,,,,123.0,119.0,2.0,27.0,18.0,59.9,,,15.0,0.0,159.0,1.0,2.0,3.0,,,,4.0,1.0,3.0,107.0,521.0,6.0,10.0,310.0,47.0,13.0,19.0,1.0,11.0,10.0,,149.0,3.0,309.0,,,9.0,11.0,69.0,1.0,608.0,1.0,0.0,16.0,23.0,1.0,16.0,0.0,783.0,,17.0,13.0,2.0,18.0,0.0
803294,14,2015-11-28 15:00:00,11,Everton,Away,171.0,15.0,2.0,3.0,1.0,2.0,,141.0,3.0,1.0,10.0,9.0,3.0,35.0,309.0,,,15.0,13.0,11.0,6.0,1.0,,1.0,,,,,,,,,9.0,,,,,,,4.0,13.0,6.0,,,64.0,72.0,2.0,2.0,,3.0,22.0,4.0,9.0,1.0,,5.0,3.0,6.0,1.0,13.0,2.0,50.0,54.0,3.0,14.0,4.0,,2.0,59.0,6.0,6.0,1.0,,,,,166.0,3.0,1.0,2.0,2.0,1.0,,10.0,2.0,2.0,,4.0,,19.0,19.0,5.0,10.0,88.0,91.0,41.0,10.0,1.0,1.0,9.0,6.0,384.0,5.0,4.0,,59.0,42.0,25.0,,,,,162.0,149.0,4.0,33.0,21.0,42.7,,,22.0,0.0,89.0,4.0,3.0,6.0,,,1.0,1.0,,3.0,60.0,297.0,16.0,11.0,191.0,39.0,27.0,22.0,4.0,13.0,9.0,1.0,105.0,7.0,229.0,2.0,1.0,32.0,3.0,88.0,,407.0,,0.0,11.0,24.0,2.0,16.0,0.0,625.0,,14.0,13.0,5.0,17.0,0.0
803304,15,2015-12-07 20:00:00,11,Everton,Home,145.0,16.0,2.0,6.0,4.0,,,301.0,2.0,,12.0,2.0,6.0,28.0,440.0,,2.0,16.0,14.0,5.0,12.0,,,,,,,,,,,,17.0,,,1.0,1.0,,,2.0,9.0,5.0,,,62.0,57.0,1.0,,1.0,2.0,18.0,7.0,13.0,,,13.0,20.0,6.0,,16.0,3.0,56.0,53.0,2.0,20.0,12.0,,1.0,77.0,4.0,11.0,1.0,,1.0,1.0,,172.0,1.0,,,1.0,,,8.0,1.0,1.0,,14.0,3.0,12.0,12.0,2.0,12.0,156.0,63.0,50.0,6.0,,6.0,7.0,4.0,502.0,1.0,3.0,,52.0,94.0,56.0,,,,,164.0,160.0,4.0,26.0,14.0,62.0,2.0,,18.0,0.0,137.0,3.0,1.0,4.0,,,,8.0,1.0,1.0,174.0,422.0,8.0,13.0,166.0,29.0,24.0,23.0,11.0,38.0,27.0,,227.0,2.0,399.0,1.0,,9.0,6.0,50.0,,527.0,,0.0,19.0,24.0,2.0,18.0,1.0,762.0,,11.0,14.0,13.0,18.0,0.0
803314,16,2015-12-12 12:45:00,11,Everton,Away,226.0,15.0,2.0,6.0,4.0,,,257.0,3.0,,9.0,5.0,14.0,35.0,477.0,,2.0,23.0,8.0,14.0,7.0,1.0,,1.0,,,,,,,,1.0,13.0,,,,,1.0,,5.0,5.0,4.0,,,99.0,64.0,3.0,3.0,1.0,6.0,17.0,2.0,,1.0,,4.0,7.0,5.0,,9.0,,32.0,43.0,6.0,20.0,9.0,,1.0,77.0,6.0,9.0,1.0,,1.0,1.0,,205.0,1.0,,1.0,,1.0,,10.0,,1.0,,9.0,1.0,8.0,8.0,,9.0,140.0,91.0,56.0,5.0,,5.0,4.0,3.0,552.0,3.0,3.0,,47.0,97.0,26.0,,,,,152.0,149.0,1.0,25.0,29.0,58.7,1.0,,17.0,0.0,129.0,1.0,,,,1.0,1.0,10.0,,2.0,107.0,468.0,6.0,9.0,251.0,31.0,23.0,18.0,4.0,17.0,13.0,1.0,154.0,2.0,339.0,1.0,,21.0,15.0,73.0,1.0,573.0,,0.0,15.0,11.0,2.0,26.0,0.0,761.0,,17.0,9.0,4.0,7.0,0.0
803325,17,2015-12-19 15:00:00,11,Everton,Home,238.0,21.0,2.0,7.0,5.0,2.0,,185.0,10.0,,7.0,5.0,8.0,54.0,416.0,,1.0,24.0,19.0,24.0,6.0,2.0,,,1.0,,,1.0,,,,,9.0,,,,,,2.0,5.0,7.0,3.0,,,65.0,61.0,1.0,2.0,1.0,,13.0,3.0,8.0,,1.0,10.0,13.0,10.0,,19.0,1.0,63.0,69.0,,19.0,10.0,,1.0,87.0,6.0,13.0,1.0,,2.0,1.0,1.0,207.0,1.0,,1.0,1.0,,,11.0,2.0,,,10.0,,8.0,8.0,1.0,7.0,140.0,93.0,54.0,2.0,,4.0,5.0,5.0,507.0,,2.0,,57.0,93.0,41.0,2.0,2.0,2.0,,198.0,196.0,4.0,23.0,26.0,67.4,,,13.0,0.0,126.0,1.0,1.0,2.0,,2.0,,5.0,,2.0,92.0,389.0,6.0,9.0,261.0,42.0,21.0,31.0,8.0,32.0,24.0,,156.0,10.0,309.0,,1.0,31.0,9.0,98.0,2.0,538.0,,0.0,13.0,13.0,2.0,27.0,2.0,754.0,,12.0,20.0,10.0,11.0,0.0
803334,18,2015-12-26 17:30:00,11,Everton,Away,172.0,20.0,2.0,9.0,7.0,3.0,1.0,293.0,6.0,,8.0,5.0,9.0,29.0,456.0,,,11.0,12.0,17.0,12.0,1.0,,,1.0,,,2.0,,,,,15.0,,,,,,,6.0,7.0,3.0,,,70.0,60.0,1.0,2.0,,3.0,18.0,8.0,8.0,,2.0,7.0,15.0,7.0,,15.0,1.0,55.0,72.0,3.0,12.0,7.0,,,77.0,12.0,16.0,,,7.0,3.0,2.0,163.0,,,,,,,8.0,,4.0,,9.0,,15.0,15.0,,9.0,145.0,72.0,50.0,3.0,1.0,2.0,11.0,7.0,497.0,3.0,4.0,,59.0,89.0,35.0,,,,,129.0,125.0,5.0,25.0,20.0,59.1,,,18.0,0.0,139.0,1.0,,1.0,,,,5.0,,3.0,141.0,440.0,14.0,13.0,176.0,29.0,16.0,30.0,7.0,32.0,25.0,,180.0,5.0,373.0,5.0,,12.0,10.0,46.0,3.0,517.0,1.0,0.0,20.0,18.0,,11.0,2.0,751.0,,10.0,22.0,7.0,15.0,0.0
803349,19,2015-12-28 15:00:00,11,Everton,Home,172.0,14.0,1.0,2.0,1.0,,,239.0,2.0,3.0,6.0,3.0,11.0,30.0,409.0,,2.0,19.0,8.0,5.0,9.0,1.0,,,,,,,,,,,14.0,,,,,,,4.0,6.0,2.0,,,70.0,54.0,3.0,,3.0,1.0,9.0,6.0,12.0,,,6.0,12.0,3.0,,12.0,,50.0,54.0,1.0,15.0,8.0,,,75.0,10.0,10.0,3.0,,2.0,2.0,,165.0,3.0,,3.0,3.0,,,4.0,3.0,1.0,,8.0,,16.0,16.0,2.0,6.0,114.0,80.0,61.0,2.0,,4.0,9.0,3.0,457.0,2.0,2.0,,31.0,104.0,36.0,1.0,1.0,1.0,,131.0,129.0,2.0,27.0,19.0,51.3,,1.0,9.0,0.0,132.0,,1.0,1.0,,,,6.0,,2.0,123.0,389.0,6.0,13.0,183.0,28.0,17.0,29.0,6.0,23.0,17.0,,166.0,3.0,321.0,1.0,3.0,16.0,12.0,53.0,2.0,481.0,1.0,0.0,15.0,19.0,3.0,20.0,2.0,684.0,,10.0,20.0,6.0,17.0,0.0
803361,20,2016-01-03 16:00:00,11,Everton,Home,163.0,21.0,3.0,5.0,2.0,2.0,,152.0,6.0,,7.0,7.0,9.0,48.0,310.0,,1.0,15.0,7.0,14.0,7.0,1.0,,2.0,,,,,,,,,10.0,,,,,,,4.0,4.0,15.0,,,60.0,68.0,,,,2.0,21.0,5.0,6.0,,,4.0,5.0,6.0,,13.0,,37.0,62.0,2.0,28.0,16.0,,,63.0,8.0,11.0,1.0,,1.0,,,172.0,1.0,,1.0,1.0,,,11.0,1.0,,1.0,17.0,,23.0,23.0,3.0,7.0,86.0,73.0,40.0,4.0,,4.0,5.0,3.0,381.0,11.0,1.0,,44.0,53.0,28.0,,,,,147.0,142.0,4.0,31.0,22.0,40.8,,2.0,21.0,0.0,88.0,,3.0,3.0,,,2.0,4.0,,2.0,67.0,295.0,12.0,9.0,184.0,33.0,33.0,21.0,4.0,15.0,11.0,2.0,116.0,11.0,237.0,,,26.0,9.0,86.0,3.0,406.0,1.0,0.0,12.0,21.0,1.0,16.0,1.0,632.0,,13.0,16.0,4.0,16.0,0.0
803366,21,2016-01-13 19:45:00,11,Everton,Away,176.0,20.0,,2.0,2.0,,,237.0,10.0,1.0,7.0,4.0,12.0,36.0,411.0,,,7.0,9.0,6.0,6.0,,,,,,,,,,,,6.0,,,,,,,2.0,15.0,7.0,,,74.0,45.0,,,,13.0,19.0,2.0,18.0,,,5.0,5.0,3.0,,8.0,3.0,48.0,40.0,13.0,29.0,11.0,,1.0,55.0,6.0,5.0,,,1.0,,,146.0,,,,,,,14.0,,,1.0,13.0,,11.0,11.0,5.0,7.0,122.0,58.0,46.0,12.0,,3.0,3.0,2.0,445.0,10.0,1.0,,73.0,60.0,23.0,,,,,106.0,100.0,1.0,19.0,15.0,45.0,,1.0,19.0,0.0,126.0,5.0,,5.0,,,,3.0,,2.0,84.0,393.0,11.0,6.0,197.0,26.0,35.0,24.0,5.0,13.0,8.0,,108.0,2.0,284.0,,1.0,18.0,13.0,58.0,4.0,468.0,1.0,0.0,7.0,14.0,1.0,7.0,1.0,659.0,,11.0,16.0,5.0,6.0,0.0
803374,22,2016-01-16 15:00:00,11,Everton,Away,222.0,13.0,,3.0,3.0,1.0,,172.0,4.0,,6.0,12.0,5.0,44.0,391.0,,2.0,13.0,15.0,15.0,6.0,,,,,,,,,,,1.0,8.0,,,,1.0,,,1.0,8.0,6.0,,,76.0,70.0,3.0,2.0,1.0,5.0,15.0,2.0,13.0,,1.0,4.0,4.0,4.0,,12.0,1.0,58.0,59.0,5.0,30.0,18.0,1.0,,61.0,5.0,12.0,,,,,,177.0,2.0,,2.0,1.0,1.0,,6.0,1.0,3.0,1.0,18.0,1.0,15.0,15.0,,6.0,115.0,93.0,64.0,6.0,1.0,2.0,6.0,4.0,452.0,4.0,1.0,,55.0,42.0,16.0,,,,,140.0,136.0,2.0,39.0,18.0,45.1,1.0,,15.0,0.0,109.0,2.0,2.0,4.0,,,,3.0,,3.0,65.0,372.0,8.0,8.0,245.0,24.0,34.0,28.0,4.0,12.0,8.0,,106.0,5.0,244.0,3.0,1.0,33.0,7.0,76.0,1.0,477.0,,0.0,9.0,18.0,3.0,15.0,1.0,681.0,,11.0,14.0,4.0,16.0,0.0
803390,23,2016-01-24 13:30:00,11,Everton,Home,206.0,13.0,4.0,12.0,8.0,1.0,,297.0,3.0,1.0,10.0,3.0,6.0,44.0,491.0,,1.0,25.0,8.0,21.0,14.0,3.0,,,,,,1.0,,,,,14.0,,,,,1.0,,2.0,4.0,3.0,,,70.0,78.0,3.0,3.0,,3.0,25.0,7.0,6.0,,1.0,7.0,23.0,8.0,,10.0,1.0,33.0,60.0,3.0,10.0,3.0,1.0,1.0,83.0,5.0,12.0,,,3.0,2.0,1.0,204.0,,,,,,,6.0,,1.0,,4.0,1.0,17.0,17.0,,10.0,164.0,71.0,46.0,1.0,,9.0,8.0,2.0,574.0,1.0,1.0,,96.0,84.0,50.0,1.0,1.0,1.0,,164.0,163.0,8.0,25.0,34.0,59.7,1.0,,25.0,0.0,154.0,1.0,2.0,3.0,,1.0,,11.0,,3.0,167.0,479.0,6.0,18.0,222.0,30.0,11.0,16.0,7.0,40.0,33.0,,225.0,2.0,410.0,1.0,1.0,14.0,7.0,75.0,2.0,592.0,,0.0,20.0,16.0,2.0,25.0,0.0,810.0,,16.0,11.0,7.0,13.0,0.0
803401,24,2016-02-03 19:45:00,11,Everton,Home,178.0,19.0,1.0,2.0,1.0,5.0,,213.0,3.0,,2.0,11.0,8.0,46.0,389.0,1.0,,27.0,10.0,14.0,7.0,2.0,,,2.0,,1.0,3.0,,,,,11.0,2.0,,,,,1.0,3.0,3.0,4.0,,,76.0,62.0,1.0,1.0,2.0,4.0,22.0,3.0,11.0,,,3.0,10.0,,,12.0,,49.0,72.0,4.0,20.0,11.0,,1.0,80.0,8.0,15.0,,,8.0,2.0,3.0,178.0,1.0,,,1.0,,,6.0,1.0,2.0,1.0,12.0,2.0,15.0,15.0,1.0,2.0,97.0,76.0,41.0,3.0,3.0,3.0,7.0,7.0,462.0,1.0,,,55.0,72.0,24.0,,,,2.0,145.0,138.0,6.0,21.0,28.0,55.8,,1.0,22.0,0.0,129.0,2.0,1.0,3.0,,,,8.0,,1.0,115.0,378.0,9.0,10.0,192.0,37.0,27.0,22.0,3.0,15.0,12.0,,163.0,12.0,303.0,2.0,,29.0,9.0,80.0,,480.0,1.0,0.0,18.0,30.0,3.0,30.0,1.0,706.0,,10.0,13.0,3.0,19.0,0.0
803404,25,2016-02-06 15:00:00,11,Everton,Away,122.0,6.0,3.0,5.0,2.0,4.0,,122.0,9.0,1.0,3.0,6.0,7.0,27.0,239.0,1.0,1.0,19.0,8.0,17.0,8.0,2.0,,,,,,,,,,2.0,10.0,1.0,,,,,,2.0,8.0,4.0,,,57.0,65.0,5.0,5.0,2.0,7.0,21.0,5.0,14.0,,,4.0,6.0,2.0,1.0,7.0,,42.0,62.0,7.0,27.0,11.0,,,42.0,8.0,10.0,1.0,,3.0,2.0,,145.0,1.0,1.0,1.0,,1.0,,13.0,1.0,3.0,1.0,12.0,1.0,14.0,14.0,2.0,3.0,61.0,74.0,31.0,6.0,1.0,3.0,8.0,6.0,299.0,4.0,1.0,,41.0,42.0,22.0,,,,1.0,136.0,128.0,1.0,30.0,25.0,34.5,,,21.0,0.0,63.0,2.0,1.0,3.0,,,,3.0,1.0,3.0,46.0,220.0,12.0,12.0,144.0,15.0,35.0,17.0,3.0,13.0,10.0,,79.0,8.0,195.0,3.0,1.0,40.0,8.0,76.0,1.0,326.0,1.0,0.0,14.0,25.0,1.0,23.0,0.0,541.0,,14.0,11.0,4.0,14.0,0.0
803420,26,2016-02-13 15:00:00,11,Everton,Home,156.0,17.0,4.0,11.0,7.0,3.0,,412.0,4.0,,5.0,4.0,6.0,41.0,557.0,,,23.0,24.0,14.0,23.0,3.0,,,,,,,,,,,26.0,,,,,1.0,2.0,6.0,4.0,1.0,,,85.0,63.0,1.0,1.0,,1.0,20.0,15.0,6.0,,,14.0,21.0,16.0,,14.0,,56.0,54.0,1.0,15.0,6.0,,,101.0,10.0,11.0,,,5.0,4.0,,190.0,,,,,,,6.0,,,,7.0,2.0,12.0,12.0,1.0,6.0,181.0,62.0,40.0,1.0,,8.0,18.0,6.0,626.0,1.0,3.0,,87.0,116.0,72.0,,,,,171.0,169.0,11.0,16.0,29.0,75.9,1.0,,20.0,0.0,188.0,,,,,,,12.0,3.0,3.0,244.0,541.0,6.0,26.0,162.0,37.0,17.0,18.0,14.0,55.0,41.0,,307.0,7.0,537.0,,,12.0,6.0,61.0,1.0,644.0,1.0,0.0,33.0,14.0,,23.0,1.0,882.0,,16.0,15.0,14.0,9.0,0.0
803427,27,2016-04-20 20:00:00,11,Everton,Away,119.0,10.0,,,,2.0,,81.0,8.0,,2.0,8.0,7.0,27.0,200.0,,,13.0,12.0,9.0,2.0,,,1.0,,,,,,,,,3.0,,,,,,,7.0,18.0,19.0,,,43.0,54.0,,,,5.0,16.0,1.0,10.0,,,1.0,2.0,,,12.0,6.0,51.0,43.0,5.0,27.0,12.0,1.0,2.0,47.0,11.0,8.0,,,1.0,1.0,,127.0,,,,,,,18.0,,2.0,1.0,14.0,,17.0,17.0,1.0,2.0,68.0,73.0,26.0,9.0,,1.0,1.0,,274.0,10.0,1.0,,43.0,31.0,10.0,,,,,152.0,147.0,2.0,22.0,17.0,33.4,,,16.0,0.0,73.0,2.0,7.0,9.0,,1.0,1.0,2.0,,3.0,31.0,184.0,8.0,2.0,150.0,22.0,32.0,16.0,1.0,4.0,3.0,1.0,78.0,9.0,165.0,2.0,1.0,31.0,7.0,76.0,1.0,311.0,,1.0,3.0,17.0,,18.0,1.0,493.0,,6.0,9.0,1.0,13.0,0.0
803434,28,2016-03-01 19:45:00,11,Everton,Away,260.0,19.0,4.0,6.0,2.0,3.0,,189.0,3.0,1.0,5.0,11.0,11.0,44.0,443.0,,,14.0,15.0,12.0,7.0,,,,,,,,,,,,5.0,,,,,,,3.0,7.0,7.0,,,99.0,63.0,6.0,3.0,3.0,3.0,25.0,2.0,9.0,,,8.0,6.0,3.0,1.0,13.0,3.0,50.0,45.0,3.0,35.0,18.0,,,61.0,7.0,7.0,1.0,,1.0,1.0,,182.0,3.0,1.0,3.0,1.0,2.0,,9.0,1.0,1.0,,20.0,,10.0,10.0,5.0,5.0,128.0,90.0,51.0,9.0,1.0,1.0,9.0,7.0,517.0,5.0,,,46.0,75.0,23.0,,,,,149.0,140.0,1.0,33.0,20.0,53.2,,,25.0,0.0,129.0,1.0,3.0,4.0,,,,1.0,,3.0,83.0,430.0,16.0,10.0,293.0,28.0,44.0,12.0,7.0,17.0,10.0,,114.0,7.0,262.0,1.0,1.0,39.0,13.0,87.0,1.0,538.0,,0.0,10.0,20.0,1.0,16.0,1.0,750.0,,12.0,6.0,8.0,11.0,0.0
803451,29,2016-03-05 15:00:00,11,Everton,Home,131.0,11.0,2.0,3.0,1.0,,,146.0,6.0,1.0,1.0,12.0,1.0,39.0,274.0,,,12.0,12.0,8.0,5.0,1.0,,,,,1.0,1.0,,,,1.0,8.0,,1.0,,,,,8.0,10.0,7.0,,,45.0,52.0,1.0,2.0,1.0,2.0,16.0,5.0,7.0,,,9.0,13.0,3.0,,15.0,1.0,52.0,49.0,2.0,28.0,10.0,,,59.0,12.0,12.0,2.0,,2.0,,1.0,150.0,2.0,,1.0,2.0,,,12.0,2.0,2.0,,10.0,,15.0,15.0,3.0,2.0,86.0,71.0,41.0,6.0,,2.0,6.0,8.0,311.0,5.0,,,46.0,40.0,24.0,,,,1.0,135.0,130.0,,23.0,18.0,41.6,,2.0,16.0,0.0,62.0,2.0,,2.0,1.0,,,2.0,,3.0,65.0,255.0,6.0,8.0,147.0,26.0,33.0,19.0,8.0,24.0,16.0,,104.0,2.0,220.0,2.0,1.0,25.0,2.0,71.0,1.0,343.0,,1.0,15.0,19.0,2.0,13.0,2.0,550.0,,14.0,11.0,9.0,13.0,0.0
803454,30,2016-05-11 19:45:00,11,Everton,Away,207.0,23.0,3.0,5.0,2.0,3.0,1.0,291.0,7.0,,1.0,5.0,24.0,45.0,493.0,,,18.0,15.0,14.0,11.0,3.0,,,,,,,,,,,11.0,,,1.0,,,2.0,4.0,10.0,4.0,,,97.0,64.0,1.0,1.0,,2.0,22.0,6.0,4.0,1.0,,5.0,8.0,3.0,,8.0,2.0,37.0,54.0,2.0,19.0,11.0,2.0,,91.0,7.0,15.0,,,3.0,2.0,,192.0,,,,,,,7.0,,1.0,1.0,13.0,1.0,8.0,8.0,1.0,1.0,146.0,85.0,53.0,5.0,,5.0,9.0,6.0,567.0,4.0,1.0,,80.0,57.0,30.0,,,,,145.0,140.0,1.0,36.0,24.0,62.3,1.0,1.0,22.0,0.0,161.0,5.0,,4.0,,,,5.0,,2.0,119.0,464.0,9.0,14.0,233.0,44.0,24.0,11.0,4.0,17.0,13.0,,170.0,11.0,380.0,1.0,1.0,22.0,26.0,81.0,1.0,596.0,,0.0,17.0,19.0,2.0,20.0,0.0,774.0,,9.0,7.0,5.0,12.0,0.0
803462,31,2016-03-19 12:45:00,11,Everton,Home,199.0,16.0,2.0,5.0,3.0,3.0,,203.0,4.0,,7.0,4.0,4.0,35.0,397.0,,,25.0,13.0,11.0,3.0,2.0,,,,,,,,,,,4.0,,,,,1.0,,5.0,9.0,2.0,,,74.0,56.0,1.0,1.0,,,23.0,1.0,19.0,,,7.0,23.0,5.0,,15.0,,58.0,54.0,,10.0,4.0,,1.0,74.0,7.0,10.0,,,1.0,1.0,,175.0,,,,,,,6.0,,,1.0,4.0,1.0,17.0,17.0,3.0,7.0,123.0,82.0,47.0,5.0,,3.0,2.0,2.0,481.0,4.0,2.0,,61.0,77.0,42.0,,,,,176.0,172.0,,24.0,20.0,54.3,1.0,,23.0,0.0,134.0,1.0,,1.0,,,,5.0,,2.0,87.0,378.0,17.0,5.0,220.0,36.0,14.0,14.0,7.0,36.0,29.0,,142.0,5.0,322.0,,,26.0,4.0,81.0,1.0,506.0,,0.0,8.0,24.0,1.0,27.0,0.0,721.0,,7.0,9.0,7.0,19.0,0.0
803474,32,2016-04-03 16:00:00,11,Everton,Away,172.0,12.0,2.0,5.0,3.0,,1.0,158.0,5.0,,4.0,10.0,5.0,38.0,325.0,,,13.0,10.0,9.0,2.0,2.0,,,,,,1.0,,,,,2.0,,,1.0,,,1.0,1.0,5.0,5.0,,,75.0,67.0,1.0,1.0,,4.0,13.0,5.0,8.0,,,5.0,10.0,3.0,,8.0,,36.0,62.0,4.0,18.0,7.0,1.0,,73.0,6.0,14.0,,,4.0,2.0,1.0,164.0,,,,,,,6.0,,1.0,1.0,9.0,1.0,22.0,22.0,2.0,4.0,96.0,95.0,45.0,5.0,,1.0,3.0,1.0,405.0,5.0,2.0,,51.0,43.0,36.0,,,,,167.0,164.0,5.0,30.0,25.0,45.6,1.0,,13.0,0.0,93.0,1.0,,1.0,,1.0,,1.0,,2.0,71.0,306.0,8.0,4.0,190.0,29.0,21.0,14.0,5.0,20.0,15.0,,125.0,5.0,258.0,1.0,,41.0,5.0,87.0,3.0,428.0,,0.0,7.0,30.0,,21.0,0.0,642.0,,20.0,9.0,5.0,27.0,0.0
803485,33,2016-04-09 15:00:00,11,Everton,Away,199.0,16.0,1.0,5.0,4.0,4.0,1.0,164.0,4.0,1.0,8.0,6.0,12.0,38.0,358.0,,,17.0,28.0,19.0,6.0,1.0,,,,,1.0,1.0,1.0,,,,9.0,,,1.0,,,1.0,4.0,6.0,8.0,,,61.0,68.0,1.0,2.0,1.0,5.0,16.0,2.0,8.0,,,6.0,14.0,6.0,,10.0,3.0,62.0,52.0,5.0,21.0,16.0,,,93.0,10.0,12.0,,,2.0,2.0,1.0,180.0,,,,,,,6.0,1.0,,2.0,17.0,1.0,8.0,8.0,1.0,8.0,105.0,81.0,36.0,7.0,1.0,1.0,6.0,7.0,432.0,3.0,2.0,1.0,62.0,76.0,31.0,,,,,158.0,153.0,4.0,31.0,23.0,58.1,1.0,,16.0,0.0,109.0,,4.0,4.0,,,,3.0,1.0,3.0,84.0,341.0,10.0,7.0,217.0,32.0,26.0,17.0,5.0,27.0,22.0,,141.0,10.0,265.0,,1.0,37.0,13.0,90.0,3.0,455.0,,0.0,12.0,14.0,1.0,18.0,1.0,651.0,,9.0,8.0,6.0,13.0,0.0
