matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855275,11,2016-11-05 17:30:00,11,Everton,Away,185.0,13.0,1.0,2.0,1.0,5.0,,197.0,3.0,1.0,,6.0,20.0,29.0,380.0,,,14.0,8.0,18.0,,1.0,1.0,,,,,,,,,,,,,,,,10.0,15.0,6.0,1.0,,73.0,55.0,,,,1.0,13.0,,17.0,,,2.0,4.0,3.0,,17.0,4.0,67.0,49.0,1.0,25.0,13.0,,,56.0,16.0,4.0,,,1.0,,,143.0,,,,,,,4.0,,1.0,,13.0,,9.0,9.0,1.0,,125.0,67.0,41.0,4.0,,1.0,,,446.0,7.0,1.0,,48.0,79.0,12.0,,,,,,128.0,128.0,2.0,26.0,24.0,39.9,,,,,13.0,0.0,122.0,3.0,1.0,4.0,,,,1.0,,3.0,66.0,365.0,5.0,1.0,207.0,30.0,25.0,13.0,2.0,9.0,7.0,,108.0,15.0,265.0,1.0,1.0,24.0,24.0,60.0,1.0,463.0,,0.0,1.0,23.0,,15.0,3.0,620.0,4.0,9.0,4.0,2.0,20.0,0.0
855283,12,2016-11-19 15:00:00,11,Everton,Home,178.0,28.0,1.0,7.0,6.0,2.0,,215.0,3.0,,3.0,2.0,7.0,50.0,386.0,,1.0,30.0,9.0,23.0,7.0,1.0,1.0,,,,1.0,2.0,,,1.0,11.0,,,,,,,8.0,4.0,2.0,9.0,5.0,75.0,60.0,2.0,2.0,,2.0,15.0,2.0,3.0,,,10.0,23.0,11.0,1.0,10.0,2.0,40.0,60.0,2.0,16.0,7.0,,,88.0,13.0,12.0,,,4.0,1.0,2.0,197.0,,,,,,,7.0,1.0,,,7.0,,10.0,10.0,,3.0,110.0,91.0,52.0,3.0,,4.0,4.0,6.0,476.0,,2.0,,99.0,91.0,52.0,1.0,1.0,1.0,,,177.0,177.0,7.0,14.0,33.0,62.7,,,1.0,,15.0,0.0,118.0,1.0,1.0,2.0,,,,6.0,1.0,3.0,115.0,371.0,6.0,8.0,189.0,49.0,16.0,14.0,10.0,45.0,35.0,,192.0,7.0,356.0,,,17.0,8.0,86.0,1.0,500.0,,0.0,14.0,17.0,1.0,30.0,5.0,697.0,24.0,7.0,9.0,10.0,11.0,0.0
855299,13,2016-11-27 16:30:00,11,Everton,Away,112.0,18.0,,4.0,4.0,1.0,1.0,215.0,7.0,1.0,,7.0,9.0,32.0,323.0,2.0,1.0,22.0,19.0,23.0,11.0,1.0,1.0,,,1.0,,1.0,,,,10.0,,,,,,1.0,7.0,11.0,6.0,8.0,5.0,61.0,55.0,,,,3.0,19.0,1.0,13.0,1.0,,2.0,12.0,3.0,,14.0,4.0,68.0,67.0,3.0,29.0,8.0,,3.0,68.0,15.0,11.0,,1.0,3.0,1.0,1.0,160.0,,,,,,,12.0,,,,8.0,,16.0,16.0,4.0,,99.0,78.0,33.0,5.0,,10.0,2.0,1.0,391.0,4.0,1.0,,52.0,64.0,27.0,,,,,,150.0,150.0,4.0,27.0,19.0,47.1,,,,1.0,19.0,0.0,95.0,4.0,2.0,5.0,,,,11.0,,3.0,103.0,306.0,7.0,12.0,130.0,35.0,29.0,18.0,2.0,18.0,16.0,,144.0,6.0,303.0,,1.0,23.0,11.0,71.0,,415.0,2.0,0.0,13.0,23.0,1.0,31.0,2.0,634.0,18.0,11.0,10.0,2.0,16.0,0.0
855304,14,2016-12-04 16:00:00,11,Everton,Home,116.0,15.0,1.0,5.0,4.0,,3.0,147.0,3.0,1.0,5.0,12.0,5.0,29.0,258.0,,,21.0,26.0,22.0,6.0,2.0,,,,,,,,,,9.0,1.0,,,,,3.0,6.0,5.0,5.0,8.0,5.0,43.0,71.0,1.0,1.0,1.0,,19.0,3.0,12.0,,1.0,6.0,8.0,4.0,1.0,15.0,,74.0,62.0,,30.0,20.0,1.0,,85.0,13.0,11.0,,,3.0,3.0,,181.0,,,,,,,5.0,,,1.0,20.0,,18.0,18.0,1.0,5.0,80.0,86.0,35.0,3.0,,3.0,5.0,6.0,362.0,4.0,2.0,,51.0,67.0,32.0,,,,,1.0,181.0,181.0,4.0,30.0,30.0,45.5,,,1.0,,19.0,0.0,76.0,,1.0,1.0,,,,4.0,,3.0,77.0,247.0,9.0,8.0,140.0,34.0,30.0,20.0,6.0,21.0,15.0,,143.0,11.0,261.0,,2.0,42.0,7.0,79.0,3.0,380.0,,0.0,13.0,18.0,,24.0,2.0,596.0,15.0,11.0,11.0,6.0,15.0,0.0
855321,15,2016-12-10 12:30:00,11,Everton,Away,142.0,18.0,1.0,6.0,5.0,2.0,1.0,151.0,2.0,,5.0,6.0,5.0,27.0,287.0,,1.0,22.0,23.0,22.0,5.0,3.0,2.0,,,,1.0,1.0,,,,6.0,,,,,,1.0,7.0,10.0,1.0,8.0,3.0,59.0,66.0,2.0,,2.0,5.0,17.0,3.0,14.0,,,4.0,15.0,4.0,,12.0,3.0,65.0,64.0,5.0,30.0,16.0,,,58.0,16.0,11.0,2.0,,4.0,2.0,1.0,166.0,2.0,,2.0,1.0,1.0,,8.0,1.0,1.0,2.0,16.0,,12.0,12.0,1.0,5.0,88.0,87.0,38.0,2.0,,4.0,6.0,4.0,372.0,1.0,,,38.0,72.0,36.0,,,,,,169.0,169.0,5.0,28.0,22.0,52.7,,3.0,,,17.0,0.0,87.0,3.0,,3.0,,,,4.0,,3.0,76.0,272.0,6.0,10.0,171.0,40.0,30.0,13.0,3.0,24.0,21.0,,124.0,14.0,253.0,1.0,,31.0,7.0,70.0,3.0,400.0,1.0,0.0,11.0,22.0,1.0,25.0,2.0,609.0,25.0,16.0,9.0,4.0,11.0,0.0
855328,16,2016-12-13 19:45:00,11,Everton,Home,105.0,18.0,3.0,6.0,3.0,2.0,1.0,151.0,4.0,2.0,3.0,11.0,12.0,37.0,250.0,,,24.0,21.0,23.0,8.0,2.0,3.0,,,,,1.0,,,,8.0,,,,,,2.0,8.0,7.0,2.0,10.0,4.0,55.0,70.0,2.0,,2.0,,26.0,5.0,8.0,2.0,,8.0,13.0,5.0,2.0,15.0,,58.0,65.0,,29.0,14.0,,1.0,61.0,10.0,9.0,,,3.0,2.0,1.0,165.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,,,14.0,,9.0,9.0,2.0,3.0,67.0,76.0,35.0,3.0,,5.0,7.0,4.0,334.0,2.0,1.0,,44.0,83.0,34.0,,,,,,165.0,165.0,6.0,28.0,28.0,41.5,,,3.0,,26.0,0.0,71.0,2.0,,,1.0,,,5.0,,3.0,84.0,235.0,15.0,12.0,125.0,33.0,29.0,15.0,6.0,26.0,20.0,,140.0,12.0,259.0,,2.0,33.0,12.0,78.0,1.0,358.0,2.0,1.0,14.0,23.0,1.0,28.0,1.0,575.0,29.0,12.0,11.0,8.0,17.0,0.0
855334,17,2016-12-19 20:00:00,11,Everton,Home,69.0,13.0,1.0,3.0,2.0,7.0,,114.0,4.0,,3.0,14.0,6.0,36.0,180.0,,,19.0,19.0,31.0,2.0,2.0,1.0,,,,,1.0,,,,3.0,,,,,,1.0,8.0,9.0,2.0,3.0,3.0,38.0,66.0,1.0,1.0,,5.0,19.0,2.0,6.0,1.0,,1.0,8.0,5.0,,11.0,2.0,57.0,61.0,5.0,29.0,15.0,,,60.0,13.0,7.0,,,1.0,,1.0,152.0,,,,,,,8.0,,,,15.0,,19.0,19.0,1.0,4.0,41.0,81.0,41.0,6.0,,3.0,1.0,1.0,262.0,3.0,,,32.0,72.0,17.0,,,,,,160.0,160.0,5.0,29.0,23.0,32.3,,,,1.0,19.0,0.0,54.0,3.0,,2.0,,,,3.0,,3.0,50.0,166.0,12.0,4.0,93.0,23.0,29.0,17.0,1.0,14.0,13.0,,100.0,24.0,206.0,,,40.0,9.0,75.0,1.0,285.0,,0.0,6.0,16.0,,23.0,3.0,488.0,8.0,18.0,8.0,1.0,13.0,0.0
855346,18,2016-12-26 15:00:00,11,Everton,Away,207.0,15.0,2.0,3.0,1.0,,,203.0,3.0,2.0,5.0,13.0,10.0,35.0,407.0,,,18.0,21.0,32.0,6.0,,1.0,,,,,,,,,7.0,,,,,,,4.0,1.0,6.0,5.0,3.0,87.0,66.0,1.0,1.0,1.0,3.0,12.0,,10.0,,,4.0,6.0,8.0,,11.0,1.0,57.0,66.0,3.0,35.0,23.0,,,74.0,7.0,13.0,2.0,,,,,200.0,1.0,,,1.0,,,5.0,2.0,5.0,,23.0,,12.0,12.0,,5.0,129.0,111.0,42.0,3.0,,5.0,2.0,3.0,518.0,2.0,1.0,,75.0,112.0,18.0,,,,,,196.0,196.0,2.0,28.0,23.0,58.0,,,,,12.0,0.0,133.0,1.0,1.0,2.0,,1.0,,5.0,,3.0,105.0,392.0,8.0,7.0,241.0,39.0,35.0,17.0,4.0,18.0,14.0,,164.0,5.0,326.0,5.0,2.0,52.0,10.0,106.0,3.0,549.0,,0.0,8.0,14.0,,24.0,0.0,744.0,15.0,10.0,9.0,4.0,10.0,0.0
855355,19,2016-12-30 20:00:00,11,Everton,Away,172.0,12.0,1.0,5.0,4.0,3.0,,258.0,1.0,,3.0,8.0,17.0,32.0,425.0,,1.0,13.0,23.0,19.0,17.0,,,,,,,,,1.0,,20.0,,,,,1.0,,6.0,8.0,5.0,12.0,8.0,65.0,66.0,1.0,1.0,,3.0,15.0,6.0,10.0,,1.0,5.0,16.0,5.0,,11.0,1.0,67.0,65.0,3.0,35.0,21.0,,,55.0,13.0,10.0,,,2.0,1.0,,176.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,21.0,3.0,13.0,13.0,2.0,3.0,147.0,82.0,45.0,5.0,1.0,6.0,12.0,7.0,503.0,4.0,,,62.0,82.0,38.0,,,,,,153.0,153.0,3.0,24.0,33.0,56.6,1.0,,1.0,2.0,15.0,0.0,137.0,2.0,,2.0,,,,7.0,,3.0,111.0,407.0,8.0,18.0,195.0,28.0,35.0,24.0,5.0,27.0,22.0,,148.0,11.0,357.0,1.0,,18.0,18.0,57.0,,525.0,,0.0,20.0,23.0,1.0,15.0,2.0,738.0,36.0,7.0,13.0,5.0,19.0,0.0
855364,20,2017-01-02 15:00:00,11,Everton,Home,141.0,10.0,2.0,3.0,1.0,4.0,,229.0,4.0,,1.0,13.0,8.0,37.0,367.0,1.0,1.0,19.0,14.0,20.0,10.0,1.0,4.0,1.0,,,,,,,,12.0,1.0,,,,,,4.0,7.0,5.0,10.0,7.0,64.0,59.0,2.0,1.0,2.0,5.0,20.0,6.0,8.0,,,10.0,10.0,3.0,1.0,16.0,2.0,51.0,67.0,5.0,31.0,18.0,,,69.0,5.0,14.0,1.0,,1.0,,,193.0,2.0,,1.0,2.0,,,8.0,2.0,,,18.0,,12.0,12.0,,1.0,128.0,92.0,41.0,8.0,,5.0,8.0,6.0,460.0,3.0,4.0,,53.0,98.0,34.0,,,,,1.0,184.0,184.0,6.0,27.0,25.0,54.0,,,,2.0,20.0,0.0,102.0,2.0,1.0,3.0,,,1.0,5.0,,3.0,117.0,349.0,10.0,13.0,167.0,23.0,31.0,19.0,7.0,20.0,13.0,1.0,171.0,12.0,340.0,,,50.0,11.0,91.0,4.0,487.0,1.0,0.0,17.0,23.0,1.0,23.0,0.0,715.0,30.0,11.0,11.0,10.0,14.0,0.0
