matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561999,11,2025-11-08 15:00:00,11,Everton,Home,152.0,6.0,3.0,6.0,3.0,1.0,,196.0,3.0,,2.0,1.0,10.0,16.0,342.0,,,14.0,12.0,17.0,7.0,1.0,5.0,,0.0,1.0,1.0,3.0,,,,,,3.0,0.0,1.0,,,,4.0,5.0,3.0,6.0,8.0,71.0,40.0,4.0,2.0,2.0,1.0,12.0,4.0,9.0,,,7.0,8.0,5.0,1.0,4.0,2.0,49.0,50.0,1.0,23.0,11.0,,,1.21879,1.4392,0.1361,1.4565,0.9135,53.0,11.0,13.0,,,6.0,2.0,3.0,142.0,2.0,1.0,1.0,1.0,1.0,,4.0,0.0,,,11.0,1.0,4.0,4.0,,0.0,2.0,96.0,52.0,31.0,5.0,1.0,4.0,6.0,5.0,389.0,2.0,,0.0,57.0,72.0,33.0,,,,,,125.0,125.0,5.0,17.0,14.0,50.1,1.0,,,,21.0,0.0,97.0,4.0,,4.0,,1.0,,5.0,1.0,0.0,3.0,117.0,328.0,12.0,10.0,166.0,17.0,23.0,19.0,7.0,22.0,15.0,107035.23,,155.0,4.0,262.0,,,15.0,12.0,40.0,5.0,406.0,1.0,0.0,14.0,15.0,1.0,22.0,2.0,603.0,26.0,15.0,0.0,6.0,7.0,10.0,0.0
2562012,12,2025-11-24 20:00:00,11,Everton,Away,83.0,7.0,,1.0,1.0,4.0,1.0,108.0,12.0,2.0,1.0,2.0,5.0,26.0,190.0,,,6.0,19.0,28.0,2.0,,,,0.0,,,,,,,,,2.0,0.0,,,,,3.0,17.0,8.0,2.0,1.0,36.0,48.0,,,,3.0,13.0,1.0,4.0,,,1.0,3.0,3.0,0.0,9.0,4.0,45.0,49.0,3.0,46.0,19.0,,2.0,0.174009,0.2126,,0.4176,1.8465,45.0,9.0,11.0,,,2.0,2.0,,124.0,1.0,,1.0,1.0,,,20.0,1.0,,1.0,19.0,,11.0,11.0,4.0,0.0,1.0,62.0,54.0,24.0,9.0,1.0,1.0,2.0,1.0,244.0,6.0,,0.0,45.0,38.0,18.0,,,,,,141.0,141.0,4.0,22.0,14.0,30.1,,,,2.0,20.0,0.0,59.0,3.0,3.0,6.0,,1.0,,1.0,,0.0,5.0,54.0,170.0,13.0,3.0,107.0,19.0,46.0,9.0,1.0,9.0,8.0,104067.62,,93.0,15.0,183.0,,2.0,23.0,5.0,65.0,2.0,281.0,,1.0,3.0,6.0,,18.0,0.0,470.0,10.0,14.0,0.0,4.0,1.0,3.0,0.0
2562019,13,2025-11-29 17:30:00,11,Everton,Home,166.0,18.0,1.0,5.0,4.0,3.0,,297.0,3.0,,4.0,2.0,9.0,30.0,458.0,,1.0,11.0,18.0,17.0,5.0,1.0,3.0,,0.0,,,,,,,,,7.0,0.0,1.0,,,,,10.0,3.0,7.0,3.0,90.0,46.0,1.0,,1.0,1.0,9.0,2.0,5.0,1.0,1.0,8.0,11.0,8.0,0.0,8.0,1.0,41.0,46.0,1.0,19.0,9.0,2.0,,1.22008,0.9897,,0.8892,2.7675,77.0,4.0,6.0,1.0,,,,,144.0,1.0,,1.0,1.0,,,3.0,1.0,,2.0,9.0,1.0,9.0,9.0,1.0,0.0,4.0,146.0,59.0,40.0,7.0,1.0,3.0,4.0,2.0,504.0,5.0,1.0,0.0,98.0,83.0,36.0,,,,,,119.0,119.0,5.0,19.0,18.0,48.8,1.0,,,1.0,18.0,0.0,140.0,3.0,1.0,3.0,,,,6.0,,0.0,4.0,140.0,443.0,9.0,7.0,180.0,31.0,19.0,12.0,6.0,25.0,19.0,112487.22,,175.0,5.0,365.0,,,10.0,9.0,51.0,,520.0,,0.0,10.0,19.0,1.0,14.0,0.0,695.0,31.0,17.0,0.0,4.0,8.0,12.0,0.0
2562025,14,2025-12-02 19:30:00,11,Everton,Away,114.0,12.0,1.0,2.0,2.0,3.0,,169.0,2.0,,4.0,6.0,5.0,18.0,281.0,1.0,,16.0,20.0,24.0,8.0,1.0,2.0,1.0,0.0,,,,,,,,1.0,6.0,0.0,,1.0,,1.0,5.0,5.0,,9.0,4.0,55.0,49.0,1.0,2.0,,,6.0,5.0,8.0,,,6.0,11.0,7.0,0.0,6.0,1.0,56.0,58.0,,24.0,9.0,,1.0,0.575146,1.4396,,0.6677,0.5009,61.0,14.0,14.0,,1.0,2.0,2.0,,138.0,1.0,,,1.0,,1.0,5.0,1.0,,1.0,9.0,2.0,4.0,4.0,1.0,0.0,4.0,93.0,65.0,34.0,1.0,1.0,3.0,7.0,3.0,359.0,2.0,,0.0,55.0,55.0,42.0,,,,,,162.0,162.0,3.0,22.0,18.0,45.1,1.0,,,,19.0,0.0,92.0,2.0,,2.0,,3.0,1.0,5.0,,0.0,2.0,100.0,273.0,6.0,10.0,136.0,23.0,24.0,11.0,6.0,26.0,20.0,110089.81,2.0,161.0,10.0,268.0,,,28.0,7.0,53.0,1.0,378.0,3.0,0.0,13.0,18.0,2.0,25.0,3.0,573.0,33.0,16.0,0.0,2.0,6.0,11.0,0.0
2562038,15,2025-12-06 15:00:00,11,Everton,Home,117.0,5.0,,3.0,3.0,1.0,,124.0,3.0,,3.0,3.0,10.0,15.0,238.0,,,12.0,24.0,21.0,6.0,,2.0,1.0,0.0,,,1.0,,,,,1.0,7.0,0.0,,1.0,,1.0,10.0,6.0,1.0,7.0,4.0,63.0,51.0,1.0,,1.0,3.0,10.0,4.0,8.0,1.0,,6.0,7.0,5.0,0.0,13.0,1.0,72.0,53.0,3.0,42.0,22.0,,2.0,0.81281,1.1159,0.0469,1.7994,0.4438,56.0,17.0,14.0,1.0,,2.0,1.0,1.0,119.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,22.0,1.0,11.0,11.0,2.0,0.0,3.0,70.0,60.0,22.0,3.0,1.0,2.0,6.0,5.0,286.0,3.0,,0.0,57.0,42.0,27.0,,,,,,143.0,143.0,4.0,18.0,23.0,41.3,1.0,,,1.0,20.0,0.0,54.0,3.0,1.0,2.0,,1.0,1.0,2.0,,0.0,3.0,66.0,228.0,10.0,8.0,126.0,17.0,42.0,14.0,5.0,18.0,13.0,103496.39,2.0,108.0,4.0,198.0,1.0,,24.0,11.0,47.0,3.0,306.0,,0.0,11.0,15.0,,21.0,4.0,526.0,27.0,24.0,0.0,3.0,6.0,11.0,0.0
2562048,16,2025-12-13 15:00:00,11,Everton,Away,152.0,14.0,1.0,5.0,4.0,1.0,1.0,159.0,8.0,1.0,8.0,3.0,9.0,25.0,306.0,,,15.0,12.0,14.0,8.0,2.0,2.0,,0.0,,,,,,,,,8.0,0.0,,,1.0,1.0,7.0,11.0,6.0,9.0,2.0,62.0,45.0,2.0,3.0,,,10.0,4.0,7.0,,,7.0,10.0,6.0,0.0,8.0,1.0,45.0,55.0,,12.0,8.0,,1.0,0.537743,1.0311,,0.7303,1.2123,58.0,11.0,13.0,,,2.0,2.0,,137.0,,,,,,,10.0,0.0,1.0,,8.0,1.0,8.0,8.0,1.0,0.0,8.0,87.0,53.0,31.0,4.0,0.0,5.0,5.0,2.0,347.0,3.0,1.0,0.0,50.0,71.0,26.0,,,,,,130.0,130.0,5.0,15.0,16.0,42.3,1.0,,,1.0,22.0,0.0,87.0,1.0,2.0,3.0,,,,5.0,,0.0,4.0,86.0,286.0,10.0,10.0,180.0,25.0,12.0,13.0,5.0,23.0,18.0,107543.33,,117.0,2.0,216.0,2.0,1.0,12.0,10.0,51.0,1.0,373.0,,0.0,11.0,22.0,1.0,21.0,0.0,578.0,23.0,22.0,0.0,6.0,7.0,8.0,0.0
2562058,17,2025-12-20 20:00:00,11,Everton,Home,156.0,10.0,,2.0,2.0,,1.0,96.0,5.0,,5.0,8.0,8.0,19.0,250.0,,,13.0,21.0,22.0,2.0,1.0,,,0.0,,,,,,,,,2.0,0.0,,,,2.0,3.0,12.0,1.0,4.0,1.0,61.0,51.0,,,,1.0,9.0,2.0,9.0,1.0,,2.0,3.0,6.0,0.0,8.0,,47.0,57.0,1.0,23.0,12.0,,,0.146252,0.2038,,,0.8501,56.0,4.0,5.0,,,,3.0,,125.0,,,,,,,9.0,0.0,,1.0,12.0,,8.0,8.0,1.0,0.0,5.0,87.0,59.0,19.0,3.0,0.0,2.0,1.0,1.0,324.0,3.0,4.0,0.0,31.0,40.0,27.0,1.0,1.0,1.0,,,135.0,135.0,6.0,19.0,20.0,34.6,,,,1.0,13.0,0.0,66.0,1.0,,,,1.0,,2.0,,0.0,3.0,43.0,240.0,9.0,3.0,177.0,29.0,23.0,10.0,2.0,14.0,12.0,117474.0,,92.0,2.0,176.0,,,28.0,12.0,61.0,,339.0,,0.0,5.0,26.0,3.0,19.0,2.0,519.0,13.0,10.0,0.0,4.0,2.0,13.0,0.0
2562067,18,2025-12-27 15:00:00,11,Everton,Away,138.0,14.0,,2.0,2.0,,,171.0,6.0,,2.0,10.0,6.0,22.0,307.0,,,7.0,32.0,31.0,10.0,,4.0,,0.0,,,,,,,1.0,,11.0,0.0,,,,,3.0,9.0,7.0,10.0,5.0,67.0,47.0,1.0,1.0,,,9.0,3.0,7.0,,,5.0,5.0,7.0,0.0,4.0,,69.0,69.0,,48.0,31.0,,1.0,0.822512,0.8485,,1.5358,,64.0,8.0,8.0,,,1.0,1.0,,136.0,,,,,,,10.0,0.0,,,31.0,,11.0,11.0,1.0,0.0,2.0,103.0,72.0,32.0,6.0,0.0,3.0,7.0,6.0,372.0,7.0,1.0,0.0,52.0,54.0,26.0,,,,,,159.0,159.0,3.0,25.0,15.0,45.9,,,,1.0,16.0,0.0,88.0,,,,,1.0,,6.0,,0.0,3.0,79.0,292.0,9.0,10.0,157.0,36.0,48.0,24.0,5.0,18.0,13.0,112385.31,,117.0,6.0,255.0,,,33.0,6.0,64.0,3.0,394.0,,0.0,15.0,25.0,,12.0,2.0,627.0,24.0,25.0,0.0,6.0,5.0,14.0,0.0
2562082,19,2025-12-30 19:30:00,11,Everton,Away,135.0,12.0,,2.0,2.0,3.0,,90.0,8.0,,5.0,11.0,3.0,26.0,223.0,,2.0,6.0,13.0,25.0,6.0,,2.0,2.0,0.0,,,,,,,,,8.0,0.0,,,,1.0,4.0,12.0,9.0,7.0,4.0,49.0,57.0,3.0,1.0,2.0,3.0,7.0,4.0,16.0,,,2.0,4.0,2.0,0.0,13.0,1.0,58.0,63.0,3.0,53.0,32.0,,,0.920168,1.2575,,0.8576,0.9432,46.0,9.0,8.0,1.0,,,,,125.0,2.0,,2.0,2.0,,1.0,13.0,2.0,2.0,1.0,32.0,,9.0,9.0,1.0,0.0,6.0,80.0,73.0,34.0,9.0,1.0,2.0,6.0,3.0,268.0,7.0,1.0,0.0,37.0,33.0,15.0,,,,,,134.0,134.0,1.0,29.0,13.0,30.3,,,,,15.0,0.0,47.0,2.0,4.0,6.0,,1.0,2.0,4.0,,0.0,2.0,56.0,201.0,7.0,8.0,158.0,23.0,53.0,15.0,1.0,7.0,6.0,116959.24,3.0,80.0,7.0,150.0,2.0,,36.0,6.0,68.0,,301.0,,0.0,11.0,23.0,2.0,14.0,0.0,526.0,18.0,20.0,0.0,7.0,2.0,11.0,0.0
2562088,20,2026-01-04 15:00:00,11,Everton,Home,126.0,13.0,1.0,10.0,9.0,1.0,,170.0,6.0,3.0,5.0,7.0,1.0,24.0,286.0,1.0,,11.0,24.0,29.0,10.0,1.0,1.0,1.0,0.0,,,,,,,,,10.0,0.0,,,,1.0,2.0,9.0,2.0,11.0,3.0,62.0,57.0,1.0,1.0,1.0,,9.0,5.0,6.0,,,4.0,13.0,9.0,0.0,11.0,,54.0,73.0,,22.0,13.0,1.0,1.0,0.909048,0.8898,,1.1633,3.0962,53.0,9.0,8.0,1.0,,1.0,1.0,,143.0,2.0,,2.0,1.0,1.0,,6.0,1.0,,,13.0,,7.0,7.0,1.0,0.0,5.0,92.0,69.0,43.0,5.0,0.0,2.0,11.0,6.0,341.0,2.0,1.0,0.0,74.0,51.0,35.0,,,,,,146.0,146.0,10.0,19.0,20.0,45.4,,,,,19.0,0.0,67.0,3.0,,3.0,,,1.0,3.0,1.0,1.0,3.0,98.0,267.0,9.0,13.0,153.0,27.0,22.0,18.0,4.0,27.0,23.0,110142.79,1.0,135.0,7.0,238.0,,3.0,22.0,1.0,52.0,,364.0,1.0,0.0,14.0,24.0,1.0,21.0,0.0,584.0,31.0,24.0,0.0,13.0,4.0,15.0,0.0
2562100,21,2026-01-07 19:30:00,11,Everton,Home,146.0,10.0,,5.0,5.0,1.0,3.0,155.0,5.0,,3.0,2.0,7.0,12.0,296.0,,,10.0,24.0,31.0,8.0,1.0,2.0,,0.0,,,,,,,,,8.0,0.0,,,1.0,3.0,7.0,9.0,4.0,9.0,4.0,44.0,40.0,2.0,1.0,1.0,3.0,6.0,3.0,5.0,,1.0,2.0,8.0,6.0,1.0,8.0,2.0,57.0,69.0,3.0,42.0,30.0,,1.0,0.708394,0.8892,,0.9373,1.7081,43.0,13.0,14.0,,,4.0,4.0,,110.0,1.0,,,,1.0,,8.0,0.0,,,30.0,1.0,6.0,6.0,1.0,0.0,4.0,113.0,51.0,32.0,7.0,0.0,6.0,4.0,2.0,342.0,3.0,1.0,0.0,69.0,47.0,28.0,,,,,,113.0,113.0,3.0,14.0,17.0,45.4,1.0,2.0,,,17.0,0.0,97.0,2.0,1.0,3.0,1.0,1.0,,8.0,1.0,0.0,3.0,69.0,280.0,6.0,10.0,163.0,23.0,42.0,16.0,1.0,19.0,18.0,103561.49,,100.0,5.0,220.0,,,10.0,8.0,31.0,,364.0,1.0,2.0,13.0,17.0,1.0,12.0,1.0,559.0,30.0,11.0,0.0,8.0,2.0,8.0,0.0
2562105,22,2026-01-18 16:30:00,11,Everton,Away,132.0,11.0,2.0,2.0,,1.0,,97.0,6.0,,6.0,5.0,5.0,26.0,227.0,,,4.0,16.0,19.0,5.0,2.0,2.0,1.0,0.0,,,,,,,,,7.0,0.0,,1.0,,,7.0,12.0,6.0,5.0,4.0,52.0,55.0,,,1.0,1.0,7.0,4.0,5.0,,,4.0,3.0,,0.0,9.0,2.0,47.0,53.0,1.0,28.0,12.0,,,0.205333,0.506,,0.9835,0.9689,43.0,13.0,15.0,1.0,,2.0,2.0,,114.0,,,,,,,9.0,1.0,1.0,,12.0,1.0,13.0,13.0,2.0,0.0,6.0,68.0,53.0,26.0,6.0,0.0,2.0,5.0,3.0,263.0,6.0,,0.0,59.0,35.0,14.0,,,,,,110.0,110.0,5.0,20.0,22.0,37.1,1.0,,,2.0,15.0,0.0,58.0,2.0,3.0,5.0,,,1.0,2.0,2.0,0.0,1.0,53.0,209.0,7.0,7.0,149.0,20.0,28.0,7.0,2.0,7.0,5.0,108275.77,1.0,82.0,2.0,150.0,1.0,,16.0,8.0,52.0,4.0,292.0,2.0,0.0,9.0,17.0,2.0,12.0,2.0,475.0,16.0,14.0,0.0,2.0,4.0,10.0,0.0
2562120,23,2026-01-26 20:00:00,11,Everton,Home,155.0,15.0,1.0,3.0,3.0,1.0,,298.0,7.0,3.0,4.0,4.0,13.0,16.0,450.0,,2.0,21.0,23.0,31.0,6.0,1.0,1.0,1.0,0.0,,,,,,,,,8.0,0.0,1.0,,,,3.0,10.0,4.0,6.0,4.0,72.0,53.0,1.0,,1.0,,10.0,4.0,1.0,,,4.0,7.0,8.0,0.0,16.0,1.0,63.0,73.0,,32.0,23.0,,,1.05257,0.6962,,0.9973,0.7943,79.0,9.0,12.0,1.0,,1.0,1.0,,157.0,1.0,,1.0,1.0,,,8.0,1.0,,,23.0,1.0,6.0,6.0,,0.0,4.0,171.0,67.0,36.0,4.0,0.0,2.0,5.0,3.0,519.0,2.0,1.0,0.0,111.0,69.0,33.0,,,,,,170.0,170.0,4.0,25.0,18.0,58.1,1.0,,1.0,,22.0,0.0,142.0,2.0,1.0,3.0,,3.0,1.0,3.0,,0.0,4.0,134.0,431.0,10.0,7.0,177.0,28.0,32.0,25.0,4.0,20.0,16.0,113885.19,1.0,176.0,9.0,385.0,1.0,3.0,28.0,14.0,51.0,1.0,542.0,,0.0,10.0,20.0,5.0,25.0,0.0,779.0,25.0,24.0,0.0,10.0,4.0,15.0,0.0
2562126,24,2026-01-31 15:00:00,11,Everton,Away,175.0,22.0,1.0,3.0,2.0,4.0,,161.0,7.0,,1.0,9.0,4.0,35.0,333.0,,,16.0,14.0,25.0,3.0,1.0,1.0,,0.0,,,,,,,,,4.0,0.0,,,,1.0,7.0,9.0,2.0,7.0,,65.0,48.0,1.0,1.0,1.0,,7.0,1.0,4.0,,,2.0,6.0,5.0,0.0,13.0,,50.0,64.0,,20.0,12.0,,,0.576815,1.1985,,1.5463,0.9976,57.0,14.0,12.0,,,1.0,2.0,,160.0,,,,,,,9.0,1.0,,1.0,12.0,,7.0,7.0,1.0,0.0,1.0,98.0,73.0,44.0,5.0,0.0,2.0,2.0,4.0,398.0,4.0,2.0,0.0,60.0,59.0,21.0,,,,,,149.0,149.0,3.0,22.0,18.0,46.4,,,1.0,,17.0,0.0,100.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,5.0,78.0,312.0,7.0,4.0,200.0,37.0,20.0,11.0,2.0,15.0,13.0,110897.16,,120.0,10.0,238.0,,,27.0,4.0,67.0,,423.0,3.0,0.0,7.0,23.0,,22.0,2.0,608.0,26.0,19.0,0.0,4.0,2.0,14.0,0.0
2562139,25,2026-02-07 15:00:00,11,Everton,Away,166.0,12.0,3.0,6.0,3.0,1.0,1.0,174.0,6.0,,1.0,1.0,8.0,24.0,334.0,,,13.0,14.0,18.0,7.0,5.0,4.0,1.0,0.0,,1.0,1.0,1.0,,,1.0,,8.0,0.0,,1.0,,2.0,8.0,12.0,2.0,12.0,4.0,69.0,46.0,3.0,3.0,1.0,1.0,7.0,3.0,3.0,,,6.0,9.0,3.0,0.0,10.0,2.0,48.0,48.0,1.0,29.0,12.0,,1.0,1.28185,1.8812,0.0273,0.734,1.6746,49.0,12.0,11.0,,,4.0,3.0,1.0,125.0,1.0,,1.0,1.0,,,10.0,1.0,,1.0,12.0,1.0,8.0,8.0,1.0,0.0,1.0,98.0,65.0,40.0,6.0,1.0,8.0,5.0,3.0,372.0,2.0,1.0,1.0,80.0,45.0,37.0,,,,,,110.0,110.0,5.0,17.0,23.0,44.6,1.0,,3.0,1.0,10.0,0.0,100.0,3.0,,3.0,,,1.0,10.0,,0.0,4.0,76.0,321.0,7.0,13.0,174.0,28.0,29.0,14.0,6.0,21.0,15.0,105509.16,1.0,108.0,3.0,239.0,,,9.0,9.0,50.0,2.0,392.0,,0.0,16.0,15.0,,15.0,5.0,573.0,28.0,12.0,0.0,4.0,6.0,10.0,0.0
2562149,26,2026-02-10 19:30:00,11,Everton,Home,168.0,6.0,2.0,11.0,9.0,5.0,2.0,200.0,3.0,,3.0,11.0,13.0,22.0,357.0,,,15.0,20.0,28.0,5.0,2.0,4.0,,0.0,,1.0,1.0,,,,,,7.0,1.0,,,,2.0,7.0,5.0,6.0,14.0,2.0,82.0,48.0,1.0,2.0,1.0,1.0,13.0,5.0,3.0,,,7.0,11.0,3.0,0.0,9.0,1.0,55.0,58.0,1.0,20.0,9.0,,2.0,1.88523,2.9444,0.0274,2.4692,2.0616,67.0,14.0,15.0,,,6.0,3.0,1.0,169.0,,,,,,,4.0,0.0,1.0,,9.0,1.0,8.0,8.0,2.0,0.0,3.0,101.0,76.0,39.0,2.0,1.0,2.0,5.0,6.0,424.0,5.0,1.0,0.0,84.0,41.0,32.0,,,,,1.0,144.0,144.0,5.0,12.0,23.0,52.7,,3.0,,,16.0,0.0,91.0,1.0,1.0,2.0,,,,5.0,3.0,0.0,3.0,107.0,345.0,13.0,7.0,185.0,19.0,20.0,17.0,7.0,24.0,17.0,105904.99,,153.0,10.0,282.0,1.0,,30.0,13.0,52.0,1.0,443.0,,1.0,16.0,11.0,,20.0,1.0,645.0,37.0,17.0,0.0,5.0,7.0,6.0,0.0
2562159,27,2026-02-23 20:00:00,11,Everton,Home,115.0,15.0,2.0,5.0,3.0,2.0,1.0,206.0,6.0,3.0,4.0,2.0,4.0,21.0,316.0,,,18.0,16.0,27.0,7.0,1.0,4.0,1.0,0.0,,1.0,1.0,,,,,,7.0,0.0,,,,,2.0,6.0,5.0,5.0,7.0,69.0,62.0,,,,,10.0,6.0,5.0,1.0,,10.0,16.0,7.0,0.0,3.0,1.0,44.0,61.0,,13.0,7.0,,,0.551489,0.6346,0.0277,0.865,1.0958,57.0,12.0,7.0,,,3.0,2.0,1.0,151.0,,,,,,,7.0,0.0,,,7.0,,14.0,14.0,1.0,0.0,4.0,97.0,69.0,30.0,1.0,0.0,1.0,7.0,4.0,399.0,2.0,1.0,0.0,80.0,77.0,40.0,,,,,,158.0,158.0,3.0,21.0,29.0,47.8,,,,,24.0,0.0,96.0,2.0,,1.0,,,1.0,2.0,1.0,0.0,2.0,119.0,307.0,10.0,8.0,132.0,30.0,13.0,19.0,10.0,35.0,25.0,104425.45,1.0,165.0,8.0,316.0,,3.0,23.0,5.0,55.0,1.0,413.0,,0.0,12.0,18.0,1.0,22.0,2.0,609.0,16.0,13.0,0.0,10.0,10.0,8.0,0.0
2562173,28,2026-02-28 15:00:00,11,Everton,Away,114.0,13.0,1.0,2.0,1.0,,1.0,119.0,5.0,,3.0,6.0,12.0,18.0,231.0,,,8.0,16.0,26.0,6.0,,1.0,1.0,0.0,,,,,,,,1.0,8.0,0.0,1.0,,,,6.0,7.0,10.0,5.0,4.0,55.0,54.0,2.0,1.0,2.0,3.0,7.0,1.0,12.0,1.0,,2.0,1.0,,1.0,8.0,1.0,48.0,80.0,3.0,41.0,21.0,,,0.911953,2.1268,,2.8706,0.6783,47.0,7.0,15.0,1.0,,1.0,1.0,,138.0,2.0,1.0,2.0,1.0,1.0,,8.0,2.0,,,21.0,1.0,9.0,9.0,2.0,0.0,3.0,62.0,59.0,29.0,7.0,0.0,3.0,5.0,5.0,284.0,5.0,2.0,0.0,65.0,32.0,9.0,,,,,,125.0,125.0,1.0,25.0,23.0,33.9,1.0,,,,13.0,0.0,56.0,3.0,2.0,4.0,,1.0,1.0,3.0,,1.0,3.0,54.0,214.0,7.0,8.0,131.0,27.0,41.0,17.0,2.0,4.0,2.0,108284.67,1.0,89.0,2.0,184.0,,,23.0,13.0,51.0,4.0,311.0,,0.0,9.0,27.0,1.0,13.0,3.0,514.0,11.0,19.0,0.0,12.0,2.0,14.0,0.0
2562178,29,2026-03-03 19:30:00,11,Everton,Home,227.0,13.0,,3.0,3.0,1.0,2.0,285.0,4.0,,5.0,7.0,13.0,26.0,509.0,,1.0,20.0,12.0,10.0,3.0,3.0,3.0,,0.0,,,,,,,,1.0,5.0,0.0,1.0,,,5.0,4.0,3.0,2.0,9.0,5.0,90.0,51.0,2.0,,2.0,,6.0,4.0,1.0,,,6.0,7.0,5.0,1.0,9.0,1.0,39.0,49.0,,25.0,15.0,,,0.848394,1.3037,,1.2279,0.5364,67.0,10.0,12.0,,,2.0,3.0,,177.0,2.0,1.0,2.0,1.0,1.0,,5.0,1.0,,,15.0,1.0,10.0,10.0,1.0,0.0,5.0,159.0,69.0,48.0,3.0,1.0,2.0,6.0,5.0,563.0,,,0.0,134.0,64.0,34.0,,,,,,117.0,117.0,8.0,18.0,19.0,55.4,1.0,,,,12.0,0.0,155.0,1.0,1.0,2.0,,,,5.0,1.0,0.0,5.0,158.0,492.0,6.0,8.0,244.0,20.0,25.0,17.0,5.0,20.0,15.0,115227.58,,199.0,2.0,357.0,,,19.0,14.0,49.0,1.0,581.0,1.0,0.0,14.0,18.0,1.0,22.0,0.0,772.0,24.0,8.0,0.0,9.0,6.0,12.0,0.0
2562185,30,2026-03-14 17:30:00,11,Everton,Away,146.0,10.0,,2.0,2.0,1.0,1.0,94.0,7.0,,2.0,4.0,7.0,14.0,238.0,,,11.0,21.0,17.0,4.0,,3.0,,0.0,,,,,,,,,6.0,0.0,,1.0,,,4.0,12.0,13.0,5.0,4.0,55.0,39.0,,2.0,,4.0,10.0,4.0,7.0,1.0,,3.0,3.0,2.0,0.0,11.0,2.0,56.0,48.0,4.0,33.0,17.0,1.0,,0.132144,1.0548,,0.4285,2.2378,48.0,12.0,11.0,,,2.0,1.0,,136.0,,,,,,,12.0,0.0,,,17.0,1.0,16.0,16.0,3.0,0.0,2.0,73.0,69.0,30.0,8.0,0.0,1.0,3.0,3.0,295.0,9.0,3.0,0.0,61.0,26.0,19.0,,,,,,129.0,129.0,2.0,22.0,10.0,35.5,1.0,,,,15.0,0.0,57.0,3.0,2.0,4.0,,2.0,,2.0,2.0,0.0,4.0,46.0,226.0,10.0,4.0,174.0,26.0,33.0,10.0,3.0,9.0,6.0,109695.95,,85.0,4.0,156.0,,,28.0,10.0,53.0,1.0,321.0,,0.0,9.0,15.0,,18.0,0.0,521.0,15.0,12.0,0.0,5.0,3.0,8.0,0.0
