matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367640,11,2023-11-04 15:00:00,11,Everton,Home,56.0,9.0,2.0,4.0,2.0,2.0,,77.0,5.0,,3.0,7.0,3.0,27.0,129.0,,,13.0,15.0,17.0,1.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,6.0,,,,,,1.0,6.0,6.0,2.0,6.0,4.0,30.0,54.0,,,,1.0,6.0,2.0,9.0,,,3.0,5.0,5.0,1.0,3.0,1.0,43.0,43.0,1.0,24.0,12.0,,,50.0,15.0,5.0,,1.0,,1.0,111.0,,,,,,,8.0,1.0,1.0,,12.0,,6.0,6.0,,3.0,34.0,59.0,26.0,3.0,,1.0,3.0,4.0,180.0,1.0,,1.0,37.0,27.0,19.0,,,,,111.0,111.0,1.0,20.0,17.0,20.1,,2.0,,,11.0,0.0,33.0,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,,2.0,31.0,112.0,6.0,4.0,73.0,28.0,24.0,8.0,3.0,13.0,10.0,1.0,74.0,10.0,148.0,2.0,,21.0,4.0,61.0,,208.0,,0.0,10.0,16.0,,15.0,4.0,356.0,13.0,15.0,5.0,3.0,8.0,0.0
2367653,12,2023-11-11 15:00:00,11,Everton,Away,91.0,12.0,,5.0,5.0,,1.0,141.0,4.0,,3.0,6.0,2.0,23.0,227.0,,,21.0,24.0,14.0,4.0,,2.0,,,,,,,,,,,,6.0,,,,,1.0,,9.0,10.0,3.0,5.0,3.0,54.0,50.0,2.0,,3.0,4.0,8.0,1.0,13.0,,,2.0,14.0,3.0,1.0,12.0,3.0,72.0,49.0,4.0,36.0,17.0,1.0,,68.0,18.0,7.0,1.0,1.0,2.0,,126.0,2.0,,2.0,2.0,,,8.0,2.0,,,17.0,1.0,10.0,10.0,,3.0,66.0,62.0,25.0,9.0,,2.0,4.0,4.0,286.0,6.0,1.0,,51.0,67.0,27.0,1.0,1.0,1.0,,137.0,137.0,6.0,19.0,18.0,32.8,1.0,,,,14.0,0.0,64.0,2.0,,3.0,,2.0,,3.0,,1.0,3.0,78.0,212.0,8.0,6.0,105.0,24.0,36.0,11.0,2.0,21.0,19.0,,132.0,6.0,226.0,,,36.0,3.0,69.0,,310.0,,0.0,8.0,22.0,,23.0,4.0,524.0,20.0,18.0,6.0,2.0,13.0,0.0
2367660,13,2023-11-26 16:30:00,11,Everton,Home,158.0,25.0,2.0,5.0,3.0,1.0,,192.0,5.0,,5.0,5.0,5.0,24.0,345.0,,,20.0,22.0,17.0,14.0,2.0,5.0,,,,,,,,,,,,18.0,,,1.0,,,1.0,8.0,7.0,2.0,14.0,10.0,69.0,58.0,2.0,3.0,,,5.0,6.0,6.0,,,6.0,13.0,7.0,,13.0,1.0,59.0,42.0,,9.0,4.0,,,64.0,10.0,8.0,,1.0,1.0,,173.0,,,,,,,5.0,,,,4.0,1.0,14.0,14.0,1.0,5.0,97.0,76.0,45.0,5.0,,9.0,7.0,6.0,424.0,,1.0,,53.0,68.0,42.0,1.0,1.0,1.0,,160.0,160.0,11.0,17.0,24.0,50.6,1.0,,,,16.0,0.0,104.0,1.0,,1.0,,1.0,,12.0,,,4.0,88.0,332.0,5.0,16.0,177.0,59.0,9.0,10.0,6.0,27.0,21.0,,144.0,7.0,293.0,,,13.0,5.0,58.0,2.0,443.0,,0.0,24.0,15.0,,21.0,3.0,630.0,26.0,15.0,2.0,6.0,9.0,0.0
2367676,14,2023-12-02 17:30:00,11,Everton,Away,101.0,13.0,,,,3.0,,134.0,6.0,,,16.0,3.0,26.0,235.0,,,15.0,23.0,27.0,4.0,,1.0,,,,,,1.0,,,,,1.0,7.0,,,,,,3.0,7.0,9.0,4.0,5.0,7.0,53.0,74.0,1.0,1.0,,1.0,9.0,4.0,7.0,,,3.0,15.0,8.0,,17.0,1.0,64.0,60.0,1.0,31.0,22.0,,,61.0,14.0,15.0,,3.0,1.0,1.0,181.0,,,,,,,8.0,,,1.0,22.0,1.0,9.0,9.0,2.0,1.0,71.0,67.0,31.0,4.0,1.0,1.0,3.0,3.0,335.0,5.0,1.0,,50.0,55.0,43.0,,,,,199.0,199.0,3.0,31.0,37.0,38.4,,,,,23.0,0.0,54.0,1.0,1.0,2.0,,1.0,,5.0,,,1.0,77.0,218.0,9.0,4.0,133.0,27.0,31.0,7.0,3.0,27.0,24.0,,136.0,8.0,253.0,,,49.0,5.0,73.0,2.0,359.0,,0.0,12.0,16.0,,20.0,0.0,573.0,20.0,18.0,3.0,3.0,6.0,0.0
2367681,15,2023-12-07 19:30:00,11,Everton,Home,110.0,13.0,2.0,8.0,6.0,,,133.0,6.0,1.0,4.0,9.0,3.0,32.0,235.0,1.0,1.0,11.0,10.0,19.0,11.0,2.0,3.0,,,,,,,,,,,,17.0,,,,,,1.0,18.0,7.0,6.0,16.0,5.0,54.0,59.0,3.0,1.0,2.0,1.0,9.0,7.0,12.0,,,5.0,17.0,9.0,,7.0,,50.0,53.0,1.0,20.0,13.0,,1.0,58.0,18.0,8.0,,1.0,2.0,,127.0,2.0,,1.0,2.0,,,9.0,3.0,1.0,,13.0,,10.0,10.0,1.0,4.0,65.0,67.0,29.0,2.0,2.0,6.0,9.0,6.0,289.0,2.0,2.0,,40.0,51.0,42.0,,,,,130.0,130.0,10.0,18.0,20.0,38.5,,,,,16.0,0.0,67.0,2.0,1.0,3.0,,1.0,,8.0,1.0,1.0,2.0,73.0,219.0,9.0,15.0,121.0,27.0,20.0,8.0,5.0,33.0,28.0,,119.0,1.0,225.0,1.0,1.0,30.0,3.0,71.0,,313.0,1.0,0.0,21.0,22.0,1.0,12.0,3.0,517.0,49.0,14.0,5.0,5.0,13.0,0.0
2367691,16,2023-12-10 14:00:00,11,Everton,Home,88.0,15.0,,6.0,6.0,1.0,,84.0,5.0,1.0,,2.0,2.0,20.0,166.0,,1.0,14.0,17.0,15.0,4.0,,3.0,2.0,,,,,,,,,,1.0,6.0,,,,,,,12.0,7.0,9.0,6.0,3.0,39.0,61.0,1.0,1.0,1.0,1.0,5.0,2.0,12.0,,,4.0,8.0,8.0,,10.0,1.0,60.0,55.0,1.0,24.0,9.0,,,53.0,12.0,11.0,1.0,1.0,1.0,,128.0,,,,,,1.0,8.0,1.0,1.0,1.0,9.0,,14.0,14.0,1.0,,49.0,68.0,24.0,8.0,,,4.0,5.0,230.0,6.0,,,42.0,48.0,28.0,,,,,147.0,147.0,,32.0,19.0,27.9,,,,,16.0,0.0,43.0,,4.0,4.0,,,2.0,2.0,,1.0,4.0,50.0,153.0,5.0,4.0,108.0,42.0,24.0,17.0,4.0,21.0,17.0,2.0,97.0,6.0,172.0,1.0,1.0,16.0,2.0,65.0,2.0,259.0,,0.0,9.0,23.0,1.0,19.0,2.0,448.0,11.0,12.0,7.0,4.0,13.0,0.0
2367701,17,2023-12-16 17:30:00,11,Everton,Away,140.0,8.0,3.0,6.0,3.0,,,103.0,7.0,,3.0,8.0,7.0,26.0,237.0,,1.0,21.0,22.0,24.0,5.0,,2.0,,,,,1.0,1.0,,,1.0,,,4.0,,,,,1.0,2.0,8.0,8.0,6.0,7.0,2.0,63.0,53.0,4.0,3.0,2.0,3.0,3.0,,9.0,,,6.0,6.0,2.0,1.0,10.0,,57.0,50.0,3.0,29.0,13.0,,,49.0,8.0,9.0,,3.0,1.0,1.0,126.0,1.0,1.0,1.0,,1.0,,7.0,,,,13.0,1.0,5.0,5.0,1.0,3.0,79.0,55.0,24.0,8.0,1.0,2.0,4.0,6.0,312.0,9.0,,,49.0,38.0,32.0,,,,,138.0,138.0,5.0,16.0,23.0,37.9,1.0,,,,15.0,0.0,62.0,1.0,1.0,2.0,,1.0,,3.0,,,2.0,46.0,223.0,3.0,6.0,165.0,20.0,29.0,13.0,6.0,15.0,9.0,,97.0,4.0,180.0,,,39.0,7.0,68.0,4.0,330.0,,0.0,9.0,12.0,1.0,22.0,1.0,517.0,19.0,13.0,5.0,6.0,11.0,0.0
2367715,18,2023-12-23 15:00:00,11,Everton,Away,124.0,24.0,,2.0,2.0,1.0,,155.0,6.0,1.0,2.0,9.0,1.0,36.0,277.0,1.0,2.0,18.0,5.0,13.0,12.0,,3.0,4.0,,,,,,,,,,1.0,14.0,,,,1.0,,1.0,15.0,9.0,4.0,16.0,2.0,50.0,68.0,2.0,3.0,,,13.0,4.0,10.0,,1.0,8.0,6.0,8.0,,7.0,1.0,55.0,44.0,,14.0,5.0,,,74.0,18.0,6.0,,,,,155.0,,,,,,,7.0,,1.0,1.0,5.0,2.0,16.0,16.0,,2.0,81.0,52.0,27.0,3.0,,5.0,7.0,8.0,340.0,2.0,1.0,,41.0,55.0,39.0,,,,,142.0,142.0,10.0,29.0,26.0,38.8,1.0,,,,24.0,0.0,72.0,2.0,2.0,4.0,,,4.0,6.0,,1.0,3.0,94.0,263.0,13.0,12.0,143.0,37.0,14.0,24.0,8.0,22.0,14.0,4.0,145.0,4.0,237.0,1.0,1.0,24.0,2.0,64.0,3.0,358.0,1.0,0.0,18.0,17.0,2.0,21.0,4.0,560.0,32.0,11.0,8.0,8.0,10.0,0.0
2367724,19,2023-12-27 20:15:00,11,Everton,Home,128.0,23.0,1.0,5.0,4.0,,1.0,88.0,6.0,1.0,,4.0,2.0,29.0,211.0,,,12.0,7.0,7.0,3.0,1.0,3.0,,,,,,,,,,,,4.0,,,,,,,13.0,13.0,10.0,6.0,1.0,55.0,61.0,2.0,1.0,1.0,2.0,10.0,,15.0,,,4.0,5.0,4.0,,4.0,5.0,46.0,33.0,2.0,21.0,9.0,,,40.0,13.0,5.0,,1.0,2.0,,115.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,9.0,,9.0,9.0,1.0,,65.0,55.0,28.0,8.0,1.0,4.0,1.0,2.0,279.0,5.0,1.0,,35.0,37.0,31.0,1.0,1.0,1.0,,121.0,121.0,7.0,24.0,28.0,27.7,,3.0,,1.0,15.0,0.0,58.0,4.0,2.0,6.0,,,,5.0,,,3.0,43.0,199.0,10.0,5.0,148.0,47.0,21.0,14.0,4.0,15.0,11.0,,84.0,1.0,160.0,,1.0,16.0,2.0,58.0,1.0,293.0,,0.0,7.0,15.0,1.0,13.0,4.0,451.0,17.0,14.0,6.0,4.0,5.0,0.0
2367737,20,2023-12-30 15:00:00,11,Everton,Away,180.0,15.0,1.0,3.0,2.0,2.0,,184.0,4.0,,5.0,6.0,3.0,23.0,361.0,,,17.0,8.0,12.0,8.0,,1.0,1.0,,,,,,,1.0,,,,6.0,,,,1.0,,3.0,13.0,10.0,2.0,5.0,5.0,81.0,66.0,,,,2.0,3.0,4.0,11.0,,,2.0,8.0,5.0,,12.0,3.0,52.0,51.0,2.0,26.0,10.0,,,56.0,14.0,8.0,,,1.0,,160.0,,,,,,,5.0,,,,10.0,1.0,14.0,14.0,,5.0,101.0,69.0,41.0,5.0,,5.0,3.0,,437.0,3.0,1.0,,60.0,67.0,26.0,,,,,148.0,148.0,7.0,21.0,33.0,47.2,1.0,,,1.0,14.0,0.0,115.0,3.0,,4.0,,1.0,1.0,6.0,,,4.0,77.0,345.0,3.0,8.0,205.0,35.0,26.0,16.0,2.0,16.0,14.0,1.0,122.0,2.0,268.0,,,16.0,5.0,48.0,1.0,457.0,,0.0,10.0,23.0,3.0,19.0,3.0,654.0,12.0,16.0,9.0,2.0,15.0,0.0
2367744,21,2024-01-14 14:00:00,11,Everton,Home,81.0,17.0,1.0,2.0,1.0,1.0,,70.0,5.0,,5.0,6.0,2.0,30.0,149.0,,1.0,14.0,8.0,19.0,5.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,8.0,,,,,,,12.0,12.0,4.0,7.0,3.0,23.0,56.0,1.0,1.0,,3.0,7.0,3.0,13.0,1.0,,4.0,5.0,2.0,,3.0,1.0,44.0,58.0,3.0,26.0,11.0,,,38.0,13.0,14.0,,2.0,1.0,1.0,119.0,,,,,,,5.0,,,,11.0,,9.0,9.0,,5.0,45.0,53.0,27.0,5.0,,2.0,4.0,2.0,217.0,5.0,2.0,,21.0,47.0,27.0,,,,,127.0,127.0,7.0,25.0,15.0,31.3,,,,1.0,13.0,0.0,49.0,5.0,,4.0,,,1.0,5.0,,,2.0,37.0,135.0,7.0,6.0,108.0,34.0,26.0,8.0,4.0,12.0,8.0,1.0,76.0,4.0,140.0,,1.0,27.0,2.0,62.0,5.0,236.0,1.0,0.0,10.0,25.0,3.0,17.0,1.0,417.0,21.0,10.0,1.0,4.0,16.0,0.0
2367750,22,2024-01-30 19:45:00,11,Everton,Away,97.0,13.0,3.0,7.0,4.0,2.0,,91.0,14.0,1.0,2.0,5.0,3.0,24.0,181.0,,,10.0,14.0,23.0,13.0,2.0,7.0,1.0,,1.0,,,2.0,,,,,,9.0,,,1.0,,,3.0,10.0,15.0,10.0,15.0,6.0,38.0,43.0,3.0,6.0,,,6.0,6.0,7.0,1.0,,6.0,5.0,6.0,,3.0,2.0,39.0,55.0,,37.0,16.0,,,47.0,13.0,6.0,,3.0,1.0,2.0,113.0,,,,,,,16.0,,2.0,1.0,16.0,2.0,11.0,11.0,2.0,2.0,58.0,47.0,19.0,15.0,,9.0,6.0,4.0,234.0,7.0,1.0,,31.0,28.0,24.0,,,,,121.0,121.0,6.0,15.0,16.0,30.2,1.0,,,1.0,12.0,0.0,53.0,4.0,2.0,5.0,,,1.0,11.0,1.0,,3.0,47.0,161.0,6.0,15.0,122.0,31.0,37.0,7.0,5.0,17.0,12.0,1.0,87.0,6.0,157.0,2.0,1.0,22.0,4.0,60.0,2.0,262.0,1.0,0.0,21.0,22.0,,10.0,2.0,467.0,33.0,21.0,4.0,6.0,12.0,0.0
2367764,23,2024-02-03 12:30:00,11,Everton,Home,98.0,25.0,2.0,8.0,6.0,2.0,1.0,162.0,3.0,1.0,,15.0,,42.0,252.0,,,24.0,13.0,22.0,6.0,3.0,4.0,,,,,,,,,,,,6.0,,,,,,4.0,8.0,4.0,5.0,8.0,6.0,61.0,72.0,3.0,2.0,2.0,1.0,11.0,3.0,9.0,,,9.0,18.0,7.0,1.0,17.0,4.0,52.0,69.0,1.0,14.0,6.0,,,82.0,8.0,14.0,1.0,4.0,2.0,,153.0,1.0,,,,1.0,,4.0,,,,6.0,,17.0,17.0,3.0,,78.0,62.0,40.0,5.0,,4.0,6.0,5.0,324.0,1.0,,,57.0,83.0,43.0,,,,,174.0,174.0,18.0,19.0,32.0,42.6,,,1.0,,25.0,0.0,55.0,1.0,3.0,4.0,,1.0,,6.0,,,4.0,106.0,236.0,11.0,10.0,124.0,39.0,14.0,13.0,9.0,36.0,27.0,,164.0,8.0,259.0,,1.0,36.0,,75.0,5.0,347.0,,0.0,14.0,25.0,1.0,28.0,3.0,594.0,22.0,20.0,8.0,9.0,16.0,0.0
2367773,24,2024-02-10 12:30:00,11,Everton,Away,157.0,3.0,,2.0,2.0,1.0,1.0,67.0,6.0,1.0,4.0,8.0,1.0,17.0,222.0,,1.0,16.0,11.0,8.0,4.0,,,,,,,,,,,,,,5.0,,,,,,,11.0,14.0,5.0,2.0,3.0,55.0,47.0,,,,2.0,5.0,1.0,11.0,,,,5.0,2.0,,3.0,,45.0,42.0,2.0,33.0,13.0,,,35.0,11.0,6.0,,,1.0,,112.0,,,,,,,7.0,,,,13.0,,8.0,8.0,,4.0,62.0,57.0,24.0,9.0,,2.0,2.0,1.0,275.0,9.0,1.0,,24.0,44.0,12.0,,,,,102.0,102.0,2.0,23.0,14.0,27.5,,,,2.0,9.0,0.0,65.0,1.0,,1.0,,2.0,,3.0,,,5.0,26.0,210.0,5.0,4.0,181.0,10.0,33.0,16.0,,8.0,8.0,,53.0,5.0,121.0,,1.0,30.0,3.0,49.0,2.0,294.0,,0.0,5.0,21.0,1.0,18.0,2.0,461.0,5.0,7.0,7.0,,12.0,0.0
2367780,25,2024-02-19 20:00:00,11,Everton,Home,180.0,22.0,2.0,11.0,9.0,4.0,1.0,254.0,4.0,1.0,4.0,11.0,13.0,40.0,423.0,,,23.0,23.0,43.0,8.0,2.0,4.0,,,1.0,,,1.0,,,,,,11.0,,,,,,3.0,7.0,9.0,1.0,12.0,7.0,89.0,57.0,3.0,3.0,1.0,4.0,10.0,5.0,5.0,1.0,,3.0,13.0,12.0,,9.0,,50.0,85.0,4.0,15.0,11.0,,,84.0,8.0,11.0,,4.0,4.0,1.0,188.0,1.0,1.0,1.0,,1.0,,4.0,,2.0,1.0,11.0,,16.0,16.0,,5.0,141.0,88.0,58.0,6.0,,7.0,4.0,4.0,511.0,4.0,,,110.0,88.0,45.0,,,,,167.0,167.0,5.0,28.0,17.0,62.7,,,1.0,,17.0,0.0,109.0,3.0,,2.0,,,,10.0,,1.0,3.0,115.0,410.0,10.0,11.0,203.0,45.0,15.0,12.0,3.0,32.0,29.0,,173.0,11.0,356.0,2.0,1.0,24.0,14.0,72.0,1.0,527.0,,0.0,19.0,25.0,1.0,25.0,0.0,764.0,23.0,23.0,6.0,3.0,17.0,0.0
2367791,26,2024-02-24 15:00:00,11,Everton,Away,197.0,10.0,2.0,5.0,3.0,1.0,,88.0,6.0,,9.0,7.0,6.0,25.0,280.0,,,12.0,18.0,11.0,4.0,,,1.0,,,,,,,,,,,5.0,,,,,,1.0,14.0,17.0,6.0,5.0,1.0,57.0,46.0,,,,2.0,4.0,1.0,13.0,,,3.0,3.0,3.0,1.0,12.0,2.0,61.0,44.0,2.0,28.0,17.0,,,41.0,14.0,9.0,,1.0,1.0,,132.0,,,,,,,8.0,,,,17.0,,10.0,10.0,1.0,9.0,86.0,49.0,22.0,11.0,,2.0,2.0,3.0,327.0,11.0,1.0,,32.0,29.0,24.0,,,,,109.0,109.0,2.0,18.0,13.0,35.4,,2.0,,,8.0,0.0,75.0,4.0,2.0,6.0,,,1.0,2.0,,,3.0,40.0,267.0,4.0,4.0,219.0,18.0,28.0,16.0,3.0,10.0,7.0,1.0,74.0,4.0,141.0,,1.0,26.0,7.0,58.0,3.0,350.0,,0.0,6.0,13.0,1.0,15.0,3.0,538.0,15.0,11.0,12.0,3.0,8.0,0.0
2367800,27,2024-03-02 15:00:00,11,Everton,Home,219.0,25.0,1.0,2.0,1.0,,,189.0,6.0,1.0,7.0,5.0,5.0,34.0,406.0,2.0,2.0,19.0,21.0,13.0,16.0,1.0,2.0,2.0,,,,,,,,,,,19.0,,1.0,,,,,9.0,9.0,3.0,11.0,11.0,81.0,73.0,4.0,4.0,1.0,5.0,10.0,7.0,12.0,,1.0,4.0,17.0,8.0,,13.0,2.0,64.0,33.0,5.0,11.0,6.0,1.0,,81.0,9.0,4.0,1.0,3.0,1.0,,202.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,6.0,,3.0,3.0,1.0,8.0,105.0,72.0,38.0,5.0,,1.0,17.0,11.0,478.0,2.0,5.0,,68.0,76.0,40.0,,,,1.0,169.0,169.0,4.0,24.0,31.0,55.0,,3.0,,,20.0,0.0,110.0,1.0,1.0,2.0,,2.0,2.0,4.0,,,4.0,107.0,394.0,10.0,18.0,239.0,47.0,11.0,17.0,4.0,30.0,26.0,2.0,163.0,2.0,289.0,2.0,1.0,18.0,6.0,71.0,2.0,498.0,2.0,0.0,22.0,10.0,2.0,22.0,1.0,715.0,28.0,15.0,7.0,4.0,6.0,0.0
2367815,28,2024-03-09 12:30:00,11,Everton,Away,142.0,23.0,3.0,7.0,4.0,1.0,,238.0,3.0,1.0,5.0,3.0,5.0,34.0,373.0,,,12.0,8.0,16.0,11.0,3.0,5.0,,,,,,1.0,,,,,,14.0,,,,,,3.0,10.0,11.0,4.0,16.0,7.0,75.0,63.0,,1.0,,1.0,6.0,10.0,5.0,,,8.0,13.0,10.0,,6.0,2.0,38.0,44.0,1.0,7.0,1.0,,1.0,62.0,11.0,13.0,,3.0,,1.0,157.0,,,,,,,3.0,,,1.0,1.0,,10.0,10.0,2.0,5.0,107.0,64.0,47.0,5.0,,3.0,11.0,6.0,417.0,4.0,,,76.0,73.0,44.0,2.0,2.0,2.0,,129.0,129.0,11.0,13.0,29.0,48.9,,,,,19.0,0.0,105.0,3.0,3.0,6.0,,,,7.0,1.0,,5.0,121.0,349.0,6.0,14.0,155.0,40.0,7.0,13.0,7.0,30.0,23.0,,168.0,2.0,319.0,,1.0,11.0,5.0,56.0,1.0,444.0,1.0,0.0,23.0,13.0,3.0,16.0,2.0,636.0,39.0,15.0,4.0,8.0,8.0,0.0
2367822,29,2024-04-24 20:00:00,11,Everton,Home,68.0,14.0,3.0,6.0,3.0,1.0,2.0,79.0,1.0,,2.0,9.0,5.0,21.0,141.0,,,10.0,15.0,19.0,7.0,4.0,2.0,1.0,,,,,,,1.0,,,,7.0,,,,,,7.0,1.0,15.0,8.0,14.0,2.0,35.0,67.0,4.0,4.0,2.0,2.0,3.0,4.0,6.0,,1.0,4.0,2.0,1.0,1.0,9.0,3.0,41.0,54.0,2.0,44.0,28.0,,,49.0,6.0,13.0,1.0,3.0,2.0,,120.0,1.0,1.0,1.0,,1.0,,7.0,,3.0,,28.0,,14.0,14.0,6.0,2.0,39.0,61.0,20.0,13.0,,4.0,8.0,6.0,200.0,11.0,,,25.0,29.0,21.0,,,,,126.0,126.0,1.0,38.0,16.0,23.9,,,,1.0,16.0,0.0,33.0,6.0,1.0,7.0,,,1.0,6.0,,,3.0,46.0,130.0,3.0,12.0,90.0,27.0,44.0,16.0,4.0,9.0,5.0,1.0,86.0,4.0,146.0,3.0,,35.0,5.0,67.0,4.0,227.0,,0.0,16.0,12.0,,15.0,0.0,440.0,28.0,14.0,11.0,4.0,10.0,0.0
2367828,30,2024-03-30 15:00:00,11,Everton,Away,107.0,19.0,2.0,2.0,,1.0,,182.0,6.0,3.0,2.0,9.0,3.0,27.0,287.0,,,22.0,20.0,24.0,4.0,1.0,1.0,,,,,,,1.0,,,,,6.0,,,,,,,8.0,9.0,3.0,4.0,3.0,77.0,52.0,,,1.0,1.0,6.0,1.0,7.0,,,8.0,6.0,11.0,,6.0,2.0,52.0,72.0,1.0,29.0,11.0,1.0,,70.0,11.0,14.0,,1.0,1.0,,177.0,,,,,,,8.0,1.0,,,11.0,,8.0,8.0,,2.0,70.0,67.0,33.0,9.0,,2.0,3.0,3.0,360.0,4.0,,1.0,80.0,56.0,45.0,,,,,165.0,165.0,7.0,16.0,20.0,51.4,,,,1.0,12.0,0.0,67.0,2.0,1.0,3.0,,,,3.0,,1.0,3.0,106.0,267.0,6.0,5.0,134.0,38.0,29.0,18.0,5.0,23.0,18.0,,161.0,7.0,280.0,,3.0,30.0,3.0,61.0,4.0,391.0,1.0,0.0,7.0,24.0,,27.0,2.0,608.0,24.0,17.0,10.0,8.0,17.0,0.0
2367847,31,2024-04-02 19:30:00,11,Everton,Away,121.0,18.0,1.0,3.0,2.0,1.0,1.0,154.0,1.0,1.0,4.0,9.0,2.0,33.0,272.0,,,26.0,24.0,29.0,6.0,1.0,1.0,,,,,,,,,,,,7.0,1.0,,,,1.0,1.0,13.0,13.0,5.0,8.0,2.0,57.0,52.0,1.0,1.0,1.0,1.0,10.0,1.0,14.0,1.0,1.0,3.0,6.0,3.0,,14.0,2.0,72.0,58.0,1.0,29.0,13.0,,,60.0,14.0,9.0,,3.0,1.0,,150.0,,,,,,,5.0,,1.0,,13.0,1.0,7.0,7.0,3.0,4.0,82.0,63.0,31.0,7.0,,5.0,2.0,3.0,338.0,9.0,,,63.0,37.0,31.0,,,,1.0,138.0,138.0,6.0,21.0,14.0,41.8,1.0,,1.0,,19.0,0.0,72.0,4.0,1.0,4.0,,,,6.0,,1.0,5.0,76.0,262.0,10.0,7.0,144.0,36.0,29.0,11.0,3.0,13.0,10.0,,122.0,5.0,230.0,1.0,1.0,28.0,2.0,75.0,,361.0,,0.0,10.0,17.0,,28.0,3.0,564.0,20.0,16.0,4.0,3.0,10.0,0.0
2367851,32,2024-04-06 15:00:00,11,Everton,Home,86.0,16.0,,3.0,3.0,,,117.0,1.0,,4.0,5.0,3.0,30.0,200.0,,,19.0,15.0,19.0,8.0,,1.0,1.0,,1.0,,,1.0,,,,,,10.0,,,,,,,10.0,5.0,1.0,6.0,6.0,50.0,66.0,,1.0,,2.0,9.0,3.0,10.0,,,3.0,10.0,7.0,,2.0,,50.0,64.0,2.0,25.0,14.0,,,64.0,11.0,12.0,1.0,3.0,2.0,1.0,150.0,,,,,,,6.0,1.0,,,14.0,,11.0,11.0,3.0,4.0,49.0,74.0,35.0,5.0,,4.0,4.0,3.0,273.0,2.0,2.0,,41.0,72.0,30.0,,,,,150.0,150.0,10.0,13.0,31.0,37.0,,,,,16.0,0.0,45.0,1.0,,1.0,,1.0,1.0,6.0,,,2.0,61.0,191.0,9.0,8.0,103.0,36.0,25.0,20.0,2.0,21.0,19.0,1.0,116.0,5.0,212.0,,,23.0,4.0,74.0,10.0,294.0,,0.0,12.0,26.0,,21.0,2.0,507.0,21.0,10.0,8.0,3.0,11.0,0.0
