matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOboxOwnGoal,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284104,11,2009-10-31 15:00:00,11,Everton,Home,78.0,17.0,,3.0,3.0,5.0,,145.0,6.0,1.0,4.0,9.0,12.0,31.0,220.0,,1.0,22.0,17.0,25.0,8.0,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,8.0,7.0,,,39.0,5.0,2.0,5.0,,3.0,12.0,8.0,,10.0,2.0,52.0,63.0,5.0,21.0,11.0,,,75.0,18.0,17.0,,,,,1.0,1.0,,,1.0,,1.0,13.0,,,2.0,29.0,,20.0,20.0,,4.0,76.0,41.0,4.0,1.0,7.0,3.0,2.0,,5.0,,31.0,45.0,34.0,,,,,161.0,132.0,1.0,6.0,25.0,47.7,,,0.0,3.0,,,,,1.0,7.0,,2.0,73.0,,10.0,88.0,27.0,50.0,9.0,3.0,28.0,25.0,,128.0,18.0,242.0,,1.0,27.0,13.0,56.0,1.0,302.0,1.0,1.0,11.0,16.0,4.0,25.0,1.0,551.0,,5.0,3.0,10.0,0.0
284117,12,2009-11-08 15:00:00,11,Everton,Away,102.0,15.0,1.0,3.0,2.0,7.0,,129.0,4.0,,2.0,14.0,17.0,33.0,228.0,,,12.0,13.0,18.0,5.0,3.0,,,,,,,,,,,,,,,,,2.0,9.0,11.0,,,68.0,7.0,2.0,11.0,,4.0,3.0,6.0,,23.0,1.0,72.0,63.0,7.0,29.0,12.0,,,83.0,19.0,12.0,1.0,,,,,1.0,,,1.0,,,15.0,,4.0,1.0,28.0,,32.0,32.0,3.0,2.0,104.0,51.0,5.0,1.0,4.0,5.0,5.0,,3.0,,60.0,27.0,22.0,,,,,181.0,149.0,3.0,23.0,29.0,40.7,,,0.0,2.0,1.0,,,,,4.0,,2.0,43.0,,9.0,114.0,33.0,61.0,9.0,4.0,15.0,11.0,,94.0,18.0,219.0,4.0,,37.0,19.0,67.0,,318.0,,0.0,11.0,31.0,2.0,18.0,5.0,626.0,,2.0,4.0,21.0,0.0
284126,13,2009-11-21 17:30:00,11,Everton,Away,137.0,19.0,1.0,4.0,3.0,6.0,,140.0,5.0,,3.0,5.0,18.0,20.0,273.0,,1.0,12.0,14.0,12.0,7.0,3.0,,,,,,,,,,,,,,,,,,9.0,9.0,,,60.0,7.0,1.0,10.0,,4.0,4.0,6.0,,20.0,2.0,56.0,52.0,7.0,21.0,13.0,,,72.0,10.0,5.0,,,,,,,,,,,,9.0,,2.0,2.0,25.0,,32.0,32.0,3.0,3.0,81.0,43.0,13.0,,6.0,4.0,5.0,,6.0,,41.0,23.0,20.0,,,,,150.0,122.0,1.0,30.0,22.0,34.2,,,0.0,1.0,1.0,,,1.0,,6.0,,3.0,63.0,,10.0,150.0,27.0,49.0,9.0,2.0,12.0,10.0,,108.0,16.0,216.0,2.0,,25.0,21.0,47.0,3.0,354.0,,0.0,12.0,30.0,1.0,14.0,2.0,634.0,,5.0,4.0,20.0,0.0
284133,14,2009-11-29 13:30:00,11,Everton,Home,103.0,17.0,2.0,5.0,3.0,16.0,1.0,196.0,6.0,1.0,3.0,20.0,19.0,44.0,294.0,,,21.0,13.0,27.0,8.0,2.0,,2.0,,,,,,1.0,1.0,11.0,,,,,,,2.0,6.0,6.0,,,56.0,4.0,4.0,5.0,,6.0,7.0,10.0,,28.0,1.0,69.0,68.0,4.0,23.0,18.0,,,108.0,15.0,12.0,,1.0,,2.0,,,,,,,,10.0,,,,31.0,,36.0,36.0,2.0,3.0,88.0,51.0,4.0,,4.0,6.0,6.0,,3.0,1.0,54.0,49.0,28.0,,,,,195.0,174.0,2.0,13.0,33.0,46.5,,,0.0,3.0,1.0,,,2.0,2.0,6.0,1.0,3.0,103.0,,10.0,125.0,33.0,44.0,15.0,6.0,25.0,19.0,2.0,166.0,30.0,292.0,,1.0,41.0,20.0,67.0,6.0,392.0,,0.0,16.0,22.0,3.0,30.0,1.0,666.0,,7.0,6.0,15.0,0.0
284143,15,2009-12-06 16:00:00,11,Everton,Home,110.0,10.0,,4.0,4.0,6.0,,161.0,7.0,2.0,2.0,8.0,13.0,17.0,267.0,1.0,,20.0,27.0,11.0,9.0,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,15.0,6.0,,,50.0,1.0,2.0,5.0,,1.0,8.0,8.0,,16.0,3.0,65.0,59.0,1.0,16.0,6.0,,,111.0,14.0,18.0,1.0,,,,1.0,2.0,,1.0,2.0,,,15.0,,3.0,3.0,9.0,,16.0,16.0,4.0,2.0,96.0,36.0,6.0,1.0,8.0,4.0,5.0,,4.0,,45.0,54.0,24.0,1.0,1.0,1.0,,193.0,184.0,1.0,18.0,21.0,53.7,,1.0,0.0,3.0,3.0,,,1.0,,9.0,,3.0,76.0,,12.0,140.0,27.0,25.0,14.0,1.0,23.0,22.0,,148.0,13.0,274.0,4.0,2.0,44.0,16.0,64.0,4.0,391.0,2.0,0.0,16.0,21.0,3.0,27.0,4.0,652.0,,8.0,1.0,18.0,0.0
284153,16,2009-12-12 15:00:00,11,Everton,Away,88.0,15.0,,6.0,6.0,1.0,2.0,108.0,6.0,1.0,7.0,9.0,17.0,21.0,190.0,,,6.0,12.0,13.0,9.0,1.0,,1.0,,,,1.0,,,,5.0,,,,,,1.0,5.0,12.0,14.0,,,51.0,8.0,6.0,6.0,,1.0,5.0,3.0,,11.0,,53.0,48.0,8.0,29.0,14.0,1.0,1.0,75.0,19.0,13.0,2.0,,4.0,4.0,1.0,,,,,,,22.0,,2.0,1.0,30.0,1.0,23.0,21.0,5.0,7.0,97.0,38.0,7.0,,4.0,6.0,4.0,,6.0,,44.0,33.0,13.0,,,,,164.0,128.0,1.0,19.0,14.0,35.8,1.0,2.0,0.0,2.0,2.0,,,3.0,1.0,4.0,1.0,2.0,44.0,,10.0,107.0,22.0,65.0,8.0,1.0,13.0,12.0,1.0,90.0,6.0,177.0,3.0,1.0,32.0,17.0,53.0,,271.0,1.0,0.0,14.0,20.0,,13.0,1.0,515.0,,2.0,1.0,15.0,0.0
284163,17,2009-11-25 19:45:00,11,Everton,Away,103.0,9.0,1.0,6.0,5.0,1.0,,179.0,2.0,1.0,5.0,9.0,14.0,27.0,276.0,,,28.0,17.0,21.0,2.0,1.0,,,,,,1.0,,,,3.0,1.0,,,,,,,3.0,5.0,,,50.0,3.0,2.0,4.0,,4.0,9.0,8.0,,9.0,2.0,55.0,68.0,3.0,23.0,8.0,1.0,,94.0,23.0,19.0,1.0,,6.0,3.0,1.0,,,,,,,7.0,,1.0,,15.0,,11.0,11.0,1.0,5.0,88.0,37.0,3.0,,2.0,1.0,2.0,,1.0,,71.0,35.0,27.0,,,,1.0,170.0,156.0,1.0,20.0,20.0,56.5,,,0.0,1.0,2.0,,,1.0,,2.0,1.0,2.0,83.0,,3.0,121.0,23.0,37.0,4.0,3.0,23.0,20.0,,151.0,8.0,292.0,1.0,1.0,43.0,14.0,61.0,1.0,390.0,,0.0,6.0,26.0,2.0,36.0,4.0,602.0,,2.0,4.0,16.0,0.0
284173,18,2009-12-20 15:00:00,11,Everton,Home,176.0,13.0,1.0,8.0,7.0,2.0,,217.0,3.0,,4.0,10.0,17.0,34.0,385.0,,2.0,25.0,18.0,27.0,13.0,4.0,,,,,,,,,,,,,,,,,3.0,1.0,5.0,,,63.0,3.0,7.0,10.0,,6.0,19.0,15.0,,16.0,,56.0,55.0,3.0,8.0,3.0,,,97.0,8.0,9.0,,,,,,1.0,,1.0,1.0,,,5.0,,4.0,,14.0,,18.0,18.0,2.0,4.0,113.0,53.0,4.0,1.0,11.0,7.0,3.0,,4.0,,67.0,58.0,35.0,,,,,198.0,178.0,,28.0,26.0,58.0,,,0.0,,,,,1.0,,14.0,2.0,2.0,102.0,,18.0,197.0,36.0,28.0,9.0,6.0,44.0,38.0,,157.0,13.0,338.0,4.0,,39.0,18.0,72.0,7.0,491.0,1.0,0.0,24.0,14.0,2.0,32.0,0.0,776.0,,5.0,6.0,7.0,0.0
284187,19,2009-12-26 15:00:00,11,Everton,Away,125.0,12.0,2.0,6.0,4.0,5.0,,212.0,3.0,2.0,10.0,14.0,19.0,26.0,331.0,,,29.0,26.0,16.0,8.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,7.0,4.0,,,66.0,3.0,6.0,4.0,1.0,12.0,19.0,15.0,,10.0,1.0,68.0,59.0,3.0,17.0,11.0,,,93.0,20.0,21.0,,,,,,,,,,,,8.0,,,1.0,20.0,1.0,13.0,13.0,,10.0,106.0,50.0,4.0,1.0,5.0,4.0,1.0,,4.0,,73.0,66.0,41.0,,,,,191.0,177.0,1.0,27.0,24.0,61.1,1.0,1.0,0.0,4.0,,,,1.0,2.0,8.0,1.0,2.0,121.0,,9.0,142.0,27.0,31.0,18.0,11.0,49.0,38.0,,185.0,16.0,346.0,,2.0,49.0,20.0,62.0,1.0,439.0,1.0,0.0,15.0,13.0,3.0,30.0,3.0,723.0,,9.0,12.0,11.0,0.0
284194,20,2009-12-28 15:00:00,11,Everton,Home,98.0,12.0,3.0,6.0,4.0,5.0,1.0,220.0,4.0,,3.0,7.0,12.0,35.0,312.0,1.0,1.0,29.0,11.0,15.0,14.0,4.0,4.0,,,,1.0,3.0,,,,18.0,,,,,1.0,,1.0,7.0,8.0,14.0,12.0,61.0,4.0,9.0,3.0,,10.0,20.0,7.0,,16.0,4.0,40.0,56.0,4.0,12.0,4.0,,1.0,92.0,8.0,20.0,,,4.0,2.0,3.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,1.0,13.0,1.0,17.0,17.0,2.0,3.0,90.0,56.0,6.0,1.0,6.0,13.0,9.0,379.0,4.0,,56.0,70.0,56.0,,,,,168.0,152.0,,17.0,29.0,61.2,1.0,,0.0,1.0,6.0,7.0,,,,8.0,,2.0,135.0,294.0,19.0,112.0,19.0,28.0,7.0,8.0,36.0,29.0,,199.0,16.0,336.0,1.0,,29.0,14.0,69.0,2.0,412.0,1.0,0.0,26.0,17.0,5.0,30.0,1.0,647.0,33.0,4.0,10.0,16.0,0.0
284200,21,2010-01-09 15:00:00,11,Everton,Away,103.0,9.0,2.0,6.0,4.0,5.0,,121.0,2.0,,3.0,5.0,11.0,17.0,218.0,,4.0,12.0,12.0,10.0,4.0,,,2.0,,,,,1.0,,,6.0,,,,,,,,6.0,4.0,,,58.0,6.0,2.0,14.0,,8.0,10.0,7.0,,16.0,,57.0,62.0,6.0,15.0,10.0,,,67.0,13.0,11.0,,,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,2.0,16.0,,36.0,35.0,2.0,3.0,79.0,33.0,6.0,2.0,2.0,4.0,3.0,,5.0,1.0,22.0,48.0,18.0,,,,,168.0,148.0,1.0,20.0,29.0,34.1,,,0.0,,,,,1.0,2.0,3.0,,2.0,63.0,,6.0,118.0,21.0,35.0,13.0,7.0,26.0,19.0,2.0,117.0,11.0,219.0,,,30.0,12.0,50.0,6.0,311.0,1.0,0.0,8.0,32.0,5.0,20.0,1.0,541.0,,9.0,8.0,21.0,0.0
284214,22,2010-01-16 17:30:00,11,Everton,Home,86.0,10.0,7.0,12.0,5.0,4.0,,187.0,5.0,,5.0,11.0,13.0,28.0,261.0,,,16.0,8.0,19.0,7.0,4.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,1.0,5.0,5.0,,,61.0,1.0,2.0,4.0,,11.0,14.0,6.0,,19.0,1.0,50.0,61.0,1.0,10.0,5.0,,,74.0,14.0,14.0,1.0,,,,1.0,,,,,,,11.0,,1.0,1.0,10.0,2.0,22.0,21.0,2.0,5.0,82.0,38.0,3.0,1.0,6.0,5.0,6.0,,2.0,,62.0,48.0,20.0,,,,1.0,177.0,168.0,4.0,20.0,28.0,49.6,1.0,,0.0,3.0,1.0,,,1.0,,8.0,,3.0,85.0,,11.0,112.0,22.0,19.0,15.0,10.0,32.0,22.0,,145.0,21.0,290.0,1.0,,30.0,18.0,56.0,3.0,370.0,,0.0,16.0,19.0,,21.0,0.0,646.0,,9.0,11.0,16.0,0.0
284229,23,2010-01-27 20:00:00,11,Everton,Home,132.0,15.0,2.0,3.0,1.0,7.0,,168.0,5.0,,6.0,7.0,19.0,30.0,297.0,,3.0,17.0,18.0,20.0,6.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,5.0,3.0,,,63.0,3.0,1.0,4.0,,3.0,7.0,3.0,,21.0,2.0,55.0,70.0,3.0,27.0,14.0,,,106.0,12.0,19.0,1.0,,,,1.0,2.0,,1.0,2.0,,,12.0,,3.0,2.0,27.0,,29.0,27.0,1.0,6.0,112.0,46.0,8.0,1.0,3.0,6.0,6.0,,,,70.0,44.0,22.0,,,,,203.0,182.0,3.0,23.0,27.0,54.2,,,0.0,2.0,1.0,,,4.0,,4.0,,3.0,86.0,,9.0,160.0,36.0,48.0,7.0,3.0,14.0,11.0,,149.0,11.0,281.0,3.0,,42.0,24.0,75.0,1.0,427.0,,0.0,11.0,26.0,7.0,27.0,0.0,725.0,,5.0,3.0,20.0,0.0
