matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442107,11.0,2012-11-10 15:00:00,52,QPR,Away,164.0,16.0,,1.0,1.0,2.0,,188.0,2.0,,9.0,2.0,31.0,29.0,351.0,,,20.0,34.0,20.0,13.0,2.0,,1.0,1.0,,,2.0,,,,,15.0,,,,,,1.0,8.0,4.0,,,,64.0,55.0,1.0,1.0,,5.0,7.0,3.0,,,5.0,11.0,1.0,,9.0,1.0,71.0,53.0,5.0,25.0,20.0,,1.0,50.0,18.0,11.0,,,2.0,,2.0,146.0,,,,,,,7.0,,,,2.0,,,,3.0,30.0,,9.0,8.0,,9.0,115.0,70.0,34.0,5.0,,6.0,9.0,2.0,,,,5.0,2.0,,41.0,56.0,10.0,,,,,152.0,132.0,,22.0,18.0,54.9,,1.0,0.0,,,,100.0,1.0,,,,2.0,1.0,9.0,,1.0,73.0,,15.0,184.0,28.0,45.0,21.0,5.0,17.0,12.0,1.0,103.0,5.0,258.0,2.0,,24.0,33.0,54.0,1.0,425.0,,0.0,18.0,11.0,2.0,22.0,3.0,640.0,,13.0,11.0,5.0,9.0,0.0
442115,12.0,2012-11-17 15:00:00,52,QPR,Home,175.0,15.0,3.0,8.0,5.0,3.0,,145.0,3.0,,1.0,7.0,12.0,33.0,312.0,,1.0,19.0,21.0,17.0,7.0,3.0,,1.0,,,,1.0,1.0,,,,7.0,,,,,,,11.0,10.0,,,,42.0,65.0,2.0,1.0,1.0,6.0,1.0,3.0,2.0,,4.0,16.0,6.0,,13.0,3.0,64.0,66.0,6.0,20.0,12.0,,,56.0,13.0,8.0,,,1.0,,1.0,171.0,1.0,,1.0,,1.0,,8.0,,,,,,,,1.0,19.0,,8.0,6.0,1.0,1.0,93.0,91.0,48.0,13.0,1.0,6.0,5.0,5.0,,,,7.0,3.0,1.0,39.0,56.0,11.0,,,,,185.0,165.0,3.0,36.0,16.0,46.8,,1.0,0.0,,,,100.0,5.0,3.0,,,,1.0,6.0,,3.0,62.0,,11.0,208.0,26.0,40.0,24.0,4.0,26.0,22.0,2.0,99.0,7.0,224.0,,,31.0,12.0,57.0,1.0,406.0,,0.0,12.0,32.0,1.0,21.0,1.0,651.0,,14.0,9.0,4.0,22.0,0.0
442122,13.0,2012-11-24 15:00:00,52,QPR,Away,151.0,12.0,2.0,4.0,2.0,1.0,,168.0,3.0,,2.0,2.0,16.0,19.0,315.0,,,11.0,12.0,4.0,8.0,1.0,,3.0,1.0,,,1.0,,,,,8.0,,,,,,,14.0,3.0,,,,58.0,59.0,,,1.0,3.0,5.0,6.0,,,7.0,6.0,1.0,,12.0,2.0,49.0,38.0,3.0,16.0,8.0,,,43.0,10.0,6.0,,,2.0,,1.0,126.0,,,,,,,14.0,,,,,,,,1.0,12.0,,30.0,24.0,3.0,2.0,109.0,74.0,34.0,9.0,1.0,2.0,7.0,3.0,,,,4.0,,,53.0,39.0,5.0,,,,,140.0,125.0,,39.0,14.0,37.5,,3.0,0.0,,,,93.0,2.0,2.0,,,1.0,3.0,3.0,,3.0,70.0,,9.0,169.0,20.0,31.0,16.0,6.0,13.0,7.0,3.0,101.0,6.0,230.0,,,21.0,18.0,47.0,2.0,386.0,,0.0,11.0,22.0,1.0,13.0,1.0,588.0,,8.0,6.0,7.0,16.0,0.0
442133,14.0,2012-11-27 19:45:00,52,QPR,Away,189.0,8.0,1.0,6.0,5.0,3.0,1.0,162.0,2.0,2.0,4.0,4.0,17.0,21.0,345.0,,1.0,16.0,25.0,12.0,12.0,1.0,,2.0,,,,,,,,1.0,14.0,,,,,,,5.0,9.0,,,,51.0,52.0,2.0,2.0,,1.0,6.0,4.0,,,8.0,13.0,5.0,,11.0,3.0,65.0,54.0,1.0,13.0,5.0,,,46.0,15.0,10.0,,,2.0,2.0,,164.0,,,,,,,8.0,,,,1.0,,,,,9.0,,21.0,17.0,1.0,4.0,105.0,75.0,38.0,5.0,,4.0,9.0,5.0,,,,3.0,3.0,,33.0,49.0,15.0,,,,,162.0,149.0,2.0,20.0,22.0,49.8,,,0.0,,,,110.0,3.0,1.0,,,,2.0,4.0,1.0,3.0,64.0,,13.0,215.0,14.0,26.0,19.0,6.0,26.0,20.0,3.0,95.0,6.0,241.0,1.0,2.0,27.0,19.0,47.0,1.0,430.0,,0.0,15.0,23.0,2.0,18.0,3.0,642.0,,11.0,9.0,8.0,18.0,0.0
442145,15.0,2012-12-01 15:00:00,52,QPR,Home,152.0,18.0,4.0,6.0,2.0,1.0,,225.0,3.0,,4.0,6.0,19.0,45.0,371.0,,1.0,21.0,15.0,19.0,10.0,2.0,,2.0,,,,,,,,1.0,13.0,,,,,1.0,,3.0,4.0,,,,65.0,57.0,2.0,2.0,,1.0,5.0,6.0,,,11.0,17.0,7.0,,12.0,1.0,47.0,56.0,1.0,20.0,14.0,1.0,,64.0,5.0,6.0,,,1.0,1.0,,137.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,22.0,2.0,15.0,13.0,3.0,4.0,125.0,74.0,43.0,4.0,1.0,3.0,10.0,8.0,,,,1.0,1.0,,55.0,91.0,15.0,,,,,180.0,162.0,4.0,26.0,21.0,54.5,1.0,,0.0,,,,120.0,,1.0,,,,2.0,4.0,,3.0,104.0,,13.0,164.0,31.0,38.0,20.0,8.0,33.0,25.0,2.0,147.0,7.0,316.0,2.0,,20.0,19.0,63.0,9.0,447.0,,0.0,17.0,20.0,2.0,24.0,1.0,682.0,,20.0,11.0,11.0,15.0,0.0
442158,16.0,2012-12-08 15:00:00,52,QPR,Away,99.0,3.0,1.0,7.0,6.0,1.0,,165.0,2.0,,1.0,10.0,9.0,26.0,257.0,,,19.0,10.0,14.0,5.0,,,,,,,,,,,,6.0,,,,,,,8.0,7.0,,,,47.0,50.0,,,,7.0,,12.0,,1.0,4.0,10.0,7.0,1.0,19.0,2.0,64.0,54.0,7.0,20.0,11.0,,,56.0,12.0,8.0,1.0,,,,,114.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,1.0,,,,1.0,21.0,,17.0,14.0,2.0,1.0,79.0,66.0,37.0,11.0,,3.0,4.0,4.0,,,,2.0,,,27.0,72.0,11.0,,,,,150.0,130.0,1.0,23.0,22.0,43.3,,2.0,0.0,,,,83.0,4.0,2.0,,,,,4.0,,3.0,70.0,,7.0,113.0,4.0,40.0,19.0,4.0,21.0,17.0,2.0,102.0,7.0,231.0,1.0,,36.0,11.0,53.0,3.0,323.0,1.0,0.0,8.0,25.0,1.0,25.0,1.0,542.0,,6.0,7.0,4.0,20.0,0.0
442164,17.0,2012-12-15 15:00:00,52,QPR,Home,143.0,11.0,,3.0,3.0,,,175.0,,,1.0,5.0,9.0,30.0,315.0,,,9.0,17.0,18.0,12.0,,,2.0,,,,2.0,,,,1.0,16.0,,,,,,2.0,2.0,3.0,,,,59.0,63.0,1.0,2.0,,1.0,5.0,1.0,,,3.0,6.0,5.0,,8.0,,37.0,57.0,1.0,22.0,12.0,,,71.0,10.0,14.0,,,4.0,1.0,2.0,163.0,1.0,,,1.0,,,5.0,,,2.0,1.0,,,,,21.0,,15.0,15.0,,1.0,92.0,92.0,47.0,3.0,2.0,8.0,5.0,6.0,,,,1.0,2.0,,63.0,69.0,21.0,,,,,148.0,132.0,1.0,22.0,34.0,44.9,,1.0,0.0,,,,90.0,,1.0,,,,2.0,9.0,,2.0,75.0,,13.0,161.0,28.0,38.0,9.0,3.0,15.0,12.0,2.0,126.0,2.0,258.0,1.0,,35.0,9.0,65.0,2.0,404.0,,0.0,20.0,17.0,2.0,13.0,1.0,575.0,,9.0,8.0,3.0,14.0,0.0
442172,18.0,2012-12-22 15:00:00,52,QPR,Away,132.0,13.0,1.0,3.0,2.0,1.0,,101.0,,3.0,1.0,5.0,14.0,13.0,230.0,,,18.0,24.0,16.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,2.0,,,,,,,10.0,11.0,,,,41.0,53.0,,,,10.0,,11.0,,,3.0,9.0,2.0,,2.0,2.0,61.0,53.0,10.0,28.0,12.0,,2.0,48.0,16.0,8.0,,,1.0,,1.0,123.0,,,,,,,13.0,,,,4.0,,,,1.0,18.0,,15.0,10.0,1.0,2.0,67.0,84.0,34.0,10.0,,1.0,1.0,3.0,,,,8.0,2.0,,16.0,43.0,12.0,,,,,156.0,136.0,,23.0,19.0,41.4,,2.0,0.0,,,,72.0,1.0,2.0,,,,1.0,1.0,,3.0,35.0,,2.0,148.0,26.0,48.0,18.0,3.0,14.0,11.0,2.0,64.0,5.0,169.0,5.0,3.0,27.0,16.0,39.0,6.0,303.0,,0.0,4.0,20.0,1.0,20.0,2.0,528.0,,17.0,9.0,3.0,14.0,0.0
442185,19.0,2012-12-26 15:00:00,52,QPR,Home,97.0,7.0,6.0,10.0,4.0,4.0,,158.0,7.0,,7.0,7.0,4.0,25.0,245.0,,1.0,33.0,12.0,21.0,11.0,6.0,,,1.0,,,1.0,1.0,,,1.0,12.0,,,,,,,6.0,7.0,,,,31.0,49.0,4.0,3.0,1.0,3.0,4.0,8.0,,2.0,14.0,17.0,2.0,,17.0,2.0,55.0,61.0,3.0,24.0,13.0,1.0,,59.0,9.0,13.0,1.0,,6.0,2.0,1.0,145.0,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,,20.0,,19.0,13.0,2.0,7.0,73.0,72.0,36.0,9.0,,9.0,9.0,5.0,,,,1.0,2.0,1.0,45.0,73.0,15.0,,,,,173.0,162.0,4.0,10.0,23.0,49.8,,4.0,0.0,,,,80.0,3.0,,,,,,12.0,,2.0,78.0,,18.0,113.0,19.0,35.0,18.0,11.0,32.0,21.0,,123.0,9.0,248.0,1.0,,22.0,6.0,47.0,2.0,329.0,,0.0,21.0,18.0,3.0,41.0,1.0,596.0,,13.0,9.0,14.0,14.0,0.0
442195,20.0,2012-12-30 16:00:00,52,QPR,Home,108.0,8.0,1.0,2.0,1.0,2.0,,129.0,8.0,,5.0,7.0,13.0,11.0,235.0,,,13.0,11.0,8.0,9.0,,,,1.0,,1.0,3.0,,1.0,,,10.0,,,,,,1.0,14.0,5.0,,,,44.0,64.0,,,,2.0,1.0,15.0,1.0,1.0,1.0,4.0,3.0,,14.0,2.0,61.0,47.0,2.0,21.0,10.0,,,42.0,11.0,8.0,,,4.0,,3.0,121.0,,,,,,,14.0,,,,2.0,,,,1.0,13.0,,27.0,24.0,4.0,5.0,66.0,65.0,29.0,9.0,,4.0,5.0,6.0,,,,6.0,5.0,,24.0,31.0,10.0,,,,,138.0,131.0,,35.0,21.0,33.5,,1.0,0.0,,,,71.0,2.0,2.0,,,1.0,,7.0,,3.0,50.0,,9.0,124.0,17.0,28.0,16.0,1.0,8.0,7.0,,75.0,10.0,186.0,2.0,,22.0,13.0,31.0,3.0,302.0,,0.0,14.0,27.0,1.0,16.0,2.0,529.0,,15.0,4.0,1.0,17.0,0.0
