matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360685,22.0,2012-01-21 15:00:00,52,QPR,Home,62.0,12.0,1.0,2.0,1.0,6.0,,131.0,6.0,,2.0,9.0,5.0,23.0,191.0,,1.0,18.0,9.0,9.0,10.0,,,1.0,,1.0,2.0,,,,,14.0,1.0,1.0,,,,,3.0,6.0,,,,47.0,42.0,,1.0,1.0,1.0,5.0,3.0,,7.0,8.0,1.0,,14.0,,46.0,51.0,1.0,10.0,7.0,,,67.0,11.0,17.0,1.0,,6.0,1.0,2.0,143.0,1.0,,,1.0,,7.0,,,1.0,2.0,,,,,16.0,,22.0,18.0,1.0,2.0,50.0,83.0,34.0,1.0,2.0,5.0,6.0,7.0,,,,3.0,1.0,,62.0,51.0,18.0,,,,2.0,174.0,160.0,1.0,12.0,22.0,40.3,,,,0.0,,,,48.0,,1.0,,,,,7.0,,2.0,76.0,,11.0,79.0,24.0,24.0,13.0,5.0,15.0,10.0,,125.0,13.0,224.0,2.0,,36.0,5.0,50.0,1.0,288.0,,0.0,19.0,21.0,1.0,27.0,2.0,488.0,,15.0,4.0,7.0,17.0,0.0
360695,23.0,2012-02-01 19:45:00,52,QPR,Away,91.0,9.0,,3.0,3.0,,,97.0,1.0,,4.0,3.0,4.0,19.0,185.0,,,9.0,12.0,6.0,3.0,,,,,,,,,1.0,,4.0,,,,,,,18.0,8.0,,,,49.0,55.0,1.0,1.0,,7.0,1.0,7.0,1.0,3.0,11.0,4.0,,2.0,4.0,44.0,29.0,7.0,28.0,9.0,,,66.0,13.0,3.0,1.0,,,,,144.0,,,,,,13.0,,,1.0,1.0,,,,,20.0,,18.0,12.0,1.0,4.0,48.0,100.0,37.0,9.0,,,3.0,3.0,,,,8.0,2.0,,49.0,40.0,10.0,,,,,182.0,154.0,1.0,25.0,15.0,31.5,,,1.0,0.0,,,,42.0,6.0,4.0,,,,,,,3.0,40.0,,3.0,113.0,16.0,56.0,17.0,3.0,18.0,15.0,,85.0,8.0,188.0,1.0,,33.0,5.0,56.0,3.0,283.0,,0.0,4.0,13.0,2.0,16.0,1.0,498.0,,5.0,7.0,3.0,9.0,0.0
360705,24.0,2012-02-04 15:00:00,52,QPR,Home,82.0,17.0,1.0,1.0,,,,135.0,6.0,,4.0,11.0,13.0,31.0,216.0,,,23.0,9.0,8.0,10.0,,,,1.0,,1.0,,,,,12.0,,,,,,,5.0,8.0,,,,49.0,41.0,1.0,,1.0,2.0,2.0,5.0,,7.0,7.0,9.0,,13.0,2.0,41.0,47.0,2.0,15.0,10.0,,,60.0,9.0,13.0,1.0,,2.0,1.0,1.0,134.0,1.0,,1.0,1.0,,12.0,,,1.0,3.0,,,,1.0,25.0,,16.0,11.0,1.0,4.0,57.0,78.0,38.0,3.0,,4.0,7.0,6.0,,,,,,,31.0,64.0,21.0,,,,,177.0,156.0,1.0,15.0,19.0,39.0,,,,0.0,,,,62.0,1.0,2.0,,,,,5.0,,3.0,71.0,,11.0,101.0,26.0,36.0,13.0,7.0,24.0,17.0,,120.0,9.0,225.0,3.0,,36.0,15.0,55.0,,302.0,,1.0,13.0,19.0,1.0,34.0,0.0,518.0,,11.0,7.0,7.0,11.0,0.0
360710,25.0,2012-02-11 15:00:00,52,QPR,Away,122.0,23.0,2.0,7.0,5.0,3.0,,294.0,5.0,,5.0,11.0,20.0,37.0,409.0,,2.0,23.0,9.0,8.0,18.0,2.0,1.0,,,,1.0,1.0,,,,25.0,,,,,,,5.0,4.0,,,,75.0,59.0,2.0,1.0,1.0,2.0,12.0,6.0,,6.0,17.0,9.0,,18.0,,49.0,46.0,2.0,12.0,3.0,,,79.0,10.0,11.0,,,3.0,,1.0,176.0,2.0,,1.0,2.0,,6.0,,,2.0,2.0,,,,,10.0,,17.0,13.0,,5.0,127.0,88.0,48.0,5.0,2.0,8.0,14.0,7.0,,,,3.0,1.0,1.0,48.0,81.0,19.0,,,,,185.0,172.0,4.0,17.0,30.0,58.1,,,1.0,0.0,,,,140.0,,,,,1.0,1.0,10.0,2.0,2.0,149.0,,22.0,142.0,49.0,25.0,16.0,6.0,32.0,26.0,1.0,205.0,7.0,408.0,2.0,,34.0,20.0,61.0,2.0,518.0,1.0,0.0,29.0,17.0,2.0,23.0,1.0,736.0,,10.0,10.0,6.0,16.0,0.0
360725,26.0,2012-02-25 15:00:00,52,QPR,Home,113.0,20.0,1.0,4.0,3.0,,,204.0,4.0,,5.0,6.0,16.0,33.0,313.0,,1.0,12.0,6.0,7.0,12.0,2.0,,,,1.0,1.0,,,,,13.0,,,,,,1.0,6.0,2.0,,,,47.0,56.0,2.0,2.0,,4.0,2.0,9.0,,6.0,11.0,4.0,,9.0,1.0,52.0,46.0,4.0,21.0,15.0,,,62.0,17.0,12.0,,,2.0,1.0,1.0,132.0,,,,,,9.0,,,,,,,,,24.0,,25.0,18.0,1.0,5.0,99.0,78.0,45.0,5.0,,7.0,7.0,7.0,,,,2.0,2.0,,44.0,52.0,21.0,,,,,148.0,136.0,4.0,19.0,25.0,44.2,,,,0.0,,,,116.0,1.0,,,1.0,2.0,,8.0,,2.0,104.0,,14.0,123.0,31.0,33.0,18.0,6.0,22.0,16.0,,148.0,4.0,293.0,,,19.0,17.0,50.0,2.0,394.0,1.0,1.0,17.0,20.0,4.0,14.0,0.0,594.0,,6.0,7.0,6.0,15.0,0.0
360734,27.0,2012-03-03 15:00:00,52,QPR,Home,83.0,16.0,2.0,7.0,5.0,3.0,2.0,142.0,3.0,,4.0,11.0,8.0,30.0,218.0,,2.0,22.0,10.0,13.0,9.0,4.0,1.0,,,1.0,3.0,,,,,10.0,,,,1.0,1.0,2.0,5.0,4.0,,,,55.0,40.0,4.0,3.0,1.0,4.0,5.0,6.0,,7.0,11.0,5.0,,12.0,1.0,48.0,46.0,4.0,18.0,8.0,,1.0,67.0,18.0,14.0,1.0,,5.0,2.0,3.0,139.0,1.0,1.0,1.0,,1.0,6.0,,,,,,,,2.0,23.0,2.0,15.0,11.0,,4.0,45.0,78.0,39.0,7.0,,8.0,6.0,5.0,,,,2.0,3.0,,44.0,42.0,15.0,,,,,168.0,151.0,1.0,17.0,13.0,49.1,2.0,,,0.0,,,,71.0,,1.0,,,1.0,1.0,12.0,,1.0,75.0,,14.0,103.0,31.0,35.0,7.0,7.0,25.0,18.0,1.0,120.0,8.0,232.0,,,38.0,10.0,55.0,,310.0,,0.0,22.0,16.0,2.0,26.0,1.0,520.0,,15.0,3.0,7.0,11.0,0.0
360741,28.0,2012-03-10 12:45:00,52,QPR,Away,99.0,20.0,1.0,5.0,4.0,8.0,1.0,125.0,2.0,1.0,8.0,9.0,7.0,24.0,219.0,,1.0,21.0,11.0,11.0,10.0,2.0,1.0,,,,1.0,,,,,15.0,,,1.0,,,2.0,9.0,3.0,,,,46.0,51.0,1.0,1.0,1.0,4.0,8.0,5.0,,6.0,13.0,5.0,,12.0,,47.0,56.0,4.0,29.0,20.0,,,63.0,14.0,14.0,1.0,,2.0,1.0,1.0,146.0,,,,,,6.0,,,1.0,1.0,,,,,32.0,2.0,7.0,4.0,,9.0,69.0,81.0,41.0,10.0,,5.0,7.0,4.0,,,,3.0,3.0,,28.0,42.0,33.0,,,,,189.0,161.0,4.0,20.0,14.0,46.8,1.0,,,0.0,,,,52.0,1.0,,,,,1.0,8.0,1.0,3.0,73.0,,12.0,122.0,38.0,57.0,10.0,6.0,25.0,19.0,1.0,122.0,15.0,216.0,1.0,1.0,33.0,9.0,57.0,,313.0,,0.0,20.0,26.0,3.0,27.0,2.0,560.0,,16.0,5.0,6.0,18.0,0.0
360755,29.0,2012-03-21 20:00:00,52,QPR,Home,140.0,20.0,2.0,7.0,5.0,5.0,,204.0,7.0,,5.0,11.0,13.0,31.0,337.0,,,13.0,12.0,9.0,5.0,,,,,,1.0,,,,,9.0,,,,,,,14.0,5.0,,,,65.0,56.0,2.0,,2.0,4.0,2.0,9.0,,7.0,14.0,7.0,,12.0,4.0,47.0,44.0,4.0,31.0,14.0,,1.0,63.0,8.0,6.0,1.0,,3.0,1.0,1.0,146.0,3.0,1.0,2.0,2.0,1.0,12.0,,,2.0,,,,,,25.0,,20.0,15.0,2.0,5.0,96.0,87.0,51.0,17.0,2.0,3.0,5.0,5.0,,,,5.0,3.0,,45.0,61.0,18.0,,,,,161.0,137.0,1.0,23.0,22.0,43.5,,,,0.0,,,,105.0,4.0,1.0,,,,,4.0,,3.0,84.0,,8.0,155.0,32.0,55.0,14.0,6.0,28.0,22.0,,119.0,10.0,285.0,,,22.0,15.0,47.0,1.0,412.0,,0.0,11.0,21.0,2.0,16.0,0.0,647.0,,11.0,8.0,7.0,12.0,0.0
360766,30.0,2012-03-24 15:00:00,52,QPR,Away,157.0,10.0,,3.0,3.0,2.0,,142.0,3.0,,5.0,10.0,10.0,19.0,296.0,,,17.0,19.0,14.0,8.0,,,1.0,,,3.0,,,,,7.0,,,,,,1.0,14.0,3.0,,,,72.0,61.0,,,,4.0,5.0,6.0,,2.0,8.0,3.0,1.0,9.0,,50.0,46.0,4.0,10.0,7.0,1.0,,66.0,9.0,11.0,,,4.0,1.0,3.0,183.0,,,,,,12.0,,,,,,,,,16.0,,11.0,9.0,,5.0,79.0,99.0,40.0,5.0,,5.0,3.0,1.0,,,,5.0,1.0,,24.0,46.0,19.0,,,,,176.0,162.0,2.0,26.0,23.0,48.5,,,,0.0,,,,70.0,1.0,,,,1.0,,5.0,,3.0,64.0,,8.0,173.0,27.0,24.0,13.0,2.0,14.0,12.0,,112.0,6.0,245.0,,,47.0,11.0,54.0,2.0,404.0,1.0,1.0,11.0,15.0,1.0,18.0,3.0,578.0,,14.0,6.0,2.0,10.0,0.0
360775,31.0,2012-03-31 15:00:00,52,QPR,Home,91.0,8.0,2.0,4.0,2.0,2.0,2.0,119.0,8.0,,,11.0,6.0,22.0,206.0,2.0,,18.0,8.0,5.0,5.0,2.0,,,,,,,1.0,,,8.0,,,,,,2.0,5.0,8.0,,,,46.0,59.0,,,,5.0,2.0,8.0,,4.0,9.0,1.0,,17.0,3.0,54.0,56.0,5.0,12.0,2.0,,,58.0,15.0,9.0,,,4.0,4.0,,125.0,2.0,,1.0,2.0,,13.0,,,2.0,,,,,1.0,11.0,,22.0,17.0,3.0,,60.0,70.0,30.0,6.0,2.0,3.0,6.0,6.0,,,,2.0,3.0,,42.0,59.0,14.0,,,,,164.0,152.0,,37.0,18.0,32.3,,,1.0,0.0,,,,64.0,,5.0,,,2.0,,3.0,,1.0,69.0,,9.0,109.0,21.0,24.0,17.0,3.0,17.0,14.0,,114.0,13.0,203.0,,,30.0,7.0,43.0,6.0,295.0,2.0,0.0,11.0,32.0,,22.0,5.0,510.0,,8.0,10.0,4.0,21.0,0.0
360783,32.0,2012-04-08 13:30:00,52,QPR,Away,111.0,6.0,2.0,2.0,,4.0,,102.0,7.0,,4.0,9.0,9.0,20.0,211.0,,,5.0,3.0,11.0,6.0,1.0,,,,,,,,,,7.0,,,,,,1.0,14.0,13.0,,,,44.0,41.0,,,,9.0,7.0,5.0,,5.0,3.0,1.0,,10.0,4.0,36.0,45.0,9.0,21.0,6.0,1.0,,39.0,11.0,12.0,,,2.0,,,114.0,,,,,,13.0,,,,1.0,,,,1.0,16.0,,22.0,12.0,5.0,4.0,58.0,71.0,40.0,11.0,,1.0,6.0,,,,,5.0,,,26.0,33.0,4.0,1.0,1.0,1.0,,121.0,101.0,1.0,21.0,7.0,27.6,,,1.0,0.0,,,,54.0,4.0,4.0,,,,,2.0,1.0,3.0,37.0,,7.0,127.0,8.0,41.0,11.0,5.0,9.0,4.0,,62.0,15.0,152.0,1.0,,30.0,10.0,42.0,,270.0,,1.0,9.0,19.0,,7.0,0.0,463.0,,9.0,3.0,5.0,16.0,0.0
360795,33.0,2012-04-11 20:00:00,52,QPR,Home,84.0,10.0,3.0,4.0,3.0,,,213.0,6.0,,1.0,6.0,14.0,30.0,293.0,,,12.0,6.0,3.0,8.0,3.0,,,,,,,,,,13.0,,,,,,2.0,8.0,3.0,,,,61.0,53.0,1.0,1.0,,1.0,4.0,5.0,,6.0,10.0,5.0,,15.0,,37.0,38.0,1.0,14.0,8.0,,,79.0,10.0,9.0,,,4.0,3.0,,137.0,2.0,,,2.0,,7.0,,,2.0,1.0,,,,,15.0,,15.0,12.0,1.0,1.0,82.0,77.0,45.0,9.0,3.0,5.0,8.0,6.0,,,,6.0,3.0,,40.0,95.0,14.0,,,,,131.0,121.0,1.0,22.0,21.0,40.2,,,,0.0,,,,80.0,,2.0,,,,,8.0,,3.0,121.0,,13.0,96.0,24.0,24.0,11.0,5.0,21.0,18.0,,166.0,4.0,285.0,1.0,,21.0,16.0,50.0,1.0,360.0,,0.0,18.0,16.0,,18.0,2.0,543.0,,10.0,10.0,6.0,13.0,0.0
360808,34.0,2012-04-14 15:00:00,52,QPR,Away,137.0,12.0,3.0,8.0,5.0,6.0,2.0,192.0,2.0,,5.0,10.0,14.0,42.0,321.0,1.0,,19.0,9.0,7.0,10.0,4.0,,,,,,,,,,12.0,,,,,,3.0,8.0,7.0,,,,56.0,47.0,,,,6.0,3.0,4.0,,8.0,16.0,5.0,,9.0,2.0,40.0,43.0,6.0,16.0,6.0,,1.0,63.0,10.0,13.0,,,4.0,3.0,,154.0,,,,,,7.0,,,,,,,,,16.0,,15.0,10.0,,5.0,95.0,93.0,50.0,6.0,,9.0,5.0,2.0,,,,5.0,,,40.0,61.0,20.0,,,,,163.0,151.0,1.0,21.0,13.0,52.1,,,,0.0,,,,106.0,1.0,3.0,,,,,13.0,,3.0,98.0,,14.0,161.0,36.0,28.0,15.0,8.0,32.0,24.0,,140.0,9.0,282.0,,,23.0,16.0,69.0,4.0,411.0,1.0,0.0,18.0,16.0,1.0,21.0,1.0,622.0,,9.0,7.0,8.0,15.0,0.0
360817,35.0,2012-04-21 17:30:00,52,QPR,Home,84.0,11.0,,,,1.0,,110.0,1.0,,1.0,12.0,8.0,23.0,194.0,,,14.0,6.0,6.0,7.0,1.0,,1.0,,,1.0,,,,,9.0,,,,,,2.0,9.0,11.0,,,,49.0,55.0,,,,5.0,2.0,14.0,,4.0,6.0,2.0,,11.0,6.0,49.0,42.0,5.0,20.0,11.0,,,45.0,13.0,9.0,,,3.0,1.0,1.0,109.0,,,,,,10.0,,,,,,,,,21.0,,22.0,16.0,1.0,1.0,51.0,72.0,29.0,13.0,1.0,5.0,3.0,3.0,,,,6.0,2.0,,37.0,47.0,14.0,,,,,146.0,133.0,4.0,25.0,17.0,31.0,,,2.0,0.0,,,,56.0,3.0,3.0,,1.0,1.0,,7.0,,1.0,55.0,,8.0,96.0,24.0,33.0,14.0,2.0,11.0,9.0,,90.0,7.0,180.0,,,30.0,9.0,48.0,2.0,265.0,,1.0,12.0,18.0,1.0,19.0,3.0,479.0,,17.0,9.0,4.0,12.0,0.0
360819,36.0,2012-04-29 13:30:00,52,QPR,Away,149.0,18.0,,3.0,3.0,2.0,,173.0,7.0,,3.0,3.0,17.0,27.0,319.0,1.0,,8.0,1.0,1.0,10.0,,,,1.0,,1.0,,,,,11.0,,,,,,1.0,17.0,13.0,,,,65.0,56.0,,,,3.0,5.0,9.0,,5.0,12.0,5.0,,8.0,4.0,29.0,34.0,3.0,9.0,6.0,1.0,,54.0,8.0,9.0,1.0,,1.0,1.0,1.0,129.0,1.0,,1.0,1.0,,10.0,,,1.0,,,,,,10.0,,7.0,7.0,,3.0,91.0,85.0,54.0,8.0,,5.0,6.0,2.0,,,,10.0,4.0,,59.0,42.0,14.0,,,,,127.0,114.0,1.0,26.0,23.0,43.3,,,1.0,0.0,,,,99.0,5.0,2.0,,,,,6.0,,2.0,71.0,,11.0,161.0,32.0,22.0,7.0,5.0,23.0,18.0,,109.0,3.0,246.0,1.0,,15.0,17.0,48.0,3.0,384.0,1.0,0.0,13.0,20.0,1.0,11.0,1.0,548.0,,5.0,4.0,5.0,19.0,0.0
360837,37.0,2012-05-06 14:00:00,52,QPR,Home,91.0,12.0,2.0,6.0,4.0,2.0,2.0,162.0,4.0,,3.0,4.0,2.0,23.0,247.0,,,26.0,12.0,9.0,13.0,2.0,,,,1.0,2.0,,,,,14.0,,,,,,2.0,6.0,2.0,,,,45.0,56.0,1.0,,1.0,5.0,8.0,2.0,,7.0,16.0,5.0,,12.0,,46.0,50.0,5.0,33.0,25.0,,,72.0,10.0,13.0,1.0,,6.0,4.0,2.0,154.0,1.0,,,,1.0,9.0,,,,1.0,,,,,36.0,,6.0,3.0,2.0,3.0,63.0,86.0,38.0,3.0,,7.0,9.0,6.0,,,,1.0,7.0,,52.0,52.0,16.0,,,,,182.0,168.0,4.0,24.0,23.0,54.6,,,2.0,0.0,,,,79.0,,,,,1.0,,8.0,,3.0,79.0,,16.0,110.0,28.0,47.0,18.0,4.0,29.0,25.0,,125.0,7.0,260.0,1.0,,32.0,4.0,57.0,1.0,341.0,,0.0,22.0,20.0,1.0,30.0,0.0,578.0,,12.0,8.0,7.0,9.0,0.0
360841,38.0,2012-05-13 15:00:00,52,QPR,Away,59.0,1.0,,1.0,1.0,,,29.0,3.0,,2.0,1.0,3.0,9.0,87.0,,,10.0,6.0,2.0,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,27.0,17.0,2.0,1.0,,21.0,37.0,1.0,,1.0,7.0,,7.0,,,2.0,,,10.0,7.0,34.0,29.0,7.0,30.0,21.0,1.0,,33.0,7.0,4.0,1.0,,1.0,,1.0,96.0,1.0,,1.0,1.0,,11.0,,,2.0,3.0,,,,1.0,38.0,,11.0,9.0,3.0,2.0,25.0,66.0,16.0,19.0,1.0,,2.0,3.0,151.0,,,19.0,3.0,,14.0,27.0,6.0,,,,,150.0,123.0,1.0,22.0,2.0,18.7,,3.0,1.0,0.0,,,,33.0,10.0,2.0,12.0,,,,,,2.0,6.0,80.0,2.0,84.0,10.0,57.0,6.0,,2.0,2.0,,38.0,3.0,93.0,4.0,,44.0,3.0,61.0,1.0,175.0,,1.0,3.0,22.0,,17.0,1.0,375.0,2.0,8.0,1.0,,18.0,0.0
