matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855378,21,2017-01-14 15:00:00,80,Swansea,Home,189.0,17.0,,2.0,2.0,1.0,,186.0,1.0,,2.0,8.0,12.0,38.0,373.0,,,19.0,17.0,10.0,8.0,,3.0,,,,,,2.0,,,,9.0,,,,,,5.0,12.0,4.0,6.0,6.0,79.0,69.0,,,,,9.0,3.0,9.0,,,3.0,12.0,7.0,,12.0,3.0,53.0,42.0,,19.0,6.0,1.0,,64.0,12.0,8.0,,,,,,164.0,,,,,,,4.0,,,,6.0,,15.0,15.0,1.0,2.0,91.0,69.0,45.0,2.0,,3.0,5.0,3.0,429.0,6.0,1.0,2.0,61.0,71.0,25.0,,,,,,130.0,130.0,4.0,28.0,32.0,43.2,,,,1.0,9.0,0.0,112.0,1.0,3.0,4.0,,,6.0,,3.0,97.0,362.0,7.0,8.0,208.0,29.0,19.0,17.0,3.0,22.0,19.0,,128.0,3.0,260.0,,,19.0,12.0,62.0,2.0,446.0,,0.0,12.0,12.0,,21.0,2.0,631.0,16.0,15.0,12.0,3.0,11.0,0.0
855386,22,2017-01-21 12:30:00,80,Swansea,Away,111.0,14.0,3.0,5.0,2.0,5.0,,109.0,4.0,,,10.0,8.0,30.0,215.0,,,15.0,17.0,18.0,,2.0,3.0,,,1.0,,1.0,,,,,2.0,,,,,,5.0,9.0,7.0,5.0,1.0,48.0,47.0,2.0,,3.0,9.0,19.0,1.0,12.0,,,3.0,5.0,,,21.0,2.0,65.0,48.0,9.0,44.0,18.0,,1.0,52.0,7.0,7.0,3.0,,1.0,,1.0,128.0,2.0,,2.0,1.0,1.0,,13.0,2.0,3.0,,18.0,1.0,16.0,16.0,2.0,1.0,60.0,57.0,27.0,6.0,,1.0,3.0,3.0,261.0,4.0,3.0,,33.0,61.0,16.0,,,,,,134.0,134.0,,19.0,21.0,26.4,,,,,19.0,0.0,52.0,1.0,2.0,3.0,,,2.0,1.0,3.0,52.0,204.0,10.0,4.0,130.0,21.0,44.0,21.0,3.0,8.0,5.0,,88.0,12.0,166.0,3.0,,25.0,8.0,61.0,1.0,288.0,,0.0,6.0,11.0,,25.0,1.0,508.0,20.0,13.0,12.0,3.0,10.0,0.0
855398,23,2017-01-31 19:45:00,80,Swansea,Home,175.0,11.0,3.0,4.0,1.0,1.0,,169.0,5.0,,1.0,14.0,15.0,48.0,340.0,,,14.0,19.0,23.0,6.0,1.0,5.0,1.0,,,,,,,,,7.0,,,,,,6.0,6.0,4.0,6.0,6.0,79.0,52.0,,,,1.0,14.0,3.0,13.0,,,5.0,11.0,2.0,1.0,15.0,1.0,60.0,57.0,1.0,28.0,18.0,,1.0,62.0,10.0,16.0,1.0,,4.0,,,159.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,5.0,,18.0,,12.0,12.0,2.0,1.0,96.0,71.0,43.0,4.0,,2.0,7.0,5.0,386.0,2.0,1.0,,68.0,62.0,20.0,,,,,,135.0,135.0,1.0,26.0,18.0,43.1,,,,,14.0,0.0,87.0,,1.0,1.0,2.0,1.0,4.0,,3.0,67.0,314.0,2.0,9.0,194.0,20.0,28.0,7.0,5.0,18.0,13.0,2.0,105.0,9.0,245.0,5.0,,29.0,16.0,76.0,1.0,421.0,,0.0,12.0,15.0,,22.0,2.0,609.0,13.0,12.0,4.0,5.0,11.0,0.0
855407,24,2017-02-05 13:30:00,80,Swansea,Away,100.0,17.0,2.0,2.0,,4.0,,114.0,8.0,1.0,1.0,9.0,5.0,39.0,212.0,,,17.0,15.0,19.0,,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,8.0,14.0,3.0,1.0,3.0,49.0,47.0,,,,2.0,19.0,,16.0,,,3.0,2.0,2.0,,7.0,3.0,60.0,54.0,2.0,22.0,13.0,,,63.0,13.0,8.0,1.0,,3.0,1.0,1.0,150.0,1.0,,,1.0,,,12.0,1.0,3.0,,13.0,1.0,12.0,12.0,3.0,1.0,71.0,73.0,37.0,10.0,,1.0,1.0,2.0,292.0,7.0,3.0,,45.0,80.0,15.0,,,,,,138.0,138.0,3.0,20.0,17.0,30.9,,,,,19.0,0.0,49.0,2.0,1.0,3.0,,,2.0,,3.0,36.0,196.0,9.0,2.0,121.0,35.0,22.0,15.0,3.0,8.0,5.0,,93.0,7.0,206.0,3.0,2.0,33.0,5.0,80.0,,319.0,,0.0,4.0,23.0,,19.0,3.0,481.0,5.0,3.0,5.0,3.0,17.0,0.0
855420,25,2017-02-12 16:00:00,80,Swansea,Home,198.0,10.0,1.0,5.0,4.0,1.0,,159.0,2.0,1.0,3.0,11.0,15.0,39.0,352.0,,,20.0,29.0,34.0,7.0,,,,,,,,,,1.0,,9.0,,,,,1.0,5.0,4.0,5.0,7.0,3.0,69.0,56.0,1.0,,1.0,,23.0,1.0,11.0,,,7.0,7.0,6.0,2.0,15.0,1.0,65.0,72.0,,42.0,30.0,,,71.0,7.0,13.0,,,2.0,2.0,,191.0,2.0,,2.0,1.0,1.0,,9.0,1.0,1.0,,30.0,,3.0,3.0,1.0,3.0,128.0,93.0,38.0,3.0,,4.0,5.0,4.0,454.0,4.0,4.0,,59.0,92.0,24.0,,,,,,189.0,189.0,3.0,27.0,18.0,49.0,,,,,23.0,0.0,90.0,1.0,,1.0,,,5.0,,3.0,62.0,340.0,12.0,9.0,220.0,32.0,42.0,11.0,7.0,22.0,15.0,,118.0,7.0,280.0,1.0,1.0,33.0,15.0,84.0,,478.0,,0.0,10.0,20.0,,27.0,2.0,692.0,14.0,17.0,8.0,7.0,17.0,0.0
855422,26,2017-02-25 15:00:00,80,Swansea,Away,139.0,12.0,1.0,1.0,,3.0,,153.0,9.0,,3.0,5.0,15.0,35.0,291.0,,,15.0,13.0,11.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,6.0,10.0,6.0,2.0,1.0,58.0,54.0,1.0,,1.0,3.0,27.0,,19.0,,1.0,1.0,6.0,4.0,,7.0,2.0,53.0,42.0,3.0,23.0,12.0,1.0,,58.0,14.0,11.0,1.0,,1.0,,1.0,157.0,1.0,1.0,1.0,,1.0,,14.0,,1.0,3.0,12.0,,20.0,20.0,3.0,3.0,88.0,82.0,52.0,8.0,,1.0,1.0,2.0,348.0,5.0,,,78.0,55.0,12.0,,,,,,133.0,133.0,1.0,23.0,21.0,34.4,,,,,27.0,0.0,79.0,2.0,,2.0,2.0,,1.0,,2.0,47.0,269.0,14.0,2.0,161.0,32.0,23.0,11.0,1.0,11.0,10.0,,87.0,10.0,232.0,1.0,,17.0,15.0,73.0,,382.0,,0.0,3.0,13.0,,21.0,3.0,555.0,4.0,15.0,7.0,1.0,9.0,0.0
855437,27,2017-03-04 15:00:00,80,Swansea,Home,263.0,18.0,1.0,8.0,7.0,1.0,,241.0,3.0,,3.0,6.0,12.0,48.0,496.0,,1.0,27.0,26.0,24.0,8.0,2.0,6.0,,,,1.0,1.0,,,,,14.0,,2.0,1.0,,3.0,4.0,4.0,2.0,16.0,8.0,85.0,57.0,,,,,16.0,4.0,1.0,,1.0,9.0,23.0,12.0,1.0,11.0,2.0,59.0,66.0,,21.0,13.0,,,78.0,7.0,13.0,2.0,,6.0,4.0,1.0,200.0,3.0,,3.0,3.0,,,7.0,3.0,1.0,1.0,13.0,3.0,4.0,4.0,,3.0,155.0,78.0,48.0,2.0,,7.0,6.0,9.0,558.0,,,,99.0,97.0,50.0,1.0,1.0,1.0,,,160.0,160.0,1.0,25.0,25.0,71.3,3.0,,3.0,,16.0,0.0,140.0,1.0,1.0,2.0,1.0,,11.0,2.0,3.0,122.0,481.0,6.0,13.0,278.0,43.0,21.0,37.0,8.0,47.0,39.0,,175.0,5.0,349.0,1.0,,16.0,13.0,87.0,1.0,580.0,,0.0,24.0,8.0,1.0,29.0,2.0,809.0,33.0,7.0,21.0,10.0,7.0,0.0
855448,28,2017-03-11 15:00:00,80,Swansea,Away,127.0,17.0,1.0,8.0,7.0,1.0,1.0,164.0,3.0,,5.0,8.0,9.0,45.0,283.0,,1.0,16.0,15.0,21.0,6.0,1.0,2.0,,,,1.0,2.0,,,,,6.0,,,,,1.0,1.0,8.0,7.0,9.0,2.0,67.0,54.0,2.0,2.0,1.0,2.0,13.0,3.0,8.0,1.0,1.0,7.0,7.0,3.0,1.0,8.0,2.0,40.0,55.0,2.0,30.0,13.0,1.0,,75.0,5.0,14.0,,,5.0,3.0,2.0,155.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,1.0,13.0,,11.0,11.0,1.0,5.0,82.0,83.0,47.0,2.0,,4.0,4.0,3.0,349.0,6.0,,,80.0,59.0,28.0,,,,,,138.0,138.0,4.0,24.0,16.0,50.2,,,,1.0,13.0,0.0,73.0,3.0,2.0,4.0,,,5.0,,3.0,62.0,269.0,3.0,8.0,144.0,37.0,30.0,12.0,6.0,19.0,13.0,,115.0,4.0,252.0,2.0,1.0,25.0,10.0,86.0,3.0,377.0,,0.0,11.0,14.0,1.0,21.0,1.0,566.0,16.0,12.0,7.0,7.0,12.0,0.0
855452,29,2017-03-18 17:30:00,80,Swansea,Away,161.0,17.0,1.0,14.0,13.0,3.0,2.0,227.0,8.0,,6.0,5.0,20.0,35.0,374.0,,,20.0,9.0,16.0,3.0,1.0,3.0,,,,,1.0,1.0,,,,3.0,,,,,2.0,5.0,6.0,7.0,4.0,6.0,91.0,65.0,,,,2.0,21.0,4.0,13.0,,1.0,4.0,17.0,7.0,,15.0,3.0,48.0,55.0,2.0,12.0,7.0,,2.0,58.0,9.0,10.0,,,4.0,4.0,1.0,168.0,,,,,,,9.0,,1.0,,7.0,,14.0,14.0,,6.0,115.0,83.0,52.0,2.0,,2.0,2.0,1.0,455.0,2.0,1.0,1.0,66.0,94.0,34.0,,,,,,151.0,151.0,4.0,29.0,24.0,52.2,,,,,21.0,0.0,102.0,1.0,4.0,5.0,,,5.0,,3.0,93.0,356.0,12.0,4.0,195.0,42.0,12.0,13.0,3.0,31.0,28.0,,138.0,10.0,312.0,1.0,,20.0,25.0,73.0,1.0,476.0,2.0,0.0,10.0,18.0,1.0,24.0,2.0,677.0,17.0,9.0,11.0,4.0,13.0,0.0
855470,30,2017-04-02 13:30:00,80,Swansea,Home,139.0,25.0,3.0,5.0,2.0,3.0,,200.0,4.0,,4.0,2.0,6.0,34.0,334.0,,,24.0,23.0,23.0,9.0,4.0,2.0,,,,,1.0,,,,,12.0,,,,,,4.0,6.0,2.0,6.0,9.0,59.0,52.0,,,,1.0,9.0,6.0,19.0,,1.0,11.0,23.0,9.0,,13.0,,69.0,54.0,1.0,14.0,6.0,,,73.0,9.0,14.0,,,5.0,4.0,1.0,164.0,,,,,,,6.0,,3.0,,6.0,,8.0,8.0,1.0,4.0,107.0,75.0,42.0,3.0,,5.0,8.0,3.0,402.0,3.0,2.0,,60.0,95.0,53.0,,,,,,163.0,163.0,2.0,22.0,23.0,55.7,,,,1.0,9.0,0.0,90.0,1.0,,1.0,,,6.0,1.0,,107.0,321.0,3.0,13.0,158.0,50.0,14.0,16.0,11.0,47.0,36.0,,150.0,7.0,309.0,3.0,,17.0,6.0,66.0,1.0,420.0,,0.0,15.0,7.0,,30.0,2.0,617.0,19.0,7.0,10.0,11.0,4.0,0.0
855477,31,2017-04-05 19:45:00,80,Swansea,Home,69.0,18.0,1.0,2.0,1.0,3.0,,103.0,4.0,1.0,3.0,7.0,4.0,37.0,170.0,1.0,,11.0,18.0,12.0,2.0,1.0,1.0,,,,,,,,,,3.0,,,,,,3.0,11.0,7.0,3.0,1.0,44.0,54.0,1.0,,1.0,4.0,16.0,1.0,4.0,,,5.0,4.0,3.0,,10.0,3.0,47.0,45.0,4.0,30.0,16.0,,,48.0,7.0,7.0,1.0,,1.0,3.0,,124.0,1.0,,1.0,1.0,,,10.0,1.0,3.0,,16.0,,11.0,11.0,4.0,3.0,47.0,66.0,31.0,7.0,,2.0,2.0,1.0,217.0,5.0,3.0,,47.0,65.0,25.0,,,,,,146.0,146.0,1.0,27.0,16.0,28.2,,3.0,,1.0,16.0,0.0,31.0,3.0,2.0,5.0,,,2.0,,3.0,51.0,156.0,7.0,4.0,87.0,25.0,30.0,20.0,5.0,15.0,10.0,,81.0,10.0,174.0,3.0,1.0,32.0,4.0,75.0,3.0,246.0,1.0,0.0,4.0,18.0,,25.0,1.0,444.0,11.0,17.0,10.0,5.0,13.0,0.0
855491,32,2017-04-08 15:00:00,80,Swansea,Away,146.0,22.0,2.0,4.0,2.0,3.0,,179.0,4.0,,8.0,8.0,14.0,46.0,321.0,,1.0,26.0,16.0,17.0,2.0,2.0,2.0,,,,1.0,1.0,,,,,2.0,,,,,,8.0,7.0,7.0,4.0,1.0,63.0,55.0,1.0,1.0,,4.0,18.0,1.0,8.0,,,3.0,14.0,2.0,,16.0,3.0,60.0,53.0,4.0,14.0,8.0,,3.0,83.0,12.0,11.0,,,2.0,1.0,1.0,155.0,,,,,,,7.0,,2.0,1.0,8.0,,5.0,5.0,,8.0,100.0,86.0,49.0,4.0,,3.0,1.0,1.0,390.0,3.0,3.0,,60.0,74.0,27.0,,,,,,160.0,160.0,1.0,24.0,18.0,53.7,,,,,18.0,0.0,95.0,4.0,1.0,5.0,,,3.0,,3.0,76.0,307.0,12.0,5.0,172.0,36.0,14.0,24.0,3.0,20.0,17.0,,120.0,7.0,261.0,2.0,,25.0,15.0,81.0,,413.0,1.0,0.0,5.0,10.0,1.0,38.0,1.0,618.0,17.0,12.0,15.0,3.0,7.0,0.0
855500,33,2017-04-15 15:00:00,80,Swansea,Away,139.0,22.0,1.0,8.0,7.0,2.0,,160.0,3.0,1.0,4.0,7.0,4.0,33.0,291.0,,,22.0,21.0,25.0,9.0,,2.0,,,,,,,,,,10.0,,,,,1.0,7.0,5.0,10.0,9.0,4.0,57.0,58.0,,,,2.0,18.0,4.0,14.0,,,2.0,10.0,10.0,,9.0,6.0,61.0,59.0,2.0,21.0,12.0,1.0,,84.0,13.0,8.0,,,3.0,3.0,,170.0,,,,,,,5.0,,2.0,3.0,12.0,,8.0,8.0,1.0,5.0,76.0,73.0,41.0,6.0,,4.0,5.0,4.0,363.0,2.0,4.0,,54.0,65.0,29.0,,,,,,149.0,149.0,4.0,18.0,27.0,47.0,,,,,18.0,0.0,78.0,2.0,4.0,6.0,,,5.0,,3.0,87.0,278.0,11.0,9.0,153.0,42.0,21.0,13.0,2.0,25.0,23.0,,142.0,7.0,253.0,2.0,1.0,26.0,4.0,70.0,2.0,381.0,,0.0,13.0,20.0,1.0,28.0,0.0,586.0,28.0,13.0,6.0,2.0,12.0,0.0
855510,34,2017-04-22 15:00:00,80,Swansea,Home,185.0,12.0,2.0,4.0,2.0,,,119.0,,,12.0,2.0,13.0,32.0,300.0,,,13.0,16.0,10.0,5.0,1.0,2.0,,,,,,,,,,6.0,,,,,1.0,1.0,6.0,3.0,8.0,2.0,63.0,51.0,,,,2.0,17.0,2.0,16.0,,,11.0,10.0,2.0,,9.0,,51.0,49.0,2.0,22.0,10.0,,,61.0,5.0,13.0,1.0,,5.0,4.0,,136.0,2.0,1.0,1.0,1.0,1.0,,7.0,1.0,4.0,,10.0,,6.0,6.0,,12.0,85.0,62.0,31.0,4.0,1.0,1.0,7.0,6.0,342.0,1.0,1.0,,50.0,60.0,29.0,,1.0,1.0,,,122.0,122.0,5.0,19.0,10.0,45.4,,,,1.0,17.0,0.0,81.0,1.0,2.0,3.0,1.0,,2.0,1.0,3.0,60.0,291.0,10.0,8.0,199.0,24.0,22.0,10.0,9.0,25.0,16.0,,91.0,,191.0,4.0,,14.0,14.0,66.0,1.0,365.0,1.0,0.0,10.0,23.0,,21.0,2.0,565.0,17.0,11.0,4.0,11.0,11.0,0.0
855514,35,2017-04-30 12:00:00,80,Swansea,Away,152.0,22.0,1.0,3.0,2.0,1.0,2.0,196.0,8.0,1.0,3.0,11.0,24.0,36.0,345.0,,,16.0,8.0,18.0,8.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,8.0,,,,,1.0,9.0,8.0,4.0,8.0,4.0,83.0,58.0,2.0,2.0,,3.0,16.0,3.0,9.0,,1.0,2.0,4.0,3.0,,11.0,3.0,43.0,51.0,3.0,30.0,11.0,,,68.0,13.0,11.0,,,6.0,2.0,2.0,155.0,,,,,,,11.0,,2.0,,11.0,,10.0,10.0,,3.0,102.0,79.0,50.0,5.0,1.0,5.0,5.0,4.0,401.0,,1.0,,75.0,60.0,21.0,1.0,1.0,1.0,,,123.0,123.0,7.0,26.0,19.0,44.6,,,1.0,,16.0,0.0,85.0,4.0,1.0,5.0,,1.0,5.0,1.0,3.0,96.0,330.0,7.0,12.0,169.0,39.0,30.0,13.0,2.0,11.0,9.0,1.0,139.0,10.0,267.0,2.0,2.0,21.0,26.0,65.0,2.0,425.0,,0.0,12.0,11.0,,17.0,2.0,604.0,22.0,18.0,11.0,2.0,9.0,0.0
855530,36,2017-05-06 17:30:00,80,Swansea,Home,155.0,14.0,4.0,7.0,3.0,,,112.0,3.0,1.0,4.0,7.0,13.0,25.0,260.0,,,12.0,21.0,22.0,4.0,2.0,5.0,,,,,,,,,,4.0,,,,1.0,,1.0,4.0,5.0,8.0,1.0,55.0,51.0,2.0,2.0,1.0,5.0,13.0,3.0,10.0,,,9.0,8.0,3.0,,8.0,1.0,47.0,58.0,5.0,50.0,23.0,,,54.0,5.0,12.0,1.0,,2.0,1.0,,139.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,23.0,1.0,10.0,10.0,,4.0,74.0,61.0,29.0,5.0,,1.0,6.0,4.0,319.0,2.0,3.0,,47.0,55.0,30.0,,,,,,128.0,128.0,2.0,27.0,17.0,37.6,1.0,,,,13.0,0.0,73.0,1.0,1.0,2.0,,,2.0,2.0,3.0,61.0,248.0,6.0,7.0,172.0,25.0,50.0,8.0,9.0,21.0,12.0,,103.0,6.0,190.0,1.0,1.0,22.0,14.0,58.0,,341.0,,0.0,9.0,19.0,,19.0,0.0,543.0,20.0,12.0,5.0,9.0,12.0,0.0
855538,37,2017-05-13 15:00:00,80,Swansea,Away,159.0,14.0,,1.0,1.0,1.0,1.0,164.0,3.0,,6.0,7.0,12.0,33.0,322.0,,,14.0,9.0,16.0,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,4.0,9.0,4.0,2.0,1.0,60.0,52.0,1.0,,1.0,2.0,12.0,,8.0,,,4.0,7.0,1.0,1.0,15.0,1.0,43.0,45.0,2.0,25.0,15.0,,1.0,66.0,6.0,11.0,1.0,,1.0,1.0,1.0,150.0,2.0,1.0,1.0,1.0,1.0,,8.0,1.0,1.0,1.0,15.0,,11.0,11.0,2.0,6.0,95.0,77.0,45.0,8.0,,,2.0,3.0,378.0,3.0,1.0,,77.0,51.0,23.0,,,,,,130.0,130.0,3.0,25.0,15.0,47.2,,,,,12.0,0.0,95.0,2.0,2.0,4.0,1.0,,,,3.0,70.0,311.0,6.0,2.0,168.0,22.0,25.0,8.0,4.0,13.0,9.0,,118.0,2.0,245.0,1.0,,26.0,13.0,65.0,1.0,400.0,,0.0,3.0,17.0,1.0,18.0,0.0,571.0,15.0,13.0,2.0,4.0,12.0,0.0
855550,38,2017-05-21 15:00:00,80,Swansea,Home,223.0,28.0,3.0,13.0,10.0,2.0,,300.0,8.0,,7.0,3.0,23.0,44.0,510.0,,,17.0,12.0,18.0,8.0,1.0,4.0,,,,,,,,,,7.0,,,,,1.0,5.0,10.0,6.0,9.0,3.0,92.0,51.0,3.0,1.0,2.0,3.0,19.0,4.0,2.0,,,7.0,16.0,15.0,,16.0,2.0,40.0,52.0,3.0,17.0,10.0,1.0,1.0,71.0,8.0,10.0,2.0,,3.0,2.0,,170.0,2.0,,2.0,1.0,1.0,,9.0,1.0,1.0,,10.0,,12.0,12.0,1.0,8.0,164.0,75.0,49.0,4.0,,6.0,5.0,2.0,570.0,5.0,1.0,,95.0,102.0,42.0,,,,,,146.0,146.0,4.0,16.0,26.0,65.3,,,3.0,,19.0,0.0,163.0,3.0,1.0,4.0,,,6.0,,3.0,123.0,494.0,8.0,11.0,237.0,42.0,17.0,11.0,7.0,40.0,33.0,,164.0,3.0,392.0,1.0,,12.0,23.0,64.0,1.0,589.0,,0.0,12.0,17.0,,20.0,1.0,795.0,31.0,16.0,9.0,7.0,13.0,0.0
