matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360574,11,2011-11-05 15:00:00,80,Swansea,Away,262.0,15.0,3.0,4.0,2.0,,,146.0,6.0,,11.0,4.0,27.0,29.0,404.0,,1.0,15.0,11.0,6.0,7.0,1.0,,,1.0,,,1.0,,,,11.0,,,,,,,15.0,10.0,71.0,57.0,1.0,2.0,,5.0,3.0,11.0,,4.0,9.0,3.0,,12.0,3.0,40.0,46.0,5.0,32.0,8.0,,,39.0,5.0,13.0,,,3.0,2.0,1.0,136.0,,,,,,,14.0,,5.0,,13.0,,25.0,17.0,,11.0,129.0,82.0,50.0,11.0,,3.0,5.0,3.0,8.0,3.0,,42.0,66.0,11.0,,,,,,136.0,123.0,1.0,28.0,17.0,47.7,,1.0,0.0,135.0,4.0,1.0,,,,6.0,,2.0,51.0,8.0,285.0,33.0,45.0,9.0,4.0,17.0,14.0,,77.0,2.0,203.0,5.0,,17.0,27.0,51.0,4.0,471.0,,0.0,12.0,19.0,3.0,17.0,2.0,695.0,13.0,8.0,4.0,14.0,0.0
360585,12,2011-11-19 17:30:00,80,Swansea,Home,260.0,20.0,3.0,5.0,2.0,1.0,,232.0,7.0,,8.0,6.0,22.0,40.0,487.0,1.0,,14.0,9.0,12.0,6.0,1.0,,,,,,,,,,9.0,,,,,,,4.0,9.0,97.0,77.0,,1.0,,3.0,5.0,3.0,,6.0,15.0,6.0,,18.0,2.0,48.0,51.0,3.0,10.0,5.0,1.0,,49.0,6.0,8.0,,,2.0,1.0,,170.0,,,,,,,10.0,,1.0,,9.0,,24.0,19.0,,8.0,155.0,63.0,44.0,2.0,,2.0,5.0,1.0,3.0,1.0,,67.0,94.0,18.0,,,,,,157.0,150.0,1.0,35.0,31.0,50.0,,,0.0,141.0,1.0,3.0,,,,4.0,1.0,2.0,112.0,7.0,285.0,29.0,17.0,24.0,6.0,28.0,22.0,,146.0,5.0,306.0,2.0,,14.0,24.0,53.0,1.0,563.0,1.0,0.0,10.0,19.0,7.0,14.0,0.0,777.0,16.0,12.0,6.0,14.0,0.0
360597,13,2011-11-27 13:30:00,80,Swansea,Home,281.0,15.0,,1.0,1.0,,,213.0,5.0,,5.0,,25.0,26.0,493.0,,,17.0,12.0,7.0,7.0,,1.0,,,,,,,,,,,,,,,1.0,7.0,5.0,101.0,48.0,,,,,2.0,11.0,,4.0,7.0,7.0,,16.0,1.0,57.0,49.0,,16.0,11.0,,1.0,51.0,9.0,16.0,,,,,,164.0,,,,,,,13.0,,3.0,,17.0,,15.0,13.0,1.0,5.0,158.0,81.0,44.0,6.0,,4.0,3.0,1.0,5.0,3.0,,66.0,57.0,17.0,,,,,,152.0,139.0,,28.0,15.0,63.0,,,0.0,143.0,1.0,1.0,,,1.0,4.0,,3.0,100.0,7.0,298.0,27.0,29.0,18.0,4.0,18.0,15.0,,137.0,3.0,286.0,3.0,1.0,21.0,27.0,49.0,,566.0,,0.0,7.0,17.0,3.0,21.0,3.0,754.0,9.0,9.0,4.0,14.0,0.0
360600,14,2011-12-03 15:00:00,80,Swansea,Away,342.0,11.0,1.0,4.0,3.0,1.0,,280.0,10.0,,6.0,2.0,44.0,50.0,618.0,1.0,,18.0,8.0,3.0,8.0,,,,,,,,,,,9.0,,,,,,,9.0,6.0,95.0,56.0,2.0,1.0,2.0,,1.0,8.0,,4.0,12.0,5.0,,14.0,,56.0,51.0,,10.0,5.0,,,53.0,13.0,12.0,2.0,,3.0,1.0,,170.0,1.0,,1.0,1.0,,,11.0,2.0,2.0,,15.0,,5.0,5.0,,6.0,216.0,79.0,60.0,3.0,,5.0,4.0,4.0,4.0,1.0,,115.0,84.0,13.0,1.0,1.0,1.0,,,146.0,134.0,4.0,23.0,23.0,68.4,,2.0,0.0,213.0,1.0,,1.0,,,5.0,,2.0,123.0,9.0,368.0,24.0,22.0,27.0,3.0,21.0,18.0,,151.0,2.0,347.0,2.0,,7.0,47.0,62.0,,694.0,1.0,1.0,10.0,22.0,,19.0,0.0,876.0,11.0,14.0,4.0,15.0,0.0
360617,15,2011-12-10 15:00:00,80,Swansea,Home,289.0,15.0,2.0,6.0,4.0,,,207.0,7.0,,5.0,3.0,35.0,35.0,490.0,,1.0,17.0,9.0,4.0,8.0,1.0,,,1.0,,,3.0,,,,9.0,,,,1.0,,,7.0,6.0,102.0,58.0,,,,1.0,3.0,4.0,,6.0,9.0,7.0,,9.0,4.0,38.0,32.0,1.0,5.0,,,,48.0,8.0,7.0,1.0,,4.0,,3.0,141.0,2.0,1.0,1.0,,2.0,,8.0,,,,4.0,1.0,10.0,8.0,2.0,5.0,145.0,68.0,46.0,5.0,1.0,6.0,5.0,5.0,1.0,2.0,,71.0,66.0,12.0,,1.0,1.0,1.0,,127.0,116.0,2.0,22.0,27.0,56.6,1.0,,0.0,156.0,6.0,1.0,,2.0,,9.0,,3.0,90.0,11.0,305.0,29.0,16.0,13.0,5.0,21.0,16.0,,109.0,1.0,260.0,,,4.0,36.0,50.0,2.0,544.0,,0.0,17.0,16.0,1.0,21.0,1.0,724.0,21.0,5.0,6.0,12.0,0.0
360624,16,2011-12-17 15:00:00,80,Swansea,Away,225.0,26.0,,2.0,2.0,,,164.0,9.0,,4.0,1.0,30.0,22.0,387.0,,,17.0,14.0,9.0,2.0,,,,,,,,,,,,,,,,,,13.0,9.0,105.0,62.0,,,,8.0,,6.0,,1.0,3.0,4.0,,15.0,2.0,57.0,55.0,8.0,21.0,5.0,,,52.0,11.0,12.0,,,,,,155.0,,,,,,,14.0,,2.0,,16.0,,12.0,9.0,,4.0,112.0,76.0,56.0,9.0,,2.0,,,5.0,2.0,,54.0,59.0,10.0,,,,,,157.0,136.0,4.0,26.0,24.0,50.7,,1.0,0.0,95.0,3.0,,,,,3.0,,2.0,56.0,2.0,261.0,49.0,42.0,16.0,1.0,9.0,8.0,,83.0,8.0,215.0,2.0,,6.0,30.0,40.0,3.0,467.0,,0.0,3.0,29.0,,20.0,1.0,668.0,10.0,5.0,1.0,21.0,0.0
360635,17,2011-12-21 20:00:00,80,Swansea,Away,245.0,17.0,,2.0,2.0,4.0,1.0,155.0,8.0,,9.0,5.0,33.0,38.0,398.0,,,19.0,17.0,11.0,4.0,,,,,,,,,,,4.0,,,,,,,10.0,5.0,87.0,51.0,,,,3.0,4.0,6.0,,2.0,5.0,3.0,,9.0,1.0,52.0,41.0,3.0,17.0,6.0,,,60.0,14.0,8.0,,,2.0,2.0,,163.0,,,,,,,12.0,,1.0,1.0,10.0,,11.0,9.0,,9.0,107.0,75.0,44.0,9.0,,,4.0,1.0,3.0,2.0,,38.0,84.0,10.0,,,,,,150.0,136.0,1.0,23.0,19.0,54.4,,,0.0,128.0,3.0,,,3.0,,,,3.0,71.0,4.0,269.0,39.0,31.0,13.0,1.0,11.0,10.0,,110.0,11.0,227.0,1.0,,13.0,34.0,56.0,1.0,485.0,,0.0,5.0,16.0,2.0,22.0,2.0,664.0,14.0,6.0,2.0,14.0,0.0
360647,18,2011-12-27 17:00:00,80,Swansea,Home,236.0,17.0,3.0,5.0,2.0,3.0,,206.0,5.0,1.0,3.0,1.0,33.0,32.0,437.0,,1.0,17.0,9.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,8.0,6.0,106.0,58.0,,,,2.0,2.0,1.0,,5.0,14.0,4.0,,23.0,1.0,46.0,37.0,2.0,18.0,9.0,,,52.0,9.0,12.0,1.0,2.0,,,,159.0,,,,,,,9.0,,1.0,,16.0,,19.0,18.0,1.0,3.0,120.0,86.0,63.0,11.0,,3.0,4.0,3.0,4.0,1.0,,50.0,87.0,15.0,,,,,,150.0,133.0,2.0,22.0,29.0,55.8,,1.0,0.0,109.0,1.0,2.0,,,,3.0,,2.0,67.0,7.0,251.0,29.0,35.0,10.0,4.0,23.0,19.0,,92.0,4.0,266.0,1.0,1.0,4.0,34.0,42.0,3.0,494.0,,0.0,8.0,14.0,2.0,23.0,1.0,702.0,15.0,6.0,5.0,9.0,0.0
360657,19,2011-12-31 15:00:00,80,Swansea,Home,258.0,18.0,3.0,4.0,1.0,1.0,,237.0,7.0,2.0,8.0,3.0,25.0,45.0,491.0,,1.0,18.0,9.0,6.0,9.0,2.0,,,,,,,,,,10.0,,,,,,,5.0,5.0,101.0,58.0,1.0,1.0,1.0,3.0,3.0,10.0,,10.0,12.0,2.0,,10.0,3.0,49.0,41.0,3.0,6.0,1.0,,,60.0,8.0,4.0,,,1.0,1.0,,172.0,,,,,,,8.0,1.0,2.0,,2.0,,12.0,7.0,1.0,8.0,135.0,77.0,54.0,5.0,1.0,6.0,5.0,4.0,,1.0,,55.0,79.0,15.0,,,,,,138.0,132.0,3.0,23.0,24.0,55.8,,1.0,0.0,160.0,2.0,2.0,,,,6.0,,3.0,82.0,11.0,273.0,34.0,12.0,17.0,10.0,25.0,15.0,,123.0,4.0,320.0,2.0,2.0,7.0,27.0,60.0,2.0,568.0,,0.0,13.0,26.0,3.0,19.0,1.0,737.0,7.0,5.0,10.0,20.0,0.0
360659,20,2012-01-02 15:00:00,80,Swansea,Away,227.0,8.0,,,,,,151.0,7.0,,3.0,4.0,38.0,27.0,378.0,2.0,3.0,15.0,17.0,4.0,6.0,,,,,,,,,,,9.0,,,,1.0,,,10.0,1.0,93.0,56.0,2.0,2.0,1.0,11.0,,5.0,,,2.0,2.0,,18.0,,52.0,36.0,11.0,37.0,19.0,,,51.0,6.0,10.0,,,,,,165.0,,,,,,,15.0,2.0,1.0,,30.0,1.0,18.0,13.0,2.0,3.0,95.0,78.0,43.0,14.0,2.0,3.0,3.0,5.0,3.0,2.0,,48.0,53.0,11.0,,,,,,172.0,144.0,,30.0,22.0,49.6,1.0,,0.0,115.0,1.0,,,1.0,,4.0,,2.0,60.0,6.0,259.0,27.0,65.0,13.0,,4.0,4.0,,91.0,1.0,213.0,1.0,,10.0,40.0,46.0,1.0,468.0,2.0,0.0,9.0,15.0,6.0,20.0,4.0,690.0,10.0,7.0,,9.0,0.0
360675,21,2012-01-15 16:00:00,80,Swansea,Home,255.0,14.0,2.0,4.0,2.0,1.0,1.0,173.0,6.0,,5.0,4.0,34.0,30.0,424.0,,4.0,21.0,5.0,4.0,5.0,,,,,,,1.0,,,,7.0,1.0,,,,,,13.0,5.0,97.0,70.0,1.0,,2.0,,2.0,12.0,1.0,9.0,10.0,4.0,,12.0,2.0,45.0,52.0,,14.0,2.0,,,50.0,9.0,9.0,1.0,,4.0,2.0,1.0,173.0,2.0,,2.0,2.0,,,9.0,2.0,,,4.0,,15.0,10.0,,5.0,140.0,68.0,34.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,,46.0,91.0,15.0,,,,,1.0,181.0,171.0,6.0,23.0,34.0,55.3,,2.0,0.0,117.0,5.0,1.0,,1.0,,4.0,,3.0,67.0,7.0,285.0,34.0,24.0,20.0,8.0,24.0,16.0,,111.0,3.0,266.0,,,12.0,36.0,47.0,4.0,527.0,,0.0,10.0,26.0,7.0,27.0,0.0,744.0,13.0,13.0,9.0,22.0,0.0
360687,22,2012-01-21 15:00:00,80,Swansea,Away,317.0,23.0,1.0,3.0,2.0,1.0,,279.0,7.0,,3.0,6.0,26.0,48.0,593.0,,3.0,26.0,3.0,6.0,13.0,,,,,,1.0,2.0,,,,14.0,,,,,,,9.0,6.0,106.0,55.0,2.0,2.0,,4.0,6.0,5.0,,4.0,10.0,9.0,,16.0,,42.0,45.0,4.0,14.0,5.0,,,64.0,6.0,10.0,,1.0,3.0,,2.0,182.0,,,,,,,7.0,,,,9.0,,12.0,5.0,,3.0,208.0,76.0,55.0,2.0,,7.0,6.0,3.0,6.0,4.0,,96.0,82.0,20.0,,,,,,158.0,149.0,2.0,27.0,23.0,69.1,,,0.0,181.0,,1.0,,,,7.0,,2.0,105.0,13.0,348.0,40.0,23.0,26.0,4.0,23.0,19.0,,141.0,1.0,352.0,,,15.0,26.0,60.0,,677.0,,0.0,16.0,15.0,4.0,27.0,0.0,885.0,11.0,14.0,4.0,11.0,0.0
