matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755409,11.0,2014-11-09 16:00:00,80,Swansea,Home,211.0,10.0,1.0,3.0,2.0,3.0,,149.0,4.0,,4.0,8.0,16.0,21.0,357.0,1.0,,12.0,14.0,15.0,5.0,1.0,,1.0,,,,1.0,,1.0,,8.0,,,,,,7.0,7.0,5.0,,,,66.0,62.0,,,,4.0,8.0,1.0,14.0,,1.0,6.0,9.0,4.0,6.0,2.0,53.0,53.0,4.0,35.0,25.0,,1.0,55.0,10.0,15.0,,1.0,3.0,2.0,1.0,145.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,25.0,,15.0,15.0,3.0,4.0,126.0,67.0,40.0,10.0,1.0,3.0,4.0,5.0,409.0,,,5.0,,,49.0,35.0,12.0,,,,,126.0,126.0,5.0,22.0,24.0,48.1,,,,8.0,0.0,,,,98.0,2.0,1.0,3.0,,1.0,,5.0,,3.0,49.0,339.0,5.0,7.0,232.0,22.0,35.0,21.0,5.0,20.0,15.0,,88.0,9.0,223.0,3.0,,24.0,16.0,49.0,4.0,435.0,2.0,0.0,11.0,15.0,,14.0,5.0,629.0,,8.0,11.0,6.0,11.0,0.0
755420,12.0,2014-11-22 15:00:00,80,Swansea,Away,220.0,13.0,1.0,1.0,,1.0,,163.0,5.0,,6.0,8.0,20.0,27.0,382.0,,2.0,17.0,7.0,11.0,3.0,,,,1.0,,,2.0,,,3.0,6.0,,,,,,1.0,17.0,6.0,,,,76.0,62.0,2.0,1.0,1.0,3.0,28.0,2.0,16.0,,,3.0,4.0,4.0,9.0,5.0,45.0,60.0,3.0,34.0,18.0,,,43.0,9.0,12.0,1.0,,2.0,,2.0,163.0,1.0,,1.0,1.0,,,9.0,,,1.0,3.0,,,,3.0,18.0,,24.0,24.0,6.0,6.0,111.0,61.0,35.0,7.0,,1.0,3.0,3.0,425.0,,,7.0,,,28.0,63.0,13.0,,,,,117.0,117.0,,27.0,23.0,40.6,,,,28.0,0.0,,,,103.0,4.0,4.0,8.0,,,,3.0,,3.0,46.0,360.0,21.0,4.0,246.0,25.0,34.0,19.0,3.0,11.0,8.0,,69.0,2.0,218.0,3.0,,16.0,20.0,45.0,2.0,453.0,,0.0,8.0,25.0,3.0,19.0,1.0,688.0,,16.0,12.0,3.0,15.0,0.0
755429,13.0,2014-11-29 15:00:00,80,Swansea,Home,239.0,13.0,,5.0,5.0,1.0,,230.0,4.0,,7.0,3.0,12.0,24.0,464.0,1.0,,13.0,20.0,21.0,13.0,1.0,,,1.0,,,1.0,,,,15.0,,,,,2.0,3.0,4.0,7.0,,,,60.0,64.0,2.0,2.0,,4.0,17.0,3.0,10.0,,2.0,4.0,15.0,9.0,7.0,2.0,60.0,58.0,4.0,27.0,18.0,,1.0,68.0,6.0,9.0,1.0,,2.0,,1.0,163.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,,18.0,,23.0,23.0,1.0,7.0,162.0,52.0,34.0,6.0,,9.0,6.0,4.0,516.0,,,2.0,2.0,,60.0,81.0,17.0,1.0,1.0,1.0,,145.0,145.0,5.0,24.0,26.0,64.3,,,,17.0,0.0,,,,153.0,1.0,3.0,4.0,,1.0,,11.0,,2.0,106.0,447.0,9.0,15.0,256.0,30.0,27.0,29.0,3.0,27.0,24.0,,141.0,4.0,309.0,2.0,,11.0,14.0,47.0,,538.0,1.0,0.0,18.0,16.0,,15.0,0.0,775.0,,21.0,12.0,4.0,11.0,0.0
755438,14.0,2014-12-02 19:45:00,80,Swansea,Home,247.0,15.0,3.0,9.0,6.0,7.0,1.0,200.0,3.0,1.0,3.0,7.0,13.0,29.0,438.0,,4.0,26.0,16.0,21.0,12.0,2.0,,,,,1.0,1.0,,,1.0,15.0,,,1.0,,1.0,5.0,2.0,3.0,,,,80.0,61.0,1.0,1.0,,1.0,14.0,7.0,5.0,,1.0,9.0,18.0,5.0,8.0,1.0,50.0,61.0,1.0,24.0,17.0,,,63.0,8.0,10.0,,,4.0,3.0,1.0,162.0,2.0,,1.0,2.0,,,5.0,,,2.0,,,,,,17.0,1.0,17.0,17.0,,3.0,147.0,69.0,47.0,2.0,2.0,3.0,13.0,7.0,494.0,,,1.0,2.0,,52.0,72.0,20.0,,,,,143.0,143.0,7.0,21.0,29.0,59.0,1.0,,1.0,14.0,0.0,,,,121.0,1.0,,1.0,,,,5.0,1.0,3.0,89.0,426.0,8.0,16.0,263.0,24.0,24.0,31.0,8.0,34.0,26.0,,123.0,11.0,281.0,,1.0,11.0,15.0,48.0,6.0,510.0,,0.0,19.0,13.0,5.0,31.0,2.0,737.0,,12.0,18.0,9.0,12.0,0.0
755452,15.0,2014-12-07 13:30:00,80,Swansea,Away,151.0,15.0,1.0,2.0,1.0,2.0,1.0,94.0,2.0,,5.0,6.0,12.0,26.0,243.0,1.0,,20.0,28.0,17.0,7.0,1.0,1.0,,,,,,,,,8.0,,1.0,,,,6.0,12.0,3.0,,,,59.0,53.0,1.0,,1.0,6.0,16.0,5.0,12.0,,1.0,4.0,6.0,3.0,4.0,2.0,63.0,57.0,6.0,52.0,32.0,,2.0,39.0,18.0,11.0,1.0,,,1.0,,135.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,2.0,32.0,1.0,14.0,14.0,1.0,6.0,70.0,61.0,26.0,7.0,,4.0,5.0,2.0,307.0,,,5.0,2.0,,40.0,37.0,12.0,,,,,123.0,123.0,2.0,25.0,20.0,44.2,1.0,,2.0,16.0,0.0,,,,69.0,4.0,,4.0,,1.0,1.0,4.0,1.0,3.0,37.0,227.0,8.0,9.0,179.0,37.0,52.0,14.0,2.0,12.0,10.0,1.0,74.0,4.0,166.0,1.0,1.0,23.0,12.0,67.0,1.0,333.0,1.0,1.0,11.0,22.0,,22.0,1.0,545.0,,8.0,9.0,4.0,14.0,0.0
755461,16.0,2014-12-14 16:00:00,80,Swansea,Home,216.0,14.0,1.0,7.0,6.0,1.0,,173.0,3.0,,5.0,4.0,15.0,33.0,382.0,,4.0,24.0,21.0,17.0,10.0,1.0,,,,,,,,,,12.0,,,,,,4.0,5.0,5.0,,,,87.0,62.0,1.0,1.0,1.0,3.0,23.0,7.0,8.0,,2.0,7.0,16.0,10.0,13.0,2.0,62.0,67.0,3.0,35.0,20.0,1.0,1.0,57.0,7.0,13.0,1.0,,2.0,2.0,,175.0,,,,,,,3.0,,,1.0,2.0,,,,,20.0,,20.0,20.0,2.0,6.0,100.0,69.0,44.0,9.0,,3.0,8.0,3.0,445.0,,,3.0,1.0,,47.0,77.0,25.0,,,,,161.0,161.0,2.0,21.0,31.0,53.5,,,2.0,23.0,0.0,,,,109.0,1.0,1.0,2.0,,,,5.0,2.0,3.0,73.0,360.0,6.0,11.0,246.0,26.0,35.0,24.0,3.0,31.0,28.0,,105.0,5.0,256.0,2.0,,16.0,15.0,59.0,5.0,471.0,,0.0,15.0,26.0,5.0,26.0,3.0,724.0,,13.0,11.0,7.0,25.0,0.0
755464,17.0,2014-12-20 15:00:00,80,Swansea,Away,140.0,21.0,1.0,3.0,2.0,2.0,,129.0,3.0,,8.0,4.0,17.0,23.0,266.0,,,21.0,39.0,14.0,9.0,1.0,1.0,,1.0,,,1.0,,,,10.0,,,,1.0,1.0,6.0,5.0,6.0,,,,61.0,75.0,1.0,1.0,,2.0,13.0,4.0,7.0,,,5.0,2.0,6.0,10.0,1.0,78.0,48.0,2.0,67.0,34.0,,,57.0,16.0,13.0,,1.0,2.0,1.0,1.0,160.0,1.0,,,1.0,,,11.0,,,1.0,3.0,,,,,34.0,1.0,17.0,17.0,2.0,9.0,66.0,79.0,37.0,4.0,1.0,5.0,6.0,3.0,339.0,,,2.0,,,33.0,56.0,13.0,,,,,159.0,159.0,3.0,24.0,35.0,43.4,1.0,,1.0,13.0,0.0,,,,82.0,1.0,2.0,3.0,,,1.0,6.0,,3.0,52.0,252.0,6.0,11.0,174.0,43.0,67.0,17.0,3.0,12.0,9.0,3.0,82.0,5.0,207.0,3.0,,19.0,18.0,65.0,4.0,369.0,,0.0,13.0,16.0,1.0,26.0,2.0,613.0,,16.0,7.0,5.0,10.0,0.0
755481,18.0,2014-12-26 15:00:00,80,Swansea,Home,198.0,21.0,,2.0,2.0,2.0,,193.0,4.0,,2.0,1.0,9.0,37.0,389.0,,1.0,11.0,14.0,12.0,5.0,,,1.0,,,,1.0,,,,5.0,,,,,,7.0,8.0,3.0,,,,74.0,60.0,1.0,1.0,,4.0,15.0,2.0,12.0,,,4.0,8.0,4.0,8.0,1.0,63.0,40.0,4.0,26.0,13.0,,,53.0,17.0,12.0,,,4.0,2.0,1.0,150.0,,,,,,,14.0,,,,2.0,,,,,13.0,,15.0,15.0,,2.0,122.0,66.0,35.0,,1.0,3.0,2.0,2.0,433.0,,,1.0,1.0,,56.0,72.0,14.0,,,,,113.0,113.0,4.0,21.0,31.0,43.4,,,,15.0,0.0,,,,116.0,3.0,,3.0,,,,3.0,,3.0,85.0,375.0,9.0,5.0,212.0,36.0,26.0,19.0,2.0,16.0,14.0,,117.0,4.0,266.0,2.0,,15.0,9.0,73.0,3.0,462.0,1.0,0.0,7.0,9.0,1.0,11.0,1.0,616.0,,2.0,7.0,4.0,8.0,0.0
755485,19.0,2014-12-29 20:00:00,80,Swansea,Away,269.0,18.0,1.0,8.0,7.0,1.0,2.0,270.0,8.0,,4.0,5.0,21.0,34.0,531.0,,1.0,17.0,9.0,15.0,5.0,2.0,,,,,,,1.0,,,8.0,,,,,2.0,3.0,13.0,9.0,,,,113.0,56.0,,,1.0,1.0,16.0,2.0,11.0,,,3.0,8.0,8.0,12.0,5.0,46.0,42.0,1.0,20.0,9.0,1.0,1.0,59.0,5.0,8.0,,,2.0,2.0,,183.0,,,,,,,11.0,,,1.0,,,,,,9.0,1.0,29.0,29.0,1.0,4.0,162.0,78.0,56.0,6.0,1.0,3.0,4.0,4.0,587.0,,,2.0,5.0,1.0,84.0,93.0,16.0,,,,,130.0,130.0,5.0,24.0,22.0,56.5,,,,16.0,0.0,,,,154.0,4.0,4.0,8.0,,,,5.0,1.0,3.0,86.0,510.0,9.0,7.0,295.0,35.0,20.0,19.0,3.0,21.0,18.0,,118.0,1.0,338.0,,,16.0,22.0,58.0,1.0,612.0,,0.0,11.0,9.0,1.0,17.0,0.0,803.0,,9.0,10.0,3.0,5.0,0.0
755498,20.0,2015-01-01 15:00:00,80,Swansea,Away,211.0,13.0,2.0,6.0,4.0,,1.0,176.0,2.0,,8.0,3.0,11.0,24.0,381.0,,1.0,21.0,36.0,25.0,11.0,3.0,,,,,1.0,1.0,,,,19.0,,,,,2.0,,13.0,11.0,,,,68.0,74.0,1.0,2.0,,2.0,18.0,8.0,6.0,,2.0,9.0,13.0,4.0,11.0,5.0,62.0,65.0,2.0,43.0,29.0,,,55.0,5.0,20.0,,,4.0,3.0,1.0,209.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,29.0,,13.0,13.0,,8.0,121.0,93.0,47.0,4.0,,8.0,7.0,6.0,478.0,,,10.0,2.0,,58.0,59.0,23.0,,,,,191.0,191.0,2.0,30.0,32.0,58.6,,,,18.0,0.0,,,,114.0,3.0,2.0,5.0,,2.0,,11.0,,2.0,81.0,357.0,7.0,15.0,256.0,33.0,43.0,17.0,8.0,28.0,20.0,,117.0,2.0,284.0,1.0,,32.0,15.0,76.0,3.0,512.0,,1.0,25.0,12.0,2.0,23.0,0.0,767.0,,13.0,10.0,9.0,9.0,0.0
755511,21.0,2015-01-10 15:00:00,80,Swansea,Home,236.0,13.0,2.0,5.0,3.0,1.0,,305.0,2.0,2.0,6.0,1.0,27.0,26.0,536.0,1.0,3.0,18.0,20.0,9.0,13.0,3.0,,,,,,1.0,,,,15.0,,,,1.0,,6.0,6.0,5.0,,,,96.0,60.0,1.0,2.0,,7.0,16.0,11.0,7.0,1.0,,4.0,8.0,6.0,5.0,3.0,52.0,40.0,7.0,35.0,20.0,,,64.0,9.0,7.0,,,1.0,,1.0,181.0,,,,,,,8.0,,,,2.0,,,,,20.0,1.0,15.0,15.0,1.0,6.0,176.0,83.0,62.0,5.0,,5.0,11.0,3.0,611.0,,,2.0,1.0,,54.0,105.0,22.0,,,,,132.0,132.0,2.0,23.0,29.0,60.8,1.0,,,16.0,0.0,,,,175.0,1.0,3.0,3.0,,,,5.0,1.0,3.0,130.0,525.0,5.0,16.0,253.0,29.0,35.0,24.0,4.0,18.0,14.0,2.0,178.0,1.0,393.0,2.0,2.0,10.0,28.0,49.0,2.0,628.0,1.0,0.0,19.0,13.0,3.0,19.0,0.0,822.0,,5.0,11.0,4.0,9.0,0.0
755520,22.0,2015-01-17 15:00:00,80,Swansea,Home,251.0,14.0,,,,1.0,,179.0,6.0,1.0,1.0,8.0,23.0,21.0,430.0,,,9.0,11.0,13.0,8.0,,,,,,,,,,,11.0,,,1.0,,,5.0,11.0,10.0,,,,93.0,60.0,,,,2.0,12.0,5.0,18.0,,,1.0,1.0,3.0,6.0,4.0,49.0,53.0,2.0,29.0,19.0,1.0,1.0,37.0,9.0,13.0,,,1.0,2.0,,172.0,,,,,,,8.0,,,,2.0,,,,1.0,19.0,1.0,22.0,22.0,1.0,1.0,113.0,64.0,50.0,2.0,,5.0,3.0,,465.0,,,2.0,3.0,,33.0,61.0,9.0,,,,,103.0,103.0,2.0,29.0,22.0,45.4,1.0,,,12.0,0.0,,,,118.0,2.0,4.0,6.0,,,,6.0,,3.0,58.0,406.0,9.0,8.0,275.0,23.0,29.0,13.0,1.0,7.0,6.0,,86.0,4.0,228.0,2.0,2.0,12.0,27.0,37.0,,496.0,,0.0,11.0,21.0,,12.0,0.0,675.0,,12.0,7.0,1.0,14.0,0.0
755529,23.0,2015-02-01 16:00:00,80,Swansea,Away,183.0,16.0,,1.0,1.0,2.0,1.0,129.0,10.0,,4.0,11.0,13.0,43.0,311.0,,,15.0,22.0,10.0,3.0,1.0,,,,,,1.0,,,,4.0,,,1.0,,1.0,6.0,9.0,6.0,,,,93.0,59.0,,,,8.0,22.0,2.0,10.0,2.0,,,,2.0,7.0,3.0,52.0,39.0,8.0,45.0,14.0,,1.0,36.0,9.0,10.0,,,1.0,1.0,1.0,168.0,1.0,,,1.0,,,11.0,,,1.0,4.0,,,,1.0,14.0,1.0,30.0,30.0,9.0,4.0,63.0,85.0,53.0,9.0,1.0,3.0,2.0,1.0,375.0,,,7.0,1.0,,18.0,71.0,7.0,,,,,128.0,128.0,1.0,21.0,23.0,36.8,1.0,,1.0,22.0,0.0,,,,78.0,4.0,2.0,4.0,,,,3.0,,3.0,28.0,291.0,8.0,5.0,214.0,33.0,45.0,12.0,,3.0,3.0,1.0,54.0,6.0,191.0,4.0,,29.0,18.0,74.0,3.0,402.0,,0.0,6.0,13.0,1.0,19.0,1.0,607.0,,14.0,6.0,,10.0,0.0
755540,24.0,2015-02-07 15:00:00,80,Swansea,Home,202.0,11.0,2.0,5.0,3.0,,1.0,246.0,3.0,,4.0,1.0,15.0,22.0,443.0,,1.0,15.0,11.0,15.0,10.0,,,,1.0,,1.0,2.0,,1.0,1.0,11.0,,,,,1.0,7.0,,4.0,,,,85.0,59.0,3.0,2.0,1.0,1.0,14.0,3.0,8.0,,1.0,7.0,17.0,7.0,4.0,,45.0,49.0,1.0,13.0,10.0,,,52.0,11.0,12.0,,,4.0,2.0,2.0,182.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,10.0,,25.0,25.0,3.0,4.0,128.0,67.0,53.0,1.0,1.0,4.0,7.0,7.0,505.0,,,1.0,3.0,,62.0,92.0,17.0,,,,,142.0,142.0,,25.0,30.0,59.6,,,,14.0,0.0,,,,131.0,,,,,1.0,,6.0,,3.0,125.0,426.0,7.0,11.0,231.0,26.0,13.0,18.0,5.0,31.0,26.0,,156.0,1.0,326.0,,,8.0,18.0,43.0,1.0,526.0,,0.0,16.0,16.0,2.0,16.0,3.0,716.0,,13.0,7.0,7.0,11.0,0.0
755549,25.0,2015-02-11 20:00:00,80,Swansea,Away,226.0,21.0,1.0,4.0,3.0,4.0,,258.0,2.0,,5.0,4.0,17.0,29.0,480.0,,,21.0,21.0,13.0,6.0,1.0,,,1.0,,,1.0,,,,7.0,,,,,,6.0,6.0,6.0,,,,80.0,61.0,,,,3.0,7.0,1.0,10.0,,,4.0,7.0,9.0,11.0,1.0,62.0,46.0,3.0,24.0,12.0,,,61.0,12.0,11.0,,,2.0,1.0,1.0,188.0,,,,,,,7.0,,,,1.0,,,,,12.0,,9.0,9.0,2.0,6.0,149.0,78.0,52.0,5.0,,4.0,3.0,3.0,534.0,,,4.0,1.0,,62.0,88.0,18.0,,,,,125.0,125.0,2.0,25.0,28.0,64.4,,,2.0,7.0,0.0,,,,135.0,1.0,1.0,2.0,,,,6.0,,2.0,100.0,468.0,2.0,7.0,240.0,40.0,24.0,21.0,4.0,21.0,17.0,,134.0,6.0,333.0,1.0,,11.0,19.0,54.0,1.0,552.0,,0.0,10.0,12.0,,21.0,1.0,738.0,,12.0,11.0,4.0,8.0,0.0
755561,26.0,2015-02-21 15:00:00,80,Swansea,Home,120.0,21.0,2.0,6.0,4.0,3.0,,111.0,2.0,,6.0,7.0,6.0,27.0,225.0,,,15.0,24.0,17.0,7.0,1.0,,,,,,,,,,7.0,,,,,1.0,4.0,12.0,6.0,,,,50.0,56.0,1.0,1.0,,7.0,21.0,3.0,10.0,,,4.0,4.0,6.0,6.0,1.0,49.0,44.0,7.0,32.0,17.0,,2.0,45.0,6.0,15.0,1.0,1.0,,,,165.0,2.0,,1.0,2.0,,,8.0,,,2.0,8.0,,,,,17.0,,13.0,13.0,2.0,6.0,61.0,76.0,37.0,10.0,1.0,2.0,8.0,6.0,302.0,,,6.0,2.0,,45.0,61.0,9.0,,,,,147.0,147.0,2.0,20.0,21.0,36.0,,,2.0,21.0,0.0,,,,57.0,2.0,,2.0,,,,2.0,,2.0,49.0,212.0,10.0,10.0,150.0,32.0,32.0,8.0,3.0,13.0,10.0,3.0,81.0,10.0,196.0,8.0,,27.0,9.0,68.0,3.0,333.0,,0.0,11.0,12.0,3.0,19.0,2.0,522.0,,12.0,4.0,4.0,10.0,0.0
755564,27.0,2015-02-28 15:00:00,80,Swansea,Away,156.0,16.0,1.0,1.0,,,,141.0,3.0,,5.0,8.0,9.0,29.0,296.0,,1.0,29.0,29.0,18.0,6.0,1.0,,,,,,,,,,6.0,,,,,,4.0,10.0,3.0,,,,60.0,73.0,1.0,2.0,,4.0,20.0,,5.0,,1.0,4.0,5.0,5.0,13.0,3.0,60.0,55.0,4.0,33.0,16.0,,,59.0,8.0,13.0,,,1.0,,,184.0,,,,,,,10.0,,,,3.0,,,,,16.0,1.0,20.0,20.0,1.0,5.0,90.0,91.0,44.0,6.0,,5.0,2.0,2.0,393.0,,,,,,60.0,63.0,14.0,,,,,178.0,178.0,3.0,22.0,37.0,53.5,,,,20.0,0.0,,,,89.0,5.0,1.0,6.0,,,,7.0,,3.0,49.0,280.0,5.0,7.0,195.0,35.0,33.0,11.0,3.0,13.0,10.0,1.0,91.0,8.0,241.0,3.0,,48.0,9.0,91.0,2.0,423.0,1.0,0.0,9.0,20.0,1.0,35.0,0.0,637.0,,13.0,6.0,4.0,14.0,0.0
755582,28.0,2015-03-04 19:45:00,80,Swansea,Away,191.0,23.0,2.0,5.0,3.0,1.0,,145.0,2.0,,3.0,8.0,4.0,38.0,331.0,1.0,,16.0,17.0,16.0,3.0,2.0,,,,1.0,,2.0,,,1.0,6.0,,,,1.0,,4.0,7.0,13.0,,,,64.0,57.0,2.0,,2.0,3.0,9.0,3.0,8.0,,1.0,4.0,9.0,2.0,9.0,4.0,52.0,51.0,3.0,42.0,18.0,,,46.0,7.0,14.0,,,2.0,,2.0,142.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,18.0,1.0,20.0,20.0,3.0,4.0,99.0,70.0,36.0,6.0,2.0,1.0,6.0,5.0,381.0,,,9.0,4.0,,55.0,44.0,14.0,,,,,131.0,131.0,3.0,26.0,22.0,39.0,1.0,,2.0,9.0,0.0,,,,103.0,1.0,3.0,4.0,,,,2.0,,2.0,66.0,316.0,5.0,7.0,207.0,35.0,42.0,17.0,4.0,15.0,11.0,,99.0,6.0,216.0,,,27.0,4.0,77.0,6.0,408.0,2.0,0.0,10.0,16.0,,18.0,0.0,622.0,,11.0,6.0,4.0,12.0,0.0
755591,29.0,2015-03-16 20:00:00,80,Swansea,Home,206.0,22.0,1.0,4.0,3.0,2.0,,193.0,7.0,1.0,5.0,5.0,15.0,27.0,395.0,,,19.0,6.0,11.0,4.0,1.0,,,,,1.0,1.0,,,,8.0,,,,,,5.0,6.0,10.0,,,,80.0,73.0,,,,1.0,21.0,4.0,11.0,,,4.0,9.0,3.0,13.0,2.0,57.0,52.0,1.0,15.0,7.0,,,59.0,13.0,14.0,,,3.0,2.0,1.0,180.0,,,,,,,7.0,,,,1.0,,,,,7.0,,33.0,33.0,6.0,6.0,107.0,79.0,48.0,5.0,,2.0,3.0,3.0,460.0,,,3.0,1.0,,49.0,77.0,8.0,,,,,146.0,146.0,3.0,28.0,35.0,46.3,,,,21.0,0.0,,,,116.0,2.0,2.0,4.0,,,,3.0,,3.0,64.0,375.0,10.0,5.0,231.0,40.0,15.0,23.0,4.0,18.0,14.0,1.0,103.0,4.0,270.0,2.0,1.0,23.0,15.0,64.0,1.0,483.0,,0.0,10.0,19.0,,20.0,0.0,702.0,,13.0,9.0,4.0,16.0,0.0
755593,30.0,2015-03-21 15:00:00,80,Swansea,Away,252.0,23.0,1.0,1.0,1.0,,,152.0,2.0,,6.0,9.0,6.0,40.0,403.0,1.0,4.0,18.0,21.0,15.0,6.0,,1.0,,,,1.0,1.0,,,1.0,6.0,,,,,1.0,3.0,10.0,2.0,,,,73.0,60.0,3.0,2.0,1.0,3.0,10.0,2.0,7.0,,,9.0,8.0,3.0,8.0,1.0,53.0,55.0,3.0,21.0,10.0,,,52.0,9.0,13.0,1.0,,3.0,2.0,1.0,180.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,1.0,10.0,,14.0,14.0,3.0,6.0,130.0,90.0,55.0,4.0,,1.0,6.0,6.0,473.0,,,4.0,4.0,,39.0,70.0,12.0,,,,,156.0,156.0,3.0,21.0,28.0,57.4,,,1.0,10.0,0.0,,,,111.0,3.0,,3.0,,,1.0,1.0,,3.0,65.0,390.0,6.0,7.0,277.0,39.0,21.0,23.0,8.0,20.0,13.0,1.0,94.0,3.0,237.0,1.0,,20.0,7.0,68.0,7.0,494.0,1.0,0.0,9.0,14.0,5.0,21.0,0.0,691.0,,15.0,14.0,9.0,9.0,0.0
755611,31.0,2015-04-04 15:00:00,80,Swansea,Home,283.0,25.0,2.0,3.0,1.0,1.0,,265.0,4.0,2.0,3.0,5.0,26.0,37.0,545.0,,1.0,14.0,12.0,17.0,4.0,,1.0,,1.0,,,1.0,,,1.0,7.0,,,,,,5.0,5.0,5.0,,,,97.0,52.0,1.0,,3.0,6.0,13.0,1.0,11.0,,,4.0,9.0,3.0,9.0,,50.0,50.0,6.0,28.0,13.0,,,42.0,11.0,14.0,2.0,,1.0,,1.0,192.0,1.0,,1.0,1.0,,1.0,6.0,,,2.0,2.0,,,,,13.0,,13.0,13.0,,3.0,175.0,94.0,67.0,7.0,1.0,3.0,2.0,4.0,606.0,,,2.0,2.0,,47.0,93.0,13.0,,,,,121.0,121.0,1.0,18.0,28.0,58.4,,,1.0,13.0,0.0,,,,166.0,,,,,,1.0,4.0,,3.0,90.0,526.0,6.0,5.0,308.0,37.0,28.0,11.0,3.0,15.0,12.0,2.0,120.0,2.0,337.0,2.0,2.0,23.0,27.0,63.0,2.0,630.0,,0.0,9.0,17.0,1.0,14.0,1.0,794.0,,4.0,4.0,4.0,13.0,0.0
755619,32.0,2015-04-11 12:45:00,80,Swansea,Home,182.0,15.0,2.0,4.0,2.0,2.0,1.0,180.0,5.0,1.0,7.0,10.0,7.0,32.0,358.0,,,15.0,15.0,24.0,3.0,3.0,,,,,1.0,1.0,,,,4.0,1.0,,,,2.0,11.0,6.0,6.0,,,,64.0,61.0,,,1.0,4.0,8.0,4.0,4.0,,1.0,3.0,9.0,2.0,12.0,4.0,46.0,57.0,4.0,18.0,6.0,,,56.0,18.0,11.0,,,5.0,2.0,1.0,177.0,,,,,,,5.0,,,,5.0,,,,3.0,6.0,,10.0,10.0,1.0,7.0,110.0,72.0,41.0,6.0,1.0,3.0,3.0,3.0,429.0,,,2.0,2.0,,52.0,67.0,12.0,,,,1.0,138.0,138.0,2.0,15.0,28.0,50.9,,,,8.0,0.0,,,,98.0,3.0,4.0,7.0,,,,4.0,1.0,2.0,79.0,344.0,3.0,6.0,198.0,30.0,18.0,10.0,3.0,16.0,13.0,,122.0,8.0,267.0,5.0,1.0,21.0,7.0,56.0,2.0,449.0,,0.0,11.0,18.0,,17.0,3.0,625.0,,15.0,8.0,3.0,14.0,0.0
