playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalKicks,cleanSheets,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,gkSuccessfulDistribution,throwInsToOwnPlayer,overruns,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,expectedGoalsFreekick,foulWonPenalty,headedGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,clearancesOffTheLine,penaltiesConceded,lastPlayerTackle,penaltiesTaken,penaltyGoals,secondGoalAssists
487117,Evan Ferguson,Forward,Brighton,36,Ireland,2023-24,87.0,,0.7842,0.0,4.0,20.0,5.5377,14.0,29.0,1.0,53.0,27.0,,20.0,15.0,56.0,1.0,300.0,5.0,1.0,12.0,,32.0,3.0,,11.0,1364.0,11.0,3.0,18.0,59.0,4.0,20.0,45.0,240.0,49.0,22.4806,6.0,8.0,28.0,3.0,69.0,68.0,25.0,1.0,146.0,7.0,42.0,25.0,27.0,3.0,8.0,6.0,127.0,24.0,1.0,37.0,3.0,114.0,14.0,0.0,268.0,9.0,4.0,138.0,6.0,7.0,3.0,66.0,24.0,2.0,4.0,124.0,506.0,11.0,1.0,,117.0,17.0,4.6005,1.0,3.0,18.0,,,,,,,,2.0,6.0,1.0,5.0,4.0,2.0,,,,,,4.0,,,,,,,,1.0,,1.0,,,,2.0,,,,,,
536916,Facundo Buonanotte,Midfielder,Brighton,36,Argentina,2023-24,139.0,1.0,1.1658,0.0,7.0,9.0,2.4835,42.0,14.0,1.0,63.0,27.0,1.0,42.0,17.0,69.0,4.0,469.0,3.0,3.0,10.0,1.0,22.0,3.0,1.0,3.0,1366.0,3.0,3.0,16.0,107.0,1.0,28.0,101.0,395.0,37.0,17.5565,17.0,5.0,19.0,4.0,123.0,52.0,41.0,1.0,246.0,19.0,91.0,66.0,27.0,3.0,20.0,28.0,262.0,18.0,5.0,61.0,4.0,224.0,6.0,0.0,462.0,5.0,4.0,179.0,22.0,18.0,3.0,171.0,34.0,8.0,5.0,155.0,767.0,16.0,3.0,3.0,139.0,29.0,2.4077,7.0,6.0,29.0,,,,,,,3.0,2.0,3.0,2.0,1.0,,3.0,,,,,,2.0,,,,,,,1.0,2.0,,,,,,1.0,,,,,,
223434,Igor Julio,Defender,Brighton,36,Brazil,2023-24,56.0,,0.512,0.0,2.0,,,25.0,3.0,2.0,64.0,24.0,,,17.0,90.0,1.0,1417.0,,1.0,7.0,,40.0,,,,1636.0,,,14.0,71.0,2.0,26.0,45.0,1304.0,7.0,21.7839,7.0,45.0,26.0,1.0,42.0,632.0,4.0,0.0,127.0,13.0,467.0,105.0,24.0,,7.0,5.0,560.0,24.0,1.0,11.0,1.0,87.0,26.0,0.0,1387.0,3.0,1.0,120.0,18.0,16.0,9.0,183.0,21.0,14.0,23.0,135.0,1689.0,6.0,1.0,14.0,767.0,19.0,0.2742,4.0,26.0,49.0,5.0,2.0,4.0,,5.0,5.0,71.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,
447720,Imari Samuels,Defender,Brighton,36,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532529,Jack Hinshelwood,Midfielder,Brighton,36,England,2023-24,33.0,2.0,0.379,0.0,1.0,8.0,2.7292,14.0,13.0,,51.0,12.0,,2.0,8.0,68.0,8.0,435.0,1.0,,4.0,,15.0,,2.0,5.0,870.0,5.0,,8.0,24.0,1.0,8.0,17.0,362.0,31.0,14.6325,8.0,16.0,17.0,1.0,25.0,67.0,3.0,2.0,57.0,4.0,99.0,33.0,12.0,,9.0,4.0,152.0,16.0,8.0,6.0,1.0,42.0,7.0,0.0,421.0,5.0,5.0,96.0,5.0,,2.0,155.0,11.0,14.0,5.0,114.0,599.0,5.0,,10.0,217.0,7.0,1.9956,1.0,17.0,30.0,,1.0,4.0,,,,49.0,,3.0,0.0,3.0,1.0,,,,,,,2.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,
243505,Jakub Moder,Midfielder,Brighton,36,Poland,2023-24,33.0,,0.8333,0.0,4.0,3.0,1.0632,19.0,7.0,1.0,44.0,17.0,,12.0,6.0,52.0,6.0,289.0,2.0,1.0,11.0,,8.0,1.0,,2.0,613.0,2.0,,5.0,33.0,1.0,17.0,30.0,234.0,15.0,11.4085,5.0,12.0,13.0,3.0,28.0,55.0,5.0,0.0,66.0,6.0,94.0,40.0,17.0,1.0,9.0,5.0,99.0,12.0,6.0,11.0,3.0,58.0,3.0,0.0,286.0,4.0,5.0,84.0,10.0,6.0,2.0,68.0,8.0,2.0,3.0,72.0,407.0,5.0,1.0,3.0,138.0,5.0,0.5575,2.0,8.0,17.0,,,,,,,6.0,1.0,,,,,,,,,,,1.0,,,,,,,,,0.0524,,,1.0,1.0,,,,1.0,,,
15157,James Milner,Midfielder,Brighton,36,England,2023-24,38.0,6.0,1.7261,0.0,2.0,1.0,0.1117,20.0,3.0,4.0,56.0,15.0,2.0,2.0,11.0,68.0,20.0,500.0,3.0,1.0,4.0,6.0,19.0,,8.0,1.0,778.0,1.0,1.0,13.0,33.0,2.0,19.0,27.0,413.0,19.0,10.8671,14.0,13.0,12.0,1.0,25.0,139.0,4.0,0.0,71.0,9.0,160.0,45.0,15.0,,6.0,4.0,278.0,10.0,21.0,10.0,1.0,52.0,6.0,0.0,490.0,2.0,6.0,116.0,14.0,3.0,,70.0,10.0,8.0,19.0,131.0,690.0,10.0,1.0,3.0,162.0,10.0,0.277,3.0,12.0,25.0,,1.0,1.0,,1.0,,52.0,2.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,1.0,,1.0,,,,
469142,Jan Paul van Hecke,Defender,Brighton,36,Netherlands,2023-24,71.0,1.0,1.0734,0.0,4.0,6.0,1.3909,47.0,11.0,3.0,128.0,28.0,,1.0,26.0,180.0,3.0,2399.0,,1.0,2.0,,100.0,,1.0,6.0,2368.0,6.0,,34.0,135.0,3.0,26.0,69.0,2131.0,21.0,33.4897,10.0,74.0,38.0,3.0,37.0,355.0,17.0,0.0,206.0,22.0,832.0,130.0,28.0,,21.0,2.0,748.0,35.0,3.0,5.0,3.0,106.0,66.0,0.0,2340.0,5.0,2.0,211.0,26.0,5.0,27.0,1092.0,14.0,30.0,88.0,120.0,2705.0,,1.0,21.0,1472.0,10.0,1.2259,4.0,52.0,81.0,17.0,5.0,1.0,,9.0,17.0,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,
49262,Jason Steele,Goalkeeper,Brighton,36,England,2023-24,3.0,,0.0078,0.0,,,,,,,7.0,17.0,,,17.0,101.0,,602.0,,,,,1.0,,,,1530.0,,,,2.0,6.0,,1.0,421.0,,27.2936,,10.0,34.0,,3.0,137.0,1.0,0.0,5.0,,310.0,147.0,17.0,,,,17.0,28.0,,,,4.0,1.0,0.0,527.0,,,103.0,,,,155.0,,,80.0,,743.0,,,53.0,484.0,,,0.0,94.0,30.0,54.0,2.0,,,15.0,117.0,,,,,,,,7.0,14.0,1.0,3.0,2.0,3.0,43.0,3.0,6.0,10.0,28.0,,,,,,,,,,,,,,,
532528,Joshua Duffus,Forward,Brighton,36,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475168,João Pedro,Forward,Brighton,36,Brazil,2023-24,159.0,10.0,4.7124,0.0,30.0,26.0,7.0427,31.0,45.0,6.0,124.0,31.0,3.0,47.0,19.0,134.0,19.0,774.0,11.0,4.0,12.0,2.0,64.0,,10.0,17.0,2043.0,17.0,2.0,23.0,175.0,6.0,39.0,134.0,626.0,198.0,29.7756,35.0,25.0,38.0,26.0,136.0,202.0,60.0,3.0,334.0,13.0,163.0,65.0,31.0,,17.0,45.0,463.0,32.0,19.0,108.0,26.0,270.0,41.0,0.0,746.0,19.0,21.0,357.0,14.0,43.0,2.0,149.0,19.0,11.0,14.0,260.0,1346.0,10.0,4.0,1.0,187.0,16.0,11.9805,2.0,10.0,24.0,,4.0,1.0,,,,9.0,7.0,9.0,4.0,5.0,6.0,,,,,,,5.0,,,,,,,,,,2.0,3.0,,,1.0,,,,5.0,4.0,
111478,Joël Veltman,Defender,Brighton,36,Netherlands,2023-24,69.0,,0.5801,0.0,,3.0,1.0321,54.0,5.0,2.0,87.0,27.0,1.0,1.0,17.0,122.0,11.0,810.0,1.0,,10.0,,50.0,1.0,,1.0,1582.0,1.0,1.0,21.0,125.0,5.0,26.0,96.0,658.0,18.0,24.2726,3.0,52.0,32.0,,48.0,30.0,42.0,0.0,194.0,10.0,281.0,76.0,27.0,1.0,13.0,5.0,309.0,27.0,11.0,12.0,,144.0,29.0,0.0,775.0,2.0,5.0,181.0,41.0,1.0,7.0,311.0,17.0,18.0,30.0,188.0,1165.0,4.0,,22.0,379.0,13.0,0.4042,4.0,35.0,57.0,,2.0,13.0,,5.0,,70.0,,1.0,1.0,0.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
474120,Julio Enciso,Midfielder,Brighton,36,Paraguay,2023-24,27.0,2.0,1.3004,0.0,6.0,8.0,1.0704,6.0,22.0,2.0,37.0,12.0,2.0,12.0,5.0,38.0,5.0,167.0,1.0,2.0,7.0,2.0,3.0,6.0,2.0,2.0,474.0,2.0,,2.0,34.0,,16.0,33.0,125.0,24.0,9.8782,7.0,3.0,12.0,4.0,25.0,56.0,10.0,0.0,61.0,11.0,53.0,13.0,12.0,6.0,4.0,7.0,87.0,12.0,6.0,15.0,4.0,58.0,1.0,0.0,161.0,14.0,3.0,77.0,2.0,17.0,,22.0,6.0,,4.0,36.0,288.0,5.0,2.0,,44.0,4.0,1.4404,2.0,1.0,6.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
451340,Kaoru Mitoma,Midfielder,Brighton,36,Japan,2023-24,97.0,5.0,3.5513,0.0,8.0,15.0,4.167,13.0,26.0,3.0,93.0,19.0,4.0,14.0,15.0,99.0,39.0,597.0,7.0,2.0,4.0,1.0,22.0,1.0,5.0,11.0,1488.0,11.0,,11.0,86.0,5.0,32.0,75.0,493.0,145.0,24.0548,21.0,11.0,27.0,6.0,86.0,225.0,23.0,1.0,183.0,14.0,124.0,68.0,19.0,1.0,7.0,44.0,384.0,22.0,39.0,59.0,6.0,161.0,11.0,0.0,595.0,11.0,20.0,245.0,6.0,39.0,1.0,30.0,14.0,5.0,5.0,218.0,919.0,3.0,2.0,1.0,119.0,9.0,3.4906,4.0,6.0,15.0,,,1.0,,,,6.0,7.0,3.0,1.0,2.0,2.0,,,,,,,4.0,,,,,,,,1.0,,,1.0,,,,,,,,,
513836,Leigh Kavanagh,Defender,Brighton,36,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83299,Lewis Dunk,Defender,Brighton,36,England,2023-24,81.0,1.0,2.2027,1.0,10.0,12.0,2.9377,27.0,23.0,2.0,120.0,33.0,1.0,,33.0,241.0,6.0,3212.0,1.0,1.0,,,90.0,1.0,1.0,8.0,2872.0,8.0,,33.0,101.0,8.0,17.0,44.0,2822.0,51.0,45.7171,12.0,88.0,52.0,9.0,48.0,1284.0,12.0,0.0,182.0,12.0,1063.0,180.0,33.0,1.0,13.0,2.0,861.0,44.0,6.0,4.0,9.0,92.0,57.0,1.0,2998.0,11.0,7.0,269.0,14.0,5.0,37.0,656.0,23.0,31.0,149.0,209.0,3529.0,3.0,1.0,38.0,2111.0,13.0,3.0696,7.0,121.0,68.0,99.0,5.0,,,13.0,99.0,5.0,,3.0,0.0,3.0,1.0,,,,,,,3.0,,,,,,,,1.0,0.3641,,2.0,4.0,4.0,1.0,3.0,1.0,,,,
500052,Luca Barrington,Forward,Brighton,36,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168090,Mahmoud Dahoud,Midfielder,Brighton,36,Syria,2023-24,25.0,1.0,0.4141,1.0,2.0,1.0,,9.0,4.0,1.0,31.0,9.0,1.0,5.0,6.0,42.0,2.0,325.0,,2.0,3.0,,5.0,1.0,1.0,,453.0,,,5.0,13.0,4.0,11.0,13.0,273.0,5.0,3.2663,9.0,4.0,5.0,,20.0,125.0,2.0,0.0,38.0,3.0,71.0,26.0,9.0,1.0,5.0,3.0,104.0,1.0,2.0,8.0,,33.0,,1.0,323.0,3.0,1.0,58.0,4.0,2.0,1.0,62.0,6.0,1.0,10.0,67.0,378.0,5.0,2.0,4.0,180.0,3.0,0.214,1.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574402,Mark O’Mahony,Forward,Brighton,36,Ireland,2023-24,5.0,,0.0021,0.0,,,,1.0,1.0,,3.0,3.0,,1.0,1.0,3.0,,16.0,,,2.0,,4.0,,,,61.0,,1.0,3.0,2.0,,1.0,1.0,13.0,2.0,1.3369,,1.0,1.0,,2.0,4.0,,0.0,7.0,1.0,1.0,2.0,3.0,,1.0,,3.0,1.0,,,,3.0,1.0,0.0,16.0,1.0,,7.0,,,1.0,3.0,1.0,,,8.0,27.0,1.0,,,10.0,,0.0583,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549014,Noël Atom,Defender,Brighton,36,Germany,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445548,Odeluga Offiah,Defender,Brighton,36,England,2023-24,4.0,,0.0291,0.0,,,,1.0,,,11.0,4.0,,,1.0,12.0,3.0,67.0,,,3.0,,2.0,,,,127.0,,,1.0,8.0,,5.0,7.0,55.0,2.0,2.1772,,,3.0,,3.0,2.0,2.0,0.0,12.0,,12.0,4.0,4.0,,1.0,1.0,25.0,3.0,3.0,1.0,,10.0,1.0,0.0,67.0,,,19.0,,4.0,,36.0,2.0,1.0,,17.0,92.0,1.0,,,30.0,1.0,,0.0,1.0,4.0,,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,Pascal Groß,Midfielder,Brighton,36,Germany,2023-24,121.0,30.0,9.2134,0.0,20.0,20.0,3.9839,70.0,35.0,5.0,214.0,36.0,10.0,48.0,34.0,288.0,60.0,2927.0,3.0,15.0,2.0,133.0,31.0,9.0,89.0,7.0,3114.0,7.0,1.0,17.0,127.0,5.0,74.0,113.0,2541.0,76.0,45.7426,93.0,27.0,50.0,5.0,104.0,721.0,27.0,1.0,248.0,33.0,819.0,144.0,36.0,9.0,24.0,13.0,1423.0,45.0,149.0,41.0,5.0,217.0,14.0,0.0,2813.0,15.0,31.0,526.0,46.0,16.0,8.0,846.0,23.0,22.0,98.0,541.0,3630.0,2.0,15.0,18.0,1305.0,16.0,6.467,7.0,74.0,66.0,,6.0,1.0,,4.0,,46.0,1.0,4.0,2.0,2.0,3.0,1.0,,,,,,6.0,,,,,,49.0,67.0,1.0,0.1936,,,4.0,4.0,1.0,,1.0,,1.0,1.0,1.0
204214,Pervis Estupiñán,Defender,Brighton,36,Ecuador,2023-24,67.0,13.0,2.3429,0.0,2.0,6.0,0.7054,26.0,9.0,1.0,84.0,19.0,3.0,1.0,15.0,93.0,41.0,820.0,5.0,1.0,4.0,12.0,26.0,2.0,15.0,2.0,1244.0,2.0,1.0,14.0,64.0,1.0,30.0,52.0,714.0,40.0,26.7293,23.0,20.0,26.0,1.0,53.0,374.0,17.0,2.0,131.0,10.0,233.0,90.0,19.0,2.0,13.0,9.0,386.0,25.0,50.0,15.0,1.0,105.0,12.0,0.0,797.0,3.0,10.0,189.0,13.0,9.0,4.0,48.0,22.0,21.0,13.0,165.0,1147.0,6.0,1.0,2.0,356.0,17.0,0.9568,4.0,9.0,35.0,,1.0,6.0,1.0,2.0,,67.0,1.0,2.0,1.0,1.0,,2.0,,,,,,2.0,,,,,,2.0,6.0,,,,,,,,,,,,,
