playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,successfulCornersIntoBox,penaltyGoalsConceded,successfulLaunches,leftFootGoals,redCards2ndYellow,blocks,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,throwInsToOwnPlayer,secondGoalAssists,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,headedGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,hitWoodwork,setPiecesGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
116216,Leandro Trossard,Forward,Brighton,36,Belgium,2019-20,120.0,3.0162,0.0,8.0,12.0,4.4412,22.0,33.0,2.0,158.0,31.0,3.0,10.0,,22.0,181.0,45.0,710.0,5.0,4.0,1.0,9.0,19.0,1.0,6.0,2013.0,6.0,,17.0,64.0,5.0,39.0,62.0,489.0,100.0,30.9914,39.0,6.0,34.0,7.0,103.0,319.0,11.0,184.0,15.0,174.0,100.0,31.0,1.0,3.0,5.0,24.0,407.0,29.0,56.0,7.0,165.0,2.0,0.0,699.0,21.0,8.0,354.0,17.0,29.0,91.0,14.0,40.0,126.0,1107.0,12.0,1.0,6.0,141.0,7.0,,5.0466,0.0,23.0,33.0,10.0,12.0,2.0,19.0,5.0,1.0,1.0,2.0,,1.0,9.0,6.0,,14.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
83299,Lewis Dunk,Defender,Brighton,36,England,2019-20,98.0,0.5873,0.0,5.0,10.0,3.2736,40.0,26.0,1.0,122.0,36.0,3.0,1.0,,36.0,294.0,1.0,2256.0,3.0,1.0,,,151.0,3.0,4.0,3231.0,4.0,,51.0,162.0,7.0,26.0,62.0,1798.0,49.0,45.3762,11.0,123.0,50.0,5.0,47.0,867.0,19.0,260.0,22.0,749.0,250.0,36.0,3.0,2.0,16.0,2.0,453.0,43.0,1.0,5.0,109.0,100.0,0.0,2176.0,16.0,3.0,335.0,24.0,5.0,440.0,19.0,164.0,200.0,2716.0,1.0,,41.0,1509.0,12.0,,4.5335,9.0,172.0,83.0,,,9.0,,,1.0,13.0,,,33.0,54.0,,1.0,33.0,,,4.0,,1.0,0.3395,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
86153,Martín Montoya,Defender,Brighton,36,Spain,2019-20,103.0,1.8365,0.0,2.0,3.0,1.5019,57.0,6.0,1.0,183.0,27.0,1.0,1.0,,23.0,235.0,31.0,1005.0,,4.0,1.0,4.0,41.0,,3.0,1900.0,3.0,1.0,19.0,103.0,5.0,44.0,81.0,722.0,36.0,30.2806,20.0,31.0,32.0,1.0,84.0,36.0,15.0,206.0,14.0,330.0,87.0,27.0,,,28.0,19.0,398.0,27.0,31.0,1.0,165.0,22.0,0.0,991.0,3.0,13.0,352.0,29.0,10.0,472.0,27.0,48.0,167.0,1567.0,10.0,1.0,26.0,385.0,22.0,,1.4628,5.0,52.0,69.0,13.0,,6.0,13.0,,1.0,1.0,,,5.0,24.0,,,211.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,
131897,Mathew Ryan,Goalkeeper,Brighton,36,Australia,2019-20,3.0,0.0297,0.0,,,,1.0,,,19.0,38.0,,,,38.0,255.0,,1220.0,,,,,12.0,,,3420.0,,,,15.0,7.0,4.0,3.0,708.0,,50.8018,,24.0,54.0,,3.0,257.0,4.0,18.0,,619.0,349.0,38.0,,,,,123.0,47.0,,,6.0,12.0,0.0,840.0,,,268.0,1.0,,344.0,,257.0,,1662.0,,,96.0,842.0,,,,0.0,236.0,101.0,,,9.0,,,2.0,63.0,,,,2.0,,,,,,,,,,,,,,15.0,27.0,5.0,2.0,11.0,117.0,7.0,4.0,1.0,479.0,50.0,38.0,89.0,,
115382,Neal Maupay,Forward,Brighton,36,France,2019-20,242.0,1.8901,0.0,31.0,38.0,12.3136,20.0,65.0,4.0,128.0,37.0,3.0,29.0,,30.0,137.0,10.0,670.0,10.0,15.0,8.0,7.0,115.0,10.0,18.0,2768.0,18.0,3.0,89.0,115.0,3.0,50.0,89.0,518.0,178.0,40.4372,22.0,8.0,36.0,23.0,153.0,164.0,46.0,357.0,24.0,115.0,98.0,37.0,10.0,2.0,8.0,44.0,358.0,33.0,10.0,23.0,242.0,26.0,0.0,607.0,27.0,28.0,338.0,12.0,24.0,156.0,38.0,15.0,235.0,1169.0,10.0,8.0,1.0,177.0,20.0,2.0,13.551,3.0,9.0,23.0,2.0,,5.0,2.0,,2.0,1.0,5.0,,,4.0,,,9.0,,,3.0,,3.0,,,,1.0,,,,,,,,,,,,,,,2.0,1.0
60307,Pascal Groß,Midfielder,Brighton,36,Germany,2019-20,104.0,4.7606,0.0,9.0,9.0,1.7519,36.0,20.0,5.0,141.0,29.0,4.0,26.0,,22.0,186.0,37.0,902.0,2.0,8.0,7.0,7.0,47.0,3.0,4.0,1802.0,4.0,1.0,29.0,73.0,4.0,53.0,55.0,674.0,51.0,30.1037,55.0,7.0,32.0,2.0,75.0,167.0,13.0,177.0,21.0,260.0,84.0,29.0,3.0,2.0,23.0,8.0,551.0,28.0,99.0,2.0,130.0,18.0,0.0,855.0,11.0,15.0,361.0,13.0,6.0,241.0,23.0,42.0,234.0,1300.0,14.0,7.0,10.0,212.0,13.0,1.0,1.6255,4.0,45.0,36.0,12.0,81.0,2.0,47.0,28.0,1.0,2.0,,,3.0,9.0,44.0,,4.0,,,1.0,1.0,,0.4067,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
61933,Shane Duffy,Defender,Brighton,36,Ireland,2019-20,48.0,0.1119,0.0,1.0,1.0,0.7038,18.0,6.0,,76.0,19.0,,,,12.0,124.0,,641.0,1.0,,,7.0,96.0,,,1232.0,,,26.0,98.0,3.0,10.0,28.0,473.0,19.0,18.1192,2.0,70.0,18.0,1.0,22.0,130.0,10.0,146.0,6.0,234.0,56.0,19.0,,1.0,9.0,1.0,123.0,15.0,,1.0,50.0,70.0,0.0,614.0,5.0,1.0,140.0,9.0,3.0,248.0,14.0,44.0,29.0,827.0,,,24.0,395.0,6.0,2.0,1.1719,2.0,48.0,45.0,1.0,,2.0,1.0,,1.0,2.0,,,7.0,22.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
109345,Solly March,Midfielder,Brighton,36,England,2019-20,82.0,1.7492,0.0,6.0,8.0,2.2718,25.0,15.0,1.0,84.0,19.0,1.0,7.0,,11.0,110.0,42.0,493.0,,2.0,,8.0,35.0,3.0,5.0,1144.0,5.0,1.0,20.0,67.0,2.0,29.0,52.0,358.0,43.0,16.113,12.0,10.0,15.0,6.0,62.0,161.0,11.0,149.0,12.0,134.0,63.0,19.0,3.0,,13.0,12.0,244.0,13.0,54.0,6.0,114.0,15.0,0.0,482.0,7.0,13.0,234.0,12.0,16.0,62.0,10.0,25.0,136.0,840.0,8.0,,8.0,152.0,3.0,,1.3987,2.0,26.0,22.0,9.0,15.0,,13.0,3.0,1.0,1.0,,,4.0,20.0,10.0,,56.0,,,7.0,,,0.0628,1.0,1.0,,,,,,,,,,,,,,,,,
235382,Steven Alzate,Midfielder,Brighton,36,Colombia,2019-20,82.0,0.9362,0.0,6.0,3.0,0.3042,33.0,7.0,1.0,86.0,19.0,,5.0,,12.0,97.0,5.0,603.0,,3.0,1.0,7.0,25.0,2.0,1.0,1183.0,1.0,1.0,16.0,95.0,,30.0,86.0,493.0,41.0,19.5432,14.0,11.0,18.0,5.0,66.0,126.0,18.0,177.0,15.0,143.0,75.0,19.0,2.0,,14.0,12.0,294.0,18.0,5.0,5.0,152.0,9.0,0.0,597.0,4.0,5.0,176.0,19.0,35.0,216.0,17.0,13.0,118.0,917.0,2.0,1.0,8.0,215.0,10.0,,1.2268,1.0,11.0,43.0,3.0,,2.0,3.0,,1.0,3.0,,,3.0,14.0,,,47.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
232792,Tariq Lamptey,Defender,Brighton,36,Ghana,2019-20,42.0,0.0261,0.0,1.0,,,9.0,1.0,,18.0,9.0,1.0,,,7.0,28.0,20.0,178.0,,,,2.0,11.0,,,620.0,,,8.0,45.0,2.0,15.0,42.0,148.0,11.0,,6.0,15.0,8.0,,34.0,8.0,18.0,87.0,6.0,46.0,33.0,9.0,,,1.0,8.0,66.0,6.0,20.0,,76.0,3.0,0.0,173.0,1.0,4.0,94.0,8.0,15.0,66.0,13.0,2.0,58.0,378.0,4.0,,7.0,87.0,9.0,,,2.0,10.0,11.0,3.0,,1.0,3.0,,,1.0,,,,16.0,,,35.0,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,
213056,Tudor Baluta,Midfielder,Brighton,36,Romania,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227127,Yves Bissouma,Midfielder,Brighton,36,Mali,2019-20,108.0,0.4052,0.0,2.0,7.0,1.7479,49.0,14.0,3.0,68.0,22.0,,15.0,,15.0,92.0,5.0,618.0,1.0,,2.0,7.0,33.0,5.0,1.0,1260.0,1.0,1.0,16.0,112.0,2.0,26.0,95.0,491.0,10.0,17.4503,4.0,22.0,18.0,,92.0,178.0,15.0,220.0,16.0,171.0,105.0,22.0,5.0,1.0,11.0,16.0,290.0,16.0,5.0,,187.0,17.0,0.0,608.0,7.0,4.0,176.0,38.0,32.0,161.0,31.0,35.0,108.0,911.0,11.0,2.0,6.0,237.0,23.0,1.0,0.4388,4.0,24.0,27.0,1.0,,1.0,1.0,,1.0,,,,2.0,21.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
