season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436926,3,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,2.0,,1.0,16.0,1.0,15.0,3.0,,2.0,,,,1.0,,,4.0,1.0,,,0.0702373,0.0172,,,0.0,,,,,,2.0,,89.0,,,,,,9.0,,6.8,,,1.0,,,,8.0,,1.0,,22.0,1.0,15.0,1,,30.0,3.0,1.0,,
2024-25,12436926,3,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,,1.0,1.0,,,,,,,,,,2.0,,,,6.8e-07,,,,0.0,,,,,1.0,,,10.0,,,,,,3.0,,6.3,,,,,,2.0,1.0,,,,1.0,1.0,1.0,0,,6.0,,,,
2024-25,12436926,3,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,3.0,,3.0,,,1.0,,,1.0,,,,1.0,1.0,,,0.0643281,0.0885,,,0.0,,,,,,2.0,,10.0,,,,,,7.0,,6.7,,,,,1.0,2.0,1.0,,1.0,,7.0,,6.0,1,,14.0,1.0,,1.0,
2024-25,12436944,4,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,1.0,4.0,8.0,,,,1.0,,,,,9.0,1.0,,,0.00738191,0.1264,0.3356,,0.0,,,,,,1.0,,81.0,1.0,,,,,7.0,,6.2,,,,,,1.0,,,,2.0,7.0,1.0,8.0,1,,14.0,2.0,1.0,,
2024-25,12436944,4,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436944,4,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,1.0,3.0,,3.0,1.0,1.0,1.0,,1.0,,1.0,,,3.0,2.0,,,0.00386807,0.2313,0.1064,1.0,1.0,,,,,1.0,1.0,,29.0,1.0,,,,,2.0,,6.8,,,1.0,,,,,,1.0,,5.0,,5.0,2,,11.0,,1.0,,
2024-25,12436944,4,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,1.0,2.0,,2.0,,1.0,1.0,1.0,,,1.0,,,2.0,4.0,,,0.02648,,,,0.0,,,,,,1.0,,9.0,,,,,,4.0,,7.3,,,,,1.0,1.0,,,1.0,,4.0,1.0,5.0,0,1.0,10.0,,2.0,,1.0
2024-25,12436959,5,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,1.0,5.0,6.0,6.0,4.0,1.0,,,,,,,6.0,4.0,,,0.00095058,0.7884,0.8863,,0.0,1.0,,,,,,,72.0,1.0,,,,,7.0,,7.0,,,,,,,,,2.0,,4.0,7.0,11.0,1,,17.0,2.0,,,
2024-25,12436959,5,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436959,5,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,3.0,2.0,5.0,2.0,,1.0,,,,,,,3.0,1.0,,,0.00273794,,,,0.0,,,,,,,,45.0,,,,,,3.0,,6.3,,,,,1.0,1.0,,,,,3.0,2.0,5.0,0,,13.0,2.0,1.0,,
2024-25,12436959,5,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,3.0,1.0,4.0,4.0,,2.0,1.0,,,2.0,,,6.0,1.0,,,0.235128,,,1.0,1.0,,,,,3.0,1.0,,45.0,,,,,,5.0,,6.9,,,,,,,1.0,,1.0,1.0,5.0,1.0,5.0,0,1.0,14.0,2.0,,,
2024-25,12436959,5,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,3.0,3.0,1.0,,1.0,,,,,,,2.0,2.0,,,1.604e-05,0.4548,0.4931,1.0,0.0,1.0,,,,,,,31.0,1.0,,,,,2.0,,7.3,,,,,1.0,,1.0,,,1.0,1.0,4.0,4.0,1,1.0,11.0,,1.0,,1.0
2024-25,12437001,6,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,2.0,8.0,2.0,2.0,1.0,,,,2.0,,,5.0,3.0,,,0.0193492,,,1.0,0.0,,,,,,,,90.0,,,,,,2.0,,6.5,,,,,2.0,,,,,4.0,7.0,2.0,9.0,0,,15.0,1.0,1.0,,
2024-25,12437001,6,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,5.0,1.0,6.0,1.0,2.0,,,,,,,1.0,4.0,4.0,,,0.0131639,0.1595,,2.0,0.0,,,,,,,,45.0,,,,,,9.0,,6.7,,,1.0,,1.0,,1.0,,,,9.0,2.0,10.0,1,,20.0,3.0,2.0,,
2024-25,12437001,6,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,1.0,4.0,4.0,8.0,,,,,,1.0,,,1.0,1.0,1.0,,,0.0131485,0.0675,,,0.0,,,,,,,,45.0,,,,,,5.0,,6.6,,,,,,,1.0,,1.0,1.0,7.0,4.0,10.0,1,,15.0,1.0,1.0,,
2024-25,12437001,6,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,3.0,2.0,5.0,1.0,3.0,,,,,,,,2.0,5.0,,,0.0354846,0.1444,0.0099,1.0,0.0,,,,,1.0,,,33.0,1.0,,,,,6.0,,7.1,,,1.0,,1.0,,1.0,,,,5.0,3.0,7.0,2,,17.0,3.0,2.0,,
2024-25,12437001,6,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,4.0,3.0,7.0,,,3.0,,,,,,,,1.0,,,0.00840796,,,,0.0,,,,,,,,15.0,,,,,,5.0,,6.6,,,,,,,1.0,,,,8.0,3.0,10.0,0,1.0,12.0,,,,
2024-25,12437013,7,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,1.0,4.0,3.0,2.0,,,,,,,1.0,4.0,3.0,,,0.00072017,0.1638,0.7944,1.0,0.0,1.0,,,,,,,82.0,1.0,,,,,9.0,,7.2,,,,,1.0,,,,,,5.0,2.0,7.0,1,1.0,19.0,5.0,,,1.0
2024-25,12437013,7,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437013,7,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,,,0.0102268,,,1.0,0.0,,,,,1.0,,,8.0,,,,,,5.0,,6.8,,,,,1.0,,1.0,,,,6.0,,5.0,0,,11.0,,,,
2024-25,12437013,7,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,2.0,2.0,1.0,3.0,1.0,,3.0,,1.0,,,,,3.0,4.0,,,0.0113146,0.0601,0.1782,,0.0,,,,,,1.0,,24.0,1.0,,,,,5.0,,6.5,,,,,,3.0,1.0,,2.0,1.0,4.0,1.0,4.0,1,2.0,14.0,,1.0,1.0,
2024-25,12437013,7,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437036,8,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,4.0,4.0,8.0,4.0,4.0,2.0,,2.0,1.0,,,,5.0,5.0,,,0.00308415,0.893,0.5318,1.0,0.0,1.0,,,,,1.0,,84.0,2.0,,,,,9.0,,6.8,,,1.0,,,,,,,1.0,9.0,5.0,14.0,4,,23.0,3.0,1.0,,
2024-25,12437036,8,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,3.0,,3.0,1.0,,3.0,,,,,,,2.0,,,,0.0194185,,,,0.0,,,,,,,,14.0,,,,,,2.0,,6.5,,,,,,1.0,,,,,4.0,,4.0,0,,6.0,,,,
2024-25,12437036,8,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,2.0,,1.0,14.0,5.0,17.0,,,2.0,,,,,,1.0,3.0,,,,0.256115,,,,0.0,,,,,,1.0,,63.0,,,,,,16.0,,6.5,,,,,,2.0,7.0,,1.0,,23.0,6.0,22.0,0,,36.0,2.0,,,
2024-25,12437036,8,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,1.0,,1.0,2.0,,1.0,,,,1.0,,2.0,7.0,2.0,,,0.00313505,,,,0.0,,,,,,,,27.0,,,,,,9.0,,6.3,,,,,,3.0,,,1.0,,4.0,1.0,5.0,0,1.0,16.0,1.0,,1.0,
2024-25,12437036,8,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,4.0,,4.0,,,,,,1.0,,,,,1.0,,,0.057072,0.0382,,,0.0,,,,,1.0,,,14.0,,,,,,3.0,,6.7,,,,,,1.0,,,,,5.0,,5.0,1,,10.0,2.0,,1.0,
2024-25,12437048,9,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,3.0,10.0,1.0,2.0,1.0,,,1.0,,,1.0,3.0,2.0,,,0.00667532,0.347,0.9961,1.0,0.0,2.0,,,,,1.0,,81.0,2.0,,,,,7.0,,8.3,,,,,,,,,,,11.0,3.0,14.0,3,,23.0,2.0,,,
2024-25,12437048,9,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,3.0,,3.0,1.0,1.0,3.0,,1.0,,,,1.0,2.0,2.0,,,0.00693953,0.06,,,0.0,,,,,,,,9.0,,,,,,2.0,,6.3,,,1.0,,,,,,,,4.0,,4.0,1,,7.0,,1.0,,
2024-25,12437048,9,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,2.0,6.0,2.0,8.0,2.0,1.0,,,,1.0,,,2.0,5.0,2.0,,,0.00797864,0.0478,,,0.0,,,,,,1.0,,76.0,,,,,,20.0,,6.7,,,,,,1.0,12.0,,3.0,,20.0,4.0,12.0,1,,32.0,1.0,1.0,,
2024-25,12437048,9,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,1.0,,1.0,1.0,1.0,4.0,,,,,,,1.0,4.0,,,0.0123621,0.0469,,,0.0,,,,,1.0,,,14.0,,,,,,3.0,,7.0,,,1.0,,,,,,,,2.0,1.0,3.0,1,1.0,9.0,,2.0,,
2024-25,12437048,9,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,1.0,4.0,1.0,5.0,,1.0,2.0,1.0,,,1.0,,,2.0,2.0,,,0.0490515,0.0227,,,0.0,,,,,,2.0,,14.0,,,,,,7.0,,7.1,,,1.0,,,2.0,2.0,,1.0,,8.0,1.0,7.0,1,,14.0,,,1.0,
2024-25,12437057,10,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,5.0,13.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,2.0,,,0.00942712,0.7784,0.8762,,0.0,1.0,,,,,,,79.0,1.0,1.0,,,,7.0,,7.8,,,1.0,,1.0,,,,1.0,,12.0,5.0,17.0,2,,26.0,2.0,,,
2024-25,12437057,10,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,2.0,,,,,,,,,2.0,,,,,0.0999,,,0.0,,,,,,,,11.0,,,,,,1.0,,6.5,,,1.0,,,,,,,,,,,1,,2.0,1.0,,,
2024-25,12437057,10,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,5.0,4.0,8.0,2.0,,4.0,,,,,,,4.0,2.0,,,0.0866265,,,,0.0,,,,,,1.0,,63.0,,,,,,16.0,,6.8,,,,,3.0,2.0,10.0,,2.0,,16.0,6.0,12.0,0,1.0,32.0,1.0,1.0,,1.0
2024-25,12437057,10,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,,,,3.0,1.0,4.0,2.0,,2.0,,,,1.0,,1.0,4.0,1.0,,,0.00507354,,,,0.0,,,,,,,,27.0,,,,,,3.0,,6.6,,,,,,1.0,,,,,5.0,1.0,6.0,0,,9.0,,,1.0,
2024-25,12437057,10,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,2.0,2.0,,,0.0083404,0.0331,0.772,1.0,0.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,1,1.0,6.0,,,1.0,1.0
2024-25,12436487,11,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,8.0,4.0,12.0,6.0,2.0,1.0,,,,1.0,,,7.0,2.0,,,0.0107645,,,,0.0,,,,,,2.0,,90.0,,1.0,,,,9.0,,6.7,,,,,,,,,1.0,1.0,14.0,5.0,19.0,0,,24.0,2.0,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00192532,,,,0.0,,,,,,,,10.0,,,,,,,,6.5,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2024-25,12436487,11,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,3.0,,1.0,11.0,6.0,14.0,2.0,4.0,2.0,1.0,1.0,1.0,,,1.0,5.0,11.0,,,0.41779,0.1096,,1.0,1.0,,,,,,3.0,,88.0,,,,,,18.0,,7.5,,,1.0,,1.0,3.0,9.0,,1.0,1.0,22.0,8.0,21.0,2,4.0,46.0,2.0,1.0,2.0,2.0
2024-25,12436487,11,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,True,2.0,,,6.0,2.0,6.0,2.0,1.0,2.0,1.0,,,,,1.0,4.0,5.0,,,0.0500127,,,1.0,0.0,,,,,1.0,1.0,,31.0,,,,,,5.0,,7.1,,,,,1.0,1.0,4.0,,,,8.0,3.0,7.0,0,2.0,22.0,1.0,1.0,1.0,1.0
2024-25,12436487,11,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,7.0,1.0,8.0,1.0,,1.0,,,1.0,,,1.0,4.0,,,,0.00682519,0.0541,,1.0,0.0,,,,,,,,16.0,,,,,,2.0,,6.4,,,,,,1.0,,,,,7.0,1.0,8.0,1,,13.0,,,,
2024-25,12436489,12,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,4.0,1.0,5.0,,1.0,,,,,,,1.0,1.0,1.0,,,0.00137178,,,,0.0,,,,,,,,27.0,,,,,,5.0,,6.5,,,,,1.0,,,,,,5.0,2.0,7.0,0,,12.0,1.0,,,
2024-25,12436489,12,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,2.0,4.0,6.0,4.0,3.0,2.0,,,,,,4.0,10.0,5.0,,,0.00059369,,,1.0,0.0,,,,,,,,63.0,,,,,,9.0,,6.3,,,,,1.0,1.0,,,1.0,,5.0,4.0,9.0,0,1.0,22.0,1.0,1.0,,1.0
2024-25,12436489,12,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,3.0,4.0,6.0,,1.0,,,,,1.0,,2.0,3.0,2.0,,,0.00191902,,,,0.0,,,,,,,,45.0,,,,,,5.0,,6.4,,,,,2.0,,1.0,,1.0,1.0,6.0,4.0,9.0,0,,17.0,,1.0,,
2024-25,12436489,12,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,True,,,,5.0,,5.0,,2.0,1.0,,,1.0,2.0,,,4.0,5.0,,,0.00429276,0.0725,,1.0,0.0,,,,,1.0,,,45.0,,,,,,8.0,,6.5,,,,,,1.0,2.0,,,1.0,8.0,,6.0,1,,18.0,4.0,3.0,,
2024-25,12436489,12,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,2.0,,,3.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,0.0797566,,,,0.0,,,,,,2.0,,27.0,,,,,,2.0,,6.8,,,,,,1.0,2.0,,,,5.0,1.0,4.0,0,,7.0,,,1.0,
2024-25,12436503,13,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,1.0,2.0,3.0,7.0,4.0,2.0,,,,1.0,,,9.0,5.0,,,0.00073884,0.7884,0.9644,,0.0,1.0,,,,,,,90.0,1.0,,,,,12.0,,7.0,,,,,1.0,1.0,,,,,9.0,2.0,11.0,1,,20.0,2.0,1.0,,
2024-25,12436503,13,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436503,13,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,3.0,,3.0,1.0,,1.0,,,,,,,1.0,,,,0.00196946,,,,0.0,,,,,,,,12.0,,,,,,2.0,,6.5,,,,,,,,,,1.0,3.0,,3.0,0,,5.0,2.0,,,
2024-25,12436503,13,17,Nottingham_Forest,Home,1011895,510500,Jota Silva,jota-silva,F,False,,,1.0,3.0,3.0,6.0,1.0,4.0,5.0,1.0,,,2.0,,1.0,5.0,8.0,,,0.536824,0.0787,,1.0,0.0,,,,,1.0,1.0,,78.0,,,,,1.0,13.0,,7.6,,,1.0,,2.0,1.0,2.0,,1.0,,11.0,3.0,12.0,1,,29.0,3.0,3.0,1.0,
2024-25,12436503,13,17,Nottingham_Forest,Home,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,,0.0205473,,,,0.0,,,,,,1.0,,10.0,,,,,,,,6.7,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2024-25,12436972,14,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,1.0,1.0,2.0,3.0,,1.0,,1.0,1.0,,,,3.0,,,,0.00015007,0.5049,0.0467,,0.0,,,,,,,,62.0,1.0,,,,,3.0,,6.3,,,1.0,,,,,,,,1.0,3.0,4.0,3,,9.0,1.0,,,
2024-25,12436972,14,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,2.0,,2.0,1.0,,1.0,,,,,,1.0,2.0,,,,0.0205201,,,,0.0,,,,,,1.0,,28.0,,,,,,4.0,,6.6,,,,,,,,,,,4.0,,4.0,0,,6.0,1.0,,,
2024-25,12436972,14,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,12.0,1.0,12.0,,,6.0,,,,,,2.0,2.0,4.0,,,0.219348,0.1389,,,0.0,,,,,,1.0,,90.0,,,,,,18.0,,7.2,,,2.0,,3.0,1.0,6.0,,,1.0,24.0,2.0,20.0,2,1.0,41.0,3.0,2.0,1.0,1.0
2024-25,12436972,14,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,False,,,,9.0,2.0,11.0,1.0,,6.0,,,,1.0,,1.0,7.0,2.0,,,0.0743941,0.0135,,3.0,0.0,,,,,,2.0,,72.0,,,,,,7.0,,6.4,,,1.0,,1.0,1.0,1.0,,,,13.0,3.0,15.0,1,1.0,24.0,,1.0,,1.0
2024-25,12436972,14,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,0.0,,,,,1.0,,,18.0,,,,,,,,6.5,,,,,,,,,,,,,,0,,2.0,,,,
2024-25,12436449,15,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,,3.0,4.0,4.0,,,,,,,1.0,6.0,5.0,,,0.00285254,0.3326,0.9366,1.0,0.0,1.0,,,,1.0,,,79.0,1.0,,,,,6.0,,7.3,,,1.0,,,,,,,1.0,6.0,,6.0,2,,13.0,2.0,1.0,,
2024-25,12436449,15,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2024-25,12436449,15,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,9.19e-06,,,,0.0,,,,,,,,11.0,,,,,,1.0,,6.7,,,,,1.0,,,,,,1.0,1.0,2.0,0,,4.0,,1.0,,
2024-25,12436449,15,17,Nottingham_Forest,Away,1011895,510500,Jota Silva,jota-silva,F,False,,,,9.0,2.0,11.0,1.0,1.0,1.0,,,1.0,1.0,,,5.0,3.0,,,0.50769,0.1056,,2.0,0.0,,,,1.0,1.0,1.0,,68.0,,,,,,5.0,,6.7,,,1.0,,1.0,1.0,,,,,13.0,2.0,15.0,2,2.0,25.0,,,,2.0
2024-25,12436449,15,17,Nottingham_Forest,Away,1015733,502222,Ramón Sosa,ramon-sosa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436447,16,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,6.0,3.0,9.0,2.0,1.0,3.0,,,1.0,,,,5.0,2.0,,,0.0053501,0.072,,2.0,0.0,,,,,1.0,,,90.0,,,,,,8.0,,6.6,,,,,1.0,2.0,,,1.0,,8.0,5.0,13.0,1,,23.0,3.0,,1.0,
