season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,11047752,7,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,2.0,12.0,3.0,15.0,1.0,1.0,4.0,1.0,,,4.0,,1.0,8.0,6.0,,,0.368288,0.2699,0.0,2.0,,,,,,1.0,3.0,89.0,,,,,,,,,13.0,,7.4,,,3.0,,,3.0,2.0,,3.0,1.0,20.0,5.0,23.0,3,1.0,38.0,2.0,1.0,3.0,1.0
2022-23,11047752,7,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,16.0,7.0,23.0,3.0,1.0,4.0,,,,3.0,,3.0,15.0,5.0,,,0.0232392,0.0,0.0,2.0,,,,,,,,90.0,,,,,,,,,14.0,,6.1,,,,,,8.0,,,1.0,,21.0,8.0,29.0,0,,42.0,1.0,,4.0,
2022-23,11077468,8,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,2.0,15.0,5.0,20.0,3.0,1.0,5.0,,,,1.0,,3.0,9.0,6.0,,,0.0575424,0.0328,0.3089,,,,,,,,1.0,79.0,2.0,,,,,,,,15.0,,7.0,,,,,,4.0,,,2.0,,21.0,7.0,28.0,2,2.0,44.0,2.0,1.0,2.0,
2022-23,11077468,8,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385659,9,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,3.0,1.0,4.0,2.0,,1.0,,,,,,1.0,3.0,1.0,,,0.00172215,0.0,0.0,,,,,,,,,15.0,,,,,,,,,4.0,,6.5,,,,,,,1.0,,,,6.0,1.0,6.0,0,1.0,11.0,,,,1.0
2022-23,10385659,9,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,,,,1.0,1.0,1.0,,,,,,,2.0,1.0,,,0.0,0.0925,0.0,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,2.0,,2.0,1,,3.0,,,,
2022-23,10385659,9,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,False,,,,11.0,7.0,18.0,,1.0,2.0,,,,,,1.0,1.0,3.0,,,0.0853196,0.0,0.0,,,,,,,1.0,,45.0,,,,,,,,,10.0,,6.6,,,,,,,,,1.0,,15.0,8.0,23.0,0,,33.0,3.0,2.0,,
2022-23,10385644,10,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,11.0,5.0,16.0,1.0,1.0,3.0,,,,1.0,,1.0,5.0,8.0,,,0.201492,0.0,0.0,1.0,1.0,,,,,1.0,1.0,81.0,,,,,,,,,17.0,,7.0,,,,,,3.0,1.0,,1.0,1.0,19.0,9.0,27.0,0,3.0,41.0,3.0,2.0,2.0,1.0
2022-23,10385644,10,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,5.0,2.0,7.0,3.0,2.0,1.0,,,1.0,1.0,,2.0,7.0,2.0,,,0.0128876,0.5959,0.3227,2.0,,1.0,,,,,,90.0,2.0,,,,,,,,7.0,,7.0,,,,,1.0,,1.0,,,5.0,9.0,2.0,10.0,3,,20.0,1.0,,,
2022-23,10385644,10,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385752,11,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,1.0,,1.0,8.0,8.0,15.0,2.0,1.0,5.0,1.0,1.0,,,,2.0,7.0,8.0,,,0.0496892,0.1122,0.0682,1.0,,,,,,1.0,4.0,89.0,1.0,,,,,,,,15.0,,7.2,,,,,1.0,2.0,1.0,,2.0,1.0,13.0,11.0,23.0,1,5.0,46.0,3.0,2.0,,4.0
2022-23,10385752,11,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,1.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,2.0,2.0,,,0.544762,0.3342,0.0,,,,,,,,1.0,18.0,,,,,,,,,1.0,,6.7,,,2.0,,,1.0,,,,1.0,1.0,,1.0,3,,7.0,1.0,1.0,1.0,
2022-23,10385752,11,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,3.0,3.0,,,2.0,,,,,,1.0,3.0,1.0,,,2.391e-05,0.0,0.0,2.0,,,,,,,,17.0,,,,,,,,,3.0,,6.4,,,,,,,,,1.0,,1.0,4.0,5.0,0,1.0,10.0,,,,1.0
2022-23,10385729,12,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,8.0,4.0,12.0,,1.0,2.0,,1.0,,,,1.0,1.0,2.0,,,0.0126601,0.4583,1.0655,,,1.0,,,1.0,,,57.0,3.0,,,,,,,,5.0,,7.5,,,3.0,,1.0,,,,,,10.0,4.0,14.0,6,,31.0,2.0,1.0,,
2022-23,10385729,12,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,False,,,1.0,17.0,8.0,25.0,,1.0,5.0,,,,2.0,,3.0,6.0,5.0,,,0.0689356,0.0,0.0,1.0,,,,,,1.0,1.0,57.0,,,,,,,,,8.0,,6.6,,,,,,1.0,,,1.0,,18.0,10.0,28.0,0,2.0,40.0,1.0,1.0,1.0,2.0
2022-23,10385728,13,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,False,,,,4.0,5.0,9.0,2.0,1.0,1.0,,1.0,,1.0,,6.0,9.0,3.0,,,0.00244623,0.5464,0.2251,,,,,,,,,62.0,1.0,,,,,,,,11.0,,6.0,,,3.0,,,,,,,,8.0,5.0,13.0,4,2.0,28.0,1.0,,,2.0
2022-23,10385373,14,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,2.0,13.0,8.0,21.0,2.0,1.0,1.0,1.0,1.0,,,,,5.0,1.0,,,0.0836245,0.3673,0.687,1.0,,,,,,,4.0,90.0,2.0,,,,,,,,10.0,,6.9,,,2.0,,,2.0,,,2.0,,20.0,8.0,28.0,4,,38.0,1.0,,,
2022-23,10385373,14,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385375,15,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,17.0,8.0,25.0,5.0,1.0,6.0,1.0,,,1.0,,,9.0,5.0,,,0.213335,0.3777,0.3038,2.0,1.0,,,,1.0,2.0,2.0,87.0,2.0,,,,,,,,13.0,,7.7,,,2.0,,2.0,4.0,1.0,,,,23.0,9.0,31.0,4,1.0,54.0,2.0,1.0,2.0,1.0
2022-23,10385375,15,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385400,16,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,1.0,,1.0,17.0,2.0,18.0,,1.0,3.0,2.0,1.0,,,,1.0,3.0,3.0,,,0.271115,0.7056,2.209,1.0,,2.0,,,,,2.0,87.0,3.0,,,,,,,,18.0,,8.6,,,,,,2.0,2.0,,1.0,,21.0,6.0,25.0,3,1.0,43.0,6.0,,1.0,
2022-23,10385400,16,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,4.0,,4.0,,,1.0,,,,,,,,,,,0.00267517,0.0,0.0,,,,,,,1.0,,8.0,,,,,,,,,1.0,,6.7,,,,,,,,,,,4.0,1.0,5.0,0,,6.0,,,,
2022-23,10385398,17,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,3.0,1.0,4.0,1.0,3.0,,,4.0,,,,,2.0,3.0,,,0.0648635,1.1561,0.5164,1.0,,,,,,,1.0,88.0,4.0,,,,,,,,10.0,,5.7,,,2.0,,,,1.0,,,2.0,12.0,1.0,12.0,6,,24.0,1.0,,,
2022-23,10385398,17,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385405,18,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,8.0,1.0,9.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,5.0,5.0,,,0.217604,0.6608,0.045,1.0,,,,,1.0,,2.0,90.0,2.0,,,,,,,,11.0,,7.2,,,3.0,,2.0,,1.0,,,,14.0,1.0,14.0,7,1.0,37.0,1.0,3.0,,
2022-23,10385405,18,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385428,19,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,7.0,,7.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,5.0,3.0,,,0.0145207,0.8526,0.0,1.0,,,,,,,,90.0,1.0,,,,,,,,11.0,,6.2,,,1.0,,2.0,2.0,,,,2.0,11.0,1.0,12.0,3,,29.0,4.0,1.0,1.0,
2022-23,10385428,19,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385436,20,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385443,21,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,4.0,,4.0,1.0,2.0,,,,,1.0,,,3.0,5.0,,,0.0781472,0.04,0.1564,,,,,,,,1.0,27.0,1.0,,,,,,,,4.0,,6.8,,,,,,1.0,1.0,,,1.0,7.0,,6.0,1,2.0,16.0,,1.0,,2.0
2022-23,10385454,22,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,7.0,,7.0,2.0,4.0,,,1.0,1.0,,,2.0,4.0,5.0,,,0.0715306,0.6462,0.5313,,,,,,,,1.0,90.0,2.0,,,,,,,,13.0,,6.6,,,2.0,,,,2.0,,1.0,1.0,15.0,,13.0,5,,31.0,3.0,1.0,,
2022-23,10385454,22,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385456,23,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,3.0,2.0,5.0,,,3.0,,,,3.0,,,5.0,,,,0.00070768,0.0,0.0,1.0,,,,,,,,20.0,,,,,,,,,4.0,,6.2,,,,,,1.0,,,,,5.0,2.0,7.0,0,,10.0,1.0,,,
2022-23,10385456,23,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,2.0,8.0,6.0,14.0,,2.0,3.0,2.0,,2.0,,,2.0,5.0,6.0,,,0.0580403,0.4143,0.0148,1.0,1.0,,,,,,2.0,70.0,1.0,,,,,,,,11.0,,7.8,,,2.0,,,5.0,1.0,,2.0,,13.0,6.0,18.0,5,,38.0,2.0,1.0,3.0,
2022-23,10385470,24,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,1.0,,,8.0,4.0,11.0,,,,,2.0,,4.0,,,5.0,2.0,,,0.00800621,0.519,0.0,,,,,,,,,31.0,,,,,,,,,4.0,,5.9,,,4.0,,,2.0,1.0,,,,10.0,5.0,14.0,4,1.0,26.0,,,1.0,
2022-23,10385470,24,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,2.0,4.0,5.0,9.0,1.0,,1.0,,,,3.0,,,8.0,,,,0.0186336,0.6448,1.2167,2.0,,1.0,,,,,,59.0,2.0,,,,,,,,6.0,,6.9,,,,,1.0,2.0,,,2.0,,7.0,5.0,12.0,2,,18.0,,,,
2022-23,10385486,25,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,12.0,6.0,18.0,1.0,,4.0,,1.0,1.0,1.0,,3.0,5.0,5.0,,,0.0149039,0.3708,0.0365,,,,,,1.0,,1.0,71.0,1.0,,,,,,,,11.0,,6.7,,,2.0,,,2.0,,,1.0,,15.0,7.0,22.0,4,1.0,39.0,3.0,2.0,2.0,
2022-23,10385486,25,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10652686,26,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,2.0,,2.0,,,1.0,,,,1.0,,,2.0,,,,0.000295977,,,,,,,,,,,11.0,,,,,,,,,3.0,,6.3,,,,,,1.0,,,,,3.0,,3.0,0,,5.0,1.0,,,
2022-23,10652686,26,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,6.0,1.0,7.0,2.0,,1.0,,1.0,1.0,,,2.0,6.0,2.0,,,0.0266146,0.9159,0.9945,1.0,,2.0,,,,,,79.0,2.0,,,,,,,,19.0,,7.8,,,1.0,,,2.0,1.0,,1.0,,18.0,2.0,19.0,4,,34.0,2.0,1.0,1.0,
2022-23,10652686,26,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385494,27,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,4.0,5.0,9.0,1.0,1.0,4.0,,1.0,1.0,,,,3.0,3.0,,,0.00679049,0.1586,0.3804,,,,,,,,,45.0,1.0,,,,,,,,8.0,,6.4,,,,,,3.0,1.0,,,,8.0,6.0,13.0,2,1.0,26.0,1.0,,1.0,1.0
2022-23,10385494,27,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,1.0,6.0,2.0,8.0,3.0,1.0,1.0,,,,,,1.0,5.0,3.0,,,0.0232328,0.0296,0.1095,1.0,,,,,,,,66.0,1.0,,,,,,,,10.0,,6.7,,,,,1.0,1.0,,,2.0,2.0,9.0,2.0,11.0,1,1.0,25.0,4.0,,1.0,
2022-23,10385494,27,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,3.0,,3.0,1.0,,,,,,,,,1.0,,,,0.00313563,0.0,0.0,,,,,,,,,8.0,,,,,,,,,1.0,,6.5,,,,,,,,,,,4.0,,4.0,0,,4.0,,,,
2022-23,11157124,28,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,,,8.217e-05,,,,,,,,,,,12.0,,,,,,,,,2.0,,6.6,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2022-23,11157124,28,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,False,,,,9.0,,9.0,2.0,1.0,2.0,,,,,,1.0,7.0,2.0,,,0.0337501,0.101,,2.0,,,,,,,2.0,83.0,,,,,,,,1.0,14.0,,6.9,,,1.0,,,2.0,1.0,,,,17.0,1.0,17.0,1,,28.0,2.0,1.0,,
2022-23,11157124,28,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385561,29,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,8.0,6.0,14.0,,1.0,6.0,,,,2.0,,3.0,5.0,5.0,,,0.0450153,0.0,0.0,,1.0,,,,,1.0,2.0,70.0,,,,,,,,,5.0,,6.9,,,,,1.0,1.0,,,1.0,1.0,8.0,8.0,16.0,0,1.0,26.0,,2.0,1.0,
2022-23,10385561,29,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,,2.0,2.0,,,,,,,,,1.0,2.0,,,,2.739e-05,0.0,0.0,1.0,,,,,,,,20.0,,,,,,,,,2.0,,6.4,,,,,,,,,,,,3.0,3.0,0,,4.0,,,,
2022-23,10385572,30,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,5.0,7.0,12.0,2.0,2.0,3.0,,,1.0,1.0,,2.0,6.0,4.0,,,0.230711,0.0531,,1.0,,,,,,,1.0,60.0,,,,,,,,1.0,10.0,,6.8,,,,,4.0,,,,1.0,,8.0,9.0,17.0,1,,30.0,3.0,2.0,,
2022-23,10385572,30,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,5.0,1.0,6.0,1.0,,1.0,1.0,1.0,,,,,3.0,2.0,,,0.38055,0.4077,0.2832,1.0,,,,,,,1.0,30.0,1.0,,,,,,,,4.0,,6.6,,,,,,2.0,,,1.0,,8.0,1.0,9.0,1,,14.0,,1.0,1.0,
2022-23,10385584,31,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,17.0,5.0,22.0,2.0,3.0,6.0,,,1.0,3.0,,,8.0,5.0,,,0.0414756,0.6469,1.0336,1.0,1.0,2.0,,,,,1.0,82.0,2.0,,,,,,,,19.0,,8.7,,,2.0,,1.0,3.0,1.0,,,,27.0,7.0,33.0,5,1.0,49.0,5.0,,1.0,
2022-23,10385584,31,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,1.0,6.0,2.0,8.0,,,2.0,,,,,,,,,,,0.00247932,0.3901,0.9123,,,1.0,,,,,,9.0,1.0,,,,,,,,1.0,,7.5,,,,,,,,,1.0,,7.0,2.0,9.0,1,,10.0,,,,
2022-23,10385597,32,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,18.0,7.0,25.0,2.0,1.0,2.0,,2.0,,,,2.0,7.0,3.0,,,0.0302329,1.5116,1.3513,2.0,,2.0,,,,,,81.0,3.0,,,,,,,,7.0,,7.6,,,1.0,,2.0,1.0,,,1.0,,20.0,7.0,27.0,4,1.0,42.0,2.0,1.0,,
2022-23,10385597,32,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,1.0,5.0,,5.0,1.0,1.0,1.0,,1.0,,,,2.0,4.0,3.0,,,0.00310283,0.2671,0.0,1.0,,,,,,,,30.0,,,,,,,,,4.0,,6.3,,,1.0,,,1.0,,,1.0,,7.0,,7.0,1,,12.0,,1.0,1.0,
2022-23,10385616,33,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,16.0,10.0,26.0,2.0,2.0,5.0,,2.0,,1.0,,,4.0,6.0,,,0.243029,0.7419,0.0,1.0,,,,,,,,59.0,,,,,,,,,11.0,,6.0,,,2.0,,,,1.0,,,,19.0,13.0,31.0,2,3.0,43.0,4.0,1.0,,3.0
2022-23,10385616,33,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,3.0,,3.0,2.0,1.0,,,,,,,1.0,3.0,1.0,,,0.00449703,0.0,0.0,,,,,,,,,12.0,,,,,,,,,3.0,,6.4,,,,,,,,,,,5.0,,5.0,0,,6.0,,,,
2022-23,10385616,33,14,Liverpool,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385647,34,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,8.0,1.0,9.0,1.0,1.0,2.0,,,,1.0,,,4.0,1.0,,,0.00391563,0.3081,0.7503,2.0,,1.0,,,,,,27.0,1.0,,,,,,,,3.0,,7.1,,,1.0,,,,,,,,9.0,2.0,11.0,2,,15.0,1.0,,,
2022-23,10385647,34,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,1.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,,,5.0,3.0,,,5.603e-05,0.0,0.0,,,,,,,,,17.0,,,,,,,,,5.0,,6.3,,,,,,1.0,,,1.0,,2.0,4.0,6.0,0,1.0,10.0,,,,1.0
2022-23,10385647,34,14,Liverpool,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
