season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896860,10,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,23.0,3.0,26.0,3.0,,1.0,,,1.0,5.0,,1.0,14.0,3.0,,,2.0,,1.0,,,,,,90.0,1.0,,,,,,17.0,,6.5,,,,,,4.0,1.0,,1.0,,29.0,4.0,32.0,2,,50.0,5.0,2.0,1.0,
2020-21,8896977,11,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,6.0,2.0,8.0,1.0,,2.0,,,,,,,2.0,,,,1.0,,,,,,1.0,,17.0,,,,,,,1.0,,6.6,,,,,,,,,,,7.0,2.0,9.0,0,,9.0,,,,
2020-21,8896952,12,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,11.0,,,,,,,1.0,,6.6,,,,,,,,,,,2.0,,2.0,0,,3.0,,,,
2020-21,8897012,13,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896984,14,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896927,15,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897013,16,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896908,17,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897041,18,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,False,,,,8.0,3.0,11.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,4.0,3.0,,,,,,,1.0,1.0,,,57.0,2.0,,,,,,7.0,,6.8,,,2.0,,1.0,,1.0,,,,10.0,4.0,13.0,4,1.0,27.0,1.0,1.0,,1.0
2020-21,8897066,19,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,10.0,,,,,,,1.0,,6.4,,,,,,,1.0,,,,2.0,,1.0,0,,3.0,,,,
2020-21,8897033,20,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,9.0,,,,,,,2.0,,6.4,,,,,,1.0,,,,,1.0,,1.0,0,1.0,5.0,1.0,,,
2020-21,8897027,21,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,False,1.0,,,19.0,7.0,25.0,4.0,,3.0,,1.0,,,,3.0,8.0,1.0,,,,,,,,,1.0,,80.0,,,,,,,12.0,,6.4,,,3.0,,1.0,1.0,1.0,,1.0,,25.0,7.0,31.0,3,1.0,45.0,2.0,,,1.0
2020-21,8897036,22,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,26.0,,1.0,,,,,2.0,,6.7,,,,,,,,,,,4.0,1.0,5.0,0,,7.0,,,,
2020-21,8897173,23,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897136,25,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,10.0,,,,,,,2.0,,6.2,,,,,,2.0,,,,,1.0,,1.0,0,,4.0,,,,
2020-21,8897094,26,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897090,27,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897090,27,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,18.0,7.0,25.0,4.0,1.0,3.0,,,,1.0,,2.0,8.0,5.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,15.0,,6.8,,,,,1.0,1.0,1.0,,1.0,,28.0,9.0,36.0,1,1.0,47.0,1.0,2.0,1.0,1.0
2020-21,8897083,28,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,13.0,4.0,17.0,5.0,4.0,4.0,,,,2.0,,1.0,13.0,8.0,,,1.0,,1.0,,,2.0,1.0,,82.0,2.0,,,,,,18.0,,7.3,,,,,1.0,5.0,2.0,,1.0,,21.0,8.0,27.0,2,1.0,48.0,,2.0,1.0,
2020-21,8897072,29,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897072,29,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,5.0,,5.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,28.0,,,,,,,2.0,,6.5,,,,,,1.0,,,,,6.0,,6.0,0,,8.0,1.0,,1.0,
2020-21,8897146,30,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,6.0,3.0,9.0,,1.0,1.0,,,,,,1.0,2.0,4.0,,,1.0,,2.0,,,,,,29.0,2.0,,,,,,8.0,,8.4,,,,,,,1.0,,1.0,,11.0,3.0,13.0,2,1.0,22.0,1.0,2.0,,
2020-21,8897154,31,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,15.0,4.0,19.0,4.0,2.0,5.0,,,1.0,,,1.0,12.0,7.0,,,5.0,,,,,,1.0,,90.0,1.0,,,,,,16.0,,7.1,,,3.0,,,4.0,2.0,,1.0,1.0,24.0,4.0,26.0,5,1.0,47.0,4.0,2.0,2.0,1.0
2020-21,8897214,32,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,14.0,4.0,18.0,,,8.0,,1.0,1.0,3.0,,5.0,12.0,4.0,,,1.0,,,,,,3.0,,81.0,2.0,,,,,,23.0,,6.8,,,2.0,,,6.0,1.0,,2.0,,25.0,6.0,30.0,5,,53.0,2.0,1.0,3.0,
2020-21,8897149,33,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,,23.0,2.0,25.0,,,2.0,,1.0,,2.0,,,6.0,2.0,,,3.0,,,,,,1.0,,58.0,2.0,,,,,,16.0,,6.7,,,2.0,,,2.0,1.0,,,,33.0,4.0,36.0,4,1.0,49.0,2.0,,1.0,1.0
2020-21,9507199,34,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9507199,34,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,12.0,4.0,16.0,3.0,2.0,1.0,,2.0,,2.0,,3.0,10.0,8.0,,,1.0,,1.0,,1.0,1.0,,,74.0,3.0,,,,,,16.0,,6.9,,,1.0,,,2.0,,,,,18.0,5.0,23.0,4,3.0,52.0,4.0,2.0,1.0,1.0
2020-21,8897193,35,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,17.0,5.0,22.0,1.0,,3.0,,1.0,,3.0,,1.0,7.0,4.0,,,1.0,,,,,2.0,,,79.0,2.0,,,,,,16.0,,6.6,,,1.0,,,3.0,2.0,,2.0,,27.0,8.0,33.0,3,1.0,49.0,1.0,1.0,2.0,1.0
2020-21,8897197,36,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897152,37,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897227,38,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,1.0,,,,1.0,,,0,,3.0,2.0,,,
