matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
321798,15,2010-11-27 15:00:00,"Macron Stadium, Bolton",25851,Away,Blackpool,Bolton,2,2,D,1,0,0,0,2.0,17.0,6.0,7.0,4.0,1.0,,1.0,,2.0,15.0,9.0,26.0,71.0,379.0,284.0,51.3,16.0,15.0,9.0,61.0,24.0,8.0,,,11.0,21.0,212.0,,2.0,,,55.0,76.0,23.0,22.0,4.0,4.0,,16.0,8.0,0.0,0.0,,,3.0
321810,16,2011-01-25 19:30:00,"Bloomfield Road, Blackpool",15574,Home,Blackpool,Man Utd,2,3,L,2,0,0,0,2.0,7.0,3.0,3.0,1.0,2.0,2.0,1.0,,1.0,5.0,3.0,22.0,85.0,376.0,259.0,42.4,10.0,8.0,8.0,43.0,24.0,7.0,,,11.0,8.0,197.0,,3.0,,,37.0,65.0,14.0,22.0,6.0,6.0,,13.0,10.0,0.0,0.0,,,
321823,17,2010-12-11 15:00:00,"bet365 Stadium, Stoke",26879,Away,Blackpool,Stoke,1,0,W,0,0,0,0,1.0,12.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,5.0,18.0,57.0,386.0,292.0,57.5,15.0,14.0,7.0,71.0,38.0,4.0,,,5.0,10.0,196.0,,,1.0,,51.0,52.0,18.0,19.0,4.0,4.0,2.0,11.0,12.0,0.0,0.0,,,2.0
321830,18,2011-02-22 20:00:00,"Bloomfield Road, Blackpool",16069,Home,Blackpool,Spurs,3,1,W,2,0,0,0,3.0,10.0,4.0,4.0,2.0,1.0,3.0,,,1.0,6.0,3.0,3.0,55.0,310.0,229.0,38.5,25.0,19.0,13.0,42.0,28.0,8.0,,,17.0,6.0,145.0,,1.0,,1.0,46.0,59.0,5.0,20.0,1.0,1.0,1.0,12.0,8.0,0.0,0.0,1.0,1.0,
321840,19,2011-01-12 20:00:00,"Bloomfield Road, Blackpool",16089,Home,Blackpool,Liverpool,2,1,W,1,1,0,0,2.0,12.0,6.0,4.0,2.0,3.0,2.0,1.0,,2.0,8.0,7.0,14.0,65.0,389.0,292.0,46.4,22.0,15.0,17.0,30.0,22.0,3.0,1.0,,2.0,23.0,177.0,,1.0,,,58.0,58.0,10.0,17.0,3.0,3.0,1.0,11.0,13.0,0.0,0.0,,,3.0
321852,20,2010-12-28 15:00:00,"Stadium of Light, Sunderland",42892,Away,Blackpool,Sunderland,2,0,W,0,0,0,0,2.0,9.0,4.0,5.0,,4.0,2.0,2.0,,2.0,8.0,4.0,10.0,61.0,438.0,337.0,47.0,27.0,17.0,12.0,62.0,34.0,5.0,1.0,,6.0,12.0,187.0,,,1.0,,57.0,51.0,16.0,21.0,2.0,2.0,1.0,5.0,6.0,0.0,0.0,,,1.0
321860,21,2011-01-01 15:00:00,"Etihad Stadium, Manchester",47296,Away,Blackpool,Man City,0,1,L,0,1,0,0,,10.0,6.0,3.0,1.0,,,,1.0,,8.0,6.0,15.0,54.0,417.0,329.0,47.8,31.0,24.0,13.0,36.0,22.0,7.0,2.0,,12.0,6.0,150.0,,1.0,,,57.0,39.0,9.0,6.0,4.0,4.0,,10.0,10.0,0.0,0.0,,,2.0
321868,22,2011-01-04 20:00:00,"Bloomfield Road, Blackpool",14550,Home,Blackpool,Birmingham,1,2,L,0,1,0,0,1.0,24.0,9.0,8.0,7.0,,,,1.0,1.0,19.0,13.0,27.0,68.0,478.0,385.0,59.0,14.0,13.0,12.0,40.0,24.0,4.0,1.0,1.0,14.0,6.0,183.0,,2.0,,,49.0,49.0,21.0,11.0,3.0,3.0,1.0,11.0,7.0,0.0,0.0,,,1.0
321884,23,2011-01-15 15:00:00,"The Hawthorns, West Bromwich",25316,Away,Blackpool,West Brom,2,3,L,1,1,0,0,2.0,13.0,2.0,9.0,2.0,1.0,,1.0,,1.0,10.0,2.0,18.0,71.0,365.0,276.0,50.5,17.0,12.0,10.0,48.0,31.0,6.0,1.0,2.0,12.0,10.0,168.0,,3.0,,,48.0,51.0,13.0,8.0,4.0,4.0,,12.0,10.0,0.0,0.0,,,3.0
321890,24,2011-01-22 15:00:00,"Bloomfield Road, Blackpool",16037,Home,Blackpool,Sunderland,1,2,L,0,2,0,0,1.0,14.0,8.0,3.0,3.0,1.0,1.0,1.0,,,8.0,5.0,25.0,70.0,420.0,309.0,56.8,22.0,18.0,13.0,37.0,23.0,1.0,,,7.0,11.0,206.0,,2.0,,,62.0,69.0,18.0,25.0,10.0,10.0,,14.0,12.0,0.0,0.0,1.0,1.0,1.0
321899,25,2011-02-02 20:00:00,"Bloomfield Road, Blackpool",15095,Home,Blackpool,West Ham,1,3,L,1,3,0,0,1.0,21.0,4.0,9.0,8.0,,,,1.0,,10.0,5.0,35.0,77.0,428.0,316.0,57.0,26.0,23.0,10.0,37.0,21.0,2.0,,1.0,6.0,19.0,209.0,,3.0,,,68.0,64.0,17.0,16.0,9.0,10.0,,10.0,12.0,0.0,0.0,,,3.0
321909,26,2011-02-05 15:00:00,"Goodison Park, Liverpool",38202,Away,Blackpool,Everton,3,5,L,1,1,0,0,3.0,12.0,4.0,2.0,6.0,1.0,3.0,,2.0,1.0,5.0,5.0,20.0,60.0,313.0,224.0,44.5,20.0,17.0,13.0,40.0,26.0,10.0,1.0,,15.0,14.0,172.0,,5.0,,,46.0,68.0,9.0,18.0,5.0,5.0,1.0,18.0,11.0,0.0,0.0,,,2.0
321920,27,2011-02-12 15:00:00,"Bloomfield Road, Blackpool",16000,Home,Blackpool,Aston Villa,1,1,D,1,1,0,1,1.0,18.0,1.0,11.0,6.0,2.0,,2.0,,1.0,13.0,4.0,26.0,80.0,352.0,258.0,49.6,26.0,19.0,12.0,28.0,18.0,2.0,1.0,,12.0,33.0,216.0,,1.0,,,59.0,93.0,15.0,22.0,4.0,4.0,,14.0,14.0,0.0,0.0,,,3.0
321936,28,2011-02-26 15:00:00,"Molineux Stadium, Wolverhampton",29086,Away,Blackpool,Wolves,0,4,L,0,1,1,0,,6.0,,2.0,4.0,,,,,,4.0,3.0,14.0,63.0,375.0,279.0,41.5,20.0,15.0,14.0,52.0,31.0,7.0,,,10.0,11.0,168.0,,4.0,,,50.0,44.0,11.0,10.0,4.0,4.0,,10.0,17.0,0.0,0.0,,,3.0
321939,29,2011-03-07 20:00:00,"Bloomfield Road, Blackpool",15584,Home,Blackpool,Chelsea,1,3,L,0,1,0,0,1.0,15.0,4.0,8.0,3.0,,,,1.0,1.0,11.0,6.0,18.0,67.0,371.0,292.0,44.0,21.0,17.0,8.0,41.0,25.0,6.0,,,8.0,14.0,149.0,,3.0,,,51.0,44.0,15.0,14.0,3.0,3.0,2.0,5.0,8.0,0.0,0.0,,,
321948,30,2011-03-19 15:00:00,"Ewood Park, Blackburn",27209,Away,Blackpool,Blackburn,2,2,D,2,0,0,0,2.0,9.0,6.0,2.0,1.0,,1.0,,,,5.0,3.0,15.0,54.0,317.0,213.0,47.5,18.0,13.0,9.0,58.0,34.0,7.0,,1.0,7.0,9.0,183.0,,2.0,,,62.0,62.0,20.0,25.0,3.0,3.0,,12.0,16.0,0.0,0.0,1.0,1.0,3.0
321960,31,2011-04-03 13:30:00,"Craven Cottage, London",25692,Away,Blackpool,Fulham,0,3,L,0,2,0,0,,14.0,3.0,5.0,6.0,1.0,,2.0,1.0,,12.0,9.0,22.0,73.0,577.0,496.0,65.4,23.0,16.0,10.0,34.0,17.0,9.0,,1.0,4.0,19.0,154.0,,3.0,,,63.0,47.0,16.0,13.0,7.0,7.0,4.0,6.0,14.0,0.0,0.0,,,3.0
321969,32,2011-04-10 13:30:00,"Bloomfield Road, Blackpool",16030,Home,Blackpool,Arsenal,1,3,L,0,2,0,0,1.0,15.0,3.0,7.0,5.0,5.0,1.0,4.0,,1.0,13.0,6.0,22.0,79.0,302.0,218.0,41.1,28.0,20.0,8.0,43.0,29.0,2.0,,,12.0,14.0,167.0,,3.0,,,48.0,62.0,7.0,15.0,6.0,6.0,2.0,15.0,9.0,0.0,0.0,,,4.0
321986,33,2011-04-16 15:00:00,"Bloomfield Road, Blackpool",16030,Home,Blackpool,Wigan,1,3,L,0,2,0,0,1.0,13.0,6.0,4.0,3.0,2.0,1.0,1.0,,1.0,10.0,6.0,23.0,77.0,416.0,318.0,49.3,26.0,21.0,9.0,27.0,16.0,2.0,,2.0,9.0,20.0,179.0,,3.0,,1.0,61.0,59.0,13.0,7.0,4.0,5.0,1.0,14.0,12.0,0.0,0.0,,,2.0
321989,34,2011-04-23 15:00:00,"Bloomfield Road, Blackpool",16003,Home,Blackpool,Newcastle,1,1,D,1,1,0,0,1.0,17.0,2.0,11.0,4.0,3.0,,3.0,1.0,1.0,11.0,4.0,30.0,79.0,430.0,327.0,57.1,18.0,15.0,11.0,43.0,25.0,3.0,1.0,,3.0,18.0,199.0,,1.0,,,52.0,58.0,18.0,13.0,4.0,4.0,1.0,17.0,8.0,0.0,0.0,,,3.0
322000,35,2011-04-30 15:00:00,"Bloomfield Road, Blackpool",16003,Home,Blackpool,Stoke,0,0,D,0,0,0,0,,14.0,3.0,6.0,5.0,,,1.0,,,9.0,6.0,20.0,81.0,348.0,244.0,56.4,19.0,10.0,11.0,62.0,30.0,4.0,,,6.0,11.0,209.0,,,1.0,,47.0,51.0,13.0,16.0,4.0,4.0,2.0,12.0,11.0,0.0,0.0,,,
322014,36,2011-05-07 17:30:00,"White Hart Lane, London",35585,Away,Blackpool,Spurs,1,1,D,0,0,0,0,1.0,16.0,6.0,6.0,4.0,3.0,1.0,3.0,,,12.0,6.0,11.0,59.0,331.0,224.0,41.4,32.0,21.0,13.0,47.0,29.0,9.0,,,12.0,14.0,183.0,,1.0,,,57.0,66.0,13.0,24.0,6.0,6.0,,13.0,6.0,0.0,0.0,2.0,1.0,1.0
322020,37,2011-05-14 12:45:00,"Bloomfield Road, Blackpool",15979,Home,Blackpool,Bolton,4,3,W,3,2,0,0,4.0,11.0,5.0,3.0,3.0,3.0,3.0,,,3.0,7.0,5.0,20.0,74.0,347.0,236.0,50.9,20.0,15.0,11.0,50.0,27.0,5.0,1.0,1.0,8.0,16.0,204.0,,3.0,,,56.0,59.0,20.0,15.0,4.0,5.0,,16.0,12.0,0.0,0.0,,,7.0
322031,38,2011-05-22 16:00:00,"Old Trafford, Manchester",75400,Away,Blackpool,Man Utd,2,4,L,1,1,0,0,2.0,15.0,4.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,11.0,6.0,17.0,55.0,386.0,319.0,41.5,19.0,15.0,20.0,25.0,11.0,4.0,1.0,1.0,5.0,8.0,141.0,,4.0,,1.0,42.0,35.0,7.0,9.0,8.0,8.0,1.0,6.0,9.0,0.0,0.0,,,1.0
